,Industry,Company(1),Business Description,Investment,Interest(6)(12),Acquisition  Date,Amortized  Cost,Fair Value
145,Consumer Products,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (7)","Developer, marketer and distributor of sports protection equipment and accessories.","Class C preferred units (50,000 units)",,4/22/2015,5000.0,5245
146,Consumer Products,The Hygenic Corporation,"Designer, manufacturer and marketer of branded wellness products","Second lien senior secured loan ($70,000 par due 4/2021)",9.75% (Libor + 8.75%/Q),2/27/2015,70000.0,67900
147,Consumer Products,"The Step2 Company, LLC (8)",Toy manufacturer,"Second lien senior secured loan ($27,583 par due 9/2019)",10.00%,4/1/2010,27489.0,27583
148,Consumer Products,"The Step2 Company, LLC (8)",Toy manufacturer,"Second lien senior secured loan ($4,500 par due 9/2019)",10.00%,3/13/2014,4500.0,4500
149,Consumer Products,"The Step2 Company, LLC (8)",Toy manufacturer,"Second lien senior secured loan ($44,906 par due 9/2019)",,4/1/2010,30802.0,20892
150,Consumer Products,"The Step2 Company, LLC (8)",Toy manufacturer,"Common units (1,116,879 units)",,4/1/2011,24.0,0
151,Consumer Products,"The Step2 Company, LLC (8)",Toy manufacturer,"Class B common units (126,278,000 units)",,10/30/2014,0.0,0
152,Consumer Products,"The Step2 Company, LLC (8)",Toy manufacturer,"Warrant to purchase up to 3,157,895 units",,4/1/2010,0.0,0
153,Consumer Products,"Varsity Brands Holding Co., Inc., Hercules Achievement, Inc., Hercules Achievement Holdings, Inc. and Hercules VB Holdings, Inc.","Leading manufacturer and distributor of textiles, apparel & luxury goods","Second lien senior secured loan ($55,576 par due 12/2022)",9.75% (Libor + 8.75%/Q),12/11/2014,55108.0,55576
154,Consumer Products,"Varsity Brands Holding Co., Inc., Hercules Achievement, Inc., Hercules Achievement Holdings, Inc. and Hercules VB Holdings, Inc.","Leading manufacturer and distributor of textiles, apparel & luxury goods","Second lien senior secured loan ($91,697 par due 12/2022)",9.75% (Libor + 8.75%/Q),12/11/2014,90930.0,91697
155,Consumer Products,"Varsity Brands Holding Co., Inc., Hercules Achievement, Inc., Hercules Achievement Holdings, Inc. and Hercules VB Holdings, Inc.","Leading manufacturer and distributor of textiles, apparel & luxury goods","Common stock (3,353,370 shares)",,12/11/2014,3353.0,4816
156,Consumer Products,"Varsity Brands Holding Co., Inc., Hercules Achievement, Inc., Hercules Achievement Holdings, Inc. and Hercules VB Holdings, Inc.","Leading manufacturer and distributor of textiles, apparel & luxury goods","Common stock (3,353,371 shares)",,12/11/2014,4147.0,5955
157,Consumer Products,"Varsity Brands Holding Co., Inc., Hercules Achievement, Inc., Hercules Achievement Holdings, Inc. and Hercules VB Holdings, Inc.","Leading manufacturer and distributor of textiles, apparel & luxury goods",,,,717048.0,700083
158,Power Generation,"Alphabet Energy, Inc.",Technology developer to convert waste-heat into electricity,"First lien senior secured loan ($3,900 par due 8/2017)",12.50% (Libor + 11.50%/M),12/16/2013,3787.0,3549
159,Power Generation,"Alphabet Energy, Inc.",Technology developer to convert waste-heat into electricity,"Series B preferred stock (74,449 shares)",,2/26/2014,250.0,127
160,Power Generation,"Alphabet Energy, Inc.",Technology developer to convert waste-heat into electricity,"Warrant to purchase up to 59,524 units of Series B preferred stock",,12/16/2013,146.0,101
161,Power Generation,Bicent (California) Holdings LLC,Gas turbine power generation facilities operator,"Senior subordinated loan ($49,507 par due 2/2021)",8.25% (Libor + 7.25%/Q),2/6/2014,49507.0,49507
162,Power Generation,"Brush Power, LLC",Gas turbine power generation facilities operator,"First lien senior secured loan ($44,740 par due 8/2020)",6.25% (Libor + 5.25%/Q),8/1/2013,44740.0,44740
163,Power Generation,"Brush Power, LLC",Gas turbine power generation facilities operator,First lien senior secured loan ($124 par due 8/2020),7.75%(Base Rate + 4.25%/Q),8/1/2013,124.0,124
164,Power Generation,"Brush Power, LLC",Gas turbine power generation facilities operator,"First lien senior secured loan ($2,266 par due 8/2020)",6.25% (Libor + 5.25%/Q),8/1/2013,2266.0,2266
165,Power Generation,"Brush Power, LLC",Gas turbine power generation facilities operator,First lien senior secured loan ($6 par due 8/2020),7.75%(Base Rate + 4.25%/Q),8/1/2013,6.0,6
166,Power Generation,"Brush Power, LLC",Gas turbine power generation facilities operator,"First lien senior secured loan ($9,693 par due 8/2020)",6.25% (Libor + 5.25%/Q),8/1/2013,9693.0,9693
167,Power Generation,"Brush Power, LLC",Gas turbine power generation facilities operator,First lien senior secured loan ($27 par due 8/2020),7.75%(Base Rate + 4.25%/Q),8/1/2013,27.0,27
168,Power Generation,"CEI Kings Mountain Investor, LP",Gas turbine power generation facilities operator,"Senior subordinated loan ($30,024 par due 3/2017)",11.00% PIK,3/11/2016,29917.0,30024
169,Power Generation,"CPV Maryland Holding Company II, LLC",Gas turbine power generation facilities operator,"Senior subordinated loan ($44,460 par due 12/2020)",10.00%,8/8/2014,44460.0,41570
170,Power Generation,"CPV Maryland Holding Company II, LLC",Gas turbine power generation facilities operator,Warrant to purchase up to 4 units of common stock,,8/8/2014,0.0,0
171,Power Generation,"DESRI VI Management Holdings, LLC",Wind power generation facility operator,"Senior subordinated loan ($25,000 par due 12/2021)",9.75%,12/24/2014,25000.0,25000
172,Power Generation,"DESRI VI Management Holdings, LLC",Wind power generation facility operator,Non-Controlling units (10.0 units),,12/24/2014,1483.0,1652
173,Power Generation,"Grant Wind Holdings II, LLC",Wind power generation facility,"Senior subordinated loan ($23,400 par due 7/2016)",10.00%,9/8/2015,23400.0,24195
174,Power Generation,"Green Energy Partners, Stonewall LLC and Panda Stonewall Intermediate Holdings II LLC",Gas turbine power generation facilities operator,"First lien senior secured loan ($25,000 par due 11/2021)",6.50% (Libor + 5.50%/Q),11/13/2014,24764.0,23125
175,Power Generation,"Green Energy Partners, Stonewall LLC and Panda Stonewall Intermediate Holdings II LLC",Gas turbine power generation facilities operator,"Senior subordinated loan ($18,754 par due 12/2021)","8.00% Cash, 5.25% PIK",11/13/2014,18754.0,17722
176,Power Generation,"Green Energy Partners, Stonewall LLC and Panda Stonewall Intermediate Holdings II LLC",Gas turbine power generation facilities operator,"Senior subordinated loan ($87,667 par due 12/2021)","8.00% Cash, 5.25% PIK",11/13/2014,87667.0,82845
177,Power Generation,"Joule Unlimited Technologies, Inc. and Stichting Joule Global Foundation",Renewable fuel and chemical production developer,"First lien senior secured loan ($9,394 par due 10/2018)",10.00% (Libor + 9.00%/M),3/31/2015,9293.0,7985
178,Power Generation,"Joule Unlimited Technologies, Inc. and Stichting Joule Global Foundation",Renewable fuel and chemical production developer,"Warrant to purchase up to 32,051 shares of Series C-2 preferred stock",,7/25/2013,0.0,0
179,Power Generation,"La Paloma Generating Company, LLC","Natural gas fired, combined cycle plant operator","Second lien senior secured loan ($10,000 par due 2/2020)",,2/20/2014,9235.0,2100
180,Power Generation,Moxie Liberty LLC,Gas turbine power generation facilities operator,"First lien senior secured loan ($35,000 par due 8/2020)",7.50% (Libor + 6.50%/Q),8/21/2013,34729.0,33250
181,Power Generation,Moxie Patriot LLC,Gas turbine power generation facilities operator,"First lien senior secured loan ($35,000 par due 12/2020)",6.75% (Libor + 5.75%/Q),12/19/2013,34734.0,32375
182,Power Generation,Panda Power Annex Fund Hummel Holdings II LLC,Gas turbine power generation facilities operator,"Senior subordinated loan ($75,820 par due 10/2016)",12.00% PIK,10/27/2015,75471.0,75820
183,Power Generation,"Panda Sherman Power, LLC",Gas turbine power generation facilities operator,"First lien senior secured loan ($32,023 par due 9/2018)",9.00% (Libor + 7.50%/Q),9/14/2012,32023.0,28180
184,Power Generation,"Panda Temple Power II, LLC",Gas turbine power generation facilities operator,"First lien senior secured loan ($19,950 par due 4/2019)",7.25% (Libor + 6.00%/Q),4/3/2013,19846.0,16758
185,Power Generation,"Panda Temple Power, LLC",Gas turbine power generation facilities operator,"First lien senior secured loan ($24,750 par due 3/2022)",7.25% (Libor + 6.25%/Q),3/6/2015,23641.0,20295
186,Power Generation,PERC Holdings 1 LLC,"Operator of recycled energy, combined heat and power, and energy efficiency facilities","Class B common units (21,653,543 units)",,10/20/2014,21654.0,21654
187,Power Generation,PERC Holdings 1 LLC,"Operator of recycled energy, combined heat and power, and energy efficiency facilities",,,,626617.0,594690
188,Business Services,2329497 Ontario Inc. (9),Outsourced data center infrastructure and related services provider,"Second lien senior secured loan ($34,673 par due 6/2019)",10.50% (Libor + 9.25%/Q),12/13/2013,43054.0,27738
189,Business Services,Brandtone Holdings Limited (9),Mobile communications and marketing services provider,"First lien senior secured loan ($5,340 par due 11/2018)",9.50% (Libor + 8.50%/M),5/11/2015,5219.0,5340
190,Business Services,Brandtone Holdings Limited (9),Mobile communications and marketing services provider,"First lien senior secured loan ($3,296 par due 1/2019)",9.50% (Libor + 8.50%/M),5/11/2015,3216.0,3296
191,Business Services,Brandtone Holdings Limited (9),Mobile communications and marketing services provider,"Warrant to purchase up to 115,002 units of Series Three participating convertible preferred ordinary shares",,5/11/2015,0.0,1
192,Business Services,"CallMiner, Inc.",Provider of cloud-based conversational analytics solutions,"First lien senior secured loan ($3,152 par due 5/2018)",10.00%,7/23/2014,3139.0,3152
193,Business Services,"CallMiner, Inc.",Provider of cloud-based conversational analytics solutions,"First lien senior secured loan ($1,758 par due 9/2018)",10.00%,7/23/2014,1749.0,1758
194,Business Services,"CallMiner, Inc.",Provider of cloud-based conversational analytics solutions,"Warrant to purchase up to 2,350,636 shares of Series 1 preferred stock",,7/23/2014,0.0,0
195,Business Services,"CIBT Holdings, Inc. and CIBT Investment Holdings, LLC (25)",Expedited travel document processing services,"Class A shares (2,500 shares)",,12/15/2011,2500.0,4759
196,Business Services,"CMW Parent LLC (fka Black Arrow, Inc.)",Multiplatform media firm,Series A units (32 units),,9/11/2015,0.0,0
197,Business Services,"Command Alkon, Incorporated and CA Note Issuer, LLC",Software solutions provider to the ready-mix concrete industry,"Second lien senior secured loan ($10,000 par due 8/2020)",9.25% (Libor + 8.25%/Q),9/28/2012,10000.0,10000
198,Business Services,"Command Alkon, Incorporated and CA Note Issuer, LLC",Software solutions provider to the ready-mix concrete industry,"Second lien senior secured loan ($11,500 par due 8/2020)",9.25% (Libor + 8.25%/Q),9/28/2012,11500.0,11500
199,Business Services,"Command Alkon, Incorporated and CA Note Issuer, LLC",Software solutions provider to the ready-mix concrete industry,"Second lien senior secured loan ($26,500 par due 8/2020)",9.25% (Libor + 8.25%/Q),9/28/2012,26500.0,26500
200,Business Services,"Command Alkon, Incorporated and CA Note Issuer, LLC",Software solutions provider to the ready-mix concrete industry,"Senior subordinated loan ($21,028 par due 8/2021)",14.00% PIK,8/8/2014,21028.0,21028
201,Business Services,"Compuware Parent, LLC",Web and mobile cloud performance testing and monitoring services provider,"Class A-1 common stock (4,132 units)",,12/15/2014,2250.0,1834
202,Business Services,"Compuware Parent, LLC",Web and mobile cloud performance testing and monitoring services provider,"Class B-1 common stock (4,132 units)",,12/15/2014,450.0,367
203,Business Services,"Compuware Parent, LLC",Web and mobile cloud performance testing and monitoring services provider,"Class C-1 common stock (4,132 units)",,12/15/2014,300.0,245
204,Business Services,"Compuware Parent, LLC",Web and mobile cloud performance testing and monitoring services provider,"Class A-2 common stock (4,132 units)",,12/15/2014,0.0,0
205,Business Services,"Compuware Parent, LLC",Web and mobile cloud performance testing and monitoring services provider,"Class B-2 common stock (4,132 units)",,12/15/2014,0.0,0
206,Business Services,"Compuware Parent, LLC",Web and mobile cloud performance testing and monitoring services provider,"Class C-2 common stock (4,132 units)",,12/15/2014,0.0,0
207,Business Services,"Directworks, Inc. and Co-Exprise Holdings, Inc.",Provider of cloud-based software solutions for direct materials sourcing and supplier management for manufacturers,"First lien senior secured loan ($2,125 par due 4/2018)",10.25% (Libor + 9.25%/M),12/19/2014,2050.0,2082
208,Business Services,"Directworks, Inc. and Co-Exprise Holdings, Inc.",Provider of cloud-based software solutions for direct materials sourcing and supplier management for manufacturers,"Warrant to purchase up to 1,875,000 shares of Series 1 preferred stock",,12/19/2014,0.0,0
209,Business Services,"DTI Holdco, Inc. and OPE DTI Holdings, Inc.",Provider of legal process outsourcing and managed services,First lien senior secured loan ($966 par due 8/2020),5.75% (Libor + 4.75%/Q),8/19/2014,966.0,927
210,Business Services,"DTI Holdco, Inc. and OPE DTI Holdings, Inc.",Provider of legal process outsourcing and managed services,"Class A common stock (7,500 shares)",,8/19/2014,7500.0,7288
211,Business Services,"DTI Holdco, Inc. and OPE DTI Holdings, Inc.",Provider of legal process outsourcing and managed services,"Class B common stock (7,500 shares)",,8/19/2014,0.0,0
212,Business Services,"EN Engineering, L.L.C. (25)","National utility services firm providing engineering and consulting services to natural gas, electric power and other energy and industrial end markets","First lien senior secured loan ($2,561 par due 6/2021)",8.50%(Base Rate + 5.00%/Q),6/30/2015,2561.0,2561
213,Business Services,"EN Engineering, L.L.C. (25)","National utility services firm providing engineering and consulting services to natural gas, electric power and other energy and industrial end markets","First lien senior secured loan ($22,311 par due 6/2021)",7.00% (Libor + 6.00%/Q),6/30/2015,22179.0,22311
214,Business Services,"Faction Holdings, Inc. and The Faction Group LLC (fka PeakColo Holdings, Inc.) (25)",Wholesaler of cloud-based software applications and services,"First lien senior secured loan ($3,000 par due 12/2019)",9.75% (Libor + 8.75%/Q),12/3/2015,3000.0,3000
215,Business Services,"Faction Holdings, Inc. and The Faction Group LLC (fka PeakColo Holdings, Inc.) (25)",Wholesaler of cloud-based software applications and services,"First lien senior secured loan ($4,000 par due 5/2019)",9.75% (Libor + 8.75%/Q),11/3/2014,3938.0,4000
216,Business Services,"Faction Holdings, Inc. and The Faction Group LLC (fka PeakColo Holdings, Inc.) (25)",Wholesaler of cloud-based software applications and services,"Warrant to purchase up to 1,481 shares of Series A preferred stock",,12/3/2015,0.0,62
217,Business Services,"Faction Holdings, Inc. and The Faction Group LLC (fka PeakColo Holdings, Inc.) (25)",Wholesaler of cloud-based software applications and services,"Warrant to purchase up to 2,037 shares of Series A preferred stock",,11/3/2014,93.0,85
218,Business Services,"First Insight, Inc.",Software company providing merchandising and pricing solutions to companies worldwide,"Warrants to purchase up to 122,827 units of Series C preferred stock",,3/20/2014,0.0,12
219,Business Services,"GCN Storage Solutions, LLC (25)",Energy storage and power efficiency solutions provider for commercial and industrial businesses,"First lien senior secured loan ($8,443 par due 12/2021)",9.75%,1/8/2016,8255.0,8443
220,Business Services,"iControl Networks, Inc. and uControl Acquisition, LLC",Software and services company for the connected home market,"Second lien senior secured loan ($20,000 par due 3/2019)",9.50% (Libor + 8.50%/Q),2/19/2015,19709.0,20075
221,Business Services,"iControl Networks, Inc. and uControl Acquisition, LLC",Software and services company for the connected home market,"Warrant to purchase up to 385,616 shares of Series D preferred stock",,2/19/2015,0.0,173
222,Business Services,IfByPhone Inc.,Voice-based marketing automation software provider,"Warrant to purchase up to 124,300 shares of Series C preferred stock",,10/15/2012,88.0,71
223,Business Services,Interactions Corporation,Developer of a speech recognition software based customer interaction system,"First lien senior secured loan ($2,500 par due 7/2019)",9.85% (Libor + 8.85%/Q),6/16/2015,2217.0,2500
224,Business Services,Interactions Corporation,Developer of a speech recognition software based customer interaction system,"First lien senior secured loan ($22,500 par due 7/2019)",9.85% (Libor + 8.85%/Q),6/16/2015,22179.0,22500
225,Business Services,Interactions Corporation,Developer of a speech recognition software based customer interaction system,"Warrant to purchase up to 68,187 shares of Series G-3 convertible preferred stock",,6/16/2015,303.0,290
226,Business Services,"iPipeline, Inc., Internet Pipeline, Inc. and iPipeline Holdings, Inc. (25)",Provider of SaaS-based software solutions to the insurance and financial services industry,"First lien senior secured loan ($11,940 par due 8/2022)",8.25% (Libor + 7.25%/Q),8/4/2015,11940.0,11940
227,Business Services,"iPipeline, Inc., Internet Pipeline, Inc. and iPipeline Holdings, Inc. (25)",Provider of SaaS-based software solutions to the insurance and financial services industry,"First lien senior secured loan ($44,775 par due 8/2022)",8.25% (Libor + 7.25%/Q),8/4/2015,44775.0,44775
228,Business Services,"iPipeline, Inc., Internet Pipeline, Inc. and iPipeline Holdings, Inc. (25)",Provider of SaaS-based software solutions to the insurance and financial services industry,"First lien senior secured loan ($14,925 par due 8/2022)",8.25% (Libor + 7.25%/Q),8/4/2015,14925.0,14925
229,Business Services,"iPipeline, Inc., Internet Pipeline, Inc. and iPipeline Holdings, Inc. (25)",Provider of SaaS-based software solutions to the insurance and financial services industry,"Preferred stock (1,485 shares)",,8/4/2015,1485.0,2179
230,Business Services,"iPipeline, Inc., Internet Pipeline, Inc. and iPipeline Holdings, Inc. (25)",Provider of SaaS-based software solutions to the insurance and financial services industry,"Common stock (647,542 shares)",,8/4/2015,15.0,22
231,Business Services,"IronPlanet, Inc.",Online auction platform provider for used heavy equipment,"Warrant to purchase to up to 133,333 shares of Series C preferred stock",,9/24/2013,214.0,203
232,Business Services,"ISS Compressors Industries, Inc., ISS Valves Industries, Inc., ISS Motors Industries, Inc., ISS Machining Industries, Inc., and ISS Specialty Services Industries, Inc. (25)","Provider of repairs, refurbishments and services to the broader industrial end user markets","First lien senior secured loan ($2,369 par due 6/2018)",7.00% (Libor + 6.00%/Q),2/17/2016,2369.0,2369
233,Business Services,"ISS Compressors Industries, Inc., ISS Valves Industries, Inc., ISS Motors Industries, Inc., ISS Machining Industries, Inc., and ISS Specialty Services Industries, Inc. (25)","Provider of repairs, refurbishments and services to the broader industrial end user markets","First lien senior secured loan ($32,627 par due 6/2018)",7.00% (Libor + 6.00%/Q),2/17/2016,32627.0,32627
234,Business Services,"Itel Laboratories, Inc. (25)",Data services provider for building materials to property insurance industry,"Preferred units (1,798,391 units)",,6/29/2012,1000.0,1181
235,Business Services,"Market Track Holdings, LLC",Business media consulting services company,"Preferred stock (1,685 shares)",,12/13/2013,2221.0,2418
236,Business Services,"Market Track Holdings, LLC",Business media consulting services company,"Common stock (16,251 shares)",,12/13/2013,2221.0,2247
237,Business Services,"Maximus Holdings, LLC",Provider of software simulation tools and related services,"Warrant to purchase up to 1,050,013 shares of common stock",,12/13/2013,0.0,0
238,Business Services,"Ministry Brands, LLC and MB Parent Holdings, LLC",Software and payment services provider to faith-based institutions,"First lien senior secured loan ($49,191 par due 11/2021)",10.37% (Libor + 9.37%/Q),3/16/2016,48864.0,49191
239,Business Services,"Ministry Brands, LLC and MB Parent Holdings, LLC",Software and payment services provider to faith-based institutions,"First lien senior secured loan ($25,192 par due 11/2021)",10.37% (Libor + 9.37%/Q),3/16/2016,25192.0,25192
240,Business Services,"Ministry Brands, LLC and MB Parent Holdings, LLC",Software and payment services provider to faith-based institutions,"Class A common units (2,130,772 units)",,11/20/2015,2131.0,2131
241,Business Services,"Multi-Ad Services, Inc. (7)",Marketing services and software provider,"Preferred units (1,725,280 units)",,4/1/2010,0.0,162
242,Business Services,"Multi-Ad Services, Inc. (7)",Marketing services and software provider,"Common units (1,725,280 units)",,4/1/2010,0.0,0
243,Business Services,"MVL Group, Inc. (8)",Marketing research provider,Senior subordinated loan ($444 par due 7/2012),,4/1/2010,226.0,226
244,Business Services,"MVL Group, Inc. (8)",Marketing research provider,"Common stock (560,716 shares)",,4/1/2010,0.0,0
245,Business Services,"NAS, LLC, Nationwide Marketing Group, LLC and Nationwide Administrative Services, Inc.","Buying and marketing services organization for appliance, furniture and consumer electronics dealers","Second lien senior secured loan ($24,100 par due 12/2021)",9.75% (Libor + 8.75%/Q),6/1/2015,24100.0,23136
246,Business Services,"PayNearMe, Inc.",Electronic cash payment system provider,"First lien senior secured loan ($10,000 par due 9/2019)",9.50% (Libor + 8.50%/M),3/11/2016,9543.0,9800
247,Business Services,"PayNearMe, Inc.",Electronic cash payment system provider,"Warrant to purchase up to 195,726 shares of Series E preferred stock",,3/11/2016,207.0,206
248,Business Services,"PHL Investors, Inc., and PHL Holding Co. (8)",Mortgage services,Class A common stock (576 shares),,7/31/2012,3768.0,0
249,Business Services,Poplicus Incorporated,Business intelligence and market analytics platform for companies that sell to the public sector,"First lien senior secured loan ($5,000 par due 7/2019)",8.50% (Libor + 7.50%/M),6/25/2015,4776.0,4950
250,Business Services,Poplicus Incorporated,Business intelligence and market analytics platform for companies that sell to the public sector,"Warrant to purchase up to 2,402,991 shares of Series C preferred stock",,6/25/2015,125.0,125
251,Business Services,"PowerPlan, Inc. and Project Torque Ultimate Parent Corporation",Fixed asset financial management software provider,"Second lien senior secured loan ($30,000 par due 2/2023)",10.75% (Libor + 9.75%/Q),2/23/2015,29757.0,30000
252,Business Services,"PowerPlan, Inc. and Project Torque Ultimate Parent Corporation",Fixed asset financial management software provider,"Second lien senior secured loan ($50,000 par due 2/2023)",10.75% (Libor + 9.75%/Q),2/23/2015,49572.0,50000
253,Business Services,"PowerPlan, Inc. and Project Torque Ultimate Parent Corporation",Fixed asset financial management software provider,"Class A common stock (1,980 shares)",,2/23/2015,1980.0,6
254,Business Services,"PowerPlan, Inc. and Project Torque Ultimate Parent Corporation",Fixed asset financial management software provider,"Class B common stock (989,011 shares)",,2/23/2015,20.0,3039
255,Business Services,"Powersport Auctioneer Holdings, LLC",Powersport vehicle auction operator,"Common units (1,972 units)",,3/2/2012,1000.0,1232
256,Business Services,R2 Acquisition Corp.,Marketing services,"Common stock (250,000 shares)",,5/29/2007,250.0,242
257,Business Services,Rocket Fuel Inc.,Provider of open and integrated software for digital marketing optimization,"Common stock (11,405 units)",,9/9/2014,40.0,18
258,Business Services,Sonian Inc.,Cloud-based email archiving platform,"First lien senior secured loan ($7,500 par due 9/2019)",9.00% (Libor + 8.00%/M),9/9/2015,7321.0,7500
259,Business Services,Sonian Inc.,Cloud-based email archiving platform,"Warrant to purchase up to 169,045 shares of Series C preferred stock",,9/9/2015,93.0,93
260,Business Services,"Talari Networks, Inc.",Networking equipment provider,"First lien senior secured loan ($6,000 par due 12/2018)",9.75% (Libor + 8.75%/M),8/3/2015,5909.0,6000
261,Business Services,"Talari Networks, Inc.",Networking equipment provider,"Warrant to purchase up to 421,052 shares of Series D-1 preferred stock",,8/3/2015,50.0,50
262,Business Services,"The Greeley Company, Inc. and HCP Acquisition Holdings, LLC (8)",Healthcare compliance advisory services,"Senior subordinated loan ($9,915 par due 5/2015)",,3/5/2013,2691.0,0
263,Business Services,"The Greeley Company, Inc. and HCP Acquisition Holdings, LLC (8)",Healthcare compliance advisory services,"Class A units (14,293,110 units)",,6/26/2008,12793.0,0
264,Business Services,"TraceLink, Inc. (25)",Supply chain management software provider for the pharmaceutical industry,"First lien senior secured revolving loan ($4,400 par due 12/2016)",7.50%(Base Rate + 4.00%/M),1/2/2015,4400.0,4400
265,Business Services,"TraceLink, Inc. (25)",Supply chain management software provider for the pharmaceutical industry,"First lien senior secured loan ($4,500 par due 1/2019)",8.50% (Libor + 7.00%/M),1/2/2015,4421.0,4500
266,Business Services,"TraceLink, Inc. (25)",Supply chain management software provider for the pharmaceutical industry,"Warrant to purchase up to 283,353 shares of Series A-2 preferred stock",,1/2/2015,146.0,1041
267,Business Services,Velocity Holdings Corp.,Hosted enterprise resource planning application management services provider,"Common units (1,713,546 units)",,12/13/2013,4503.0,3259
268,Business Services,WorldPay Group PLC (9),Payment processing company,"C2 shares (73,974 shares)",,10/21/2015,11.0,43
269,Business Services,WorldPay Group PLC (9),Payment processing company,"Ordinary shares (1,310,386 shares)",,10/21/2015,1128.0,5179
270,Business Services,WorldPay Group PLC (9),Payment processing company,,,,584752.0,560505
271,Manufacturing,Cambrios Technologies Corporation,Nanotechnology-based solutions for electronic devices and computers,"Warrants to purchase up to 400,000 shares of Series D-4 convertible preferred stock",,8/7/2012,0.0,0
272,Manufacturing,"Chariot Acquisition, LLC (25)",Distributor and designer of aftermarket golf cart parts and accessories,"First lien senior secured loan ($55,711 par due 9/2021)",7.25% (Libor + 6.25%/Q),9/30/2015,55711.0,55711
273,Manufacturing,"Component Hardware Group, Inc. (25)",Commercial equipment,"First lien senior secured revolving loan ($2,241 par due 7/2019)",5.50% (Libor + 4.50%/Q),7/1/2013,2241.0,2196
274,Manufacturing,"Component Hardware Group, Inc. (25)",Commercial equipment,"First lien senior secured loan ($8,042 par due 7/2019)",5.50% (Libor + 4.50%/Q),7/1/2013,8042.0,7881
275,Manufacturing,"Harvey Tool Company, LLC and Harvey Tool Holding, LLC (25)",Cutting tool provider to the metalworking industry,"Senior subordinated loan ($27,925 par due 9/2020)",11.00%,8/13/2015,27925.0,27925
276,Manufacturing,"Harvey Tool Company, LLC and Harvey Tool Holding, LLC (25)",Cutting tool provider to the metalworking industry,Class A membership units (750 units),,3/28/2014,896.0,1460
277,Manufacturing,"Ioxus, Inc",Energy storage devices,"First lien senior secured loan ($10,220 par due 6/2018)","10.00% Cash, 2.00% PIK",4/29/2014,10030.0,8687
278,Manufacturing,"Ioxus, Inc",Energy storage devices,"Warrant to purchase up to 3,038,730 shares of common stock",,1/28/2016,0.0,0
279,Manufacturing,"Ioxus, Inc",Energy storage devices,"Warrant to purchase up to 1,210,235 shares of Series BB preferred stock",,1/28/2016,0.0,216
280,Manufacturing,KPS Global LLC,Walk-in cooler and freezer systems,"First lien senior secured loan ($40,000 par due 12/2020)",9.61% (Libor + 8.61%/Q),12/4/2015,40000.0,40000
281,Manufacturing,"MacLean-Fogg Company and MacLean-Fogg Holdings, L.L.C.",Manufacturer and supplier for the power utility and automotive markets worldwide,"Senior subordinated loan ($97,716 par due 10/2025)","10.50% Cash, 3.00% PIK",10/31/2013,97716.0,97716
282,Manufacturing,"MacLean-Fogg Company and MacLean-Fogg Holdings, L.L.C.",Manufacturer and supplier for the power utility and automotive markets worldwide,"Preferred units (70,183 units)","4.50% Cash, 9.25% PIK",10/9/2015,72410.0,72410
283,Manufacturing,"MWI Holdings, Inc.","Engineered springs, fasteners, and other precision components","First lien senior secured loan ($9,377 par due 3/2019)",7.38% (Libor + 6.13%/Q),2/4/2016,9377.0,9377
284,Manufacturing,"MWI Holdings, Inc.","Engineered springs, fasteners, and other precision components",First lien senior secured loan ($24 par due 3/2019),7.63%(Base Rate + 4.13%/Q),2/4/2016,24.0,24
285,Manufacturing,"MWI Holdings, Inc.","Engineered springs, fasteners, and other precision components","First lien senior secured loan ($28,102 par due 3/2019)",9.38% (Libor + 8.13%/Q),6/15/2011,28102.0,28102
286,Manufacturing,"MWI Holdings, Inc.","Engineered springs, fasteners, and other precision components","First lien senior secured loan ($19,879 par due 3/2019)",9.38% (Libor + 8.13%/Q),6/15/2011,19879.0,19879
287,Manufacturing,Niagara Fiber Intermediate Corp. (25),Insoluble fiber filler products,"First lien senior secured loan ($1,430 par due 5/2018)",6.75% (Libor + 5.50%/Q),5/8/2014,1422.0,1144
288,Manufacturing,Niagara Fiber Intermediate Corp. (25),Insoluble fiber filler products,"First lien senior secured revolving loan ($1,881 par due 5/2018)",6.75% (Libor + 5.50%/Q),5/8/2014,1871.0,1505
289,Manufacturing,Niagara Fiber Intermediate Corp. (25),Insoluble fiber filler products,"First lien senior secured loan ($13,649 par due 5/2018)",6.75% (Libor + 5.50%/Q),5/8/2014,13576.0,10919
290,Manufacturing,Nordco Inc. (25),Railroad maintenance-of-way machinery,"First lien senior secured revolving loan ($3,375 par due 8/2020)",8.75%(Base Rate + 5.25%/Q),8/26/2015,3375.0,3308
291,Manufacturing,Nordco Inc. (25),Railroad maintenance-of-way machinery,"First lien senior secured loan ($70,085 par due 8/2020)",7.25% (Libor + 6.25%/Q),8/26/2015,70085.0,68684
292,Manufacturing,Nordco Inc. (25),Railroad maintenance-of-way machinery,First lien senior secured loan ($176 par due 8/2020),8.75%(Base Rate + 5.25%/Q),8/26/2015,176.0,173
293,Manufacturing,"Pelican Products, Inc.",Flashlights,"Second lien senior secured loan ($40,000 par due 4/2021)",9.25% (Libor + 8.25%/Q),4/11/2014,39958.0,37200
294,Manufacturing,Saw Mill PCG Partners LLC,Metal precision engineered components,"Common units (1,000 units)",,1/30/2007,1000.0,0
