,Industry,Company(1),Business Description,Investment,Interest(6)(12),Acquisition  Date,Amortized  Cost,Fair  Value
148,Business Services,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (22)",Software and payment services provider to faith-based institutions,"Class A units (500,000 units)",,12/2/2016,5.0,6.8
149,Business Services,"Mitchell International, Inc.",Provider of mission-critical software and solutions to the property and casualty claims industry,Second lien senior secured loan ($17.0 par due 10/2021),8.67% (Libor + 7.50%/Q),1/3/2017,17.0,17.0
150,Business Services,"MVL Group, Inc. (8)",Marketing research provider,Senior subordinated loan ($0.5 par due 7/2012),,4/1/2010,0.2,0.2
151,Business Services,"MVL Group, Inc. (8)",Marketing research provider,"Common stock (560,716 shares)",,4/1/2010,0.0,0.0
152,Business Services,"NAS, LLC, Nationwide Marketing Group, LLC and Nationwide Administrative Services, Inc.","Buying and marketing services organization for appliance, furniture and consumer electronics dealers",Second lien senior secured loan ($24.1 par due 12/2021),9.80% (Libor + 8.75%/Q),6/1/2015,24.1,23.6
153,Business Services,"Novetta Solutions, LLC","Provider of advanced analytics solutions for the government, defense and commercial industries",First lien senior secured loan ($12.8 par due 10/2022),6.30% (Libor + 5.00%/Q),1/3/2017,12.3,12.3
154,Business Services,"Novetta Solutions, LLC","Provider of advanced analytics solutions for the government, defense and commercial industries",Second lien senior secured loan ($31.0 par due 10/2023),9.80% (Libor + 8.50%/Q),1/3/2017,28.4,28.2
155,Business Services,Palermo Finance Corporation (22),"Provider of mission-critical integrated public safety software and services to local, state, and federal agencies",First lien senior secured revolving loan,0,4/17/2017,0.0,0.0
156,Business Services,Palermo Finance Corporation (22),"Provider of mission-critical integrated public safety software and services to local, state, and federal agencies",First lien senior secured loan ($14.1 par due 4/2023),5.66% (Libor + 4.50%/Q),4/17/2017,13.9,13.9
157,Business Services,Palermo Finance Corporation (22),"Provider of mission-critical integrated public safety software and services to local, state, and federal agencies",Second lien senior secured loan ($54.3 par due 10/2023),9.66% (Libor + 8.50%/Q),4/17/2017,54.3,54.3
158,Business Services,"Park Place Technologies, LLC",Provider of third party hardware maintenance and support services for IT data centers,Second lien senior secured loan ($41.5 par due 12/2022),10.22% (Libor + 9.00%/Q),1/3/2017,41.5,41.5
159,Business Services,"PayNearMe, Inc.",Electronic cash payment system provider,"Warrant to purchase up to 195,726 shares of Series E preferred stock (expires 3/2023)",,3/11/2016,0.2,0.0
160,Business Services,"Pegasus Intermediate Holdings, LLC (22)",Plant maintenance and scheduling process software provider,First lien senior secured loan ($1.3 par due 11/2022),7.37% (Libor + 6.25%/Q),11/7/2016,1.3,1.3
161,Business Services,"PHL Investors, Inc., and PHL Holding Co. (8)",Mortgage services,Class A common stock (576 shares),,7/31/2012,3.8,0.0
162,Business Services,"PHNTM Holdings, Inc. and Planview Parent, Inc.",Provider of project and portfolio management software,First lien senior secured loan ($36.8 par due 1/2023),6.48% (Libor + 5.25%/Q),1/27/2017,36.1,36.8
163,Business Services,"PHNTM Holdings, Inc. and Planview Parent, Inc.",Provider of project and portfolio management software,Second lien senior secured loan ($62.0 par due 7/2023),10.98% (Libor + 9.75%/Q),1/27/2017,61.1,62.0
164,Business Services,"PHNTM Holdings, Inc. and Planview Parent, Inc.",Provider of project and portfolio management software,Class A common shares (990 shares),,1/27/2017,1.0,1.0
165,Business Services,"PHNTM Holdings, Inc. and Planview Parent, Inc.",Provider of project and portfolio management software,"Class B common shares (168,329 shares)",,1/27/2017,0.0,0.0
166,Business Services,Poplicus Incorporated,Business intelligence and market analytics platform for companies that sell to the public sector,First lien senior secured loan ($3.5 par due 1/2018),6.00%,6/25/2015,2.6,2.5
167,Business Services,Poplicus Incorporated,Business intelligence and market analytics platform for companies that sell to the public sector,"Warrant to purchase up to 2,402,991 shares of Series C preferred stock (expires 6/2025)",,6/25/2015,0.1,0.0
168,Business Services,"PowerPlan, Inc. and Project Torque Ultimate Parent Corporation",Fixed asset financial management software provider,Second lien senior secured loan ($30.0 par due 2/2023),10.23% (Libor + 9.00%/Q),2/23/2015,29.8,30.0
169,Business Services,"PowerPlan, Inc. and Project Torque Ultimate Parent Corporation",Fixed asset financial management software provider,Second lien senior secured loan ($50.0 par due 2/2023),10.23% (Libor + 9.00%/Q),2/23/2015,49.6,50.0
170,Business Services,"PowerPlan, Inc. and Project Torque Ultimate Parent Corporation",Fixed asset financial management software provider,"Class A common stock (1,697 shares)",,2/23/2015,1.7,2.8
171,Business Services,"PowerPlan, Inc. and Project Torque Ultimate Parent Corporation",Fixed asset financial management software provider,"Class B common stock (989,011 shares)",,2/23/2015,0.0,0.0
172,Business Services,"Professional Datasolutions, Inc. (22)",Provider of enterprise management software for the convenience retail and petroleum wholesale markets,First lien senior secured loan ($9.4 par due 5/2022),6.73% (Libor + 5.50%/Q),3/30/2017,9.4,9.3
173,Business Services,"Project Alpha Intermediate Holding, Inc. and Qlik Parent, Inc.",Provider of data visualization software for data analytics,"Class A common shares (7,444.80 shares)",,8/22/2016,7.4,10.5
174,Business Services,"Project Alpha Intermediate Holding, Inc. and Qlik Parent, Inc.",Provider of data visualization software for data analytics,"Class B common shares (1,841,608.69 shares)",,8/22/2016,0.1,0.1
175,Business Services,R2 Acquisition Corp.,Marketing services,"Common stock (250,000 shares)",,5/29/2007,0.3,0.3
176,Business Services,Rocket Fuel Inc.,Provider of open and integrated software for digital marketing optimization,"Common stock (11,405 units)",,9/9/2014,0.0,0.0
177,Business Services,Shift PPC LLC (22),Digital solutions provider,First lien senior secured loan ($10.1 par due 12/2021),7.30% (Libor + 6.00%/Q),12/22/2016,10.1,10.1
178,Business Services,Sonian Inc.,Cloud-based email archiving platform,First lien senior secured loan ($7.5 par due 6/2020),8.87% (Libor + 7.65%/M),9/9/2015,7.4,7.5
179,Business Services,Sonian Inc.,Cloud-based email archiving platform,"Warrant to purchase up to 169,045 shares of Series C preferred stock (expires 9/2022)",,9/9/2015,0.1,0.1
180,Business Services,"Sparta Systems, Inc. and Project Silverback Holdings Corp.",Quality management software provider,First lien senior secured loan ($3.9 par due 7/2020),6.73% (Libor + 5.50%/Q),1/3/2017,3.9,3.9
181,Business Services,"Sparta Systems, Inc. and Project Silverback Holdings Corp.",Quality management software provider,First lien senior secured loan ($20.0 par due 7/2020),6.73% (Libor + 5.50%/Q),1/3/2017,20.0,20.0
182,Business Services,"Sparta Systems, Inc. and Project Silverback Holdings Corp.",Quality management software provider,Series A preferred stock (743 shares),,1/3/2017,0.9,0.9
183,Business Services,"Sparta Systems, Inc. and Project Silverback Holdings Corp.",Quality management software provider,"Class B common stock (308,224 shares)",,1/3/2017,0.9,0.8
184,Business Services,"Talari Networks, Inc.",Networking equipment provider,First lien senior secured loan ($6.0 par due 10/2019),9.92% (Libor + 8.75%/M),8/3/2015,6.0,5.7
185,Business Services,"Talari Networks, Inc.",Networking equipment provider,"Warrant to purchase up to 421,052 shares of Series D-1 preferred stock (expires 8/2022)",,8/3/2015,0.1,0.1
186,Business Services,"The Gordian Group, Inc. (22)",Construction software and service provider,First lien senior secured loan ($9.9 par due 7/2019),6.16% (Libor + 5.00%/Q),1/3/2017,9.8,9.8
187,Business Services,"The Gordian Group, Inc. (22)",Construction software and service provider,First lien senior secured loan ($3.4 par due 7/2019),6.16% (Libor + 5.00%/Q),1/3/2017,3.3,3.3
188,Business Services,"The Gordian Group, Inc. (22)",Construction software and service provider,First lien senior secured loan ($9.1 par due 7/2019),6.19% (Libor + 5.00%/Q),1/3/2017,8.9,9.0
189,Business Services,"The Gordian Group, Inc. (22)",Construction software and service provider,First lien senior secured loan ($3.1 par due 7/2019),6.19% (Libor + 5.00%/Q),1/3/2017,3.0,3.0
190,Business Services,"The Gordian Group, Inc. (22)",Construction software and service provider,First lien senior secured loan ($9.8 par due 7/2019),6.28% (Libor + 5.00%/Q),1/3/2017,9.6,9.7
191,Business Services,"The Gordian Group, Inc. (22)",Construction software and service provider,First lien senior secured loan ($3.3 par due 7/2019),6.28% (Libor + 5.00%/Q),1/3/2017,3.2,3.3
192,Business Services,"The Greeley Company, Inc. and HCP Acquisition Holdings, LLC (8)",Healthcare compliance advisory services,Senior subordinated loan ($10.5 par due 3/2018),,3/5/2013,0.0,0.4
193,Business Services,"The Greeley Company, Inc. and HCP Acquisition Holdings, LLC (8)",Healthcare compliance advisory services,"Class A units (14,293,110 units)",,6/26/2008,0.0,0.0
194,Business Services,"TraceLink, Inc.",Supply chain management software provider for the pharmaceutical industry,"Warrant to purchase up to 283,353 shares of Series A-2 preferred stock (expires 1/2025)",,1/2/2015,0.1,2.4
195,Business Services,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,Senior subordinated loan ($5.9 par due 5/2020),10.00% PIK,4/30/2012,1.6,5.9
196,Business Services,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,Senior subordinated loan ($0.5 par due 5/2020),,4/30/2012,0.1,0.5
197,Business Services,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,Senior subordinated loan ($23.9 par due 5/2020),10.00% PIK,4/30/2012,6.7,23.9
198,Business Services,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,Senior subordinated loan ($3.2 par due 5/2020),,4/30/2012,0.9,3.2
199,Business Services,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,Senior subordinated loan ($2.8 par due 5/2020),10.00% PIK,4/30/2012,0.7,2.8
200,Business Services,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,Senior subordinated loan ($0.4 par due 5/2020),,4/30/2012,0.1,0.4
201,Business Services,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Class A common units (533,351 units)",,6/17/2011,5.0,0.3
202,Business Services,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Class B-5 common units (272,834 units)",,6/17/2011,2.5,0.2
203,Business Services,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Class C common units (758,546 units)",,4/25/2008,0.0,0.0
204,Business Services,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Warrant to purchase up to 719,044 shares of Class A units",,5/2/2014,0.0,0.0
205,Business Services,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Warrant to purchase up to 28,663 shares of Class B-1 units",,5/2/2014,0.0,0.0
206,Business Services,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Warrant to purchase up to 57,325 shares of Class B-2 units",,5/2/2014,0.0,0.0
207,Business Services,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Warrant to purchase up to 29,645 shares of Class B-3 units",,5/2/2014,0.0,0.0
208,Business Services,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Warrant to purchase up to 80,371 shares of Class B-5 units",,5/2/2014,0.0,0.0
209,Business Services,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Warrant to purchase up to 59,655 shares of Class B-6 units",,5/2/2014,0.0,0.0
210,Business Services,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Warrant to purchase up to 1,046,713 shares of Class C units",,5/2/2014,0.0,0.0
211,Business Services,Velocity Holdings Corp.,Hosted enterprise resource planning application management services provider,"Common units (1,713,546 units)",,12/13/2013,4.5,2.6
212,Business Services,"VRC Companies, LLC (22)",Provider of records and information management services,First lien senior secured revolving loan ($0.1 par due 3/2022),7.92% (Libor + 6.50%/Q),4/17/2017,0.1,0.1
213,Business Services,"VRC Companies, LLC (22)",Provider of records and information management services,First lien senior secured loan ($0.4 par due 3/2023),7.92% (Libor + 6.50%/Q),4/17/2017,0.4,0.4
214,Business Services,"VRC Companies, LLC (22)",Provider of records and information management services,First lien senior secured loan ($8.6 par due 3/2023),7.92% (Libor + 6.50%/Q),4/17/2017,8.6,8.5
215,Business Services,WorldPay Group PLC (9),Payment processing company,"C2 shares (73,974 shares)",,10/21/2015,0.0,0.0
216,Business Services,"Zywave, Inc. (22)",Provider of software and technology-enabled content and analytical solutions to insurance brokers,Second lien senior secured loan ($27.0 par due 11/2023),10.18% (Libor + 9.00%/Q),11/17/2016,27.0,27.0
217,Business Services,"Zywave, Inc. (22)",Provider of software and technology-enabled content and analytical solutions to insurance brokers,,,,1924.8,1960.5
218,Healthcare Services,"Absolute Dental Management LLC and ADM Equity, LLC",Dental services provider,First lien senior secured loan ($18.8 par due 1/2022),10.60% (Libor + 9.39%/Q),1/5/2016,18.8,17.8
219,Healthcare Services,"Absolute Dental Management LLC and ADM Equity, LLC",Dental services provider,First lien senior secured loan ($5.0 par due 1/2022),10.60% (Libor + 9.39%/Q),1/5/2016,5.0,4.8
220,Healthcare Services,"Absolute Dental Management LLC and ADM Equity, LLC",Dental services provider,"Class A preferred units (4,000,000 units)",,1/5/2016,4.0,1.2
221,Healthcare Services,"Absolute Dental Management LLC and ADM Equity, LLC",Dental services provider,"Class A common units (4,000,000 units)",,1/5/2016,0.0,0.0
222,Healthcare Services,"Acessa Health, Inc. (fka HALT Medical, Inc.)",Medical supply provider,"Common stock (569,823 shares)",,6/22/2017,0.1,0.1
223,Healthcare Services,"ADCS Billings Intermediate Holdings, LLC (22)",Dermatology practice,First lien senior secured revolving loan ($2.4 par due 5/2022),9.00% (Base Rate + 4.75%/Q),5/18/2016,2.4,2.3
224,Healthcare Services,"ADG, LLC and RC IV GEDC Investor LLC (22)",Dental services provider,First lien senior secured revolving loan ($3.1 par due 9/2022),5.97% (Libor + 4.75%/Q),9/28/2016,3.1,3.1
225,Healthcare Services,"ADG, LLC and RC IV GEDC Investor LLC (22)",Dental services provider,First lien senior secured revolving loan ($1.1 par due 9/2022),8.00% (Base Rate + 3.75%/Q),9/28/2016,1.1,1.1
226,Healthcare Services,"ADG, LLC and RC IV GEDC Investor LLC (22)",Dental services provider,Second lien senior secured loan ($87.5 par due 3/2024),10.23% (Libor + 9.00%/Q),9/28/2016,87.5,86.6
227,Healthcare Services,"ADG, LLC and RC IV GEDC Investor LLC (22)",Dental services provider,"Membership units (3,000,000 units)",,9/28/2016,3.0,2.7
228,Healthcare Services,"Alcami Holdings, LLC (8)(22)",Outsourced drug development services provider,First lien senior secured revolving loan ($6.9 par due 10/2019),6.59% (Libor + 5.50%/Q),1/3/2017,6.9,6.9
229,Healthcare Services,"Alcami Holdings, LLC (8)(22)",Outsourced drug development services provider,First lien senior secured revolving loan ($6.0 par due 10/2019),6.66% (Libor + 5.50%/Q),1/3/2017,6.0,6.0
230,Healthcare Services,"Alcami Holdings, LLC (8)(22)",Outsourced drug development services provider,First lien senior secured revolving loan ($7.7 par due 10/2019),6.72% (Libor + 5.50%/Q),1/3/2017,7.7,7.7
231,Healthcare Services,"Alcami Holdings, LLC (8)(22)",Outsourced drug development services provider,First lien senior secured loan ($96.2 par due 10/2020),6.50% (Libor + 5.50%/Q),1/3/2017,96.2,96.2
232,Healthcare Services,"Alcami Holdings, LLC (8)(22)",Outsourced drug development services provider,First lien senior secured loan ($0.2 par due 10/2020),10.75% (Base Rate + 6.50%/Q),1/3/2017,0.2,0.2
233,Healthcare Services,"Alcami Holdings, LLC (8)(22)",Outsourced drug development services provider,First lien senior secured loan ($10.0 par due 10/2020),6.73% (Libor + 5.50%/Q),1/3/2017,10.0,10.0
234,Healthcare Services,"Alcami Holdings, LLC (8)(22)",Outsourced drug development services provider,Senior subordinated loan ($33.6 par due 10/2020),14.75%,1/3/2017,33.6,33.6
235,Healthcare Services,"Alcami Holdings, LLC (8)(22)",Outsourced drug development services provider,Senior subordinated loan ($25.0 par due 10/2020),12.25%,1/3/2017,25.0,25.0
236,Healthcare Services,"Alcami Holdings, LLC (8)(22)",Outsourced drug development services provider,Senior subordinated loan ($30.0 par due 10/2020),11.75%,1/3/2017,30.0,30.0
237,Healthcare Services,"Alcami Holdings, LLC (8)(22)",Outsourced drug development services provider,Senior subordinated loan ($30.0 par due 10/2020),12.00%,1/3/2017,30.0,30.0
238,Healthcare Services,"Alcami Holdings, LLC (8)(22)",Outsourced drug development services provider,Senior subordinated loan ($33.9 par due 10/2020),15.25%,1/3/2017,18.5,33.9
239,Healthcare Services,"Alcami Holdings, LLC (8)(22)",Outsourced drug development services provider,"Series R preferred membership units (30,000 units)",,1/3/2017,0.0,1.1
240,Healthcare Services,"Alcami Holdings, LLC (8)(22)",Outsourced drug development services provider,"Series R-2 preferred membership units (54,936 units)",,1/3/2017,0.0,2.0
241,Healthcare Services,Alegeus Technologies Holdings Corp.,Benefits administration and transaction processing provider,"Preferred stock (2,997 shares)",,12/13/2013,3.1,2.6
242,Healthcare Services,Alegeus Technologies Holdings Corp.,Benefits administration and transaction processing provider,Common stock (3 shares),,12/13/2013,0.0,0.0
243,Healthcare Services,"Argon Medical Devices, Inc.",Manufacturer and marketer of single-use specialty medical devices,Second lien senior secured loan ($9.0 par due 6/2022),10.80% (Libor + 9.50%/Q),12/23/2015,8.8,9.0
244,Healthcare Services,AwarePoint Corporation,Healthcare technology platform developer,First lien senior secured loan ($8.0 par due 12/2019),11.70% (Libor + 10.50%/M),9/5/2014,7.9,8.0
245,Healthcare Services,AwarePoint Corporation,Healthcare technology platform developer,"Warrant to purchase up to 3,213,367 shares of Series 1 preferred stock (expires 9/2024)",,11/14/2014,0.0,0.6
246,Healthcare Services,"CCS Intermediate Holdings, LLC and CCS Group Holdings, LLC (22)",Correctional facility healthcare operator,First lien senior secured revolving loan ($3.8 par due 7/2019),5.30% (Libor + 4.00%/Q),7/23/2014,3.8,3.2
247,Healthcare Services,"CCS Intermediate Holdings, LLC and CCS Group Holdings, LLC (22)",Correctional facility healthcare operator,First lien senior secured revolving loan ($1.3 par due 7/2019),7.25% (Base Rate + 3.00%/Q),7/23/2014,1.3,1.1
248,Healthcare Services,"CCS Intermediate Holdings, LLC and CCS Group Holdings, LLC (22)",Correctional facility healthcare operator,First lien senior secured loan ($6.6 par due 7/2021),5.30% (Libor + 4.00%/Q),7/23/2014,6.5,5.5
249,Healthcare Services,"CCS Intermediate Holdings, LLC and CCS Group Holdings, LLC (22)",Correctional facility healthcare operator,Second lien senior secured loan ($135.0 par due 7/2022),9.58% (Libor + 8.38%/Q),7/23/2014,134.0,98.6
250,Healthcare Services,"CCS Intermediate Holdings, LLC and CCS Group Holdings, LLC (22)",Correctional facility healthcare operator,"Class A units (1,000,000 units)",,8/19/2010,0.0,0.2
251,Healthcare Services,"Correctional Medical Group Companies, Inc.",Correctional facility healthcare operator,First lien senior secured loan ($3.1 par due 9/2021),8.79% (Libor + 7.65%/Q),9/29/2015,3.1,3.1
252,Healthcare Services,"Correctional Medical Group Companies, Inc.",Correctional facility healthcare operator,First lien senior secured loan ($48.8 par due 9/2021),8.79% (Libor + 7.65%/Q),9/29/2015,48.8,48.8
253,Healthcare Services,CSHM LLC (8),Dental services provider,"Class A membership units (1,979 units)",,1/3/2017,0.0,0.0
254,Healthcare Services,"D4C Dental Brands HoldCo, Inc. and Bambino Group Holdings, LLC (22)",Dental services provider,"Class A preferred units (1,000,000 units)",,12/21/2016,1.0,0.9
255,Healthcare Services,"DCA Investment Holding, LLC (22)",Multi-branded dental practice management,First lien senior secured revolving loan ($1.5 par due 7/2021),8.50% (Base Rate + 4.25%/Q),7/2/2015,1.5,1.5
256,Healthcare Services,"DCA Investment Holding, LLC (22)",Multi-branded dental practice management,First lien senior secured loan ($18.8 par due 7/2021),6.48% (Libor + 5.25%/Q),7/2/2015,18.7,18.4
257,Healthcare Services,"DNAnexus, Inc.",Bioinformatics company,"Warrant to purchase up to 909,091 units of Series C preferred stock (expires 3/2024)",,3/21/2014,0.0,0.1
258,Healthcare Services,"Emerus Holdings, Inc. (22)",Freestanding 24-hour emergency care micro-hospitals operator,First lien senior secured loan ($2.3 par due 9/2021),5.73% (Libor + 4.50%/Q),3/14/2017,2.0,2.0
259,Healthcare Services,"GHX Ultimate Parent Corporation, Commerce Parent, Inc. and Commerce Topco, LLC",On-demand supply chain automation solutions provider to the healthcare industry,Second lien senior secured loan ($96.5 par due 6/2025),9.30% (Libor + 8.00%/Q),6/30/2017,95.7,95.5
260,Healthcare Services,"GHX Ultimate Parent Corporation, Commerce Parent, Inc. and Commerce Topco, LLC",On-demand supply chain automation solutions provider to the healthcare industry,"Series A perpetual preferred stock (110,338 shares)",11.75% (Libor + 10.75%/Q),6/30/2017,110.3,110.3
261,Healthcare Services,"GHX Ultimate Parent Corporation, Commerce Parent, Inc. and Commerce Topco, LLC",On-demand supply chain automation solutions provider to the healthcare industry,"Class A units (13,925,993 units)",,6/30/2017,13.9,13.9
262,Healthcare Services,"Greenphire, Inc. and RMCF III CIV XXIX, L.P (22)",Software provider for clinical trial management,First lien senior secured revolving loan ($0.5 par due 12/2018),8.00% (Base Rate + 3.75%/Q),12/19/2014,0.5,0.5
263,Healthcare Services,"Greenphire, Inc. and RMCF III CIV XXIX, L.P (22)",Software provider for clinical trial management,First lien senior secured loan ($1.5 par due 9/2020),9.15% (Libor + 8.00%/M),12/19/2014,1.5,1.5
264,Healthcare Services,"Greenphire, Inc. and RMCF III CIV XXIX, L.P (22)",Software provider for clinical trial management,First lien senior secured loan ($3.1 par due 12/2018),9.15% (Libor + 8.00%/M),12/19/2014,3.1,3.1
265,Healthcare Services,"Greenphire, Inc. and RMCF III CIV XXIX, L.P (22)",Software provider for clinical trial management,Limited partnership interest (99.90% interest),,12/19/2014,1.0,2.2
266,Healthcare Services,Hygiena Borrower LLC (22),Adenosine triphosphate testing technology provider,Second lien senior secured loan ($10.7 par due 8/2023),10.30% (Libor + 9.00%/Q),2/27/2017,10.7,10.7
267,Healthcare Services,Hygiena Borrower LLC (22),Adenosine triphosphate testing technology provider,Second lien senior secured loan ($10.0 par due 8/2023),10.30% (Libor + 9.00%/Q),8/26/2016,10.0,10.0
268,Healthcare Services,Intermedix Corporation,Revenue cycle management provider to the emergency healthcare industry,Second lien senior secured loan ($112.0 par due 6/2020),9.55% (Libor + 8.25%/Q),12/27/2012,112.0,108.6
269,Healthcare Services,"Island Medical Management Holdings, LLC (22)",Provider of physician management services,First lien senior secured loan ($4.8 par due 9/2022),6.68% (Libor + 5.50%/Q),5/15/2017,4.8,4.7
270,Healthcare Services,"JDC Healthcare Management, LLC (22)",Dental services provider,First lien senior secured revolving loan ($0.4 par due 4/2022),7.37% (Libor + 6.25%/Q),4/10/2017,0.4,0.4
271,Healthcare Services,"JDC Healthcare Management, LLC (22)",Dental services provider,First lien senior secured loan ($33.0 par due 4/2023),7.37% (Libor + 6.25%/Q),4/10/2017,33.0,33.0
272,Healthcare Services,"KBHS Acquisition, LLC (d/b/a Alita Care, LLC) (22)",Provider of behavioral health services,First lien senior secured revolving loan ($1.0 par due 3/2022),6.00% (Libor + 5.00%/Q),3/17/2017,1.0,1.0
273,Healthcare Services,Key Surgical LLC (22),"Provider of sterile processing, operating room, and instrument care supplies for hospitals",First lien senior secured revolving loan ($0.9 par due 6/2022),6.00% (Libor + 4.75%/Q),6/1/2017,0.9,0.9
274,Healthcare Services,Key Surgical LLC (22),"Provider of sterile processing, operating room, and instrument care supplies for hospitals",First lien senior secured loan ($7.4 par due 6/2023),5.95% (Libor + 4.75%/Q),6/1/2017,7.3,7.3
275,Healthcare Services,Key Surgical LLC (22),"Provider of sterile processing, operating room, and instrument care supplies for hospitals",First lien senior secured loan ($17.2 par due 6/2023),5.75% (Libor + 4.75%/Q),6/1/2017,16.9,16.9
276,Healthcare Services,"MC Acquisition Holdings I, LLC",Healthcare professional provider,"Class A units (1,438,643 shares)",,1/17/2014,1.5,1.1
277,Healthcare Services,MW Dental Holding Corp. (22),Dental services provider,First lien senior secured revolving loan ($4.0 par due 4/2018),9.00% (Libor + 7.50%/Q),4/12/2011,4.0,4.0
278,Healthcare Services,MW Dental Holding Corp. (22),Dental services provider,First lien senior secured loan ($44.6 par due 4/2018),9.00% (Libor + 7.50%/Q),4/12/2011,44.6,44.6
279,Healthcare Services,MW Dental Holding Corp. (22),Dental services provider,First lien senior secured loan ($47.0 par due 4/2018),9.00% (Libor + 7.50%/Q),4/12/2011,47.0,47.0
280,Healthcare Services,MW Dental Holding Corp. (22),Dental services provider,First lien senior secured loan ($19.4 par due 4/2018),9.00% (Libor + 7.50%/Q),4/12/2011,19.4,19.4
281,Healthcare Services,"My Health Direct, Inc.",Healthcare scheduling exchange software solution provider,"Warrant to purchase up to 4,548 shares of Series D preferred stock (expires 9/2024)",,9/18/2014,0.0,0.0
282,Healthcare Services,"New Trident Holdcorp, Inc.",Outsourced mobile diagnostic healthcare service provider,Second lien senior secured loan ($80.0 par due 7/2020),10.80% (Libor + 9.50%/Q),8/6/2013,79.2,68.0
283,Healthcare Services,"NMSC Holdings, Inc. and ASP NAPA Holdings, LLC",Anesthesia management services provider,Second lien senior secured loan ($72.8 par due 10/2023),11.30% (Libor + 10.00%/Q),4/19/2016,72.8,69.2
284,Healthcare Services,"NMSC Holdings, Inc. and ASP NAPA Holdings, LLC",Anesthesia management services provider,"Class A units (25,277 units)",,4/19/2016,2.5,1.6
285,Healthcare Services,"Nodality, Inc.",Biotechnology company,First lien senior secured loan ($2.3 par due 8/2016),,11/12/2015,2.1,0.0
286,Healthcare Services,"Nodality, Inc.",Biotechnology company,First lien senior secured loan ($10.9 par due 8/2016),,4/25/2014,9.7,0.0
287,Healthcare Services,"Nodality, Inc.",Biotechnology company,"Warrant to purchase up to 3,736,255 shares of common stock (expires 3/2026)",,5/1/2016,0.0,0.0
288,Healthcare Services,"nThrive, Inc. (fka Precyse Acquisition Corp.)",Provider of healthcare information management technology and services,Second lien senior secured loan ($10.0 par due 4/2023),10.98% (Libor + 9.75%/Q),4/20/2016,9.7,10.0
289,Healthcare Services,"OmniSYS Acquisition Corporation, OmniSYS, LLC, and OSYS Holdings, LLC (22)",Provider of technology-enabled solutions to pharmacies,First lien senior secured loan ($5.9 par due 11/2018),8.80% (Libor + 7.50%/Q),11/21/2013,5.9,5.9
290,Healthcare Services,"OmniSYS Acquisition Corporation, OmniSYS, LLC, and OSYS Holdings, LLC (22)",Provider of technology-enabled solutions to pharmacies,Limited liability company membership interest (1.57%),,11/21/2013,1.0,0.8
291,Healthcare Services,"Patterson Medical Supply, Inc.",Distributor of rehabilitation supplies and equipment,Second lien senior secured loan ($78.0 par due 8/2023),9.73% (Libor + 8.50%/Q),9/2/2015,76.3,76.4
292,Healthcare Services,"PerfectServe, Inc. (22)",Communications software platform provider for hospitals and physician practices,First lien senior secured loan ($16.0 par due 4/2021),10.00% (Libor + 9.00%/M),4/5/2017,14.7,16.0
293,Healthcare Services,"PerfectServe, Inc. (22)",Communications software platform provider for hospitals and physician practices,"Warrant to purchase up to 128,480 shares of Series C preferred stock (expires 4/2027)",,4/5/2017,1.0,1.0
294,Healthcare Services,PhyMED Management LLC,Provider of anesthesia services,Second lien senior secured loan ($47.2 par due 5/2021),9.97% (Libor + 8.75%/Q),12/18/2015,46.7,45.3
295,Healthcare Services,"Respicardia, Inc.",Developer of implantable therapies to improve cardiovascular health,"Warrant to purchase up to 99,094 shares of Series C preferred stock (expires 6/2022)",,6/28/2012,0.0,0.0
296,Healthcare Services,"Sarnova HC, LLC, Tri-Anim Health Services, Inc., and BEMS Holdings, LLC",Distributor of emergency medical service and respiratory products,Second lien senior secured loan ($54.0 par due 7/2022),10.73% (Libor + 9.50%/Q),1/29/2016,54.0,54.0
