,Company(1),Business Description,Investment,Interest(6)(12),Acquisition  Date,Amortized  Cost,Fair  Value
153,Convergint Technologies LLC,"Integrated services provider for security, fire and life safety",Second lien senior secured loan ($3.0 par due 12/2020),10.12% (Libor + 8.50%/Q),1/3/2017,3.0,3.0
154,Convergint Technologies LLC,"Integrated services provider for security, fire and life safety",Second lien senior secured loan ($6.0 par due 12/2020),9.98% (Libor + 8.50%/Q),1/3/2017,6.0,6.0
155,Convergint Technologies LLC,"Integrated services provider for security, fire and life safety",Second lien senior secured loan ($14.0 par due 12/2020),10.00% (Libor + 8.50%/Q),1/3/2017,14.0,14.0
156,Convergint Technologies LLC,"Integrated services provider for security, fire and life safety",Second lien senior secured loan ($8.0 par due 12/2020),10.27% (Libor + 8.50%/Q),1/3/2017,8.0,8.0
157,Convergint Technologies LLC,"Integrated services provider for security, fire and life safety",Second lien senior secured loan ($8.0 par due 12/2020),9.45% (Libor + 8.00%/Q),1/3/2017,8.0,8.0
158,Convergint Technologies LLC,"Integrated services provider for security, fire and life safety",Second lien senior secured loan ($11.0 par due 12/2020),9.50% (Libor + 8.00%/Q),1/3/2017,11.0,11.0
159,Convergint Technologies LLC,"Integrated services provider for security, fire and life safety",Second lien senior secured loan ($75.0 par due 12/2020),9.61% (Libor + 8.00%/Q),1/3/2017,75.0,75.0
160,"Directworks, Inc. and Co-Exprise Holdings, Inc.",Provider of cloud-based software solutions for direct materials sourcing and supplier management for manufacturers,First lien senior secured loan ($1.8 par due 4/2018),0,12/19/2014,1.3,0.2
161,"Directworks, Inc. and Co-Exprise Holdings, Inc.",Provider of cloud-based software solutions for direct materials sourcing and supplier management for manufacturers,"Warrant to purchase up to 1,875,000 shares of Series 1 preferred stock (expires 12/2024)",0,12/19/2014,0.0,0.0
162,"DRB Holdings, LLC (21)",Provider of integrated technology solutions to car wash operators,First lien senior secured loan ($36.7 par due 10/2023),7.10% (Libor + 5.75%/Q),10/6/2017,36.7,36.3
163,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (21)",Provider of legal process outsourcing and managed services,First lien senior secured loan ($4.1 par due 10/2023),6.63% (Libor + 5.25%/Q),9/23/2016,4.1,4.1
164,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (21)",Provider of legal process outsourcing and managed services,"Class A common stock (7,500 shares)",0,8/19/2014,7.5,6.9
165,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (21)",Provider of legal process outsourcing and managed services,"Class B common stock (7,500 shares)",0,8/19/2014,0.0,0.0
166,"Emergency Communications Network, LLC (21)",Provider of mission critical emergency mass notification solutions,First lien senior secured loan ($37.9 par due 6/2023),7.82% (Libor + 6.25%/Q),6/1/2017,37.7,37.5
167,"Emergency Communications Network, LLC (21)",Provider of mission critical emergency mass notification solutions,First lien senior secured loan ($19.9 par due 6/2023),7.82% (Libor + 6.25%/Q),6/1/2017,19.8,19.8
168,"EN Engineering, L.L.C. (21)","National utility services firm providing engineering and consulting services to natural gas, electric power and other energy and industrial end markets",First lien senior secured revolving loan,0,6/30/2015,0.0,0.0
169,"Entertainment Partners, LLC and Entertainment Partners Canada Inc. (21)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($7.9 par due 5/2022),6.85% (Libor + 5.50%/Q),5/8/2017,7.3,7.9
170,"Entertainment Partners, LLC and Entertainment Partners Canada Inc. (21)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($4.2 par due 5/2023),7.15% (Libor + 5.75%/Q),5/8/2017,4.2,4.1
171,"Entertainment Partners, LLC and Entertainment Partners Canada Inc. (21)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($26.1 par due 5/2023),7.15% (Libor + 5.75%/Q),5/8/2017,26.1,25.8
172,"Entertainment Partners, LLC and Entertainment Partners Canada Inc. (21)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($3.6 par due 5/2023),7.44% (Libor + 5.75%/Q),5/8/2017,3.6,3.6
173,"Entertainment Partners, LLC and Entertainment Partners Canada Inc. (21)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($22.5 par due 5/2023),7.44% (Libor + 5.75%/Q),5/8/2017,22.5,22.2
174,"Entertainment Partners, LLC and Entertainment Partners Canada Inc. (21)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($4.2 par due 5/2023),7.34% (Libor + 5.75%/Q),5/8/2017,4.2,4.1
175,"Entertainment Partners, LLC and Entertainment Partners Canada Inc. (21)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($26.1 par due 5/2023),7.34% (Libor + 5.75%/Q),5/8/2017,26.1,25.8
176,"First Insight, Inc.",Software company providing merchandising and pricing solutions to companies worldwide,"Warrant to purchase up to 122,827 units of Series C preferred stock (expires 3/2024)",0,3/20/2014,0.0,0.0
177,Flexera Software LLC,"Provider of software and software applications that manages application usage, compliance and security risk",Second lien senior secured loan ($5.0 par due 4/2021),8.57% (Libor + 7.00%/Q),1/3/2017,4.8,5.0
178,"Foundation Risk Partners, Corp. (21)",Full service independent insurance agency,First lien senior secured loan ($23.5 par due 11/2023),6.16% (Libor + 4.75%/Q),11/10/2017,23.5,23.3
179,"Foundation Risk Partners, Corp. (21)",Full service independent insurance agency,Second lien senior secured loan ($27.5 par due 11/2024),9.91% (Libor + 8.50%/Q),11/10/2017,27.5,27.2
180,"Graphpad Software, LLC (21)","Provider of data analysis, statistics, and visualization software solutions for scientific research applications",First lien senior secured revolving loan ($0.6 par due 12/2023),7.66% (Libor + 6.00%/Q),12/21/2017,0.6,0.6
181,"Graphpad Software, LLC (21)","Provider of data analysis, statistics, and visualization software solutions for scientific research applications",First lien senior secured loan ($8.8 par due 12/2023),7.66% (Libor + 6.00%/Q),12/21/2017,8.8,8.7
182,"GTCR-Ultra Acquisition, Inc. and GTCR-Ultra Holdings, LLC (21)",Provider of payment processing and merchant acquiring solutions,First lien senior secured loan ($8.9 par due 8/2024),7.37% (Libor + 6.00%/Q),8/1/2017,8.9,8.9
183,"GTCR-Ultra Acquisition, Inc. and GTCR-Ultra Holdings, LLC (21)",Provider of payment processing and merchant acquiring solutions,Class A-2 units (911 units),0,8/1/2017,0.9,1.0
184,"GTCR-Ultra Acquisition, Inc. and GTCR-Ultra Holdings, LLC (21)",Provider of payment processing and merchant acquiring solutions,"Class B units (2,878,372 units)",0,8/1/2017,0.0,0.0
185,"HAI Acquisition Corporation and Aloha Topco, LLC (21)","Professional employer organization provider of human resources, compliance and risk management services",First lien senior secured revolving loan ($4.7 par due 11/2023),7.38% (Libor + 6.00%/Q),11/1/2017,4.7,4.7
186,"HAI Acquisition Corporation and Aloha Topco, LLC (21)","Professional employer organization provider of human resources, compliance and risk management services",First lien senior secured loan ($81.4 par due 11/2024),9.50% (Base Rate + 5.00%/Q),11/1/2017,81.4,80.6
187,"HAI Acquisition Corporation and Aloha Topco, LLC (21)","Professional employer organization provider of human resources, compliance and risk management services","Class A units (16,980 units)",0,11/1/2017,1.7,1.7
188,IfByPhone Inc.,Voice-based marketing automation software provider,"Warrant to purchase up to 124,300 shares of Series C preferred stock (expires 10/2022)",0,10/15/2012,0.1,0.1
189,"Implementation Management Assistance, LLC (21)",Revenue cycle consulting firm to the healthcare industry,First lien senior secured loan ($8.0 par due 12/2023),5.46% (Libor + 4.00%/Q),12/13/2017,8.0,7.9
190,"Infogix, Inc. and Infogix Parent Corporation",Enterprise data analytics and integrity software solutions provider,First lien senior secured loan ($51.6 par due 12/2021),8.44% (Libor + 6.75%/Q),1/3/2017,51.6,51.6
191,"Infogix, Inc. and Infogix Parent Corporation",Enterprise data analytics and integrity software solutions provider,First lien senior secured loan ($34.9 par due 12/2021),8.44% (Libor + 6.75%/Q),1/3/2017,34.9,34.9
192,"Infogix, Inc. and Infogix Parent Corporation",Enterprise data analytics and integrity software solutions provider,"Series A preferred stock (2,475 shares)",0,1/3/2017,2.5,2.9
193,"Infogix, Inc. and Infogix Parent Corporation",Enterprise data analytics and integrity software solutions provider,"Common stock (1,297,768 shares)",0,1/3/2017,0.0,0.3
194,"Inmar, Inc.","Technology-driven solutions provider for retailers, wholesalers and manufacturers",Second lien senior secured loan ($28.3 par due 5/2025),9.42% (Libor + 8.00%/Q),4/25/2017,27.9,28.3
195,"InterVision Systems, LLC and InterVision Holdings, LLC","Provider of cloud based IT solutions, infrastructure and services",First lien senior secured loan ($24.7 par due 5/2022),9.79% (Libor + 7.95%/Q),5/31/2017,24.7,24.7
196,"InterVision Systems, LLC and InterVision Holdings, LLC","Provider of cloud based IT solutions, infrastructure and services",First lien senior secured loan ($10.0 par due 5/2022),9.79% (Libor + 7.95%/Q),5/31/2017,10.0,10.0
197,"InterVision Systems, LLC and InterVision Holdings, LLC","Provider of cloud based IT solutions, infrastructure and services","Class A membership units (1,000 units)",0,5/31/2017,1.0,1.4
198,"iParadigms Holdings, LLC",Anti-plagiarism software provider to the education market,Second lien senior secured loan ($37.5 par due 7/2022),8.94% (Libor + 7.25%/Q),1/3/2017,36.8,36.7
199,"iPipeline, Inc., Internet Pipeline, Inc., iPipeline Limited and iPipeline Holdings, Inc. (21)",Provider of SaaS-based software solutions to the insurance and financial services industry,First lien senior secured loan ($7.5 par due 8/2022),7.74% (Libor + 6.25%/Q),6/15/2017,7.4,7.5
200,"iPipeline, Inc., Internet Pipeline, Inc., iPipeline Limited and iPipeline Holdings, Inc. (21)",Provider of SaaS-based software solutions to the insurance and financial services industry,First lien senior secured loan ($9.1 par due 8/2022),7.74% (Libor + 6.25%/Q),9/15/2017,9.1,9.1
201,"iPipeline, Inc., Internet Pipeline, Inc., iPipeline Limited and iPipeline Holdings, Inc. (21)",Provider of SaaS-based software solutions to the insurance and financial services industry,First lien senior secured loan ($46.4 par due 8/2022),8.60% (Libor + 7.25%/Q),8/4/2015,46.4,46.4
202,"iPipeline, Inc., Internet Pipeline, Inc., iPipeline Limited and iPipeline Holdings, Inc. (21)",Provider of SaaS-based software solutions to the insurance and financial services industry,First lien senior secured loan ($14.7 par due 8/2022),8.60% (Libor + 7.25%/Q),8/4/2015,14.7,14.7
203,"iPipeline, Inc., Internet Pipeline, Inc., iPipeline Limited and iPipeline Holdings, Inc. (21)",Provider of SaaS-based software solutions to the insurance and financial services industry,First lien senior secured loan ($12.2 par due 8/2022),8.07% (Libor + 6.50%/Q),12/18/2017,12.0,12.2
204,"iPipeline, Inc., Internet Pipeline, Inc., iPipeline Limited and iPipeline Holdings, Inc. (21)",Provider of SaaS-based software solutions to the insurance and financial services industry,"Preferred stock (1,100 shares)",0,8/4/2015,1.1,3.5
205,"iPipeline, Inc., Internet Pipeline, Inc., iPipeline Limited and iPipeline Holdings, Inc. (21)",Provider of SaaS-based software solutions to the insurance and financial services industry,"Common stock (668,781 shares)",0,8/4/2015,0.0,0.0
206,IQMS,Provider of enterprise resource planning and manufacturing execution software for small and midsized manufacturers,First lien senior secured loan ($4.0 par due 3/2022),9.82% (Libor + 8.25%/Q),3/28/2017,4.0,4.0
207,IQMS,Provider of enterprise resource planning and manufacturing execution software for small and midsized manufacturers,First lien senior secured loan ($18.8 par due 3/2022),9.82% (Libor + 8.25%/Q),3/28/2017,18.8,18.8
208,IQMS,Provider of enterprise resource planning and manufacturing execution software for small and midsized manufacturers,First lien senior secured loan ($15.0 par due 3/2022),9.82% (Libor + 8.25%/Q),3/28/2017,15.0,15.0
209,"Iron Bow Technologies, LLC",Provider and value added reseller of information technology products and solutions,Second lien senior secured loan ($10.0 par due 2/2021),"13.11% (Libor + 10.00% Cash, 1.75% PIK/Q)",1/3/2017,10.0,10.0
210,"IronPlanet, Inc.",Online auction platform provider for used heavy equipment,"Warrant to purchase to up to 133,333 shares of Series C preferred stock (expires 9/2023)",0,9/23/2013,0.2,0.4
211,LLSC Holdings Corporation (dba Lawrence Merchandising Services) (8),Marketing services provider,"Series A preferred stock (9,000 shares)",0,1/3/2017,19.2,18.2
212,LLSC Holdings Corporation (dba Lawrence Merchandising Services) (8),Marketing services provider,"Common stock (1,000 shares)",0,1/3/2017,0.0,0.0
213,Miles 33 (Finance) Limited (8)(9),Software provider to the regional media industry and magazines,First lien senior secured loan ($0.4 par due 9/2018),"7.00% (EURIBOR + 3.50% Cash, 3.00% PIK/Q)",1/3/2017,0.3,0.4
214,Miles 33 (Finance) Limited (8)(9),Software provider to the regional media industry and magazines,First lien senior secured loan ($4.1 par due 9/2018),"7.00% (EURIBOR + 3.50% Cash, 3.00% PIK/Q)",1/3/2017,3.7,4.1
215,Miles 33 (Finance) Limited (8)(9),Software provider to the regional media industry and magazines,Senior subordinated loan ($17.4 par due 9/2021),5.00% (EURIBOR + 4.50%/Q),1/3/2017,9.9,13.4
216,Miles 33 (Finance) Limited (8)(9),Software provider to the regional media industry and magazines,"Preferred stock (19,500,000 shares)",0,1/3/2017,0.0,0.0
217,Miles 33 (Finance) Limited (8)(9),Software provider to the regional media industry and magazines,"Preferred stock (900,000 shares)",0,1/3/2017,0.0,0.0
218,Miles 33 (Finance) Limited (8)(9),Software provider to the regional media industry and magazines,"Common stock (600,000 shares)",0,1/3/2017,0.0,0.0
219,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (21)",Software and payment services provider to faith-based institutions,First lien senior secured revolving loan ($10.9 par due 12/2022),6.57% (Libor + 5.00%/Q),12/2/2016,10.9,10.9
220,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (21)",Software and payment services provider to faith-based institutions,First lien senior secured loan ($1.7 par due 12/2022),6.57% (Libor + 5.00%/Q),8/22/2017,1.7,1.7
221,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (21)",Software and payment services provider to faith-based institutions,First lien senior secured loan ($1.4 par due 12/2022),6.38% (Libor + 5.00%/Q),8/22/2017,1.4,1.4
222,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (21)",Software and payment services provider to faith-based institutions,First lien senior secured loan ($10.6 par due 12/2022),6.38% (Libor + 5.00%/Q),4/6/2017,10.6,10.6
223,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (21)",Software and payment services provider to faith-based institutions,First lien senior secured loan ($16.7 par due 12/2022),6.38% (Libor + 5.00%/Q),4/6/2017,16.5,16.7
224,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (21)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($4.6 par due 6/2023),10.82% (Libor + 9.25%/Q),8/22/2017,4.6,4.6
225,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (21)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($1.6 par due 6/2023),10.60% (Libor + 9.25%/Q),8/22/2017,1.6,1.6
226,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (21)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($5.1 par due 6/2023),10.63% (Libor + 9.25%/Q),8/22/2017,5.1,5.1
227,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (21)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($16.6 par due 6/2023),10.63% (Libor + 9.25%/Q),12/2/2016,16.6,16.6
228,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (21)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($4.7 par due 6/2023),10.63% (Libor + 9.25%/Q),4/6/2017,4.7,4.7
229,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (21)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($9.2 par due 6/2023),10.63% (Libor + 9.25%/Q),4/6/2017,9.2,9.2
230,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (21)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($90.0 par due 6/2023),10.63% (Libor + 9.25%/Q),12/2/2016,89.3,90.0
231,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (21)",Software and payment services provider to faith-based institutions,"Class A units (500,000 units)",0,12/2/2016,5.0,6.8
232,"MVL Group, Inc. (8)",Marketing research provider,"Common stock (560,716 shares)",0,4/1/2010,0.0,0.0
233,"NAS, LLC, Nationwide Marketing Group, LLC and Nationwide Administrative Services, Inc.","Buying and marketing services organization for appliance, furniture and consumer electronics dealers",Second lien senior secured loan ($24.1 par due 12/2021),10.32% (Libor + 9.00%/Q),6/1/2015,24.1,24.1
234,"Novetta Solutions, LLC","Provider of advanced analytics solutions for the government, defense and commercial industries",First lien senior secured loan ($12.7 par due 10/2022),6.70% (Libor + 5.00%/Q),1/3/2017,12.3,12.1
235,"Novetta Solutions, LLC","Provider of advanced analytics solutions for the government, defense and commercial industries",Second lien senior secured loan ($31.0 par due 10/2023),10.20% (Libor + 8.50%/Q),1/3/2017,28.4,27.9
236,Palermo Finance Corporation (21),"Provider of mission-critical integrated public safety software and services to local, state and federal agencies",First lien senior secured revolving loan,0,4/17/2017,0.0,0.0
237,Palermo Finance Corporation (21),"Provider of mission-critical integrated public safety software and services to local, state and federal agencies",First lien senior secured loan ($11.0 par due 4/2023),5.85% (Libor + 4.50%/Q),4/17/2017,10.9,11.0
238,Palermo Finance Corporation (21),"Provider of mission-critical integrated public safety software and services to local, state and federal agencies",Second lien senior secured loan ($54.3 par due 10/2023),9.85% (Libor + 8.50%/Q),4/17/2017,54.3,54.3
239,"Park Place Technologies, LLC",Provider of third party hardware maintenance and support services for IT data centers,Second lien senior secured loan ($41.5 par due 12/2022),10.54% (Libor + 9.00%/Q),1/3/2017,41.5,41.5
240,"PayNearMe, Inc.",Electronic cash payment system provider,"Warrant to purchase up to 195,726 shares of Series E preferred stock (expires 3/2023)",0,3/11/2016,0.2,0.0
241,"PDI TA Holdings, Inc. (21)",Provider of enterprise management software for the convenience retail and petroleum wholesale markets,First lien senior secured revolving loan ($0.9 par due 8/2023),8.25% (Base Rate + 3.75%/Q),8/25/2017,0.9,0.9
242,"PDI TA Holdings, Inc. (21)",Provider of enterprise management software for the convenience retail and petroleum wholesale markets,First lien senior secured loan ($3.7 par due 8/2023),6.32% (Libor + 4.75%/Q),8/25/2017,3.7,3.7
243,"PDI TA Holdings, Inc. (21)",Provider of enterprise management software for the convenience retail and petroleum wholesale markets,First lien senior secured loan ($26.4 par due 8/2023),6.21% (Libor + 4.75%/Q),8/25/2017,26.4,26.1
244,"PDI TA Holdings, Inc. (21)",Provider of enterprise management software for the convenience retail and petroleum wholesale markets,Second lien senior secured loan ($8.2 par due 8/2024),10.32% (Libor + 8.75%/Q),8/25/2017,8.2,8.1
245,"PDI TA Holdings, Inc. (21)",Provider of enterprise management software for the convenience retail and petroleum wholesale markets,Second lien senior secured loan ($66.8 par due 8/2024),10.21% (Libor + 8.75%/Q),8/25/2017,66.8,66.1
246,"PHL Investors, Inc., and PHL Holding Co. (8)",Mortgage services,Class A common stock (576 shares),0,7/31/2012,3.8,0.0
247,"PHNTM Holdings, Inc. and Planview Parent, Inc.",Provider of project and portfolio management software,First lien senior secured loan ($5.1 par due 1/2023),6.82% (Libor + 5.25%/Q),12/7/2017,5.1,5.1
248,"PHNTM Holdings, Inc. and Planview Parent, Inc.",Provider of project and portfolio management software,First lien senior secured loan ($31.6 par due 1/2023),6.82% (Libor + 5.25%/Q),1/27/2017,31.1,31.6
249,"PHNTM Holdings, Inc. and Planview Parent, Inc.",Provider of project and portfolio management software,First lien senior secured loan ($5.0 par due 1/2023),6.82% (Libor + 5.25%/Q),1/27/2017,4.9,5.0
250,"PHNTM Holdings, Inc. and Planview Parent, Inc.",Provider of project and portfolio management software,Second lien senior secured loan ($62.0 par due 7/2023),11.32% (Libor + 9.75%/Q),1/27/2017,61.2,62.0
251,"PHNTM Holdings, Inc. and Planview Parent, Inc.",Provider of project and portfolio management software,Class A common shares (990 shares),0,1/27/2017,1.0,1.1
252,"PHNTM Holdings, Inc. and Planview Parent, Inc.",Provider of project and portfolio management software,"Class B common shares (168,329 shares)",0,1/27/2017,0.0,0.2
253,Poplicus Incorporated,Business intelligence and market analytics platform for companies that sell to the public sector,"Warrant to purchase up to 2,402,991 shares of Series C preferred stock (expires 6/2025)",0,6/25/2015,0.1,0.0
254,"PowerPlan, Inc. and Project Torque Ultimate Parent Corporation",Fixed asset financial management software provider,Second lien senior secured loan ($30.0 par due 2/2023),10.57% (Libor + 9.00%/Q),2/23/2015,29.8,30.0
255,"PowerPlan, Inc. and Project Torque Ultimate Parent Corporation",Fixed asset financial management software provider,Second lien senior secured loan ($50.0 par due 2/2023),10.57% (Libor + 9.00%/Q),2/23/2015,49.7,50.0
256,"PowerPlan, Inc. and Project Torque Ultimate Parent Corporation",Fixed asset financial management software provider,"Class A common stock (1,697 shares)",0,2/23/2015,1.7,3.3
257,"PowerPlan, Inc. and Project Torque Ultimate Parent Corporation",Fixed asset financial management software provider,"Class B common stock (989,011 shares)",0,2/23/2015,0.0,0.0
258,"Project Alpha Intermediate Holding, Inc. and Qlik Parent, Inc.",Provider of data visualization software for data analytics,"Class A common shares (7,444 shares)",0,8/22/2016,7.4,7.6
259,"Project Alpha Intermediate Holding, Inc. and Qlik Parent, Inc.",Provider of data visualization software for data analytics,"Class B common shares (1,841,608.69 shares)",0,8/22/2016,0.1,0.0
260,R2 Acquisition Corp.,Marketing services,"Common stock (250,000 shares)",0,5/29/2007,0.2,0.3
261,SCM Insurance Services Inc. (9)(21),"Provider of claims management, claims investigation & support and risk management solutions for the Canadian property and casualty insurance industry",First lien senior secured loan ($21.5 par due 8/2024),6.35% (Libor + 5.00%/Q),8/29/2017,21.5,21.2
262,SCM Insurance Services Inc. (9)(21),"Provider of claims management, claims investigation & support and risk management solutions for the Canadian property and casualty insurance industry",Second lien senior secured loan ($60.5 par due 3/2025),10.35% (Libor + 9.00%/Q),8/29/2017,60.5,59.9
263,Shift PPC LLC (21),Digital solutions provider,First lien senior secured loan ($1.7 par due 12/2021),7.57% (Libor + 6.00%/Q),12/22/2016,1.7,1.7
264,Shift PPC LLC (21),Digital solutions provider,First lien senior secured loan ($3.3 par due 12/2021),7.69% (Libor + 6.00%/Q),12/22/2016,3.3,3.3
265,Shift PPC LLC (21),Digital solutions provider,First lien senior secured loan ($5.0 par due 12/2021),7.84% (Libor + 6.00%/Q),12/22/2016,5.0,5.0
266,"Sparta Systems, Inc., Project Silverback Holdings Corp. and Silverback Holdings, Inc. (21)",Quality management software provider,Second lien senior secured loan ($20.0 par due 8/2025),9.69% (Libor + 8.25%/Q),8/21/2017,19.6,19.8
267,"Sparta Systems, Inc., Project Silverback Holdings Corp. and Silverback Holdings, Inc. (21)",Quality management software provider,"Series B preferred shares (10,084 shares)",0,8/21/2017,1.1,1.1
268,"Talari Networks, Inc.",Networking equipment provider,First lien senior secured loan ($6.0 par due 10/2019),10.88% (Libor + 9.50%/M),8/3/2015,6.0,5.7
269,"Talari Networks, Inc.",Networking equipment provider,"Warrant to purchase up to 421,052 shares of Series D-1 preferred stock (expires 8/2022)",0,8/3/2015,0.1,0.1
270,"The Gordian Group, Inc. (21)",Construction software and service provider,First lien senior secured loan ($8.4 par due 7/2019),6.14% (Libor + 4.50%/Q),1/3/2017,8.3,8.4
271,"The Gordian Group, Inc. (21)",Construction software and service provider,First lien senior secured loan ($3.2 par due 7/2019),6.14% (Libor + 4.50%/Q),1/3/2017,3.1,3.2
272,"The Gordian Group, Inc. (21)",Construction software and service provider,First lien senior secured loan ($8.9 par due 7/2019),5.86% (Libor + 4.50%/Q),1/3/2017,8.8,8.9
273,"The Gordian Group, Inc. (21)",Construction software and service provider,First lien senior secured loan ($3.4 par due 7/2019),5.86% (Libor + 4.50%/Q),1/3/2017,3.3,3.4
274,"The Gordian Group, Inc. (21)",Construction software and service provider,First lien senior secured loan ($7.8 par due 7/2019),5.95% (Libor + 4.50%/Q),1/3/2017,7.6,7.8
275,"The Gordian Group, Inc. (21)",Construction software and service provider,First lien senior secured loan ($2.9 par due 7/2019),5.95% (Libor + 4.50%/Q),1/3/2017,2.9,2.9
276,"The Greeley Company, Inc. and HCP Acquisition Holdings, LLC (8)",Healthcare compliance advisory services,Senior subordinated loan ($10.5 par due 3/2017),0,3/5/2013,0.0,0.0
277,"The Greeley Company, Inc. and HCP Acquisition Holdings, LLC (8)",Healthcare compliance advisory services,"Class A units (14,293,110 units)",0,6/26/2008,0.0,0.0
278,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,Senior subordinated loan ($2.8 par due 5/2020),10.00% PIK,4/30/2012,0.9,2.8
279,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,Senior subordinated loan ($0.4 par due 5/2020),0,4/30/2012,0.1,0.4
280,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,Senior subordinated loan ($6.2 par due 5/2020),10.00% PIK,4/30/2012,1.9,6.2
281,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,Senior subordinated loan ($0.5 par due 5/2020),0,4/30/2012,0.2,0.5
282,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,Senior subordinated loan ($24.5 par due 5/2020),10.00% PIK,4/30/2012,7.6,24.5
283,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,Senior subordinated loan ($3.8 par due 5/2020),0,4/30/2012,1.2,3.8
284,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Class A common units (533,351 units)",0,6/17/2011,5.0,2.8
285,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Class B-5 common units (272,834 units)",0,6/17/2011,2.5,1.4
286,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Class C common units (758,546 units)",0,4/25/2008,0.0,0.0
287,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Warrant to purchase up to 719,044 shares of Class A units",0,5/2/2014,0.0,0.0
288,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Warrant to purchase up to 28,663 shares of Class B-1 units",0,5/2/2014,0.0,0.0
289,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Warrant to purchase up to 57,325 shares of Class B-2 units",0,5/2/2014,0.0,0.0
290,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Warrant to purchase up to 29,645 shares of Class B-3 units",0,5/2/2014,0.0,0.0
291,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Warrant to purchase up to 80,371 shares of Class B-5 units",0,5/2/2014,0.0,0.0
292,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Warrant to purchase up to 59,655 shares of Class B-6 units",0,5/2/2014,0.0,0.0
293,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Warrant to purchase up to 1,046,713 shares of Class C units",0,5/2/2014,0.0,0.0
294,Velocity Holdings Corp.,Hosted enterprise resource planning application management services provider,"Common units (1,713,546 units)",0,12/13/2013,4.5,3.4
295,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,First lien senior secured loan ($1.2 par due 8/2022),7.32% (Libor + 5.75%/Q),8/31/2017,1.2,1.2
296,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,First lien senior secured loan ($3.8 par due 8/2022),7.13% (Libor + 5.75%/Q),8/31/2017,3.8,3.8
297,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,First lien senior secured loan ($10.0 par due 8/2022),7.23% (Libor + 5.75%/Q),8/31/2017,10.0,10.0
