,Industry,Company(1),Business Description,Investment,Interest(6)(12),Acquisition  Date,Amortized  Cost,Fair  Value
153,Business Services,"PowerPlan, Inc. and Project Torque Ultimate Parent Corporation",Fixed asset financial management software provider,Second lien senior secured loan ($50.0 par due 2/2023),10.00% (Libor + 9.00%/Q),2/23/2015,49.6,50.0
154,Business Services,"PowerPlan, Inc. and Project Torque Ultimate Parent Corporation",Fixed asset financial management software provider,"Class A common stock (1,980 shares)",,2/23/2015,2.0,3.1
155,Business Services,"PowerPlan, Inc. and Project Torque Ultimate Parent Corporation",Fixed asset financial management software provider,"Class B common stock (989,011 shares)",,2/23/2015,0.0,0.0
156,Business Services,"Powersport Auctioneer Holdings, LLC",Powersport vehicle auction operator,"Common units (1,972 units)",,3/2/2012,1.0,1.1
157,Business Services,"Professional Datasolutions, Inc. (25)",Provider of enterprise management software for the convenience retail and petroleum wholesale markets,First lien senior secured loan ($9.4 par due 5/2022),6.50% (Libor + 5.50%/Q),3/30/2017,9.4,9.4
158,Business Services,"Project Alpha Intermediate Holding, Inc. and Qlik Parent, Inc.",Provider of data visualization software for data analytics,First lien senior secured loan ($50.2 par due 8/2022),9.25% (Libor + 8.25%/Q),8/22/2016,49.6,50.2
159,Business Services,"Project Alpha Intermediate Holding, Inc. and Qlik Parent, Inc.",Provider of data visualization software for data analytics,First lien senior secured loan ($59.7 par due 8/2022),9.25% (Libor + 8.25%/Q),8/22/2016,58.9,59.7
160,Business Services,"Project Alpha Intermediate Holding, Inc. and Qlik Parent, Inc.",Provider of data visualization software for data analytics,First lien senior secured loan ($19.9 par due 8/2022),9.25% (Libor + 8.25%/Q),8/22/2016,19.6,19.9
161,Business Services,"Project Alpha Intermediate Holding, Inc. and Qlik Parent, Inc.",Provider of data visualization software for data analytics,"Class A common shares (7,445 shares)",,8/22/2016,7.4,0.0
162,Business Services,"Project Alpha Intermediate Holding, Inc. and Qlik Parent, Inc.",Provider of data visualization software for data analytics,"Class B common shares (1,841,609 shares)",,8/22/2016,0.1,10.6
163,Business Services,R2 Acquisition Corp.,Marketing services,"Common stock (250,000 shares)",,5/29/2007,0.3,0.2
164,Business Services,Rocket Fuel Inc.,Provider of open and integrated software for digital marketing optimization,"Common stock (11,405 units)",,9/9/2014,0.0,0.0
165,Business Services,Shift PPC LLC (25),Digital solutions provider,First lien senior secured loan ($10.2 par due 12/2021),7.00% (Libor + 6.00%/Q),12/22/2016,10.2,10.2
166,Business Services,Sonian Inc.,Cloud-based email archiving platform,First lien senior secured loan ($7.5 par due 6/2020),9.08% (Libor + 7.65%/M),9/9/2015,7.4,7.5
167,Business Services,Sonian Inc.,Cloud-based email archiving platform,"Warrant to purchase up to 169,045 shares of Series C preferred stock (expires 9/2022)",,9/9/2015,0.1,0.1
168,Business Services,"Sparta Systems, Inc. and Project Silverback Holdings Corp.",Provider of quality management software,First lien senior secured loan ($3.9 par due 7/2020),6.65% (Libor + 5.50%/Q),1/3/2017,3.9,3.9
169,Business Services,"Sparta Systems, Inc. and Project Silverback Holdings Corp.",Provider of quality management software,First lien senior secured loan ($20.0 par due 7/2020),6.65% (Libor + 5.50%/Q),1/3/2017,20.0,20.0
170,Business Services,"Sparta Systems, Inc. and Project Silverback Holdings Corp.",Provider of quality management software,Series A preferred stock (743 shares),,1/3/2017,0.9,0.9
171,Business Services,"Sparta Systems, Inc. and Project Silverback Holdings Corp.",Provider of quality management software,"Class B common stock (308,224 shares)",,1/3/2017,0.9,0.9
172,Business Services,"Talari Networks, Inc.",Networking equipment provider,First lien senior secured loan ($6.0 par due 12/2018),9.78% (Libor + 8.75%/M),8/3/2015,5.9,6.0
173,Business Services,"Talari Networks, Inc.",Networking equipment provider,"Warrant to purchase up to 421,052 shares of Series D-1 preferred stock (expires 8/2022)",,8/3/2015,0.1,0.1
174,Business Services,"The Gordian Group, LLC (25)",Construction software and service provider,First lien senior secured loan ($10.1 par due 7/2019),6.03% (Libor + 5.00%/Q),1/3/2017,9.9,9.9
175,Business Services,"The Gordian Group, LLC (25)",Construction software and service provider,First lien senior secured loan ($9.3 par due 7/2019),6.05% (Libor + 5.00%/Q),1/3/2017,9.2,9.2
176,Business Services,"The Gordian Group, LLC (25)",Construction software and service provider,First lien senior secured loan ($9.8 par due 7/2019),6.15% (Libor + 5.00%/Q),1/3/2017,9.6,9.6
177,Business Services,"The Gordian Group, LLC (25)",Construction software and service provider,First lien senior secured loan ($3.4 par due 7/2019),6.03% (Libor + 5.00%/Q),1/3/2017,3.3,3.3
178,Business Services,"The Gordian Group, LLC (25)",Construction software and service provider,First lien senior secured loan ($3.2 par due 7/2019),6.05% (Libor + 5.00%/Q),1/3/2017,3.1,3.1
179,Business Services,"The Gordian Group, LLC (25)",Construction software and service provider,First lien senior secured loan ($3.3 par due 7/2019),6.15% (Libor + 5.00%/Q),1/3/2017,3.2,3.2
180,Business Services,"The Greeley Company, Inc. and HCP Acquisition Holdings, LLC (8)",Healthcare compliance advisory services,Senior subordinated loan ($10.3 par due 3/2017),,3/5/2013,0.0,0.4
181,Business Services,"The Greeley Company, Inc. and HCP Acquisition Holdings, LLC (8)",Healthcare compliance advisory services,"Class A units (14,293,110 units)",,6/26/2008,12.8,0.0
182,Business Services,"TraceLink, Inc.",Supply chain management software provider for the pharmaceutical industry,"Warrant to purchase up to 283,353 shares of Series A-2 preferred stock (expires 1/2025)",,1/2/2015,0.1,2.4
183,Business Services,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,Senior subordinated loan ($5.8 par due 5/2020),10.00% PIK,4/30/2012,1.5,5.5
184,Business Services,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,Senior subordinated loan ($0.4 par due 5/2020),,4/30/2012,0.1,0.4
185,Business Services,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,Senior subordinated loan ($23.9 par due 5/2020),10.00% PIK,4/30/2012,6.3,22.5
186,Business Services,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,Senior subordinated loan ($2.6 par due 5/2020),,4/30/2012,0.7,2.4
187,Business Services,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,Senior subordinated loan ($2.8 par due 5/2020),10.00% PIK,4/30/2012,0.7,2.6
188,Business Services,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,Senior subordinated loan ($0.3 par due 5/2020),,4/30/2012,0.1,0.3
189,Business Services,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Class A common units (533,351 units)",,6/17/2011,5.0,0.0
190,Business Services,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Class B-5 common units (272,834 units)",,6/17/2011,2.5,0.0
191,Business Services,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Class C common units (758,546 units)",,4/25/2008,0.0,0.0
192,Business Services,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Warrant to purchase up to 719,044 shares of Class A units",,5/2/2014,0.0,0.0
193,Business Services,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Warrant to purchase up to 28,663 shares of Class B-1 units",,5/2/2014,0.0,0.0
194,Business Services,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Warrant to purchase up to 57,325 shares of Class B-2 units",,5/2/2014,0.0,0.0
195,Business Services,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Warrant to purchase up to 29,645 shares of Class B-3 units",,5/2/2014,0.0,0.0
196,Business Services,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Warrant to purchase up to 80,371 shares of Class B-5 units",,5/2/2014,0.0,0.0
197,Business Services,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Warrant to purchase up to 59,655 shares of Class B-6 units",,5/2/2014,0.0,0.0
198,Business Services,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Warrant to purchase up to 1,046,713 shares of Class C units",,5/2/2014,0.0,0.0
199,Business Services,Velocity Holdings Corp.,Hosted enterprise resource planning application management services provider,"Common units (1,713,546 units)",,12/13/2013,4.5,2.5
200,Business Services,"VRC Companies, LLC (25)",Provider of records and information management services,First lien senior secured loan ($8.6 par due 3/2023),7.92% (Libor + 6.50%/Q),3/31/2017,8.6,8.6
201,Business Services,WorldPay Group PLC (9),Payment processing company,"C2 shares (73,974 shares)",,10/21/2015,0.0,0.0
202,Business Services,"Zywave, Inc. (25)",Provider of software and technology-enabled content and analytical solutions to insurance brokers,Second lien senior secured loan ($27.0 par due 11/2023),10.04% (Libor + 9.00%/Q),11/17/2016,27.0,27.0
203,Business Services,"Zywave, Inc. (25)",Provider of software and technology-enabled content and analytical solutions to insurance brokers,,,,1744.5,1761.3
204,Healthcare Services,"Absolute Dental Management LLC and ADM Equity, LLC",Dental services provider,First lien senior secured loan ($18.8 par due 1/2022),9.05% (Libor + 7.90%/Q),1/5/2016,18.8,16.9
205,Healthcare Services,"Absolute Dental Management LLC and ADM Equity, LLC",Dental services provider,First lien senior secured loan ($5.0 par due 1/2022),9.05% (Libor + 7.90%/Q),1/5/2016,5.0,4.5
206,Healthcare Services,"Absolute Dental Management LLC and ADM Equity, LLC",Dental services provider,"Class A preferred units (4,000,000 units)",,1/5/2016,4.0,0.4
207,Healthcare Services,"Absolute Dental Management LLC and ADM Equity, LLC",Dental services provider,"Class A common units (4,000,000 units)",,1/5/2016,0.0,0.0
208,Healthcare Services,"ADCS Billings Intermediate Holdings, LLC (25)",Dermatology practice,First lien senior secured revolving loan ($1.6 par due 5/2022),8.75% (Base Rate + 4.75%/Q),5/18/2016,1.6,1.6
209,Healthcare Services,"ADG, LLC and RC IV GEDC Investor LLC (25)",Dental services provider,First lien senior secured revolving loan ($2.0 par due 9/2022),5.75% (Libor + 4.75%/Q),9/28/2016,2.0,2.0
210,Healthcare Services,"ADG, LLC and RC IV GEDC Investor LLC (25)",Dental services provider,Second lien senior secured loan ($87.5 par due 3/2024),10.00% (Libor + 9.00%/Q),9/28/2016,87.5,87.5
211,Healthcare Services,"ADG, LLC and RC IV GEDC Investor LLC (25)",Dental services provider,"Membership units (3,000,000 units)",,9/28/2016,3.0,2.8
212,Healthcare Services,"Alcami Holdings, LLC (8)(25)",Outsourced drug development services provider,First lien senior secured loan ($10.0 par due 10/2020),6.50% (Libor + 5.50%/Q),1/3/2017,10.0,10.0
213,Healthcare Services,"Alcami Holdings, LLC (8)(25)",Outsourced drug development services provider,First lien senior secured revolving loan ($21.6 par due 10/2019),6.50% (Libor + 5.50%/Q),1/3/2017,21.6,21.6
214,Healthcare Services,"Alcami Holdings, LLC (8)(25)",Outsourced drug development services provider,First lien senior secured loan ($96.4 par due 10/2020),6.50% (Libor + 5.50%/Q),1/3/2017,96.4,96.4
215,Healthcare Services,"Alcami Holdings, LLC (8)(25)",Outsourced drug development services provider,First lien senior secured loan ($0.2 par due 10/2020),10.50% (Base Rate + 6.50%/Q),1/3/2017,0.2,0.2
216,Healthcare Services,"Alcami Holdings, LLC (8)(25)",Outsourced drug development services provider,Senior subordinated loan ($32.4 par due 10/2020),14.75%,1/3/2017,32.4,32.4
217,Healthcare Services,"Alcami Holdings, LLC (8)(25)",Outsourced drug development services provider,Senior subordinated loan ($25.0 par due 10/2020),12.25%,1/3/2017,25.0,25.0
218,Healthcare Services,"Alcami Holdings, LLC (8)(25)",Outsourced drug development services provider,Senior subordinated loan ($30.0 par due 10/2020),11.75%,1/3/2017,30.0,30.0
219,Healthcare Services,"Alcami Holdings, LLC (8)(25)",Outsourced drug development services provider,Senior subordinated loan ($30.0 par due 10/2020),12.00%,1/3/2017,30.0,30.0
220,Healthcare Services,"Alcami Holdings, LLC (8)(25)",Outsourced drug development services provider,Senior subordinated loan ($32.6 par due 10/2020),,1/3/2017,18.4,19.2
221,Healthcare Services,"Alcami Holdings, LLC (8)(25)",Outsourced drug development services provider,"Series R preferred membership units (30,000 units)",,1/3/2017,0.0,0.0
222,Healthcare Services,"Alcami Holdings, LLC (8)(25)",Outsourced drug development services provider,"Series R-2 preferred membership units (54,936 units)",,1/3/2017,0.0,0.0
223,Healthcare Services,Alegeus Technologies Holdings Corp.,Benefits administration and transaction processing provider,"Preferred stock (2,997 shares)",,12/13/2013,3.1,2.5
224,Healthcare Services,Alegeus Technologies Holdings Corp.,Benefits administration and transaction processing provider,Common stock (3 shares),,12/13/2013,0.0,0.0
225,Healthcare Services,"Argon Medical Devices, Inc.",Manufacturer and marketer of single-use specialty medical devices,Second lien senior secured loan ($9.0 par due 6/2022),10.50% (Libor + 9.50%/Q),12/23/2015,8.8,9.0
226,Healthcare Services,AwarePoint Corporation,Healthcare technology platform developer,First lien senior secured loan ($8.4 par due 6/2018),11.55% (Libor + 10.50%/M),9/5/2014,8.2,8.4
227,Healthcare Services,AwarePoint Corporation,Healthcare technology platform developer,"Warrant to purchase up to 3,213,367 shares of Series 1 preferred stock (expires 9/2024)",,11/14/2014,0.0,0.6
228,Healthcare Services,"CCS Intermediate Holdings, LLC and CCS Group Holdings, LLC (25)",Correctional facility healthcare operator,First lien senior secured revolving loan ($3.8 par due 7/2019),5.15% (Libor + 4.00%/Q),7/23/2014,3.8,3.2
229,Healthcare Services,"CCS Intermediate Holdings, LLC and CCS Group Holdings, LLC (25)",Correctional facility healthcare operator,First lien senior secured revolving loan ($1.6 par due 7/2019),7.00% (Base Rate + 3.00%/Q),7/23/2014,1.6,1.4
230,Healthcare Services,"CCS Intermediate Holdings, LLC and CCS Group Holdings, LLC (25)",Correctional facility healthcare operator,First lien senior secured loan ($6.6 par due 7/2021),5.15% (Libor + 4.00%/Q),7/23/2014,6.5,5.6
231,Healthcare Services,"CCS Intermediate Holdings, LLC and CCS Group Holdings, LLC (25)",Correctional facility healthcare operator,Second lien senior secured loan ($135.0 par due 7/2022),9.43% (Libor + 8.38%/Q),7/23/2014,134.1,101.3
232,Healthcare Services,"CCS Intermediate Holdings, LLC and CCS Group Holdings, LLC (25)",Correctional facility healthcare operator,"Class A units (1,000,000 units)",,8/19/2010,0.0,0.4
233,Healthcare Services,"Correctional Medical Group Companies, Inc.",Correctional facility healthcare operator,First lien senior secured loan ($3.1 par due 9/2021),9.38% (Libor + 8.38%/Q),9/29/2015,3.1,3.1
234,Healthcare Services,"Correctional Medical Group Companies, Inc.",Correctional facility healthcare operator,First lien senior secured loan ($48.8 par due 9/2021),9.38% (Libor + 8.38%/Q),9/29/2015,48.8,48.8
235,Healthcare Services,CSHM LLC (8),Dental services provider,"Class A membership units (1,979 units)",,1/3/2017,0.0,0.0
236,Healthcare Services,"D4C Dental Brands HoldCo, Inc. and Bambino Group Holdings, LLC (25)",Dental services provider,"Class A preferred units (1,000,000 units)",,12/21/2016,1.0,1.0
237,Healthcare Services,"DCA Investment Holding, LLC (25)",Multi-branded dental practice management,First lien senior secured revolving loan ($1.4 par due 7/2021),8.25% (Base Rate + 4.25%/Q),7/2/2015,1.4,1.4
238,Healthcare Services,"DCA Investment Holding, LLC (25)",Multi-branded dental practice management,First lien senior secured loan ($18.8 par due 7/2021),6.25% (Libor + 5.25%/Q),7/2/2015,18.8,18.5
239,Healthcare Services,"DNAnexus, Inc.",Bioinformatics company,First lien senior secured loan ($9.1 par due 10/2018),9.25% (Libor + 8.25%/M),3/21/2014,9.0,9.1
240,Healthcare Services,"DNAnexus, Inc.",Bioinformatics company,"Warrant to purchase up to 909,092 units of Series C preferred stock (expires 3/2024)",,3/21/2014,0.0,0.1
241,Healthcare Services,"Emerus Holdings, Inc. (25)",Freestanding 24-hour emergency care micro-hospitals operator,First lien senior secured loan ($2.3 par due 9/2021),5.50% (Libor + 4.50%/Q),3/14/2017,2.0,2.0
242,Healthcare Services,"Global Healthcare Exchange, LLC and GHX Ultimate Parent Corp.",On-demand supply chain automation solutions provider,Second lien senior secured loan ($47.5 par due 8/2023),9.75% (Libor + 8.75%/Q),8/18/2016,46.8,47.5
243,Healthcare Services,"Global Healthcare Exchange, LLC and GHX Ultimate Parent Corp.",On-demand supply chain automation solutions provider,"Class A common stock (1,788 shares)",,3/11/2014,1.8,1.8
244,Healthcare Services,"Global Healthcare Exchange, LLC and GHX Ultimate Parent Corp.",On-demand supply chain automation solutions provider,Class B common stock (980 shares),,3/11/2014,0.0,5.5
245,Healthcare Services,"Greenphire, Inc. and RMCF III CIV XXIX, L.P. (25)",Software provider for clinical trial management,First lien senior secured revolving loan ($0.5 par due 12/2018),7.75% (Base Rate + 3.75%/M),12/19/2014,0.5,0.5
246,Healthcare Services,"Greenphire, Inc. and RMCF III CIV XXIX, L.P. (25)",Software provider for clinical trial management,First lien senior secured loan ($1.5 par due 12/2018),9.00% (Libor + 8.00%/M),12/19/2014,1.5,1.5
247,Healthcare Services,"Greenphire, Inc. and RMCF III CIV XXIX, L.P. (25)",Software provider for clinical trial management,First lien senior secured loan ($3.4 par due 12/2018),9.00% (Libor + 8.00%/M),12/19/2014,3.4,3.4
248,Healthcare Services,"Greenphire, Inc. and RMCF III CIV XXIX, L.P. (25)",Software provider for clinical trial management,Limited partnership interest (99.90% interest),,12/19/2014,1.0,2.3
249,Healthcare Services,"HALT Medical, Inc. (8)",Medical supply provider,First lien senior secured loan ($100.9 par due 4/2017),,1/3/2017,0.0,0.0
250,Healthcare Services,"HALT Medical, Inc. (8)",Medical supply provider,First lien senior secured loan ($3.0 par due 4/2017),,1/3/2017,0.0,0.0
251,Healthcare Services,"HALT Medical, Inc. (8)",Medical supply provider,First lien senior secured loan ($2.4 par due 4/2017),,1/3/2017,0.0,0.0
252,Healthcare Services,"HALT Medical, Inc. (8)",Medical supply provider,First lien senior secured loan ($9.5 par due 4/2017),,1/3/2017,0.0,0.0
253,Healthcare Services,"HALT Medical, Inc. (8)",Medical supply provider,First lien senior secured loan ($16.1 par due 4/2017),,1/3/2017,0.0,0.0
254,Healthcare Services,Hygiena Borrower LLC (25),Adenosine triphosphate testing technology provider,Second lien senior secured loan ($10.7 par due 8/2023),10.05% (Libor + 9.00%/Q),2/27/2017,10.7,10.7
255,Healthcare Services,Hygiena Borrower LLC (25),Adenosine triphosphate testing technology provider,Second lien senior secured loan ($10.0 par due 8/2023),10.15% (Libor + 9.00%/Q),8/26/2016,10.0,10.0
256,Healthcare Services,Intermedix Corporation,Revenue cycle management provider to the emergency healthcare industry,Second lien senior secured loan ($112.0 par due 6/2020),9.40% (Libor + 8.25%/Q),12/27/2012,112.0,108.6
257,Healthcare Services,"KBHS Acquisition, LLC (d/b/a Alita Care, LLC) (25)",Provider of behavioral health services,First lien senior secured revolving loan ($1.1 par due 3/2022),6.00% (Libor + 5.00%/Q),3/17/2017,1.1,1.1
258,Healthcare Services,"MC Acquisition Holdings I, LLC",Healthcare professional provider,"Class A units (1,338,314 shares)",,1/17/2014,1.3,1.2
259,Healthcare Services,MW Dental Holding Corp. (25),Dental services provider,First lien senior secured revolving loan ($1.5 par due 4/2018),9.00% (Libor + 7.50%/Q),4/12/2011,1.5,1.5
260,Healthcare Services,MW Dental Holding Corp. (25),Dental services provider,First lien senior secured loan ($44.7 par due 4/2018),9.00% (Libor + 7.50%/Q),4/12/2011,44.7,44.7
261,Healthcare Services,MW Dental Holding Corp. (25),Dental services provider,First lien senior secured loan ($47.1 par due 4/2018),9.00% (Libor + 7.50%/Q),4/12/2011,47.1,47.1
262,Healthcare Services,MW Dental Holding Corp. (25),Dental services provider,First lien senior secured loan ($19.5 par due 4/2018),9.00% (Libor + 7.50%/Q),4/12/2011,19.5,19.5
263,Healthcare Services,"My Health Direct, Inc. (25)",Healthcare scheduling exchange software solution provider,First lien senior secured revolving loan ($1.0 par due 9/2017),9.00% (Base Rate + 5.00%/M),9/18/2014,1.0,1.0
264,Healthcare Services,"My Health Direct, Inc. (25)",Healthcare scheduling exchange software solution provider,First lien senior secured loan ($1.0 par due 1/2018),10.75%,9/18/2014,1.0,1.0
265,Healthcare Services,"My Health Direct, Inc. (25)",Healthcare scheduling exchange software solution provider,"Warrant to purchase up to 4,548 shares of Series D preferred stock (expires 9/2024)",,9/18/2014,0.0,0.0
266,Healthcare Services,"New Trident Holdcorp, Inc.",Outsourced mobile diagnostic healthcare service provider,Second lien senior secured loan ($80.0 par due 7/2020),10.75% (Libor + 9.50%/Q),8/6/2013,79.2,76.8
267,Healthcare Services,"NMSC Holdings, Inc. and ASP NAPA Holdings, LLC",Anesthesia management services provider,Second lien senior secured loan ($72.8 par due 10/2023),11.15% (Libor + 10.00%/Q),4/19/2016,72.8,70.6
268,Healthcare Services,"NMSC Holdings, Inc. and ASP NAPA Holdings, LLC",Anesthesia management services provider,"Class A units (25,277 units)",,4/19/2016,2.5,2.0
269,Healthcare Services,"Nodality, Inc.",Biotechnology company,First lien senior secured loan ($2.3 par due 8/2016),,11/12/2015,2.1,2.1
270,Healthcare Services,"Nodality, Inc.",Biotechnology company,First lien senior secured loan ($10.9 par due 8/2016),,4/25/2014,9.7,0.3
271,Healthcare Services,"Nodality, Inc.",Biotechnology company,"Warrant to purchase up to 3,736,255 shares of common stock (expires 3/2026)",,5/1/2016,0.0,0.0
272,Healthcare Services,"nThrive, Inc. (fka Precyse Acquisition Corp.)",Provider of healthcare information management technology and services,Second lien senior secured loan ($10.0 par due 4/2023),10.75% (Libor + 9.75%/Q),4/20/2016,9.7,10.0
273,Healthcare Services,"OmniSYS Acquisition Corporation, OmniSYS, LLC, and OSYS Holdings, LLC (25)",Provider of technology-enabled solutions to pharmacies,First lien senior secured loan ($5.9 par due 11/2018),8.50% (Libor + 7.50%/Q),11/21/2013,5.9,5.9
274,Healthcare Services,"OmniSYS Acquisition Corporation, OmniSYS, LLC, and OSYS Holdings, LLC (25)",Provider of technology-enabled solutions to pharmacies,Limited liability company membership interest (1.57%),,11/21/2013,1.0,0.8
275,Healthcare Services,"Patterson Medical Supply, Inc.",Distributor of rehabilitation supplies and equipment,Second lien senior secured loan ($78.0 par due 8/2023),9.50% (Libor + 8.50%/Q),9/2/2015,76.2,78.0
276,Healthcare Services,"PerfectServe, Inc.",Communications software platform provider for hospitals and physician practices,First lien senior secured loan ($9.0 par due 3/2020),9.14% (Libor + 8.00%/M),9/15/2015,8.8,9.0
277,Healthcare Services,"PerfectServe, Inc.",Communications software platform provider for hospitals and physician practices,First lien senior secured loan ($2.0 par due 6/2020),9.00% (Libor + 8.00%/M),9/15/2015,2.0,2.0
278,Healthcare Services,"PerfectServe, Inc.",Communications software platform provider for hospitals and physician practices,First lien senior secured loan ($3.0 par due 6/2021),9.00% (Libor + 8.00%/M),9/15/2015,3.0,3.0
279,Healthcare Services,"PerfectServe, Inc.",Communications software platform provider for hospitals and physician practices,"Warrant to purchase up to 34,113 units of Series C preferred stock (expires 12/2023)",,12/26/2013,0.0,0.4
280,Healthcare Services,"PerfectServe, Inc.",Communications software platform provider for hospitals and physician practices,"Warrant to purchase up to 28,428 shares of Series C preferred stock (expires 9/2025)",,9/15/2015,0.2,0.3
281,Healthcare Services,PhyMED Management LLC,Provider of anesthesia services,Second lien senior secured loan ($47.2 par due 5/2021),9.75% (Libor + 8.75%/Q),12/18/2015,46.7,45.3
282,Healthcare Services,"Respicardia, Inc.",Developer of implantable therapies to improve cardiovascular health,"Warrant to purchase up to 99,094 shares of Series C preferred stock (expires 6/2022)",,6/28/2012,0.0,0.0
283,Healthcare Services,"Sarnova HC, LLC, Tri-Anim Health Services, Inc., and BEMS Holdings, LLC",Distributor of emergency medical service and respiratory products,Second lien senior secured loan ($54.0 par due 7/2022),10.50% (Libor + 9.50%/Q),1/29/2016,54.0,54.0
284,Healthcare Services,"Transaction Data Systems, Inc.",Pharmacy management software provider,Second lien senior secured loan ($35.3 par due 6/2022),10.01% (Libor + 9.00%/Q),6/15/2015,35.3,35.3
285,Healthcare Services,"U.S. Anesthesia Partners, Inc.",Anesthesiology service provider,Second lien senior secured loan ($23.5 par due 9/2020),10.25% (Libor + 9.25%/Q),12/14/2015,23.5,23.5
286,Healthcare Services,"U.S. Anesthesia Partners, Inc.",Anesthesiology service provider,Second lien senior secured loan ($50.0 par due 9/2020),10.25% (Libor + 9.25%/Q),9/24/2014,50.0,50.0
287,Healthcare Services,"Urgent Cares of America Holdings I, LLC and FastMed Holdings I, LLC (25)",Operator of urgent care clinics,First lien senior secured loan ($13.8 par due 12/2022),"9.00% (Libor + 6.00% Cash, 2.00% PIK/M)",12/1/2015,13.8,12.5
288,Healthcare Services,"Urgent Cares of America Holdings I, LLC and FastMed Holdings I, LLC (25)",Operator of urgent care clinics,First lien senior secured loan ($54.1 par due 12/2022),"9.00% (Libor + 6.00% Cash, 2.00% PIK/M)",12/1/2015,54.0,48.7
289,Healthcare Services,"Urgent Cares of America Holdings I, LLC and FastMed Holdings I, LLC (25)",Operator of urgent care clinics,"Preferred units (7,696,613 units)",,6/11/2015,7.7,9.8
290,Healthcare Services,"Urgent Cares of America Holdings I, LLC and FastMed Holdings I, LLC (25)",Operator of urgent care clinics,"Series A common units (2,000,000 units)",,6/11/2015,2.0,0.2
291,Healthcare Services,"Urgent Cares of America Holdings I, LLC and FastMed Holdings I, LLC (25)",Operator of urgent care clinics,"Series C common units (1,026,866 units)",,6/11/2015,0.0,0.1
292,Healthcare Services,Vertice Pharma UK Parent Limited (9),Manufacturer and distributor of generic pharmaceutical products,"Preferred shares (40,662 shares)",,12/21/2015,0.4,0.5
293,Healthcare Services,"Young Innovations, Inc.",Dental supplies and equipment manufacturer,Second lien senior secured loan ($31.4 par due 7/2019),10.40% (Libor + 9.25%/Q),10/18/2016,31.4,31.4
294,Healthcare Services,"Young Innovations, Inc.",Dental supplies and equipment manufacturer,Second lien senior secured loan ($55.0 par due 7/2019),10.40% (Libor + 9.25%/Q),5/30/2014,55.0,55.0
295,Healthcare Services,"Young Innovations, Inc.",Dental supplies and equipment manufacturer,,,,1587.9,1533.3
296,Other Services,American Residential Services L.L.C.,"Heating, ventilation and air conditioning services provider",Second lien senior secured loan ($67.0 par due 12/2022),9.15% (Libor + 8.00%/Q),6/30/2014,66.7,67.0
297,Other Services,"Associated Asphalt Partners, LLC","Provider of asphalt terminalling, storage and distribution",First lien senior secured loan ($4.3 par due 4/2024),6.25% (Libor + 5.25%/Q),3/30/2017,4.3,4.3
298,Other Services,"Community Education Centers, Inc. and CEC Parent Holdings LLC (8)",Offender re-entry and in-prison treatment services provider,First lien senior secured loan ($13.5 par due 12/2017),6.26% (Libor + 5.25%/Q),12/10/2010,13.5,13.5
299,Other Services,"Community Education Centers, Inc. and CEC Parent Holdings LLC (8)",Offender re-entry and in-prison treatment services provider,First lien senior secured loan ($0.7 par due 12/2017),8.25% (Base Rate + 4.25%/Q),12/10/2010,0.7,0.7
300,Other Services,"Community Education Centers, Inc. and CEC Parent Holdings LLC (8)",Offender re-entry and in-prison treatment services provider,Second lien senior secured loan ($21.9 par due 6/2018),16.04% (Libor + 15.00%/Q),12/10/2010,21.9,22.3
301,Other Services,"Community Education Centers, Inc. and CEC Parent Holdings LLC (8)",Offender re-entry and in-prison treatment services provider,"Class A senior preferred units (7,846 units)",15.00%,3/27/2015,12.7,12.7
302,Other Services,"Community Education Centers, Inc. and CEC Parent Holdings LLC (8)",Offender re-entry and in-prison treatment services provider,"Class A junior preferred units (26,154 units)",8.00%,3/27/2015,25.3,36.4
303,Other Services,"Community Education Centers, Inc. and CEC Parent Holdings LLC (8)",Offender re-entry and in-prison treatment services provider,Class A common units (134 units),,3/27/2015,0.0,12.9
