,Industry,Company(1),Business Description,Investment,Interest(5)(10),Acquisition  Date,Amortized  Cost,Fair  Value
140,Business Services,"Accruent, LLC, Accruent Holding, LLC, Athena Parent, Inc. and Athena SuperHoldco, Inc. (21)",Real estate and facilities management software provider,Second lien senior secured loan ($85.3 par due 7/2024),11.07% (Libor + 8.75%/Q),7/28/2017,85.3,85.3
141,Business Services,"Accruent, LLC, Accruent Holding, LLC, Athena Parent, Inc. and Athena SuperHoldco, Inc. (21)",Real estate and facilities management software provider,Senior subordinated loan ($22.5 par due 7/2025),11.50% PIK,7/28/2017,22.5,22.5
142,Business Services,"Accruent, LLC, Accruent Holding, LLC, Athena Parent, Inc. and Athena SuperHoldco, Inc. (21)",Real estate and facilities management software provider,Senior subordinated loan ($80.2 par due 7/2025),11.50% PIK,7/28/2017,80.2,80.2
143,Business Services,"Accruent, LLC, Accruent Holding, LLC, Athena Parent, Inc. and Athena SuperHoldco, Inc. (21)",Real estate and facilities management software provider,Senior subordinated loan ($3.4 par due 7/2025),11.56% (Libor + 9.25%/Q),5/31/2018,3.4,3.4
144,Business Services,"Accruent, LLC, Accruent Holding, LLC, Athena Parent, Inc. and Athena SuperHoldco, Inc. (21)",Real estate and facilities management software provider,"Common stock (3,464 shares)",,7/28/2017,3.6,3.6
145,Business Services,"Accruent, LLC, Accruent Holding, LLC, Athena Parent, Inc. and Athena SuperHoldco, Inc. (21)",Real estate and facilities management software provider,"Warrant to purchase up to 11,380 shares of common stock (expires 7/2037)",,7/28/2017,0.0,4.1
146,Business Services,Achilles Acquisition LLC (21),Benefits broker and outsourced workflow automation platform provider for brokers,First lien senior secured loan ($2.8 par due 6/2023),8.09% (Libor + 6.00%/M),6/6/2017,2.8,2.8
147,Business Services,Achilles Acquisition LLC (21),Benefits broker and outsourced workflow automation platform provider for brokers,First lien senior secured loan ($5.9 par due 6/2023),8.09% (Libor + 6.00%/M),2/2/2018,5.9,5.9
148,Business Services,Achilles Acquisition LLC (21),Benefits broker and outsourced workflow automation platform provider for brokers,First lien senior secured loan ($2.9 par due 6/2023),8.09% (Libor + 6.00%/M),6/6/2017,2.9,2.9
149,Business Services,"Acrisure, LLC, Acrisure Investors FO, LLC and Acrisure Investors SO, LLC (9)",Retail insurance advisor and brokerage,Membership interests (1.91% interest),,11/18/2016,11.0,14.2
150,Business Services,"Acrisure, LLC, Acrisure Investors FO, LLC and Acrisure Investors SO, LLC (9)",Retail insurance advisor and brokerage,Membership interests (0.95% interest),,11/18/2016,3.7,4.0
151,Business Services,"BeyondTrust Software, Inc.",Management software solutions provider,First lien senior secured loan ($45.9 par due 11/2023),8.61% (Libor + 6.25%/Q),11/21/2017,45.2,45.9
152,Business Services,Brandtone Holdings Limited (8),Mobile communications and marketing services provider,First lien senior secured loan ($4.8 par due 11/2018),,5/11/2015,4.5,0.0
153,Business Services,Brandtone Holdings Limited (8),Mobile communications and marketing services provider,First lien senior secured loan ($3.2 par due 2/2019),,5/11/2015,2.9,0.0
154,Business Services,Brandtone Holdings Limited (8),Mobile communications and marketing services provider,"Warrant to purchase up to 184,003 units of convertible preferred shares (expires 8/2026)",,8/5/2016,0.0,0.0
155,Business Services,"CallMiner, Inc.",Provider of cloud-based conversational analytics solutions,"Warrant to purchase up to 2,350,636 shares of Series 1 preferred stock (expires 7/2024)",,7/23/2014,0.0,0.0
156,Business Services,"Chesapeake Research Review, LLC and Schulman Associates Institutional Review Board, Inc. (21)",Provider of central institutional review boards over clinical trials,First lien senior secured loan ($16.3 par due 11/2023),8.08% (Libor + 5.75%/Q),11/7/2017,16.3,16.3
157,Business Services,"Clearwater Analytics, LLC (21)","Provider of integrated cloud-based investment portfolio management, accounting, reporting and analytics software",First lien senior secured revolving loan ($0.3 par due 9/2022),7.08% (Libor + 5.00%/M),9/1/2016,0.3,0.3
158,Business Services,"CMW Parent LLC (fka Black Arrow, Inc.)",Multiplatform media firm,Series A units (32 units),,9/11/2015,0.0,0.0
159,Business Services,"Columbo Midco Limited, Columbo Bidco Limited and Columbo Topco Limited (7)(8)","Compliance, accounting and tax consulting services provider","Preferred stock (34,028,135 shares)",,1/3/2017,2.3,21.5
160,Business Services,"Columbo Midco Limited, Columbo Bidco Limited and Columbo Topco Limited (7)(8)","Compliance, accounting and tax consulting services provider","Preferred stock (17,653,253 shares)",,1/3/2017,21.6,8.7
161,Business Services,"Columbo Midco Limited, Columbo Bidco Limited and Columbo Topco Limited (7)(8)","Compliance, accounting and tax consulting services provider","Preferred stock (3,232,666 shares)",,1/3/2017,4.0,4.3
162,Business Services,Command Alkon Incorporated (21),Software solutions provider to the ready-mix concrete industry,First lien senior secured revolving loan ($1.5 par due 9/2022),9.00% (Base Rate + 4.00%/M),9/1/2017,1.5,1.5
163,Business Services,Command Alkon Incorporated (21),Software solutions provider to the ready-mix concrete industry,First lien senior secured loan ($20.5 par due 9/2023),6.98% (Libor + 5.00%/M),9/1/2017,20.5,20.5
164,Business Services,Command Alkon Incorporated (21),Software solutions provider to the ready-mix concrete industry,Second lien senior secured loan ($33.8 par due 3/2024),10.98% (Libor + 9.00%/M),9/1/2017,33.8,33.8
165,Business Services,"Compusearch Software Systems, Inc.",Provider of enterprise software and services for organizations in the public sector,Second lien senior secured loan ($51.0 par due 11/2021),11.09% (Libor + 8.75%/Q),1/3/2017,51.0,51.0
166,Business Services,"Compuware Parent, LLC",Web and mobile cloud performance testing and monitoring services provider,"Class A-1 common stock (4,132 units)",,12/15/2014,2.3,2.8
167,Business Services,"Compuware Parent, LLC",Web and mobile cloud performance testing and monitoring services provider,"Class B-1 common stock (4,132 units)",,12/15/2014,0.5,0.6
168,Business Services,"Compuware Parent, LLC",Web and mobile cloud performance testing and monitoring services provider,"Class C-1 common stock (4,132 units)",,12/15/2014,0.3,0.4
169,Business Services,"Compuware Parent, LLC",Web and mobile cloud performance testing and monitoring services provider,"Class A-2 common stock (4,132 units)",,12/15/2014,0.0,0.0
170,Business Services,"Compuware Parent, LLC",Web and mobile cloud performance testing and monitoring services provider,"Class B-2 common stock (4,132 units)",,12/15/2014,0.0,0.0
171,Business Services,"Compuware Parent, LLC",Web and mobile cloud performance testing and monitoring services provider,"Class C-2 common stock (4,132 units)",,12/15/2014,0.0,0.0
172,Business Services,"Directworks, Inc. and Co-Exprise Holdings, Inc.",Provider of cloud-based software solutions for direct materials sourcing and supplier management for manufacturers,First lien senior secured loan ($1.8 par due 4/2018),,12/19/2014,1.3,0.2
173,Business Services,"Directworks, Inc. and Co-Exprise Holdings, Inc.",Provider of cloud-based software solutions for direct materials sourcing and supplier management for manufacturers,"Warrant to purchase up to 1,875,000 shares of Series 1 preferred stock (expires 12/2024)",,12/19/2014,0.0,0.0
174,Business Services,Doxim Inc. (8)(21),Enterprise content management provider,First lien senior secured loan ($10.2 par due 2/2024),8.33% (Libor + 6.00%/Q),2/28/2018,10.0,10.1
175,Business Services,"DRB Holdings, LLC (21)",Provider of integrated technology solutions to car wash operators,First lien senior secured loan ($24.0 par due 10/2023),7.59% (Libor + 5.50%/M),10/6/2017,24.0,24.0
176,Business Services,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (21)",Provider of legal process outsourcing and managed services,First lien senior secured revolving loan ($1.3 par due 9/2021),6.56% (Libor + 4.50%/M),9/23/2016,1.3,1.3
177,Business Services,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (21)",Provider of legal process outsourcing and managed services,First lien senior secured revolving loan ($0.4 par due 9/2021),6.56% (Libor + 4.50%/M),9/23/2016,0.4,0.4
178,Business Services,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (21)",Provider of legal process outsourcing and managed services,First lien senior secured revolving loan ($0.5 par due 9/2021),6.60% (Libor + 4.50%/M),9/23/2016,0.5,0.5
179,Business Services,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (21)",Provider of legal process outsourcing and managed services,"Class A common stock (7,500 shares)",,8/19/2014,7.5,6.3
180,Business Services,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (21)",Provider of legal process outsourcing and managed services,"Class B common stock (7,500 shares)",,8/19/2014,0.0,0.0
181,Business Services,"Emergency Communications Network, LLC (21)",Provider of mission critical emergency mass notification solutions,First lien senior secured loan ($25.3 par due 6/2023),8.34% (Libor + 6.25%/M),6/1/2017,25.1,25.0
182,Business Services,"Emergency Communications Network, LLC (21)",Provider of mission critical emergency mass notification solutions,First lien senior secured loan ($19.8 par due 6/2023),8.34% (Libor + 6.25%/M),6/1/2017,19.7,19.7
183,Business Services,"Entertainment Partners, LLC and Entertainment Partners Canada Inc. (21)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($2.7 par due 5/2022),7.24% (Libor + 5.50%/Q),5/8/2017,2.6,2.7
184,Business Services,"Entertainment Partners, LLC and Entertainment Partners Canada Inc. (21)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($2.2 par due 5/2022),7.25% (Libor + 5.50%/Q),5/8/2017,2.1,2.2
185,Business Services,"Entertainment Partners, LLC and Entertainment Partners Canada Inc. (21)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($2.7 par due 5/2022),7.43% (Libor + 5.50%/Q),5/8/2017,2.6,2.7
186,Business Services,"Entertainment Partners, LLC and Entertainment Partners Canada Inc. (21)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($0.7 par due 5/2023),8.12% (Libor + 5.75%/Q),5/8/2017,0.7,0.7
187,Business Services,"Entertainment Partners, LLC and Entertainment Partners Canada Inc. (21)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($26.1 par due 5/2023),8.12% (Libor + 5.75%/Q),5/8/2017,26.1,26.1
188,Business Services,"Entertainment Partners, LLC and Entertainment Partners Canada Inc. (21)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($0.6 par due 5/2023),8.09% (Libor + 5.75%/Q),5/8/2017,0.6,0.6
189,Business Services,"Entertainment Partners, LLC and Entertainment Partners Canada Inc. (21)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($22.1 par due 5/2023),8.09% (Libor + 5.75%/Q),5/8/2017,22.1,22.1
190,Business Services,"Entertainment Partners, LLC and Entertainment Partners Canada Inc. (21)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($0.7 par due 5/2023),8.27% (Libor + 5.75%/Q),5/8/2017,0.7,0.7
191,Business Services,"Entertainment Partners, LLC and Entertainment Partners Canada Inc. (21)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($26.1 par due 5/2023),8.27% (Libor + 5.75%/Q),5/8/2017,26.1,26.1
192,Business Services,"First Insight, Inc.",Software company providing merchandising and pricing solutions to companies worldwide,"Warrant to purchase up to 122,827 units of Series C preferred stock (expires 3/2024)",,3/20/2014,0.0,0.0
193,Business Services,"Foundation Risk Partners, Corp. (21)",Full service independent insurance agency,First lien senior secured loan ($6.0 par due 11/2023),7.07% (Libor + 4.75%/Q),11/10/2017,6.0,6.0
194,Business Services,"Foundation Risk Partners, Corp. (21)",Full service independent insurance agency,First lien senior secured loan ($1.8 par due 11/2023),7.08% (Libor + 4.75%/Q),11/10/2017,1.8,1.8
195,Business Services,"Foundation Risk Partners, Corp. (21)",Full service independent insurance agency,First lien senior secured loan ($22.4 par due 11/2023),7.11% (Libor + 4.75%/Q),11/10/2017,22.4,22.2
196,Business Services,"Foundation Risk Partners, Corp. (21)",Full service independent insurance agency,First lien senior secured loan ($0.1 par due 11/2023),6.84% (Libor + 4.75%/Q),11/10/2017,0.1,0.1
197,Business Services,"Foundation Risk Partners, Corp. (21)",Full service independent insurance agency,Second lien senior secured loan ($27.5 par due 11/2024),10.86% (Libor + 8.50%/Q),11/10/2017,27.5,27.2
198,Business Services,"GTCR-Ultra Acquisition, Inc. and GTCR-Ultra Holdings, LLC (21)",Provider of payment processing and merchant acquiring solutions,Class A-2 units (911 units),,8/1/2017,0.9,1.0
199,Business Services,"GTCR-Ultra Acquisition, Inc. and GTCR-Ultra Holdings, LLC (21)",Provider of payment processing and merchant acquiring solutions,"Class B units (2,878,372 units)",,8/1/2017,0.0,0.0
200,Business Services,"HAI Acquisition Corporation and Aloha Topco, LLC (21)","Professional employer organization offering human resources, compliance and risk management services",First lien senior secured revolving loan ($4.7 par due 11/2023),8.36% (Libor + 6.00%/Q),11/1/2017,4.7,4.7
201,Business Services,"HAI Acquisition Corporation and Aloha Topco, LLC (21)","Professional employer organization offering human resources, compliance and risk management services",First lien senior secured loan ($16.9 par due 11/2024),8.36% (Libor + 6.00%/Q),11/1/2017,16.9,16.7
202,Business Services,"HAI Acquisition Corporation and Aloha Topco, LLC (21)","Professional employer organization offering human resources, compliance and risk management services",First lien senior secured loan ($49.9 par due 11/2024),8.36% (Libor + 6.00%/Q),11/1/2017,49.9,49.4
203,Business Services,"HAI Acquisition Corporation and Aloha Topco, LLC (21)","Professional employer organization offering human resources, compliance and risk management services","Class A units (16,980 units)",,11/1/2017,1.7,1.7
204,Business Services,"Help/Systems Holdings, Inc. (21)",Provider of IT operations management and cybersecurity software,First lien senior secured revolving loan ($0.2 par due 3/2023),5.85% (Libor + 3.75%/M),3/29/2018,0.2,0.2
205,Business Services,IfByPhone Inc.,Voice-based marketing automation software provider,"Warrant to purchase up to 124,300 shares of Series C preferred stock (expires 10/2022)",,10/15/2012,0.1,0.1
206,Business Services,"Implementation Management Assistance, LLC (21)",Revenue cycle consulting firm to the healthcare industry,First lien senior secured revolving loan ($1.5 par due 12/2023),8.00% (Base Rate + 3.00%/Q),12/13/2017,1.5,1.5
207,Business Services,"Implementation Management Assistance, LLC (21)",Revenue cycle consulting firm to the healthcare industry,First lien senior secured loan ($17.0 par due 12/2023),6.83% (Libor + 4.50%/Q),12/13/2017,17.0,16.9
208,Business Services,"Infogix, Inc. and Infogix Parent Corporation (21)",Enterprise data analytics and integrity software solutions provider,"Series A preferred stock (2,475 shares)",,1/3/2017,2.5,2.5
209,Business Services,"Infogix, Inc. and Infogix Parent Corporation (21)",Enterprise data analytics and integrity software solutions provider,"Common stock (1,297,768 shares)",,1/3/2017,0.0,0.7
210,Business Services,"Inmar, Inc.","Technology-driven solutions provider for retailers, wholesalers and manufacturers",Second lien senior secured loan ($28.3 par due 5/2025),10.09% (Libor + 8.00%/M),4/25/2017,27.9,28.3
211,Business Services,"InterVision Systems, LLC and InterVision Holdings, LLC","Provider of cloud based IT solutions, infrastructure and services",First lien senior secured loan ($9.9 par due 5/2022),10.18% (Libor + 8.12%/M),5/31/2017,9.9,9.8
212,Business Services,"InterVision Systems, LLC and InterVision Holdings, LLC","Provider of cloud based IT solutions, infrastructure and services",First lien senior secured loan ($24.7 par due 5/2022),10.14% (Libor + 8.05%/M),5/31/2017,24.7,24.5
213,Business Services,"InterVision Systems, LLC and InterVision Holdings, LLC","Provider of cloud based IT solutions, infrastructure and services",First lien senior secured loan ($10.0 par due 5/2022),10.14% (Libor + 8.05%/M),5/31/2017,10.0,9.9
214,Business Services,"InterVision Systems, LLC and InterVision Holdings, LLC","Provider of cloud based IT solutions, infrastructure and services","Class A membership units (1,000 units)",,5/31/2017,1.0,1.1
215,Business Services,"iParadigms Holdings, LLC",Anti-plagiarism software provider to the education market,Second lien senior secured loan ($32.5 par due 7/2022),9.58% (Libor + 7.25%/Q),1/3/2017,31.9,32.5
216,Business Services,"iPipeline, Inc., Internet Pipeline, Inc., iPipeline Limited and iPipeline Holdings, Inc. (21)",Provider of SaaS-based software solutions to the insurance and financial services industry,First lien senior secured loan ($11.8 par due 8/2022),8.60% (Libor + 6.50%/M),12/18/2017,11.9,11.8
217,Business Services,"iPipeline, Inc., Internet Pipeline, Inc., iPipeline Limited and iPipeline Holdings, Inc. (21)",Provider of SaaS-based software solutions to the insurance and financial services industry,First lien senior secured loan ($7.5 par due 8/2022),8.34% (Libor + 6.25%/M),6/15/2017,7.4,7.5
218,Business Services,"iPipeline, Inc., Internet Pipeline, Inc., iPipeline Limited and iPipeline Holdings, Inc. (21)",Provider of SaaS-based software solutions to the insurance and financial services industry,First lien senior secured loan ($9.0 par due 8/2022),8.34% (Libor + 6.25%/M),9/15/2017,9.0,9.0
219,Business Services,"iPipeline, Inc., Internet Pipeline, Inc., iPipeline Limited and iPipeline Holdings, Inc. (21)",Provider of SaaS-based software solutions to the insurance and financial services industry,First lien senior secured loan ($16.2 par due 8/2022),9.35% (Libor + 7.25%/M),8/4/2015,16.2,16.2
220,Business Services,"iPipeline, Inc., Internet Pipeline, Inc., iPipeline Limited and iPipeline Holdings, Inc. (21)",Provider of SaaS-based software solutions to the insurance and financial services industry,First lien senior secured loan ($14.5 par due 8/2022),9.35% (Libor + 7.25%/M),8/4/2015,14.5,14.5
221,Business Services,"iPipeline, Inc., Internet Pipeline, Inc., iPipeline Limited and iPipeline Holdings, Inc. (21)",Provider of SaaS-based software solutions to the insurance and financial services industry,"Preferred stock (1,100 shares)",,8/4/2015,1.1,4.0
222,Business Services,"iPipeline, Inc., Internet Pipeline, Inc., iPipeline Limited and iPipeline Holdings, Inc. (21)",Provider of SaaS-based software solutions to the insurance and financial services industry,"Common stock (668,781 shares)",,8/4/2015,0.0,0.0
223,Business Services,IQMS,Provider of enterprise resource planning and manufacturing execution software for small and midsized manufacturers,First lien senior secured loan ($4.0 par due 3/2022),10.34% (Libor + 8.25%/M),3/28/2017,4.0,4.0
224,Business Services,IQMS,Provider of enterprise resource planning and manufacturing execution software for small and midsized manufacturers,First lien senior secured loan ($18.7 par due 3/2022),10.34% (Libor + 8.25%/M),3/28/2017,18.7,18.7
225,Business Services,IQMS,Provider of enterprise resource planning and manufacturing execution software for small and midsized manufacturers,First lien senior secured loan ($14.9 par due 3/2022),10.34% (Libor + 8.25%/M),3/28/2017,14.9,14.9
226,Business Services,LLSC Holdings Corporation (dba Lawrence Merchandising Services) (7),Marketing services provider,"Series A preferred stock (9,000 shares)",,1/3/2017,2.0,0.0
227,Business Services,LLSC Holdings Corporation (dba Lawrence Merchandising Services) (7),Marketing services provider,"Common stock (1,000 shares)",,1/3/2017,0.0,0.0
228,Business Services,"Masergy Holdings, Inc. (21)","Provider of software-defined solutions for enterprise global networks, cyber security, and cloud communications",First lien senior secured revolving loan,0,2/8/2018,0.0,0.0
229,Business Services,Miles 33 (Finance) Limited (7)(8),Software provider to the regional media industry and magazines,First lien senior secured loan ($3.6 par due 9/2018),4.00% (EURIBOR + 3.50%M),1/3/2017,3.8,4.1
230,Business Services,Miles 33 (Finance) Limited (7)(8),Software provider to the regional media industry and magazines,Senior subordinated loan ($15.4 par due 9/2021),5.00% (EURIBOR + 4.50%/M),1/3/2017,11.0,9.1
231,Business Services,Miles 33 (Finance) Limited (7)(8),Software provider to the regional media industry and magazines,"Preferred stock (19,500,000 shares)",,1/3/2017,0.0,0.0
232,Business Services,Miles 33 (Finance) Limited (7)(8),Software provider to the regional media industry and magazines,"Preferred stock (900,000 shares)",,1/3/2017,0.0,0.0
233,Business Services,Miles 33 (Finance) Limited (7)(8),Software provider to the regional media industry and magazines,"Common stock (600,000 shares)",,1/3/2017,0.0,0.0
234,Business Services,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (21)",Software and payment services provider to faith-based institutions,First lien senior secured revolving loan ($3.3 par due 12/2022),9.00% (Base Rate + 4.00%/Q),12/2/2016,3.3,3.3
235,Business Services,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (21)",Software and payment services provider to faith-based institutions,First lien senior secured loan ($4.9 par due 12/2022),6.10% (Libor + 4.00%/M),8/22/2017,4.9,4.9
236,Business Services,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (21)",Software and payment services provider to faith-based institutions,First lien senior secured loan ($10.6 par due 12/2022),6.10% (Libor + 4.00%/M),4/6/2017,10.6,10.6
237,Business Services,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (21)",Software and payment services provider to faith-based institutions,First lien senior secured loan ($14.6 par due 12/2022),6.10% (Libor + 4.00%/M),4/6/2017,14.5,14.6
238,Business Services,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (21)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($16.6 par due 6/2023),11.75% (Libor + 9.25%/S),12/2/2016,16.6,16.6
239,Business Services,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (21)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($17.9 par due 6/2023),11.75% (Libor + 9.25%/S),8/22/2017,17.9,17.9
240,Business Services,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (21)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($4.7 par due 6/2023),11.75% (Libor + 9.25%/S),4/6/2017,4.7,4.7
241,Business Services,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (21)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($9.2 par due 6/2023),11.75% (Libor + 9.25%/S),4/6/2017,9.2,9.2
242,Business Services,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (21)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($38.6 par due 6/2023),10.50% (Libor + 8.00%/S),4/18/2018,38.6,38.6
243,Business Services,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (21)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($90.0 par due 6/2023),11.75% (Libor + 9.25%/S),12/2/2016,89.4,90.0
244,Business Services,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (21)",Software and payment services provider to faith-based institutions,"Class A units (500,000 units)",,12/2/2016,5.0,6.6
245,Business Services,"MVL Group, Inc. (7)",Marketing research provider,"Common stock (560,716 shares)",,4/1/2010,0.0,0.0
246,Business Services,"NAS, LLC, Nationwide Marketing Group, LLC and Nationwide Administrative Services, Inc.","Buying and marketing services organization for appliance, furniture and consumer electronics dealers",Second lien senior secured loan ($24.1 par due 12/2021),11.06% (Libor + 8.75%/Q),6/1/2015,24.1,24.1
247,Business Services,"NAS, LLC, Nationwide Marketing Group, LLC and Nationwide Administrative Services, Inc.","Buying and marketing services organization for appliance, furniture and consumer electronics dealers",Second lien senior secured loan ($7.0 par due 12/2021),11.11% (Libor + 8.75%/Q),6/1/2015,7.0,7.0
248,Business Services,"Novetta Solutions, LLC","Provider of advanced analytics solutions for the government, defense and commercial industries",First lien senior secured loan ($12.7 par due 10/2022),7.10% (Libor + 5.00%/M),1/3/2017,12.2,11.9
249,Business Services,"Novetta Solutions, LLC","Provider of advanced analytics solutions for the government, defense and commercial industries",Second lien senior secured loan ($31.0 par due 10/2023),10.60% (Libor + 8.50%/M),1/3/2017,28.5,26.4
250,Business Services,"NSM Insurance Group, LLC",Insurance program administrator,First lien senior secured loan ($6.8 par due 5/2024),6.82% (Libor + 4.50%/Q),5/11/2018,6.8,6.7
251,Business Services,"NSM Insurance Group, LLC",Insurance program administrator,First lien senior secured loan ($13.2 par due 5/2024),6.86% (Libor + 4.50%/Q),5/11/2018,13.2,13.1
252,Business Services,"PayNearMe, Inc.",Electronic cash payment system provider,"Warrant to purchase up to 195,726 shares of Series E preferred stock (expires 3/2023)",,3/14/2016,0.2,0.0
253,Business Services,"PDI TA Holdings, Inc. (21)",Provider of enterprise management software for the convenience retail and petroleum wholesale markets,First lien senior secured loan ($0.4 par due 8/2023),7.23% (Libor + 4.75%/Q),4/11/2018,0.4,0.4
254,Business Services,"PDI TA Holdings, Inc. (21)",Provider of enterprise management software for the convenience retail and petroleum wholesale markets,First lien senior secured loan ($2.2 par due 8/2023),6.37% (Libor + 4.75%/Q),8/25/2017,2.2,2.2
255,Business Services,"PDI TA Holdings, Inc. (21)",Provider of enterprise management software for the convenience retail and petroleum wholesale markets,First lien senior secured loan ($2.7 par due 8/2023),7.11% (Libor + 4.75%/Q),8/25/2017,2.7,2.7
256,Business Services,"PDI TA Holdings, Inc. (21)",Provider of enterprise management software for the convenience retail and petroleum wholesale markets,First lien senior secured loan ($5.1 par due 8/2023),7.22% (Libor + 4.75%/Q),8/25/2017,5.1,5.1
257,Business Services,"PDI TA Holdings, Inc. (21)",Provider of enterprise management software for the convenience retail and petroleum wholesale markets,First lien senior secured loan ($21.2 par due 8/2023),7.08% (Libor + 4.75%/Q),8/25/2017,21.2,21.2
258,Business Services,"PDI TA Holdings, Inc. (21)",Provider of enterprise management software for the convenience retail and petroleum wholesale markets,Second lien senior secured loan ($8.2 par due 8/2024),11.11% (Libor + 8.75%/Q),8/25/2017,8.2,8.2
259,Business Services,"PDI TA Holdings, Inc. (21)",Provider of enterprise management software for the convenience retail and petroleum wholesale markets,Second lien senior secured loan ($1.9 par due 8/2024),11.23% (Libor + 8.75%/Q),8/25/2017,1.9,1.9
260,Business Services,"PDI TA Holdings, Inc. (21)",Provider of enterprise management software for the convenience retail and petroleum wholesale markets,Second lien senior secured loan ($6.5 par due 8/2024),10.61% (Libor + 8.75%/Q),8/25/2017,6.5,6.5
261,Business Services,"PDI TA Holdings, Inc. (21)",Provider of enterprise management software for the convenience retail and petroleum wholesale markets,Second lien senior secured loan ($16.7 par due 8/2023),10.71% (Libor + 8.75%/S),4/11/2018,16.7,16.7
262,Business Services,"PDI TA Holdings, Inc. (21)",Provider of enterprise management software for the convenience retail and petroleum wholesale markets,Second lien senior secured loan ($66.8 par due 8/2024),11.07% (Libor + 8.75%/Q),8/25/2017,66.8,66.8
263,Business Services,"PHL Investors, Inc., and PHL Holding Co. (7)",Mortgage services,Class A common stock (576 shares),,7/31/2012,3.8,0.0
264,Business Services,"PHNTM Holdings, Inc. and Planview Parent, Inc.",Provider of project and portfolio management software,First lien senior secured loan ($19.7 par due 1/2023),7.34% (Libor + 5.25%/M),1/27/2017,19.5,19.7
265,Business Services,"PHNTM Holdings, Inc. and Planview Parent, Inc.",Provider of project and portfolio management software,First lien senior secured loan ($5.0 par due 1/2023),7.34% (Libor + 5.25%/M),1/27/2017,4.9,5.0
266,Business Services,"PHNTM Holdings, Inc. and Planview Parent, Inc.",Provider of project and portfolio management software,First lien senior secured loan ($5.1 par due 1/2023),7.34% (Libor + 5.25%/M),12/7/2017,5.1,5.1
267,Business Services,"PHNTM Holdings, Inc. and Planview Parent, Inc.",Provider of project and portfolio management software,Second lien senior secured loan ($62.0 par due 7/2023),11.84% (Libor + 9.75%/M),1/27/2017,61.3,62.0
268,Business Services,"PHNTM Holdings, Inc. and Planview Parent, Inc.",Provider of project and portfolio management software,Class A common shares (990 shares),,1/27/2017,1.0,1.2
269,Business Services,"PHNTM Holdings, Inc. and Planview Parent, Inc.",Provider of project and portfolio management software,"Class B common shares (168,329 shares)",,1/27/2017,0.0,0.2
270,Business Services,Poplicus Incorporated,Business intelligence and market analytics platform for companies that sell to the public sector,"Warrant to purchase up to 2,402,991 shares of Series C preferred stock (expires 6/2025)",,6/25/2015,0.1,0.0
271,Business Services,"Project Alpha Intermediate Holding, Inc. and Qlik Parent, Inc.",Provider of data visualization software for data analytics,"Class A common shares (7,444.80 shares)",,8/22/2016,7.4,7.6
272,Business Services,"Project Alpha Intermediate Holding, Inc. and Qlik Parent, Inc.",Provider of data visualization software for data analytics,"Class B common shares (1,841,608.69 shares)",,8/22/2016,0.1,0.1
273,Business Services,R2 Acquisition Corp.,Marketing services,"Common stock (250,000 shares)",,5/29/2007,0.3,0.2
274,Business Services,SCM Insurance Services Inc. (8)(21),"Provider of claims management, claims investigation & support and risk management solutions for the Canadian property and casualty insurance industry",First lien senior secured revolving loan ($1.8 par due 8/2022),9.00% (Base Rate + 4.00%/Q),8/29/2017,1.8,1.7
