,Company(1),Business Description,Investment,Interest(3)(7),Acquisition  Date,Amortized  Cost,Fair  Value
144,"Directworks, Inc. and Co-Exprise Holdings, Inc.",Provider of cloud-based software solutions for direct materials sourcing and supplier management for manufacturers,"Warrant to purchase up to 1,875,000 shares of Series 1 preferred stock (expires 12/2024)",0,12/19/2014,0.0,0.0
145,"Drilling Info Holdings, Inc. and Titan DI Preferred Holdings, Inc.",SaaS based business analytics company focused on oil and gas industry,Second lien senior secured loan ($25.0 par due 7/2026),8.43% (Libor + 8.25%/Q),2/11/2020,25.0,23.8
146,"Drilling Info Holdings, Inc. and Titan DI Preferred Holdings, Inc.",SaaS based business analytics company focused on oil and gas industry,Preferred stock (29.53 shares),13.50% PIK,2/11/2020,30.2,31.1
147,"Dynatrace, Inc.",Web and mobile cloud performance testing and monitoring services provider,"Common stock (549,941 shares)",0,8/5/2019,2.0,22.3
148,"EP Purchaser, LLC., Entertainment Partners Canada ULC and TPG VIII EP Co-Invest II, L.P. (15)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($29.4 par due 5/2026),6.06% (Libor + 5.75%/Q),5/10/2019,29.4,27.6
149,"EP Purchaser, LLC., Entertainment Partners Canada ULC and TPG VIII EP Co-Invest II, L.P. (15)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($20.7 par due 5/2026),6.06% (Libor + 5.75%/Q),5/10/2019,20.7,19.4
150,"EP Purchaser, LLC., Entertainment Partners Canada ULC and TPG VIII EP Co-Invest II, L.P. (15)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($10.7 par due 5/2026),6.06% (Libor + 5.75%/Q),5/10/2019,10.7,10.1
151,"EP Purchaser, LLC., Entertainment Partners Canada ULC and TPG VIII EP Co-Invest II, L.P. (15)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($4.1 par due 5/2026),6.06% (Libor + 5.75%/Q),5/10/2019,4.1,3.9
152,"EP Purchaser, LLC., Entertainment Partners Canada ULC and TPG VIII EP Co-Invest II, L.P. (15)",Provider of entertainment workforce and production management solutions,"Partnership units (5,034,483 units)",0,5/10/2019,5.0,5.6
153,Episerver Inc. and Goldcup 17308 AB (15),Provider of web content management and digital commerce solutions,First lien senior secured loan ($6.1 par due 10/2024),6.00% (Euribor + 6.00%/Q),3/22/2019,6.0,5.7
154,Episerver Inc. and Goldcup 17308 AB (15),Provider of web content management and digital commerce solutions,First lien senior secured loan ($27.3 par due 10/2024),7.00% (Libor + 6.00%/Q),10/9/2018,27.3,26.2
155,"eResearch Technology, Inc. and Astorg VII Co-Invest ERT (15)","Provider of mission-critical, software-enabled clinical research solutions",Second lien senior secured loan ($19.9 par due 2/2028),8.50% (Libor + 8.00%/Q),2/4/2020,19.4,19.4
156,"eResearch Technology, Inc. and Astorg VII Co-Invest ERT (15)","Provider of mission-critical, software-enabled clinical research solutions","Limited partnership interest (3,300,000 shares)",0,1/31/2020,3.7,3.8
157,"EZ Elemica Holdings, Inc. & Elemica Parent, Inc (15)",SaaS based supply chain management software provider focused on chemical markets,First lien senior secured revolving loan ($3.0 par due 9/2025),5.98% (Libor + 5.50%/Q),9/18/2019,3.0,2.8
158,"EZ Elemica Holdings, Inc. & Elemica Parent, Inc (15)",SaaS based supply chain management software provider focused on chemical markets,First lien senior secured loan ($51.3 par due 9/2025),5.81% (Libor + 5.50%/Q),9/18/2019,51.3,47.7
159,"EZ Elemica Holdings, Inc. & Elemica Parent, Inc (15)",SaaS based supply chain management software provider focused on chemical markets,"Preferred equity (4,599 shares)",0,9/18/2019,4.6,3.7
160,"First Insight, Inc.",Software company providing merchandising and pricing solutions to companies worldwide,"Warrant to purchase up to 122,827 units of Series C preferred stock (expires 3/2024)",0,3/20/2014,0.0,0.0
161,FM: Systems Group LLC (15),Provider of facilities and space management software solutions,First lien senior secured revolving loan ($1.5 par due 12/2024),7.50% (Libor + 6.50%/Q),2/8/2018,1.5,1.5
162,FM: Systems Group LLC (15),Provider of facilities and space management software solutions,First lien senior secured loan ($3.2 par due 12/2024),7.50% (Libor + 6.50%/Q),12/2/2019,3.2,3.2
163,"Frontline Technologies Group Holding LLC, Frontline Technologies Blocker Buyer, Inc., Frontline Technologies Holdings, LLC and Frontline Technologies Parent, LLC",Provider of human capital management and SaaS-based software solutions to employees and administrators of K-12 school organizations,"Class A preferred units (4,574 units)",9.00% PIK,9/18/2017,5.3,5.9
164,"Frontline Technologies Group Holding LLC, Frontline Technologies Blocker Buyer, Inc., Frontline Technologies Holdings, LLC and Frontline Technologies Parent, LLC",Provider of human capital management and SaaS-based software solutions to employees and administrators of K-12 school organizations,"Class B common (499,050 units)",0,9/18/2017,0.0,2.6
165,Genesis Acquisition Co. and Genesis Holding Co. (15),Child care management software and services provider,First lien senior secured revolving loan ($1.5 par due 7/2024),4.31% (Libor + 4.00%/Q),7/31/2018,1.5,1.4
166,Genesis Acquisition Co. and Genesis Holding Co. (15),Child care management software and services provider,First lien senior secured loan ($0.2 par due 7/2024),4.31% (Libor + 4.00%/Q),7/31/2018,0.2,0.1
167,Genesis Acquisition Co. and Genesis Holding Co. (15),Child care management software and services provider,Second lien senior secured loan ($25.8 par due 7/2025),8.95% (Libor + 7.50%/Q),7/31/2018,25.8,23.7
168,Genesis Acquisition Co. and Genesis Holding Co. (15),Child care management software and services provider,Second lien senior secured loan ($6.6 par due 7/2025),7.67% (Libor + 7.50%/Q),7/31/2018,6.6,6.0
169,Genesis Acquisition Co. and Genesis Holding Co. (15),Child care management software and services provider,Class A common stock (8 shares),0,7/31/2018,0.8,0.7
170,"GTCR-Ultra Holdings III, LLC and GTCR-Ultra Holdings LLC (15)",Provider of payment processing and merchant acquiring solutions,Class A-2 units (911 units),0,8/1/2017,0.9,2.6
171,"GTCR-Ultra Holdings III, LLC and GTCR-Ultra Holdings LLC (15)",Provider of payment processing and merchant acquiring solutions,"Class B units (2,878,372 units)",0,8/1/2017,0.0,0.0
172,"Help/Systems Holdings, Inc. (15)",Provider of IT operations management and cybersecurity software,First lien senior secured revolving loan ($5.0 par due 11/2024),5.00% (Libor + 4.00%/Q),11/19/2019,5.0,4.9
173,"Help/Systems Holdings, Inc. (15)",Provider of IT operations management and cybersecurity software,First lien senior secured loan ($26.1 par due 11/2026),5.75% (Libor + 4.75%/Q),11/22/2019,26.1,25.8
174,"Huskies Parent, Inc. (15)",Insurance software provider,First lien senior secured revolving loan ($1.8 par due 7/2024),4.18% (Libor + 4.00%/Q),7/18/2019,1.8,1.7
175,IfByPhone Inc.,Voice-based marketing automation software provider,"Warrant to purchase up to 124,300 shares of Series C preferred stock (expires 10/2022)",0,10/15/2012,0.1,0.0
176,"Infogix, Inc. and Infogix Parent Corporation (15)",Enterprise data analytics and integrity software solutions provider,First lien senior secured revolving loan ($5.3 par due 4/2024),8.00% (Libor + 7.00%/Q),4/18/2018,5.3,5.1
177,"Infogix, Inc. and Infogix Parent Corporation (15)",Enterprise data analytics and integrity software solutions provider,"Series A preferred stock (2,475 shares)",0,1/3/2017,2.6,2.5
178,"Infogix, Inc. and Infogix Parent Corporation (15)",Enterprise data analytics and integrity software solutions provider,"Common stock (1,297,768 shares)",0,1/3/2017,0.0,0.0
179,"Inmar, Inc.","Technology-driven solutions provider for retailers, wholesalers and manufacturers",First lien senior secured loan ($15.6 par due 5/2024),5.07% (Libor + 4.00%/Q),1/31/2019,15.0,14.3
180,"Inmar, Inc.","Technology-driven solutions provider for retailers, wholesalers and manufacturers",Second lien senior secured loan ($28.3 par due 5/2025),9.07% (Libor + 8.00%/M),4/25/2017,28.0,26.3
181,"InterVision Systems, LLC and InterVision Holdings, LLC",Solar power generation facility developer and operator,First lien senior secured loan ($52.4 par due 5/2022),9.50% PIK (Libor + 8.50%/Q),5/31/2017,52.4,43.4
182,"InterVision Systems, LLC and InterVision Holdings, LLC",Solar power generation facility developer and operator,"Class A membership units (1,000 units)",0,5/31/2017,1.0,0.0
183,"Invoice Cloud, Inc. (15)",Provider of electronic payment processing solutions,First lien senior secured revolving loan,0,2/11/2019,0.0,0.0
184,"Invoice Cloud, Inc. (15)",Provider of electronic payment processing solutions,First lien senior secured loan ($33.7 par due 2/2024),"7.50% (Libor + 3.25% Cash, 3.25% PIK/Q)",2/11/2019,33.7,33.7
185,"Invoice Cloud, Inc. (15)",Provider of electronic payment processing solutions,First lien senior secured loan ($13.7 par due 2/2024),"7.50% (Libor + 3.25% Cash, 3.25% PIK/Q)",2/11/2019,13.7,13.7
186,"Masergy Holdings, Inc. (15)","Provider of software-defined solutions for enterprise global networks, cyber security, and cloud communications",First lien senior secured revolving loan ($0.4 par due 12/2022),3.69% (Libor + 3.50%/Q),2/8/2018,0.4,0.4
187,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (15)",Software and payment services provider to faith-based institutions,First lien senior secured revolving loan ($6.3 par due 12/2022),6.00% (Libor + 5.00%/Q),12/2/2016,6.3,6.1
188,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (15)",Software and payment services provider to faith-based institutions,First lien senior secured loan ($9.3 par due 12/2022),5.00% (Libor + 4.00%/M),4/6/2017,9.3,8.9
189,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (15)",Software and payment services provider to faith-based institutions,First lien senior secured loan ($4.8 par due 12/2022),5.00% (Libor + 4.00%/Q),8/22/2017,4.8,4.6
190,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (15)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($90.0 par due 6/2023),10.25% (Libor + 9.25%/M),12/2/2016,89.6,87.3
191,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (15)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($16.6 par due 6/2023),10.25% (Libor + 9.25%/M),12/2/2016,16.6,16.1
192,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (15)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($9.2 par due 6/2023),10.25% (Libor + 9.25%/M),4/6/2017,9.2,8.9
193,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (15)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($4.7 par due 6/2023),10.25% (Libor + 9.25%/M),4/6/2017,4.7,4.6
194,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (15)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($17.9 par due 6/2023),10.25% (Libor + 9.25%/M),8/22/2017,17.9,17.4
195,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (15)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($10.3 par due 6/2023),9.00% (Libor + 8.00%/Q),4/18/2018,10.3,9.8
196,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (15)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($38.6 par due 6/2023),9.00% (Libor + 8.00%/Q),4/18/2018,38.6,36.7
197,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (15)",Software and payment services provider to faith-based institutions,"Class A units (500,000 units)",0,12/2/2016,5.0,4.6
198,MRI Software (15),Provider of real estate and investment management software,First lien senior secured loan ($48.1 par due 2/2026),6.57% (Libor + 5.50%/Q),2/10/2020,48.1,46.6
199,"n2y Holding, LLC (15)",Developer of cloud-based special education platform,First lien senior secured revolving loan ($0.1 par due 11/2025),7.00% (Libor + 6.00%/Q),11/15/2019,0.1,0.1
200,"Novetta Solutions, LLC","Provider of advanced analytics solutions for the government, defense and commercial industries",First lien senior secured loan ($8.5 par due 10/2022),6.00% (Libor + 5.00%/Q),1/3/2017,8.3,8.3
201,"Novetta Solutions, LLC","Provider of advanced analytics solutions for the government, defense and commercial industries",Second lien senior secured loan ($31.0 par due 10/2023),9.50% (Libor + 8.50%/M),1/3/2017,29.6,30.1
202,"nThrive, Inc. (fka Precyse Acquisition Corp.)",Provider of healthcare information management technology and services,Second lien senior secured loan ($10.0 par due 4/2023),10.75% (Libor + 9.75%/M),4/20/2016,9.8,8.5
203,"Park Place Technologies, LLC (15)",Provider of hardware maintenance and support services for IT data centers,First lien senior secured revolving loan ($1.6 par due 3/2023),4.19% (Libor + 4.00%/Q),3/29/2018,1.6,1.5
204,"PayNearMe, Inc.",Electronic cash payment system provider,"Warrant to purchase up to 195,726 shares of Series E preferred stock (expires 3/2023)",0,3/11/2016,0.2,0.0
205,"PaySimple, Inc. (15)",Provider of business management solutions,First lien senior secured revolving loan ($6.7 par due 8/2024),5.69% (Libor + 5.50%/Q),8/23/2019,6.7,6.4
206,"PDI TA Holdings, Inc., Peachtree Parent, Inc. and Insight PDI Holdings, LLC (15)",Provider of enterprise management software for the convenience retail and petroleum wholesale market,First lien senior secured revolving loan ($5.7 par due 10/2024),5.51% (Libor + 4.50%/Q),3/19/2019,5.7,5.5
207,"PDI TA Holdings, Inc., Peachtree Parent, Inc. and Insight PDI Holdings, LLC (15)",Provider of enterprise management software for the convenience retail and petroleum wholesale market,First lien senior secured loan ($54.3 par due 10/2024),5.51% (Libor + 4.50%/Q),3/19/2019,54.3,52.7
208,"PDI TA Holdings, Inc., Peachtree Parent, Inc. and Insight PDI Holdings, LLC (15)",Provider of enterprise management software for the convenience retail and petroleum wholesale market,Second lien senior secured loan ($70.1 par due 10/2025),9.52% (Libor + 8.50%/Q),3/19/2019,70.1,67.3
209,"PDI TA Holdings, Inc., Peachtree Parent, Inc. and Insight PDI Holdings, LLC (15)",Provider of enterprise management software for the convenience retail and petroleum wholesale market,"Series A preferred shares (13,656 shares)",13.25% PIK,3/19/2019,15.9,15.5
210,"PDI TA Holdings, Inc., Peachtree Parent, Inc. and Insight PDI Holdings, LLC (15)",Provider of enterprise management software for the convenience retail and petroleum wholesale market,"Class A units (2,062,493 units)",0,3/19/2019,2.1,1.9
211,"Pegasus Global Enterprise Holdings, LLC, Mekone Blocker Acquisition, Inc. and Mekone Parent, LLC (15)",Provider of plant maintenance and scheduling software,First lien senior secured loan ($20.1 par due 5/2025),6.82% (Libor + 5.75%/Q),5/29/2019,20.1,19.5
212,"Pegasus Global Enterprise Holdings, LLC, Mekone Blocker Acquisition, Inc. and Mekone Parent, LLC (15)",Provider of plant maintenance and scheduling software,First lien senior secured loan ($5.8 par due 5/2025),6.93% (Libor + 5.75%/Q),5/29/2019,5.8,5.7
213,"Pegasus Global Enterprise Holdings, LLC, Mekone Blocker Acquisition, Inc. and Mekone Parent, LLC (15)",Provider of plant maintenance and scheduling software,First lien senior secured loan ($5.9 par due 5/2025),6.25% (Libor + 5.25%/Q),6/24/2020,5.9,5.7
214,"Pegasus Global Enterprise Holdings, LLC, Mekone Blocker Acquisition, Inc. and Mekone Parent, LLC (15)",Provider of plant maintenance and scheduling software,"Class A units (5,000 units)",0,5/29/2019,5.0,7.2
215,"Perforce Software, Inc. (15)",Developer of software used for application development,First lien senior secured revolving loan ($0.1 par due 7/2024),4.43% (Libor + 4.25%/Q),7/1/2019,0.1,0.1
216,"PHNTM Holdings, Inc. and Planview Parent, Inc.",Provider of project and portfolio management software,First lien senior secured loan ($21.9 par due 1/2023),6.25% (Libor + 5.25%/Q),1/30/2020,21.9,21.9
217,"PHNTM Holdings, Inc. and Planview Parent, Inc.",Provider of project and portfolio management software,Class A common shares (990 shares),0,1/27/2017,1.0,1.7
218,"PHNTM Holdings, Inc. and Planview Parent, Inc.",Provider of project and portfolio management software,"Class B common shares (168,329 shares)",0,1/27/2017,0.0,0.3
219,Poplicus Incorporated,Business intelligence and market analytics platform for companies that sell to the public sector,"Warrant to purchase up to 2,402,991 shares of Series C preferred stock (expires 6/2025)",0,6/25/2015,0.1,0.0
220,"Project Alpha Intermediate Holding, Inc. and Qlik Parent, Inc.",Provider of data visualization software for data analytics,"Class A common shares (7,445 shares)",0,8/22/2016,7.4,10.9
221,"Project Alpha Intermediate Holding, Inc. and Qlik Parent, Inc.",Provider of data visualization software for data analytics,"Class B common shares (1,841,609 shares)",0,8/22/2016,0.1,0.1
222,"Project Potter Buyer, LLC and Project Potter Parent, L.P. (15)",Software solutions provider to the ready-mix concrete industry,First lien senior secured loan ($44.8 par due 4/2027),9.25% (Libor + 8.25%/Q),4/23/2020,44.8,44.3
223,"Project Potter Buyer, LLC and Project Potter Parent, L.P. (15)",Software solutions provider to the ready-mix concrete industry,"Class A units (1,599 units)",9.00% PIK,4/23/2020,1.6,1.6
224,"Project Potter Buyer, LLC and Project Potter Parent, L.P. (15)",Software solutions provider to the ready-mix concrete industry,"Class B units (588,636 units)",0,4/23/2020,0.0,0.0
225,"QF Holdings, Inc. (15)",SaaS based electronic health record software provider,First lien senior secured loan ($24.4 par due 9/2024),8.00% (Libor + 7.00%/Q),9/19/2019,24.4,23.9
226,"Raptor Technologies, LLC and Rocket Parent, LLC (15)",Provider of SaaS-based safety and security software to the K-12 school market,First lien senior secured revolving loan ($1.6 par due 12/2023),7.00% (Libor + 6.00%/Q),12/17/2018,1.6,1.5
227,"Raptor Technologies, LLC and Rocket Parent, LLC (15)",Provider of SaaS-based safety and security software to the K-12 school market,First lien senior secured loan ($15.7 par due 12/2024),7.00% (Libor + 6.00%/Q),12/17/2018,15.7,14.5
228,"Raptor Technologies, LLC and Rocket Parent, LLC (15)",Provider of SaaS-based safety and security software to the K-12 school market,First lien senior secured loan ($5.4 par due 12/2024),7.00% (Libor + 6.00%/Q),12/17/2018,5.4,4.9
229,"Raptor Technologies, LLC and Rocket Parent, LLC (15)",Provider of SaaS-based safety and security software to the K-12 school market,"Class A common units (2,294,000 units)",0,12/17/2018,2.3,1.1
230,"Regent Education, Inc.",Provider of software solutions designed to optimize the financial aid and enrollment processes,"Warrant to purchase up to 5,393,194 shares of common stock (expires 12/2026)",0,12/23/2016,0.0,0.0
231,"Regent Education, Inc.",Provider of software solutions designed to optimize the financial aid and enrollment processes,Warrant to purchase up to 987 shares of common stock (expires 12/2026),0,12/23/2016,0.0,0.0
232,"Retriever Medical/Dental Payments LLC, FSDC Holdings, LLC, Rectangle Ware-Ever Pay LLC and Retriever Enterprises, LLC (15)",Provider of payment processing services and software to healthcare providers,First lien senior secured loan ($26.7 par due 2/2023),7.25% (Libor + 6.25%/Q),3/14/2019,26.7,26.4
233,"RMCF III CIV XXIX, L.P",Software provider for clinical trial management,Limited partnership interest (99.90% interest),0,12/19/2014,1.0,6.8
234,"Severin Acquisition, LLC, PeopleAdmin, Inc., Promachos Holding, Inc. and Performance Matters LLC (15)",Provider of student information system software solutions to the K-12 education market,First lien senior secured revolving loan ($4.6 par due 8/2023),3.61% (Libor + 3.25%/Q),8/1/2018,4.6,4.4
235,"Severin Acquisition, LLC, PeopleAdmin, Inc., Promachos Holding, Inc. and Performance Matters LLC (15)",Provider of student information system software solutions to the K-12 education market,First lien senior secured loan ($26.8 par due 8/2025),5.50% (Libor + 4.50%/Q),11/22/2019,26.8,26.8
236,"Severin Acquisition, LLC, PeopleAdmin, Inc., Promachos Holding, Inc. and Performance Matters LLC (15)",Provider of student information system software solutions to the K-12 education market,Second lien senior secured loan ($80.0 par due 8/2026),6.93% (Libor + 6.75%/Q),6/12/2018,79.4,76.8
237,SIGOS LLC,Web and mobile cloud performance testing and monitoring services provider,"Common units (4,132 units)",0,6/7/2019,0.3,0.5
238,"SocialFlow, Inc.",Social media optimization platform provider,"Warrant to purchase up to 215,331 shares of Series C preferred stock (expires 1/2026)",0,1/13/2016,0.0,0.0
239,SoundCloud Limited,"Platform for receiving, sending, and distributing music","Common stock (73,422 shares)",0,8/15/2017,0.4,0.7
240,"SpareFoot, LLC (15)",PMS solutions and web services for the self-storage industry,First lien senior secured revolving loan ($1.2 par due 4/2023),6.05% (Libor + 5.00%/Q),4/13/2018,1.2,1.2
241,"SpareFoot, LLC (15)",PMS solutions and web services for the self-storage industry,First lien senior secured loan ($1.3 par due 4/2024),6.00% (Libor + 5.00%/Q),5/6/2020,1.2,1.3
242,"SpareFoot, LLC (15)",PMS solutions and web services for the self-storage industry,Second lien senior secured loan ($6.1 par due 4/2025),10.32% (Libor + 9.25%/Q),4/13/2018,6.0,6.1
243,"SpareFoot, LLC (15)",PMS solutions and web services for the self-storage industry,Second lien senior secured loan ($4.2 par due 4/2025),10.32% (Libor + 9.25%/Q),8/31/2018,4.1,4.2
244,"SpareFoot, LLC (15)",PMS solutions and web services for the self-storage industry,Second lien senior secured loan ($2.5 par due 4/2025),10.45% (Libor + 9.25%/Q),7/1/2019,2.5,2.5
245,"SpareFoot, LLC (15)",PMS solutions and web services for the self-storage industry,Second lien senior secured loan ($1.3 par due 4/2025),10.70% (Libor + 9.50%/Q),7/1/2019,1.3,1.3
246,"SpareFoot, LLC (15)",PMS solutions and web services for the self-storage industry,Second lien senior secured loan ($1.1 par due 4/2025),10.25% (Libor + 9.25%/Q),5/6/2020,1.1,1.1
247,"Sparta Systems, Inc., Project Silverback Holdings Corp. and Silverback Holdings, Inc. (15)",Quality management software provider,First lien senior secured revolving loan,0,8/21/2017,0.0,0.0
248,"Sparta Systems, Inc., Project Silverback Holdings Corp. and Silverback Holdings, Inc. (15)",Quality management software provider,Second lien senior secured loan ($20.0 par due 8/2025),9.32% (Libor + 8.25%/Q),8/21/2017,19.7,15.6
249,"Sparta Systems, Inc., Project Silverback Holdings Corp. and Silverback Holdings, Inc. (15)",Quality management software provider,"Series B preferred shares (10,084 shares)",0,8/21/2017,1.1,0.0
250,Storm UK Holdco Limited and Storm US Holdco Inc. (15),Provider of water infrastructure software solutions for municipalities / utilities and engineering consulting firms,First lien senior secured revolving loan ($0.7 par due 5/2022),6.25% (Libor + 5.25%/Q),5/5/2017,0.7,0.7
251,"Surf Holdings, LLC",Cybersecurity solutions provider,Second lien senior secured loan ($25.0 par due 3/2028),9.00% (Libor + 8.00%/Q),3/5/2020,25.0,24.3
252,Telestream Holdings Corporation (15),Provider of digital video tools and workflow solutions to the media and entertainment industries,First lien senior secured revolving loan,0,2/8/2018,0.0,0.0
253,"The Ultimate Software Group, Inc. and H&F Unite Partners, L.P. (15)",Provider of cloud based HCM solutions for businesses,First lien senior secured revolving loan ($8.9 par due 5/2024),3.68% (Libor + 3.50%/Q),5/3/2019,8.9,8.9
254,"The Ultimate Software Group, Inc. and H&F Unite Partners, L.P. (15)",Provider of cloud based HCM solutions for businesses,Second lien senior secured loan ($205.4 par due 5/2027),8.18% (Libor + 8.00%/Q),5/3/2019,205.4,205.4
255,"The Ultimate Software Group, Inc. and H&F Unite Partners, L.P. (15)",Provider of cloud based HCM solutions for businesses,"Limited partner interests (12,583,556 interests)",0,5/3/2019,12.6,12.6
256,"TimeClock Plus, LLC (15)",Workforce management solutions provider,First lien senior secured loan ($35.3 par due 8/2026),6.25% (Libor + 5.25%/Q),8/30/2019,35.3,35.3
257,"Vela Trading Technologies, LLC (15)",Provider of market data software and content to global financial services clients,First lien senior secured revolving loan ($3.5 par due 6/2022),6.15% (Libor + 5.00%/Q),2/8/2018,3.5,3.3
258,"Vela Trading Technologies, LLC (15)",Provider of market data software and content to global financial services clients,First lien senior secured loan ($4.7 par due 6/2022),6.14% (Libor + 5.00%/Q),4/17/2018,4.7,4.4
259,Velocity Holdings Corp.,Hosted enterprise resource planning application management services provider,"Common units (1,713,546 units)",0,12/13/2013,4.5,2.1
260,"WebPT, Inc. (15)",Electronic medical record software provider,First lien senior secured revolving loan ($0.1 par due 8/2024),7.75% (Libor + 6.75%/Q),8/28/2019,0.1,0.1
261,"WebPT, Inc. (15)",Electronic medical record software provider,First lien senior secured loan ($48.1 par due 8/2024),7.75% (Libor + 6.75%/Q),8/28/2019,48.1,46.6
262,WorldPay Group PLC,Payment processing company,"C2 shares (73,974 shares)",0,10/21/2015,0.0,0.0
263,"Zemax Software Holdings, LLC (15)",Provider of optical illumination design software to design engineers,First lien senior secured revolving loan ($2.0 par due 6/2024),8.00% (Base Rate + 4.75%/Q),6/25/2018,2.0,2.0
264,"Zemax Software Holdings, LLC (15)",Provider of optical illumination design software to design engineers,First lien senior secured loan ($16.7 par due 6/2024),6.75% (Libor + 5.75%/Q),6/25/2018,16.7,16.7
265,"Zywave, Inc. (15)",Provider of software and technology-enabled content and analytical solutions to insurance brokers,First lien senior secured revolving loan ($2.6 par due 11/2022),6.00% (Libor + 5.00%/Q),11/17/2016,2.6,2.6
266,"Zywave, Inc. (15)",Provider of software and technology-enabled content and analytical solutions to insurance brokers,First lien senior secured loan ($0.2 par due 11/2022),6.00% (Libor + 5.00%/Q),4/28/2020,0.2,0.2
267,"Zywave, Inc. (15)",Provider of software and technology-enabled content and analytical solutions to insurance brokers,Second lien senior secured loan ($17.1 par due 11/2023),10.10% (Libor + 9.00%/Q),11/17/2016,17.1,17.0
268,"Zywave, Inc. (15)",Provider of software and technology-enabled content and analytical solutions to insurance brokers,Second lien senior secured loan ($2.3 par due 11/2023),10.10% (Libor + 9.00%/Q),12/3/2019,2.3,2.3
269,Accommodations Plus Technologies LLC and Accommodations Plus Technologies Holdings LLC (15),Provider of outsourced crew accommodations and logistics management solutions to the airline industry,First lien senior secured revolving loan ($4.1 par due 5/2023),6.00% (Libor + 5.00%/Q),5/11/2018,4.1,3.6
270,Accommodations Plus Technologies LLC and Accommodations Plus Technologies Holdings LLC (15),Provider of outsourced crew accommodations and logistics management solutions to the airline industry,"Class A common units (236,358 units)",0,5/11/2018,4.3,4.1
271,Aero Operating LLC,Service provider of snow removal and melting service for airports and marine terminals,First lien senior secured loan ($37.2 par due 2/2026),8.00% (Libor + 6.50%/Q),2/7/2020,37.2,35.3
272,"AMCP Clean Intermediate, LLC (15)",Provider of janitorial and facilities management services,First lien senior secured revolving loan ($3.2 par due 10/2024),6.51% (Libor + 5.50%/Q),10/1/2018,3.2,3.1
273,"Capstone Logistics Acquisition, Inc. (15)",Outsourced supply chain solutions provider to operators of distribution centers,First lien senior secured revolving loan ($0.2 par due 4/2021),4.68% (Libor + 4.50%/Q),2/8/2018,0.2,0.2
274,"Cozzini Bros., Inc. and BH-Sharp Holdings LP (15)",Provider of commercial knife sharpening and cutlery services in the restaurant industry,First lien senior secured revolving loan ($0.3 par due 3/2023),"10.07% (Libor + 4.50% Cash, 4.50% PIK/Q)",3/10/2017,0.3,0.2
275,"Cozzini Bros., Inc. and BH-Sharp Holdings LP (15)",Provider of commercial knife sharpening and cutlery services in the restaurant industry,First lien senior secured loan ($11.7 par due 3/2023),"10.07% (Libor + 4.50% Cash, 4.50% PIK/Q)",3/10/2017,11.7,10.5
276,"Cozzini Bros., Inc. and BH-Sharp Holdings LP (15)",Provider of commercial knife sharpening and cutlery services in the restaurant industry,"Common units (2,950,000 units)",0,3/10/2017,3.0,1.1
277,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (4)(15)",Provider of outsourced healthcare linen management solutions,First lien senior secured revolving loan ($4.0 par due 12/2021),7.34% (Libor + 6.25%/M),3/13/2014,4.0,4.0
278,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (4)(15)",Provider of outsourced healthcare linen management solutions,First lien senior secured loan ($10.0 par due 12/2021),7.32% (Libor + 6.25%/Q),3/13/2014,10.0,10.0
279,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (4)(15)",Provider of outsourced healthcare linen management solutions,First lien senior secured loan ($0.9 par due 12/2021),7.32% (Libor + 6.25%/Q),4/6/2017,0.9,0.9
280,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (4)(15)",Provider of outsourced healthcare linen management solutions,First lien senior secured loan ($5.0 par due 12/2021),7.38% (Libor + 6.25%/Q),2/22/2019,5.0,5.0
