,Company(1),Business Description,Investment,Interest (5)(11),Acquisition  Date,Amortized  Cost,Fair Value
245,"Tripwire, Inc.",IT security software provider,"Senior secured loan ($50,000 par due 5/2018)",6.00% (Libor + 4.75%/Q),5/23/2011,50000.0,50000
246,"Tripwire, Inc.",IT security software provider,"Class A common stock (2,970 shares)",0,5/23/2011,2970.0,4932
247,"Tripwire, Inc.",IT security software provider,"Class B common stock (2,655,638 shares)",0,5/23/2011,30.0,50
249,"Venturehouse-Cibernet Investors, LLC",Financial settlement services for intercarrier wireless roaming,Equity interest,0,4/1/2010,0.0,0
250,"VSS-Tranzact Holdings, LLC (6)",Management consulting services,Series B preferred units (854 units),0,11/7/2011,867.0,899
251,"VSS-Tranzact Holdings, LLC (6)",Management consulting services,Common membership interest (8.54% interest),0,10/26/2007,10204.0,224
252,"VSS-Tranzact Holdings, LLC (6)",Management consulting services,"Warrants to purchase up to 4,206 units",0,11/7/2011,0.0,110
257,"Augusta Sportswear, Inc.",Manufacturer of athletic apparel,"Senior secured loan ($8,626 par due 7/2015)",9.50% (Base Rate + 6.25%/Q),9/3/2010,8626.0,8626
258,"Gilchrist & Soames, Inc.",Personal care manufacturer,"Senior secured revolving loan ($1,000 par due 10/2013)",4.22% (Libor + 3.75%/Q),4/1/2010,1000.0,1000
259,"Gilchrist & Soames, Inc.",Personal care manufacturer,"Senior secured revolving loan ($1,500 par due 10/2013)",4.10% (Libor + 3.75%/S),4/1/2010,1500.0,1500
260,"Gilchrist & Soames, Inc.",Personal care manufacturer,"Senior secured loan ($21,941 par due 10/2013)",13.44%,4/1/2010,21498.0,21941
262,"Implus Footcare, LLC",Provider of footwear and other accessories,Preferred stock (455 shares),6.00% PIK,10/31/2011,4659.0,4659
263,"Implus Footcare, LLC",Provider of footwear and other accessories,Common stock (455 shares),0,10/31/2011,455.0,65
265,Insight Pharmaceuticals Corporation (6),OTC drug products manufactuer,"Junior secured loan ($25,000 par due 8/2017)",13.25% (Libor + 11.75%/Q),8/26/2011,24748.0,24500
266,Insight Pharmaceuticals Corporation (6),OTC drug products manufactuer,"Class A common stock (155,000 shares)",0,8/26/2011,6035.0,9525
267,Insight Pharmaceuticals Corporation (6),OTC drug products manufactuer,"Class B common stock (155,000 shares)",0,8/26/2011,6035.0,9525
269,"Making Memories Wholesale, Inc. (7)",Scrapbooking branded products manufacturer,"Senior secured revolving loan ($2,250 par due 8/2014)",0,8/21/2009,2229.0,1105
270,"Making Memories Wholesale, Inc. (7)",Scrapbooking branded products manufacturer,"Senior secured loan ($9,625 par due 8/2014)",0,8/21/2009,7193.0,0
271,"Making Memories Wholesale, Inc. (7)",Scrapbooking branded products manufacturer,"Senior secured loan ($6,086 par due 8/2014)",0,8/21/2009,3874.0,0
272,"Making Memories Wholesale, Inc. (7)",Scrapbooking branded products manufacturer,Common stock (100 shares),0,8/21/2009,0.0,0
274,"Matrixx Initiatives, Inc. and Wonder Holdings Acquisition Corp.",Developer and marketer of over-the-counter healthcare products,"Senior secured revolving loan ($4,500 par due 6/2016)",13.00% (Libor + 12.00%/M),6/30/2011,4500.0,4275
275,"Matrixx Initiatives, Inc. and Wonder Holdings Acquisition Corp.",Developer and marketer of over-the-counter healthcare products,"Senior secured loan ($40,906 par due 6/2016)",13.00% (Libor + 12.00%/Q),6/30/2011,40660.0,38861
276,"Matrixx Initiatives, Inc. and Wonder Holdings Acquisition Corp.",Developer and marketer of over-the-counter healthcare products,"Warrants to purchase up to 1,489 shares of preferred stock",0,7/27/2011,0.0,652
277,"Matrixx Initiatives, Inc. and Wonder Holdings Acquisition Corp.",Developer and marketer of over-the-counter healthcare products,"Warrants to purchase up to 1,654,678 shares of common stock",0,7/27/2011,0.0,0
279,"The Step2 Company, LLC",Toy manufacturer,"Junior secured loan ($27,000 par due 4/2015)",10.00%,4/1/2010,25842.0,27000
280,"The Step2 Company, LLC",Toy manufacturer,"Junior secured loan ($31,576 par due 4/2015)","10.00% Cash, 5.00% PIK",4/1/2010,30359.0,28418
281,"The Step2 Company, LLC",Toy manufacturer,"Common units (1,116,879 units)",0,4/1/2010,24.0,15
282,"The Step2 Company, LLC",Toy manufacturer,"Warrants to purchase up to 3,157,895 units",0,4/1/2010,0.0,42
285,"The Thymes, LLC (7)",Cosmetic products manufacturer,"Preferred units (6,283 units)",8.00% PIK,6/21/2007,5834.0,6564
286,"The Thymes, LLC (7)",Cosmetic products manufacturer,"Common units (5,400 units)",0,6/21/2007,0.0,870
288,Woodstream Corporation,Pet products manufacturer,"Senior subordinated loan ($45,000 par due 2/2015)",12.00%,1/22/2010,40723.0,44550
289,Woodstream Corporation,Pet products manufacturer,"Common stock (4,254 shares)",0,1/22/2010,1222.0,2504
293,"ICSH, Inc.","Industrial container manufacturer, reconditioner and servicer","Senior secured loan ($61,161 par due 8/2016)",8.00% (Libor + 7.00%/Q),8/31/2011,61161.0,61161
294,"ICSH, Inc.","Industrial container manufacturer, reconditioner and servicer","Senior secured loan ($49,745 par due 8/2016)",8.00% (Libor + 7.00%/Q),8/31/2011,49745.0,49745
295,"ICSH, Inc.","Industrial container manufacturer, reconditioner and servicer","Senior secured loan ($9,974 par due 8/2016)",8.00% (Libor + 7.00%/Q),8/31/2011,9974.0,9974
297,Microstar Logistics LLC,Keg management solutions provider,"Junior secured loan ($60,000 par due 8/2016)",10.00% (Libor + 9.00%/Q),8/5/2011,60000.0,60000
298,Microstar Logistics LLC,Keg management solutions provider,"Junior secured loan ($50,000 par due 8/2016)",10.00% (Libor + 9.00%/Q),8/5/2011,50000.0,50000
302,"Competitor Group, Inc.",Endurance sports media and event operator,"Senior secured loan ($29,542 par due 1/2017)",9.50% (Libor + 8.00%/Q),1/30/2012,29542.0,29542
303,"McKenzie Sports Products, LLC","Designer, manufacturer and distributor of taxidermy forms and supplies","Senior secured loan ($32,000 par due 3/2017)",7.75% (Base Rate + 4.50%/M),3/30/2012,32000.0,32000
304,The Dwyer Group (6),Operator of multiple franchise concepts primarily related to home maintenance or repairs,"Senior subordinated loan ($17,100 par due 12/2016)",14.50%,12/22/2010,17100.0,17100
305,The Dwyer Group (6),Operator of multiple franchise concepts primarily related to home maintenance or repairs,"Series A preferred units (13,292,377 units)",8.00% PIK,12/22/2010,14701.0,19425
307,"Wash Multifamily Laundry Systems, LLC (fka Web Services Company, LLC)",Laundry service and equipment provider,"Senior secured loan ($4,837 par due 8/2014)",7.00% (Base Rate + 3.75%/Q),6/15/2009,4722.0,4837
308,"Wash Multifamily Laundry Systems, LLC (fka Web Services Company, LLC)",Laundry service and equipment provider,"Junior secured loan ($36,900 par due 8/2015)",10.88% (Libor + 9.38%/Q),1/25/2011,36900.0,36900
309,"Wash Multifamily Laundry Systems, LLC (fka Web Services Company, LLC)",Laundry service and equipment provider,"Junior secured loan ($50,000 par due 8/2015)",10.88% (Libor + 9.38%/Q),1/25/2011,50000.0,50000
310,"Wash Multifamily Laundry Systems, LLC (fka Web Services Company, LLC)",Laundry service and equipment provider,"Junior secured loan ($3,100 par due 8/2015)",10.88% (Libor + 9.38%/Q),1/25/2011,3100.0,3100
314,"Component Hardware Group, Inc.",Commercial equipment,"Junior secured loan ($3,130 par due 12/2014)","7.00% Cash, 3.00% PIK",8/4/2010,3130.0,3130
315,"Component Hardware Group, Inc.",Commercial equipment,"Senior subordinated loan ($10,729 par due 12/2014)","7.50% Cash, 5.00% PIK",4/1/2010,7262.0,10729
316,"Component Hardware Group, Inc.",Commercial equipment,"Warrants to purchase up to 1,462,500 shares of common stock",0,8/4/2010,0.0,4235
319,HOPPY Holdings Corp.,Automotive and recreational vehicle aftermarket products,"Senior secured loan ($13,988 par due 6/2016)",5.00% (Libor + 3.75%/M),6/3/2011,13988.0,13568
320,"MWI Holdings, Inc.","Highly engineered springs, fastners, and other precision components","Senior secured loan ($48,274 par due 6/2017)",10.00% (Libor + 8.00%/Q),6/15/2011,48274.0,48274
321,"NetShape Technologies, Inc.",Metal precision engineered components,Senior secured revolving loan ($285 par due 2/2013),3.94% (Libor + 3.75%/Q),4/1/2010,147.0,250
322,"NetShape Technologies, Inc.",Metal precision engineered components,Senior secured revolving loan ($648 par due 2/2013),4.22% (Libor + 3.75%/Q),4/1/2010,335.0,568
324,"Protective Industries, Inc.",Plastic protection products,Senior secured loan ($14 par due 5/2017),6.25% (Base Rate + 3.00%/M),5/23/2011,14.0,14
325,"Protective Industries, Inc.",Plastic protection products,"Senior secured loan ($5,575 par due 5/2017)",5.75% (Libor + 4.25%/M),5/23/2011,5575.0,5519
326,"Protective Industries, Inc.",Plastic protection products,Senior subordinated loan ($733 par due 5/2018),"8.00% Cash, 7.25% PIK",5/23/2011,733.0,733
327,"Protective Industries, Inc.",Plastic protection products,"Preferred stock (2,379,361 shares)",0,5/23/2011,2307.0,3497
329,Saw Mill PCG Partners LLC,Metal precision engineered components,"Common units (1,000 units)",0,1/30/2007,1000.0,0
330,"Sigma International Group, Inc. (8)",Water treatment parts,"Junior secured loan ($4,100 par due 4/2014)","10.00% (Libor + 3.50% Cash, 5.00% PIK /A)",7/8/2011,4100.0,3280
331,"SSH Environmental Industries, Inc. and SSH Non-Destructive Testing, Inc.",Magnetic sensors and supporting sensor products,"Senior secured loan ($12,109 par due 12/2016)",9.00% (Libor + 7.50%/Q),3/23/2012,11868.0,12109
332,"WP CPP Holdings, LLC",Precision engineered castings,"Senior secured loan ($20,770 par due 10/2017)",8.50% (Libor + 7.00%/M),10/11/2011,20674.0,20770
333,"WP CPP Holdings, LLC",Precision engineered castings,Senior secured loan ($52 par due 10/2017),9.25% (Base Rate + 6.00%/Q),10/11/2011,52.0,52
334,"WP CPP Holdings, LLC",Precision engineered castings,"Senior secured loan ($49,875 par due 10/2017)",8.50% (Libor + 7.00%/M),10/11/2011,49626.0,49875
335,"WP CPP Holdings, LLC",Precision engineered castings,Senior secured loan ($125 par due 10/2017),9.25% (Base Rate + 6.00%/Q),10/11/2011,125.0,125
339,"American Broadband Communications, LLC, American Broadband Holding Company and Cameron Holdings of NC, Inc.",Broadband communication services,"Senior secured loan ($8,253 par due 9/2013)",7.50% (Libor + 5.50%/Q),9/1/2010,8253.0,8253
340,"American Broadband Communications, LLC, American Broadband Holding Company and Cameron Holdings of NC, Inc.",Broadband communication services,"Senior subordinated loan ($22,481 par due 11/2014)","12.00% Cash, 4.00% PIK",9/1/2010,22481.0,22481
341,"American Broadband Communications, LLC, American Broadband Holding Company and Cameron Holdings of NC, Inc.",Broadband communication services,"Senior subordinated loan ($10,581 par due 11/2014)","12.00% Cash, 2.00% PIK",11/7/2007,10581.0,10581
342,"American Broadband Communications, LLC, American Broadband Holding Company and Cameron Holdings of NC, Inc.",Broadband communication services,"Senior subordinated loan ($33,595 par due 11/2014)","12.00% Cash, 2.00% PIK",11/7/2007,33595.0,33595
343,"American Broadband Communications, LLC, American Broadband Holding Company and Cameron Holdings of NC, Inc.",Broadband communication services,Warrants to purchase up to 378 shares,0,11/7/2007,0.0,4661
344,"American Broadband Communications, LLC, American Broadband Holding Company and Cameron Holdings of NC, Inc.",Broadband communication services,Warrants to purchase up to 200 shares,0,9/1/2010,0.0,2466
347,Dialog Telecom LLC,Broadband communication services,"Senior secured loan ($16,475 par due 12/2013)","12.00% (Libor + 10.00% Cash, 1.50% PIK /Q)",6/20/2011,16475.0,16475
348,"Startec Equity, LLC (7)",Communication services,Member interest,0,4/1/2010,0.0,0
351,"Direct Buy Holdings, Inc. and Direct Buy Investors, LP (6)",Membership based buying club franchisor and operator,"Limited partnership interest (66,667 shares)",0,4/1/2010,2594.0,0
352,"Direct Buy Holdings, Inc. and Direct Buy Investors, LP (6)",Membership based buying club franchisor and operator,"Limited partnership interest (83,333 shares)",0,11/30/2007,8333.0,0
354,Fulton Holdings Corp.,Airport restaurant operator,"Senior secured loan ($40,000 par due 5/2016)",12.50%,5/28/2010,40000.0,40000
355,Fulton Holdings Corp.,Airport restaurant operator,"Common stock (19,672 shares)",0,5/28/2010,1967.0,1550
357,"Savers, Inc. and SAI Acquisition Corporation",For-profit thrift retailer,"Common stock (1,218,481 shares)",0,8/8/2006,4909.0,16744
358,Things Remembered Inc. and TRM Holdings Corporation,Personalized gifts retailer,"Senior secured loan ($10,993 par due 3/2014)",9.00% (Libor + 7.00%/M),9/28/2006,10983.0,10993
359,Things Remembered Inc. and TRM Holdings Corporation,Personalized gifts retailer,"Senior secured loan ($10,000 par due 3/2014)",9.00% (Libor + 7.00%/M),9/28/2006,9991.0,10000
360,Things Remembered Inc. and TRM Holdings Corporation,Personalized gifts retailer,"Senior secured loan ($7,161 par due 3/2014)",9.00% (Libor + 7.00%/M),9/28/2006,7238.0,7161
361,Things Remembered Inc. and TRM Holdings Corporation,Personalized gifts retailer,Class B Preferred stock (73 shares),0,3/19/2009,0.0,2056
362,Things Remembered Inc. and TRM Holdings Corporation,Personalized gifts retailer,Preferred stock (80 shares),0,9/28/2006,1800.0,2249
363,Things Remembered Inc. and TRM Holdings Corporation,Personalized gifts retailer,Common stock (800 shares),0,9/28/2006,200.0,2804
364,Things Remembered Inc. and TRM Holdings Corporation,Personalized gifts retailer,Warrants to purchase up to 859 shares of preferred stock,0,3/19/2009,0.0,3135
368,Grocery Outlet Inc.,Value grocery retailer,"Senior secured loan ($30,000 par due 12/2017)",10.50% (Libor + 9.00%/Q),12/15/2011,30000.0,30000
369,Grocery Outlet Inc.,Value grocery retailer,"Senior secured loan ($1,342 par due 12/2017)",11.25% (Base Rate + 8.00%/Q),12/15/2011,1342.0,1342
370,Grocery Outlet Inc.,Value grocery retailer,"Senior secured loan ($47,619 par due 12/2017)",10.50% (Libor + 9.00%/Q),12/15/2011,47619.0,47619
371,Grocery Outlet Inc.,Value grocery retailer,"Senior secured loan ($2,131 par due 12/2017)",11.25% (Base Rate + 8.00%/Q),12/15/2011,2131.0,2131
372,Grocery Outlet Inc.,Value grocery retailer,"Senior secured loan ($9,524 par due 12/2017)",10.50% (Libor + 9.00%/Q),12/15/2011,9524.0,9524
373,Grocery Outlet Inc.,Value grocery retailer,Senior secured loan ($426 par due 12/2017),11.25% (Base Rate + 8.00%/Q),12/15/2011,426.0,426
377,"La Paloma Generating Company, LLC","Natural gas fired, combined cycle plant operator","Junior secured loan ($59,000 par due 8/2018)",10.25% (Libor + 8.75%/Q),8/9/2011,57807.0,56050
378,USG Nevada LLC,"Geothermal, renewable energy, developer for electrical power and direct uses","Junior secured loan ($7,500 par due 6/2012)",4.01% (Libor + 3.50%/Q),11/9/2011,7500.0,7500
382,"Driven Holdings, LLC",Automotive aftermarket car care franchisor,"Preferred stock (247,500 units)",0,12/16/2011,2475.0,2408
383,"Driven Holdings, LLC",Automotive aftermarket car care franchisor,"Common stock (25,000 units)",0,12/16/2011,25.0,0
385,"Stag-Parkway, Inc. (7)",Automotive aftermarket components supplier,"Senior secured loan ($34,500 par due 12/2014)",12.50% (Libor + 11.00%/Q),9/30/2010,34500.0,34500
386,"Stag-Parkway, Inc. (7)",Automotive aftermarket components supplier,"Preferred stock (4,200 shares)",16.50% PIK,9/30/2010,2484.0,4200
387,"Stag-Parkway, Inc. (7)",Automotive aftermarket components supplier,"Common stock (10,200 shares)",0,9/30/2010,0.0,16290
391,"10th Street, LLC (6)",Real estate holding company,"Senior subordinated loan ($24,460 par due 11/2014)","8.93% Cash, 4.07% PIK",4/1/2010,24460.0,24460
392,"10th Street, LLC (6)",Real estate holding company,Member interest (10.00% interest),0,4/1/2010,594.0,512
393,"10th Street, LLC (6)",Real estate holding company,"Option (25,000 units)",0,4/1/2010,25.0,25
395,"American Commercial Coatings, Inc.",Real estate property,"Commercial mortgage loan ($2,000 par due 12/2025)",0,4/1/2010,1423.0,2004
396,"Aquila Binks Forest Development, LLC",Real estate developer,Real estate equity interests,0,4/1/2010,0.0,0
397,"Aquila Binks Forest Development, LLC",Real estate developer,"Commercial mortgage loan ($13,477 par due 12/2014)",0,4/1/2010,11900.0,3138
399,"Cleveland East Equity, LLC",Hotel operator,Real estate equity interests,0,4/1/2010,1026.0,3061
400,"Commons R-3, LLC",Real estate developer,Real estate equity interests,0,4/1/2010,0.0,0
401,"Crescent Hotels & Resorts, LLC and affiliates (7)",Hotel operator,Senior secured loan ($433 par due 6/2010),10.00%,4/1/2010,433.0,444
402,"Crescent Hotels & Resorts, LLC and affiliates (7)",Hotel operator,"Senior subordinated loan ($4,181 par due 1/2012)",0,4/1/2010,1475.0,138
403,"Crescent Hotels & Resorts, LLC and affiliates (7)",Hotel operator,"Senior subordinated loan ($7,306 par due 6/2017)",0,4/1/2010,2410.0,241
404,"Crescent Hotels & Resorts, LLC and affiliates (7)",Hotel operator,"Senior subordinated loan ($6,142 par due 9/2012)",0,4/1/2010,2051.0,203
405,"Crescent Hotels & Resorts, LLC and affiliates (7)",Hotel operator,Senior subordinated loan ($261 par due 3/2013),0,4/1/2010,263.0,9
406,"Crescent Hotels & Resorts, LLC and affiliates (7)",Hotel operator,"Senior subordinated loan ($9,903 par due 9/2011)",0,4/1/2010,0.0,0
407,"Crescent Hotels & Resorts, LLC and affiliates (7)",Hotel operator,Preferred equity interest,0,4/1/2010,0.0,39
408,"Crescent Hotels & Resorts, LLC and affiliates (7)",Hotel operator,Common equity interest,0,4/1/2010,35.0,0
410,"Hot Light Brands, Inc. (7)",Real estate holding company,"Senior secured loan ($35,239 par due 2/2011)",0,4/1/2010,3945.0,3631
411,"Hot Light Brands, Inc. (7)",Real estate holding company,"Common stock (93,500 shares)",0,4/1/2010,0.0,0
413,"NPH, Inc.",Hotel property,Real estate equity interests,0,4/1/2010,5291.0,8540
416,"EarthColor, Inc. (7)",Printing management services,"Common stock (89,435 shares)",0,4/1/2010,0.0,0
418,"National Print Group, Inc.",Printing management services,"Senior secured revolving loan ($1,141 par due 10/2013)",9.00% (Libor + 6.00%/M),3/2/2006,1141.0,1050
419,"National Print Group, Inc.",Printing management services,"Senior secured revolving loan ($1,825 par due 10/2013)",9.00% (Base Rate + 5.00%/M),3/2/2006,1825.0,1679
420,"National Print Group, Inc.",Printing management services,Senior secured loan ($19 par due 10/2013),"10.00% (Libor + 6.00% Cash, 1.00% PIK /Q)",3/2/2006,19.0,18
421,"National Print Group, Inc.",Printing management services,Senior secured loan ($- par due 10/2013),"10.00% (Base Rate + 5.00% Cash, 1.00% PIK /M)",3/2/2006,0.0,0
422,"National Print Group, Inc.",Printing management services,"Senior secured loan ($7,520 par due 10/2013)","10.00% (Libor + 6.00% Cash, 1.00% PIK /Q)",3/2/2006,7221.0,7069
423,"National Print Group, Inc.",Printing management services,Senior secured loan ($109 par due 10/2013),"10.00% (Base Rate + 5.00% Cash, 1.00% PIK /M)",3/2/2006,104.0,102
424,"National Print Group, Inc.",Printing management services,"Preferred stock (9,344 shares)",0,3/2/2006,2000.0,0
426,"The Teaching Company, LLC and The Teaching Company Holdings, Inc.",Education publications provider,"Senior secured loan ($31,696 par due 3/2017)",9.00% (Libor + 7.50%/M),9/29/2006,31696.0,31696
427,"The Teaching Company, LLC and The Teaching Company Holdings, Inc.",Education publications provider,"Preferred stock (10,663 shares)",0,9/29/2006,1066.0,4782
428,"The Teaching Company, LLC and The Teaching Company Holdings, Inc.",Education publications provider,"Common stock (15,393 shares)",0,9/29/2006,3.0,11
432,"Apple & Eve, LLC and US Juice Partners, LLC (6)",Juice manufacturer,Senior secured revolving loan ($500 par due 10/2013),12.00% (Libor + 9.00%/Q),10/5/2007,500.0,500
433,"Apple & Eve, LLC and US Juice Partners, LLC (6)",Juice manufacturer,"Senior secured loan ($8,301 par due 10/2013)",12.00% (Libor + 9.00%/M),10/5/2007,8301.0,8301
434,"Apple & Eve, LLC and US Juice Partners, LLC (6)",Juice manufacturer,"Senior secured loan ($4,986 par due 10/2013)",12.00% (Libor + 9.00%/M),10/5/2007,4986.0,4986
435,"Apple & Eve, LLC and US Juice Partners, LLC (6)",Juice manufacturer,"Senior secured loan ($13,979 par due 10/2013)",12.00% (Libor + 9.00%/M),10/5/2007,13979.0,13979
436,"Apple & Eve, LLC and US Juice Partners, LLC (6)",Juice manufacturer,"Senior units (50,000 units)",0,10/5/2007,5000.0,1932
438,"Charter Baking Company, Inc.",Baked goods manufacturer,"Senior subordinated loan ($8,230 par due 2/2013)",16.00% PIK,2/6/2008,8230.0,8230
439,"Charter Baking Company, Inc.",Baked goods manufacturer,"Preferred stock (6,258 shares)",8.00% PIK,9/1/2006,2517.0,1519
441,Distant Lands Trading Co.,Coffee manufacturer,"Class A common stock (1,294 shares)",0,4/1/2010,980.0,354
442,Distant Lands Trading Co.,Coffee manufacturer,"Class A-1 common stock (2,157 shares)",0,4/1/2010,0.0,0
446,Bushnell Inc.,Sports optics manufacturer,"Junior secured loan ($41,325 par due 2/2014)",7.08% (Libor + 6.50%/Q),4/1/2010,34232.0,39259
450,"Geotrace Technologies, Inc.","Reservoir processing, development","Warrants to purchase up to 69,978 shares of common stock",0,4/1/2010,88.0,0
451,"Geotrace Technologies, Inc.","Reservoir processing, development","Warrants to purchase up to 210,453 shares of preferred stock",0,4/1/2010,2805.0,541
453,"UL Holding Co., LLC (6)",Petroleum product manufacturer,"Junior secured loan ($2,000 par due 12/2012)",9.34% (Libor + 8.88%/Q),12/24/2007,2000.0,2000
454,"UL Holding Co., LLC (6)",Petroleum product manufacturer,"Junior secured loan ($2,000 par due 12/2012)",14.00%,12/24/2007,2000.0,2000
455,"UL Holding Co., LLC (6)",Petroleum product manufacturer,"Junior secured loan ($2,093 par due 12/2012)",9.41% (Libor + 8.88%/Q),6/17/2011,2093.0,2093
456,"UL Holding Co., LLC (6)",Petroleum product manufacturer,"Junior secured loan ($2,061 par due 12/2012)",14.00%,12/24/2007,2061.0,2061
457,"UL Holding Co., LLC (6)",Petroleum product manufacturer,"Junior secured loan ($5,000 par due 12/2012)",15.00%,8/13/2010,5000.0,5000
458,"UL Holding Co., LLC (6)",Petroleum product manufacturer,"Junior secured loan ($2,919 par due 12/2012)",14.00%,12/24/2007,2919.0,2919
459,"UL Holding Co., LLC (6)",Petroleum product manufacturer,Junior secured loan ($833 par due 12/2012),9.41% (Libor + 8.88%/Q),12/24/2007,833.0,833
460,"UL Holding Co., LLC (6)",Petroleum product manufacturer,"Junior secured loan ($1,794 par due 12/2012)",14.00%,12/24/2007,1794.0,1794
461,"UL Holding Co., LLC (6)",Petroleum product manufacturer,"Junior secured loan ($10,701 par due 12/2012)",9.39% (Libor + 8.88%/Q),12/24/2007,10701.0,10701
462,"UL Holding Co., LLC (6)",Petroleum product manufacturer,"Class A common units (10,782 units)",0,6/17/2011,108.0,64
463,"UL Holding Co., LLC (6)",Petroleum product manufacturer,"Class B-5 common units (599,200 units)",0,4/25/2008,5472.0,3569
464,"UL Holding Co., LLC (6)",Petroleum product manufacturer,"Class B-4 common units (50,000 units)",0,6/17/2011,500.0,298
465,"UL Holding Co., LLC (6)",Petroleum product manufacturer,"Class C common units (618,091 units)",0,4/25/2008,0.0,3681
469,PODS Funding Corp.,Storage and warehousing,"Junior subordinated loan ($37,020 par due 5/2017)","10.50% Cash, 5.00% PIK",11/29/2011,37020.0,37020
470,"United Road Towing, Inc.",Towing company,Warrants to purchase up to 607 shares,0,4/1/2010,0.0,0
473,"AWTP, LLC (7)",Water treatment services,"Junior secured loan ($4,161 par due 6/2015)","5.00% Cash, 5.00% PIK",4/18/2011,4161.0,4161
474,"AWTP, LLC (7)",Water treatment services,Junior secured loan ($930 par due 6/2015),15.00% PIK,4/18/2011,930.0,824
475,"AWTP, LLC (7)",Water treatment services,"Junior secured loan ($4,689 par due 6/2015)",15.00% PIK,4/18/2011,4689.0,4157
476,"AWTP, LLC (7)",Water treatment services,Membership interests (90% interest),0,4/18/2011,0.0,0
478,"RE Community Holdings II, Inc.and Pegasus Community Energy, LLC.",Operator of municipal recycling facilities,"Preferred stock (1,000 shares)",12.50% PIK,3/1/2011,8571.0,6004
479,"Waste Pro USA, Inc",Waste management services,"Preferred Class A common equity (611,615 shares)",0,11/9/2006,12263.0,21460
483,"Emerald Performance Materials, LLC",Polymers and performance materials manufacturer,"Senior secured loan ($8,227 par due 11/2013)",8.25% (Libor + 4.25%/M),5/22/2006,8227.0,8227
484,"Emerald Performance Materials, LLC",Polymers and performance materials manufacturer,"Senior secured loan ($6,639 par due 11/2013)",10.00% (Libor + 6.00%/M),6/29/2011,6639.0,6639
485,"Emerald Performance Materials, LLC",Polymers and performance materials manufacturer,Senior secured loan ($610 par due 11/2013),10.00% (Libor + 6.00%/M),6/29/2011,610.0,610
486,"Emerald Performance Materials, LLC",Polymers and performance materials manufacturer,"Senior secured loan ($9,967 par due 11/2013)",10.25% (Base Rate + 3.50%/M),6/29/2011,9967.0,9967
487,"Emerald Performance Materials, LLC",Polymers and performance materials manufacturer,Senior secured loan ($915 par due 11/2013),10.25% (Base Rate + 3.50%/M),6/29/2011,915.0,915
488,"Emerald Performance Materials, LLC",Polymers and performance materials manufacturer,"Senior secured loan ($3,631 par due 11/2013)","13.00% Cash, 3.00% PIK",5/22/2006,3631.0,3631
489,"Emerald Performance Materials, LLC",Polymers and performance materials manufacturer,"Senior secured loan ($5,286 par due 11/2013)","13.00% Cash, 3.00% PIK",5/22/2006,5286.0,5286
493,"Athletic Club Holdings, Inc.",Premier health club operator,"Senior secured loan ($11,500 par due 10/2013)",4.74% (Libor + 4.50%/M),10/11/2007,11500.0,11385
496,"BECO Holding Company, Inc.",Wholesale distributor of first response fire protection equipment and related parts,"Common stock (25,000 shares)",0,7/30/2010,2500.0,3547
499,"Wyle Laboratories, Inc. and Wyle Holdings, Inc.","Provider of specialized engineering, scientific and technical services",Senior preferred stock (775 shares),8.00% PIK,1/17/2008,97.0,97
500,"Wyle Laboratories, Inc. and Wyle Holdings, Inc.","Provider of specialized engineering, scientific and technical services","Common stock (1,885,195 shares)",0,1/17/2008,2291.0,2114
