,Company(1),Business Description,Investment,Interest(3)(7),Acquisition  Date,Amortized  Cost,Fair  Value
190,Compuware Software Group LLC,Web and mobile cloud performance testing and monitoring services provider,"Preferred units (4,132 units)",9.00% PIK,7/31/2019,0.8,1.9
191,Compuware Software Group LLC,Web and mobile cloud performance testing and monitoring services provider,"Common units (744,569 units)",0,7/31/2019,0.0,0.8
193,"Cority Software Inc., IQS, Inc. and Project Falcon Parent, Inc. (16)","Provider of environmental, health and safety software to track compliance data",First lien senior secured loan ($14.4 par due 7/2026),7.66% (Libor + 5.75%/Q),7/2/2019,14.4,13.9
194,"Cority Software Inc., IQS, Inc. and Project Falcon Parent, Inc. (16)","Provider of environmental, health and safety software to track compliance data",First lien senior secured loan ($4.5 par due 7/2026),7.66% (Libor + 5.75%/Q),10/15/2019,4.5,4.3
195,"Cority Software Inc., IQS, Inc. and Project Falcon Parent, Inc. (16)","Provider of environmental, health and safety software to track compliance data",First lien senior secured loan ($9.0 par due 7/2026),7.56% (Libor + 5.75%/Q),1/22/2020,9.0,8.8
196,"Cority Software Inc., IQS, Inc. and Project Falcon Parent, Inc. (16)","Provider of environmental, health and safety software to track compliance data",Preferred equity (198 shares),9.00% PIK,7/2/2019,0.2,0.2
197,"Cority Software Inc., IQS, Inc. and Project Falcon Parent, Inc. (16)","Provider of environmental, health and safety software to track compliance data","Common equity (190,143 shares)",0,7/2/2019,0.0,0.1
199,Datix Bidco Limited,Global healthcare software company that provides software solutions for patient safety and risk management,First lien senior secured loan ($5.8 par due 4/2025),6.43% (Libor + 4.50%/Q),4/27/2018,5.8,5.7
200,Datix Bidco Limited,Global healthcare software company that provides software solutions for patient safety and risk management,First lien senior secured loan ($10.0 par due 4/2025),6.43% (Libor + 4.50%/Q),5/28/2019,9.9,9.7
201,Datix Bidco Limited,Global healthcare software company that provides software solutions for patient safety and risk management,First lien senior secured loan ($3.1 par due 4/2025),6.43% (Libor + 4.50%/Q),10/7/2019,3.0,3.0
203,"Directworks, Inc. and Co-Exprise Holdings, Inc.",Provider of cloud-based software solutions for direct materials sourcing and supplier management for manufacturers,First lien senior secured loan ($1.8 par due 4/2018),0,12/19/2014,1.3,0.0
204,"Directworks, Inc. and Co-Exprise Holdings, Inc.",Provider of cloud-based software solutions for direct materials sourcing and supplier management for manufacturers,"Warrant to purchase up to 1,875,000 shares of Series 1 preferred stock (expires 12/2024)",0,12/19/2014,0.0,0.0
206,Doxim Inc.,Enterprise content management provider,First lien senior secured loan ($10.2 par due 2/2024),7.45% (Libor + 6.00%/Q),2/28/2018,10.1,10.0
207,Doxim Inc.,Enterprise content management provider,First lien senior secured loan ($6.8 par due 2/2024),7.00% (Libor + 6.00%/Q),2/28/2018,6.8,6.7
209,"Drilling Info Holdings, Inc. and Titan DI Preferred Holdings, Inc.",SaaS based business analytics company focused on oil and gas industry,Second lien senior secured loan ($25.0 par due 7/2026),9.24% (Libor + 8.25%/M),2/11/2020,25.0,24.0
210,"Drilling Info Holdings, Inc. and Titan DI Preferred Holdings, Inc.",SaaS based business analytics company focused on oil and gas industry,Preferred stock (29.53 shares),13.50% PIK,2/11/2020,28.6,29.5
212,"Dynatrace, Inc.",Web and mobile cloud performance testing and monitoring services provider,"Common stock (690,003 shares)",0,8/5/2019,0.9,16.4
213,"EP Purchaser, LLC., Entertainment Partners Canada ULC and TPG VIII EP Co-Invest II, L.P. (16)",Provider of entertainment workforce and production management solutions,First lien senior secured revolving loan ($22.4 par due 5/2025),6.71% (Libor + 5.75%/M),5/10/2019,22.4,21.8
214,"EP Purchaser, LLC., Entertainment Partners Canada ULC and TPG VIII EP Co-Invest II, L.P. (16)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($29.4 par due 5/2026),7.20% (Libor + 5.75%/Q),5/10/2019,29.4,28.5
215,"EP Purchaser, LLC., Entertainment Partners Canada ULC and TPG VIII EP Co-Invest II, L.P. (16)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($20.7 par due 5/2026),7.69% (Libor + 5.75%/Q),5/10/2019,20.7,20.1
216,"EP Purchaser, LLC., Entertainment Partners Canada ULC and TPG VIII EP Co-Invest II, L.P. (16)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($10.8 par due 5/2026),7.20% (Libor + 5.75%/Q),5/10/2019,10.8,10.4
217,"EP Purchaser, LLC., Entertainment Partners Canada ULC and TPG VIII EP Co-Invest II, L.P. (16)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($4.1 par due 5/2026),7.85% (Libor + 5.75%/Q),5/10/2019,4.1,4.0
218,"EP Purchaser, LLC., Entertainment Partners Canada ULC and TPG VIII EP Co-Invest II, L.P. (16)",Provider of entertainment workforce and production management solutions,"Partnership units (5,034,483 units)",0,5/10/2019,5.0,5.3
221,Episerver Inc. and Goldcup 17308 AB (16),Provider of web content management and digital commerce solutions,First lien senior secured loan ($5.9 par due 10/2024),6.25% (EURIBOR + 6.25%/M),3/22/2019,6.0,5.5
222,Episerver Inc. and Goldcup 17308 AB (16),Provider of web content management and digital commerce solutions,First lien senior secured loan ($27.4 par due 10/2024),7.00% (Libor + 6.00%/M),10/9/2018,27.4,26.0
224,"eResearch Technology, Inc. and Astorg VII Co-Invest ERT (16)","Provider of mission-critical, software-enabled clinical research solutions",Second lien senior secured loan ($19.9 par due 2/2028),9.45% (Libor + 8.00%/Q),2/4/2020,19.4,19.2
225,"eResearch Technology, Inc. and Astorg VII Co-Invest ERT (16)","Provider of mission-critical, software-enabled clinical research solutions","Limited partnership interest (3,300,000 shares)",0,1/31/2020,3.7,4.0
227,"EZ Elemica Holdings, Inc. & Elemica Parent, Inc (16)",SaaS based supply chain management software provider focused on chemical markets,First lien senior secured revolving loan ($3.0 par due 9/2025),6.69% (Libor + 5.50%/Q),9/18/2019,3.0,2.9
228,"EZ Elemica Holdings, Inc. & Elemica Parent, Inc (16)",SaaS based supply chain management software provider focused on chemical markets,First lien senior secured loan ($59.4 par due 9/2025),6.39% (Libor + 5.50%/Q),9/18/2019,59.4,57.6
229,"EZ Elemica Holdings, Inc. & Elemica Parent, Inc (16)",SaaS based supply chain management software provider focused on chemical markets,"Preferred equity (4,599 shares)",0,9/18/2019,4.6,4.3
231,"First Insight, Inc.",Software company providing merchandising and pricing solutions to companies worldwide,"Warrant to purchase up to 122,827 units of Series C preferred stock (expires 3/2024)",0,3/20/2014,0.0,0.0
232,FM: Systems Group LLC (16),Provider of facilities and space management software solutions,First lien senior secured revolving loan ($1.5 par due 12/2024),6.50% (Libor + 5.50%/M),2/8/2018,1.5,1.5
233,FM: Systems Group LLC (16),Provider of facilities and space management software solutions,First lien senior secured loan ($26.5 par due 12/2024),7.50% (Libor + 6.50%/M),12/2/2019,26.5,25.7
235,"Frontline Technologies Group Holding LLC, Frontline Technologies Blocker Buyer, Inc., Frontline Technologies Holdings, LLC and Frontline Technologies Parent, LLC",Provider of human capital management (“HCM”) and SaaS-based software solutions to employees and administrators of K-12 school organizations,First lien senior secured loan ($16.8 par due 9/2023),6.75% (Libor + 5.75%/M),9/19/2017,16.8,16.6
236,"Frontline Technologies Group Holding LLC, Frontline Technologies Blocker Buyer, Inc., Frontline Technologies Holdings, LLC and Frontline Technologies Parent, LLC",Provider of human capital management (“HCM”) and SaaS-based software solutions to employees and administrators of K-12 school organizations,First lien senior secured loan ($8.3 par due 9/2023),6.75% (Libor + 5.75%/M),9/19/2017,8.3,8.2
237,"Frontline Technologies Group Holding LLC, Frontline Technologies Blocker Buyer, Inc., Frontline Technologies Holdings, LLC and Frontline Technologies Parent, LLC",Provider of human capital management (“HCM”) and SaaS-based software solutions to employees and administrators of K-12 school organizations,"Class A preferred units (4,574 units)",9.00% PIK,9/18/2017,5.2,5.7
238,"Frontline Technologies Group Holding LLC, Frontline Technologies Blocker Buyer, Inc., Frontline Technologies Holdings, LLC and Frontline Technologies Parent, LLC",Provider of human capital management (“HCM”) and SaaS-based software solutions to employees and administrators of K-12 school organizations,"Class B common units (499,050 units)",0,9/18/2017,0.0,3.5
240,Genesis Acquisition Co. and Genesis Holding Co. (16),Child care management software and services provider,First lien senior secured revolving loan ($1.5 par due 7/2024),4.75% (Libor + 3.75%/M),7/31/2018,1.5,1.5
241,Genesis Acquisition Co. and Genesis Holding Co. (16),Child care management software and services provider,Second lien senior secured loan ($25.8 par due 7/2025),9.41% (Libor + 7.50%/Q),7/31/2018,25.8,24.5
242,Genesis Acquisition Co. and Genesis Holding Co. (16),Child care management software and services provider,Class A common stock (8 shares),0,7/31/2018,0.8,0.9
244,"GTCR-Ultra Holdings III, LLC and GTCR-Ultra Holdings LLC (16)",Provider of payment processing and merchant acquiring solutions,First lien senior secured revolving loan ($2.0 par due 8/2022),7.50% (Base Rate + 4.25%/Q),8/1/2017,2.0,1.9
245,"GTCR-Ultra Holdings III, LLC and GTCR-Ultra Holdings LLC (16)",Provider of payment processing and merchant acquiring solutions,Class A-2 units (911 units),0,8/1/2017,0.9,2.5
246,"GTCR-Ultra Holdings III, LLC and GTCR-Ultra Holdings LLC (16)",Provider of payment processing and merchant acquiring solutions,"Class B units (2,878,372 units)",0,8/1/2017,0.0,0.0
248,"Help/Systems Holdings, Inc. (16)",Provider of IT operations management and cybersecurity software,First lien senior secured revolving loan ($5.0 par due 11/2024),5.00% (Libor + 4.00%/M),11/19/2019,5.0,4.8
249,"Help/Systems Holdings, Inc. (16)",Provider of IT operations management and cybersecurity software,First lien senior secured loan ($26.2 par due 11/2026),5.75% (Libor + 4.75%/M),11/22/2019,26.2,24.9
252,"Huskies Parent, Inc. (16)",Insurance software provider,First lien senior secured revolving loan ($1.8 par due 7/2024),5.12% (Libor + 4.00%/M),7/18/2019,1.8,1.5
253,"Huskies Parent, Inc. (16)",Insurance software provider,First lien senior secured loan ($0.8 par due 7/2026),5.78% (Libor + 4.00%/Q),7/18/2019,0.8,0.7
255,IfByPhone Inc.,Voice-based marketing automation software provider,"Warrant to purchase up to 124,300 shares of Series C preferred stock (expires 10/2022)",0,10/15/2012,0.1,0.0
256,"Infogix, Inc. and Infogix Parent Corporation (16)",Enterprise data analytics and integrity software solutions provider,First lien senior secured revolving loan ($5.3 par due 4/2024),8.12% (Libor + 6.75%/Q),4/18/2018,5.3,5.0
257,"Infogix, Inc. and Infogix Parent Corporation (16)",Enterprise data analytics and integrity software solutions provider,"Series A preferred stock (2,475 shares)",0,1/3/2017,2.6,2.3
258,"Infogix, Inc. and Infogix Parent Corporation (16)",Enterprise data analytics and integrity software solutions provider,"Common stock (1,297,768 shares)",0,1/3/2017,0.0,0.0
260,"Inmar, Inc.","Technology-driven solutions provider for retailers, wholesalers and manufacturers",First lien senior secured loan ($15.6 par due 5/2024),5.07% (Libor + 4.00%/Q),1/31/2019,15.0,14.4
261,"Inmar, Inc.","Technology-driven solutions provider for retailers, wholesalers and manufacturers",Second lien senior secured loan ($28.3 par due 5/2025),9.07% (Libor + 8.00%/Q),4/25/2017,28.0,26.3
263,"InterVision Systems, LLC and InterVision Holdings, LLC",Solar power generation facility developer and operator,First lien senior secured loan ($51.7 par due 5/2022),9.59% (Libor + 7.99%/M),5/31/2017,51.7,40.9
264,"InterVision Systems, LLC and InterVision Holdings, LLC",Solar power generation facility developer and operator,"Class A membership units (1,000 units)",0,5/31/2017,1.0,0.0
266,"Invoice Cloud, Inc. (16)",Provider of electronic payment processing solutions,First lien senior secured revolving loan,0,2/11/2019,0.0,0.0
267,"Invoice Cloud, Inc. (16)",Provider of electronic payment processing solutions,First lien senior secured loan ($33.5 par due 2/2024),"8.21% (Libor + 3.25% Cash, 3.25% PIK/Q)",2/11/2019,33.5,32.5
268,"Invoice Cloud, Inc. (16)",Provider of electronic payment processing solutions,First lien senior secured loan ($10.1 par due 2/2024),"7.95% (Libor + 3.25% Cash, 3.25% PIK/Q)",2/11/2019,10.1,9.8
270,"Masergy Holdings, Inc. (16)","Provider of software-defined solutions for enterprise global networks, cyber security, and cloud communications",First lien senior secured revolving loan ($0.7 par due 12/2022),4.50% (Libor + 3.50%/M),2/8/2018,0.7,0.7
271,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (16)",Software and payment services provider to faith-based institutions,First lien senior secured revolving loan ($6.3 par due 12/2022),6.16% (Libor + 5.00%/M),12/2/2016,6.3,6.0
272,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (16)",Software and payment services provider to faith-based institutions,First lien senior secured loan ($9.4 par due 12/2022),5.62% (Libor + 4.00%/B),4/6/2017,9.4,8.8
273,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (16)",Software and payment services provider to faith-based institutions,First lien senior secured loan ($4.8 par due 12/2022),5.62% (Libor + 4.00%/B),8/22/2017,4.8,4.5
274,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (16)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($90.0 par due 6/2023),10.51% (Libor + 9.25%/B),12/2/2016,89.6,87.3
275,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (16)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($16.6 par due 6/2023),10.51% (Libor + 9.25%/B),12/2/2016,16.6,16.1
276,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (16)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($9.2 par due 6/2023),10.51% (Libor + 9.25%/B),4/6/2017,9.2,8.9
277,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (16)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($4.7 par due 6/2023),10.51% (Libor + 9.25%/B),4/6/2017,4.7,4.6
278,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (16)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($17.9 par due 6/2023),10.51% (Libor + 9.25%/B),8/22/2017,17.9,17.4
279,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (16)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($10.3 par due 6/2023),9.26% (Libor + 8.00%/B),4/18/2018,10.3,9.7
280,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (16)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($38.6 par due 6/2023),9.26% (Libor + 8.00%/B),4/18/2018,38.6,36.3
282,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (16)",Software and payment services provider to faith-based institutions,"Class A units (500,000 units)",0,12/2/2016,5.0,5.1
284,MRI Software (16),Provider of real estate and investment management software,First lien senior secured revolving loan ($1.8 par due 2/2026),6.57% (Libor + 5.50%/Q),2/10/2020,1.8,1.7
285,MRI Software (16),Provider of real estate and investment management software,First lien senior secured loan ($51.9 par due 2/2026),6.57% (Libor + 5.50%/Q),2/10/2020,51.9,49.8
287,"n2y Holding, LLC (16)",Developer of cloud-based special education platform,First lien senior secured revolving loan ($0.1 par due 11/2025),7.06% (Libor + 6.00%/Q),11/15/2019,0.1,0.1
288,"Novetta Solutions, LLC","Provider of advanced analytics solutions for the government, defense and commercial industries",First lien senior secured loan ($8.5 par due 10/2022),6.00% (Libor + 5.00%/M),1/3/2017,8.3,8.2
289,"Novetta Solutions, LLC","Provider of advanced analytics solutions for the government, defense and commercial industries",Second lien senior secured loan ($31.0 par due 10/2023),9.50% (Libor + 8.50%/M),1/3/2017,29.5,29.1
291,"nThrive, Inc. (fka Precyse Acquisition Corp.)",Provider of healthcare information management technology and services,Second lien senior secured loan ($10.0 par due 4/2023),10.75% (Libor + 9.75%/M),4/20/2016,9.8,8.5
292,"Park Place Technologies, LLC (16)",Provides hardware maintenance and support services for IT data centers,First lien senior secured revolving loan ($1.6 par due 3/2023),4.75% (Libor + 4.00%/M),3/29/2018,1.6,1.5
293,"PayNearMe, Inc.",Electronic cash payment system provider,"Warrant to purchase up to 195,726 shares of Series E preferred stock (expires 3/2023)",0,3/11/2016,0.2,0.0
294,"PaySimple, Inc. (16)",Provider of business management solutions,First lien senior secured revolving loan ($6.7 par due 8/2024),6.25% (Libor + 5.50%/M),8/23/2019,6.7,6.5
295,"PaySimple, Inc. (16)",Provider of business management solutions,First lien senior secured loan ($11.2 par due 8/2025),6.46% (Libor + 5.50%/M),8/23/2019,11.0,10.9
296,"PaySimple, Inc. (16)",Provider of business management solutions,First lien senior secured loan ($2.5 par due 8/2025),6.56% (Libor + 5.50%/M),8/23/2019,2.5,2.4
298,"PDI TA Holdings, Inc., Peachtree Parent, Inc. and Insight PDI Holdings, LLC (16)",Provider of enterprise management software for the convenience retail and petroleum wholesale market,First lien senior secured revolving loan ($7.6 par due 10/2024),5.50% (Libor + 4.50%/Q),3/19/2019,7.6,7.3
299,"PDI TA Holdings, Inc., Peachtree Parent, Inc. and Insight PDI Holdings, LLC (16)",Provider of enterprise management software for the convenience retail and petroleum wholesale market,First lien senior secured loan ($54.4 par due 10/2024),5.55% (Libor + 4.50%/Q),3/19/2019,54.4,52.2
300,"PDI TA Holdings, Inc., Peachtree Parent, Inc. and Insight PDI Holdings, LLC (16)",Provider of enterprise management software for the convenience retail and petroleum wholesale market,Second lien senior secured loan ($70.1 par due 10/2025),9.50% (Libor + 8.50%/Q),3/19/2019,70.1,66.6
301,"PDI TA Holdings, Inc., Peachtree Parent, Inc. and Insight PDI Holdings, LLC (16)",Provider of enterprise management software for the convenience retail and petroleum wholesale market,"Series A preferred shares (13,656 shares)",13.25% PIK,3/19/2019,15.4,14.9
302,"PDI TA Holdings, Inc., Peachtree Parent, Inc. and Insight PDI Holdings, LLC (16)",Provider of enterprise management software for the convenience retail and petroleum wholesale market,"Class A units (1,942,225 units)",0,3/19/2019,1.9,1.8
304,"Pegasus Global Enterprise Holdings, LLC, Mekone Blocker Acquisition, Inc. and Mekone Parent, LLC (16)",Provider of plant maintenance and scheduling software,First lien senior secured loan ($20.1 par due 5/2025),6.82% (Libor + 5.75%/Q),5/29/2019,20.1,19.3
305,"Pegasus Global Enterprise Holdings, LLC, Mekone Blocker Acquisition, Inc. and Mekone Parent, LLC (16)",Provider of plant maintenance and scheduling software,First lien senior secured loan ($2.8 par due 5/2025),6.95% (Libor + 5.75%/Q),5/29/2019,2.8,2.7
306,"Pegasus Global Enterprise Holdings, LLC, Mekone Blocker Acquisition, Inc. and Mekone Parent, LLC (16)",Provider of plant maintenance and scheduling software,"Class A units (5,000 units)",0,5/29/2019,5.0,5.9
308,"Perforce Software, Inc. (16)",Developer of software used for application development,First lien senior secured revolving loan ($0.5 par due 7/2024),5.36% (Libor + 4.25%/M),7/1/2019,0.5,0.5
309,"PHNTM Holdings, Inc. and Planview Parent, Inc.",Provider of project and portfolio management software,First lien senior secured loan ($1.1 par due 1/2023),6.87% (Libor + 5.25%/B),1/27/2017,1.1,1.1
310,"PHNTM Holdings, Inc. and Planview Parent, Inc.",Provider of project and portfolio management software,First lien senior secured loan ($22.0 par due 1/2023),7.02% (Libor + 5.25%/Q),1/30/2020,22.0,22.0
311,"PHNTM Holdings, Inc. and Planview Parent, Inc.",Provider of project and portfolio management software,Class A common shares (990 shares),0,1/27/2017,1.0,1.4
313,"PHNTM Holdings, Inc. and Planview Parent, Inc.",Provider of project and portfolio management software,"Class B common shares (168,329 shares)",0,1/27/2017,0.0,0.2
315,Poplicus Incorporated,Business intelligence and market analytics platform for companies that sell to the public sector,"Warrant to purchase up to 2,402,991 shares of Series C preferred stock (expires 6/2025)",0,6/25/2015,0.1,0.0
316,"Project Alpha Intermediate Holding, Inc. and Qlik Parent, Inc.",Provider of data visualization software for data analytics,"Class A common shares (7,445 shares)",0,8/22/2016,7.4,11.7
317,"Project Alpha Intermediate Holding, Inc. and Qlik Parent, Inc.",Provider of data visualization software for data analytics,"Class B common shares (1,841,609 shares)",0,8/22/2016,0.1,0.1
319,"QF Holdings, Inc. (16)",SaaS based electronic health record software provider,First lien senior secured revolving loan ($0.1 par due 9/2024),8.20% (Libor + 7.00%/Q),9/19/2019,0.1,0.1
320,"QF Holdings, Inc. (16)",SaaS based electronic health record software provider,First lien senior secured loan ($24.4 par due 9/2024),8.00% (Libor + 7.00%/Q),9/19/2019,24.4,23.7
322,"Raptor Technologies, LLC and Rocket Parent, LLC (16)",Provider of SaaS-based safety and security software to the K-12 school market,First lien senior secured revolving loan ($1.6 par due 12/2023),7.06% (Libor + 6.00%/M),12/17/2018,1.6,1.6
323,"Raptor Technologies, LLC and Rocket Parent, LLC (16)",Provider of SaaS-based safety and security software to the K-12 school market,First lien senior secured loan ($15.9 par due 12/2024),7.54% (Libor + 6.00%/Q),12/17/2018,15.9,15.1
324,"Raptor Technologies, LLC and Rocket Parent, LLC (16)",Provider of SaaS-based safety and security software to the K-12 school market,First lien senior secured loan ($5.4 par due 12/2024),7.45% (Libor + 6.00%/Q),12/17/2018,5.4,5.1
325,"Raptor Technologies, LLC and Rocket Parent, LLC (16)",Provider of SaaS-based safety and security software to the K-12 school market,"Class A common units (2,294,000 units)",0,12/17/2018,2.3,1.6
327,"Regent Education, Inc.",Provider of software solutions designed to optimize the financial aid and enrollment processes,"Warrant to purchase up to 5,393,194 shares of common stock (expires 12/2026)",0,12/23/2016,0.0,0.0
328,"Regent Education, Inc.",Provider of software solutions designed to optimize the financial aid and enrollment processes,Warrant to purchase up to 987 shares of common stock (expires 12/2026),0,12/23/2016,0.0,0.0
330,"Retriever Medical/Dental Payments LLC, FSDC Holdings, LLC, Rectangle Ware-Ever Pay LLC and Retriever Enterprises, LLC (16)",Provider of payment processing services and software to healthcare providers,First lien senior secured revolving loan ($3.5 par due 2/2023),7.25% (Libor + 6.25%/Q),2/3/2017,3.5,3.5
331,"Retriever Medical/Dental Payments LLC, FSDC Holdings, LLC, Rectangle Ware-Ever Pay LLC and Retriever Enterprises, LLC (16)",Provider of payment processing services and software to healthcare providers,First lien senior secured loan ($26.7 par due 2/2023),8.03% (Libor + 6.25%/M),3/14/2019,26.7,26.5
333,"RMCF III CIV XXIX, L.P",Software provider for clinical trial management,Limited partnership interest (99.90% interest),0,12/19/2014,1.0,4.6
334,"Severin Acquisition, LLC, PeopleAdmin, Inc., Promachos Holding, Inc. and Performance Matters LLC (16)",Provider of student information system software solutions to the K-12 education market,First lien senior secured revolving loan ($2.7 par due 8/2023),4.28% (Libor + 3.00%/Q),8/1/2018,2.7,2.5
335,"Severin Acquisition, LLC, PeopleAdmin, Inc., Promachos Holding, Inc. and Performance Matters LLC (16)",Provider of student information system software solutions to the K-12 education market,First lien senior secured revolving loan ($0.4 par due 8/2023),4.98% (Libor + 3.25%/Q),8/1/2018,0.4,0.3
336,"Severin Acquisition, LLC, PeopleAdmin, Inc., Promachos Holding, Inc. and Performance Matters LLC (16)",Provider of student information system software solutions to the K-12 education market,First lien senior secured loan ($34.8 par due 8/2025),6.24% (Libor + 4.50%/Q),11/22/2019,34.8,32.4
337,"Severin Acquisition, LLC, PeopleAdmin, Inc., Promachos Holding, Inc. and Performance Matters LLC (16)",Provider of student information system software solutions to the K-12 education market,Second lien senior secured loan ($80.0 par due 8/2026),8.49% (Libor + 6.75%/Q),6/12/2018,79.4,74.4
339,SIGOS LLC,Web and mobile cloud performance testing and monitoring services provider,"Common units (4,132 units)",0,6/7/2019,0.3,0.5
340,"SocialFlow, Inc.",Social media optimization platform provider,"Warrant to purchase up to 215,331 shares of Series C preferred stock (expires 1/2026)",0,1/13/2016,0.0,0.0
342,SoundCloud Limited,"Platform for receiving, sending, and distributing music","Common stock (73,422 shares)",0,8/15/2017,0.4,0.7
343,"SpareFoot, LLC (16)",PMS solutions and web services for the self-storage industry,First lien senior secured revolving loan ($1.2 par due 4/2023),5.30% (Libor + 4.25%/Q),4/13/2018,1.2,1.2
344,"SpareFoot, LLC (16)",PMS solutions and web services for the self-storage industry,First lien senior secured loan ($0.5 par due 4/2024),5.32% (Libor + 4.25%/Q),3/29/2019,0.5,0.5
345,"SpareFoot, LLC (16)",PMS solutions and web services for the self-storage industry,First lien senior secured loan ($1.4 par due 4/2024),5.32% (Libor + 4.25%/Q),7/1/2019,1.4,1.4
346,"SpareFoot, LLC (16)",PMS solutions and web services for the self-storage industry,First lien senior secured loan ($0.7 par due 4/2024),5.32% (Libor + 4.25%/Q),7/1/2019,0.7,0.7
347,"SpareFoot, LLC (16)",PMS solutions and web services for the self-storage industry,First lien senior secured loan ($0.7 par due 4/2024),5.32% (Libor + 4.25%/Q),8/30/2019,0.7,0.7
348,"SpareFoot, LLC (16)",PMS solutions and web services for the self-storage industry,Second lien senior secured loan ($6.1 par due 4/2025),9.32% (Libor + 8.25%/Q),4/13/2018,6.0,6.0
349,"SpareFoot, LLC (16)",PMS solutions and web services for the self-storage industry,Second lien senior secured loan ($4.2 par due 4/2025),9.32% (Libor + 8.25%/Q),8/31/2018,4.1,4.1
350,"SpareFoot, LLC (16)",PMS solutions and web services for the self-storage industry,Second lien senior secured loan ($2.5 par due 4/2025),10.31% (Libor + 8.25%/Q),7/1/2019,2.5,2.5
351,"SpareFoot, LLC (16)",PMS solutions and web services for the self-storage industry,Second lien senior secured loan ($1.3 par due 4/2025),10.31% (Libor + 8.25%/Q),7/1/2019,1.3,1.3
353,"Sparta Systems, Inc., Project Silverback Holdings Corp. and Silverback Holdings, Inc. (16)",Quality management software provider,Second lien senior secured loan ($20.0 par due 8/2025),9.32% (Libor + 8.25%/Q),8/21/2017,19.7,15.6
354,"Sparta Systems, Inc., Project Silverback Holdings Corp. and Silverback Holdings, Inc. (16)",Quality management software provider,"Series B preferred shares (10,084 shares)",0,8/21/2017,1.1,0.0
356,Storm UK Holdco Limited and Storm US Holdco Inc. (16),Provider of water infrastructure software solutions for municipalities / utilities and engineering consulting firms,First lien senior secured revolving loan ($1.1 par due 5/2022),6.70% (Libor + 5.25%/Q),5/5/2017,1.1,1.1
357,"Surf Holdings, LLC",Cybersecurity solutions provider,Second lien senior secured loan ($25.0 par due 3/2028),9.00% (Libor + 8.00%/Q),3/5/2020,25.0,25.0
358,Telestream Holdings Corporation (16),Provider of digital video tools and workflow solutions to the media and entertainment industries,First lien senior secured revolving loan,0,2/8/2018,0.0,0.0
359,"The Ultimate Software Group, Inc. and H&F Unite Partners, L.P. (16)",Provider of cloud based HCM solutions for businesses,First lien senior secured revolving loan ($8.9 par due 5/2024),4.45% (Libor + 3.50%/M),5/3/2019,8.9,8.6
360,"The Ultimate Software Group, Inc. and H&F Unite Partners, L.P. (16)",Provider of cloud based HCM solutions for businesses,Second lien senior secured loan ($205.4 par due 5/2027),8.99% (Libor + 8.00%/M),5/3/2019,205.4,199.2
361,"The Ultimate Software Group, Inc. and H&F Unite Partners, L.P. (16)",Provider of cloud based HCM solutions for businesses,"Limited partner interests (12,583,556 interests)",0,5/3/2019,12.6,12.6
363,"TimeClock Plus, LLC (16)",Workforce management solutions provider,First lien senior secured revolving loan ($0.2 par due 8/2025),6.51% (Libor + 5.25%/Q),8/30/2019,0.2,0.2
364,"TimeClock Plus, LLC (16)",Workforce management solutions provider,First lien senior secured loan ($35.4 par due 8/2026),6.71% (Libor + 5.25%/Q),8/30/2019,35.4,35.1
366,"Vela Trading Technologies, LLC (16)",Provider of market data software and content to global financial services clients,First lien senior secured revolving loan ($2.0 par due 6/2022),7.25% (Base Rate + 4.00%/Q),2/8/2018,2.0,1.9
367,"Vela Trading Technologies, LLC (16)",Provider of market data software and content to global financial services clients,First lien senior secured loan ($4.7 par due 6/2022),6.84% (Libor + 5.00%/Q),4/17/2018,4.7,4.5
369,Velocity Holdings Corp.,Hosted enterprise resource planning application management services provider,"Common units (1,713,546 units)",0,12/13/2013,4.5,2.0
370,Verscend Holding Corp. (16),Healthcare analytics solutions provider,First lien senior secured revolving loan,0,8/27/2018,0.0,0.0
