,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
141,"PlanSource Holdings, Inc.",Health Care Technology,7.25,L + 6.25,1.00,04/22/25,,905,,,892,,,893,,(2) (3),,13350,,,,12985,,,,13350,,,(2) (3),,,,
142,"PlanSource Holdings, Inc.",Health Care Technology,,L + 6.25,1.00,04/22/25,,7824,,,(150,,,(98,,(2) (3) (4),,4531,,,,4488,,,,4531,,,(2) (3),,,,
143,"Pluralsight, Inc",Professional Services,9.00,L + 8.00,1.00,04/06/27,,75915,,,74636,,,74207,,(2) (3),,5797,,,,0,,,,0,,,(2) (4),,,,
144,"Pluralsight, Inc",Professional Services,,L + 8.00,1.00,04/06/27,,5100,,,(81,,,(115,,(2) (3) (4),,60870,,,,0,,,,0,,,(2) (4),,,,
145,"Premier Care Dental Management, LLC",Health Care Providers & Services,7.42,L + 5.75,0.75,08/05/28,,18729,,,18394,,,18355,,(2) (3),,12525,,,,12278,,,,12275,,,(2),,,,
146,"Premier Care Dental Management, LLC",Health Care Providers & Services,7.42,L + 5.75,0.75,08/05/28,,10153,,,5940,,,5819,,(2) (3) (4),,1490,,,,120,,,,119,,,(2) (4),,,,
147,"Premier Care Dental Management, LLC",Health Care Providers & Services,7.42,L + 5.75,0.75,08/05/27,,3052,,,19,,,10,,(2) (3) (4),,2985,,,,(29,,,,(30,,,(2) (4),,,,
148,"Premier Imaging, LLC (dba Lucid Health)",Health Care Providers & Services,7.35,L + 5.75,1.00,01/02/25,,27277,,,26184,,,26596,,(2) (3),,52467,,,,50695,,,,52336,,,(2) (3),,,,
149,"Premier Imaging, LLC (dba Lucid Health)",Health Care Providers & Services,6.75,L + 5.75,1.00,01/02/25,,7616,,,7521,,,7425,,(2) (3),,4400,,,,(61,,,,(11,,,(2) (3)(4),,,,
150,"Premier Imaging, LLC (dba Lucid Health)",Health Care Providers & Services,7.42,L + 5.75,1.00,01/02/25,,6124,,,6046,,,5971,,(2) (3),,2361,,,,2361,,,,2361,,,^(3),,,,
151,"Premier Imaging, LLC (dba Lucid Health)",Health Care Providers & Services,7.40,L + 5.75,1.00,01/02/25,,5770,,,1588,,,1516,,(2) (3) (4),,5825,,,,5790,,,,5338,,,,,,,
152,Investment *#,Industry,InterestRate (+),Reference Rateand Spread (+),Floor(+),Maturity,Par(++),,Cost,,FairValue,,Footnotes,,,,,18500,,,,18223,,,,18223,,,(2),,,,
153,Professional Physical Therapy,Health Care Providers & Services,9.50,L + 8.50(incl. 2.50PIK),1.00,12/16/22,,5995,,,5883,,,5156,,(3),,Cost,,,FairValue,,,Footnotes,,,,,,,,,
154,"Project Eagle Holdings, LLC (dba Exostar)",Aerospace & Defense,8.42,L + 6.75,1.00,07/06/26,,35539,,,34920,,,34828,,(2) (3),,1100,,,,(8,,,,(8,,,(2) (4),,,,
155,"Project Eagle Holdings, LLC (dba Exostar)",Aerospace & Defense,,L + 6.75,1.00,07/06/26,,75,,,(1,,,(2,,(2) (3) (4),,1100,,,,(16,,,,(17,,,(2) (4),,,,
156,Prophix Software Inc. (dba Pound Bidco),Diversified Financial Services,7.83,L + 6.50,1.00,01/30/26,,18948,,,18662,,,18948,,(1) (2) (3),,3917,,,,3603,,,,1308,,,^ (1) (3) (5),,,,
157,Prophix Software Inc. (dba Pound Bidco),Diversified Financial Services,7.83,L + 6.50,1.00,01/30/26,,7752,,,7619,,,7752,,(1) (2) (3),,3318,,,,800,,,,0,,,^ (1) (3) (5),,,,
158,Prophix Software Inc. (dba Pound Bidco),Diversified Financial Services,,L + 6.50,1.00,01/30/26,,3445,,,(50,,,0,,(1) (2) (3) (4),,89013,,,,88267,,,,87678,,,(2) (3),,,,
159,"PT Intermediate Holdings III, LLC (dba Parts Town)",Trading Companies & Distributors,7.75,L + 5.50,0.75,11/01/28,,22905,,,22693,,,22218,,(2),,5110,,,,2022,,,,1967,,,(2) (3) (4),,,,
160,"PT Intermediate Holdings III, LLC (dba Parts Town)",Trading Companies & Distributors,7.75,L + 5.50,0.75,11/01/28,,2035,,,2015,,,1974,,(2),,15320,,,,14965,,,,14937,,,(2) (3),,,,
161,"PT Intermediate Holdings III, LLC (dba Parts Town)",Trading Companies & Distributors,7.75,L + 5.50,0.75,11/01/28,,1970,,,1952,,,1911,,(2),,2200,,,,(49,,,,(55,,,(2) (3) (4),,,,
162,"PT Intermediate Holdings III, LLC (dba Parts Town)",Trading Companies & Distributors,7.75,L + 5.50,0.75,11/01/28,,1407,,,1394,,,1365,,(2),,966,,,,927,,,,915,,,(2) (3),,,,
163,"Purfoods, LLC",Health Care Providers & Services,7.67,L + 6.25,1.00,08/12/26,,590,,,569,,,576,,(2) (3),,21746,,,,21316,,,,21311,,,(2),,,,
164,"Purfoods, LLC",Health Care Providers & Services,7.81,L + 6.25,1.00,08/12/26,,398,,,317,,,314,,(2) (3) (4),,2718,,,,626,,,,625,,,(2) (4),,,,
165,"Qualawash Holdings, LLC",Commercial Services & Supplies,6.83,L + 5.75,1.00,08/31/26,,11377,,,11218,,,11207,,(2),,5436,,,,(54,,,,(54,,,(2) (4),,,,
166,"Qualawash Holdings, LLC",Commercial Services & Supplies,7.26,L + 5.75,1.00,08/31/26,,2859,,,1271,,,1258,,(2) (4),,10613,,,,10613,,,,10560,,,(3),,,,
167,"Qualawash Holdings, LLC",Commercial Services & Supplies,,L + 5.75,1.00,08/31/26,,2859,,,(40,,,(21,,(2) (4),,10322,,,,10131,,,,10116,,,(2) (3),,,,
168,"Riverpoint Medical, LLC",Health Care Equipment & Supplies,7.74,L + 5.50,1.00,06/21/25,,21643,,,20835,,,21156,,(2) (3),,2217,,,,292,,,,288,,,(2) (3) (4),,,,
169,"Riverpoint Medical, LLC",Health Care Equipment & Supplies,7.74,L + 5.50,1.00,06/21/25,,1639,,,1623,,,1602,,(2) (3),,65971,,,,64796,,,,64652,,,(2) (3),,,,
170,"Riverpoint Medical, LLC",Health Care Equipment & Supplies,,L + 5.50,1.00,06/21/25,,4094,,,(63,,,(92,,(2) (3) (4),,6878,,,,6754,,,,6740,,,(2) (3),,,,
171,Rodeo Buyer Company (dba Absorb Software),Professional Services,7.92,L + 6.25,1.00,05/25/27,,21167,,,20808,,,20796,,(1) (2) (3),,5923,,,,(103,,,,(118,,,(2) (3) (4),,,,
172,Rodeo Buyer Company (dba Absorb Software),Professional Services,,L + 6.25,1.00,05/25/27,,3387,,,(56,,,(59,,(1) (2) (3) (4),,23338,,,,22433,,,,23153,,,,,,,
173,"Rubrik,Inc.",Software,8.19,S + 6.50,1.00,06/10/27,,35173,,,34476,,,34470,,(2),,6569,,,,6542,,,,6517,,,,,,,
174,"Rubrik,Inc.",Software,,S + 6.50,1.00,06/10/27,,4020,,,0,,,0,,(2) (4),,1612,,,,(27,,,,(13,,,(4),,,,
175,"Smarsh, Inc.",Software,7.25,S + 6.50,0.75,02/16/29,,26667,,,26411,,,26400,,(3),,17167,,,,16852,,,,16823,,,(2) (3),,,,
176,"Smarsh, Inc.",Software,,S + 6.50,0.75,02/16/29,,1667,,,(16,,,(17,,(3) (4),,17406,,,,9626,,,,9528,,,(2) (3) (4),,,,
177,"Smarsh, Inc.",Software,,S + 6.50,0.75,02/16/29,,6667,,,(32,,,(67,,(3) (4),,2992,,,,394,,,,389,,,(2) (3) (4),,,,
178,"SPay, Inc. (dba Stack Sports)",Interactive Media & Services,10.92,L + 9.25(incl. 3.50PIK),1.00,06/17/24,,29285,,,27780,,,27821,,(2) (3),,22760,,,,22420,,,,21963,,,(2) (3),,,,
179,"SPay, Inc. (dba Stack Sports)",Interactive Media & Services,10.99,L + 9.25(incl. 3.50PIK),1.00,06/17/24,,2097,,,1984,,,1992,,(2) (3),,12147,,,,11932,,,,11722,,,(2) (3),,,,
180,"SPay, Inc. (dba Stack Sports)",Interactive Media & Services,10.26,L + 9.25(incl. 3.50PIK),1.00,06/17/24,,1049,,,994,,,997,,(2) (3),,9358,,,,9220,,,,9030,,,(2) (3),,,,
181,"SpendMend, LLC",Health Care Providers & Services,7.38,S + 5.75,1.00,03/01/28,,637,,,627,,,625,,(2) (3),,3610,,,,(54,,,,(126,,,(2) (3) (4),,,,
182,"SpendMend, LLC",Health Care Providers & Services,7.38,S + 5.75,1.00,03/01/28,,83,,,10,,,9,,(2) (3) (4),,6659,,,,(58,,,,(233,,,(2) (3) (4),,,,
183,"SpendMend, LLC",Health Care Providers & Services,,S + 5.75,1.00,03/01/28,,278,,,(2,,,(6,,(2) (3) (4),,3842,,,,3836,,,,2835,,,,,,,
184,"StarCompliance Intermediate, LLC",Diversified Financial Services,9.00,L + 6.75,1.00,01/12/27,,15600,,,15352,,,15405,,(2) (3),,26700,,,,0,,,,0,,,(2) (4),,,,
185,"StarCompliance Intermediate, LLC",Diversified Financial Services,9.00,L + 6.75,1.00,01/12/27,,2514,,,2469,,,2482,,(2) (3),,3080,,,,0,,,,0,,,(2) (4),,,,
186,"StarCompliance Intermediate, LLC",Diversified Financial Services,8.42,L + 6.75,1.00,01/12/27,,2500,,,212,,,219,,(2) (3) (4),,3080,,,,0,,,,0,,,(2) (4),,,,
187,"Sundance Group Holdings, Inc. (dba NetDocuments)",Software,7.25,L + 6.25,1.00,07/02/27,,41043,,,40493,,,40325,,(2) (3),,2050,,,,0,,,,0,,,(2) (4),,,,
188,"Sundance Group Holdings, Inc. (dba NetDocuments)",Software,8.14,L + 6.25,1.00,07/02/27,,4925,,,2562,,,2541,,(2) (3) (4),,45536,,,,43785,,,,44967,,,(2) (3),,,,
189,"Sundance Group Holdings, Inc. (dba NetDocuments)",Software,,L + 6.25,1.00,07/02/27,,12313,,,(80,,,(215,,(2) (3) (4),,24977,,,,24541,,,,24477,,,(2) (3),,,,
190,"Sunstar Insurance Group, LLC",Insurance,8.00,L + 5.75,1.00,10/09/26,,20533,,,8923,,,8879,,(2) (3) (4),,4300,,,,(77,,,,(86,,,(2) (3) (4),,,,
191,"Sunstar Insurance Group, LLC",Insurance,8.00,L + 5.75,1.00,10/09/26,,4034,,,3988,,,3994,,(2) (3),,56720,,,,54488,,,,56011,,,(2) (3),,,,
192,"Sunstar Insurance Group, LLC",Insurance,8.00,L + 5.75,1.00,10/09/26,,339,,,333,,,335,,(2) (3),,905,,,,893,,,,893,,,(2) (3),,,,
193,"Sunstar Insurance Group, LLC",Insurance,,L + 5.75,1.00,10/09/26,,111,,,(2,,,(1,,(2) (3) (4),,905,,,,892,,,,893,,,(2) (3),,,,
194,"Superman Holdings, LLC (dba Foundation Software)",Construction & Engineering,8.75,L + 6.50,1.00,08/31/27,,31636,,,31049,,,30845,,(2) (3),,7824,,,,(150,,,,(98,,,(2) (3) (4),,,,
195,"Superman Holdings, LLC (dba Foundation Software)",Construction & Engineering,8.75,L + 6.50,1.00,08/31/27,,957,,,922,,,933,,(2) (3),,75915,,,,74636,,,,74207,,,(2) (3),,,,
196,"Superman Holdings, LLC (dba Foundation Software)",Construction & Engineering,,L + 6.50,1.00,08/31/26,,122,,,(2,,,(3,,(2) (3) (4),,5100,,,,(81,,,,(115,,,(2) (3) (4),,,,
197,Sweep Purchaser LLC,Commercial Services & Supplies,8.00,L + 5.75,1.00,11/30/26,,28250,,,27812,,,27968,,(2) (3),,18729,,,,18394,,,,18355,,,(2) (3),,,,
198,Sweep Purchaser LLC,Commercial Services & Supplies,7.11,L + 5.75,1.00,11/30/26,,8968,,,8828,,,8879,,(2) (3),,10153,,,,5940,,,,5819,,,(2) (3) (4),,,,
199,Sweep Purchaser LLC,Commercial Services & Supplies,7.10,L + 5.75,1.00,11/30/26,,7191,,,7073,,,7119,,(2) (3),,3052,,,,19,,,,10,,,(2) (3) (4),,,,
200,Investment *#,Industry,InterestRate (+),Reference Rateand Spread (+),Floor(+),Maturity,Par(++),,Cost,,FairValue,,Footnotes,,,,,27277,,,,26184,,,,26596,,,(2) (3),,,,
201,Sweep Purchaser LLC,Commercial Services & Supplies,7.16,L + 5.75,1.00,11/30/26,,4995,,,4825,,,4866,,(2) (3) (4),,7616,,,,7521,,,,7425,,,(2) (3),,,,
202,Sweep Purchaser LLC,Commercial Services & Supplies,9.50,L + 5.75,1.00,11/30/26,,4541,,,1458,,,1480,,(2) (3) (4),,6124,,,,6046,,,,5971,,,(2) (3),,,,
203,"Syntellis Performance Solutions, LLC (dba Axiom)",Health Care Technology,,L + 7.00,1.00,07/31/27,,16449,,,0,,,0,,(2) (4),,5770,,,,1588,,,,1516,,,(2) (3) (4),,,,
204,"Syntellis Performance Solutions, LLC (dba Axiom)",Health Care Technology,8.24,L + 7.00,1.00,08/02/27,,824,,,789,,,804,,(2) (3),,Cost,,,FairValue,,,Footnotes,,,,,,,,,
205,"The Center for Orthopedic and Research Excellence, Inc. (dba HOPCo)",Health Care Providers & Services,6.80,S + 5.50,1.00,08/15/25,,4712,,,4633,,,4630,,(2) (3),,5995,,,,5883,,,,5156,,,(3),,,,
206,"The Center for Orthopedic and Research Excellence, Inc. (dba HOPCo)",Health Care Providers & Services,7.13,S + 5.50,1.00,08/15/25,,26192,,,25073,,,25734,,(2) (3),,35539,,,,34920,,,,34828,,,(2) (3),,,,
207,"The Center for Orthopedic and Research Excellence, Inc. (dba HOPCo)",Health Care Providers & Services,7.13,S + 5.50,1.00,08/15/25,,7917,,,4008,,,3977,,(2) (3) (4),,75,,,,(1,,,,(2,,,(2) (3) (4),,,,
208,"The Center for Orthopedic and Research Excellence, Inc. (dba HOPCo)",Health Care Providers & Services,9.25,P + 4.50,,08/15/25,,4565,,,2181,,,2202,,(2) (3) (4),,18948,,,,18662,,,,18948,,,(1) (2) (3),,,,
209,"The Center for Orthopedic and Research Excellence, Inc. (dba HOPCo)",Health Care Providers & Services,,S + 5.50,1.00,08/15/25,,2120,,,(17,,,(37,,(2) (3) (4),,7752,,,,7619,,,,7752,,,(1) (2) (3),,,,
210,"Thrasio, LLC",Internet & Direct Marketing Retail,9.25,L + 7.00,1.00,12/18/26,,39331,,,38773,,,39331,,(2) (3),,3445,,,,(50,,,,0,,,(1) (2) (3) (4),,,,
211,"Thrasio, LLC",Internet & Direct Marketing Retail,,L + 7.00,1.00,12/18/26,,14686,,,(63,,,0,,(2) (3) (4),,22905,,,,22693,,,,22218,,,(2),,,,
212,Total Vision LLC,Health Care Providers & Services,6.96,S + 5.75,1.00,07/15/26,,17100,,,16771,,,16758,,(2) (3),,2035,,,,2015,,,,1974,,,(2),,,,
213,Total Vision LLC,Health Care Providers & Services,7.25,S + 5.75,1.00,07/15/26,,5032,,,4947,,,4931,,(2) (3),,1970,,,,1952,,,,1911,,,(2),,,,
214,Total Vision LLC,Health Care Providers & Services,7.01,S + 5.75,1.00,07/15/26,,2505,,,2463,,,2455,,(2) (3),,1407,,,,1394,,,,1365,,,(2),,,,
215,Total Vision LLC,Health Care Providers & Services,7.33,S + 5.75,1.00,07/15/26,,10400,,,1097,,,998,,(2) (3) (4),,590,,,,569,,,,576,,,(2) (3),,,,
216,Total Vision LLC,Health Care Providers & Services,,L + 5.75,1.00,07/15/26,,1270,,,(21,,,(25,,(2) (3) (4),,398,,,,317,,,,314,,,(2) (3) (4),,,,
217,Tronair Parent Inc.,Air Freight & Logistics,7.65,L + 6.25(incl. 0.50PIK),1.00,09/08/23,,6318,,,6287,,,5823,,,,11377,,,,11218,,,,11207,,,(2),,,,
218,USN Opco LLC (dba Global Nephrology Solutions),Health Care Providers & Services,7.13,S + 5.50,1.00,12/21/26,,21763,,,21422,,,21599,,(2) (3),,2859,,,,1271,,,,1258,,,(2) (4),,,,
219,USN Opco LLC (dba Global Nephrology Solutions),Health Care Providers & Services,7.13,S + 5.50,1.00,12/21/26,,7564,,,7438,,,7507,,(2) (3),,2859,,,,(40,,,,(21,,,(2) (4),,,,
220,USN Opco LLC (dba Global Nephrology Solutions),Health Care Providers & Services,7.13,S + 5.50,1.00,12/21/26,,9676,,,3454,,,3475,,(2) (3) (4),,21643,,,,20835,,,,21156,,,(2) (3),,,,
221,USN Opco LLC (dba Global Nephrology Solutions),Health Care Providers & Services,7.69,S + 5.50,1.00,12/21/26,,3023,,,559,,,582,,(2) (3) (4),,1639,,,,1623,,,,1602,,,(2) (3),,,,
222,"Viant Medical Holdings, Inc.",Health Care Equipment & Supplies,7.92,L + 6.25,1.00,07/02/25,,31302,,,29940,,,30832,,(2),,4094,,,,(63,,,,(92,,,(2) (3) (4),,,,
223,"Volt Bidco, Inc. (dba Power Factors)",Independent Power and Renewable Electricity Producers,7.90,L + 6.50,1.00,08/11/27,,22800,,,34184,,,34217,,(2) (3),,21167,,,,20808,,,,20796,,,(1) (2) (3),,,,
224,"Volt Bidco, Inc. (dba Power Factors)",Independent Power and Renewable Electricity Producers,7.90,L + 6.50,1.00,08/11/27,,2644,,,1325,,,1193,,(2) (3) (4),,3387,,,,(56,,,,(59,,,(1) (2) (3) (4),,,,
225,"Volt Bidco, Inc. (dba Power Factors)",Independent Power and Renewable Electricity Producers,,L + 6.50,1.00,08/11/27,,3685,,,(67,,,(64,,(2) (3) (4),,35173,,,,34476,,,,34470,,,(2),,,,
226,"VRC Companies, LLC (dba Vital Records Control)",Commercial Services & Supplies,8.38,L + 5.50,0.75,06/29/27,,28032,,,27670,,,27121,,(2) (3),,4020,,,,0,,,,0,,,(2) (4),,,,
227,"VRC Companies, LLC (dba Vital Records Control)",Commercial Services & Supplies,8.38,L + 5.50,0.75,06/29/27,,4709,,,2377,,,2283,,(2) (3) (4),,26667,,,,26411,,,,26400,,,(3),,,,
228,"VRC Companies, LLC (dba Vital Records Control)",Commercial Services & Supplies,9.25,P + 4.50,,06/29/27,,944,,,224,,,205,,(2) (3) (4),,1667,,,,(16,,,,(17,,,(3) (4),,,,
229,"WebPT, Inc.",Health Care Technology,8.32,L + 6.75,1.00,01/18/28,,25126,,,23511,,,24372,,(2) (3),,6667,,,,(32,,,,(67,,,(3) (4),,,,
230,"WebPT, Inc.",Health Care Technology,7.79,L + 6.75,1.00,01/18/28,,5534,,,5456,,,5368,,(2) (3),,29285,,,,27780,,,,27821,,,(2) (3),,,,
231,"WebPT, Inc.",Health Care Technology,8.46,L + 6.75,1.00,01/18/28,,2617,,,460,,,445,,(2) (3) (4),,2097,,,,1984,,,,1992,,,(2) (3),,,,
232,"WebPT, Inc.",Health Care Technology,,L + 6.75,1.00,01/18/28,,2617,,,(18,,,(79,,(2) (3) (4),,1049,,,,994,,,,997,,,(2) (3),,,,
233,"Wellness AcquisitionCo, Inc. (dba SPINS)",IT Services,6.50,L + 5.50,1.00,01/20/27,,21889,,,21536,,,21889,,(2) (3),,637,,,,627,,,,625,,,(2) (3),,,,
234,"Wellness AcquisitionCo, Inc. (dba SPINS)",IT Services,,L + 5.50,1.00,01/20/27,,2600,,,(40,,,0,,(2) (3) (4),,83,,,,10,,,,9,,,(2) (3) (4),,,,
235,"Wellness AcquisitionCo, Inc. (dba SPINS)",IT Services,,L + 5.50,1.00,01/20/27,,4000,,,(37,,,0,,(2) (3) (4),,278,,,,(2,,,,(6,,,(2) (3) (4),,,,
236,WhiteWater Holding Company LLC,Diversified Consumer Services,8.00,L + 5.75,0.75,12/21/27,,17431,,,17108,,,17083,,(2) (3),,15600,,,,15352,,,,15405,,,(2) (3),,,,
237,WhiteWater Holding Company LLC,Diversified Consumer Services,8.00,L + 5.75,0.75,12/21/27,,5814,,,5707,,,5698,,(2) (3),,2514,,,,2469,,,,2482,,,(2) (3),,,,
238,WhiteWater Holding Company LLC,Diversified Consumer Services,6.99,L + 5.75,0.75,12/21/27,,5840,,,1486,,,1438,,(2) (3) (4),,2500,,,,212,,,,219,,,(2) (3) (4),,,,
239,Investment *#,Industry,InterestRate (+),Reference Rateand Spread (+),Floor(+),Maturity,Par(++),,Cost,,FairValue,,Footnotes,,,,,41043,,,,40493,,,,40325,,,(2) (3),,,,
240,WhiteWater Holding Company LLC,Diversified Consumer Services,7.39,L + 5.75,0.75,12/21/27,,2340,,,554,,,550,,(2) (3) (4),,4925,,,,2562,,,,2541,,,(2) (3) (4),,,,
241,"Wine.com, LLC",Beverages,8.44,L + 7.00,1.00,11/14/24,,15400,,,15048,,,15400,,(2) (3),,12313,,,,(80,,,,(215,,,(2) (3) (4),,,,
242,"Wine.com, LLC",Beverages,8.44,L + 7.00,1.00,11/14/24,,3700,,,3650,,,3700,,(2) (3),,20533,,,,8923,,,,8879,,,(2) (3) (4),,,,
243,"WorkForce Software, LLC",Software,8.82,L + 7.25(incl. 3.00PIK),1.00,07/31/25,,22185,,,21441,,,21797,,(2) (3),,4034,,,,3988,,,,3994,,,(2) (3),,,,
244,"WorkForce Software, LLC",Software,8.82,L + 7.25(incl. 3.00PIK),1.00,07/31/25,,3129,,,3074,,,3074,,(2) (3),,339,,,,333,,,,335,,,(2) (3),,,,
245,"WorkForce Software, LLC",Software,7.51,L + 6.50,1.00,07/31/25,,1894,,,1868,,,1861,,(2) (3),,111,,,,(2,,,,(1,,,(2) (3) (4),,,,
246,"WorkForce Software, LLC",Software,,L + 7.25,1.00,07/31/25,,2319,,,(20,,,(41,,(2) (3) (4),,31636,,,,31049,,,,30845,,,(2) (3),,,,
247,"WSO2, Inc.",IT Services,8.62,L + 7.50(incl. 3.00PIK),1.00,11/04/26,,31622,,,31072,,,30990,,(2) (3),,957,,,,922,,,,933,,,(2) (3),,,,
248,Xactly Corporation,IT Services,8.49,L + 7.25,1.00,07/31/23,,62025,,,60995,,,61870,,(2) (3),,122,,,,(2,,,,(3,,,(2) (3) (4),,,,
249,Xactly Corporation,IT Services,8.80,L + 7.25,1.00,07/31/23,,3874,,,2350,,,2367,,(2) (3) (4),,28250,,,,27812,,,,27968,,,(2) (3),,,,
250,"Zarya Intermediate, LLC (dba iOFFICE)",Real Estate Mgmt. & Development,7.56,L + 6.50,1.00,07/01/27,,35480,,,34867,,,35303,,(2) (3),,8968,,,,8828,,,,8879,,,(2) (3),,,,
251,"Zarya Intermediate, LLC (dba iOFFICE)",Real Estate Mgmt. & Development,8.12,L + 6.50,1.00,07/01/27,,27870,,,27379,,,27731,,(2) (3),,7191,,,,7073,,,,7119,,,(2) (3),,,,
252,"Zarya Intermediate, LLC (dba iOFFICE)",Real Estate Mgmt. & Development,,L + 6.50,1.00,07/01/27,,6757,,,(114,,,(34,,(2) (3) (4),,Cost,,,FairValue,,,Footnotes,,,,,,,,,
253,"Zodiac Intermediate, LLC (dba Zipari)",Health Care Technology,9.67,L + 8.00,1.00,12/21/26,,50230,,,49055,,,49100,,(2) (3),,4995,,,,4825,,,,4866,,,(2) (3) (4),,,,
254,"Zodiac Intermediate, LLC (dba Zipari)",Health Care Technology,,L + 8.00,1.00,12/22/25,,7500,,,(157,,,(169,,(2) (3) (4),,4541,,,,1458,,,,1480,,,(2) (3) (4),,,,
255,Total 1st Lien/Senior Secured Debt,,,,,,,,,3156027,,,3155522,,,,,16449,,,,0,,,,0,,,(2) (4),,,,
256,1st Lien/Last-Out Unitranche (6) - 6.26,,,,,,,,,,,,,,,,,824,,,,789,,,,804,,,(2) (3),,,,
257,"Doxim, Inc.",Diversified Financial Services,7.67,L + 6.00,1.00,02/28/24,,38967,,,37792,,,37798,,(2) (3),,4712,,,,4633,,,,4630,,,(2) (3),,,,
258,"Doxim, Inc.",Diversified Financial Services,8.39,L + 6.75,1.00,02/28/24,,24875,,,24527,,,23942,,(2) (3),,26192,,,,25073,,,,25734,,,(2) (3),,,,
259,"Doxim, Inc.",Diversified Financial Services,7.62,L + 6.00,1.00,02/28/24,,22863,,,21996,,,22178,,(2) (3),,7917,,,,4008,,,,3977,,,(2) (3) (4),,,,
260,"Doxim, Inc.",Diversified Financial Services,8.64,L + 7.00,1.00,02/28/24,,6700,,,6601,,,6465,,(2) (3),,4565,,,,2181,,,,2202,,,(2) (3) (4),,,,
261,"Doxim, Inc.",Diversified Financial Services,9.25,L + 8.00,1.00,02/28/24,,5202,,,5119,,,5098,,(2) (3),,2120,,,,(17,,,,(37,,,(2) (3) (4),,,,
262,"Doxim, Inc.",Diversified Financial Services,9.67,L + 8.00,1.00,02/28/24,,3898,,,3844,,,3820,,(2) (3),,39331,,,,38773,,,,39331,,,(2) (3),,,,
263,Total 1st Lien/Last-Out Unitranche,,,,,,,,,99879,,,99301,,,,,14686,,,,(63,,,,0,,,(2) (3) (4),,,,
264,2nd Lien/Senior Secured Debt - 15.26,,,,,,,,,,,,,,,,,17100,,,,16771,,,,16758,,,(2) (3),,,,
265,"Animal Supply Intermediate, LLC",Distributors,7.00,7.00PIK,,11/14/25,,9416,,,9030,,,6992,,^ (3),,5032,,,,4947,,,,4931,,,(2) (3),,,,
266,"Bolttech Mannings, Inc.",Commercial Services & Supplies,10.25,L + 8.00PIK,,08/20/23,,12166,,,11429,,,11558,,^^ (3) (7),,2505,,,,2463,,,,2455,,,(2) (3),,,,
267,"Chase Industries, Inc. (dba Senneca Holdings)",Building Products,,10.00PIK,,11/11/25,,12150,,,9714,,,1701,,(2) (3) (7),,10400,,,,1097,,,,998,,,(2) (3) (4),,,,
268,"Chase Industries, Inc. (dba Senneca Holdings)",Building Products,,,,05/11/26,,15511,,,0,,,0,,(2) (3) (5),,1270,,,,(21,,,,(25,,,(2) (3) (4),,,,
269,Genesis Acquisition Co. (dba ProCare Software),Diversified Financial Services,8.46,L + 7.50,,07/31/25,,17000,,,15938,,,16447,,(2) (3),,6318,,,,6287,,,,5823,,,,,,,
270,Genesis Acquisition Co. (dba ProCare Software),Diversified Financial Services,8.46,L + 7.50,0.75,07/31/25,,13890,,,13653,,,13439,,(2) (3),,21763,,,,21422,,,,21599,,,(2) (3),,,,
271,Genesis Acquisition Co. (dba ProCare Software),Diversified Financial Services,8.46,L + 7.50,,07/31/25,,4939,,,4805,,,4778,,(2) (3),,7564,,,,7438,,,,7507,,,(2) (3),,,,
272,Genesis Acquisition Co. (dba ProCare Software),Diversified Financial Services,8.46,L + 7.50,,07/31/25,,4300,,,4032,,,4160,,(2) (3),,9676,,,,3454,,,,3475,,,(2) (3) (4),,,,
273,IHS Intermediate Inc. (dba Interactive Health Solutions),Health Care Providers & Services,,L + 8.25,1.00,07/20/22,,10000,,,9902,,,0,,(3) (7),,3023,,,,559,,,,582,,,(2) (3) (4),,,,
274,"MPI Engineered Technologies, LLC",Auto Components,12.00,12.00,,07/15/25,,15305,,,15305,,,13315,,(3),,31302,,,,29940,,,,30832,,,(2),,,,
275,MPI Products LLC,Auto Components,,,,07/15/25,,7412,,,0,,,0,,(3) (5),,22800,,,,34184,,,,34217,,,(2) (3),,,,
276,"National Spine and Pain Centers, LLC",Health Care Providers & Services,9.25,L + 8.25,1.00,12/02/24,,36500,,,35268,,,35040,,(2) (3),,2644,,,,1325,,,,1193,,,(2) (3) (4),,,,
277,Odyssey Logistics & Technology Corporation,Road & Rail,9.24,L + 8.00,1.00,10/12/25,,45348,,,40950,,,42769,,(2),,3685,,,,(67,,,,(64,,,(2) (3) (4),,,,
278,"Spectrum Plastics Group, Inc.",Containers & Packaging,8.67,L + 7.00,1.00,01/31/26,,12525,,,11494,,,11298,,(2),,28032,,,,27670,,,,27121,,,(2) (3),,,,
279,"YI, LLC (dba Young Innovations)",Health Care Equipment & Supplies,9.42,L + 7.75,1.00,11/07/25,,36844,,,34356,,,35370,,(2) (3),,4709,,,,2377,,,,2283,,,(2) (3) (4),,,,
280,Zep Inc.,Chemicals,10.50,L + 8.25,1.00,08/11/25,,53049,,,47986,,,45092,,(2),,944,,,,224,,,,205,,,(2) (3) (4),,,,
281,Total 2nd Lien/Senior Secured Debt,,,,,,,,,263862,,,241959,,,,,25126,,,,23511,,,,24372,,,(2) (3),,,,
282,Unsecured Debt - 0.49,,,,,,,,,,,,,,,,,5534,,,,5456,,,,5368,,,(2) (3),,,,
