,0,1,2,3,4,5,6,7,8,9
230,Health Care Equipment & Supplies,"G & H Wire Company, Inc.#^",One stop,L + 7.75(a),8.00 cash/0.75 PIK,09/2023,11153,11107,0.5,10930
231,Health Care Equipment & Supplies,"G & H Wire Company, Inc.",One stop,L + 7.75(a),N/A(6),09/2022,0,0,0,0
232,Health Care Equipment & Supplies,"Joerns Healthcare, LLC*",One stop,L + 6.00(c),7.00,08/2024,1873,1829,0.1,1833
233,Health Care Equipment & Supplies,"Joerns Healthcare, LLC",One stop,L + 6.00(c),7.00,08/2024,1800,1774,0.1,1764
234,Health Care Equipment & Supplies,"Katena Holdings, Inc.#",One stop,L + 6.50(c),7.50,06/2021,12696,12740,0.5,12441
235,Health Care Equipment & Supplies,"Katena Holdings, Inc.#",One stop,L + 6.50(c),7.50,06/2021,1240,1245,0.1,1215
236,Health Care Equipment & Supplies,"Katena Holdings, Inc.+One stop",One stop,L + 6.50(c),7.50,06/2021,927,924,0,909
237,Health Care Equipment & Supplies,"Katena Holdings, Inc.#",One stop,L + 6.50(c),7.50,06/2021,849,852,0,832
238,Health Care Equipment & Supplies,"Katena Holdings, Inc.",One stop,L + 6.50(c),7.50,06/2021,200,200,0,196
239,Health Care Equipment & Supplies,"Lombart Brothers, Inc.*#~",One stop,L + 8.25(c),8.25 cash/1.00 PIK,04/2023,28940,29159,1.1,26625
240,Health Care Equipment & Supplies,"Lombart Brothers, Inc.#(8)",One stop,L + 8.25(c),8.25 cash/1.00 PIK,04/2023,3116,3141,0.1,2867
241,Health Care Equipment & Supplies,"Lombart Brothers, Inc.",One stop,L + 9.25(a)(c),9.25 cash/1.00 PIK,04/2023,280,280,0,258
242,Health Care Equipment & Supplies,"Lombart Brothers, Inc.(8)",One stop,L + 9.25(a),9.25 cash/1.00 PIK,04/2023,50,49,0,46
243,Health Care Equipment & Supplies,"Orthotics Holdings, Inc.*#",One stop,L + 6.00(c),7.00,06/2021,7728,7728,0.3,7574
244,Health Care Equipment & Supplies,"Orthotics Holdings, Inc.*#",One stop,L + 16.00(c),7.00 cash/10.00 PIK,06/2021,3994,3994,0.2,3675
245,Health Care Equipment & Supplies,"Orthotics Holdings, Inc.*#(8)",One stop,L + 6.00(c),7.00,06/2021,1267,1267,0.1,1242
246,Health Care Equipment & Supplies,"Orthotics Holdings, Inc.*#(8)",One stop,L + 16.00(c),7.00 cash/10.00 PIK,06/2021,655,655,0,603
247,Health Care Equipment & Supplies,"Orthotics Holdings, Inc.",One stop,L + 6.00,N/A(6),06/2021,0,0,0,0
248,Health Care Providers & Services,Health Care Providers & Services,One stop,,,,,,,
249,Health Care Providers & Services,"Active Day, Inc.#",One stop,L + 6.50(c),7.50,12/2021,24504,24654,0.9,20829.0
250,Health Care Providers & Services,"Active Day, Inc.#",One stop,L + 6.50(c),7.50,12/2021,1891,1904,0.1,1607
251,Health Care Providers & Services,"Active Day, Inc.*#",One stop,L + 6.50(c),7.50,12/2021,1219,1227,0.1,1036
252,Health Care Providers & Services,"Active Day, Inc.",One stop,L + 6.50(c),7.50,12/2021,971,988,0,825
253,Health Care Providers & Services,"Active Day, Inc.",One stop,L + 6.50(c),7.50,12/2021,856,853,0,728
254,Health Care Providers & Services,"Active Day, Inc.*#",One stop,L + 6.50(c),7.50,12/2021,842,848,0,716
255,Health Care Providers & Services,"Active Day, Inc.",One stop,L + 6.50(c),7.50,12/2021,102,102,0,86
256,Health Care Providers & Services,"Active Day, Inc.",One stop,L + 6.50(c),N/A(6),12/2021,0,0,0,0
257,Health Care Providers & Services,"Acuity Eyecare Holdings, LLC",One stop,L + 8.25(c),7.25 cash/2.00 PIK,03/2024,7166,7193,0.3,6944
258,Health Care Providers & Services,"Acuity Eyecare Holdings, LLC#",One stop,L + 8.25(c),7.25 cash/2.00 PIK,03/2024,6051,6110,0.2,5864
259,Health Care Providers & Services,"Acuity Eyecare Holdings, LLC~",One stop,L + 8.25(c),7.25 cash/2.00 PIK,03/2024,5630,5730,0.2,5456
260,Health Care Providers & Services,"Acuity Eyecare Holdings, LLC~",One stop,L + 8.25(c),7.25 cash/2.00 PIK,03/2024,3285,3379,0.1,3183
261,Health Care Providers & Services,"Acuity Eyecare Holdings, LLC",One stop,L + 8.25(c),7.25 cash/2.00 PIK,03/2024,795,814,0,769
262,Health Care Providers & Services,"Acuity Eyecare Holdings, LLC",One stop,L + 8.25(c),7.25 cash/2.00 PIK,03/2024,293,291,0,284
263,Health Care Providers & Services,"Acuity Eyecare Holdings, LLC",One stop,L + 13.00(c),7.25 cash/6.75 PIK,03/2024,248,246,0,273
264,Health Care Providers & Services,"Acuity Eyecare Holdings, LLC",One stop,L + 8.25(c),7.25 cash/2.00 PIK,03/2024,151,150,0,146
265,Health Care Providers & Services,"Acuity Eyecare Holdings, LLC",One stop,L + 13.00(c),7.25 cash/6.75 PIK,03/2024,151,150,0,166
266,Health Care Providers & Services,"Acuity Eyecare Holdings, LLC(5)",One stop,L + 6.25(c),7.25,03/2024,1,(2),0,15
267,Health Care Providers & Services,"ADCS Clinics Intermediate Holdings, LLC*#",One stop,L + 5.75(d),6.75,05/2022,41764,42115,1.7,41764
268,Health Care Providers & Services,"ADCS Clinics Intermediate Holdings, LLC*#",One stop,L + 5.75(d),6.75,05/2022,210,211,0,210
269,Health Care Providers & Services,"ADCS Clinics Intermediate Holdings, LLC",One stop,L + 5.75(d),6.75,05/2022,190,189,0,190
270,Health Care Providers & Services,"ADCS Clinics Intermediate Holdings, LLC*",One stop,L + 5.75(d),6.75,05/2022,162,164,0,162
271,Health Care Providers & Services,"ADCS Clinics Intermediate Holdings, LLC*#",One stop,L + 5.75(d),6.75,05/2022,62,63,0,62
272,Health Care Providers & Services,"Advanced Pain Management Holdings, Inc.(7)",Senior loan,L + 5.00(c),6.25,03/2021,11433,6860,0,259
273,Health Care Providers & Services,"Advanced Pain Management Holdings, Inc.(7)",Senior loan,L + 8.50(c),9.75,03/2021,4082,7,0,0
274,Health Care Providers & Services,"Advanced Pain Management Holdings, Inc.(7)",Senior loan,L + 5.00(c),6.25,03/2021,782,469,0,18
275,Health Care Providers & Services,"Advanced Pain Management Holdings, Inc.(5)(7)",Senior loan,L + 5.00(c),6.25,03/2021,347,(21),0,8
276,Health Care Providers & Services,"Agilitas USA, Inc.*#",One stop,L + 5.50(c),6.50,04/2022,9227,9257,0.4,9042
277,Health Care Providers & Services,"Agilitas USA, Inc.",One stop,L + 5.50(c),6.50,04/2022,100,100,0,98
278,Health Care Providers & Services,"CRH Healthcare Purchaser, Inc.+~",Senior loan,L + 4.50(c),5.50,12/2024,19502,19555,0.8,19306
279,Health Care Providers & Services,"CRH Healthcare Purchaser, Inc.",Senior loan,L + 4.50(c),5.50,12/2024,4185,4172,0.2,4143
280,Health Care Providers & Services,"CRH Healthcare Purchaser, Inc.(5)",Senior loan,L + 4.50,N/A(6),12/2024,0,(1),0,(4)
281,Health Care Providers & Services,"DCA Investment Holding, LLC*#+One stop",Senior loan,L + 5.25(c),6.25,07/2021,31324,31460,1.3,31324
282,Health Care Providers & Services,"DCA Investment Holding, LLC*#+~",One stop,L + 5.25(c),6.25,07/2021,27140,27306,1.1,27140
283,Health Care Providers & Services,"DCA Investment Holding, LLC*#",One stop,L + 5.25(c),6.25,07/2021,8297,8368,0.3,8297
284,Health Care Providers & Services,"DCA Investment Holding, LLC~",One stop,L + 5.25(c),6.25,07/2021,4023,4072,0.2,4023
285,Health Care Providers & Services,"DCA Investment Holding, LLC#",One stop,L + 5.25(c),6.25,07/2021,3659,3705,0.2,3659
286,Health Care Providers & Services,"DCA Investment Holding, LLC",One stop,L + 5.25(c),6.25,07/2021,2737,2735,0.1,2737
287,Health Care Providers & Services,"DCA Investment Holding, LLC*#",One stop,L + 5.25(c),6.25,07/2021,2505,2536,0.1,2505
288,Health Care Providers & Services,"DCA Investment Holding, LLC#",One stop,L + 5.25(c),6.25,07/2021,1246,1255,0.1,1246
289,Health Care Providers & Services - (continued),Health Care Providers & Services - (continued),One stop,,,,,,,
290,Health Care Providers & Services - (continued),"DCA Investment Holding, LLC*~",One stop,L + 5.25(c),6.25,07/2021,296,298,0,296.0
291,Health Care Providers & Services - (continued),"DCA Investment Holding, LLC*~",One stop,L + 5.25(c),6.25,07/2021,92,93,0,92
292,Health Care Providers & Services - (continued),Deca Dental Management LLC*#,One stop,L + 7.50(c),7.00 cash/1.50 PIK,12/2021,11311,11413,0.5,11311
293,Health Care Providers & Services - (continued),Deca Dental Management LLC#~,One stop,L + 7.50(c),7.00 cash/1.50 PIK,12/2021,1377,1391,0.1,1377
294,Health Care Providers & Services - (continued),Deca Dental Management LLC+~,One stop,L + 7.50(c),7.00 cash/1.50 PIK,12/2021,994,1003,0,994
295,Health Care Providers & Services - (continued),Deca Dental Management LLC,One stop,L + 7.50(c),7.00 cash/1.50 PIK,12/2021,737,747,0,737
296,Health Care Providers & Services - (continued),Deca Dental Management LLC,One stop,L + 7.50(c),7.00 cash/1.50 PIK,12/2021,100,100,0,100
297,Health Care Providers & Services - (continued),Deca Dental Management LLC(5),One stop,L + 7.50(c),7.00 cash/1.50 PIK,12/2021,2,(1),0,2
298,Health Care Providers & Services - (continued),Encorevet Group LLC,One stop,L + 5.25(c),6.25,11/2024,709,699,0,700
299,Health Care Providers & Services - (continued),Encorevet Group LLC,Senior loan,L + 5.25(c),6.25,11/2024,249,247,0,246
300,Health Care Providers & Services - (continued),Encorevet Group LLC,Senior loan,L + 5.25(c),6.25,11/2024,112,112,0,111
301,Health Care Providers & Services - (continued),Encorevet Group LLC,Senior loan,L + 5.25(c),6.25,11/2024,69,68,0,69
302,Health Care Providers & Services - (continued),Encorevet Group LLC,Senior loan,L + 5.25(c),6.25,11/2024,58,57,0,57
303,Health Care Providers & Services - (continued),Encorevet Group LLC,Senior loan,L + 5.25(c),6.25,11/2024,10,10,0,10
304,Health Care Providers & Services - (continued),Encorevet Group LLC(5),Senior loan,L + 5.25,N/A(6),11/2024,0,0,0,(1)
305,Health Care Providers & Services - (continued),"ERG Buyer, LLC*#",One stop,L + 5.50(c),6.50,05/2024,19084,19039,0.7,15649
306,Health Care Providers & Services - (continued),"ERG Buyer, LLC",One stop,P + 4.50(f),7.75,05/2024,300,296,0,246
307,Health Care Providers & Services - (continued),Eyecare Services Partners Holdings LLC+One stop,One stop,L + 6.25(c),7.25,05/2023,18183,18266,0.7,17274
308,Health Care Providers & Services - (continued),Eyecare Services Partners Holdings LLC*,One stop,L + 6.25(c),7.25,05/2023,7976,8090,0.3,7577
309,Health Care Providers & Services - (continued),Eyecare Services Partners Holdings LLC*#,One stop,L + 6.25(c),7.25,05/2023,6985,7092,0.3,6636
310,Health Care Providers & Services - (continued),Eyecare Services Partners Holdings LLC,One stop,L + 6.25(c),7.25,05/2023,5140,5159,0.2,4884
311,Health Care Providers & Services - (continued),Eyecare Services Partners Holdings LLC*+One stop,One stop,L + 6.25(c),7.25,05/2023,2385,2420,0.1,2266
312,Health Care Providers & Services - (continued),Eyecare Services Partners Holdings LLC*,One stop,L + 6.25(c),7.25,05/2023,1530,1554,0.1,1454
313,Health Care Providers & Services - (continued),Eyecare Services Partners Holdings LLC*#,One stop,L + 6.25(c),7.25,05/2023,1131,1149,0.1,1075
314,Health Care Providers & Services - (continued),Eyecare Services Partners Holdings LLC*#,One stop,L + 6.25(c),7.25,05/2023,997,1012,0,947
315,Health Care Providers & Services - (continued),Eyecare Services Partners Holdings LLC*+One stop,One stop,L + 6.25(c),7.25,05/2023,644,651,0,612
316,Health Care Providers & Services - (continued),Eyecare Services Partners Holdings LLC,One stop,L + 6.25(c),7.25,05/2023,400,399,0,380
317,Health Care Providers & Services - (continued),"FYI Optical Acquisitions, Inc. & FYI USA, Inc.~(8)(9)(12)",One stop,L + 5.00(k),5.51,03/2027,11802,11698,0.5,12035
318,Health Care Providers & Services - (continued),"FYI Optical Acquisitions, Inc. & FYI USA, Inc.(8)(9)(12)",One stop,L + 5.00(k),5.51,03/2027,96,93,0,99
319,Health Care Providers & Services - (continued),"FYI Optical Acquisitions, Inc. & FYI USA, Inc.(8)(12)",One stop,L + 5.00(c),6.00,03/2027,20,19,0,20
320,Health Care Providers & Services - (continued),"Krueger-Gilbert Health Physics, LLC~",Senior loan,L + 5.25(c),6.25,05/2025,2353,2342,0.1,2353
321,Health Care Providers & Services - (continued),"Krueger-Gilbert Health Physics, LLC",Senior loan,L + 5.25(c),6.25,05/2025,1111,1147,0.1,1111
322,Health Care Providers & Services - (continued),"Krueger-Gilbert Health Physics, LLC",Senior loan,L + 5.25(c),6.25,05/2025,918,916,0,918
323,Health Care Providers & Services - (continued),"Krueger-Gilbert Health Physics, LLC",Senior loan,L + 5.25(c),6.25,05/2025,50,50,0,50
324,Health Care Providers & Services - (continued),"MD Now Holdings, Inc.+One stop",Senior loan,L + 5.00(c),6.00,08/2024,14506,14652,0.6,14506
325,Health Care Providers & Services - (continued),"MD Now Holdings, Inc.",One stop,L + 5.00(c),6.00,08/2024,622,622,0,622
326,Health Care Providers & Services - (continued),"MD Now Holdings, Inc.(5)",One stop,L + 5.00,N/A(6),08/2024,0,(1),0,0
327,Health Care Providers & Services - (continued),"Midwest Veterinary Partners, LLC",One stop,L + 5.75(c),6.75,07/2025,11360,11205,0.5,11247
328,Health Care Providers & Services - (continued),"Midwest Veterinary Partners, LLC",One stop,L + 5.75(c),6.75,07/2025,6565,6428,0.3,6452
329,Health Care Providers & Services - (continued),"Midwest Veterinary Partners, LLC^",One stop,L + 5.75(c),6.75,07/2025,4263,4202,0.2,4220
330,Health Care Providers & Services - (continued),"Midwest Veterinary Partners, LLC",One stop,L + 5.75(c),6.75,07/2025,4120,4088,0.2,4079
331,Health Care Providers & Services - (continued),"Midwest Veterinary Partners, LLC#",One stop,L + 5.75(c),6.75,07/2025,1022,1014,0,1012
332,Health Care Providers & Services - (continued),"Midwest Veterinary Partners, LLC",One stop,L + 5.75(c),6.75,07/2025,78,78,0,75
333,Health Care Providers & Services - (continued),Health Care Providers & Services - (continued),One stop,,,,,,,
334,Health Care Providers & Services - (continued),"MWD Management, LLC & MWD Services, Inc.#+One stop",One stop,L + 5.75(c),6.75,06/2023,9358,9311,0.4,9358.0
335,Health Care Providers & Services - (continued),"MWD Management, LLC & MWD Services, Inc.#",One stop,L + 5.75(c),6.75,06/2023,4506,4567,0.2,4506
336,Health Care Providers & Services - (continued),"MWD Management, LLC & MWD Services, Inc.(5)",One stop,L + 5.75,N/A(6),06/2022,0,(1),0,0
337,Health Care Providers & Services - (continued),"NVA Holdings, Inc.~",Senior loan,L + 3.50(a),3.69,02/2026,2877,2852,0.1,2877
338,Health Care Providers & Services - (continued),"Oliver Street Dermatology Holdings, LLC(7)",One stop,L + 6.25(c),7.25,05/2022,19295,17639,0.5,12770
339,Health Care Providers & Services - (continued),"Oliver Street Dermatology Holdings, LLC(7)",One stop,L + 6.25(c),7.25,05/2022,2239,1906,0.1,1482
340,Health Care Providers & Services - (continued),"Oliver Street Dermatology Holdings, LLC(7)",One stop,L + 6.25(c),1.00,05/2022,2122,1929,0.1,1404
341,Health Care Providers & Services - (continued),"Oliver Street Dermatology Holdings, LLC(7)",One stop,L + 6.25(c),7.25,05/2022,1606,1367,0.1,1063
342,Health Care Providers & Services - (continued),"Oliver Street Dermatology Holdings, LLC(7)",One stop,L + 6.25(c),7.25,05/2022,1419,1208,0,939
343,Health Care Providers & Services - (continued),"Oliver Street Dermatology Holdings, LLC(7)",One stop,L + 6.25(c),7.25,05/2022,1235,1052,0,818
344,Health Care Providers & Services - (continued),"Oliver Street Dermatology Holdings, LLC(7)",One stop,L + 6.25(c),7.25,05/2022,962,819,0,637
345,Health Care Providers & Services - (continued),"Oliver Street Dermatology Holdings, LLC(7)",One stop,L + 6.25(c),7.25,05/2022,834,710,0,552
346,Health Care Providers & Services - (continued),"Oliver Street Dermatology Holdings, LLC(7)",One stop,L + 6.25(c),7.25,05/2022,514,438,0,340
347,Health Care Providers & Services - (continued),"Oliver Street Dermatology Holdings, LLC(7)",One stop,L + 6.25(c)(f),7.25,05/2022,290,266,0,193
348,Health Care Providers & Services - (continued),"Oliver Street Dermatology Holdings, LLC(7)",One stop,L + 6.25(c),7.25,05/2022,98,89,0,65
349,Health Care Providers & Services - (continued),"Oliver Street Dermatology Holdings, LLC(7)",One stop,L + 6.25(c),7.25,5/1/2022,89,81,0,59
350,Health Care Providers & Services - (continued),"Oliver Street Dermatology Holdings, LLC(7)",One stop,L + 6.25(c),7.25,5/1/2022,69,63,0,46
351,Health Care Providers & Services - (continued),"Oliver Street Dermatology Holdings, LLC(7)",One stop,L + 6.25(c),7.25,05/2022,64,58,0,42
352,Health Care Providers & Services - (continued),"Pinnacle Treatment Centers, Inc.#",One stop,L + 6.25(c),7.25,01/2023,19080,19170,0.8,19080
353,Health Care Providers & Services - (continued),"Pinnacle Treatment Centers, Inc.*",One stop,L + 6.25(c),7.25,01/2023,7612,7563,0.3,7612
354,Health Care Providers & Services - (continued),"Pinnacle Treatment Centers, Inc.#",One stop,L + 6.25(c),7.25,01/2023,1566,1570,0.1,1566
355,Health Care Providers & Services - (continued),"Pinnacle Treatment Centers, Inc.^",One stop,L + 6.25(c),7.25,01/2023,707,713,0,707
356,Health Care Providers & Services - (continued),"Pinnacle Treatment Centers, Inc.",One stop,L + 6.25(c),7.25,01/2023,186,188,0,186
357,Health Care Providers & Services - (continued),"Pinnacle Treatment Centers, Inc.^",One stop,L + 6.25(c),7.25,01/2023,106,107,0,106
358,Health Care Providers & Services - (continued),"Pinnacle Treatment Centers, Inc.",One stop,L + 6.25(c),7.25,01/2023,38,37,0,38
359,Health Care Providers & Services - (continued),"Pinnacle Treatment Centers, Inc.",One stop,L + 6.25,N/A(6),01/2023,0,1,0,0
360,Health Care Providers & Services - (continued),"Pinnacle Treatment Centers, Inc.",One stop,L + 6.25,N/A(6),01/2023,0,0,0,0
361,Health Care Providers & Services - (continued),"PPT Management Holdings, LLC+One stop",One stop,L + 8.50(c),7.00 cash/2.50 PIK,12/2022,25061,23907,0.9,21542
362,Health Care Providers & Services - (continued),"PPT Management Holdings, LLC",One stop,L + 8.50(c),7.00 cash/2.50 PIK,12/2022,304,292,0,262
363,Health Care Providers & Services - (continued),"PPT Management Holdings, LLC",One stop,L + 8.50(c),7.00 cash/2.50 PIK,12/2022,180,173,0,154
364,Health Care Providers & Services - (continued),"PPT Management Holdings, LLC",One stop,L + 8.50(c),7.00 cash/2.50 PIK,12/2022,88,71,0,76
365,Health Care Providers & Services - (continued),"PPT Management Holdings, LLC(5)",One stop,L + 8.50(c),7.00 cash/2.50 PIK,12/2022,18,(3),0,(40)
366,Health Care Providers & Services - (continued),"Pyramid Healthcare, Inc.*+One stop",One stop,L + 6.50(c),7.50,08/2022,14942,14821,0.6,14942
367,Health Care Providers & Services - (continued),"Pyramid Healthcare, Inc.",One stop,L + 6.50(c),7.50,8/1/2022,461,457,0,461
368,Health Care Providers & Services - (continued),"Pyramid Healthcare, Inc.",One stop,L + 6.50(c),7.50,08/2022,333,329,0,333
369,Health Care Providers & Services - (continued),"Pyramid Healthcare, Inc.",One stop,L + 6.50(c),7.50,08/2022,290,288,0,290
370,Health Care Providers & Services - (continued),"Pyramid Healthcare, Inc.",One stop,L + 6.50(c),7.50,08/2022,112,110,0,112
371,Health Care Providers & Services - (continued),"Pyramid Healthcare, Inc.",One stop,L + 6.50(c),7.50,08/2022,45,44,0,45
372,Health Care Providers & Services - (continued),"Pyramid Healthcare, Inc.(5)",One stop,L + 6.50,N/A(6),08/2022,0,(6),0,0
373,Health Care Providers & Services - (continued),"Riverchase MSO, LLC*#",Senior loan,L + 6.75(c),6.75 cash/1.00 PIK,10/2022,9624,9710,0.4,9431
374,Health Care Providers & Services - (continued),"Riverchase MSO, LLC",Senior loan,L + 6.75(c),6.75 cash/1.00 PIK,10/2022,130,130,0,128
375,Health Care Providers & Services - (continued),RXH Buyer Corporation*#,One stop,L + 5.75(c),6.75,09/2022,27452,27521,1.1,27452
376,Health Care Providers & Services - (continued),RXH Buyer Corporation*#,One stop,L + 5.75(c),6.75,09/2022,3107,3115,0.1,3107
377,Health Care Providers & Services - (continued),Health Care Providers & Services - (continued),One stop,,,,,,,
378,Health Care Providers & Services - (continued),RXH Buyer Corporation,One stop,L + 5.75,N/A(6),09/2022,0,0,0,0.0
379,Health Care Providers & Services - (continued),"Summit Behavioral Healthcare, LLC*#+Senior loan",One stop,L + 5.00(c),6.00,10/2023,29568,29273,1.2,29272
380,Health Care Providers & Services - (continued),"Summit Behavioral Healthcare, LLC",Senior loan,L + 5.00(c),6.00,10/2023,100,96,0,98
381,Health Care Providers & Services - (continued),"Summit Behavioral Healthcare, LLC(5)",Senior loan,L + 5.00,N/A(6),10/2023,0,(30),0,(31)
382,Health Care Providers & Services - (continued),"Veterinary Specialists of North America, LLC*#",Senior loan,L + 4.25(a),4.40,04/2025,41546,42882,1.7,41546
383,Health Care Providers & Services - (continued),"Veterinary Specialists of North America, LLC",Senior loan,L + 4.25(a),4.40,04/2025,11809,11805,0.5,11809
384,Health Care Providers & Services - (continued),"Veterinary Specialists of North America, LLC#",Senior loan,L + 4.25(a),4.40,04/2025,2864,2845,0.1,2864
385,Health Care Providers & Services - (continued),"Veterinary Specialists of North America, LLC*",Senior loan,L + 4.25(a),4.40,04/2025,1441,1490,0.1,1441
386,Health Care Providers & Services - (continued),"Veterinary Specialists of North America, LLC",Senior loan,L + 4.25(a),4.40,04/2025,835,832,0,835
387,Health Care Providers & Services - (continued),"WHCG Management, LLC*#",Senior loan,L + 4.50(c),5.50,03/2023,16026,16110,0.7,16026
388,Health Care Providers & Services - (continued),"WHCG Management, LLC",Senior loan,L + 4.50(c),5.50,03/2023,5613,5579,0.2,5613
389,Health Care Providers & Services - (continued),"WHCG Management, LLC",Senior loan,L + 4.50(c),5.50,03/2023,1978,1973,0.1,1978
390,Health Care Providers & Services - (continued),"WHCG Management, LLC",Senior loan,L + 4.50(c),5.50,03/2023,338,336,0,338
391,Health Care Providers & Services - (continued),"WHCG Management, LLC",Senior loan,L + 4.50(d),5.50,3/1/2023,116,118,0,116
392,Health Care Technology,Health Care Technology,Senior loan,,,,,,,
393,Health Care Technology,"Connexin Software, Inc.~",One stop,L + 8.50(a),9.50,02/2024,7550,7612,0.3,7550.0
394,Health Care Technology,"Connexin Software, Inc.",One stop,L + 8.50,N/A(6),02/2024,0,0,0,0
395,Health Care Technology,"HealthcareSource HR, Inc.*#",One stop,L + 6.25(c),7.25,05/2023,33652,33679,1.4,33652
396,Health Care Technology,"HealthcareSource HR, Inc.(5)",One stop,L + 6.25,N/A(6),05/2023,0,(1),0,0
397,Health Care Technology,"HealthEdge Software, Inc.",One stop,L + 6.25(a),7.25,04/2026,2000,1960,0.1,1955
398,Health Care Technology,"HealthEdge Software, Inc.",One stop,L + 6.25(a),7.25,04/2026,1008,1008,0,985
399,Health Care Technology,"HealthEdge Software, Inc.",One stop,L + 6.25(a),7.25,04/2026,225,223,0,220
400,Health Care Technology,"HealthEdge Software, Inc.(5)",One stop,L + 6.25,N/A(6),04/2026,0,(1),0,(1)
401,Health Care Technology,"HSI Halo Acquisition, Inc.+~",One stop,L + 5.75(c),6.75,08/2026,6297,6260,0.3,6234
402,Health Care Technology,"HSI Halo Acquisition, Inc.+One stop",One stop,L + 5.75(c),6.75,08/2026,1977,1957,0.1,1957
403,Health Care Technology,"HSI Halo Acquisition, Inc.",One stop,L + 5.75(c),6.75,08/2026,647,641,0,640
404,Health Care Technology,"HSI Halo Acquisition, Inc.",One stop,L + 5.75(c),6.75,09/2025,18,17,0,17
405,Health Care Technology,"HSI Halo Acquisition, Inc.(5)",One stop,L + 5.75,N/A(6),08/2026,0,(14),0,(14)
406,Health Care Technology,"Kareo, Inc.",One stop,L + 9.00(a),10.00,06/2022,10273,10371,0.4,10371
407,Health Care Technology,"Kareo, Inc.",One stop,L + 9.00(a),10.00,06/2022,941,953,0,950
408,Health Care Technology,"Kareo, Inc.",One stop,L + 9.00(a),10.00,06/2022,753,763,0,760
409,Health Care Technology,"Kareo, Inc.",One stop,P + 8.00(f),11.25,06/2022,80,80,0,80
410,Health Care Technology,"Nextech Holdings, LLC^",One stop,L + 5.50(c),5.71,06/2025,4002,4065,0.2,3841
411,Health Care Technology,"Nextech Holdings, LLC",One stop,L + 5.50(c),5.72,06/2025,1951,1938,0.1,1873
412,Health Care Technology,"Nextech Holdings, LLC(5)",One stop,L + 5.50,N/A(6),06/2025,0,(3),0,(24)
413,Health Care Technology,"Nextech Holdings, LLC(5)",One stop,L + 5.50,N/A(6),06/2025,0,(3),0,(16)
414,Health Care Technology,"Qgenda Intermediate Holdings, LLC^",One stop,L + 5.50(c),6.50,06/2025,15238,15238,0.6,15086
415,Health Care Technology,"Qgenda Intermediate Holdings, LLC+~",One stop,L + 5.50(c),6.50,06/2025,12412,12290,0.5,12288
416,Health Care Technology,"Qgenda Intermediate Holdings, LLC~",One stop,L + 5.50(c),6.50,06/2025,990,990,0,980
417,Health Care Technology,"Qgenda Intermediate Holdings, LLC(5)",One stop,L + 5.50,N/A(6),06/2025,0,0,0,(2)
418,Health Care Technology,"Transaction Data Systems, Inc.*#+~^",One stop,L + 5.38(c),6.38,06/2021,83264,83778,3.4,83264
419,Health Care Technology,"Transaction Data Systems, Inc.",One stop,L + 5.38(c),6.38,06/2021,240,241,0,240
420,Health Care Technology,Verisys Corporation*#,One stop,L + 8.25(c),8.75 cash/0.50 PIK,01/2023,8483,8577,0.4,8313
421,Health Care Technology,Verisys Corporation,One stop,L + 8.25(c),8.75 cash/0.50 PIK,01/2023,40,40,0,40
422,"Hotels, Restaurants & Leisure","Hotels, Restaurants & Leisure",One stop,,,,,,,
423,"Hotels, Restaurants & Leisure",BJH Holdings III Corp.+~,One stop,L + 5.25(c),6.25,08/2025,45068,46339,1.9,45068.0
424,"Hotels, Restaurants & Leisure",BJH Holdings III Corp.(5),One stop,L + 5.25,N/A(6),08/2025,0,(6),0,0
425,"Hotels, Restaurants & Leisure","CR Fitness Holdings, LLC+~",Senior loan,L + 4.25(c),5.25,07/2025,1993,2005,0.1,1854
426,"Hotels, Restaurants & Leisure","CR Fitness Holdings, LLC",Senior loan,L + 4.25(a),5.25,07/2025,268,262,0,208
427,"Hotels, Restaurants & Leisure","CR Fitness Holdings, LLC",Senior loan,L + 4.25(a)(c),5.25,07/2025,74,74,0,70
428,"Hotels, Restaurants & Leisure","Davidson Hotel Company, LLC+One stop",Senior loan,L + 6.75(a)(c),6.25 cash/1.50 PIK,07/2024,7007,6954,0.2,4905
429,"Hotels, Restaurants & Leisure","Davidson Hotel Company, LLC",One stop,L + 6.75(a)(c),6.25 cash/1.50 PIK,07/2024,1077,1073,0,754
430,"Hotels, Restaurants & Leisure","Davidson Hotel Company, LLC(5)",One stop,L + 6.75,N/A(6),07/2024,0,(2),0,(30)
431,"Hotels, Restaurants & Leisure","Davidson Hotel Company, LLC(5)",One stop,L + 6.75,N/A(6),07/2024,0,(18),0,0
432,"Hotels, Restaurants & Leisure","EOS Fitness Opco Holdings, LLC*#",One stop,L + 5.25(c),6.25,01/2025,8653,8760,0.3,7788
433,"Hotels, Restaurants & Leisure","EOS Fitness Opco Holdings, LLC",One stop,L + 5.25(c),6.25,01/2025,911,922,0,820
434,"Hotels, Restaurants & Leisure","EOS Fitness Opco Holdings, LLC",One stop,L + 5.25(c),6.25,01/2025,120,120,0,108
435,"Hotels, Restaurants & Leisure",Planet Fit Indy 10 LLC+One stop,One stop,L + 5.25(c),6.25,07/2025,17342,17141,0.6,14914
436,"Hotels, Restaurants & Leisure",Planet Fit Indy 10 LLC#,One stop,L + 5.25(c),6.25,07/2025,2313,2360,0.1,1990
