,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
231,"Integration Appliance, Inc.  ^*~",One stop,L + 7.25,(a),9.69,08/2023,37761.0,,37409,,,3.9,,,37384,,
232,"Integration Appliance, Inc.  (5)",One stop,L + 7.25,,N/A  (6),08/2023,0.0,,(6,,,0.0,,,(9,,
233,Internet Truckstop Group LLC  ~,One stop,L + 5.50,(a),7.91,04/2025,4875.0,,4758,,,0.5,,,4875,,
234,Internet Truckstop Group LLC  (5),One stop,L + 5.50,,N/A  (6),04/2025,0.0,,(3,,,0.0,,,0,,
235,"Invoice Cloud, Inc.  ~",One stop,L + 6.50,(c),5.79 cash/3.25 PIK,02/2024,3877.0,,3815,,,0.4,,,3877,,
236,"Invoice Cloud, Inc.",One stop,L + 6.00,,N/A  (6),02/2024,0.0,,0,,,0.0,,,0,,
237,"Invoice Cloud, Inc.  (5)",One stop,L + 6.00,,N/A  (6),02/2024,0.0,,(1,,,0.0,,,0,,
238,"JAMF Holdings, Inc.  ~",One stop,L + 7.00,(c),9.53,11/2022,5277.0,,5180,,,0.5,,,5277,,
239,"JAMF Holdings, Inc.",One stop,L + 7.00,(a),9.41,11/2022,34.0,,33,,,0.0,,,34,,
240,"Kareo, Inc.",One stop,L + 9.00,(a),11.40,06/2022,4518.0,,4382,,,0.5,,,4551,,
241,"Kareo, Inc.  ~",One stop,L + 9.00,(a),11.40,06/2022,414.0,,408,,,0.1,,,417,,
242,"Kareo, Inc.",One stop,L + 9.00,(a),11.40,06/2022,332.0,,328,,,0.1,,,334,,
243,"Kareo, Inc.",One stop,L + 9.00,,N/A  (6),06/2022,0.0,,0,,,0.0,,,0,,
244,Kaseya Traverse Inc  *~,One stop,L + 6.50,(a),7.94 cash/1.00 PIK,05/2025,4814.0,,4721,,,0.5,,,4718,,
245,Kaseya Traverse Inc  (5),One stop,L + 5.50,,N/A  (6),05/2025,0.0,,(1,,,0.0,,,(1,,
246,Kaseya Traverse Inc  (5),One stop,L + 5.50,,N/A  (6),05/2025,0.0,,(2,,,0.0,,,(2,,
247,"Keais Records Service, LLC  ~",One stop,L + 4.50,(a),6.90,10/2024,8768.0,,8651,,,0.9,,,8768,,
248,"Keais Records Service, LLC",One stop,L + 4.50,,N/A  (6),10/2024,0.0,,0,,,0.0,,,0,,
249,"Keais Records Service, LLC  (5)",One stop,L + 4.50,,N/A  (6),10/2024,0.0,,(1,,,0.0,,,0,,
250,"Learn-it Systems, LLC  ~",Senior loan,L + 4.50,(c),6.90,03/2025,878.0,,865,,,0.1,,,878,,
251,"Learn-it Systems, LLC",Senior loan,L + 4.50,(a)(c),6.90,03/2025,10.0,,10,,,0.0,,,10,,
252,"Learn-it Systems, LLC  (5)",Senior loan,L + 4.50,,N/A  (6),03/2025,0.0,,(1,,,0.0,,,0,,
253,Litera Bidco LLC  ~,One stop,L + 5.75,(d),7.95,05/2026,1975.0,,1951,,,0.2,,,1975,,
254,Litera Bidco LLC,One stop,L + 5.75,,N/A  (6),05/2025,0.0,,0,,,0.0,,,0,,
255,Litera Bidco LLC,One stop,L + 5.75,,N/A  (6),05/2026,0.0,,0,,,0.0,,,0,,
256,Litera Bidco LLC  (5),One stop,L + 5.75,,N/A  (6),05/2026,0.0,,(1,,,0.0,,,0,,
257,Maverick Bidco Inc.  *~,One stop,L + 6.25,(c),8.58,04/2023,17334.0,,17107,,,1.8,,,16988,,
258,Maverick Bidco Inc.  *,One stop,L + 6.25,(c),8.58,04/2023,166.0,,165,,,0.0,,,162,,
259,Maverick Bidco Inc.,One stop,L + 6.25,(c),8.83,04/2023,33.0,,32,,,0.0,,,31,,
260,"MetricStream, Inc.  ~",One stop,L + 7.00,(c),9.34,05/2024,4775.0,,4641,,,0.5,,,4632,,
261,"MetricStream, Inc.",One stop,L + 7.00,,N/A  (6),05/2024,0.0,,0,,,0.0,,,0,,
262,"MetricStream, Inc.  (5)",One stop,L + 7.00,,N/A  (6),04/2024,0.0,,(1,,,0.0,,,0,,
263,"Mindbody, Inc.  ~",One stop,L + 7.00,(a),9.39,02/2025,22609.0,,22397,,,2.3,,,22609,,
264,"Mindbody, Inc.  (5)",One stop,L + 7.00,,N/A  (6),02/2025,0.0,,(1,,,0.0,,,0,,
265,"Ministry Brands, LLC",Senior loan,L + 4.00,(c),6.33,12/2022,860.0,,856,,,0.1,,,860,,
266,Diversified/Conglomerate Service - (continued),,,,,,,,,,,,,,,,
267,"Ministry Brands, LLC",Senior loan,L + 4.00,(c),6.33,12/2022,,492,,,490,,,0.1,,,492.0
268,"Ministry Brands, LLC",Senior loan,L + 4.00,(c),6.33,12/2022,27.0,,27,,,0.0,,,27,,
269,MMan Acquisition Co.  ^*,One stop,L + 3.00,(c),5.58,08/2023,9875.0,,9775,,,0.8,,,7900,,
270,"Namely, Inc.  ~",One stop,L + 7.50,(c),8.56 cash/1.25 PIK,06/2024,1700.0,,1684,,,0.2,,,1678,,
271,"Namely, Inc.",One stop,L + 6.25,,N/A  (6),06/2024,0.0,,0,,,0.0,,,0,,
272,"Namely, Inc.  (5)",One stop,L + 6.25,,N/A  (6),06/2024,0.0,,(1,,,0.0,,,(1,,
273,Net Health Acquisition Corp.  *,One stop,L + 5.50,(c),7.83,12/2023,3828.0,,3799,,,0.4,,,3828,,
274,Net Health Acquisition Corp.  *,One stop,L + 5.50,(c),7.83,12/2023,536.0,,532,,,0.1,,,536,,
275,Net Health Acquisition Corp.,One stop,L + 5.50,,N/A  (6),12/2023,0.0,,0,,,0.0,,,0,,
276,"Netsmart Technologies, Inc.  (5)",Senior loan,P + 3.75,(f),9.25,04/2021,2.0,,(1,,,0.0,,,1,,
277,"Nextech Holdings, LLC  ~",One stop,L + 5.50,(c),7.90,06/2025,1400.0,,1386,,,0.1,,,1386,,
278,"Nextech Holdings, LLC",One stop,L + 5.50,(c),0.079,06/2025,50.0,,47,,,0.0,,,47,,
279,"Nextech Holdings, LLC  (5)",One stop,L + 5.50,,N/A  (6),06/2025,0.0,,(3,,,0.0,,,(3,,
280,"Nexus Brands Group, Inc.  *",One stop,L + 6.00,(c),8.43,11/2023,5707.0,,5654,,,0.6,,,5707,,
281,"Nexus Brands Group, Inc.  (8)(9)",One stop,L + 6.00,(c),7.00,11/2023,3238.0,,3210,,,0.3,,,3229,,
282,"Nexus Brands Group, Inc.",One stop,L + 6.00,(c),8.33,11/2023,124.0,,124,,,0.0,,,124,,
283,"Nexus Brands Group, Inc.  ~",One stop,L + 6.00,(c),8.33,11/2023,90.0,,89,,,0.0,,,90,,
284,"Nexus Brands Group, Inc.",One stop,L + 6.00,(a)(c),8.42,11/2023,40.0,,39,,,0.0,,,40,,
285,"Nexus Brands Group, Inc.  (5)",One stop,L + 6.00,,N/A  (6),11/2023,0.0,,(1,,,0.0,,,0,,
286,"Nexus Brands Group, Inc.  (5)(8)(9)",One stop,L + 6.00,,N/A  (6),11/2023,0.0,,(1,,,0.0,,,0,,
287,"Nexus Brands Group, Inc.  (8)(9)",One stop,L + 6.00,,N/A  (6),11/2023,0.0,,0,,,0.0,,,0,,
288,"Personify, Inc.  *",One stop,L + 5.75,(c),8.08,09/2024,7277.0,,7214,,,0.8,,,7277,,
289,"Personify, Inc.",One stop,L + 5.75,(c),8.06,09/2024,20.0,,19,,,0.0,,,20,,
290,"PlanSource Holdings, Inc.  ~",One stop,L + 6.25,(d),8.81,04/2025,4354.0,,4312,,,0.4,,,4311,,
291,"PlanSource Holdings, Inc.  (5)",One stop,L + 6.25,,N/A  (6),04/2025,0.0,,(1,,,0.0,,,(1,,
292,"Project Power Buyer, LLC  ~",One stop,L + 5.75,(c),8.28,05/2026,4925.0,,4865,,,0.5,,,4876,,
293,"Project Power Buyer, LLC  (5)",One stop,L + 5.75,,N/A  (6),05/2025,0.0,,(1,,,0.0,,,(1,,
294,"Property Brands, Inc.",One stop,L + 6.00,(a),8.40,01/2024,10790.0,,10605,,,1.1,,,10790,,
295,"Property Brands, Inc.  *",One stop,L + 6.00,(a),8.40,01/2024,3041.0,,3013,,,0.3,,,3041,,
296,"Property Brands, Inc.  ^",One stop,L + 6.00,(a),8.40,01/2024,217.0,,215,,,0.0,,,217,,
297,"Property Brands, Inc.",One stop,L + 6.00,(a),8.40,01/2024,142.0,,140,,,0.0,,,142,,
298,"Property Brands, Inc.",One stop,L + 6.00,(a),8.40,01/2024,120.0,,119,,,0.0,,,120,,
299,"Property Brands, Inc.",One stop,L + 6.00,(a),8.40,01/2024,80.0,,79,,,0.0,,,80,,
300,"Property Brands, Inc.",One stop,L + 6.00,(a),8.40,01/2024,50.0,,49,,,0.0,,,50,,
301,"Property Brands, Inc.  (5)",One stop,L + 6.00,,N/A  (6),01/2024,0.0,,(1,,,0.0,,,0,,
302,"Property Brands, Inc.  (5)",One stop,L + 6.00,,N/A  (6),01/2024,0.0,,(4,,,0.0,,,0,,
303,"Qgenda Intermediate Holdings, LLC",One stop,L + 4.75,(a),7.15,06/2025,10570.0,,10412,,,1.1,,,10465,,
304,"Qgenda Intermediate Holdings, LLC  (5)",One stop,L + 4.75,,N/A  (6),06/2025,0.0,,(1,,,0.0,,,(1,,
305,"RegEd Aquireco, LLC",Senior loan,L + 4.25,(a),6.65,12/2024,8750.0,,8610,,,0.9,,,8750,,
306,"RegEd Aquireco, LLC  (5)",Senior loan,L + 4.25,,N/A  (6),12/2024,0.0,,(1,,,0.0,,,0,,
307,"RegEd Aquireco, LLC  (5)",Senior loan,L + 4.25,,N/A  (6),12/2024,0.0,,(6,,,0.0,,,0,,
308,"Saba Software, Inc.  ^*~",Senior loan,L + 4.50,(c),6.83,05/2023,21392.0,,21144,,,2.2,,,21392,,
309,"Saba Software, Inc.  ~",Senior loan,L + 4.50,(c),6.83,05/2023,6892.0,,6830,,,0.7,,,6892,,
310,"Saba Software, Inc.  (5)",Senior loan,L + 4.50,,N/A  (6),05/2023,0.0,,(2,,,0.0,,,0,,
311,"Telesoft, LLC  *",One stop,L + 5.00,(c),7.59,07/2022,3490.0,,3465,,,0.4,,,3490,,
312,"Telesoft, LLC",One stop,L + 5.00,,N/A  (6),07/2022,0.0,,0,,,0.0,,,0,,
313,Diversified Conglomerate/Service - (continued),,,,,,,,,,,,,,,,
314,"TI Intermediate Holdings, LLC",Senior loan,L + 4.50,(a)(f),6.91,12/2024,,1671,,,1656,,,0.2,,,1671.0
315,"TI Intermediate Holdings, LLC",Senior loan,L + 4.50,(a),6.90,12/2024,4.0,,3,,,0.0,,,4,,
316,"Transaction Data Systems, Inc.  *~",One stop,L + 5.25,(a),7.66,06/2021,38758.0,,38639,,,4.0,,,38758,,
317,"Transaction Data Systems, Inc.",One stop,L + 5.25,(a),7.66,06/2021,70.0,,70,,,0.0,,,70,,
318,"Trintech, Inc.  ^*",One stop,L + 6.50,(c),9.09,12/2023,10793.0,,10692,,,1.1,,,10793,,
319,"Trintech, Inc.  ^~",One stop,L + 6.50,(c),9.09,12/2023,3386.0,,3355,,,0.3,,,3386,,
320,"Trintech, Inc.",One stop,L + 6.50,(c),9.04,12/2023,60.0,,59,,,0.0,,,60,,
321,"True Commerce, Inc.  ^~",One stop,L + 5.75,(c),8.08,11/2023,6547.0,,6486,,,0.7,,,6547,,
322,"True Commerce, Inc.  (5)",One stop,L + 5.75,,N/A  (6),11/2023,0.0,,(1,,,0.0,,,0,,
323,"Upserve, Inc.  ~",One stop,L + 5.50,(a),7.90,07/2023,2969.0,,2951,,,0.3,,,2969,,
324,"Upserve, Inc.",One stop,L + 5.50,(a),7.90,07/2023,100.0,,99,,,0.0,,,100,,
325,"Upserve, Inc.",One stop,L + 5.50,,N/A  (6),07/2023,0.0,,0,,,0.0,,,0,,
326,Vector CS Midco Limited & Cloudsense Ltd.  (8)(9)(10)(13),One stop,L + 7.25,(c),5.31 cash/2.75 PIK,05/2024,3605.0,,3571,,,0.4,,,3466,,
327,Vector CS Midco Limited & Cloudsense Ltd.  (5)(8)(9)(10),One stop,L + 4.50,,N/A  (6),05/2024,0.0,,(1,,,0.0,,,(1,,
328,"Velocity Technology Solutions, Inc.  *",One stop,L + 6.00,(c),8.33,12/2023,8165.0,,8058,,,0.8,,,8165,,
329,"Velocity Technology Solutions, Inc.  (5)",One stop,L + 6.00,,N/A  (6),12/2023,0.0,,(1,,,0.0,,,0,,
330,"Vendavo, Inc.  *~",One stop,L + 8.50,(c),10.83,10/2022,28864.0,,28460,,,3.0,,,28864,,
331,"Vendavo, Inc.",One stop,P + 7.25,(f),12.75,10/2022,315.0,,308,,,0.1,,,315,,
332,Verisys Corporation  *,One stop,L + 7.75,(c),10.08,01/2023,3857.0,,3821,,,0.4,,,3857,,
333,Verisys Corporation,One stop,L + 7.75,(c),10.15,01/2023,20.0,,19,,,0.0,,,20,,
334,"Workforce Software, LLC  ^",One stop,L + 6.50,(c),9.08,06/2021,5790.0,,5766,,,0.6,,,5850,,
335,"Workforce Software, LLC  ~",One stop,L + 6.50,(c),9.02,06/2021,577.0,,573,,,0.1,,,577,,
336,"Workforce Software, LLC",One stop,L + 6.50,,N/A  (6),06/2021,0.0,,0,,,0.0,,,1,,
337,Ecological,,,,,,,,,,,,,,,,
338,"Pace Analytical Services, LLC  ~",One stop,L + 5.50,(a),7.90,09/2022,15074.0,,14819,,,1.6,,,15074,,
339,"Pace Analytical Services, LLC  ^",One stop,L + 5.50,(a),7.90,09/2022,1401.0,,1386,,,0.1,,,1401,,
340,"Pace Analytical Services, LLC  *",One stop,L + 5.50,(a),7.90,09/2022,711.0,,704,,,0.1,,,711,,
341,"Pace Analytical Services, LLC  *",One stop,L + 5.50,(a),7.90,09/2022,343.0,,339,,,0.1,,,343,,
342,"Pace Analytical Services, LLC",One stop,L + 5.50,(a),7.90,09/2022,159.0,,157,,,0.0,,,159,,
343,"Pace Analytical Services, LLC  ^",One stop,L + 5.50,(a),7.90,09/2022,117.0,,116,,,0.0,,,117,,
344,"Pace Analytical Services, LLC",One stop,L + 5.50,(a),7.90,09/2022,54.0,,53,,,0.0,,,54,,
345,"Pace Analytical Services, LLC",One stop,L + 5.50,(a),7.90,09/2022,30.0,,28,,,0.0,,,30,,
346,"Pace Analytical Services, LLC  (5)",One stop,L + 5.50,,N/A  (6),09/2022,0.0,,(1,,,0.0,,,0,,
347,"Pace Analytical Services, LLC  (5)",One stop,L + 5.50,,N/A  (6),09/2022,0.0,,(1,,,0.0,,,0,,
348,WRE Holding Corp.  *,Senior loan,L + 5.00,(a),7.44,01/2023,1003.0,,996,,,0.1,,,1003,,
349,WRE Holding Corp.  ~,Senior loan,L + 5.00,(a),7.44,01/2023,42.0,,42,,,0.0,,,42,,
350,WRE Holding Corp.,Senior loan,L + 5.00,(a)(f),7.44,01/2023,18.0,,18,,,0.0,,,18,,
351,WRE Holding Corp.,Senior loan,L + 5.00,(a),7.44,01/2023,12.0,,12,,,0.0,,,12,,
352,Electronics,,,,,,,,,,,,,,,,
353,"Appriss Holdings, Inc.  ~",One stop,L + 5.50,(c),7.83,06/2026,,4796,,,4702,,,0.5,,,4748.0
354,"Appriss Holdings, Inc.  (5)",One stop,L + 5.50,,N/A  (6),06/2025,0.0,,(4,,,0.0,,,(2,,
355,"Compusearch Software Holdings, Inc.  ^~",Senior loan,L + 4.25,(c),6.58,05/2021,2015.0,,2012,,,0.2,,,2015,,
356,Diligent Corporation  *~,One stop,L + 5.50,(c),7.83,04/2022,25935.0,,25717,,,2.7,,,25935,,
357,Diligent Corporation  ~,One stop,L + 5.50,(c),7.83,04/2022,4842.0,,4793,,,0.5,,,4842,,
358,Diligent Corporation  *~,One stop,L + 5.50,(c),7.83,04/2022,4754.0,,4682,,,0.5,,,4754,,
359,Diligent Corporation  ^*,One stop,L + 5.50,(c),7.83,04/2022,2603.0,,2573,,,0.3,,,2603,,
360,Diligent Corporation,One stop,L + 5.50,(c)(d),8.14,04/2022,172.0,,169,,,0.0,,,172,,
361,Diligent Corporation  ~,One stop,L + 5.50,(c),8.02,04/2022,101.0,,101,,,0.0,,,101,,
362,Diligent Corporation  ~,One stop,L + 5.50,(d),8.19,04/2022,80.0,,79,,,0.0,,,80,,
363,Diligent Corporation,One stop,L + 5.50,(d),8.35,04/2022,54.0,,54,,,0.0,,,54,,
364,Diligent Corporation,One stop,L + 5.50,(d),8.35,04/2022,39.0,,38,,,0.0,,,39,,
365,Diligent Corporation  ~,One stop,L + 5.50,(d),8.19,04/2022,36.0,,35,,,0.0,,,36,,
366,Diligent Corporation  (5),One stop,L + 5.50,,N/A  (6),04/2022,0.0,,(3,,,0.0,,,0,,
367,"Episerver, Inc.  ~(8)(9)",One stop,L + 6.00,(a),6.00,10/2024,9936.0,,9820,,,1.0,,,9834,,
368,"Episerver, Inc.  *",One stop,L + 5.75,(a),8.15,10/2024,5760.0,,5693,,,0.6,,,5760,,
369,"Episerver, Inc.  (5)",One stop,L + 5.75,,N/A  (6),10/2024,0.0,,(2,,,0.0,,,0,,
370,"Gamma Technologies, LLC  ^*~",One stop,L + 5.25,(a),7.65,06/2024,21317.0,,21158,,,2.2,,,21317,,
371,"Gamma Technologies, LLC  (5)",One stop,L + 5.25,,N/A  (6),06/2024,0.0,,(1,,,0.0,,,0,,
372,"SEI, Inc.  *",Senior loan,L + 4.75,(a),7.15,07/2023,5036.0,,4994,,,0.5,,,5036,,
373,"Silver Peak Systems, Inc.  ~",One stop,L + 7.00,(a),9.39,04/2024,1848.0,,1814,,,0.2,,,1857,,
374,"Silver Peak Systems, Inc.",One stop,L + 7.00,,N/A  (6),04/2024,0.0,,0,,,0.0,,,0,,
375,"Sloan Company, Inc., The",One stop,L + 8.50,(c),10.83,04/2020,6636.0,,6614,,,0.4,,,3982,,
376,"Sloan Company, Inc., The",One stop,L + 8.50,(c),10.83,04/2020,444.0,,444,,,0.0,,,266,,
377,"Sloan Company, Inc., The",One stop,L + 8.50,(c),10.83,04/2020,133.0,,130,,,0.0,,,133,,
378,"Sloan Company, Inc., The",One stop,L + 8.50,(c),10.83,04/2020,52.0,,52,,,0.0,,,31,,
379,Sovos Compliance  ~,One stop,L + 4.75,(a),7.15,04/2024,3332.0,,3267,,,0.3,,,3265,,
380,Sovos Compliance  ~,Second lien,No Value,,12.00 PIK,04/2025,1456.0,,1422,,,0.1,,,1420,,
381,Sovos Compliance,Second lien,No Value,,12.00 PIK,04/2025,74.0,,72,,,0.0,,,73,,
382,Sovos Compliance,One stop,L + 4.75,(a),7.15,04/2024,49.0,,44,,,0.0,,,48,,
383,Sovos Compliance  (5),One stop,L + 4.75,,N/A  (6),04/2024,0.0,,(2,,,0.0,,,(2,,
384,"Watchfire Enterprises, Inc.",Second lien,L + 8.00,(c),10.33,10/2021,9435.0,,9362,,,1.0,,,9435,,
385,Finance,,,,,,,,,,,,,,,,
386,Institutional Shareholder Services~,Senior loan,L + 4.50,(c),6.83,03/2026,4788.0,,4742,,,0.5,,,4752,,
387,Institutional Shareholder Services,Senior loan,L + 4.50,(c),6.83,03/2024,30.0,,28,,,0.0,,,27,,
388,Grocery,,,,,,,,,,,,,,,,
389,"Teasdale Quality Foods, Inc.",Senior loan,L + 5.75,(c),8.34,10/2020,,293,,,291,,,0.0,,,270.0
390,"Healthcare, Education and Childcare",,,,,,,,,,,,,,,,
391,"Active Day, Inc.",One stop,L + 6.50,(c),8.83,12/2021,13163.0,,12984,,,1.4,,,13163,,
392,"Active Day, Inc.  ^",One stop,L + 6.50,(c),8.83,12/2021,1016.0,,1006,,,0.1,,,1016,,
393,"Active Day, Inc.  *",One stop,L + 6.50,(c),8.83,12/2021,655.0,,649,,,0.1,,,655,,
394,"Active Day, Inc.  *",One stop,L + 6.50,(c),8.83,12/2021,452.0,,448,,,0.1,,,452,,
395,"Active Day, Inc.",One stop,L + 6.50,(c)(f),8.83,12/2021,33.0,,32,,,0.0,,,33,,
396,"Active Day, Inc.  (5)",One stop,L + 6.50,,N/A  (6),12/2021,0.0,,(1,,,0.0,,,0,,
397,"Acuity Eyecare Holdings, LLC",One stop,L + 6.25,(c),8.79,03/2023,2564.0,,2524,,,0.3,,,2564,,
398,"Acuity Eyecare Holdings, LLC",One stop,L + 6.25,(c),8.64,03/2023,598.0,,578,,,0.1,,,598,,
399,"Acuity Eyecare Holdings, LLC  ^",One stop,L + 6.25,(c),8.79,03/2023,149.0,,148,,,0.0,,,149,,
400,"Acuity Eyecare Holdings, LLC",One stop,L + 6.25,,N/A  (6),03/2023,0.0,,0,,,0.0,,,0,,
401,"Acuity Eyecare Holdings, LLC  (5)",One stop,L + 6.25,,N/A  (6),03/2023,0.0,,(4,,,0.0,,,0,,
402,"ADCS Clinics Intermediate Holdings, LLC  ~",One stop,L + 5.75,(c),8.08,05/2022,20904.0,,20569,,,2.2,,,20904,,
403,"ADCS Clinics Intermediate Holdings, LLC  *",One stop,L + 5.75,(c),8.08,05/2022,106.0,,105,,,0.0,,,106,,
404,"ADCS Clinics Intermediate Holdings, LLC  *",One stop,L + 5.75,(c),8.08,05/2022,82.0,,82,,,0.0,,,82,,
405,"ADCS Clinics Intermediate Holdings, LLC",One stop,L + 5.75,(c),8.12,05/2022,37.0,,36,,,0.0,,,37,,
406,"ADCS Clinics Intermediate Holdings, LLC  *",One stop,L + 5.75,(c),8.08,05/2022,31.0,,31,,,0.0,,,31,,
407,"Agilitas USA, Inc.  *",One stop,L + 5.00,(c),7.59,04/2022,8291.0,,8245,,,0.9,,,8291,,
408,"Agilitas USA, Inc.",One stop,L + 5.00,(c),7.59,04/2022,10.0,,10,,,0.0,,,10,,
409,"Aris Teleradiology Company, LLC  (7)",Senior loan,L + 5.50,(c),7.82,03/2021,2693.0,,2678,,,0.1,,,730,,
410,"Aris Teleradiology Company, LLC  (7)",Senior loan,L + 5.50,(a)(c),8.22,03/2021,477.0,,477,,,0.0,,,64,,
411,"Aspen Medical Products, LLC  ~",One stop,L + 5.25,(c),7.70,06/2025,2012.0,,1992,,,0.2,,,1992,,
412,"Aspen Medical Products, LLC",One stop,L + 5.25,,N/A  (6),06/2025,0.0,,0,,,0.0,,,0,,
413,"BIO18 Borrower, LLC  ~",One stop,L + 5.25,(b),7.74,11/2024,7206.0,,7060,,,0.7,,,7206,,
414,"BIO18 Borrower, LLC",One stop,L + 5.25,(b),7.74,11/2024,33.0,,32,,,0.0,,,33,,
415,"BIO18 Borrower, LLC  (5)",One stop,L + 5.25,,N/A  (6),11/2024,0.0,,(4,,,0.0,,,0,,
416,"BIOVT, LLC  ^*",One stop,L + 5.75,(a),8.15,01/2021,18347.0,,18246,,,1.9,,,18347,,
417,"BIOVT, LLC  ~",One stop,L + 5.75,(a),8.15,01/2021,160.0,,159,,,0.0,,,160,,
418,"BIOVT, LLC  (5)",One stop,L + 5.75,,N/A  (6),01/2021,0.0,,(1,,,0.0,,,0,,
419,"BIOVT, LLC  (5)",One stop,L + 5.75,,N/A  (6),01/2021,0.0,,(2,,,0.0,,,0,,
420,"CLP Healthcare Services, Inc.  ^",Senior loan,L + 5.25,(a),7.65,12/2020,3855.0,,3837,,,0.4,,,3855,,
421,"CRH Healthcare Purchaser, Inc.  ~",Senior loan,L + 4.50,(c),6.83,12/2024,8224.0,,8149,,,0.8,,,8224,,
422,"CRH Healthcare Purchaser, Inc.  (5)",Senior loan,L + 4.50,,N/A  (6),12/2024,0.0,,(1,,,0.0,,,0,,
423,"CRH Healthcare Purchaser, Inc.  (5)",Senior loan,L + 4.50,,N/A  (6),12/2024,0.0,,(3,,,0.0,,,0,,
424,"DCA Investment Holding, LLC  ^*",One stop,L + 5.25,(c),7.58,07/2021,18440.0,,18302,,,1.9,,,18440,,
425,"DCA Investment Holding, LLC  ^*~",One stop,L + 5.25,(c),7.58,07/2021,13227.0,,13168,,,1.4,,,13227,,
426,"DCA Investment Holding, LLC  *",One stop,L + 5.25,(c),7.58,07/2021,2431.0,,2410,,,0.3,,,2431,,
427,"DCA Investment Holding, LLC",One stop,P + 4.25,(f),9.75,07/2021,219.0,,213,,,0.0,,,219,,
428,"DCA Investment Holding, LLC",One stop,L + 5.25,(c),7.58,07/2021,215.0,,213,,,0.0,,,215,,
429,"DCA Investment Holding, LLC  *",One stop,L + 5.25,(c),7.58,07/2021,150.0,,149,,,0.0,,,150,,
430,"DCA Investment Holding, LLC  *",One stop,L + 5.25,(c),7.58,07/2021,148.0,,146,,,0.0,,,148,,
431,"DCA Investment Holding, LLC",One stop,L + 5.25,(c),7.58,07/2021,138.0,,135,,,0.0,,,138,,
432,"DCA Investment Holding, LLC  *",One stop,L + 5.25,(c),7.58,07/2021,47.0,,46,,,0.0,,,47,,
433,Deca Dental Management LLC  ^*,One stop,L + 5.50,(c),7.83,12/2021,4032.0,,3995,,,0.4,,,4032,,
434,"Healthcare, Education, and Childcare - (continued)",,,,,,,,,,,,,,,,
435,Deca Dental Management LLC  ~,One stop,L + 5.50,(a)(c),7.86,12/2021,,491,,,486,,,0.1,,,491.0
436,Deca Dental Management LLC  ~,One stop,L + 5.50,(c),7.83,12/2021,355.0,,352,,,0.1,,,355,,
437,Deca Dental Management LLC,One stop,L + 5.50,(c),8.00,12/2021,35.0,,34,,,0.0,,,35,,
438,Deca Dental Management LLC,One stop,L + 5.50,(a),7.90,12/2021,8.0,,7,,,0.0,,,8,,
439,Dental Holdings Corporation,One stop,L + 6.00,(b),8.35,02/2020,7093.0,,7065,,,0.7,,,7093,,
440,Dental Holdings Corporation  *,One stop,L + 6.00,(b),8.35,02/2020,1131.0,,1128,,,0.1,,,1131,,
441,Dental Holdings Corporation,One stop,L + 6.00,(b),8.35,02/2020,573.0,,570,,,0.1,,,573,,
442,Elite Dental Partners LLC  *,One stop,L + 5.25,(a),7.65,06/2023,12182.0,,12034,,,1.3,,,12182,,
443,Elite Dental Partners LLC,One stop,L + 5.25,(a),7.65,06/2023,128.0,,126,,,0.0,,,128,,
444,Elite Dental Partners LLC,One stop,L + 5.25,(a),7.65,06/2023,120.0,,118,,,0.0,,,120,,
445,Elite Dental Partners LLC  ~,One stop,L + 5.25,(a),7.65,06/2023,114.0,,113,,,0.0,,,114,,
446,Elite Dental Partners LLC  ~,One stop,L + 5.25,(a),7.65,06/2023,109.0,,108,,,0.0,,,109,,
447,Elite Dental Partners LLC,One stop,L + 5.25,(a),7.65,06/2023,100.0,,99,,,0.0,,,100,,
448,Elite Dental Partners LLC  (5),One stop,L + 5.25,,N/A  (6),06/2023,0.0,,(6,,,0.0,,,0,,
449,"ERG Buyer, LLC  *",One stop,L + 5.50,(c),7.83,05/2024,13083.0,,12920,,,1.3,,,12691,,
450,"ERG Buyer, LLC  (5)",One stop,L + 5.50,,N/A  (6),05/2024,0.0,,(9,,,0.0,,,(23,,
451,"ERG Buyer, LLC  (5)",One stop,L + 5.50,,N/A  (6),05/2024,0.0,,(2,,,0.0,,,(5,,
452,"eSolutions, Inc.  ^*~",One stop,L + 6.50,(a),8.90,03/2022,36462.0,,36092,,,3.7,,,36097,,
453,"eSolutions, Inc.  (5)",One stop,L + 6.50,,N/A  (6),03/2022,0.0,,(1,,,0.0,,,(1,,
454,Excelligence Learning Corporation  ^,One stop,L + 6.00,(a),8.40,04/2023,4479.0,,4448,,,0.4,,,3941,,
455,Eyecare Services Partners Holdings LLC,One stop,L + 6.25,(c),8.58,05/2023,7866.0,,7726,,,0.8,,,7708,,
456,Eyecare Services Partners Holdings LLC  *,One stop,L + 6.25,(c),8.58,05/2023,571.0,,563,,,0.1,,,560,,
457,Eyecare Services Partners Holdings LLC  *,One stop,L + 6.25,(c),8.58,05/2023,353.0,,351,,,0.1,,,346,,
458,Eyecare Services Partners Holdings LLC  *,One stop,L + 6.25,(c),8.58,05/2023,171.0,,170,,,0.0,,,167,,
459,Eyecare Services Partners Holdings LLC,One stop,L + 6.25,(c),8.83,05/2023,160.0,,158,,,0.0,,,156,,
