,Industry,Company,Investment Type,Spread Above Index,Interest Rate,Maturity Date,Principal Shares,Amortized Cost,Percentage of Net Assets,Fair Value,10
189,Diversified/Conglomerate Service,Arch Global CCT Holdings Corp.  #+~,Senior loan,L + 4.75(c)(f),5.82,04/2026,4165.0,4203.0,0.2,3748.0,
190,Diversified/Conglomerate Service,Arch Global CCT Holdings Corp.,Senior loan,L + 4.75(a),5.74,04/2025,58.0,58.0,0.0,52.0,
191,Diversified/Conglomerate Service,Arch Global CCT Holdings Corp.  (5),Senior loan,L + 4.75,N/A  (6),04/2026,0.0,0.0,0.0,,
192,Diversified/Conglomerate Service,"Astute Holdings, Inc.  !",One stop,L + 6.00(c),7.07,04/2025,10881.0,11059.0,0.5,10663.0,
193,Diversified/Conglomerate Service,"Astute Holdings, Inc.",One stop,L + 6.00(c),7.21,04/2025,150.0,149.0,0.0,148.0,
194,Diversified/Conglomerate Service,"Astute Holdings, Inc.  (5)",One stop,L + 6.00,N/A  (6),04/2025,0.0,,0.0,0.0,
195,Diversified/Conglomerate Service,Aurora Lux Finco S.A.R.L.  !(8)(13),One stop,L + 6.00(c),7.00,12/2026,1000.0,976.0,0.0,900.0,
196,Diversified/Conglomerate Service,"AutoQuotes, LLC  !",One stop,L + 5.50(c),7.12,11/2024,9888.0,10040.0,0.5,9492.0,
197,Diversified/Conglomerate Service,"AutoQuotes, LLC",One stop,L + 5.50(c),6.72,11/2024,100.0,100.0,0.0,96.0,
198,Diversified/Conglomerate Service,Axiom Merger Sub Inc.  !~,One stop,L + 5.25(c),7.07,04/2026,5877.0,5935.0,0.3,5583.0,
199,Diversified/Conglomerate Service,Axiom Merger Sub Inc  .+~(8)(9),One stop,E + 5.50(g),5.50,04/2026,2423.0,2446.0,0.1,2304.0,
200,Diversified/Conglomerate Service,Axiom Merger Sub Inc.,One stop,L + 5.25(c),6.25,04/2026,30.0,29.0,0.0,26.0,
201,Diversified/Conglomerate Service,Axiom Merger Sub Inc.  (5),One stop,L + 5.25,N/A  (6),04/2026,0.0,,0.0,0.0,
202,Diversified/Conglomerate Service,"Bazaarvoice, Inc  .*#+~",One stop,L + 5.75(a)(c),6.82,02/2024,48370.0,49226.0,2.4,46435.0,
203,Diversified/Conglomerate Service,"Bazaarvoice, Inc.",One stop,L + 5.75(c),6.96,02/2024,300.0,297.0,0.0,284.0,
204,Diversified/Conglomerate Service,"Bearcat Buyer, Inc.  +~",Senior loan,L + 4.25(c),5.70,07/2026,2942.0,2967.0,0.1,2796.0,
205,Diversified/Conglomerate Service,"Bearcat Buyer, Inc.  ~",Senior loan,L + 4.25(c),5.70,07/2026,311.0,308.0,0.0,295.0,
206,Diversified/Conglomerate Service,"Bearcat Buyer, Inc.",Senior loan,L + 4.25(c),5.70,07/2026,166.0,166.0,0.0,139.0,
207,Diversified/Conglomerate Service,"Bearcat Buyer, Inc.",Senior loan,L + 4.25(a),4.86,07/2024,22.0,22.0,0.0,20.0,
208,Diversified/Conglomerate Service,"Bullhorn, Inc.  #+~",One stop,L + 5.50(c)(d)(f),6.57,10/2025,67642.0,66716.0,3.2,62231.0,
209,Diversified/Conglomerate Service,"Bullhorn, Inc.  (8)(9)",One stop,L + 6.00(i)(j),6.70,10/2025,12069.0,11903.0,0.6,11471.0,
210,Diversified/Conglomerate Service,"Bullhorn, Inc.  (8)(9)",One stop,L + 5.75(c)(d),5.75,10/2025,4846.0,4780.0,0.2,4551.0,
211,Diversified/Conglomerate Service,"Bullhorn, Inc.",One stop,L + 5.50(a),6.50,10/2025,239.0,235.0,0.0,220.0,
212,Diversified/Conglomerate Service - (continued),Diversified/Conglomerate Service - (continued),One stop,,,,,,,,
213,Diversified/Conglomerate Service - (continued),"Bullhorn, Inc.",One stop,L + 5.50(c)(d),6.57,10/2025,78.0,77.0,0.0,72.0,
214,Diversified/Conglomerate Service - (continued),"Bullhorn, Inc.",One stop,L + 0.00(c)(d),1.07,10/2025,59.0,55.0,0.0,34.0,
215,Diversified/Conglomerate Service - (continued),"Calabrio, Inc.  !~",One stop,L + 6.50(c),7.95,06/2025,24880.0,24895.0,1.2,23636.0,
216,Diversified/Conglomerate Service - (continued),"Calabrio, Inc.",One stop,L + 6.50(a),7.50,06/2025,72.0,72.0,0.0,66.0,
217,Diversified/Conglomerate Service - (continued),Centrify Corporation  *#,One stop,L + 6.25(d),7.33,08/2024,23257.0,23301.0,1.0,20466.0,
218,Diversified/Conglomerate Service - (continued),Centrify Corporation,One stop,P + 5.25(f),8.50,08/2024,300.0,300.0,0.0,264.0,
219,Diversified/Conglomerate Service - (continued),"Clearwater Analytics, LLC  ^*#",One stop,L + 5.50(d),7.09,09/2022,16458.0,16453.0,0.8,16129.0,
220,Diversified/Conglomerate Service - (continued),"Clearwater Analytics, LLC  *",One stop,L + 5.50(c),7.41,09/2022,6071.0,6110.0,0.3,5950.0,
221,Diversified/Conglomerate Service - (continued),"Clearwater Analytics, LLC  +One stop",One stop,L + 5.50(c),7.41,09/2022,995.0,977.0,0.0,975.0,
222,Diversified/Conglomerate Service - (continued),"Clearwater Analytics, LLC  (5)",One stop,L + 5.50,N/A  (6),09/2022,0.0,,0.0,,
223,Diversified/Conglomerate Service - (continued),"Cloudbees, Inc.",One stop,L + 9.00(a),10.08 cash/0.50 PIK,05/2023,4204.0,4244.0,0.2,4077.0,
224,Diversified/Conglomerate Service - (continued),"Cloudbees, Inc.",One stop,L + 9.00(a),10.08 cash/0.50 PIK,05/2023,1465.0,1479.0,0.1,1422.0,
225,Diversified/Conglomerate Service - (continued),"Cloudbees, Inc.",One stop,L + 8.50,N/A  (6),05/2023,0.0,0.0,0.0,0.0,
226,Diversified/Conglomerate Service - (continued),"Confluence Technologies, Inc  .+~",One stop,L + 5.75(a),6.75,03/2024,45231.0,44961.0,2.3,44327.0,
227,Diversified/Conglomerate Service - (continued),"Confluence Technologies, Inc.",One stop,L + 5.75(a),6.75,03/2024,69.0,68.0,0.0,67.0,
228,Diversified/Conglomerate Service - (continued),"Connexin Software, Inc  .!~",One stop,L + 8.50(a),9.50,02/2024,7550.0,7627.0,0.4,7247.0,
229,Diversified/Conglomerate Service - (continued),"Connexin Software, Inc.",One stop,L + 8.50,9.50,02/2024,40.0,40.0,0.0,38.0,
230,Diversified/Conglomerate Service - (continued),"Conservice, LLC  +~",One stop,L + 5.25(b),6.51,12/2024,3775.0,3844.0,0.2,3624.0,
231,Diversified/Conglomerate Service - (continued),"Conservice, LLC",One stop,L + 5.25(b),6.30,12/2024,8.0,8.0,0.0,8.0,
232,Diversified/Conglomerate Service - (continued),"Convercent, Inc.",One stop,L + 9.00(c),8.25 cash/2.75 PIK,12/2024,2754.0,2675.0,0.1,2787.0,
233,Diversified/Conglomerate Service - (continued),"Convercent, Inc.",Subordinated debt,No Value,4.00,11/2020,138.0,138.0,0.0,143.0,
234,Diversified/Conglomerate Service - (continued),"Convercent, Inc.",One stop,L + 6.25(a),7.25,12/2024,20.0,20.0,0.0,20.0,
235,Diversified/Conglomerate Service - (continued),"Convercent, Inc.",One stop,L + 6.25,N/A  (6),12/2024,0.0,0.0,0.0,0.0,
236,Diversified/Conglomerate Service - (continued),Daxko Acquisition Corporation  ^*#,One stop,L + 4.75(a),5.75,09/2023,22060.0,22337.0,1.1,20956.0,
237,Diversified/Conglomerate Service - (continued),Daxko Acquisition Corporation,One stop,L + 4.75(a)(f),5.75,09/2023,68.0,68.0,0.0,64.0,
238,Diversified/Conglomerate Service - (continued),"Digital Guardian, Inc.  !",One stop,L + 9.50(a),8.41 cash/3.00 PIK,06/2023,8601.0,8935.0,0.5,8864.0,
239,Diversified/Conglomerate Service - (continued),"Digital Guardian, Inc.",Subordinated debt,No Value,8.00 PIK,06/2023,9.0,6.0,0.0,9.0,
240,Diversified/Conglomerate Service - (continued),"Digital Guardian, Inc.",One stop,L + 5.00,N/A  (6),06/2023,0.0,0.0,0.0,0.0,
241,Diversified/Conglomerate Service - (continued),"Digital Guardian, Inc.",One stop,L + 6.50,N/A  (6),06/2023,0.0,16.0,0.0,23.0,
242,Diversified/Conglomerate Service - (continued),DISA Holdings Acquisition Subsidiary Corp  .+~,Senior loan,L + 4.00(a),5.58,06/2022,9865.0,9964.0,0.5,9272.0,
243,Diversified/Conglomerate Service - (continued),DISA Holdings Acquisition Subsidiary Corp.,Senior loan,L + 4.00(c),5.00,06/2022,1448.0,1448.0,0.1,1361.0,
244,Diversified/Conglomerate Service - (continued),DISA Holdings Acquisition Subsidiary Corp.  (5),Senior loan,L + 4.00,N/A  (6),06/2022,0.0,3.0,0.0,,
245,Diversified/Conglomerate Service - (continued),"E2open, LLC  *#+!~",One stop,L + 5.75(c),7.36,11/2024,86337.0,87307.0,4.2,82884.0,
246,Diversified/Conglomerate Service - (continued),"E2open, LLC",One stop,L + 5.75(c),6.95,11/2024,242.0,235.0,0.0,222.0,
247,Diversified/Conglomerate Service - (continued),"EGD Security Systems, LLC  ^*#",One stop,L + 5.75(c),7.62,06/2023,30092.0,30519.0,1.5,30092.0,
248,Diversified/Conglomerate Service - (continued),"EGD Security Systems, LLC  #",One stop,L + 5.75(c),7.66,06/2023,644.0,667.0,0.0,644.0,
249,Diversified/Conglomerate Service - (continued),"EGD Security Systems, LLC",One stop,L + 5.75(c),7.62,06/2023,575.0,571.0,0.0,575.0,
250,Diversified/Conglomerate Service - (continued),"EGD Security Systems, LLC",One stop,L + 5.75(c),7.62,06/2023,347.0,346.0,0.0,347.0,
251,Diversified/Conglomerate Service - (continued),"EGD Security Systems, LLC",One stop,L + 5.75(c),7.49,06/2023,140.0,138.0,0.0,140.0,
252,Diversified/Conglomerate Service - (continued),EWC Growth Partners LLC,One stop,L + 5.50(b),6.50,03/2026,918.0,900.0,0.0,808.0,
253,Diversified/Conglomerate Service - (continued),EWC Growth Partners LLC,One stop,L + 5.50(c),6.50,03/2026,30.0,29.0,0.0,26.0,
254,Diversified/Conglomerate Service - (continued),EWC Growth Partners LLC,One stop,L + 5.50(c),5.50,03/2026,18.0,18.0,0.0,16.0,
255,Diversified/Conglomerate Service - (continued),"GS Acquisitionco, Inc.  *#+!~",One stop,L + 5.75(d),6.83,05/2024,54322.0,54767.0,2.7,53777.0,
256,Diversified/Conglomerate Service - (continued),Diversified/Conglomerate Service - (continued),One stop,,,,,,,,
257,Diversified/Conglomerate Service - (continued),"GS Acquisitionco, Inc.  *#",One stop,L + 5.75(d),6.83,05/2024,12820.0,13162.0,0.7,12692.0,
258,Diversified/Conglomerate Service - (continued),"GS Acquisitionco, Inc.  #",One stop,L + 5.75(d),6.83,05/2024,3303.0,3392.0,0.2,3270.0,
259,Diversified/Conglomerate Service - (continued),"GS Acquisitionco, Inc.  +~",One stop,L + 5.75(d),6.83,05/2024,3048.0,3130.0,0.2,3017.0,
260,Diversified/Conglomerate Service - (continued),"GS Acquisitionco, Inc.  #",One stop,L + 5.75(d),6.83,05/2024,1908.0,1960.0,0.1,1890.0,
261,Diversified/Conglomerate Service - (continued),"GS Acquisitionco, Inc.",One stop,L + 5.75(d),6.83,05/2024,152.0,148.0,0.0,148.0,
262,Diversified/Conglomerate Service - (continued),"GS Acquisitionco, Inc.",One stop,L + 5.75(d),6.83,05/2024,60.0,60.0,0.0,59.0,
263,Diversified/Conglomerate Service - (continued),"HealthcareSource HR, Inc.  *#",One stop,L + 5.25(c),6.70,05/2023,33917.0,34037.0,1.7,32899.0,
264,Diversified/Conglomerate Service - (continued),"HealthcareSource HR, Inc.",One stop,L + 5.25(c),6.37,05/2023,190.0,189.0,0.0,184.0,
265,Diversified/Conglomerate Service - (continued),"HSI Halo Acquisition, Inc.  +~",One stop,L + 5.75(a),6.75,08/2026,4112.0,4163.0,0.2,3907.0,
266,Diversified/Conglomerate Service - (continued),"HSI Halo Acquisition, Inc.",One stop,L + 5.75(a),6.75,08/2026,304.0,298.0,0.0,272.0,
267,Diversified/Conglomerate Service - (continued),"HSI Halo Acquisition, Inc.",One stop,P + 4.75(f),8.00,09/2025,50.0,50.0,0.0,48.0,
268,Diversified/Conglomerate Service - (continued),Hydraulic Authority III Limited  ~(8)(9)(10),One stop,L + 6.00(i)(j),7.00,11/2025,12340.0,12567.0,0.6,11439.0,
269,Diversified/Conglomerate Service - (continued),Hydraulic Authority III Limited  (8)(9)(10),One stop,No Value,11.00 PIK,11/2025,199.0,203.0,0.0,196.0,
270,Diversified/Conglomerate Service - (continued),Hydraulic Authority III Limited  (8)(9)(10),One stop,L + 6.00(a)(c)(d),7.00,11/2025,84.0,84.0,0.0,80.0,
271,Diversified/Conglomerate Service - (continued),"ICIMS, Inc.  !~",One stop,L + 6.50(a),7.50,09/2024,14355.0,14571.0,0.7,13924.0,
272,Diversified/Conglomerate Service - (continued),"ICIMS, Inc.  !~",One stop,L + 6.50(a),7.50,09/2024,4501.0,4586.0,0.2,4365.0,
273,Diversified/Conglomerate Service - (continued),"ICIMS, Inc.  (5)",One stop,L + 6.50,N/A  (6),09/2024,0.0,,0.0,,
274,Diversified/Conglomerate Service - (continued),"Imprivata, Inc.  *#+~",Senior loan,L + 4.00(c),5.45,10/2023,9311.0,9523.0,0.5,9311.0,
275,Diversified/Conglomerate Service - (continued),"Imprivata, Inc.  (5)",Senior loan,L + 4.00,N/A  (6),10/2023,0.0,,0.0,0.0,
276,Diversified/Conglomerate Service - (continued),"Infinisource, Inc  .+~",One stop,L + 4.75(c),6.20,10/2026,29328.0,28866.0,1.4,26982.0,
277,Diversified/Conglomerate Service - (continued),"Infinisource, Inc.",One stop,L + 4.75(c),6.54,10/2026,111.0,110.0,0.0,102.0,
278,Diversified/Conglomerate Service - (continued),"Infinisource, Inc.  (5)",One stop,L + 4.75,N/A  (6),10/2026,0.0,,0.0,,
279,Diversified/Conglomerate Service - (continued),"Infinisource, Inc.  (5)",One stop,L + 4.75(c),N/A  (6),10/2026,0.0,,0.0,,
280,Diversified/Conglomerate Service - (continued),"Infogix, Inc.  *#",One stop,L + 6.75(c),8.20,04/2024,7215.0,7364.0,0.4,6927.0,
281,Diversified/Conglomerate Service - (continued),"Infogix, Inc.*+One stop",One stop,L + 6.75(c),8.20,04/2024,1113.0,1132.0,0.1,1068.0,
282,Diversified/Conglomerate Service - (continued),"Infogix, Inc.",One stop,L + 6.75(c),7.75,04/2024,90.0,91.0,0.0,86.0,
283,Diversified/Conglomerate Service - (continued),"Integral Ad Science, Inc.  !~",One stop,L + 7.25(a),7.00 cash/1.25 PIK,07/2024,15782.0,15992.0,0.8,15149.0,
284,Diversified/Conglomerate Service - (continued),"Integral Ad Science, Inc.  (5)",One stop,L + 6.00,N/A  (6),07/2023,0.0,,0.0,,
285,Diversified/Conglomerate Service - (continued),"Integration Appliance, Inc.  ^*!~",One stop,L + 7.25(c),9.43,08/2023,68335.0,69253.0,3.4,66969.0,
286,Diversified/Conglomerate Service - (continued),"Integration Appliance, Inc.",One stop,L + 7.25(a)(c),8.54,08/2023,973.0,969.0,0.1,954.0,
287,Diversified/Conglomerate Service - (continued),Internet Truckstop Group LLC  *#!,One stop,L + 5.50(c),6.96,04/2025,22701.0,23343.0,1.1,21794.0,
288,Diversified/Conglomerate Service - (continued),Internet Truckstop Group LLC  (5),One stop,L + 5.50,N/A  (6),04/2025,0.0,,0.0,,
289,Diversified/Conglomerate Service - (continued),"Invoice Cloud, Inc.  !",One stop,L + 6.50(c),4.96 cash/3.25 PIK,02/2024,6415.0,6459.0,0.3,6028.0,
290,Diversified/Conglomerate Service - (continued),"Invoice Cloud, Inc.",One stop,L + 6.50(c),7.96,02/2024,1603.0,1602.0,0.1,1460.0,
291,Diversified/Conglomerate Service - (continued),"Invoice Cloud, Inc.  (5)",One stop,L + 6.00,N/A  (6),02/2024,0.0,0.0,0.0,,
292,Diversified/Conglomerate Service - (continued),"JAMF Holdings, Inc.  !~",One stop,L + 7.00(c),8.70,11/2022,13559.0,13767.0,0.7,13422.0,
293,Diversified/Conglomerate Service - (continued),"JAMF Holdings, Inc.  (5)",One stop,L + 7.00,N/A  (6),11/2022,0.0,0.0,0.0,,
294,Diversified/Conglomerate Service - (continued),"Kareo, Inc.",One stop,L + 9.00(a),10.00,06/2022,10273.0,10419.0,0.5,10356.0,
295,Diversified/Conglomerate Service - (continued),"Kareo, Inc.  !",One stop,L + 9.00(a),10.00,06/2022,941.0,960.0,0.1,949.0,
296,Diversified/Conglomerate Service - (continued),"Kareo, Inc.",One stop,L + 9.00(a),10.00,06/2022,753.0,769.0,0.0,759.0,
297,Diversified/Conglomerate Service - (continued),"Kareo, Inc.",One stop,P + 8.00(f),11.25,06/2022,80.0,80.0,0.0,80.0,
298,Diversified/Conglomerate Service - (continued),Kaseya Traverse Inc  !~,One stop,L + 7.00(a)(c),5.91 cash/3.00 PIK,05/2025,35546.0,36614.0,1.8,34472.0,
299,Diversified/Conglomerate Service - (continued),Kaseya Traverse Inc,One stop,L + 7.00(c),5.91 cash/3.00 PIK,05/2025,501.0,519.0,0.0,486.0,
300,Diversified/Conglomerate Service - (continued),Diversified/Conglomerate Service - (continued),One stop,,,,,,,,
301,Diversified/Conglomerate Service - (continued),Kaseya Traverse Inc,One stop,L + 6.50(a)(b)(c),7.50,05/2025,181.0,180.0,0.0,172.0,
302,Diversified/Conglomerate Service - (continued),Kaseya Traverse Inc  (5),One stop,L + 4.00,N/A  (6),05/2025,0.0,,0.0,0.0,
303,Diversified/Conglomerate Service - (continued),"Learn-it Systems, LLC  !",Senior loan,L + 4.50(c),5.39,03/2025,2553.0,2612.0,0.1,2349.0,
304,Diversified/Conglomerate Service - (continued),"Learn-it Systems, LLC",Senior loan,L + 4.50(c),6.17,03/2025,207.0,206.0,0.0,191.0,
305,Diversified/Conglomerate Service - (continued),"Learn-it Systems, LLC",Senior loan,L + 4.50(a)(c)(f),5.95,03/2025,32.0,33.0,0.0,30.0,
306,Diversified/Conglomerate Service - (continued),Litera Bidco LLC  +~,One stop,L + 5.75(c),7.21,05/2026,3695.0,3721.0,0.2,3585.0,
307,Diversified/Conglomerate Service - (continued),Litera Bidco LLC,One stop,L + 5.75(c),7.21,05/2026,705.0,731.0,0.0,683.0,
308,Diversified/Conglomerate Service - (continued),Litera Bidco LLC,One stop,L + 5.75(c),7.21,05/2026,705.0,732.0,0.0,683.0,
309,Diversified/Conglomerate Service - (continued),Litera Bidco LLC,One stop,L + 5.75(c),6.95,05/2025,60.0,60.0,0.0,58.0,
310,Diversified/Conglomerate Service - (continued),Maverick Bidco Inc.  *#!~,One stop,L + 6.25(d),7.32,04/2023,39667.0,39929.0,2.0,38080.0,
311,Diversified/Conglomerate Service - (continued),Maverick Bidco Inc  .*#,One stop,L + 6.25(d),7.32,04/2023,3199.0,3263.0,0.2,3071.0,
312,Diversified/Conglomerate Service - (continued),Maverick Bidco Inc.,One stop,L + 6.25(c),7.60,04/2023,202.0,199.0,0.0,192.0,
313,Diversified/Conglomerate Service - (continued),"MetricStream, Inc.  !",One stop,L + 7.00(c),9.00,05/2024,9131.0,9220.0,0.5,8921.0,
314,Diversified/Conglomerate Service - (continued),"MetricStream, Inc.  (5)",One stop,L + 7.00,N/A  (6),05/2024,0.0,0.0,0.0,,
315,Diversified/Conglomerate Service - (continued),"MetricStream, Inc.  (5)",One stop,L + 7.00,N/A  (6),04/2024,0.0,11.0,0.0,,
316,Diversified/Conglomerate Service - (continued),"Mindbody, Inc.  !~",One stop,L + 7.00(c),8.00,02/2025,48351.0,49227.0,2.2,43516.0,
317,Diversified/Conglomerate Service - (continued),"Mindbody, Inc.",One stop,L + 7.00(c),8.07,02/2025,238.0,237.0,0.0,214.0,
318,Diversified/Conglomerate Service - (continued),"Ministry Brands, LLC  +Senior loan",One stop,L + 4.00(b),5.62,12/2022,1453.0,1474.0,0.1,1308.0,
319,Diversified/Conglomerate Service - (continued),"Ministry Brands, LLC  +Senior loan",One stop,L + 4.00(b),5.62,12/2022,831.0,843.0,0.0,748.0,
320,Diversified/Conglomerate Service - (continued),"Ministry Brands, LLC",Senior loan,L + 4.00(b),5.62,12/2022,379.0,392.0,0.0,341.0,
321,Diversified/Conglomerate Service - (continued),"MSHC, Inc.  +Senior loan",Senior loan,L + 4.25(a)(f),5.25,12/2024,345.0,341.0,0.0,324.0,
322,Diversified/Conglomerate Service - (continued),"MSHC, Inc.  (5)",Senior loan,L + 4.25,N/A  (6),12/2024,0.0,0.0,0.0,,
323,Diversified/Conglomerate Service - (continued),"Namely, Inc.  !~",One stop,L + 7.50(c),8.25 cash/1.25 PIK,06/2024,3557.0,3596.0,0.2,3378.0,
324,Diversified/Conglomerate Service - (continued),"Namely, Inc.",One stop,L + 7.50(c),8.25 cash/1.25 PIK,06/2024,2020.0,2005.0,0.1,1851.0,
325,Diversified/Conglomerate Service - (continued),"Namely, Inc.  (5)",One stop,L + 6.25,N/A  (6),06/2024,0.0,0.0,0.0,,
326,Diversified/Conglomerate Service - (continued),Net Health Acquisition Corp.  *#,One stop,L + 5.50(d),6.57,12/2023,8598.0,8716.0,0.4,8340.0,
327,Diversified/Conglomerate Service - (continued),Net Health Acquisition Corp  .+~,One stop,L + 5.50(d),6.57,12/2023,6880.0,7017.0,0.3,6674.0,
328,Diversified/Conglomerate Service - (continued),Net Health Acquisition Corp.  *#,One stop,L + 5.50(d),6.57,12/2023,1202.0,1218.0,0.1,1165.0,
329,Diversified/Conglomerate Service - (continued),Net Health Acquisition Corp.  (5),One stop,L + 5.50,N/A  (6),12/2023,0.0,,0.0,,
330,Diversified/Conglomerate Service - (continued),"Netsmart Technologies, Inc.",Senior loan,L + 4.75(a),5.70,04/2021,42.0,40.0,0.0,26.0,
331,Diversified/Conglomerate Service - (continued),"Nextech Holdings, LLC  +~",One stop,L + 5.50(a),6.49,06/2025,4032.0,4105.0,0.2,3710.0,
332,Diversified/Conglomerate Service - (continued),"Nextech Holdings, LLC",One stop,L + 5.50(c),6.11,06/2025,500.0,496.0,0.0,452.0,
333,Diversified/Conglomerate Service - (continued),"Nextech Holdings, LLC  (5)",One stop,L + 5.50,N/A  (6),06/2025,0.0,,0.0,,
334,Diversified/Conglomerate Service - (continued),"Nexus Brands Group, Inc  .*#",One stop,L + 6.00(c),7.61,11/2023,9426.0,9534.0,0.4,8295.0,
335,Diversified/Conglomerate Service - (continued),"Nexus Brands Group, Inc.  +~(8)(9)",One stop,L + 6.00(j),7.00,11/2023,7181.0,7318.0,0.3,6247.0,
336,Diversified/Conglomerate Service - (continued),"Nexus Brands Group, Inc.  #",One stop,L + 6.00(c),7.61,11/2023,1996.0,2071.0,0.1,1756.0,
337,Diversified/Conglomerate Service - (continued),"Nexus Brands Group, Inc.#~",One stop,L + 6.00(c),7.61,11/2023,1444.0,1499.0,0.1,1271.0,
338,Diversified/Conglomerate Service - (continued),"Nexus Brands Group, Inc.~",One stop,L + 6.00(c),7.61,11/2023,769.0,762.0,0.0,677.0,
339,Diversified/Conglomerate Service - (continued),"Nexus Brands Group, Inc.",One stop,L + 6.00(c)(d),7.61,11/2023,200.0,202.0,0.0,176.0,
340,Diversified/Conglomerate Service - (continued),"Nexus Brands Group, Inc.  (8)(9)",One stop,L + 6.00(c),7.00,11/2023,70.0,69.0,0.0,66.0,
341,Diversified/Conglomerate Service - (continued),"Nexus Brands Group, Inc.  (5)(8)(9)",One stop,L + 6.00,N/A  (6),11/2023,0.0,,0.0,0.0,
342,Diversified/Conglomerate Service - (continued),"Nexus Brands Group, Inc.  (5)",One stop,L + 6.00,N/A  (6),11/2023,0.0,,0.0,0.0,
343,Diversified/Conglomerate Service - (continued),Diversified/Conglomerate Service - (continued),One stop,,,,,,,,
344,Diversified/Conglomerate Service - (continued),"Nexus Brands Group, Inc.",One stop,L + 6.00,N/A  (6),11/2023,0.0,0.0,0.0,0.0,
345,Diversified/Conglomerate Service - (continued),"Onapsis, Inc., Virtual Forge GMBH and Onapsis GMBH!",One stop,P + 6.75(f),8.25 cash/1.75 PIK,10/2024,2120.0,2100.0,0.1,2163.0,
346,Diversified/Conglomerate Service - (continued),"Onapsis, Inc., Virtual Forge GMBH and Onapsis GMBH",One stop,L + 6.00,N/A  (6),10/2024,0.0,0.0,0.0,1.0,
347,Diversified/Conglomerate Service - (continued),"Onapsis, Inc., Virtual Forge GMBH and Onapsis GMBH",One stop,L + 7.75,N/A  (6),10/2024,0.0,0.0,0.0,3.0,
348,Diversified/Conglomerate Service - (continued),"Property Brands, Inc.  #",One stop,L + 6.00(a),7.00,01/2024,19947.0,20167.0,0.9,18351.0,
349,Diversified/Conglomerate Service - (continued),"Property Brands, Inc.  +~",One stop,L + 6.00(a),7.00,01/2024,13736.0,13602.0,0.7,12636.0,
350,Diversified/Conglomerate Service - (continued),"Property Brands, Inc.  *#",One stop,L + 6.00(a),7.00,01/2024,6686.0,6811.0,0.3,6151.0,
351,Diversified/Conglomerate Service - (continued),"Property Brands, Inc.  ^~",One stop,L + 6.00(a),7.00,01/2024,3260.0,3381.0,0.2,2998.0,
352,Diversified/Conglomerate Service - (continued),"Property Brands, Inc.",One stop,L + 6.00(a),7.00,01/2024,1432.0,1483.0,0.1,1317.0,
353,Diversified/Conglomerate Service - (continued),"Property Brands, Inc.  #",One stop,L + 6.00(a),7.00,01/2024,1212.0,1255.0,0.1,1114.0,
354,Diversified/Conglomerate Service - (continued),"Property Brands, Inc.",One stop,L + 6.00(a),7.00,01/2024,1194.0,1238.0,0.1,1099.0,
355,Diversified/Conglomerate Service - (continued),"Property Brands, Inc.",One stop,L + 6.00(a),7.00,01/2024,955.0,948.0,0.0,878.0,
356,Diversified/Conglomerate Service - (continued),"Property Brands, Inc.",One stop,L + 6.00(a),7.00,01/2024,505.0,522.0,0.0,464.0,
357,Diversified/Conglomerate Service - (continued),"Property Brands, Inc.  (5)",One stop,L + 6.00,N/A  (6),01/2024,0.0,,0.0,,
358,Diversified/Conglomerate Service - (continued),"Property Brands, Inc.  (5)",One stop,L + 6.00,N/A  (6),01/2024,0.0,,0.0,,
359,Diversified/Conglomerate Service - (continued),"PCS Intermediate II Holdings, LLC  ~",One stop,L + 5.50(e),6.50,01/2026,14566.0,14424.0,0.7,13983.0,
360,Diversified/Conglomerate Service - (continued),"PCS Intermediate II Holdings, LLC",One stop,L + 5.50(a),6.50,01/2026,40.0,39.0,0.0,36.0,
361,Diversified/Conglomerate Service - (continued),"Personify, Inc.  *+One stop",One stop,L + 5.75(c),7.20,09/2024,15535.0,15823.0,0.7,14137.0,
362,Diversified/Conglomerate Service - (continued),"Personify, Inc.",One stop,L + 5.75(c),7.00,09/2024,80.0,80.0,0.0,66.0,
363,Diversified/Conglomerate Service - (continued),"PlanSource Holdings, Inc.  !~",One stop,L + 6.25(d),7.95,04/2025,11416.0,11556.0,0.6,10959.0,
364,Diversified/Conglomerate Service - (continued),"PlanSource Holdings, Inc.  (5)",One stop,L + 6.25,N/A  (6),04/2025,0.0,,0.0,,
365,Diversified/Conglomerate Service - (continued),"Project Power Buyer, LLC  +~",One stop,L + 5.75(c),7.21,05/2026,11554.0,11784.0,0.6,10977.0,
366,Diversified/Conglomerate Service - (continued),"Project Power Buyer, LLC  (5)",One stop,L + 5.75,N/A  (6),05/2025,0.0,,0.0,,
367,Diversified/Conglomerate Service - (continued),"PT Intermediate Holdings III, LLC  +~",One stop,L + 5.50(c),6.95,10/2025,29926.0,29472.0,1.4,27532.0,
368,Diversified/Conglomerate Service - (continued),"Qgenda Intermediate Holdings, LLC  +One stop",One stop,L + 5.00(a),6.00,06/2025,15354.0,15374.0,0.7,14433.0,
369,Diversified/Conglomerate Service - (continued),"Qgenda Intermediate Holdings, LLC  ~",One stop,L + 5.00(a),6.00,06/2025,998.0,988.0,0.1,938.0,
