,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
235,Vetcor Merger Sub LLC*^,One stop,L + 6.00,,7.00,,,04/2021,,,25119,,,24674,,,3.1,,,25119
236,"Veterinary Specialists  of North America, LLC  (4)",One stop,L + 5.00,,(5),,,11/2020,,,0,,,(10,,,0,,,0
237,"Veterinary Specialists  of North America, LLC  (4)",One stop,L + 5.00,,(5),,,11/2020,,,0,,,(1,,,0,,,0
238,"Veterinary  Specialists of North America, LLC*",One stop,L + 5.00,,6.00,,,11/2020,,,2716,,,2697,,,0.3,,,2716
239,Printing  and Publishing,,,,,,,,,,,,,,,,,,,
240,"Brandmuscle, Inc.  (4)",Senior loan,L + 4.75,,(5),,,12/2021,,,0,,,(1,,,0,,,0
241,"Brandmuscle, Inc.",Senior loan,L + 4.75,,5.75,,,12/2021,,,4985,,,4911,,,0.6,,,4935
242,"Market Track, LLC*",One stop,L + 7.00,,8.00,,,10/2019,,,2191,,,2169,,,0.3,,,2191
243,"Market Track, LLC  (4)",One stop,L + 7.00,,(5),,,10/2019,,,0,,,(8,,,0,,,0
244,"Market Track, LLC",One stop,L + 7.00,,8.00,,,10/2019,,,2157,,,2139,,,0.3,,,2157
245,"Market Track, LLC",One stop,L + 7.00,,8.00,,,10/2019,,,1330,,,1307,,,0.2,,,1330
246,"Market  Track, LLC*^",One stop,L + 7.00,,8.00,,,10/2019,,,28902,,,28590,,,3.5,,,28902
247,Retail  Stores,,,,,,,,,,,,,,,,,,,
248,"Benihana, Inc.",One stop,P + 4.75,,8.25,,,07/2018,,,651,,,610,,,0.1,,,608
249,"Benihana, Inc.*^",One stop,L + 6.00,,7.25,,,01/2019,,,15397,,,15109,,,1.8,,,15089
250,"CVS Holdings I, LP",One stop,L + 6.25,,7.25,,,08/2021,,,1928,,,1892,,,0.2,,,1928
251,"CVS Holdings I, LP  (4)",One stop,L + 6.25,,(5),,,08/2020,,,0,,,(4,,,0,,,0
252,"CVS Holdings I, LP*^",One stop,L + 6.25,,7.25,,,08/2021,,,20523,,,20139,,,2.5,,,20523
253,"Cycle Gear, Inc.",One stop,L + 6.00,,7.00,,,01/2020,,,72,,,58,,,0,,,72
254,"Cycle Gear, Inc.",One stop,L + 6.00,,7.00,,,01/2020,,,6470,,,6353,,,0.8,,,6470
255,"DTLR, Inc.*^",One stop,L + 6.50,,7.50,,,10/2020,,,11481,,,11371,,,1.4,,,11366
256,"Elite Sportswear, L.P.  (4)",Senior loan,L + 5.00,,(5),,,03/2020,,,0,,,(6,,,0,,,0
257,"Elite Sportswear, L.P.",Senior loan,L + 5.00,,6.00,,,03/2020,,,2842,,,2794,,,0.3,,,2842
258,"Express Oil Change, LLC*",Senior loan,L + 5.00,,6.00,,,12/2017,,,496,,,492,,,0.1,,,496
259,"Marshall Retail Group,  LLC, The  (4)",One stop,L + 6.00,,(5),,,08/2020,,,0,,,(9,,,0,,,(44
260,"Marshall Retail Group,  LLC, The",One stop,L + 6.00,,7.47,,,08/2019,,,585,,,564,,,0.1,,,475
261,"Marshall Retail Group,  LLC, The^",One stop,L + 6.00,,7.00,,,08/2020,,,12300,,,12180,,,1.4,,,11685
262,"Paper Source, Inc.  (4)",One stop,L + 6.25,,(5),,,09/2018,,,0,,,(7,,,0,,,0
263,"Paper Source, Inc.*^",One stop,L + 6.25,,7.25,,,09/2018,,,12856,,,12784,,,1.6,,,12856
264,RCPSI Corporation  (4),One stop,L + 5.75,,(5),,,04/2020,,,0,,,(3,,,0,,,0
265,RCPSI Corporation*^,One stop,L + 5.75,,6.75,,,04/2021,,,22344,,,21949,,,2.7,,,22344
266,"Restaurant Holding Company,  LLC",Senior loan,L + 7.75,,8.75,,,02/2019,,,4831,,,4799,,,0.6,,,4589
267,"Rubio's Restaurants, Inc*",Senior loan,L + 4.75,,6.00,,,11/2018,,,3974,,,3974,,,0.5,,,3974
268,"Sneaker Villa, Inc.*^",One stop,L + 7.75,,8.75,,,12/2020,,,12530,,,12405,,,1.5,,,12405
269,Specialty Commerce Corp.  (4),One stop,L + 6.00,,(5),,,07/2017,,,0,,,(3,,,0,,,0
270,Specialty  Commerce Corp.,One stop,L + 6.00,,7.50,,,07/2017,,,4073,,,4056,,,0.5,,,4073
271,Telecommunications,,,,,,,,,,,,,,,,,,,
272,"Arise Virtual Solutions,  Inc.  (4)",One stop,L + 6.00,,(5),,,12/2018,,,0,,,(1,,,0,,,(6
273,"Arise Virtual Solutions,  Inc.^",One stop,L + 6.00,,7.25,,,12/2018,,,1490,,,1485,,,0.2,,,1431
274,Hosting.com Inc.,Senior loan,P + 3.25,,6.75,,,12/2017,,,37,,,37,,,0,,,37
275,Hosting.com  Inc.*,Senior loan,L + 4.50,,5.75,,,12/2017,,,773,,,767,,,0.1,,,773
276,Textile  and Leather,,,,,,,,,,,,,,,,,,,
277,"5.11, Inc.*^",Senior loan,L + 5.00,,6.00,,,02/2020,,,988,,,985,,,0.1,,,988
278,SHO Holding I Corporation,Senior loan,L + 4.00,,5.00,,,10/2021,,,6,,,5,,,0,,,6
279,SHO Holding I Corporation*,Senior loan,L + 4.00,,5.00,,,10/2022,,,2078,,,2058,,,0.3,,,2063
280,"Southern Tide, LLC  (4)",One stop,L + 6.75,,(5),,,06/2019,,,0,,,(6,,,0,,,0
281,"Southern  Tide, LLC^",One stop,L + 6.75,,7.75,,,06/2019,,,4044,,,4016,,,0.5,,,4044
282,Utilities,,,,,,,,,,,,,,,,,,,
283,"PowerPlan Consultants,  Inc.  (4)",Senior loan,L + 5.25,,(5),,,02/2021,,,0,,,(7,,,0,,,0
284,"PowerPlan Consultants,  Inc.",Senior loan,L + 5.25,,6.25,,,02/2022,,,4885,,,4821,,,0.6,,,4885
285,Equity  Investments  (9)(10),,,,,,,,,,,,,,,,,,,
286,Aerospace  and Defense,,,,,,,,,,,,,,,,,,,
287,NTS Technical  Systems,Common stock,No Value,No Value,,No Value,,,2,,,1506,,,0.2,,,1813,,
288,"Tresys Technology Holdings,  Inc.",Common stock,No Value,No Value,,No Value,,,295,,,295,,,0,,,0,,
289,Whitcraft LLC,Preferred stock B,No Value,No Value,,No Value,,,1,,,670,,,0.1,,,1100,,
290,Whitcraft  LLC,Warrant,No Value,No Value,,No Value,,,0,,,0,,,0.1,,,214,,
291,Automobile,,,,,,,,,,,,,,,,,,,
292,"K&N Engineering, Inc.",Preferred stock A,No Value,No Value,,No Value,,,0,,,0,,,0,,,5,,
293,"K&N Engineering, Inc.",Preferred stock B,No Value,No Value,,No Value,,,0,,,0,,,0,,,5,,
294,"K&N  Engineering, Inc.",Common stock,No Value,No Value,,No Value,,,0,,,0,,,0,,,38,,
295,"Beverage,  Food and Tobacco",,,,,,,,,,,,,,,,,,,
296,"Atkins Nutritionals, Inc.",LLC interest,No Value,No Value,,No Value,,,57,,,746,,,0.4,,,2982,,
297,"C. J. Foods, Inc.",Preferred stock,No Value,No Value,,No Value,,,0,,,157,,,0,,,175,,
298,"First Watch Restaurants,  Inc.",Common stock,No Value,No Value,,No Value,,,9,,,964,,,0.2,,,1479,,
299,"Hopdoddy Holdings, LLC",LLC interest,No Value,No Value,,No Value,,,130,,,130,,,0,,,130,,
300,Julio & Sons Company,LLC interest,No Value,No Value,,No Value,,,521,,,521,,,0.1,,,695,,
301,"Northern Brewer, LLC",LLC interest,No Value,No Value,,No Value,,,438,,,362,,,0,,,62,,
302,"Richelieu Foods, Inc.",LP interest,No Value,No Value,,No Value,,,220,,,220,,,0,,,274,,
303,"Tate's Bake Shop, Inc.",LP interest,No Value,No Value,,No Value,,,462,,,428,,,0.1,,,475,,
304,Uinta Brewing Company,LP interest,No Value,No Value,,No Value,,,462,,,462,,,0,,,149,,
305,United  Craft Brews LLC,LP interest,No Value,No Value,,No Value,,,1,,,657,,,0.1,,,584,,
306,Buildings  and Real Estate,,,,,,,,,,,,,,,,,,,
307,"Brooks  Equipment Company, LLC",Common stock,No Value,No Value,,No Value,,,10,,,1020,,,0.1,,,993,,
308,"Chemicals,  Plastics and Rubber",,,,,,,,,,,,,,,,,,,
309,"Flexan, LLC",Preferred stock,No Value,No Value,,No Value,,,0,,,73,,,0,,,77,,
310,"Flexan,  LLC",Common stock,No Value,No Value,,No Value,,,1,,,0,,,0,,,31,,
311,"Containers,  Packaging and Glass",,,,,,,,,,,,,,,,,,,
312,"Packaging Coordinators,  Inc.  (3)",Common stock,No Value,No Value,,No Value,,,25,,,2065,,,0.4,,,3185,,
313,"Packaging  Coordinators, Inc.",Common stock,No Value,No Value,,No Value,,,48,,,1563,,,0.4,,,3464,,
314,Diversified  Conglomerate Manufacturing,,,,,,,,,,,,,,,,,,,
315,"Chase Industries, Inc.",LLC units,No Value,No Value,,No Value,,,1,,,1186,,,0.2,,,1467,,
316,ICCN Acquisition Corp.,Preferred stock,No Value,No Value,,No Value,,,0,,,370,,,0.1,,,419,,
317,ICCN Acquisition Corp.,Common stock,No Value,No Value,,No Value,,,0,,,0,,,0,,,0,,
318,"Sunless  Merger Sub, Inc.",LP interest,No Value,No Value,,No Value,,,0,,,160,,,0,,,0,,
319,Diversified  Conglomerate Service,,,,,,,,,,,,,,,,,,,
320,"Actiance, Inc.",Warrant,No Value,No Value,,No Value,,,344,,,82,,,0,,,83,,
321,Agility Recovery Solutions  Inc.,Preferred stock,No Value,No Value,,No Value,,,67,,,430,,,0.1,,,499,,
322,"Daxko, LLC",LLC units,No Value,No Value,,No Value,,,219,,,219,,,0.1,,,425,,
323,DISA Holdings Acquisition  Subsidiary Corp.,Common stock,No Value,No Value,,No Value,,,0,,,154,,,0,,,63,,
324,"HealthcareSource HR, Inc.",LLC interest,No Value,No Value,,No Value,,,0,,,348,,,0,,,374,,
325,"Host Analytics, Inc.",Warrant,No Value,No Value,,No Value,,,180,,,0,,,0,,,105,,
326,"Marathon Data Operating  Co., LLC",LLC units,No Value,No Value,,No Value,,,1,,,264,,,0,,,57,,
327,"Marathon Data Operating  Co., LLC",LLC units,No Value,No Value,,No Value,,,1,,,264,,,0.1,,,680,,
328,"Secure-24, LLC",LLC units,No Value,No Value,,No Value,,,263,,,263,,,0,,,376,,
329,"Steelwedge Software, Inc.",Warrant,No Value,No Value,,No Value,,,36575,,,76,,,0,,,77,,
330,"TA MHI Buyer,  Inc.",Preferred stock,No Value,No Value,,No Value,,,0,,,202,,,0,,,202,,
331,"Vendavo, Inc.",Preferred stock A,No Value,No Value,,No Value,,,827,,,827,,,0.2,,,1229,,
332,"Vitalyst, LLC",Common stock,No Value,No Value,,No Value,,,1,,,7,,,0,,,0,,
333,"Vitalyst,  LLC",Preferred stock A,No Value,No Value,,No Value,,,0,,,61,,,0,,,57,,
334,Electronics,,,,,,,,,,,,,,,,,,,
335,"ECI Acquisition Holdings,  Inc.",Common stock,No Value,No Value,,No Value,,,9,,,872,,,0.1,,,1034,,
336,"Gamma Technologies, LLC",LLC units,No Value,No Value,,No Value,,,1,,,134,,,0,,,169,,
337,"SEI, Inc.",LLC units,No Value,No Value,,No Value,,,340,,,340,,,0.1,,,340,,
338,"Sloan Company, Inc., The",LLC units,No Value,No Value,,No Value,,,1,,,14,,,0,,,0,,
339,"Sloan Company, Inc., The",LLC units,No Value,No Value,,No Value,,,0,,,122,,,0,,,0,,
340,Sparta Holding Corporation,Common stock,No Value,No Value,,No Value,,,1,,,567,,,0.1,,,643,,
341,Sparta Holding Corporation,Common stock,No Value,No Value,,No Value,,,235,,,6,,,0,,,152,,
342,Syncsort  Incorporated,Preferred stock,No Value,No Value,,No Value,,,90,,,225,,,0,,,225,,
343,Grocery,,,,,,,,,,,,,,,,,,,
344,"MyWebGrocer,  Inc.",LLC units,No Value,No Value,,No Value,,,1418,,,1446,,,0.2,,,1368,,
345,"Healthcare,  Education and Childcare",,,,,,,,,,,,,,,,,,,
346,"Active Day, Inc.",LLC interest,No Value,No Value,,No Value,,,1,,,614,,,0.1,,,614,,
347,"Advanced Pain Management  Holdings, Inc.",Common stock,No Value,No Value,,No Value,,,67,,,67,,,0,,,0,,
348,"Advanced Pain Management  Holdings, Inc.",Preferred stock,No Value,No Value,,No Value,,,8,,,829,,,0.1,,,752,,
349,"Advanced Pain Management  Holdings, Inc.",Preferred stock,No Value,No Value,,No Value,,,1,,,64,,,0,,,195,,
350,"Avatar International,  LLC",LP interest,No Value,No Value,,No Value,,,1,,,741,,,0,,,0,,
351,"California Cryobank, LLC",LLC units,No Value,No Value,,No Value,,,0,,,28,,,0,,,31,,
352,"California Cryobank, LLC",LLC units,No Value,No Value,,No Value,,,0,,,0,,,0,,,8,,
353,Certara L.P.,LP interest,No Value,No Value,,No Value,,,0,,,635,,,0.1,,,1097,,
354,"DCA Investment Holding,  LLC",LLC units,No Value,No Value,,No Value,,,65,,,6,,,0,,,6,,
355,"DCA Investment Holding,  LLC",LLC units,No Value,No Value,,No Value,,,6386,,,639,,,0.1,,,639,,
356,Deca Dental Management  LLC,LLC units,No Value,No Value,,No Value,,,357,,,357,,,0,,,357,,
357,Dental Holdings Corporation,LLC units,No Value,No Value,,No Value,,,775,,,775,,,0.1,,,914,,
358,"Encore GC Acquisition,  LLC",LLC units,No Value,No Value,,No Value,,,14,,,141,,,0,,,137,,
359,"Encore GC Acquisition,  LLC",LLC units,No Value,No Value,,No Value,,,14,,,0,,,0,,,0,,
360,"G & H Wire Company,  Inc",LP interest,No Value,No Value,,No Value,,,102,,,102,,,0,,,124,,
361,"Global Healthcare Exchange,  LLC",Common stock,No Value,No Value,,No Value,,,0,,,5,,,0,,,170,,
362,"Global Healthcare Exchange,  LLC",Common stock,No Value,No Value,,No Value,,,0,,,481,,,0.1,,,559,,
363,"IntegraMed America, Inc.",LLC interest,No Value,No Value,,No Value,,,0,,,417,,,0.1,,,557,,
364,"IntegraMed America, Inc.",LLC interest,No Value,No Value,,No Value,,,0,,,458,,,0,,,27,,
365,"Katena Holdings, Inc.",LLC units,No Value,No Value,,No Value,,,0,,,387,,,0.1,,,387,,
366,"Northwestern Management  Services, LLC",LLC units,No Value,No Value,,No Value,,,3,,,3,,,0,,,291,,
367,"Northwestern Management  Services, LLC",LLC units,No Value,No Value,,No Value,,,0,,,249,,,0,,,315,,
368,"Pentec Acquisition Sub,  Inc.",Preferred stock,No Value,No Value,,No Value,,,1,,,116,,,0,,,236,,
369,"Radiology Partners, Inc.",LLC units,No Value,No Value,,No Value,,,43,,,85,,,0,,,114,,
370,"Reliant Pro ReHab, LLC",Preferred stock A,No Value,No Value,,No Value,,,2,,,183,,,0.1,,,1141,,
371,RXH Buyer Corporation,LP interest,No Value,No Value,,No Value,,,7,,,683,,,0.1,,,683,,
372,Southern Anesthesia and  Surgical,LLC units,No Value,No Value,,No Value,,,487,,,487,,,0.1,,,715,,
373,"Spear Education, LLC",LLC units,No Value,No Value,,No Value,,,1,,,1,,,0,,,12,,
374,"Spear Education, LLC",LLC units,No Value,No Value,,No Value,,,0,,,86,,,0,,,96,,
375,"Surgical Information Systems,  LLC",Common stock,No Value,No Value,,No Value,,,4,,,414,,,0.1,,,497,,
376,"U.S. Renal Care, Inc.",LP interest,No Value,No Value,,No Value,,,1,,,2665,,,0.5,,,3721,,
377,"Young  Innovations, Inc.",LLC units,No Value,No Value,,No Value,,,0,,,236,,,0.1,,,570,,
378,"Home  and Office Furnishings, Housewares, and Durable Consumer",,,,,,,,,,,,,,,,,,,
379,"Top  Knobs USA, Inc.",Common stock,No Value,No Value,,No Value,,,3,,,27,,,0,,,254,,
380,Insurance,,,,,,,,,,,,,,,,,,,
381,"Captive Resources Midco,  LLC",LLC units,No Value,No Value,,No Value,,,1,,,0,,,0,,,142,,
382,"Internet Pipeline, Inc.",Common stock,No Value,No Value,,No Value,,,43,,,1,,,0,,,1,,
383,"Internet  Pipeline, Inc.",Preferred stock,No Value,No Value,,No Value,,,0,,,98,,,0,,,98,,
384,Investment  Funds and Vehicles,,,,,,,,,,,,,,,,,,,
385,Senior  Loan Fund LLC  (3)(8),LLC interest,No Value,No Value,,No Value,,,32560,,,32560,,,3.6,,,29199,,
386,"Leisure,  Amusement, Motion Pictures and Entertainment",,,,,,,,,,,,,,,,,,,
387,"Competitor Group, Inc.",LLC interest,No Value,No Value,,No Value,,,1,,,714,,,0,,,0,,
388,"LMP TR Holdings, LLC",LLC units,No Value,No Value,,No Value,,,712,,,712,,,0,,,156,,
389,"Titan  Fitness, LLC",LLC units,No Value,No Value,,No Value,,,6,,,583,,,0.1,,,845,,
390,Personal  and Non-Durable Consumer Products,,,,,,,,,,,,,,,,,,,
391,"C.B. Fleet Company, Incorporated",LLC units,No Value,No Value,,No Value,,,2,,,134,,,0,,,224,,
392,"Georgica Pine Clothiers,  LLC",LLC interest,No Value,No Value,,No Value,,,11,,,106,,,0,,,106,,
393,"Hygenic Corporation, The",LP interest,No Value,No Value,,No Value,,,1,,,61,,,0,,,108,,
394,"Massage Envy, LLC",LLC interest,No Value,No Value,,No Value,,,749,,,749,,,0.1,,,1093,,
395,Team  Technologies Acquisition Company,Common stock,No Value,No Value,,No Value,,,0,,,114,,,0.1,,,343,,
396,"Personal,  Food and Miscellaneous Services",,,,,,,,,,,,,,,,,,,
397,"Community Veterinary Partners,  LLC",Common stock,No Value,No Value,,No Value,,,1,,,114,,,0,,,114,,
398,R.G. Barry Corporation,Preferred stock,No Value,No Value,,No Value,,,0,,,161,,,0,,,163,,
399,Vetcor Professional Practices  LLC,LLC units,No Value,No Value,,No Value,,,85,,,85,,,0,,,145,,
400,Vetcor  Professional Practices LLC,LLC units,No Value,No Value,,No Value,,,766,,,766,,,0.1,,,809,,
401,Printing  and Publishing,,,,,,,,,,,,,,,,,,,
402,"Brandmuscle, Inc.",LLC interest,No Value,No Value,,No Value,,,0,,,240,,,0,,,240,,
403,"Market Track, LLC",Preferred stock,No Value,No Value,,No Value,,,0,,,145,,,0,,,200,,
404,"Market  Track, LLC",Common stock,No Value,No Value,,No Value,,,1,,,145,,,0.1,,,334,,
405,Retail  Stores,,,,,,,,,,,,,,,,,,,
406,"Barcelona Restaurants,  LLC",LP interest,No Value,No Value,,No Value,,,1996,,,0,,,0.6,,,4871,,
407,"Benihana, Inc.",LLC units,No Value,No Value,,No Value,,,43,,,699,,,0.1,,,426,,
408,"Cycle Gear, Inc.",LLC units,No Value,No Value,,No Value,,,15,,,150,,,0,,,136,,
409,"DentMall MSO, LLC",LLC units,No Value,No Value,,No Value,,,2,,,0,,,0,,,0,,
410,"DentMall MSO, LLC",LLC units,No Value,No Value,,No Value,,,2,,,97,,,0,,,85,,
411,"Elite Sportswear, L.P.",LLC interest,No Value,No Value,,No Value,,,0,,,73,,,0,,,88,,
412,"Express Oil Change, LLC",LLC interest,No Value,No Value,,No Value,,,81,,,81,,,0,,,184,,
413,"Marshall Retail Group  LLC, The",LLC units,No Value,No Value,,No Value,,,15,,,154,,,0,,,60,,
414,"Paper Source, Inc.",Common stock,No Value,No Value,,No Value,,,8,,,1387,,,0.2,,,1429,,
415,RCP PetPeople LP,LP interest,No Value,No Value,,No Value,,,889,,,889,,,0.2,,,1373,,
416,RCPSI Corporation,LLC interest,No Value,No Value,,No Value,,,455,,,455,,,0.1,,,481,,
417,"Rubio's Restaurants, Inc.",Preferred stock A,No Value,No Value,,No Value,,,2,,,945,,,0.3,,,2740,,
418,"Sneaker Villa, Inc.",LLC interest,No Value,No Value,,No Value,,,4,,,411,,,0.1,,,586,,
419,SSH  Corporation,Common stock,No Value,No Value,,No Value,,,0,,,40,,,0,,,146,,
420,Textiles  and Leather,,,,,,,,,,,,,,,,,,,
421,"Southern  Tide, LLC",LLC interest,No Value,No Value,,No Value,,,2,,,191,,,0.1,,,225,,
422,Utilities,,,,,,,,,,,,,,,,,,,
423,"PowerPlan  Holdings, Inc.",Common stock,No Value,No Value,,No Value,,,0,,,303,,,0,,,326,,
424,"PowerPlan  Holdings, Inc.",Common stock,No Value,No Value,,No Value,,,151,,,3,,,0,,,46,,
