,0,1,2,3,4,5,6,7,8,9
235,Health Care Technology,"Qgenda Intermediate Holdings, LLC~",One stop,L + 4.75(c),5.75,06/2025,993,984,0,993
236,Health Care Technology,"Qgenda Intermediate Holdings, LLC(5)",One stop,L + 4.75,N/A(6),06/2025,0,(2),0,0
237,Health Care Technology,"Transaction Data Systems, Inc.*#+!~^",One stop,L + 5.25(c),6.25,06/2021,83477,84279,3.5,82644
238,Health Care Technology,"Transaction Data Systems, Inc.",One stop,L + 5.25(c),6.25,06/2021,300,301,0,296
239,Health Care Technology,Verisys Corporation*#,One stop,L + 8.25(c),8.75 cash/0.50 PIK,01/2023,8494,8599,0.4,8324
240,Health Care Technology,Verisys Corporation,One stop,L + 8.25(c),8.75 cash/0.50 PIK,01/2023,40,40,0,40
241,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,One stop,,,,,,,
242,Healthcare Equipment & Supplies,"Aspen Medical Products, LLC+~",One stop,L + 5.25(c),6.45,06/2025,4532,4600,0.2,4487.0
243,Healthcare Equipment & Supplies,"Aspen Medical Products, LLC",One stop,L + 5.25,N/A(6),06/2025,0,0,0,0
244,Healthcare Equipment & Supplies,"Belmont Instrument, LLC+^",Senior loan,L + 4.75(c),4.97,12/2023,5257,5212,0.2,5257
245,Healthcare Equipment & Supplies,"Blades Buyer, Inc.~^",Senior loan,L + 4.50(c),5.50,08/2025,3820,3838,0.2,3820
246,Healthcare Equipment & Supplies,"Blades Buyer, Inc.",Senior loan,L + 4.50(d),5.50,08/2025,976,970,0,976
247,Healthcare Equipment & Supplies,"Blades Buyer, Inc.",Senior loan,L + 4.50,N/A(6),08/2025,0,0,0,0
248,Healthcare Equipment & Supplies,"Blue River Pet Care, LLC#+One stop",Senior loan,L + 5.00(a),5.15,07/2026,27690,27744,1.2,27690
249,Healthcare Equipment & Supplies,"Blue River Pet Care, LLC",One stop,L + 5.00(a),5.15,07/2026,2756,2666,0.1,2756
250,Healthcare Equipment & Supplies,"Blue River Pet Care, LLC(5)",One stop,L + 5.00,N/A(6),08/2025,0,(4),0,0
251,Healthcare Equipment & Supplies,CMI Parent Inc.#+^,Senior loan,L + 4.25(c),5.25,08/2025,6634,6760,0.3,6434
252,Healthcare Equipment & Supplies,CMI Parent Inc.(5),Senior loan,L + 4.25,N/A(6),08/2025,0,(2),0,(10)
253,Healthcare Equipment & Supplies,"Flexan, LLC+^",One stop,L + 5.25(c),6.25,02/2022,8450,8401,0.4,8450
254,Healthcare Equipment & Supplies,"Flexan, LLC*#",One stop,L + 5.25(c),6.25,02/2022,3273,3254,0.1,3273
255,Healthcare Equipment & Supplies,"Flexan, LLC+One stop",One stop,L + 5.25(c),6.25,02/2022,2347,2334,0.1,2347
256,Healthcare Equipment & Supplies,"Flexan, LLC#",One stop,L + 5.25(c),6.25,02/2022,1540,1531,0.1,1540
257,Healthcare Equipment & Supplies,"Flexan, LLC(5)",One stop,L + 5.25,N/A(6),02/2022,0,(6),0,0
258,Healthcare Equipment & Supplies,"G & H Wire Company, Inc.#",One stop,L + 5.75(a),6.75,09/2023,11149,11149,0.4,10481
259,Healthcare Equipment & Supplies,"G & H Wire Company, Inc.",One stop,L + 5.75(a),6.75,09/2022,140,140,0,132
260,Healthcare Equipment & Supplies,"Joerns Healthcare, LLC*",One stop,L + 6.00(c),7.00,08/2024,1873,1827,0.1,1833
261,Healthcare Equipment & Supplies,"Joerns Healthcare, LLC*",One stop,L + 6.00(c),7.00,08/2024,1800,1771,0.1,1764
262,Healthcare Equipment & Supplies,"Katena Holdings, Inc.#",One stop,L + 6.50(c),7.50,06/2021,12728,12797,0.5,12474
263,Healthcare Equipment & Supplies,"Katena Holdings, Inc.#",One stop,L + 6.50(c),7.50,06/2021,1244,1250,0.1,1218
264,Healthcare Equipment & Supplies,"Katena Holdings, Inc.+One stop",One stop,L + 6.50(c),7.50,06/2021,930,925,0,911
265,Healthcare Equipment & Supplies,"Katena Holdings, Inc.#",One stop,L + 6.50(c),7.50,06/2021,851,855,0,834
266,Healthcare Equipment & Supplies,"Katena Holdings, Inc.",One stop,L + 6.50(c),7.50,06/2021,200,201,0,196
267,Healthcare Equipment & Supplies,"Lombart Brothers, Inc.*#~",One stop,L + 6.25(c),7.25,04/2023,28950,29267,1.1,27503
268,Healthcare Equipment & Supplies,"Lombart Brothers, Inc.#(8)",One stop,L + 6.25(c),7.25,04/2023,3117,3153,0.1,2961
269,Healthcare Equipment & Supplies,"Lombart Brothers, Inc.",One stop,L + 6.25(a),7.25,04/2023,280,280,0,266
270,Healthcare Equipment & Supplies,"Lombart Brothers, Inc.(8)",One stop,L + 6.25(a),7.25,04/2023,50,49,0,46
271,Healthcare Equipment & Supplies,"ONsite Mammography, LLC~",One stop,L + 7.00(c),8.00,11/2023,7650,7687,0.3,7496
272,Healthcare Equipment & Supplies,"ONsite Mammography, LLC",One stop,L + 7.00(c),8.00,11/2023,100,102,0,98
273,Healthcare Equipment & Supplies,"ONsite Mammography, LLC",One stop,L + 7.00(c),8.00,11/2023,29,28,0,28
274,Healthcare Equipment & Supplies,"Orthotics Holdings, Inc.*#",One stop,L + 6.00(e),7.00,06/2021,7760,7760,0.3,7604
275,Healthcare Equipment & Supplies,"Orthotics Holdings, Inc.*#",One stop,L + 16.00(c),7.00 cash/10.00 PIK,06/2021,3894,3894,0.2,3621
276,Healthcare Equipment & Supplies,"Orthotics Holdings, Inc.*#(8)",One stop,L + 6.00(c),7.00,06/2021,1272,1272,0.1,1246
277,Healthcare Equipment & Supplies,"Orthotics Holdings, Inc.*#(8)",One stop,L + 16.00(c),7.00 cash/10.00 PIK,06/2021,638,639,0,593
278,Healthcare Equipment & Supplies,"Orthotics Holdings, Inc.",One stop,L + 6.00,N/A(6),06/2021,0,0,0,0
279,Healthcare Equipment & Supplies,"SLMP, LLC#^",One stop,L + 6.00(c),7.00,05/2023,11764,11841,0.5,11764
280,Healthcare Equipment & Supplies,"SLMP, LLC#^",One stop,L + 6.00(c),7.00,05/2023,5664,5844,0.2,5664
281,Healthcare Equipment & Supplies,"SLMP, LLC",One stop,L + 6.00(c),7.00,05/2023,1473,1473,0.1,1473
282,Healthcare Equipment & Supplies,"SLMP, LLC",Subordinated debt,No Value,7.50 PIK,05/2027,237,242,0,237
283,Healthcare Equipment & Supplies,"SLMP, LLC(5)",One stop,L + 6.00,N/A(6),05/2023,0,(1),0,0
284,Healthcare Providers & Services,Healthcare Providers & Services,One stop,,,,,,,
285,Healthcare Providers & Services,"Active Day, Inc.#",One stop,L + 6.50(c),7.50,12/2021,24567,24757,0.9,20883.0
286,Healthcare Providers & Services,"Active Day, Inc.#",One stop,L + 6.50(c),7.50,12/2021,1896,1912,0.1,1611
287,Healthcare Providers & Services,"Active Day, Inc.*#",One stop,L + 6.50(c),7.50,12/2021,1222,1233,0.1,1038
288,Healthcare Providers & Services,"Active Day, Inc.",One stop,L + 6.50(c),7.50,12/2021,973,995,0,827
289,Healthcare Providers & Services,"Active Day, Inc.",One stop,L + 6.50(c),7.50,12/2021,859,854,0,730
290,Healthcare Providers & Services,"Active Day, Inc.*#",One stop,L + 6.50(c),7.50,12/2021,843,851,0,717
291,Healthcare Providers & Services,"Active Day, Inc.",One stop,L + 6.50(c),7.50,12/2021,102,102,0,86
292,Healthcare Providers & Services,"Active Day, Inc.",One stop,L + 6.50(c),N/A(6),12/2021,0,0,0,0
293,Healthcare Providers & Services,"Acuity Eyecare Holdings, LLC",One stop,L + 8.25(c),7.25 cash/2.00 PIK,03/2024,7148,7178,0.3,7112
294,Healthcare Providers & Services,"Acuity Eyecare Holdings, LLC#",One stop,L + 8.25(c),7.25 cash/2.00 PIK,03/2024,6021,6087,0.3,5991
295,Healthcare Providers & Services,"Acuity Eyecare Holdings, LLC~",One stop,L + 8.25(c),7.25 cash/2.00 PIK,03/2024,5616,5722,0.2,5588
296,Healthcare Providers & Services,"Acuity Eyecare Holdings, LLC~",One stop,L + 8.25(c),7.25 cash/2.00 PIK,03/2024,3260,3362,0.1,3243
297,Healthcare Providers & Services,"Acuity Eyecare Holdings, LLC",One stop,L + 8.25(c),7.25 cash/2.00 PIK,03/2024,793,814,0,789
298,Healthcare Providers & Services,"Acuity Eyecare Holdings, LLC",One stop,L + 8.25(c),7.25 cash/2.00 PIK,03/2024,258,256,0,257
299,Healthcare Providers & Services,"Acuity Eyecare Holdings, LLC",One stop,L + 8.25(c),7.25 cash/2.00 PIK,03/2024,150,149,0,150
300,Healthcare Providers & Services,"Acuity Eyecare Holdings, LLC",One stop,L + 11.00(c),7.25 cash/4.75 PIK,03/2024,42,42,0,45
301,Healthcare Providers & Services,"Acuity Eyecare Holdings, LLC(5)",One stop,L + 8.25(c),7.25,03/2024,1,(5),0,(3)
302,Healthcare Providers & Services,"ADCS Clinics Intermediate Holdings, LLC*#!",One stop,L + 5.75(c)(d)(f),6.75,05/2022,41873,42287,1.7,40618
303,Healthcare Providers & Services,"ADCS Clinics Intermediate Holdings, LLC*#",One stop,L + 5.75(c)(d),6.75,05/2022,210,212,0,204
304,Healthcare Providers & Services,"ADCS Clinics Intermediate Holdings, LLC",One stop,L + 5.75(d),6.75,05/2022,200,199,0,194
305,Healthcare Providers & Services,"ADCS Clinics Intermediate Holdings, LLC*",One stop,L + 5.75(c)(d),6.75,05/2022,162,165,0,158
306,Healthcare Providers & Services,"ADCS Clinics Intermediate Holdings, LLC*#",One stop,L + 5.75(c)(d),6.75,05/2022,61,62,0,59
307,Healthcare Providers & Services,"Advanced Pain Management Holdings, Inc.(7)",Senior loan,L + 5.00(b),6.25,11/2020,11433,6860,0,261
308,Healthcare Providers & Services,"Advanced Pain Management Holdings, Inc.(7)",Senior loan,L + 8.50(b),9.75,11/2020,4082,7,0,0
309,Healthcare Providers & Services,"Advanced Pain Management Holdings, Inc.(7)",Senior loan,L + 5.00(b),6.25,11/2020,782,469,0,18
310,Healthcare Providers & Services,"Advanced Pain Management Holdings, Inc.(5)(7)",Senior loan,L + 5.00(b),6.25,11/2020,355,(17),0,12
311,Healthcare Providers & Services,"Agilitas USA, Inc.*#",One stop,L + 6.25(c),7.25,04/2022,9252,9287,0.4,8790
312,Healthcare Providers & Services,"Agilitas USA, Inc.",One stop,L + 6.25(c),7.25,04/2022,100,100,0,96
313,Healthcare Providers & Services,"CRH Healthcare Purchaser, Inc.+~",Senior loan,L + 4.50(c),4.72,12/2024,13046,13206,0.6,13046
314,Healthcare Providers & Services,"CRH Healthcare Purchaser, Inc.(5)",Senior loan,L + 4.50,N/A(6),12/2024,0,(1),0,0
315,Healthcare Providers & Services,"CRH Healthcare Purchaser, Inc.(5)",Senior loan,L + 4.50,N/A(6),12/2024,0,(2),0,0
316,Healthcare Providers & Services,"DCA Investment Holding, LLC*#+One stop",Senior loan,L + 5.25(c),6.25,07/2021,31405,31611,1.3,30778
317,Healthcare Providers & Services,"DCA Investment Holding, LLC*#+!~",One stop,L + 5.25(c),6.25,07/2021,27210,27463,1.1,26668
318,Healthcare Providers & Services,"DCA Investment Holding, LLC*#",One stop,L + 5.25(c),6.25,07/2021,8318,8425,0.3,8152
319,Healthcare Providers & Services,"DCA Investment Holding, LLC~",One stop,L + 5.25(c),6.25,07/2021,4034,4106,0.2,3953
320,Healthcare Providers & Services,"DCA Investment Holding, LLC#",One stop,L + 5.25(c),6.25,07/2021,3669,3736,0.2,3595
321,Healthcare Providers & Services,"DCA Investment Holding, LLC",One stop,L + 5.25(c),6.25,07/2021,2737,2734,0.1,2681
322,Healthcare Providers & Services,"DCA Investment Holding, LLC*#",One stop,L + 5.25(c),6.25,07/2021,2512,2558,0.1,2462
323,Healthcare Providers & Services,"DCA Investment Holding, LLC#",One stop,L + 5.25(c),6.25,07/2021,1249,1262,0.1,1225
324,Healthcare Providers & Services,"DCA Investment Holding, LLC*~",One stop,L + 5.25(c),6.25,07/2021,296,299,0,290
325,Health Care Providers & Services - (continued),Health Care Providers & Services - (continued),One stop,,,,,,,
326,Health Care Providers & Services - (continued),"DCA Investment Holding, LLC*~",One stop,L + 5.25(c),6.25,07/2021,92,93,0,90.0
327,Health Care Providers & Services - (continued),Deca Dental Management LLC*#,One stop,L + 7.50(c),7.00 cash/1.50 PIK,12/2021,11269,11395,0.5,11269
328,Health Care Providers & Services - (continued),Deca Dental Management LLC#~,One stop,L + 7.50(c),7.00 cash/1.50 PIK,12/2021,1376,1392,0.1,1376
329,Health Care Providers & Services - (continued),Deca Dental Management LLC+~,One stop,L + 7.50(c),7.00 cash/1.50 PIK,12/2021,992,1004,0.1,992
330,Health Care Providers & Services - (continued),Deca Dental Management LLC,One stop,L + 7.50(c),7.00 cash/1.50 PIK,12/2021,736,749,0,736
331,Health Care Providers & Services - (continued),Deca Dental Management LLC,One stop,L + 7.50(c),7.00 cash/1.50 PIK,12/2021,100,100,0,100
332,Health Care Providers & Services - (continued),Deca Dental Management LLC(5),One stop,L + 7.50(c),7.00 cash/1.50 PIK,12/2021,2,(2),0,2
333,Health Care Providers & Services - (continued),Encorevet Group LLC,Senior loan,L + 5.00(c),6.00,11/2024,249,247,0,249
334,Health Care Providers & Services - (continued),Encorevet Group LLC,Senior loan,L + 5.00(c),6.00,11/2024,112,112,0,112
335,Health Care Providers & Services - (continued),Encorevet Group LLC,Senior loan,L + 5.00(c),6.00,11/2024,58,57,0,58
336,Health Care Providers & Services - (continued),Encorevet Group LLC,Senior loan,L + 5.00(c),6.00,11/2024,10,10,0,10
337,Health Care Providers & Services - (continued),Encorevet Group LLC,Senior loan,L + 5.00,N/A(6),11/2024,0,0,0,0
338,Health Care Providers & Services - (continued),Encorevet Group LLC(5),Senior loan,L + 5.00,N/A(6),11/2024,0,(1),0,0
339,Health Care Providers & Services - (continued),"ERG Buyer, LLC*#",One stop,L + 5.50(c),6.50,05/2024,19133,19084,0.6,15307
340,Health Care Providers & Services - (continued),"ERG Buyer, LLC",One stop,P + 4.50(f),7.75,05/2024,300,296,0,240
341,Health Care Providers & Services - (continued),Eyecare Services Partners Holdings LLC+One stop,One stop,L + 6.25(c),7.25,05/2023,18229,18320,0.7,17318
342,Health Care Providers & Services - (continued),Eyecare Services Partners Holdings LLC*,One stop,L + 6.25(c),7.25,05/2023,7996,8123,0.3,7596
343,Health Care Providers & Services - (continued),Eyecare Services Partners Holdings LLC*#,One stop,L + 6.25(c),7.25,05/2023,7003,7120,0.3,6653
344,Health Care Providers & Services - (continued),Eyecare Services Partners Holdings LLC,One stop,L + 6.25(c),7.25,05/2023,5153,5175,0.2,4896
345,Health Care Providers & Services - (continued),Eyecare Services Partners Holdings LLC*+One stop,One stop,L + 6.25(c),7.25,05/2023,2391,2431,0.1,2272
346,Health Care Providers & Services - (continued),Eyecare Services Partners Holdings LLC*,One stop,L + 6.25(c),7.25,05/2023,1535,1560,0.1,1458
347,Health Care Providers & Services - (continued),Eyecare Services Partners Holdings LLC*#,One stop,L + 6.25(c),7.25,05/2023,1134,1154,0.1,1077
348,Health Care Providers & Services - (continued),Eyecare Services Partners Holdings LLC*#,One stop,L + 6.25(c),7.25,05/2023,999,1016,0,950
349,Health Care Providers & Services - (continued),Eyecare Services Partners Holdings LLC*+One stop,One stop,L + 6.25(c),7.25,05/2023,646,654,0,613
350,Health Care Providers & Services - (continued),Eyecare Services Partners Holdings LLC,One stop,L + 6.25(c),7.25,05/2023,400,398,0,380
351,Health Care Providers & Services - (continued),"FYI Optical Acquisitions, Inc. & FYI USA, Inc.~(8)(9)(14)",One stop,L + 5.50(k),6.06,03/2027,11832,11723,0.5,11296
352,Health Care Providers & Services - (continued),"FYI Optical Acquisitions, Inc. & FYI USA, Inc.(8)(9)(14)",One stop,L + 5.50(k),6.01,03/2027,96,93,0,91
353,Health Care Providers & Services - (continued),"FYI Optical Acquisitions, Inc. & FYI USA, Inc.(8)(14)",One stop,L + 5.50(c),6.50,03/2027,20,19,0,18
354,Health Care Providers & Services - (continued),"Krueger-Gilbert Health Physics, LLC!~",Senior loan,L + 5.25(a),6.25,05/2025,2359,2347,0.1,2359
355,Health Care Providers & Services - (continued),"Krueger-Gilbert Health Physics, LLC!",Senior loan,L + 5.25(a),6.25,05/2025,1113,1151,0.1,1113
356,Health Care Providers & Services - (continued),"Krueger-Gilbert Health Physics, LLC",Senior loan,L + 5.25(a),6.25,05/2025,920,918,0,920
357,Health Care Providers & Services - (continued),"Krueger-Gilbert Health Physics, LLC",Senior loan,L + 5.25(a),6.25,05/2025,50,50,0,50
358,Health Care Providers & Services - (continued),"MD Now Holdings, Inc.+!",One stop,L + 5.25(c),6.25,08/2024,14544,14699,0.6,14252
359,Health Care Providers & Services - (continued),"MD Now Holdings, Inc.",One stop,L + 5.25(c),6.25,08/2024,622,622,0,610
360,Health Care Providers & Services - (continued),"MD Now Holdings, Inc.(5)",One stop,L + 5.25,N/A(6),08/2024,0,(1),0,(6)
361,Health Care Providers & Services - (continued),"Midwest Veterinary Partners, LLC^",One stop,L + 5.75(c),6.75,07/2025,4274,4209,0.2,4220
362,Health Care Providers & Services - (continued),"Midwest Veterinary Partners, LLC",One stop,L + 5.75(c)(d),6.75,07/2025,4120,4086,0.2,4069
363,Health Care Providers & Services - (continued),"Midwest Veterinary Partners, LLC",One stop,L + 6.50(c),7.50,07/2025,2510,2347,0.1,2369
364,Health Care Providers & Services - (continued),"Midwest Veterinary Partners, LLC#",One stop,L + 5.75(c),6.75,07/2025,1025,1017,0.1,1012
365,Health Care Providers & Services - (continued),Health Care Providers & Services - (continued),One stop,,,,,,,
366,Health Care Providers & Services - (continued),"Midwest Veterinary Partners, LLC",One stop,P + 4.75(c)(f),8.00,07/2025,200,200,0,198.0
367,Health Care Providers & Services - (continued),"MWD Management, LLC & MWD Services, Inc.#+One stop",One stop,L + 5.25(c),6.25,06/2023,7016,7005,0.3,6945
368,Health Care Providers & Services - (continued),"MWD Management, LLC & MWD Services, Inc.#",One stop,L + 5.25(c),6.25,06/2023,4517,4596,0.2,4472
369,Health Care Providers & Services - (continued),"MWD Management, LLC & MWD Services, Inc.(5)",One stop,L + 5.25,N/A(6),06/2022,0,(1),0,(2)
370,Health Care Providers & Services - (continued),"NVA Holdings, Inc.~",Senior loan,L + 3.50(a),3.69,02/2026,2914,2887,0.1,2914
371,Health Care Providers & Services - (continued),"Oliver Street Dermatology Holdings, LLC#(7)",One stop,L + 6.25(c),7.25,05/2022,19296,17670,0.4,10448
372,Health Care Providers & Services - (continued),"Oliver Street Dermatology Holdings, LLC*#(7)",One stop,L + 6.25(c),7.25,05/2022,2239,1913,0.1,1213
373,Health Care Providers & Services - (continued),"Oliver Street Dermatology Holdings, LLC(7)",One stop,L + 6.25(c),7.25,05/2022,2122,1933,0.1,1149
374,Health Care Providers & Services - (continued),"Oliver Street Dermatology Holdings, LLC(7)",One stop,L + 6.25(c),7.25,05/2022,1606,1372,0,869
375,Health Care Providers & Services - (continued),"Oliver Street Dermatology Holdings, LLC*(7)",One stop,L + 6.25(c),7.25,05/2022,1419,1212,0,768
376,Health Care Providers & Services - (continued),"Oliver Street Dermatology Holdings, LLC*(7)",One stop,L + 6.25(c),7.25,05/2022,1235,1055,0,669
377,Health Care Providers & Services - (continued),"Oliver Street Dermatology Holdings, LLC(7)",One stop,L + 6.25(c),7.25,05/2022,962,822,0,521
378,Health Care Providers & Services - (continued),"Oliver Street Dermatology Holdings, LLC*(7)",One stop,L + 6.25(c),7.25,05/2022,834,712,0,451
379,Health Care Providers & Services - (continued),"Oliver Street Dermatology Holdings, LLC(7)",One stop,L + 6.25(c),7.25,05/2022,514,439,0,278
380,Health Care Providers & Services - (continued),"Oliver Street Dermatology Holdings, LLC(7)",One stop,L + 6.25(c)(f),7.25,05/2022,291,267,0,158
381,Health Care Providers & Services - (continued),"Oliver Street Dermatology Holdings, LLC#(7)",One stop,L + 6.25(c),7.25,05/2022,98,89,0,52
382,Health Care Providers & Services - (continued),"Oliver Street Dermatology Holdings, LLC*#(7)",One stop,L + 6.25(c),7.25,05/2022,88,81,0,48
383,Health Care Providers & Services - (continued),"Oliver Street Dermatology Holdings, LLC#(7)",One stop,L + 6.25(c),7.25,05/2022,70,63,0,38
384,Health Care Providers & Services - (continued),"Oliver Street Dermatology Holdings, LLC#(7)",One stop,L + 6.25(c),7.25,05/2022,64,59,0,34
385,Health Care Providers & Services - (continued),"Pinnacle Treatment Centers, Inc.#",One stop,L + 6.25(c),7.25,1/1/2023,19130,19257,0.8,19130
386,Health Care Providers & Services - (continued),"Pinnacle Treatment Centers, Inc.*",One stop,L + 6.25(c),7.25,1/1/2023,7793,7735,0.3,7793
387,Health Care Providers & Services - (continued),"Pinnacle Treatment Centers, Inc.#",One stop,L + 6.25(c),7.25,01/2023,1571,1575,0.1,1571
388,Health Care Providers & Services - (continued),"Pinnacle Treatment Centers, Inc.^",One stop,L + 6.25(c),7.25,01/2023,709,715,0,709
389,Health Care Providers & Services - (continued),"Pinnacle Treatment Centers, Inc.",One stop,L + 6.25(c),7.25,01/2023,186,188,0,186
390,Health Care Providers & Services - (continued),"Pinnacle Treatment Centers, Inc.^",One stop,L + 6.25(c),7.25,01/2023,108,108,0,108
391,Health Care Providers & Services - (continued),"Pinnacle Treatment Centers, Inc.",One stop,L + 6.25(c),7.25,01/2023,38,37,0,38
392,Health Care Providers & Services - (continued),"Pinnacle Treatment Centers, Inc.",One stop,L + 6.25,N/A(6),01/2023,0,0,0,0
393,Health Care Providers & Services - (continued),"Pinnacle Treatment Centers, Inc.",One stop,L + 6.25,N/A(6),01/2023,0,0,0,0
394,Health Care Providers & Services - (continued),"PPT Management Holdings, LLC+One stop",One stop,L + 8.50(c)(d),7.08 cash/2.50 PIK,12/2022,25002,23695,0.9,20993
395,Health Care Providers & Services - (continued),"PPT Management Holdings, LLC",One stop,L + 8.50(c)(d),7.08 cash/2.50 PIK,12/2022,304,291,0,254
396,Health Care Providers & Services - (continued),"PPT Management Holdings, LLC",One stop,L + 8.50(c)(d),7.08 cash/2.50 PIK,12/2022,180,172,0,150
397,Health Care Providers & Services - (continued),"PPT Management Holdings, LLC",One stop,L + 8.50(c)(d),7.08 cash/2.50 PIK,12/2022,88,77,0,74
398,Health Care Providers & Services - (continued),"PPT Management Holdings, LLC(5)",One stop,L + 8.50(b),7.00 cash/2.50 PIK,12/2022,18,(6),0,(48)
399,Health Care Providers & Services - (continued),"Pyramid Healthcare, Inc.*+One stop",One stop,L + 6.50(c),7.50,08/2022,14982,14840,0.6,14982
400,Health Care Providers & Services - (continued),"Pyramid Healthcare, Inc.",One stop,L + 6.50(c),7.50,08/2022,461,457,0,461
401,Health Care Providers & Services - (continued),"Pyramid Healthcare, Inc.",One stop,L + 6.50(c),7.50,08/2022,333,330,0,333
402,Health Care Providers & Services - (continued),"Pyramid Healthcare, Inc.",One stop,L + 6.50(c),7.50,08/2022,290,288,0,290
403,Health Care Providers & Services - (continued),"Pyramid Healthcare, Inc.",One stop,L + 6.50(c),7.50,08/2022,112,111,0,112
404,Health Care Providers & Services - (continued),"Pyramid Healthcare, Inc.",One stop,L + 6.50(c),7.50,08/2022,45,44,0,45
405,Health Care Providers & Services - (continued),"Pyramid Healthcare, Inc.(5)",One stop,L + 6.50,N/A(6),08/2022,0,(8),0,0
406,Health Care Providers & Services - (continued),"Riverchase MSO, LLC*#",Senior loan,L + 6.75(c),6.75 cash/1.00 PIK,10/2022,9624,9722,0.4,9432
407,Health Care Providers & Services - (continued),"Riverchase MSO, LLC",Senior loan,L + 6.75(c),6.75 cash/1.00 PIK,10/2022,130,130,0,128
408,Health Care Providers & Services - (continued),Health Care Providers & Services - (continued),Senior loan,,,,,,,
409,Health Care Providers & Services - (continued),RXH Buyer Corporation*#!,One stop,L + 5.75(c),6.75,09/2021,27525,27705,1.2,27525.0
410,Health Care Providers & Services - (continued),RXH Buyer Corporation*#,One stop,L + 5.75(c),6.75,09/2021,3116,3136,0.1,3116
411,Health Care Providers & Services - (continued),RXH Buyer Corporation,One stop,L + 5.75,N/A(6),09/2021,0,1,0,0
412,Health Care Providers & Services - (continued),"Summit Behavioral Healthcare, LLC#",Senior loan,L + 4.75(c),5.75,10/2023,20597,20372,0.9,20597
413,Health Care Providers & Services - (continued),"Summit Behavioral Healthcare, LLC",Senior loan,L + 4.75(c),5.75,10/2023,430,431,0,430
414,Health Care Providers & Services - (continued),"Summit Behavioral Healthcare, LLC",Senior loan,L + 4.75(c),5.75,10/2023,160,156,0,160
415,Health Care Providers & Services - (continued),"Veterinary Specialists of North America, LLC*#!",Senior loan,L + 4.50(a),4.65,04/2025,41653,43066,1.7,41653
416,Health Care Providers & Services - (continued),"Veterinary Specialists of North America, LLC",Senior loan,L + 4.50(a),4.65,04/2025,10262,10258,0.4,10262
417,Health Care Providers & Services - (continued),"Veterinary Specialists of North America, LLC#",Senior loan,L + 4.50(a),4.65,04/2025,2871,2851,0.1,2871
418,Health Care Providers & Services - (continued),"Veterinary Specialists of North America, LLC*",Senior loan,L + 4.50(a),4.65,04/2025,1445,1496,0.1,1445
419,Health Care Providers & Services - (continued),"Veterinary Specialists of North America, LLC",Senior loan,L + 4.50(a),4.65,04/2025,835,832,0,835
420,Health Care Providers & Services - (continued),"WHCG Management, LLC*#",Senior loan,L + 4.50(d),5.50,03/2023,16067,16161,0.7,16067
421,Health Care Providers & Services - (continued),"WHCG Management, LLC",Senior loan,L + 4.50(d),5.50,03/2023,5627,5590,0.2,5627
422,Health Care Providers & Services - (continued),"WHCG Management, LLC",Senior loan,L + 4.50(d),5.50,03/2023,1983,1978,0.1,1983
423,Health Care Providers & Services - (continued),"WHCG Management, LLC",Senior loan,L + 4.50(d),5.50,03/2023,338,336,0,338
424,Health Care Providers & Services - (continued),"WHCG Management, LLC",Senior loan,L + 4.50(d),5.50,03/2023,116,118,0,116
425,"Hotels, Restaurants & Leisure","Hotels, Restaurants & Leisure",Senior loan,,,,,,,
426,"Hotels, Restaurants & Leisure",BJH Holdings III Corp.+~,One stop,L + 5.50(c),6.50,08/2025,45936,47269,1.9,45936.0
427,"Hotels, Restaurants & Leisure",BJH Holdings III Corp.(5),One stop,L + 5.50,N/A(6),08/2025,0,(7),0,0
428,"Hotels, Restaurants & Leisure","CR Fitness Holdings, LLC+~",Senior loan,L + 4.25(a),5.25,07/2025,1999,2011,0.1,1839
429,"Hotels, Restaurants & Leisure","CR Fitness Holdings, LLC",Senior loan,L + 4.25(a),5.25,07/2025,268,263,0,201
430,"Hotels, Restaurants & Leisure","CR Fitness Holdings, LLC",Senior loan,L + 4.25(a)(c),5.25,07/2025,74,74,0,68
431,"Hotels, Restaurants & Leisure","Davidson Hotel Company, LLC+One stop",Senior loan,L + 6.75(a)(c),6.25 cash/1.50 PIK,07/2024,6981,6923,0.2,4887
432,"Hotels, Restaurants & Leisure","Davidson Hotel Company, LLC",One stop,L + 6.75(a)(c),6.25 cash/1.50 PIK,07/2024,1073,1068,0,751
433,"Hotels, Restaurants & Leisure","Davidson Hotel Company, LLC(5)",One stop,L + 6.75,N/A(6),07/2024,0,(2),0,(30)
434,"Hotels, Restaurants & Leisure","Davidson Hotel Company, LLC(5)",One stop,L + 6.75,N/A(6),07/2024,0,(19),0,0
435,"Hotels, Restaurants & Leisure","EOS Fitness Opco Holdings, LLC*#",One stop,L + 5.25(c),6.25,01/2025,8675,8789,0.3,7981
436,"Hotels, Restaurants & Leisure","EOS Fitness Opco Holdings, LLC",One stop,L + 5.25(c),6.25,01/2025,914,925,0,840
437,"Hotels, Restaurants & Leisure","EOS Fitness Opco Holdings, LLC",One stop,L + 5.25(c),6.25,01/2025,120,120,0,110
438,"Hotels, Restaurants & Leisure",Planet Fit Indy 10 LLC+One stop,One stop,L + 5.25(c),6.25,07/2025,17386,17173,0.7,15647
