,Industry,Company,Investment Type,Spread Above Index,Interest Rate,Maturity Date,Principal Shares,Amortized Cost,Percentage of Net Assets,Fair Value
233,Services,"PMI Holdings, Inc.",Senior loan,L  + 4.75,5.75,06/2017,2649,2627,0.5,2649
234,Services,"Restaurant Technologies,  Inc.",Senior loan,L  + 4.75,6.00,05/2017,117,116,-,117
235,Services,"Restaurant Technologies,  Inc.*",Senior loan,L  + 4.75,6.00,05/2017,1072,1064,0.2,1072
236,Services,"Trusthouse Service  Group, Inc.",Senior loan,L  + 5.25,6.75,06/2018,99,95,-,99
237,Services,"Trusthouse Service Group,  Inc.  (4)",Senior loan,L  + 5.25,(5),06/2017,-,(4,-,-
238,Services,"Trusthouse Service  Group, Inc.",Senior loan,L  + 5.25,6.75,06/2018,2961,2916,0.6,2961
239,Services,Vetcor Merger Sub LLC  (4),One stop,L  + 6.50,(5),12/2017,-,(24,-,-
240,Services,Vetcor Merger Sub  LLC,One stop,L  + 6.50,7.75,12/2017,241,234,-,241
241,Services,Vetcor  Merger Sub LLC*,One stop,L  + 6.50,7.75,12/2017,5983,5919,1.2,5983
242,Personal  Transportation,Personal  Transportation,One stop,,,,,,,
243,Personal  Transportation,PODS Funding Corp. II,Subordinated debt,No Value,21.00  PIK,11/2017,579,579,0.1,579
244,Personal  Transportation,PODS Funding Corp. II,Subordinated debt,No Value,21.00  PIK,11/2017,3400,3400,0.7,3400
245,Personal  Transportation,PODS Funding Corp. II,Second lien,No Value,10.50  cash/5.00 PIK,05/2017,453,448,0.1,453
246,Personal  Transportation,PODS Funding Corp. II,Second lien,No Value,10.50  cash/5.00 PIK,05/2017,2125,2080,0.4,2125
247,Personal  Transportation,PODS Funding Corp. II,Senior loan,L  + 6.00,7.25,11/2016,761,744,0.2,761
248,Personal  Transportation,PODS  Funding Corp. II*,Senior loan,L  + 6.00,7.25,11/2016,6711,6567,1.3,6711
249,Printing  and Publishing,Printing  and Publishing,Senior loan,,,,,,,
250,Printing  and Publishing,"Digital Technology  International, LLC.",One stop,P  + 6.00,9.25,09/2016,928,922,0.2,891
251,Printing  and Publishing,"Digital Technology  International, LLC.",One stop,L  + 7.25,8.75,09/2016,6235,6146,1.2,5986
252,Printing  and Publishing,"Market Track, LLC  (4)",Senior loan,L  + 6.11,(5),08/2018,-,(5,-,-
253,Printing  and Publishing,"Market Track, LLC*",Senior loan,L  + 6.11,7.36,08/2018,3130,3088,0.6,3130
254,Printing  and Publishing,"Market Track, LLC  (4)",Senior loan,L  + 7.65,(5),08/2018,-,(4,-,-
255,Printing  and Publishing,"Trade Service Company,  LLC  (4)",One stop,L  + 5.75,(5),10/2016,-,(1,-,-
256,Printing  and Publishing,"Trade  Service Company, LLC*",One stop,L  + 5.75,7.00,10/2016,1614,1597,0.3,1614
257,Retail  Stores,Retail  Stores,One stop,,,,,,,
258,Retail  Stores,"Barcelona Restaurants,  LLC  (4)(6)",One stop,L  + 10.00,(5),03/2017,-,(5,-,-
259,Retail  Stores,"Barcelona Restaurants,  LLC*  (6)",One stop,L  + 10.00,11.50,03/2017,5735,5640,1.1,5735
260,Retail  Stores,"Benihana, Inc.  (4)",One stop,L  + 8.00,(5),08/2017,-,(32,-,-
261,Retail  Stores,"Benihana, Inc.*",One stop,L  + 8.00,9.25,02/2018,13422,13107,2.7,13422
262,Retail  Stores,"Capital Vision Services,  LLC  (4)",One stop,L  + 7.25,(5),12/2017,-,(17,-,-
263,Retail  Stores,"Capital Vision Services,  LLC",One stop,L  + 7.25,8.50,12/2017,475,462,0.1,475
264,Retail  Stores,"Capital Vision Services,  LLC*",One stop,L  + 7.25,8.50,12/2017,13425,13237,2.7,13425
265,Retail  Stores,"DTLR, Inc.*",One stop,L  + 8.00,11.00,12/2015,17190,17023,3.4,17190
266,Retail  Stores,"Marshall Retail Group,  LLC, The  (4)",Senior loan,L  + 6.50,(5),10/2016,-,(13,-,-
267,Retail  Stores,"Marshall Retail Group,  LLC, The*",Senior loan,L  + 6.50,8.00,10/2016,10279,10126,2.1,10279
268,Retail  Stores,"Restaurant Holding  Company, LLC",Senior loan,L  + 7.50,9.00,02/2017,9313,9168,1.9,9452
269,Retail  Stores,"Rubio's Restaurants,  Inc.*",One stop,L  + 7.75,8.75  cash/0.75 PIK,06/2015,8001,7924,1.6,8001
270,Retail  Stores,"Sneaker Villa, Inc.  (4)",One stop,L  + 8.50,(5),12/2017,-,(9,-,-
271,Retail  Stores,"Sneaker Villa, Inc.  (4)",One stop,L  + 8.50,(5),12/2017,-,(18,-,-
272,Retail  Stores,"Sneaker Villa, Inc.",One stop,L  + 8.50,10.00,12/2017,4607,4498,0.9,4607
273,Retail  Stores,Specialty Catalog Corp.  (4),One stop,L  + 6.00,(5),07/2017,-,(7,-,-
274,Retail  Stores,Specialty Catalog  Corp.,One stop,L  + 6.00,7.50,07/2017,5291,5230,1.1,5291
275,Retail  Stores,Vision Source L.P.  (4),One stop,L  + 6.75,(5),04/2016,-,(7,-,-
276,Retail  Stores,Vision  Source L.P.*,One stop,L  + 6.75,8.00,04/2016,13031,12867,2.6,13031
277,Telecommunications,Telecommunications,One stop,,,,,,,
278,Telecommunications,Hosting.com Inc.,Senior loan,P  + 3.25,6.50,10/2016,27,26,-,27
279,Telecommunications,Hosting.com Inc.*,Senior loan,L  + 4.50,5.75,10/2016,822,813,0.2,822
280,Telecommunications,"NameMedia, Inc.",Senior loan,L  + 6.00,(5),11/2014,-,-,-,-
281,Telecommunications,"NameMedia,  Inc.",Senior loan,L  + 6.00,7.50,11/2014,1331,1318,0.3,1331
282,Utilities,Utilities,Senior loan,,,,,,,
283,Utilities,"PowerPlan Consultants,  Inc.  (4)",Senior loan,L  + 5.25,(5),03/2017,-,(1,-,-
284,Utilities,"PowerPlan  Consultants, Inc.*",Senior loan,L  + 5.25,6.75,03/2018,4783,4725,1.0,4783
285,Equity  investments,Equity  investments,Senior loan,,,,,,,
286,Aerospace  and Defense,Aerospace  and Defense,Senior loan,,,,,,,
287,Aerospace  and Defense,"Tresys  Technology Holdings, Inc.",Common stock,No Value,No Value,No Value,295,295,0.1,295
288,Aerospace  and Defense,Whitcraft LLC,Common stock,No Value,No Value,No Value,1,670,0.1,676
289,Aerospace  and Defense,Whitcraft  LLC,Warrant,No Value,No Value,No Value,-,-,-,132
290,Automobile,Automobile,Warrant,,,,,,,
291,Automobile,"ABRA, Inc",LLC interest,No Value,No Value,No Value,208,1471,0.4,2155
292,Automobile,"Express Oil Change,  LLC",LLC Interest,No Value,No Value,No Value,77,81,-,81
293,Automobile,"K&N Engineering,  Inc.",Common stock,No Value,No Value,No Value,-,4,-,22
294,Automobile,"K&N Engineering,  Inc.",Preferred stock A,No Value,No Value,No Value,-,62,-,73
295,Automobile,"K&N  Engineering, Inc.",Preferred  stock B,No Value,No Value,No Value,-,18,-,23
296,Banking,Banking,Preferred  stock B,,,,,,,
297,Banking,Prommis Solutions  Inc.*,Preferred LLC interest,No Value,No Value,No Value,1,472,-,-
298,Banking,Prommis Solutions  Inc.*,A-1 LLC interset,No Value,No Value,No Value,-,-,-,-
299,Banking,Prommis  Solutions Inc.*,A-2 LLC interest,No Value,No Value,No Value,-,-,-,-
300,"Beverage,  Food and Tobacco","Beverage,  Food and Tobacco",A-2 LLC interest,,,,,,,
301,"Beverage,  Food and Tobacco","Atkins Nutritionals,  Inc.",LLC interest,No Value,No Value,No Value,51,746,0.2,1147
302,"Beverage,  Food and Tobacco","First Watch Restaurants,  Inc.",Common stock,No Value,No Value,No Value,7,691,0.1,746
303,"Beverage,  Food and Tobacco","Goode Seed Co-Invest,  LLC",LLC units,No Value,No Value,No Value,356,356,0.1,356
304,"Beverage,  Food and Tobacco",Julio & Sons Company,LLC interest,No Value,No Value,No Value,521,521,0.1,619
305,"Beverage,  Food and Tobacco","Northern Brewer, LLC",LLC interest,No Value,No Value,No Value,142,315,0.1,315
306,"Beverage,  Food and Tobacco","Richelieu  Foods, Inc.",LP interest,No Value,No Value,No Value,220,220,-,193
307,Diversified  Conglomerate Manufacturing,Diversified  Conglomerate Manufacturing,LP interest,,,,,,,
308,Diversified  Conglomerate Manufacturing,"Oasis Outsourcing  Holdings, Inc.",LLC interest,No Value,No Value,No Value,1088,1088,0.4,1750
309,Diversified  Conglomerate Manufacturing,"Sunless Merger Sub,  Inc",Preferred stock,No Value,No Value,No Value,-,148,-,46
310,Diversified  Conglomerate Manufacturing,"TIDI  Products, LLC",LLC interest,No Value,No Value,No Value,315,315,0.1,368
311,Diversified  Conglomerate Service,Diversified  Conglomerate Service,LLC interest,,,,,,,
312,Diversified  Conglomerate Service,"Document Technologies,  LLC",LLC interest,No Value,No Value,No Value,24,490,0.1,536
313,Diversified  Conglomerate Service,"Marathon Data Operating  Co., LLC",Common stock,No Value,No Value,No Value,1,666,0.2,757
314,Diversified  Conglomerate Service,"Marathon Data Operating  Co., LLC",Preferred stock,No Value,No Value,No Value,1,264,0.1,264
315,Diversified  Conglomerate Service,"Navex Global, Inc.",LP interest,No Value,No Value,No Value,-,264,0.1,264
316,Diversified  Conglomerate Service,"PC Helps Support,  LLC",Common stock,No Value,No Value,No Value,1,7,-,7
317,Diversified  Conglomerate Service,"PC Helps Support,  LLC",Preferred stock,No Value,No Value,No Value,-,61,-,61
318,Diversified  Conglomerate Service,"Secure-24,  LLC",LLC units,No Value,No Value,No Value,253,253,0.1,253
319,Finance,Finance,LLC units,,,,,,,
320,Finance,Pillar  Processing LLC*,Common stock,No Value,No Value,No Value,-,-,-,
321,"Healthcare,  Education and Childcare","Healthcare,  Education and Childcare",Common stock,,,,,,,
322,"Healthcare,  Education and Childcare","Advanced Pain Management  Holdings, Inc.",Common stock,No Value,No Value,No Value,67,67,0.1,392
323,"Healthcare,  Education and Childcare","Advanced Pain Management  Holdings, Inc.",Preferred stock,No Value,No Value,No Value,13,829,0.2,838
324,"Healthcare,  Education and Childcare","Avatar International,  LLC",LP interest,No Value,No Value,No Value,1,695,0.1,695
325,"Healthcare,  Education and Childcare","Dialysis Newco, Inc.",LLC interest,No Value,No Value,No Value,871,871,0.2,932
326,"Healthcare,  Education and Childcare","Encore Rehabilitation  Services, LLC",LLC interest,No Value,No Value,No Value,270,270,0.1,270
327,"Healthcare,  Education and Childcare","G & H Wire Company,  Inc.",LP interest,No Value,No Value,No Value,-,102,-,102
328,"Healthcare,  Education and Childcare","Hospitalists Management  Group, LLC",Common stock,No Value,No Value,No Value,-,38,-,22
329,"Healthcare,  Education and Childcare","IntegraMed America,  Inc.",Common stock,No Value,No Value,No Value,1,514,0.1,607
330,"Healthcare,  Education and Childcare",National Healing Corporation,Preferred stock,No Value,No Value,No Value,695,799,0.2,882
331,"Healthcare,  Education and Childcare","NeuroTherm, Inc.",Common stock,No Value,No Value,No Value,1,569,0.1,569
332,"Healthcare,  Education and Childcare","Northwestern Management  Services, LLC",LLC units,No Value,No Value,No Value,3,3,-,8
333,"Healthcare,  Education and Childcare","Northwestern Management  Services, LLC",LLC units,No Value,No Value,No Value,-,249,0.1,259
334,"Healthcare,  Education and Childcare","Pentec Acquisition  Sub, Inc.",Preferred stock,No Value,No Value,No Value,1,116,-,23
335,"Healthcare,  Education and Childcare","Reliant Pro ReHab,  LLC",Preferred stock,No Value,No Value,No Value,2,264,0.1,273
336,"Healthcare,  Education and Childcare",Southern Anesthesia  and Surgical,LLC units,No Value,No Value,No Value,487,487,0.1,487
337,"Healthcare,  Education and Childcare","Surgical Information  Systems, LLC",Common stock,No Value,No Value,No Value,4,414,0.1,346
338,"Healthcare,  Education and Childcare","Young  Innovations, Inc.",Preferred  stock,No Value,No Value,No Value,-,236,-,236
339,"Home  and Office Furnishings,","Home  and Office Furnishings,",Preferred  stock,,,,,,,
340,"Housewares,  and Durable Consumer","Housewares,  and Durable Consumer",Preferred  stock,,,,,,,
341,"Housewares,  and Durable Consumer","Top  Knobs USA, Inc.",Common stock,No Value,No Value,No Value,3,73,-,89
342,Insurance,Insurance,Common stock,,,,,,,
343,Insurance,"Captive  Resources Midco, LLC",LLC units,No Value,No Value,No Value,1,121,-,121
344,"Leisure,  Amusement, Motion Pictures","Leisure,  Amusement, Motion Pictures",LLC units,,,,,,,
345,and  Entertainment,and  Entertainment,LLC units,,,,,,,
346,and  Entertainment,"Competitor  Group Holdings, Inc.",LLC interest,No Value,No Value,No Value,708,708,0.1,708
347,Personal  and Non-Durable Consumer,Personal  and Non-Durable Consumer,LLC interest,,,,,,,
348,Products,Products,LLC interest,,,,,,,
349,Products,"Hygenic Corporation,  The",LP interest,No Value,No Value,No Value,1,61,-,61
350,Products,"Massage Envy, LLC",LLC interest,No Value,No Value,No Value,749,749,0.1,749
351,Products,Team  Technologies Acquisition Company,Common stock,No Value,No Value,No Value,-,148,-,148
352,Personal  Transportation,Personal  Transportation,Common stock,,,,,,,
353,Personal  Transportation,PODS  Funding Corp. II,Warrant,No Value,No Value,No Value,271,-,-,85
354,Printing  and Publishing,Printing  and Publishing,Warrant,,,,,,,
355,Printing  and Publishing,"Market Track, LLC",Preferred stock,No Value,No Value,No Value,-,145,-,160
356,Printing  and Publishing,"Market  Track, LLC",Common stock,No Value,No Value,No Value,1,145,-,155
357,Retail  Stores,Retail  Stores,Common stock,,,,,,,
358,Retail  Stores,"Barcelona  Restaurants, LLC  (6)",LP interest,No Value,No Value,No Value,1996,1996,0.5,2538
359,Retail  Stores,"Benihana,  Inc.",LLC interest,No Value,No Value,No Value,43,699,0.2,778
360,Retail  Stores,"Capital  Vision Services, LLC",LLC interest,No Value,No Value,No Value,402,402,0.1,402
361,Retail  Stores,"Rubio's  Restaurants, Inc.",Preferred stock,No Value,No Value,No Value,199,945,0.1,682
362,Retail  Stores,"Sneaker  Villa, Inc.",LLC interest,No Value,No Value,No Value,4,411,0.1,411
363,Retail  Stores,Vision  Source L.P.,Common stock,No Value,No Value,No Value,-,936,0.2,856
364,Retail  Stores,Vision  Source L.P.,Common  stock,No Value,No Value,No Value,9,-,-,-
