,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
180,Diversified/Conglomerate Service - (continued),"Bullhorn, Inc.  #!~",One stop,L + 6.75(b),8.91,11/2022,1217.0,1220,,,0.1,,,1229,,,
181,Diversified/Conglomerate Service - (continued),"Calabrio, Inc.  #!~",One stop,L + 6.50(c),8.60,06/2025,9880.0,10058,,,0.4,,,9880,,,
182,Diversified/Conglomerate Service - (continued),"Calabrio, Inc.",One stop,L + 6.50(a)(c),8.54,06/2025,84.0,84,,,0.0,,,84,,,
183,Diversified/Conglomerate Service - (continued),"Caliper Software, Inc.  #!~",One stop,L + 6.00(c)(f),8.10,11/2025,26137.0,26698,,,1.2,,,26137,,,
184,Diversified/Conglomerate Service - (continued),"Caliper Software, Inc.",One stop,L + 6.00(c),8.10,11/2023,284.0,287,,,0.0,,,284,,,
185,Diversified/Conglomerate Service - (continued),Centrify Corporation  *,One stop,L + 6.25(c),8.36,08/2024,23375.0,23422,,,1.0,,,22674,,,
186,Diversified/Conglomerate Service - (continued),Centrify Corporation,One stop,P + 5.25(f),10.25,08/2024,300.0,300,,,0.0,,,292,,,
187,Diversified/Conglomerate Service - (continued),"Clearwater Analytics, LLC  ^*",One stop,L + 7.00(c),9.20,09/2022,16458.0,16452,,,0.7,,,16458,,,
188,Diversified/Conglomerate Service - (continued),"Clearwater Analytics, LLC  +One stop",One stop,L + 7.00(c),9.22,07/2025,6102.0,6134,,,0.3,,,6102,,,
189,Diversified/Conglomerate Service - (continued),"Clearwater Analytics, LLC  (5)",One stop,L + 7.00,N/A  (6),09/2022,0.0,(4,,,0.0,,,0,,,
190,Diversified/Conglomerate Service - (continued),"Cloudbees, Inc.",One stop,L + 9.00(a)(c),10.60 cash/0.50 PIK,05/2023,4193.0,4240,,,0.2,,,4172,,,
191,Diversified/Conglomerate Service - (continued),"Cloudbees, Inc.",One stop,L + 9.00(a),10.54 cash/0.50 PIK,08/2021,1462.0,1482,,,0.1,,,1421,,,
192,Diversified/Conglomerate Service - (continued),"Cloudbees, Inc.",One stop,L + 8.50,N/A  (6),05/2023,0.0,0,,,0.0,,,0,,,
193,Diversified/Conglomerate Service - (continued),"Confluence Technologies, Inc.",One stop,L + 5.50(a),7.55,03/2024,15470.0,15741,,,0.7,,,15470,,,
194,Diversified/Conglomerate Service - (continued),"Confluence Technologies, Inc.  (5)",One stop,L + 5.50,N/A  (6),03/2024,0.0,(1,,,0.0,,,0,,,
195,Diversified/Conglomerate Service - (continued),"Connexin Software, Inc.  #!~",One stop,L + 8.50(a),10.54,02/2024,7550.0,7637,,,0.3,,,7475,,,
196,Diversified/Conglomerate Service - (continued),"Connexin Software, Inc.",One stop,L + 8.50,N/A  (6),02/2024,0.0,0,,,0.0,,,0,,,
197,Diversified/Conglomerate Service - (continued),"Conservice, LLC#  +!~",One stop,L + 5.25(a),7.29,12/2024,3794.0,3870,,,0.2,,,3794,,,
198,Diversified/Conglomerate Service - (continued),"Conservice, LLC",One stop,L + 5.25,N/A  (6),12/2024,0.0,0,,,0.0,,,0,,,
199,Diversified/Conglomerate Service - (continued),Daxko Acquisition Corporation  ^*,One stop,L + 4.75(a),6.79,09/2023,22173.0,22490,,,1.0,,,22173,,,
200,Diversified/Conglomerate Service - (continued),Daxko Acquisition Corporation  (5),One stop,L + 4.75,N/A  (6),09/2023,0.0,(1,,,0.0,,,0,,,
201,Diversified/Conglomerate Service - (continued),"Digital Guardian, Inc.",One stop,L + 9.50(c),8.82 cash/3.00 PIK,06/2023,8470.0,8855,,,0.4,,,8896,,,
202,Diversified/Conglomerate Service - (continued),"Digital Guardian, Inc.",Subordinated debt,No Value,8.00 PIK,06/2023,8.0,6,,,0.0,,,8,,,
203,Diversified/Conglomerate Service - (continued),"Digital Guardian, Inc.",One stop,L + 6.50,N/A  (6),06/2023,0.0,18,,,0.0,,,19,,,
204,Diversified/Conglomerate Service - (continued),"Digital Guardian, Inc.",One stop,L + 5.00,N/A  (6),06/2023,0.0,0,,,0.0,,,0,,,
205,Diversified/Conglomerate Service - (continued),DISA Holdings Acquisition Subsidiary Corp.  #+!~,Senior loan,P + 3.00(c)(f),7.09,06/2022,5107.0,5228,,,0.2,,,5107,,,
206,Diversified/Conglomerate Service - (continued),DISA Holdings Acquisition Subsidiary Corp.,Senior loan,L + 4.00(a)(c)(f),6.04,06/2022,20.0,19,,,0.0,,,20,,,
207,Diversified/Conglomerate Service - (continued),DISA Holdings Acquisition Subsidiary Corp.,Senior loan,L + 4.00,N/A  (6),06/2022,0,,,4,,,0.0,,,0,
208,Diversified/Conglomerate Service - (continued),"E2open, LLC  *#+!~",One stop,L + 5.75(c),7.87,11/2024,86772.0,87841,,,3.9,,,86772,,,
209,Diversified/Conglomerate Service - (continued),"E2open, LLC  (5)",One stop,L + 5.75,N/A  (6),11/2024,0.0,(6,,,0.0,,,0,,,
210,Diversified/Conglomerate Service - (continued),"EGD Security Systems, LLC  ^*",One stop,L + 5.75(c),8.06,06/2023,30092.0,30588,,,1.4,,,30092,,,
211,Diversified/Conglomerate Service - (continued),"EGD Security Systems, LLC",One stop,L + 5.75(b)(c),8.06,06/2023,644.0,669,,,0.0,,,644,,,
212,Diversified/Conglomerate Service - (continued),"EGD Security Systems, LLC  (5)",One stop,L + 5.75,N/A  (6),06/2023,0.0,(2,,,0.0,,,0,,,
213,Diversified/Conglomerate Service - (continued),"EGD Security Systems, LLC  (5)",One stop,L + 5.75,N/A  (6),06/2023,0.0,(2,,,0.0,,,0,,,
214,Diversified/Conglomerate Service - (continued),"GS Acquisitionco, Inc.  *#+!~",One stop,L + 5.75(a),7.80,05/2024,54564.0,55059,,,2.4,,,53881,,,
215,Diversified/Conglomerate Service - (continued),"GS Acquisitionco, Inc.  *",One stop,L + 5.75(a),7.80,05/2024,12886.0,13268,,,0.6,,,12725,,,
216,Diversified/Conglomerate Service - (continued),"GS Acquisitionco, Inc.",One stop,L + 5.75(a),7.80,05/2024,3320.0,3419,,,0.1,,,3279,,,
217,Diversified/Conglomerate Service - (continued),"GS Acquisitionco, Inc.  #+!~",One stop,L + 5.75(a),7.80,05/2024,3064.0,3155,,,0.1,,,3025,,,
218,Diversified/Conglomerate Service - (continued),"GS Acquisitionco, Inc.",One stop,L + 5.75(a),7.80,05/2024,1918.0,1976,,,0.1,,,1895,,,
219,Diversified/Conglomerate Service - (continued),"GS Acquisitionco, Inc.",One stop,L + 5.75(a),7.80,05/2024,52.0,50,,,0.0,,,50,,,
220,Diversified/Conglomerate Service - (continued),"GS Acquisitionco, Inc.",One stop,L + 5.75(a),7.80,05/2024,11.0,10,,,0.0,,,9,,,
221,Diversified/Conglomerate Service - (continued),"HealthcareSource HR, Inc.  *",One stop,L + 5.25(c),7.35,05/2023,34095.0,34208,,,1.5,,,34095,,,
222,Diversified/Conglomerate Service - (continued),"HealthcareSource HR, Inc.  (5)",One stop,L + 5.25,N/A  (6),05/2023,0.0,(2,,,0.0,,,0,,,
223,Diversified/Conglomerate Service - (continued),"HSI Halo Acquisition, Inc.  #+!~",One stop,L + 5.75(c),7.87,08/2026,4133.0,4187,,,0.2,,,4092,,,
224,Diversified/Conglomerate Service - (continued),"HSI Halo Acquisition, Inc.",One stop,L + 5.75,N/A  (6),09/2025,0.0,0,,,0.0,,,0,,,
225,Diversified/Conglomerate Service - (continued),"HSI Halo Acquisition, Inc.  (5)",One stop,L + 5.75,N/A  (6),08/2026,0.0,(6,,,0.0,,,(7,,,
226,Diversified/Conglomerate Service - (continued),Hydraulic Authority III Limited  #!~(8)(9)(10),One stop,L + 6.00(i)(j),7.00,11/2025,12439.0,12686,,,0.5,,,12102,,,
227,Diversified/Conglomerate Service - (continued),Hydraulic Authority III Limited  (8)(9)(10),One stop,No Value,11.00 PIK,11/2028,179.0,184,,,0.0,,,175,,,
228,Diversified/Conglomerate Service - (continued),Hydraulic Authority III Limited  (8)(9)(10),One stop,L + 6.00(i),8.10,11/2025,24.0,24,,,0.0,,,24,,,
229,Diversified/Conglomerate Service - (continued),"ICIMS, Inc.  #!~",One stop,L + 6.50(a),8.56,09/2024,14355.0,14597,,,0.7,,,14355,,,
230,Diversified/Conglomerate Service - (continued),"ICIMS, Inc.  #!~",One stop,L + 6.50(a),8.56,09/2024,4501.0,4595,,,0.2,,,4501,,,
231,Diversified/Conglomerate Service - (continued),"ICIMS, Inc.  (5)",One stop,L + 6.50,N/A  (6),09/2024,0.0,(1,,,0.0,,,0,,,
232,Diversified/Conglomerate Service - (continued),"III US Holdings, LLC",One stop,L + 6.00,N/A  (6),09/2022,0.0,0,,,0.0,,,0,,,
233,Diversified/Conglomerate Service - (continued),"Imprivata, Inc.  *#+!~",Senior loan,L + 4.00(c),6.10,10/2023,13185.0,13427,,,0.6,,,13185,,,
234,Diversified/Conglomerate Service - (continued),"Imprivata, Inc.  (5)",Senior loan,L + 4.00,N/A  (6),10/2023,0.0,(1,,,0.0,,,0,,,
235,Diversified/Conglomerate Service - (continued),"Infogix, Inc.  *",One stop,L + 6.50(c),8.60,04/2024,7252.0,7419,,,0.3,,,7107,,,
236,Diversified/Conglomerate Service - (continued),"Infogix, Inc.  *+One stop",One stop,L + 6.50(c),8.60,04/2024,1119.0,1140,,,0.1,,,1096,,,
237,Diversified/Conglomerate Service - (continued),"Infogix, Inc.",One stop,L + 6.50(c),8.60,04/2024,28.0,27,,,0.0,,,26,,,
238,Diversified/Conglomerate Service - (continued),"Integral Ad Science, Inc.  #!~",One stop,L + 7.25(a),8.05 cash/1.25 PIK,07/2024,14751.0,15006,,,0.7,,,14751,,,
239,Diversified/Conglomerate Service - (continued),"Integral Ad Science, Inc.  (5)",One stop,L + 6.00,N/A  (6),07/2023,0.0,(3,,,0.0,,,(4,,,
240,Diversified/Conglomerate Service - (continued),"Integration Appliance, Inc.  ^*#!~",One stop,L + 7.25(c),9.43,08/2023,68335.0,69389,,,3.1,,,68335,,,
241,Diversified/Conglomerate Service - (continued),"Integration Appliance, Inc.",One stop,L + 7.25(a),9.29,08/2023,487.0,482,,,0.0,,,487,,,
242,Diversified/Conglomerate Service - (continued),Internet Truckstop Group LLC  *,One stop,L + 5.50(c),7.61,04/2025,22816.0,23521,,,1.0,,,22816,,,
243,Diversified/Conglomerate Service - (continued),Internet Truckstop Group LLC  (5),One stop,L + 5.50,N/A  (6),04/2025,0.0,(3,,,0.0,,,0,,,
244,Diversified/Conglomerate Service - (continued),"Invoice Cloud, Inc.",One stop,L + 6.50(c),5.43 cash/3.25 PIK,02/2024,6309.0,6360,,,0.3,,,6309,,,
245,Diversified/Conglomerate Service - (continued),"Invoice Cloud, Inc.",One stop,L + 6.00,N/A  (6),02/2024,0.0,0,,,0.0,,,0,,,
246,Diversified/Conglomerate Service - (continued),"Invoice Cloud, Inc.  (5)",One stop,L + 6.00,N/A  (6),02/2024,0.0,(1,,,0.0,,,0,,,
247,Diversified/Conglomerate Service - (continued),"JAMF Holdings, Inc.  #!~",One stop,L + 7.00(c),9.18,11/2022,13559.0,13806,,,0.6,,,13559,,,
248,Diversified/Conglomerate Service - (continued),"JAMF Holdings, Inc.",One stop,L + 7.00(a),9.05,11/2022,36.0,36,,,0.0,,,36,,,
249,Diversified/Conglomerate Service - (continued),"Kareo, Inc.",One stop,L + 9.00(a),11.04,06/2022,10273.0,10453,,,0.5,,,10350,,,
250,Diversified/Conglomerate Service - (continued),"Kareo, Inc.",One stop,L + 9.00(a),11.04,06/2022,940,,,963,,,0.0,,,948,
251,Diversified/Conglomerate Service - (continued),"Kareo, Inc.",One stop,L + 9.00(a),11.04,06/2022,753.0,772,,,0.0,,,759,,,
252,Diversified/Conglomerate Service - (continued),"Kareo, Inc.",One stop,L + 9.00,N/A  (6),06/2022,0.0,0,,,0.0,,,0,,,
253,Diversified/Conglomerate Service - (continued),Kaseya Traverse Inc  *,One stop,L + 6.50(c)(d),7.72 cash/1.00 PIK,05/2025,33149.0,34346,,,1.5,,,33149,,,
254,Diversified/Conglomerate Service - (continued),Kaseya Traverse Inc,One stop,L + 6.50(c)(d),7.69 cash/1.00 PIK,05/2025,498.0,519,,,0.0,,,498,,,
255,Diversified/Conglomerate Service - (continued),Kaseya Traverse Inc,One stop,L + 6.50(c),8.60,05/2025,52.0,51,,,0.0,,,52,,,
256,Diversified/Conglomerate Service - (continued),"Keais Records Service, LLC",One stop,L + 4.50(a),6.54,10/2024,18076.0,18388,,,0.8,,,18076,,,
257,Diversified/Conglomerate Service - (continued),"Keais Records Service, LLC  (5)",One stop,L + 4.50,N/A  (6),10/2024,0.0,(1,,,0.0,,,0,,,
258,Diversified/Conglomerate Service - (continued),"Keais Records Service, LLC",One stop,L + 4.50,N/A  (6),10/2024,0.0,0,,,0.0,,,0,,,
259,Diversified/Conglomerate Service - (continued),"Learn-it Systems, LLC",Senior loan,L + 4.50(c),6.65,03/2025,2567.0,2631,,,0.1,,,2567,,,
260,Diversified/Conglomerate Service - (continued),"Learn-it Systems, LLC",Senior loan,L + 4.50(c),6.61,03/2025,33.0,32,,,0.0,,,33,,,
261,Diversified/Conglomerate Service - (continued),"Learn-it Systems, LLC",Senior loan,L + 4.50(a)(c)(f),7.04,03/2025,26.0,26,,,0.0,,,26,,,
262,Diversified/Conglomerate Service - (continued),Litera Bidco LLC  #+!~,One stop,L + 5.75(c)(d),7.95,05/2026,3379.0,3411,,,0.2,,,3379,,,
263,Diversified/Conglomerate Service - (continued),Litera Bidco LLC,One stop,L + 5.75(c)(d),7.96,05/2026,705.0,735,,,0.0,,,705,,,
264,Diversified/Conglomerate Service - (continued),Litera Bidco LLC,One stop,L + 5.75(c)(d),7.96,05/2026,705.0,734,,,0.0,,,705,,,
265,Diversified/Conglomerate Service - (continued),Litera Bidco LLC,One stop,L + 5.75,N/A  (6),05/2025,0.0,0,,,0.0,,,0,,,
266,Diversified/Conglomerate Service - (continued),Maverick Bidco Inc.  *#!~,One stop,L + 6.25(c),8.35,04/2023,39870.0,40173,,,1.8,,,39073,,,
267,Diversified/Conglomerate Service - (continued),Maverick Bidco Inc.  *,One stop,L + 6.25(c),8.35,04/2023,3215.0,3289,,,0.1,,,3151,,,
268,Diversified/Conglomerate Service - (continued),Maverick Bidco Inc.,One stop,L + 6.25(c),8.55,04/2023,68.0,65,,,0.0,,,62,,,
269,Diversified/Conglomerate Service - (continued),"MetricStream, Inc.",One stop,L + 7.00(a),9.04,05/2024,9131.0,9232,,,0.4,,,9192,,,
270,Diversified/Conglomerate Service - (continued),"MetricStream, Inc.",One stop,L + 7.00,N/A  (6),05/2024,0.0,1,,,0.0,,,2,,,
271,Diversified/Conglomerate Service - (continued),"MetricStream, Inc.",One stop,L + 7.00,N/A  (6),04/2024,0.0,12,,,0.0,,,14,,,
272,Diversified/Conglomerate Service - (continued),"Mindbody, Inc.  #!~",One stop,L + 7.00(a),9.06,02/2025,48351.0,49317,,,2.2,,,48351,,,
273,Diversified/Conglomerate Service - (continued),"Mindbody, Inc.  (5)",One stop,L + 7.00,N/A  (6),02/2025,0.0,(1,,,0.0,,,0,,,
274,Diversified/Conglomerate Service - (continued),"Ministry Brands, LLC  +Senior loan",One stop,L + 4.00(a),6.04,12/2022,1460.0,1484,,,0.1,,,1460,,,
275,Diversified/Conglomerate Service - (continued),"Ministry Brands, LLC  +Senior loan",One stop,L + 4.00(a),6.04,12/2022,836.0,849,,,0.0,,,836,,,
276,Diversified/Conglomerate Service - (continued),"Ministry Brands, LLC",Senior loan,L + 4.00(a),6.04,12/2022,381.0,397,,,0.0,,,381,,,
277,Diversified/Conglomerate Service - (continued),MMan Acquisition Co.  ^*+One stop,Senior loan,L + 3.50(c),3.26 cash/2.50 PIK,08/2023,22428.0,19646,,,0.8,,,16798,,,
278,Diversified/Conglomerate Service - (continued),"Namely, Inc.  #!~",One stop,L + 7.50(a),6.25 cash/1.25 PIK,06/2024,3546.0,3589,,,0.2,,,3546,,,
279,Diversified/Conglomerate Service - (continued),"Namely, Inc.",One stop,L + 6.25,N/A  (6),06/2024,0.0,0,,,0.0,,,0,,,
280,Diversified/Conglomerate Service - (continued),"Namely, Inc.  (5)",One stop,L + 6.25,N/A  (6),06/2024,0.0,(16,,,0.0,,,0,,,
281,Diversified/Conglomerate Service - (continued),Net Health Acquisition Corp.  *,One stop,L + 5.50(c),7.60,12/2023,8642.0,8775,,,0.4,,,8555,,,
282,Diversified/Conglomerate Service - (continued),Net Health Acquisition Corp.  #+!~,One stop,L + 5.50(c),7.60,12/2023,6914.0,7069,,,0.3,,,6845,,,
283,Diversified/Conglomerate Service - (continued),Net Health Acquisition Corp.  *,One stop,L + 5.50(c),7.60,12/2023,1207.0,1227,,,0.1,,,1195,,,
284,Diversified/Conglomerate Service - (continued),Net Health Acquisition Corp.  (5),One stop,L + 5.50,N/A  (6),12/2023,0.0,(2,,,0.0,,,(2,,,
285,Diversified/Conglomerate Service - (continued),"Netsmart Technologies, Inc.  (5)",Senior loan,L + 4.75,N/A  (6),04/2021,0.0,(4,,,0.0,,,(2,,,
286,Diversified/Conglomerate Service - (continued),"Nextech Holdings, LLC  #+!~",One stop,L + 5.50(a),7.54,06/2025,4052.0,4132,,,0.2,,,4052,,,
287,Diversified/Conglomerate Service - (continued),"Nextech Holdings, LLC",One stop,L + 5.50(a),7.54,06/2025,100.0,96,,,0.0,,,100,,,
288,Diversified/Conglomerate Service - (continued),"Nextech Holdings, LLC  (5)",One stop,L + 5.50,N/A  (6),06/2025,0.0,(23,,,0.0,,,0,,,
289,Diversified/Conglomerate Service - (continued),"Nexus Brands Group, Inc.  *",One stop,L + 6.00(c),8.12,11/2023,9474.0,9597,,,0.4,,,9474,,,
290,Diversified/Conglomerate Service - (continued),"Nexus Brands Group, Inc.  #+!~(8)(9)",One stop,No Value,7.00,11/2023,7240.0,7396,,,0.3,,,7060,,,
291,Diversified/Conglomerate Service - (continued),"Nexus Brands Group, Inc.",One stop,L + 6.00(c),8.10,11/2023,2007.0,2091,,,0.1,,,2007,,,
292,Diversified/Conglomerate Service - (continued),"Nexus Brands Group, Inc.  #!~",One stop,L + 6.00(c),8.10,11/2023,1452.0,1513,,,0.1,,,1452,,,
293,Diversified/Conglomerate Service - (continued),"Nexus Brands Group, Inc.",One stop,L + 6.00(a)(c),8.13,11/2023,160.0,162,,,0.0,,,160,,,
294,Diversified/Conglomerate Service - (continued),"Nexus Brands Group, Inc.  (8)(9)",One stop,No Value,N/A  (6),11/2023,0,,,0,,,0.0,,,0,
295,Diversified/Conglomerate Service - (continued),"Nexus Brands Group, Inc.  (5)(8)(9)",One stop,No Value,N/A  (6),11/2023,0.0,(1,,,0.0,,,0,,,
296,Diversified/Conglomerate Service - (continued),"Nexus Brands Group, Inc.  (5)",One stop,L + 6.00,N/A  (6),11/2023,0.0,(1,,,0.0,,,0,,,
297,Diversified/Conglomerate Service - (continued),"Personify, Inc.  *+One stop",One stop,L + 5.75(c),7.85,09/2024,15614.0,15933,,,0.7,,,15614,,,
298,Diversified/Conglomerate Service - (continued),"Personify, Inc.",One stop,L + 5.75(c),7.85,09/2024,40.0,40,,,0.0,,,40,,,
299,Diversified/Conglomerate Service - (continued),"PlanSource Holdings, Inc.  #!~",One stop,L + 6.25(c),8.81,04/2025,9330.0,9516,,,0.4,,,9330,,,
300,Diversified/Conglomerate Service - (continued),"PlanSource Holdings, Inc.  (5)",One stop,L + 6.25,N/A  (6),04/2025,0.0,(1,,,0.0,,,0,,,
301,Diversified/Conglomerate Service - (continued),"Project Power Buyer, LLC  #+!~",One stop,L + 5.75(c),7.86,05/2026,11613.0,11860,,,0.5,,,11613,,,
302,Diversified/Conglomerate Service - (continued),"Project Power Buyer, LLC  (5)",One stop,L + 5.75,N/A  (6),05/2025,0.0,(1,,,0.0,,,0,,,
303,Diversified/Conglomerate Service - (continued),"Property Brands, Inc.",One stop,L + 6.00(a),8.04,01/2024,20049.0,20296,,,0.9,,,20049,,,
304,Diversified/Conglomerate Service - (continued),"Property Brands, Inc.  *",One stop,L + 6.00(a),8.04,01/2024,6720.0,6861,,,0.3,,,6720,,,
305,Diversified/Conglomerate Service - (continued),"Property Brands, Inc.  ^",One stop,L + 6.00(a),8.04,01/2024,3276.0,3413,,,0.2,,,3276,,,
306,Diversified/Conglomerate Service - (continued),"Property Brands, Inc.",One stop,L + 6.00(a),8.04,01/2024,1438.0,1496,,,0.1,,,1438,,,
307,Diversified/Conglomerate Service - (continued),"Property Brands, Inc.",One stop,L + 6.00(a),8.04,01/2024,1218.0,1267,,,0.1,,,1218,,,
308,Diversified/Conglomerate Service - (continued),"Property Brands, Inc.",One stop,L + 6.00(a),8.04,01/2024,1200.0,1251,,,0.1,,,1200,,,
309,Diversified/Conglomerate Service - (continued),"Property Brands, Inc.",One stop,L + 6.00(a),8.04,01/2024,507.0,527,,,0.0,,,507,,,
310,Diversified/Conglomerate Service - (continued),"Property Brands, Inc.  (5)",One stop,L + 6.00,N/A  (6),01/2024,0.0,(1,,,0.0,,,0,,,
311,Diversified/Conglomerate Service - (continued),"Property Brands, Inc.  (5)",One stop,L + 6.00,N/A  (6),01/2024,0.0,(4,,,0.0,,,0,,,
312,Diversified/Conglomerate Service - (continued),"Qgenda Intermediate Holdings, LLC  +One stop",One stop,L + 4.75(a),6.79,06/2025,15432.0,15453,,,0.7,,,15432,,,
313,Diversified/Conglomerate Service - (continued),"Qgenda Intermediate Holdings, LLC  (5)",One stop,L + 4.75,N/A  (6),06/2025,0.0,(2,,,0.0,,,0,,,
314,Diversified/Conglomerate Service - (continued),"RegEd Aquireco, LLC  +Senior loan",One stop,L + 4.25(a),6.29,12/2024,11532.0,11527,,,0.5,,,11532,,,
315,Diversified/Conglomerate Service - (continued),"RegEd Aquireco, LLC",Senior loan,P + 3.25(f),8.25,12/2024,58.0,58,,,0.0,,,58,,,
316,Diversified/Conglomerate Service - (continued),"RegEd Aquireco, LLC  (5)",Senior loan,L + 4.25,N/A  (6),12/2024,0.0,(5,,,0.0,,,0,,,
317,Diversified/Conglomerate Service - (continued),"Saba Software, Inc.  ^*#+!~",Senior loan,L + 4.50(b),6.59,05/2023,49189.0,50222,,,2.2,,,49189,,,
318,Diversified/Conglomerate Service - (continued),"Saba Software, Inc.  #+!~",Senior loan,L + 4.50(b),6.59,05/2023,11011.0,11140,,,0.5,,,11011,,,
319,Diversified/Conglomerate Service - (continued),"Saba Software, Inc.  (5)",Senior loan,L + 4.50,N/A  (6),05/2023,0.0,(2,,,0.0,,,0,,,
320,Diversified/Conglomerate Service - (continued),"SnapLogic, Inc.",One stop,L + 8.75(a),5.29 cash/5.50 PIK,09/2024,5734.0,5650,,,0.3,,,5671,,,
321,Diversified/Conglomerate Service - (continued),"SnapLogic, Inc.",One stop,L + 3.25,N/A  (6),09/2024,0.0,0,,,0.0,,,0,,,
322,Diversified/Conglomerate Service - (continued),"SnapLogic, Inc.",One stop,L + 3.25,N/A  (6),09/2024,0.0,0,,,0.0,,,0,,,
323,Diversified/Conglomerate Service - (continued),"Telesoft, LLC  *",One stop,L + 5.00(c),7.32,07/2022,7276.0,7437,,,0.3,,,7276,,,
324,Diversified/Conglomerate Service - (continued),"Telesoft, LLC",One stop,L + 5.00,N/A  (6),07/2022,0.0,0,,,0.0,,,0,,,
325,Diversified/Conglomerate Service - (continued),"TI Intermediate Holdings, LLC  +Senior loan",One stop,L + 4.50(a),6.54,12/2024,3553.0,3624,,,0.2,,,3553,,,
326,Diversified/Conglomerate Service - (continued),"TI Intermediate Holdings, LLC",Senior loan,L + 4.50,N/A  (6),12/2024,0.0,0,,,0.0,,,0,,,
327,Diversified/Conglomerate Service - (continued),"Transact Holdings, Inc.  #+!~",Senior loan,L + 4.75(c),7.01,04/2026,3110.0,3160,,,0.1,,,3094,,,
328,Diversified/Conglomerate Service - (continued),"Transaction Data Systems, Inc.  *#+!~",One stop,L + 5.25(a),7.30,06/2021,84331.0,86275,,,3.8,,,84331,,,
329,Diversified/Conglomerate Service - (continued),"Transaction Data Systems, Inc.",One stop,L + 5.25(a),7.30,06/2021,130.0,133,,,0.0,,,130,,,
330,Diversified/Conglomerate Service - (continued),"Trintech, Inc.  ^*",One stop,L + 6.50(c),8.76,12/2023,22629.0,23071,,,1.0,,,22629,,,
331,Diversified/Conglomerate Service - (continued),"Trintech, Inc.  ^",One stop,L + 6.50(c),8.76,12/2023,9383.0,9625,,,0.4,,,9383,,,
332,Diversified/Conglomerate Service - (continued),"Trintech, Inc.",One stop,L + 6.50(c),8.69,12/2023,120.0,122,,,0.0,,,120,,,
333,Diversified/Conglomerate Service - (continued),"True Commerce, Inc.  ^#+!~",One stop,L + 5.75(c),7.85,11/2023,15428.0,15776,,,0.7,,,15428,,,
334,Diversified/Conglomerate Service - (continued),"True Commerce, Inc.  +(8)(9)",One stop,L + 5.75(c),7.85,11/2023,2616.0,2735,,,0.1,,,2572,,,
335,Diversified/Conglomerate Service - (continued),"True Commerce, Inc.  (8)",One stop,L + 5.75(c),7.85,11/2023,919.0,960,,,0.0,,,919,,,
336,Diversified/Conglomerate Service - (continued),"True Commerce, Inc.  (5)",One stop,L + 5.75,N/A  (6),11/2023,0.0,(1,,,0.0,,,0,,,
337,Diversified/Conglomerate Service - (continued),"Upserve, Inc.  #!~",One stop,L + 5.50(a),7.54,07/2023,5141.0,5222,,,0.2,,,5141,,,
338,Diversified/Conglomerate Service - (continued),"Upserve, Inc.",One stop,L + 5.50(a),7.54,07/2023,1451.0,1511,,,0.1,,,1451,,,
339,Diversified Conglomerate/Service - (continued),"Upserve, Inc.",One stop,L + 5.50,N/A  (6),07/2023,0,,,0,,,,0,,,0.0
340,Diversified Conglomerate/Service - (continued),Vector CS Midco Limited & Cloudsense Ltd.  #!~(8)(9)(10),One stop,L + 7.25(c),4.50 cash/2.75 PIK,05/2024,7608.0,7758,,,0.3,,,7322,,,
341,Diversified Conglomerate/Service - (continued),Vector CS Midco Limited & Cloudsense Ltd.  (5)(8)(9)(10),One stop,L + 4.50,N/A  (6),05/2024,0.0,(1,,,0.0,,,0,,,
342,Diversified Conglomerate/Service - (continued),"Velocity Technology Solutions, Inc.  *",One stop,L + 6.00(c),8.10,12/2023,18464.0,18832,,,0.8,,,18464,,,
343,Diversified Conglomerate/Service - (continued),"Velocity Technology Solutions, Inc.  (5)",One stop,L + 6.00,N/A  (6),12/2023,0.0,(1,,,0.0,,,0,,,
344,Diversified Conglomerate/Service - (continued),"Vendavo, Inc.  *#!~",One stop,L + 8.50(c),10.62,10/2022,35726.0,35670,,,1.6,,,35726,,,
345,Diversified Conglomerate/Service - (continued),"Vendavo, Inc.",One stop,P + 7.25(f),12.50,10/2022,332.0,328,,,0.0,,,332,,,
346,Diversified Conglomerate/Service - (continued),Verisys Corporation  *,One stop,L + 6.50(c),8.60,01/2023,8555.0,8736,,,0.4,,,8555,,,
347,Diversified Conglomerate/Service - (continued),Verisys Corporation  (5),One stop,L + 6.50,N/A  (6),01/2023,0.0,(1,,,0.0,,,0,,,
348,Diversified Conglomerate/Service - (continued),"Workforce Software, LLC  #!~",One stop,L + 6.50(c),7.76 cash/1.00 PIK,07/2025,27059.0,27903,,,1.2,,,26787,,,
349,Diversified Conglomerate/Service - (continued),"Workforce Software, LLC  (5)",One stop,L + 6.50,N/A  (6),07/2025,0.0,(3,,,0.0,,,(2,,,
350,Ecological,"Pace Analytical Services, LLC",One stop,L + 5.50(a),7.54,09/2022,29947.0,30387,,,1.3,,,29947,,,
351,Ecological,"Pace Analytical Services, LLC  ^",One stop,L + 5.50(a),7.54,09/2022,2785.0,2833,,,0.1,,,2785,,,
352,Ecological,"Pace Analytical Services, LLC",One stop,L + 5.50(a),7.54,09/2022,1668.0,1735,,,0.1,,,1668,,,
