,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
173,"Saba Software, Inc.  #",One stop,,L + 5.50,(b),,7.12,,05/2023,,20246,,,19931,,,2.1,,,20246,,,,,,,,,,,,,,,,,,,,,
174,"Saba Software, Inc.  (5)",One stop,,L + 5.50,,,N/A  (6),,05/2023,,-,,,(2,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
175,"Saldon Holdings, Inc.  *",Senior loan,,L + 4.50,(c),,5.98,,09/2022,,775,,,766,,,0.1,,,775,,,,,,,,,,,,,,,,,,,,,
176,"Secure-24, LLC  *^",One stop,,L + 5.00,(a),,6.57,,08/2019,,21599,,,21448,,,2.2,,,21599,,,,,,,,,,,,,,,,,,,,,
177,"Secure-24, LLC  (5)",One stop,,L + 5.00,,,N/A  (6),,08/2019,,-,,,(4,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
178,"Severin Acquisition, LLC  ^",Senior loan,,L + 5.37,(a),,6.94,,07/2021,,881,,,872,,,0.1,,,894,,,,,,,,,,,,,,,,,,,,,
179,"Severin Acquisition, LLC  ^",Senior loan,,L + 5.00,(a),,6.57,,07/2021,,784,,,776,,,0.1,,,787,,,,,,,,,,,,,,,,,,,,,
180,"Severin Acquisition, LLC  ^",Senior loan,,L + 5.37,(a),,6.94,,07/2021,,600,,,593,,,0.1,,,609,,,,,,,,,,,,,,,,,,,,,
181,"Severin Acquisition, LLC  ^",Senior loan,,L + 4.87,(a),,6.44,,07/2021,,193,,,191,,,-,,,193,,,,,,,,,,,,,,,,,,,,,
182,"Switchfly, Inc.",One stop,,L + 10.00,(c),,9.85 cash/1.50 PIK,,04/2020,,2407,,,2315,,,0.3,,,2407,,,,,,,,,,,,,,,,,,,,,
183,"Switchfly, Inc.",One stop,,L + 10.00,,,N/A  (6),,04/2020,,-,,,-,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
184,"Telesoft, LLC  #",One stop,,L + 5.50,(c),,6.84,,07/2022,,4192,,,4154,,,0.4,,,4192,,,,,,,,,,,,,,,,,,,,,
185,"Telesoft, LLC  (5)",One stop,,L + 5.50,,,N/A  (6),,07/2022,,-,,,(1,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
186,"Transaction Data Systems, Inc.  *",Senior loan,,L + 5.25,(c),,6.94,,06/2021,,740,,,730,,,0.1,,,740,,,,,,,,,,,,,,,,,,,,,
187,"Trintech, Inc.  *^#",One stop,,L + 6.50,(a),,7.89,,12/2023,,10930,,,10793,,,1.1,,,10821,,,,,,,,,,,,,,,,,,,,,
188,"Trintech, Inc.  ^",One stop,,L + 6.50,(a),,8.07,,12/2023,,3429,,,3386,,,0.4,,,3395,,,,,,,,,,,,,,,,,,,,,
189,"Trintech, Inc.",One stop,,L + 6.50,(a),,8.07,,12/2023,,30,,,28,,,-,,,29,,,,,,,,,,,,,,,,,,,,,
190,"True Commerce, Inc.  #",One stop,,L + 5.75,(c),,7.16,,11/2023,,5652,,,5583,,,0.6,,,5596,,,,,,,,,,,,,,,,,,,,,
191,"True Commerce, Inc.  (5)",One stop,,L + 5.75,,,N/A  (6),,11/2023,,-,,,(1,,,-,,,(1,,,,,,,,,,,,,,,,,,,,,
192,"Valant Medical Solutions, Inc.",One stop,,L + 11.00,(a),,10.18 cash/2.25 PIK,,10/2020,,814,,,741,,,0.1,,,732,,,,,,,,,,,,,,,,,,,,,
193,"Valant Medical Solutions, Inc.",One stop,,L + 11.00,,,N/A  (6),,10/2020,,-,,,-,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
194,"Velocity Technology Solutions, Inc.  #",One stop,,L + 6.00,(c),,7.52,,12/2023,,8290,,,8146,,,0.9,,,8207,,,,,,,,,,,,,,,,,,,,,
195,"Velocity Technology Solutions, Inc.  (5)",One stop,,L + 6.00,,,N/A  (6),,12/2023,,-,,,(1,,,-,,,(1,,,,,,,,,,,,,,,,,,,,,
196,"Vendavo, Inc.",One stop,,L + 8.50,(c),,9.85,,10/2019,,17982,,,17826,,,1.9,,,17982,,,,,,,,,,,,,,,,,,,,,
197,"Vendavo, Inc.  (5)",One stop,,L + 8.50,,,N/A  (6),,10/2019,,-,,,(6,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
198,Vendor Credentialing Service LLC  ^,One stop,,L + 6.00,(a),,7.57,,11/2021,,12209,,,12000,,,1.3,,,12209,,,,,,,,,,,,,,,,,,,,,
199,Vendor Credentialing Service LLC  (5),One stop,,L + 6.00,,,N/A  (6),,11/2021,,-,,,(1,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
200,Verisys Corporation  *,One stop,,L + 6.75,(c),,8.44,,01/2023,,3916,,,3866,,,0.4,,,3916,,,,,,,,,,,,,,,,,,,,,
201,Verisys Corporation  (5),One stop,,L + 6.75,,,N/A  (6),,01/2023,,-,,,(1,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
202,"Workforce Software, LLC  ^",One stop,,L + 10.50,(c),,4.85 cash/7.00 PIK,,06/2021,,5438,,,5413,,,0.6,,,5438,,,,,,,,,,,,,,,,,,,,,
203,"Workforce Software, LLC",One stop,,L + 10.50,(c),,4.85 cash/7.00 PIK,,06/2021,,51,,,51,,,-,,,51,,,,,,,,,,,,,,,,,,,,,
204,"Xmatters, Inc. and Alarmpoint, Inc.",One stop,,L + 9.25,(a),,10.03 cash/0.75 PIK,,08/2021,,4883,,,4817,,,0.5,,,4883,,,,,,,,,,,,,,,,,,,,,
205,"Xmatters, Inc. and Alarmpoint, Inc.",One stop,,L + 9.25,(a),,10.03 cash/0.75 PIK,,08/2021,,20,,,20,,,-,,,20,,,,,,,,,,,,,,,,,,,,,
206,,,,,,,,,,,318783,,,314573,,,33.2,,,317957,,,,,,,,,,,,,,,,,,,,,
207,Ecological,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,"Pace Analytical Services, LLC",One stop,,L + 6.00,(a),,7.57,,09/2022,,15307,,,14974,,,1.6,,,15307,,,,,,,,,,,,,,,,,,,,,
209,"Pace Analytical Services, LLC  ^",One stop,,L + 6.00,(a),,7.57,,09/2022,,1423,,,1404,,,0.2,,,1423,,,,,,,,,,,,,,,,,,,,,
210,"Pace Analytical Services, LLC",One stop,,L + 6.00,(a),,7.57,,09/2022,,348,,,343,,,-,,,348,,,,,,,,,,,,,,,,,,,,,
211,"Pace Analytical Services, LLC",One stop,,L + 6.00,(a),,7.48,,09/2022,,44,,,39,,,-,,,44,,,,,,,,,,,,,,,,,,,,,
212,"Pace Analytical Services, LLC",One stop,,L + 6.00,(a),,7.57,,09/2022,,25,,,24,,,-,,,25,,,,,,,,,,,,,,,,,,,,,
213,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,
214,Ecological - (continued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,WRE Holding Corp.  #,Senior loan,,L + 4.75,(a),,6.32,,01/2023,,,1016,,,,1006,,,0.1,,,,1016,,,,,,,,,,,,,,,,,,
216,WRE Holding Corp.,Senior loan,,L + 4.75,(a),,6.32,,01/2023,,9,,,9,,,-,,,9,,,,,,,,,,,,,,,,,,,,,
217,WRE Holding Corp.,Senior loan,,L + 4.75,(c),,6.31,,01/2023,,7,,,6,,,-,,,7,,,,,,,,,,,,,,,,,,,,,
218,WRE Holding Corp.,Senior loan,,L + 4.75,,,N/A  (6),,01/2023,,-,,,-,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
219,,,,,,,,,,,18179,,,17805,,,1.9,,,18179,,,,,,,,,,,,,,,,,,,,,
220,Electronics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,"Appriss Holdings, Inc.  *^#",One stop,,L + 6.00,(c),,7.69,,11/2020,,22379,,,22147,,,2.3,,,22156,,,,,,,,,,,,,,,,,,,,,
222,"Appriss Holdings, Inc.  (5)",One stop,,L + 6.00,,,N/A  (6),,11/2020,,-,,,(28,,,-,,,(29,,,,,,,,,,,,,,,,,,,,,
223,"Compusearch Software Holdings, Inc.  ^",Senior loan,,L + 4.50,(c),,6.07,,05/2021,,1731,,,1728,,,0.2,,,1731,,,,,,,,,,,,,,,,,,,,,
224,Diligent Corporation  #,One stop,,L + 6.25,(c),,7.94,,04/2022,,4916,,,4852,,,0.5,,,4916,,,,,,,,,,,,,,,,,,,,,
225,Diligent Corporation  *,One stop,,L + 6.25,(c),,7.94,,04/2022,,4826,,,4728,,,0.5,,,4827,,,,,,,,,,,,,,,,,,,,,
226,Diligent Corporation  *^,One Stop,,L + 6.25,(c),,7.94,,04/2022,,2641,,,2605,,,0.3,,,2641,,,,,,,,,,,,,,,,,,,,,
227,Diligent Corporation  (5),One stop,,L + 6.25,,,N/A  (6),,04/2022,,-,,,(2,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
228,"Gamma Technologies, LLC  ^",One stop,,L + 4.75,(a),,6.32,,06/2021,,7536,,,7492,,,0.8,,,7536,,,,,,,,,,,,,,,,,,,,,
229,"Gamma Technologies, LLC  (5)",One stop,,L + 5.00,,,N/A  (6),,06/2021,,-,,,(1,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
230,"LD Intermediate Holdings, Inc.  *^",Senior loan,,L + 5.87,(c),,7.27,,12/2022,,2524,,,2356,,,0.2,,,2266,,,,,,,,,,,,,,,,,,,,,
231,Park Place Technologies LLC  *^,Senior loan,,L + 5.00,(c),,6.69,,06/2022,,15741,,,15585,,,1.6,,,15741,,,,,,,,,,,,,,,,,,,,,
232,Park Place Technologies LLC  (5),Senior loan,,L + 5.00,,,N/A  (6),,06/2022,,-,,,(2,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
233,"Sloan Company, Inc., The  #",One stop,,L + 7.25,(c),,8.94,,04/2020,,7418,,,7352,,,0.7,,,6491,,,,,,,,,,,,,,,,,,,,,
234,"Sloan Company, Inc., The",One stop,,L + 7.25,(c),,8.70,,04/2020,,37,,,37,,,-,,,31,,,,,,,,,,,,,,,,,,,,,
235,Sovos Compliance  *^,One stop,,L + 6.00,(a),,7.57,,03/2022,,9305,,,9171,,,1.0,,,9305,,,,,,,,,,,,,,,,,,,,,
236,Sovos Compliance  (5),One stop,,L + 6.00,,,N/A  (6),,03/2022,,-,,,(2,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
237,"Sovos Compliance Formerly Taxware, LLC  ^",One stop,,L + 6.00,(a),,7.57,,03/2022,,1565,,,1544,,,0.1,,,1565,,,,,,,,,,,,,,,,,,,,,
238,"Sovos Compliance Formerly Taxware, LLC",One stop,,L + 6.00,,,N/A  (6),,03/2022,,-,,,-,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
239,"Watchfire Enterprises, Inc.",Second lien,,L + 8.00,(c),,9.69,,10/2021,,9435,,,9314,,,1.0,,,9435,,,,,,,,,,,,,,,,,,,,,
240,,,,,,,,,,,90054,,,88876,,,9.2,,,88612,,,,,,,,,,,,,,,,,,,,,
241,Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,"MyWebGrocer, Inc.  *",One stop,,L + 5.00,(d),,6.57,,09/2018,,14271,,,14131,,,1.5,,,14271,,,,,,,,,,,,,,,,,,,,,
243,"Healthcare, Education and Childcare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,"Active Day, Inc.",One stop,,L + 6.00,(a),,7.57,,12/2021,,13367,,,13126,,,1.4,,,13367,,,,,,,,,,,,,,,,,,,,,
245,"Active Day, Inc.  ^",One stop,,L + 6.00,(a),,7.57,,12/2021,,1031,,,1019,,,0.1,,,1031,,,,,,,,,,,,,,,,,,,,,
246,"Active Day, Inc.",One stop,,L + 6.00,(a),,7.57,,12/2021,,665,,,659,,,0.1,,,665,,,,,,,,,,,,,,,,,,,,,
247,"Active Day, Inc.",One stop,,L + 6.00,(a),,7.57,,12/2021,,459,,,454,,,0.1,,,459,,,,,,,,,,,,,,,,,,,,,
248,"Active Day, Inc.  (5)",One stop,,L + 6.00,,,N/A  (6),,12/2021,,-,,,(1,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
249,"Active Day, Inc.  (5)",One stop,,L + 6.00,,,N/A  (6),,12/2021,,-,,,(3,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
250,"Acuity Eyecare Holdings, LLC",One stop,,L + 6.75,(b),,8.28,,03/2022,,3605,,,3529,,,0.4,,,3605,,,,,,,,,,,,,,,,,,,,,
251,"Acuity Eyecare Holdings, LLC",One stop,,L + 6.75,(b),,8.37,,03/2022,,38,,,36,,,-,,,38,,,,,,,,,,,,,,,,,,,,,
252,"Acuity Eyecare Holdings, LLC",One stop,,P + 5.75,(e),,10.25,,03/2022,,8,,,7,,,-,,,8,,,,,,,,,,,,,,,,,,,,,
253,"ADCS Clinics Intermediate Holdings, LLC",One stop,,L + 5.75,(c),,7.44,,05/2022,,21227,,,20712,,,2.2,,,20802,,,,,,,,,,,,,,,,,,,,,
254,"ADCS Clinics Intermediate Holdings, LLC  *",One stop,,L + 5.75,(c),,7.44,,05/2022,,108,,,106,,,-,,,106,,,,,,,,,,,,,,,,,,,,,
255,"ADCS Clinics Intermediate Holdings, LLC",One stop,,L + 5.75,(c),,7.44,,05/2022,,83,,,80,,,-,,,79,,,,,,,,,,,,,,,,,,,,,
256,"ADCS Clinics Intermediate Holdings, LLC  *",One stop,,L + 5.75,(c),,7.44,,05/2022,,32,,,31,,,-,,,31,,,,,,,,,,,,,,,,,,,,,
257,"ADCS Clinics Intermediate Holdings, LLC  (5)",One stop,,L + 5.75,,,N/A  (6),,05/2022,,-,,,(2,,,-,,,(2,,,,,,,,,,,,,,,,,,,,,
258,"Agilitas USA, Inc  .#",One stop,,L + 6.00,(c),,7.34,,04/2022,,8418,,,8345,,,0.9,,,8249,,,,,,,,,,,,,,,,,,,,,
259,"Agilitas USA, Inc.",One stop,,L + 6.00,(c),,7.34,,04/2022,,10,,,9,,,-,,,8,,,,,,,,,,,,,,,,,,,,,
260,"Agilitas USA, Inc.  (5)",One stop,,L + 6.00,,,N/A  (6),,04/2022,,-,,,(1,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
261,"Aris Teleradiology Company, LLC  *",Senior loan,,L + 5.50,(c),,7.19,,03/2021,,2693,,,2674,,,0.2,,,2316,,,,,,,,,,,,,,,,,,,,,
262,"Aris Teleradiology Company, LLC",Senior loan,,L + 5.50,(c),,6.88,,03/2021,,25,,,25,,,-,,,22,,,,,,,,,,,,,,,,,,,,,
263,"Avalign Technologies, Inc.  ^",Senior loan,,L + 4.50,(a),,6.07,,07/2021,,1425,,,1421,,,0.1,,,1425,,,,,,,,,,,,,,,,,,,,,
264,"BIORECLAMATIONIVT, LLC  *^#",One stop,,L + 5.75,(a),,7.32,,01/2021,,15724,,,15559,,,1.7,,,15724,,,,,,,,,,,,,,,,,,,,,
265,"BIORECLAMATIONIVT, LLC",One stop,,P + 4.75,(e),,9.25,,01/2021,,55,,,54,,,-,,,55,,,,,,,,,,,,,,,,,,,,,
266,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,
267,"Healthcare, Education and Childcare - (continued)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,"California Cryobank, LLC  ^",One stop,,L + 5.50,(c),,7.19,,08/2019,,,1461,,,,1456,,,0.2,,,,1461,,,,,,,,,,,,,,,,,,
269,"California Cryobank, LLC  ^",One stop,,L + 5.50,(c),,7.19,,08/2019,,560,,,555,,,0.1,,,560,,,,,,,,,,,,,,,,,,,,,
270,"California Cryobank, LLC  ^",One stop,,L + 5.50,(c),,7.19,,08/2019,,187,,,187,,,-,,,187,,,,,,,,,,,,,,,,,,,,,
271,"California Cryobank, LLC  (5)",One stop,,L + 5.50,,,N/A  (6),,08/2019,,-,,,(1,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
272,"CLP Healthcare Services, Inc.  ^",Senior loan,,L + 5.25,(c),,6.94,,12/2020,,3914,,,3889,,,0.4,,,3836,,,,,,,,,,,,,,,,,,,,,
273,Curo Health Services LLC  #,Senior loan,,L + 4.00,(c),,5.41,,02/2022,,3265,,,3253,,,0.3,,,3268,,,,,,,,,,,,,,,,,,,,,
274,"DCA Investment Holding, LLC  *^#",One stop,,L + 5.25,(c),,6.94,,07/2021,,18727,,,18484,,,1.9,,,18399,,,,,,,,,,,,,,,,,,,,,
275,"DCA Investment Holding, LLC  *^#",One stop,,L + 5.25,(c),,6.94,,07/2021,,13432,,,13329,,,1.4,,,13197,,,,,,,,,,,,,,,,,,,,,
276,"DCA Investment Holding, LLC  #",One stop,,L + 5.25,(c),,6.94,,07/2021,,2469,,,2432,,,0.3,,,2426,,,,,,,,,,,,,,,,,,,,,
277,"DCA Investment Holding, LLC",One stop,,L + 5.25,(a),,6.80,,07/2021,,153,,,150,,,-,,,149,,,,,,,,,,,,,,,,,,,,,
278,"DCA Investment Holding, LLC  (5)",One stop,,L + 5.25,,,N/A  (6),,07/2021,,-,,,(11,,,-,,,(24,,,,,,,,,,,,,,,,,,,,,
279,"DCA Investment Holding, LLC  (5)",One stop,,L + 5.25,,,N/A  (6),,07/2021,,-,,,(12,,,-,,,(12,,,,,,,,,,,,,,,,,,,,,
280,Deca Dental Management LLC  *^,One stop,,L + 6.25,(c),,7.94,,07/2020,,4086,,,4056,,,0.4,,,4086,,,,,,,,,,,,,,,,,,,,,
281,Deca Dental Management LLC,One stop,,L + 6.25,(c),,7.80,,07/2020,,497,,,493,,,0.1,,,497,,,,,,,,,,,,,,,,,,,,,
282,Deca Dental Management LLC,One stop,,L + 6.25,(a),,7.82,,07/2020,,50,,,50,,,-,,,50,,,,,,,,,,,,,,,,,,,,,
283,Deca Dental Management LLC  (5),One stop,,L + 6.25,,,N/A  (6),,07/2020,,-,,,(2,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
284,Delta Educational Systems  *(7),Senior loan,,P + 6.75,(e),,9.00 cash/2.00 PIK,,12/2018,,1438,,,1433,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
285,Delta Educational Systems  (5)(7),Senior loan,,L + 6.00,,,N/A  (6),,12/2018,,-,,,-,,,-,,,(4,,,,,,,,,,,,,,,,,,,,,
286,Dental Holdings Corporation,One stop,,L + 5.50,(c),,6.88,,02/2020,,7436,,,7349,,,0.8,,,7287,,,,,,,,,,,,,,,,,,,,,
287,Dental Holdings Corporation,One stop,,L + 5.50,(c),,6.88,,02/2020,,1132,,,1124,,,0.1,,,1110,,,,,,,,,,,,,,,,,,,,,
288,Dental Holdings Corporation,One stop,,L + 5.50,(c)(e),,7.74,,02/2020,,440,,,433,,,-,,,419,,,,,,,,,,,,,,,,,,,,,
289,"eSolutions, Inc.  *^",One stop,,L + 6.50,(a),,8.07,,03/2022,,20041,,,19754,,,2.1,,,20041,,,,,,,,,,,,,,,,,,,,,
290,"eSolutions, Inc.  (5)",One stop,,L + 6.50,,,N/A  (6),,03/2022,,-,,,(1,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
291,Excelligence Learning Corporation  ^,One stop,,L + 6.00,(a),,7.57,,04/2023,,4842,,,4799,,,0.5,,,4842,,,,,,,,,,,,,,,,,,,,,
292,Eyecare Services Partners Holdings LLC,One stop,,L + 6.25,(c),,7.94,,05/2023,,7986,,,7789,,,0.8,,,7986,,,,,,,,,,,,,,,,,,,,,
293,Eyecare Services Partners Holdings LLC,One stop,,L + 6.25,(c),,7.73,,05/2023,,461,,,453,,,0.1,,,461,,,,,,,,,,,,,,,,,,,,,
294,Eyecare Services Partners Holdings LLC,One stop,,P + 5.25,(e),,9.75,,05/2023,,7,,,4,,,-,,,7,,,,,,,,,,,,,,,,,,,,,
295,Eyecare Services Partners Holdings LLC  (5),One stop,,L + 6.25,,,N/A  (6),,05/2023,,-,,,(4,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
296,"G & H Wire Company, Inc.  #",One stop,,L + 5.50,(c),,7.19,,09/2023,,5628,,,5561,,,0.6,,,5628,,,,,,,,,,,,,,,,,,,,,
297,"G & H Wire Company, Inc.  (5)",One stop,,L + 5.50,,,N/A  (6),,09/2023,,-,,,(1,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
298,"Immucor, Inc.  #",Senior loan,,L + 5.00,(a),,6.57,,06/2021,,1609,,,1594,,,0.2,,,1639,,,,,,,,,,,,,,,,,,,,,
299,"Joerns Healthcare, LLC  *^",One stop,,L + 6.00,(c),,7.48,,05/2020,,3497,,,3466,,,0.3,,,3259,,,,,,,,,,,,,,,,,,,,,
300,"Kareo, Inc.",One stop,,L + 9.00,(b),,10.41,,06/2022,,4518,,,4314,,,0.5,,,4518,,,,,,,,,,,,,,,,,,,,,
301,"Kareo, Inc.",One stop,,L + 9.00,,,N/A  (6),,06/2022,,-,,,-,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
302,"Katena Holdings, Inc.  ^",One stop,,L + 6.75,(c),,8.44,,06/2021,,8589,,,8516,,,0.9,,,8589,,,,,,,,,,,,,,,,,,,,,
303,"Katena Holdings, Inc.  ^",One stop,,L + 6.75,(c),,8.44,,06/2021,,839,,,832,,,0.1,,,839,,,,,,,,,,,,,,,,,,,,,
304,"Katena Holdings, Inc.  #",One stop,,L + 6.75,(c),,8.44,,06/2021,,572,,,564,,,0.1,,,572,,,,,,,,,,,,,,,,,,,,,
305,"Katena Holdings, Inc.",One stop,,P + 5.75,(e),,10.25,,06/2021,,89,,,88,,,-,,,89,,,,,,,,,,,,,,,,,,,,,
306,"Lombart Brothers, Inc.  #",One stop,,L + 6.75,(c),,8.44,,04/2022,,3621,,,3544,,,0.4,,,3621,,,,,,,,,,,,,,,,,,,,,
307,"Lombart Brothers, Inc.  #(8)",One stop,,L + 6.75,(c),,8.44,,04/2022,,1660,,,1636,,,0.2,,,1660,,,,,,,,,,,,,,,,,,,,,
308,"Lombart Brothers, Inc.  (8)",One stop,,L + 6.75,,,N/A  (6),,04/2022,,-,,,-,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
309,"Lombart Brothers, Inc.  (5)",One stop,,L + 6.75,,,N/A  (6),,04/2022,,-,,,(1,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
310,"Maverick Healthcare Group, LLC  *",Senior loan,,L + 7.50,(a),,7.25 cash/2.00 PIK,,12/2017,,1969,,,1969,,,0.2,,,1871,,,,,,,,,,,,,,,,,,,,,
311,"Maverick Healthcare Group, LLC",Senior loan,,P + 6.50,(e),,5.50 cash/5.50 PIK,,12/2017,,84,,,84,,,-,,,84,,,,,,,,,,,,,,,,,,,,,
312,"MWD Management, LLC & MWD Services, Inc.  #",One stop,,L + 5.25,(c),,6.94,,06/2023,,5910,,,5843,,,0.6,,,5910,,,,,,,,,,,,,,,,,,,,,
313,"MWD Management, LLC & MWD Services, Inc.  (5)",One stop,,L + 5.25,,,N/A  (6),,06/2022,,-,,,(1,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
314,"MWD Management, LLC & MWD Services, Inc.  (5)",One stop,,L + 5.25,,,N/A  (6),,06/2023,,-,,,(2,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
315,"Oliver Street Dermatology Holdings, LLC",One stop,,L + 6.50,(c),,8.19,,05/2022,,9410,,,9214,,,1.0,,,9410,,,,,,,,,,,,,,,,,,,,,
316,"Oliver Street Dermatology Holdings, LLC",One stop,,L + 6.50,(c),,8.19,,05/2022,,949,,,936,,,0.1,,,949,,,,,,,,,,,,,,,,,,,,,
317,"Oliver Street Dermatology Holdings, LLC",One stop,,L + 6.50,(c),,8.18,,05/2022,,212,,,210,,,-,,,212,,,,,,,,,,,,,,,,,,,,,
318,"Oliver Street Dermatology Holdings, LLC",One stop,,L + 6.50,(c),,7.96,,05/2022,,91,,,90,,,-,,,91,,,,,,,,,,,,,,,,,,,,,
319,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,
320,"Healthcare, Education and Childcare - (continued)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,"Oliver Street Dermatology Holdings, LLC",One stop,,L + 6.50,(c),,8.19,,05/2022,,,46,,,,45,,,-,,,,46,,,,,,,,,,,,,,,,,,
322,"Oliver Street Dermatology Holdings, LLC  *",One stop,,L + 6.50,(c),,8.19,,05/2022,,42,,,41,,,-,,,42,,,,,,,,,,,,,,,,,,,,,
323,"Oliver Street Dermatology Holdings, LLC",One stop,,L + 6.50,(c),,8.19,,05/2022,,33,,,32,,,-,,,33,,,,,,,,,,,,,,,,,,,,,
324,"Oliver Street Dermatology Holdings, LLC",One stop,,L + 6.50,(c),,8.19,,05/2022,,30,,,30,,,-,,,30,,,,,,,,,,,,,,,,,,,,,
325,"Oliver Street Dermatology Holdings, LLC  (5)",One stop,,L + 6.50,,,N/A  (6),,05/2022,,-,,,(1,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
326,"Oliver Street Dermatology Holdings, LLC",One stop,,L + 6.50,(c),,8.09,,05/2022,,38,,,37,,,-,,,38,,,,,,,,,,,,,,,,,,,,,
327,"ONsite Mammography, LLC",One stop,,L + 6.75,(a),,8.32,,11/2023,,3087,,,3019,,,0.3,,,3056,,,,,,,,,,,,,,,,,,,,,
328,"ONsite Mammography, LLC  (5)",One stop,,L + 6.75,,,N/A  (6),,11/2023,,-,,,(1,,,-,,,(1,,,,,,,,,,,,,,,,,,,,,
329,"ONsite Mammography, LLC  (5)",One stop,,L + 6.75,,,N/A  (6),,11/2023,,-,,,(1,,,-,,,(1,,,,,,,,,,,,,,,,,,,,,
330,"Pinnacle Treatment Centers, Inc.",One stop,,L + 6.25,(b),,7.87,,08/2021,,9955,,,9757,,,1.0,,,9955,,,,,,,,,,,,,,,,,,,,,
331,"Pinnacle Treatment Centers, Inc.",One stop,,P + 5.00,(e),,9.50,,08/2021,,30,,,29,,,-,,,30,,,,,,,,,,,,,,,,,,,,,
332,"Pinnacle Treatment Centers, Inc.  (5)",One stop,,L + 6.25,,,N/A  (6),,08/2021,,-,,,(2,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
333,"PPT Management Holdings, LLC  ^",One stop,,P + 5.00,(e),,9.50,,12/2022,,10197,,,10006,,,1.0,,,9993,,,,,,,,,,,,,,,,,,,,,
334,"PPT Management Holdings, LLC",One stop,,P + 5.00,(e),,9.50,,12/2022,,135,,,135,,,-,,,132,,,,,,,,,,,,,,,,,,,,,
335,"PPT Management Holdings, LLC",One stop,,L + 6.00,(a),,7.57,,12/2022,,100,,,96,,,-,,,96,,,,,,,,,,,,,,,,,,,,,
336,"PPT Management Holdings, LLC",One stop,,P + 5.00,(e),,9.50,,12/2022,,38,,,30,,,-,,,31,,,,,,,,,,,,,,,,,,,,,
337,Premise Health Holding Corp.  *^#,One stop,,L + 4.50,(c),,6.19,,06/2020,,14775,,,14721,,,1.5,,,14775,,,,,,,,,,,,,,,,,,,,,
338,Premise Health Holding Corp.  (5),One stop,,L + 4.50,,,N/A  (6),,06/2020,,-,,,(11,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
