,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
214,"Teaching Company, The",,One stop,,L + 6.25,,,7.25,,,08/2020,,,19069,,,,18803,,,,2.3,,,,19069,
215,"Titan Fitness, LLC  (4)",,One stop,,L + 6.50,,,No Value,(5),,09/2019,,,-,,,,(16,,,,-,,,,-,
216,"Titan Fitness, LLC  (4)",,One stop,,L + 6.50,,,No Value,(5),,09/2019,,,-,,,,(45,,,,-,,,,-,
217,"Titan Fitness, LLC  (4)",,One stop,,L + 6.50,,,No Value,(5),,09/2019,,,-,,,,(16,,,,-,,,,-,
218,"Titan  Fitness, LLC*",,One stop,,L + 6.50,,,7.75,,,09/2019,,,13292,,,,13099,,,,1.6,,,,13292,
219,,,,,,,,,,,,,,49585,,,,48920,,,,5.5,,,,46120,
220,"Mining,  Steel, Iron and Non-Precious Metals",,,,,,,,,,,,,,,,,,,,,,,,,,
221,"Benetech, Inc.",,One stop,,P + 7.75,,,11.25,,,10/2017,,,303,,,,298,,,,-,,,,192,
222,"Benetech,  Inc.*",,One stop,,L + 9.00,,,10.25,,,10/2017,,,4628,,,,4606,,,,0.5,,,,4165,
223,,,,,,,,,,,,,,4931,,,,4904,,,,0.5,,,,4357,
224,Oil  and Gas,,,,,,,,,,,,,,,,,,,,,,,,,,
225,"Drilling Info, Inc.  (4)(7)",,One stop,,L + 5.00,,,No Value,(5),,06/2018,,,-,,,,(1,,,,-,,,,-,
226,"Drilling Info, Inc.  (7)",,One stop,,L + 5.00,,,6.00,,,06/2018,,,346,,,,344,,,,-,,,,346,
227,"Drilling Info, Inc.^",,One stop,,L + 5.00,,,6.00,,,06/2018,,,893,,,,886,,,,0.1,,,,893,
228,"Drilling  Info, Inc.  (4)(7)",,One stop,,L + 5.00,,,No Value,(5),,06/2018,,,-,,,,(8,,,,-,,,,-,
229,,,,,,,,,,,,,,1239,,,,1221,,,,0.1,,,,1239,
230,Personal  and Non-Durable Consumer Products,,,,,,,,,,,,,,,,,,,,,,,,,,
231,"C.B. Fleet Company, Incorporated  (4)",,Senior loan,,L + 4.75,,,No Value,(5),,12/2021,,,-,,,,(6,,,,-,,,,(6,
232,"C.B. Fleet Company, Incorporated",,Senior loan,,L + 4.75,,,No Value,(5),,12/2021,,,-,,,,-,,,,-,,,,-,
233,"C.B. Fleet Company, Incorporated*",,Senior loan,,L + 4.75,,,5.75,,,12/2021,,,1360,,,,1347,,,,0.2,,,,1347,
234,"Georgica Pine Clothiers,  LLC",,One stop,,L + 5.50,,,6.50,,,11/2021,,,6,,,,5,,,,-,,,,5,
235,"Georgica Pine Clothiers,  LLC",,One stop,,L + 5.50,,,6.50,,,11/2021,,,5765,,,,5652,,,,0.7,,,,5707,
236,The Hygenic Corporation  (4),,Senior loan,,L + 5.00,,,No Value,(5),,10/2019,,,-,,,,(4,,,,-,,,,-,
237,The Hygenic Corporation*,,Senior loan,,L + 5.00,,,6.00,,,10/2020,,,3267,,,,3226,,,,0.4,,,,3267,
238,"Massage Envy, LLC  (4)",,One stop,,L + 7.25,,,No Value,(5),,09/2018,,,-,,,,(8,,,,-,,,,-,
239,"Massage Envy, LLC*",,One stop,,L + 7.25,,,8.50,,,09/2018,,,15570,,,,15392,,,,1.9,,,,15570,
240,"Orthotics Holdings, Inc  (3)(4)",,One stop,,L + 5.00,,,No Value,(5),,02/2020,,,-,,,,(1,,,,-,,,,(4,
241,"Orthotics Holdings, Inc*  (3)",,One stop,,L + 5.00,,,6.00,,,02/2020,,,1384,,,,1370,,,,0.2,,,,1342,
242,"Orthotics Holdings, Inc  (4)",,One stop,,L + 5.00,,,No Value,(5),,02/2020,,,-,,,,(14,,,,-,,,,(42,
243,"Orthotics Holdings, Inc  (4)",,One stop,,L + 5.00,,,No Value,(5),,02/2020,,,-,,,,(13,,,,-,,,,(38,
244,"Orthotics Holdings, Inc*",,One stop,,L + 5.00,,,6.00,,,02/2020,,,8439,,,,8351,,,,1.0,,,,8186,
245,Team Technologies Acquisition  Company  (4),,Senior loan,,L + 5.00,,,No Value,(5),,12/2017,,,-,,,,(2,,,,-,,,,-,
246,Team Technologies Acquisition  Company^,,Senior loan,,L + 5.00,,,6.25,,,12/2017,,,4770,,,,4745,,,,0.6,,,,4763,
247,Team  Technologies Acquisition Company,,Senior loan,,L + 5.50,,,6.75,,,12/2017,,,879,,,,870,,,,0.1,,,,885,
248,,,,,,,,,,,,,,41440,,,,40910,,,,5.1,,,,40982,
249,"Personal,  Food and Miscellaneous Services",,,,,,,,,,,,,,,,,,,,,,,,,,
250,"Community Veterinary Partners,  LLC",,One stop,,L + 5.50,,,No Value,(5),,10/2021,,,-,,,,-,,,,-,,,,-,
251,"Community Veterinary Partners,  LLC",,One stop,,L + 5.50,,,No Value,(5),,10/2021,,,-,,,,-,,,,-,,,,-,
252,"Community Veterinary Partners,  LLC*",,One stop,,L + 5.50,,,6.50,,,10/2021,,,2485,,,,2461,,,,0.3,,,,2460,
253,,,,,Spread,,,,,,,,,,,,,Percentage,,,,,,,,,
254,,,Investment,,Above,,Interest,,,Maturity,,Principal / Par,,,,,,of,,,Fair,,,,,,
255,,,Type,,Index  (1),,Rate  (2),,,Date,,Amount,,,Cost,,,Net Assets,,,Value,,,,,,
256,Focus Brands  Inc.*^,,Second lien,,L + 9.00,,,10.25,,,08/2018,,,11195,,,,11127,,,,1.4,,,,11195,
257,"Ignite Restaurant Group,  Inc (Joe's Crab Shack)^",,One stop,,L + 7.00,,,8.00,,,02/2019,,,4787,,,,4735,,,,0.6,,,,4787,
258,PetVet Care Centers LLC,,Senior loan,,L + 4.50,,,5.50,,,12/2020,,,1228,,,,1209,,,,0.2,,,,1228,
259,PetVet Care Centers LLC,,Senior loan,,L + 4.50,,,5.50,,,12/2019,,,205,,,,195,,,,-,,,,205,
260,PetVet Care Centers LLC^,,Senior loan,,L + 4.50,,,5.50,,,12/2020,,,5881,,,,5790,,,,0.7,,,,5881,
261,Vetcor Merger Sub LLC,,One stop,,L + 6.00,,,7.00,,,04/2021,,,973,,,,965,,,,0.1,,,,973,
262,Vetcor Merger Sub LLC  (4),,One stop,,L + 6.00,,,No Value,(5),,04/2021,,,-,,,,(5,,,,-,,,,-,
263,Vetcor Merger Sub LLC  (4),,One stop,,L + 6.00,,,No Value,(5),,04/2021,,,-,,,,(4,,,,-,,,,-,
264,Vetcor Merger Sub LLC*^,,One stop,,L + 6.00,,,7.00,,,04/2021,,,25119,,,,24674,,,,3.1,,,,25119,
265,"Veterinary Specialists  of North America, LLC  (4)",,One stop,,L + 5.00,,,No Value,(5),,11/2020,,,-,,,,(10,,,,-,,,,-,
266,"Veterinary Specialists  of North America, LLC  (4)",,One stop,,L + 5.00,,,No Value,(5),,11/2020,,,-,,,,(1,,,,-,,,,-,
267,"Veterinary  Specialists of North America, LLC*",,One stop,,L + 5.00,,,6.00,,,11/2020,,,2716,,,,2697,,,,0.3,,,,2716,
268,,,,,,,,,,,,,,54589,,,,53833,,,,6.7,,,,54564,
269,Printing  and Publishing,,,,,,,,,,,,,,,,,,,,,,,,,,
270,"Brandmuscle, Inc.  (4)",,Senior loan,,L + 4.75,,,No Value,(5),,12/2021,,,-,,,,(1,,,,-,,,,-,
271,"Brandmuscle, Inc.",,Senior loan,,L + 4.75,,,5.75,,,12/2021,,,4985,,,,4911,,,,0.6,,,,4935,
272,"Market Track, LLC*",,One stop,,L + 7.00,,,8.00,,,10/2019,,,2191,,,,2169,,,,0.3,,,,2191,
273,"Market Track, LLC  (4)",,One stop,,L + 7.00,,,No Value,(5),,10/2019,,,-,,,,(8,,,,-,,,,-,
274,"Market Track, LLC",,One stop,,L + 7.00,,,8.00,,,10/2019,,,2157,,,,2139,,,,0.3,,,,2157,
275,"Market Track, LLC",,One stop,,L + 7.00,,,8.00,,,10/2019,,,1330,,,,1307,,,,0.2,,,,1330,
276,"Market  Track, LLC*^",,One stop,,L + 7.00,,,8.00,,,10/2019,,,28902,,,,28590,,,,3.5,,,,28902,
277,,,,,,,,,,,,,,39565,,,,39107,,,,4.9,,,,39515,
278,Retail  Stores,,,,,,,,,,,,,,,,,,,,,,,,,,
279,"Benihana, Inc.",,One stop,,P + 4.75,,,8.25,,,07/2018,,,651,,,,610,,,,0.1,,,,608,
280,"Benihana, Inc.*^",,One stop,,L + 6.00,,,7.25,,,01/2019,,,15397,,,,15109,,,,1.8,,,,15089,
281,"CVS Holdings I, LP",,One stop,,L + 6.25,,,7.25,,,08/2021,,,1928,,,,1892,,,,0.2,,,,1928,
282,"CVS Holdings I, LP  (4)",,One stop,,L + 6.25,,,No Value,(5),,08/2020,,,-,,,,(4,,,,-,,,,-,
283,"CVS Holdings I, LP*^",,One stop,,L + 6.25,,,7.25,,,08/2021,,,20523,,,,20139,,,,2.5,,,,20523,
284,"Cycle Gear, Inc.",,One stop,,L + 6.00,,,7.00,,,01/2020,,,72,,,,58,,,,-,,,,72,
285,"Cycle Gear, Inc.",,One stop,,L + 6.00,,,7.00,,,01/2020,,,6470,,,,6353,,,,0.8,,,,6470,
286,"DTLR, Inc.*^",,One stop,,L + 6.50,,,7.50,,,10/2020,,,11481,,,,11371,,,,1.4,,,,11366,
287,"Elite Sportswear, L.P.  (4)",,Senior loan,,L + 5.00,,,No Value,(5),,03/2020,,,-,,,,(6,,,,-,,,,-,
288,"Elite Sportswear, L.P.",,Senior loan,,L + 5.00,,,6.00,,,03/2020,,,2842,,,,2794,,,,0.3,,,,2842,
289,"Express Oil Change, LLC*",,Senior loan,,L + 5.00,,,6.00,,,12/2017,,,496,,,,492,,,,0.1,,,,496,
290,"Marshall Retail Group,  LLC, The  (4)",,One stop,,L + 6.00,,,No Value,(5),,08/2020,,,-,,,,(9,,,,-,,,,(44,
291,"Marshall Retail Group,  LLC, The",,One stop,,L + 6.00,,,7.47,,,08/2019,,,585,,,,564,,,,0.1,,,,475,
292,"Marshall Retail Group,  LLC, The^",,One stop,,L + 6.00,,,7.00,,,08/2020,,,12300,,,,12180,,,,1.4,,,,11685,
293,"Paper Source, Inc.  (4)",,One stop,,L + 6.25,,,No Value,(5),,09/2018,,,-,,,,(7,,,,-,,,,-,
294,"Paper Source, Inc.*^",,One stop,,L + 6.25,,,7.25,,,09/2018,,,12856,,,,12784,,,,1.6,,,,12856,
295,RCPSI Corporation  (4),,One stop,,L + 5.75,,,No Value,(5),,04/2020,,,-,,,,(3,,,,-,,,,-,
296,RCPSI Corporation*^,,One stop,,L + 5.75,,,6.75,,,04/2021,,,22344,,,,21949,,,,2.7,,,,22344,
297,"Restaurant Holding Company,  LLC",,Senior loan,,L + 7.75,,,8.75,,,02/2019,,,4831,,,,4799,,,,0.6,,,,4589,
298,"Rubio's Restaurants, Inc*",,Senior loan,,L + 4.75,,,6.00,,,11/2018,,,3974,,,,3974,,,,0.5,,,,3974,
299,"Sneaker Villa, Inc.*^",,One stop,,L + 7.75,,,8.75,,,12/2020,,,12530,,,,12405,,,,1.5,,,,12405,
300,Specialty Commerce Corp.  (4),,One stop,,L + 6.00,,,No Value,(5),,07/2017,,,-,,,,(3,,,,-,,,,-,
301,Specialty  Commerce Corp.,,One stop,,L + 6.00,,,7.50,,,07/2017,,,4073,,,,4056,,,,0.5,,,,4073,
302,,,,,,,,,,,,,,133353,,,,131497,,,,16.1,,,,131751,
303,Telecommunications,,,,,,,,,,,,,,,,,,,,,,,,,,
304,"Arise Virtual Solutions,  Inc.  (4)",,One stop,,L + 6.00,,,No Value,(5),,12/2018,,,-,,,,(1,,,,-,,,,(6,
305,"Arise Virtual Solutions,  Inc.^",,One stop,,L + 6.00,,,7.25,,,12/2018,,,1490,,,,1485,,,,0.2,,,,1431,
306,Hosting.com Inc.,,Senior loan,,P + 3.25,,,6.75,,,12/2017,,,37,,,,37,,,,-,,,,37,
307,Hosting.com  Inc.*,,Senior loan,,L + 4.50,,,5.75,,,12/2017,,,773,,,,767,,,,0.1,,,,773,
308,,,,,,,,,,,,,,2300,,,,2288,,,,0.3,,,,2235,
309,Textile  and Leather,,,,,,,,,,,,,,,,,,,,,,,,,,
310,"5.11, Inc.*^",,Senior loan,,L + 5.00,,,6.00,,,02/2020,,,988,,,,985,,,,0.1,,,,988,
311,SHO Holding I Corporation,,Senior loan,,L + 4.00,,,5.00,,,10/2021,,,6,,,,5,,,,-,,,,6,
312,SHO Holding I Corporation*,,Senior loan,,L + 4.00,,,5.00,,,10/2022,,,2078,,,,2058,,,,0.3,,,,2063,
313,"Southern Tide, LLC  (4)",,One stop,,L + 6.75,,,No Value,(5),,06/2019,,,-,,,,(6,,,,-,,,,-,
314,"Southern  Tide, LLC^",,One stop,,L + 6.75,,,7.75,,,06/2019,,,4044,,,,4016,,,,0.5,,,,4044,
315,,,,,,,,,,,,,,7116,,,,7058,,,,0.9,,,,7101,
316,Utilities,,,,,,,,,,,,,,,,,,,,,,,,,,
317,"PowerPlan Consultants,  Inc.  (4)",,Senior loan,,L + 5.25,,,No Value,(5),,02/2021,,,-,,,,(7,,,,-,,,,-,
318,"PowerPlan Consultants,  Inc.",,Senior loan,,L + 5.25,,,6.25,,,02/2022,,,4885,,,,4821,,,,0.6,,,,4885,
319,,,,,Spread,,,,,,,,,,,,,Percentage,,,,,,,,,
320,,,Investment,,Above,,Interest,,,Maturity,,Principal / Par,,,,,,of,,,Fair,,,,,,
321,,,Type,,Index  (1),,Rate  (2),,,Date,,Amount,,,Cost,,,Net Assets,,,Value,,,,,,
322,,,,,,,,,,,,,,4885,,,,4814,,,,0.6,,,,4885,
323,Total  debt investments United States,,,,,,,,,,,,,1455565,,,,1437869,,,,175.9,,,,1436111,
324,Total  debt investments,,,,,,,,,,,,,1457218,,,,1439505,,,,176.1,,,,1437747,
325,Fair Value as a percentage  of Principal Amount,,,,,,,,,,,,,,,,,,,,,,,,,98.7,
326,,,,,Spread,,,,,,,,,,,,Percentage,,,,,,,,,,
327,,,Investment,,Above,,Interest,,Maturity,,Shares /,,,,,,of,,,Fair,,,,,,,
328,,,Type,,Index  (1),,Rate  (2),,Date,,Contracts,,,Cost,,,Net Assets,,,Value,,,,,,,
329,Equity  Investments  (9)(10),,,,,,,,,,,,,,,,,,,,,,,,,,
330,Aerospace  and Defense,,,,,,,,,,,,,,,,,,,,,,,,,,
331,NTS Technical  Systems,,Common stock,,No Value,,No Value,,No Value,,,2,,,,1506,,,,0.2,,,,1813,,,
332,"Tresys Technology Holdings,  Inc.",,Common stock,,No Value,,No Value,,No Value,,,295,,,,295,,,,-,,,,-,,,
333,Whitcraft LLC,,Preferred stock B,,No Value,,No Value,,No Value,,,1,,,,670,,,,0.1,,,,1100,,,
334,Whitcraft  LLC,,Warrant,,No Value,,No Value,,No Value,,,-,,,,-,,,,0.1,,,,214,,,
335,,,,,,,,,,,,,,,,2471,,,,0.4,,,,3127,,,
336,Automobile,,,,,,,,,,,,,,,,,,,,,,,,,,
337,"K&N Engineering, Inc.",,Preferred stock A,,No Value,,No Value,,No Value,,,-,,,,-,,,,-,,,,5,,,
338,"K&N Engineering, Inc.",,Preferred stock B,,No Value,,No Value,,No Value,,,-,,,,-,,,,-,,,,5,,,
339,"K&N  Engineering, Inc.",,Common stock,,No Value,,No Value,,No Value,,,-,,,,-,,,,-,,,,38,,,
340,,,,,,,,,,,,,,,,-,,,,-,,,,48,,,
341,"Beverage,  Food and Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,
342,"Atkins Nutritionals, Inc.",,LLC interest,,No Value,,No Value,,No Value,,,57,,,,746,,,,0.4,,,,2982,,,
343,"C. J. Foods, Inc.",,Preferred stock,,No Value,,No Value,,No Value,,,-,,,,157,,,,-,,,,175,,,
344,"First Watch Restaurants,  Inc.",,Common stock,,No Value,,No Value,,No Value,,,9,,,,964,,,,0.2,,,,1479,,,
345,"Hopdoddy Holdings, LLC",,LLC interest,,No Value,,No Value,,No Value,,,130,,,,130,,,,-,,,,130,,,
346,Julio & Sons Company,,LLC interest,,No Value,,No Value,,No Value,,,521,,,,521,,,,0.1,,,,695,,,
347,"Northern Brewer, LLC",,LLC interest,,No Value,,No Value,,No Value,,,438,,,,362,,,,-,,,,62,,,
348,"Richelieu Foods, Inc.",,LP interest,,No Value,,No Value,,No Value,,,220,,,,220,,,,-,,,,274,,,
349,"Tate's Bake Shop, Inc.",,LP interest,,No Value,,No Value,,No Value,,,462,,,,428,,,,0.1,,,,475,,,
350,Uinta Brewing Company,,LP interest,,No Value,,No Value,,No Value,,,462,,,,462,,,,-,,,,149,,,
351,United  Craft Brews LLC,,LP interest,,No Value,,No Value,,No Value,,,1,,,,657,,,,0.1,,,,584,,,
352,,,,,,,,,,,,,,,,4647,,,,0.9,,,,7005,,,
353,Buildings  and Real Estate,,,,,,,,,,,,,,,,,,,,,,,,,,
354,"Brooks  Equipment Company, LLC",,Common stock,,No Value,,No Value,,No Value,,,10,,,,1020,,,,0.1,,,,993,,,
355,"Chemicals,  Plastics and Rubber",,,,,,,,,,,,,,,,,,,,,,,,,,
356,"Flexan, LLC",,Preferred stock,,No Value,,No Value,,No Value,,,-,,,,73,,,,-,,,,77,,,
357,"Flexan,  LLC",,Common stock,,No Value,,No Value,,No Value,,,1,,,,-,,,,-,,,,31,,,
358,,,,,,,,,,,,,,,,73,,,,-,,,,108,,,
359,"Containers,  Packaging and Glass",,,,,,,,,,,,,,,,,,,,,,,,,,
360,"Packaging Coordinators,  Inc.  (3)",,Common stock,,No Value,,No Value,,No Value,,,25,,,,2065,,,,0.4,,,,3185,,,
361,"Packaging  Coordinators, Inc.",,Common stock,,No Value,,No Value,,No Value,,,48,,,,1563,,,,0.4,,,,3464,,,
362,,,,,,,,,,,,,,,,3628,,,,0.8,,,,6649,,,
363,Diversified  Conglomerate Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,
364,"Chase Industries, Inc.",,LLC units,,No Value,,No Value,,No Value,,,1,,,,1186,,,,0.2,,,,1467,,,
365,ICCN Acquisition Corp.,,Preferred stock,,No Value,,No Value,,No Value,,,-,,,,370,,,,0.1,,,,419,,,
366,ICCN Acquisition Corp.,,Common stock,,No Value,,No Value,,No Value,,,-,,,,-,,,,-,,,,-,,,
367,"Sunless  Merger Sub, Inc.",,LP interest,,No Value,,No Value,,No Value,,,-,,,,160,,,,-,,,,-,,,
368,,,,,,,,,,,,,,,,1716,,,,0.3,,,,1886,,,
369,Diversified  Conglomerate Service,,,,,,,,,,,,,,,,,,,,,,,,,,
370,"Actiance, Inc.",,Warrant,,No Value,,No Value,,No Value,,,344,,,,82,,,,-,,,,83,,,
371,Agility Recovery Solutions  Inc.,,Preferred stock,,No Value,,No Value,,No Value,,,67,,,,430,,,,0.1,,,,499,,,
372,"Daxko, LLC",,LLC units,,No Value,,No Value,,No Value,,,219,,,,219,,,,0.1,,,,425,,,
373,DISA Holdings Acquisition  Subsidiary Corp.,,Common stock,,No Value,,No Value,,No Value,,,-,,,,154,,,,-,,,,63,,,
374,"HealthcareSource HR, Inc.",,LLC interest,,No Value,,No Value,,No Value,,,-,,,,348,,,,-,,,,374,,,
375,"Host Analytics, Inc.",,Warrant,,No Value,,No Value,,No Value,,,180,,,,-,,,,-,,,,105,,,
376,"Marathon Data Operating  Co., LLC",,LLC units,,No Value,,No Value,,No Value,,,1,,,,264,,,,-,,,,57,,,
377,"Marathon Data Operating  Co., LLC",,LLC units,,No Value,,No Value,,No Value,,,1,,,,264,,,,0.1,,,,680,,,
378,"Secure-24, LLC",,LLC units,,No Value,,No Value,,No Value,,,263,,,,263,,,,-,,,,376,,,
379,"Steelwedge Software, Inc.",,Warrant,,No Value,,No Value,,No Value,,,36575,,,,76,,,,-,,,,77,,,
380,,,,,Spread,,,,,,,,,,,,Percentage,,,,,,,,,,
381,,,Investment,,Above,,Interest,,Maturity,,Shares /,,,,,,of,,,Fair,,,,,,,
382,,,Type,,Index  (1),,Rate  (2),,Date,,Contracts,,,Cost,,,Net Assets,,,Value,,,,,,,
383,"TA MHI Buyer,  Inc.",,Preferred stock,,No Value,,No Value,,No Value,,,-,,,,202,,,,-,,,,202,,,
384,"Vendavo, Inc.",,Preferred stock A,,No Value,,No Value,,No Value,,,827,,,,827,,,,0.2,,,,1229,,,
385,"Vitalyst, LLC",,Common stock,,No Value,,No Value,,No Value,,,1,,,,7,,,,-,,,,-,,,
386,"Vitalyst,  LLC",,Preferred stock A,,No Value,,No Value,,No Value,,,-,,,,61,,,,-,,,,57,,,
387,,,,,,,,,,,,,,,,3197,,,,0.5,,,,4227,,,
388,Electronics,,,,,,,,,,,,,,,,,,,,,,,,,,
389,"ECI Acquisition Holdings,  Inc.",,Common stock,,No Value,,No Value,,No Value,,,9,,,,872,,,,0.1,,,,1034,,,
390,"Gamma Technologies, LLC",,LLC units,,No Value,,No Value,,No Value,,,1,,,,134,,,,-,,,,169,,,
391,"SEI, Inc.",,LLC units,,No Value,,No Value,,No Value,,,340,,,,340,,,,0.1,,,,340,,,
392,"Sloan Company, Inc., The",,LLC units,,No Value,,No Value,,No Value,,,1,,,,14,,,,-,,,,-,,,
393,"Sloan Company, Inc., The",,LLC units,,No Value,,No Value,,No Value,,,-,,,,122,,,,-,,,,-,,,
394,Sparta Holding Corporation,,Common stock,,No Value,,No Value,,No Value,,,1,,,,567,,,,0.1,,,,643,,,
395,Sparta Holding Corporation,,Common stock,,No Value,,No Value,,No Value,,,235,,,,6,,,,-,,,,152,,,
396,Syncsort  Incorporated,,Preferred stock,,No Value,,No Value,,No Value,,,90,,,,225,,,,-,,,,225,,,
397,,,,,,,,,,,,,,,,2280,,,,0.3,,,,2563,,,
398,Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,
399,"MyWebGrocer,  Inc.",,LLC units,,No Value,,No Value,,No Value,,,1418,,,,1446,,,,0.2,,,,1368,,,
400,"Healthcare,  Education and Childcare",,,,,,,,,,,,,,,,,,,,,,,,,,
401,"Active Day, Inc.",,LLC interest,,No Value,,No Value,,No Value,,,1,,,,614,,,,0.1,,,,614,,,
402,"Advanced Pain Management  Holdings, Inc.",,Common stock,,No Value,,No Value,,No Value,,,67,,,,67,,,,-,,,,-,,,
403,"Advanced Pain Management  Holdings, Inc.",,Preferred stock,,No Value,,No Value,,No Value,,,8,,,,829,,,,0.1,,,,752,,,
404,"Advanced Pain Management  Holdings, Inc.",,Preferred stock,,No Value,,No Value,,No Value,,,1,,,,64,,,,-,,,,195,,,
405,"Avatar International,  LLC",,LP interest,,No Value,,No Value,,No Value,,,1,,,,741,,,,-,,,,-,,,
406,"California Cryobank, LLC",,LLC units,,No Value,,No Value,,No Value,,,-,,,,28,,,,-,,,,31,,,
407,"California Cryobank, LLC",,LLC units,,No Value,,No Value,,No Value,,,-,,,,-,,,,-,,,,8,,,
408,Certara L.P.,,LP interest,,No Value,,No Value,,No Value,,,-,,,,635,,,,0.1,,,,1097,,,
409,"DCA Investment Holding,  LLC",,LLC units,,No Value,,No Value,,No Value,,,65,,,,6,,,,-,,,,6,,,
410,"DCA Investment Holding,  LLC",,LLC units,,No Value,,No Value,,No Value,,,6386,,,,639,,,,0.1,,,,639,,,
411,Deca Dental Management  LLC,,LLC units,,No Value,,No Value,,No Value,,,357,,,,357,,,,-,,,,357,,,
412,Dental Holdings Corporation,,LLC units,,No Value,,No Value,,No Value,,,775,,,,775,,,,0.1,,,,914,,,
413,"Encore GC Acquisition,  LLC",,LLC units,,No Value,,No Value,,No Value,,,14,,,,141,,,,-,,,,137,,,
414,"Encore GC Acquisition,  LLC",,LLC units,,No Value,,No Value,,No Value,,,14,,,,-,,,,-,,,,-,,,
415,"G & H Wire Company,  Inc",,LP interest,,No Value,,No Value,,No Value,,,102,,,,102,,,,-,,,,124,,,
416,"Global Healthcare Exchange,  LLC",,Common stock,,No Value,,No Value,,No Value,,,-,,,,5,,,,-,,,,170,,,
417,"Global Healthcare Exchange,  LLC",,Common stock,,No Value,,No Value,,No Value,,,-,,,,481,,,,0.1,,,,559,,,
418,"IntegraMed America, Inc.",,LLC interest,,No Value,,No Value,,No Value,,,-,,,,417,,,,0.1,,,,557,,,
419,"IntegraMed America, Inc.",,LLC interest,,No Value,,No Value,,No Value,,,-,,,,458,,,,-,,,,27,,,
420,"Katena Holdings, Inc.",,LLC units,,No Value,,No Value,,No Value,,,-,,,,387,,,,0.1,,,,387,,,
421,"Northwestern Management  Services, LLC",,LLC units,,No Value,,No Value,,No Value,,,3,,,,3,,,,-,,,,291,,,
422,"Northwestern Management  Services, LLC",,LLC units,,No Value,,No Value,,No Value,,,-,,,,249,,,,-,,,,315,,,
423,"Pentec Acquisition Sub,  Inc.",,Preferred stock,,No Value,,No Value,,No Value,,,1,,,,116,,,,-,,,,236,,,
424,"Radiology Partners, Inc.",,LLC units,,No Value,,No Value,,No Value,,,43,,,,85,,,,-,,,,114,,,
425,"Reliant Pro ReHab, LLC",,Preferred stock A,,No Value,,No Value,,No Value,,,2,,,,183,,,,0.1,,,,1141,,,
426,RXH Buyer Corporation,,LP interest,,No Value,,No Value,,No Value,,,7,,,,683,,,,0.1,,,,683,,,
427,Southern Anesthesia and  Surgical,,LLC units,,No Value,,No Value,,No Value,,,487,,,,487,,,,0.1,,,,715,,,
428,"Spear Education, LLC",,LLC units,,No Value,,No Value,,No Value,,,1,,,,1,,,,-,,,,12,,,
429,"Spear Education, LLC",,LLC units,,No Value,,No Value,,No Value,,,-,,,,86,,,,-,,,,96,,,
430,"Surgical Information Systems,  LLC",,Common stock,,No Value,,No Value,,No Value,,,4,,,,414,,,,0.1,,,,497,,,
431,"U.S. Renal Care, Inc.",,LP interest,,No Value,,No Value,,No Value,,,1,,,,2665,,,,0.5,,,,3721,,,
432,"Young  Innovations, Inc.",,LLC units,,No Value,,No Value,,No Value,,,-,,,,236,,,,0.1,,,,570,,,
433,,,,,,,,,,,,,,,,11954,,,,1.8,,,,14965,,,
434,"Home  and Office Furnishings, Housewares, and Durable Consumer",,,,,,,,,,,,,,,,,,,,,,,,,,
435,,,,,Spread,,,,,,,,,,,,Percentage,,,,,,,,,,
436,,,Investment,,Above,,Interest,,Maturity,,Shares /,,,,,,of,,,Fair,,,,,,,
437,,,Type,,Index  (1),,Rate  (2),,Date,,Contracts,,,Cost,,,Net Assets,,,Value,,,,,,,
438,"Top  Knobs USA, Inc.",,Common stock,,No Value,,No Value,,No Value,,,3,,,,27,,,,-,,,,254,,,
439,Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,
440,"Captive Resources Midco,  LLC",,LLC units,,No Value,,No Value,,No Value,,,1,,,,-,,,,-,,,,142,,,
441,"Internet Pipeline, Inc.",,Common stock,,No Value,,No Value,,No Value,,,43,,,,1,,,,-,,,,1,,,
442,"Internet  Pipeline, Inc.",,Preferred stock,,No Value,,No Value,,No Value,,,-,,,,98,,,,-,,,,98,,,
443,,,,,,,,,,,,,,,,99,,,,-,,,,241,,,
444,Investment  Funds and Vehicles,,,,,,,,,,,,,,,,,,,,,,,,,,
445,Senior  Loan Fund LLC  (3)(8),,LLC interest,,No Value,,No Value,,No Value,,,32560,,,,32560,,,,3.6,,,,29199,,,
446,"Leisure,  Amusement, Motion Pictures and Entertainment",,,,,,,,,,,,,,,,,,,,,,,,,,
447,"Competitor Group, Inc.",,LLC interest,,No Value,,No Value,,No Value,,,1,,,,714,,,,-,,,,-,,,
448,"LMP TR Holdings, LLC",,LLC units,,No Value,,No Value,,No Value,,,712,,,,712,,,,-,,,,156,,,
449,"Titan  Fitness, LLC",,LLC units,,No Value,,No Value,,No Value,,,6,,,,583,,,,0.1,,,,845,,,
450,,,,,,,,,,,,,,,,2009,,,,0.1,,,,1001,,,
451,Personal  and Non-Durable Consumer Products,,,,,,,,,,,,,,,,,,,,,,,,,,
