,0,1,2,3,4,5,6,7,8,9,10,11,12,13
194,"The Center for Orthopedic and Research Excellence, Inc. (dba HOPCo)",Health Care Providers & Services,L + 5.75%,1.00%,08/15/25,4565,(111,),(68,),(2) (3) (4),,,
195,"Thrasio, LLC",Internet & Direct Marketing Retail,8.00%,L + 7.00%,1.00%,12/18/26,15055,14704,15055,(2) (3),,,,
196,"Thrasio, LLC",Internet & Direct Marketing Retail,8.00%,L + 7.00%,1.00%,12/18/26,9990,2875,3027,(2) (3) (4),,,,
197,Tronair Parent Inc.,Air Freight & Logistics,7.25%,L + 6.25% (incl. 0.50% PIK),1.00%,09/08/23,6369,6313,5637,,,,,
198,"US Med Acquisition, Inc.",Health Care Equipment & Supplies,8.50%,L + 7.50%,1.00%,02/14/23,28463,28320,28463,(3),,,,
199,USN Opco LLC (dba Global Nephrology Solutions),Health Care Providers & Services,6.50%,L + 5.50%,1.00%,12/21/26,21983,21575,21763,(2) (3),,,,
200,USN Opco LLC (dba Global Nephrology Solutions),Health Care Providers & Services,L + 5.50%,1.00%,12/21/26,3023,(55,),(30,),(2) (3) (4),,,
201,USN Opco LLC (dba Global Nephrology Solutions),Health Care Providers & Services,L + 5.50%,1.00%,12/21/26,7600,(70,),(76,),(2) (3) (4),,,
202,"Viant Medical Holdings, Inc.",Health Care Equipment & Supplies,7.25%,L + 6.25%,1.00%,07/02/25,31624,29861,31466,(2),,,,
203,"WebPT, Inc.",Health Care Technology,7.75%,L + 6.75%,1.00%,08/28/24,25126,23885,24623,(2) (3),,,,
204,"WebPT, Inc.",Health Care Technology,7.75%,L + 6.75%,1.00%,08/28/24,2617,720,733,(2) (3) (4),,,,
205,Investment *#,Industry,Interest  Rate (+),Reference Rate  and Spread (+),Floor  (+),Maturity,Par/Shares  (++),Cost,Fair  Value,Footnotes,,,,
206,"WebPT, Inc.",Health Care Technology,L + 6.75%,1.00%,08/28/24,$,3141,$,(69,),$,(63,),(2) (3) (4)
207,"Wellness AcquisitionCo, Inc. (dba SPINS)",IT Services,6.50%,L + 5.50%,1.00%,01/20/27,20100,19723,19698,(2) (3),,,,
208,"Wellness AcquisitionCo, Inc. (dba SPINS)",IT Services,L + 5.50%,1.00%,01/20/27,2600,(48,),(52,),(2) (3) (4),,,
209,"Wine.com, LLC",Beverages,8.00%,L + 7.00%,1.00%,11/14/24,15400,14921,15400,(2) (3),,,,
210,"Wine.com, LLC",Beverages,8.00%,L + 7.00%,1.00%,11/14/24,3700,3632,3700,(2) (3),,,,
211,"WorkForce Software, LLC",Software,7.50%,L + 6.50% (incl. 1.00% PIK),1.00%,07/31/25,21740,20789,21414,(2) (3),,,,
212,"WorkForce Software, LLC",Software,L + 6.50%,1.00%,07/31/25,1894,(35,),(28,),(2) (3) (4),,,
213,Xactly Corporation,IT Services,8.25%,L + 7.25%,1.00%,07/31/23,62025,60129,61715,(2) (3),,,,
214,Xactly Corporation,IT Services,L + 7.25%,1.00%,07/31/23,3874,(50,),(19,),(2) (3) (4),,,
215,"Zarya Intermediate, LLC (dba iOFFICE)",Real Estate Mgmt. & Development,L + 6.50%,1.00%,07/01/27,35480,—,—,(2) (4),,,,,
216,"Zarya Intermediate, LLC (dba iOFFICE)",Real Estate Mgmt. & Development,L + 6.50%,1.00%,07/01/27,3885,—,—,(2) (4),,,,,
217,"Zarya Intermediate, LLC (dba iOFFICE)",Real Estate Mgmt. & Development,L + 6.50%,1.00%,07/01/27,2872,—,—,(2) (4),,,,,
218,"Zarya Intermediate, LLC (dba iOFFICE)",Real Estate Mgmt. & Development,L + 6.50%,1.00%,07/01/27,27870,(557,),(557,),(2) (4),,,
219,"Zodiac Intermediate, LLC (dba Zipari)",Health Care Technology,8.50%,L + 7.50%,1.00%,12/21/26,50230,48985,48974,(2) (3),,,,
220,"Zodiac Intermediate, LLC (dba Zipari)",Health Care Technology,L + 7.50%,1.00%,12/22/25,7500,(179,),(188,),(2) (3) (4),,,
221,Total 1st Lien/Senior Secured Debt,2491131,2528609,,,,,,,,,,,
222,1st Lien/Last-Out Unitranche (7) - 8.40%,,,,,,,,,,,,,
223,"Doxim, Inc.",Diversified Financial Services,7.00%,L + 6.00%,1.00%,02/28/24,$,38967,$,37155,$,38285,(2) (3),
224,"Doxim, Inc.",Diversified Financial Services,7.00%,L + 6.00%,1.00%,02/28/24,22863,21528,22463,(2) (3),,,,
225,"Doxim, Inc.",Diversified Financial Services,8.00%,L + 7.00%,1.00%,02/28/24,6768,6614,6616,(2) (3),,,,
226,"Doxim, Inc.",Diversified Financial Services,9.00%,L + 8.00%,1.00%,02/28/24,5255,5127,5255,(2) (3),,,,
227,"Doxim, Inc.",Diversified Financial Services,9.00%,L + 8.00%,1.00%,02/28/24,3938,3854,3938,(2) (3),,,,
228,"Smarsh, Inc.",Interactive Media & Services,9.25%,L + 8.25%,1.00%,11/20/25,60886,58156,60429,(2) (3),,,,
229,Total 1st Lien/Last-Out Unitranche,132434,136986,,,,,,,,,,,
230,2nd Lien/Senior Secured Debt - 23.98%,,,,,,,,,,,,,
231,"Animal Supply Intermediate, LLC",Distributors,7.00%,7.00% PIK,11/14/25,$,8773,$,8279,$,7194,^ (3),,
232,"Bolttech Mannings, Inc.",Commercial Services & Supplies,8.13%,L + 8.00% PIK,11/20/22,16499,16363,16004,^^ (3),,,,,
233,"Chase Industries, Inc. (dba Senneca Holdings)",Building Products,10.00%,10.00% PIK,11/11/25,12150,9714,9234,(2) (3),,,,,
234,"Chase Industries, Inc. (dba Senneca Holdings)",Building Products,11.00% PIK,05/11/26,12150,—,—,(2) (3) (8),,,,,,
235,Genesis Acquisition Co. (dba ProCare Software),Diversified Financial Services,7.69%,L + 7.50%,07/31/25,17000,15656,16108,(2) (3),,,,,
236,Genesis Acquisition Co. (dba ProCare Software),Diversified Financial Services,7.62%,L + 7.50%,07/31/25,4939,4767,4680,(2) (3),,,,,
237,Genesis Acquisition Co. (dba ProCare Software),Diversified Financial Services,7.69%,L + 7.50%,07/31/25,4300,3961,4074,(2) (3),,,,,
238,IHS Intermediate Inc. (dba Interactive Health Solutions),Health Care Providers & Services,L + 8.25%,1.00%,07/20/22,10000,9902,—,(3) (8),,,,,
239,"Intelligent Medical Objects, Inc.",Health Care Technology,9.50%,L + 8.50%,1.00%,12/22/24,21900,20471,21571,(2) (3),,,,
240,"Market Track, LLC",Media,10.00%,P + 6.75%,06/05/25,42200,40192,42200,(2) (3),,,,,
241,"MPI Engineered Technologies, LLC",Auto Components,12.00%,12.00% PIK,07/15/25,14428,14428,13274,(3),,,,,
242,MPI Products LLC,Auto Components,07/15/25,7412,—,—,(3) (6),,,,,,,
243,"National Spine and Pain Centers, LLC",Health Care Providers & Services,9.25%,L + 8.25%,1.00%,12/02/24,36500,34843,35405,(2) (3),,,,
244,Odyssey Logistics & Technology Corporation,Road & Rail,9.00%,L + 8.00%,1.00%,10/12/25,45348,39940,42259,(2),,,,
245,"SMB Shipping Logistics, LLC (dba Worldwide Express)",Air Freight & Logistics,9.00%,L + 8.00%,1.00%,02/03/25,66667,63889,66667,(2) (3),,,,
246,Software Luxembourg Acquisition S.À R.L. (dba Skillsoft),IT Services,8.50%,L + 7.50%,1.00%,04/27/25,1200,1200,1200,,,,,
247,"Spectrum Plastics Group, Inc.",Containers & Packaging,8.00%,L + 7.00%,1.00%,01/31/26,12525,11276,11382,(2),,,,
248,"USRP Holdings, Inc. (dba U.S. Retirement Partners)",Insurance,9.75%,L + 8.75%,1.00%,09/29/25,9700,8822,9506,(2) (3),,,,
249,"USRP Holdings, Inc. (dba U.S. Retirement Partners)",Insurance,9.75%,L + 8.75%,1.00%,09/29/25,1584,1441,1552,(2) (3),,,,
250,"YI, LLC (dba Young Innovations)",Health Care Equipment & Supplies,8.75%,L + 7.75%,1.00%,11/07/25,36844,33770,35738,(2) (3),,,,
251,Zep Inc.,Chemicals,9.25%,L + 8.25%,1.00%,08/11/25,54300,47858,53146,(2),,,,
252,Total 2nd Lien/Senior Secured Debt,386772,391194,,,,,,,,,,,
253,Unsecured Debt - 0.03%,,,,,,,,,,,,,
254,Conergy Asia & ME Pte. LTD.,Construction & Engineering,06/30/22,$,1266,$,1055,$,518,^ (1) (3) (6),,,,
255,Total Unsecured Debt,1055,518,,,,,,,,,,,
256,Investment *#,Industry,Interest  Rate,Initial  Acquisition  Date  (9),Par/Shares  (++),Cost,Fair  Value,Footnotes,,,,,,
257,Preferred Stock - 3.35%,,,,,,,,,,,,,
258,"Broadway Parent, LLC",Diversified Financial Services,01/25/21,4000000,$,4019,$,4240,(2) (3) (6),,,,,
259,"CB-HDT Holdings, Inc. (dba Hunter Defense Technologies)",Aerospace & Defense,07/01/16,1108333,10186,33877,^ (3) (6),,,,,,,
260,"Conergy Asia Holdings, Ltd.",Construction & Engineering,08/23/17,600000,600,—,^ (1) (3) (6),,,,,,,
261,Exostar LLC - Class A,Aerospace & Defense,07/06/20,20,20,22,(2) (3) (6),,,,,,,
262,Foundation Software,Construction & Engineering,08/31/20,22,21,24,(2) (3) (6),,,,,,,
263,Kawa Solar Holdings Limited,Construction & Engineering,8.00% PIK,10/25/16,71272,778,—,^ (1) (3) (8),,,,,,
264,"MedeAnalytics, Inc.",Health Care Technology,10/09/20,42600,41,47,(2) (3) (6),,,,,,,
265,"Wine.com, LLC",Beverages,03/03/21,124040,3067,3154,(2) (3) (6),,,,,,,
266,"Wine.com, LLC",Beverages,11/14/18,535226,8225,13234,(2) (3) (6),,,,,,,
267,Total Preferred Stock,26957,54598,,,,,,,,,,,
268,Common Stock - 2.71%,,,,,,,,,,,,,
269,"Abacus Data Holdings, Inc. (dba Clutch Intermediate Holdings)",Software,03/10/21,25400,$,2540,$,2591,(2) (3) (6),,,,,
270,"Animal Supply Holdings, LLC",Distributors,08/14/20,37500,126,—,^ (3) (6),,,,,,,
271,"Animal Supply Holdings, LLC",Distributors,08/14/20,83333,13745,1797,^ (3) (6),,,,,,,
272,"Bolttech Mannings, Inc.",Commercial Services & Supplies,12/22/17,309142,14885,4479,^^ (3) (6),,,,,,,
273,"CB-HDT Holdings, Inc. (dba Hunter Defense Technologies)",Aerospace & Defense,07/01/16,453383,2393,13858,^ (3) (6),,,,,,,
274,"Collaborative Imaging Holdco, LLC (dba Texas Radiology Associates) - Class B",Health Care Providers & Services,03/30/18,20183,2916,3913,^^^ (2) (3),,,,,,,
275,"Collaborative Imaging Holdco, LLC (dba Texas Radiology Associates) - Performance Units",Health Care Providers & Services,03/30/18,19048,514,1294,^^^ (1) (2) (3) (6),,,,,,,
276,"Conergy Asia Holdings, Ltd.",Construction & Engineering,07/31/17,2000,4700,—,^ (1) (3) (6),,,,,,,
277,Country Fresh Holding Company Inc.,Food Products,04/29/19,1514,888,—,(2) (3) (6),,,,,,,
278,"Elah Holdings, Inc.",Capital Markets,05/09/18,111650,5238,5396,^ (2) (3) (6),,,,,,,
279,Exostar LLC - Class B,Aerospace & Defense,07/06/20,31407,—,24,(2) (3) (6),,,,,,,
280,Foundation Software - Class B,Construction & Engineering,08/31/20,11826,—,7,(2) (3) (6),,,,,,,
281,"Iracore International Holdings, Inc.",Energy Equipment & Services,04/13/17,28898,7003,7595,^ (3) (6),,,,,,,
282,Jill Acquisition LLC (dba J. Jill),Specialty Retail,09/30/20,18869,56,372,(6),,,,,,,
283,Kawa Solar Holdings Limited,Construction & Engineering,08/17/16,1399556,—,—,^ (1) (3) (6),,,,,,,
284,"National Spine and Pain Centers, LLC",Health Care Providers & Services,06/02/17,1100,883,683,(2) (3) (6),,,,,,,
285,"Prairie Provident Resources, Inc.","Oil, Gas & Consumable Fuels",3579988,9237,217,(1) (6),,,,,,,,
286,"Yasso, Inc.",Food Products,03/23/17,1640,1368,1938,(2) (3) (6),,,,,,,
287,Total Common Stock,66492,44164,,,,,,,,,,,
288,Warrants - 0.02%,,,,,,,,,,,,,
289,"Animal Supply Holdings, LLC",Distributors,08/14/20,1,$,756,$,395,^ (3) (6) (10),,,,,
290,KDOR Holdings Inc. (dba Senneca Holdings),Building Products,06/22/20,30,—,—,(2) (3) (6),,,,,,,
291,KDOR Holdings Inc. (dba Senneca Holdings),Building Products,05/29/20,1406,—,—,(2) (3) (6),,,,,,,
292,KDOR Holdings Inc. (dba Senneca Holdings),Building Products,05/29/20,147,—,—,(2) (3) (6),,,,,,,
293,Total Warrants,756,395,,,,,,,,,,,
294,Total Investments - 193.47%,$,3105597,$,3156464,,,,,,,,,
295,*,Assets are pledged as collateral for the Revolving Credit Facility. See Note 6 “Debt”.,,,,,,,,,,,,
296,(+),"Represents the actual interest rate for partially or fully funded debt in effect as of the reporting date. Variable rate loans bear interest at a rate that may be determined by the larger of the floor or the reference to either LIBOR (""L"") or alternate base rate (commonly based on the U.S. Prime Rate (""P""), unless otherwise noted) at the borrower’s option, which reset periodically based on the terms of the credit agreement. L loans are typically indexed to 12 month, 6 month, 3 month, 2 month, 1 month or 1 week L rates. As of June 30, 2021, rates for the 12 month, 6 month, 3 month, 2 month, 1 month and 1 week L are 0.25%, 0.16%, 0.15%, 0.13%, 0.10% and 0.09%. As of June 30, 2021, P was 3.25%, and Canadian Prime rate (""CDN P"") was 2.45%. For investments with multiple reference rates or alternate base rates, the interest rate shown is the weighted average interest rate in effect at June 30, 2021.",,,,,,,,,,,,
297,(++),"Par amount is presented for debt investments, while the number of shares or units owned is presented for equity investments. Par amount is denominated in U.S. Dollars (""$"") unless otherwise noted, Euro (""€"") or Canadian dollar (""CAD"").",,,,,,,,,,,,
298,#,Percentages are based on net assets.,,,,,,,,,,,,
299,^,"As defined in the Investment Company Act of 1940, as amended (the “Investment Company Act”), the investment is deemed to be an “affiliated person” of the Company because the Company owns, either directly or indirectly, 5% or more of the portfolio company’s outstanding voting securities. See Note 3 “Significant Agreements and Related Party Transactions”.",,,,,,,,,,,,
300,^^,"As defined in the Investment Company Act, the investment is deemed to be a “controlled affiliated person” of the Company because the Company owns, either directly or indirectly, 25% or more of the portfolio company’s outstanding voting securities or has the power to exercise control over management or policies of such portfolio company. See Note 3 “Significant Agreements and Related Party Transactions”.",,,,,,,,,,,,
301,^^^,The investment is otherwise deemed to be an “affiliated person” of the Company. See Note 3 “Significant Agreements and Related Party Transactions”.,,,,,,,,,,,,
302,(1),"The investment is not a qualifying asset under Section 55(a) of the Investment Company Act. The Company may not acquire any non-qualifying asset unless, at the time of acquisition, qualifying assets represent at least 70% of the Company’s total assets. As of June 30, 2021 the aggregate fair value of these securities is $121,381 or 3.67% of the Company’s total assets.",,,,,,,,,,,,
303,(2),Represent co-investments made with the Company’s affiliates in accordance with the terms of the exemptive relief received from the U.S. Securities and Exchange Commission. See Note 3 “Significant Agreements and Related Party Transactions”.,,,,,,,,,,,,
304,(3),The fair value of the investment was determined using significant unobservable inputs. See Note 5 “Fair Value Measurement”.,,,,,,,,,,,,
305,(4),"Position or portion thereof is an unfunded loan commitment, and no interest is being earned on the unfunded portion. The unfunded loan commitment may be subject to a commitment termination date that may expire prior to the maturity date stated. The negative cost, if applicable, is the result of the capitalized discount being greater than the principal amount outstanding on the loan. The negative fair value, if applicable, is the result of the capitalized discount on the loan. See Note 8 ""Commitments and Contingencies"".",,,,,,,,,,,,
306,(5),"Position or portion thereof unsettled as of June 30, 2021.",,,,,,,,,,,,
307,(6),Non-income producing security.,,,,,,,,,,,,
308,(7),"In exchange for the greater risk of loss, the “last-out” portion of the Company's unitranche loan investment generally earns a higher interest rate than the “first-out” portions. The “first-out” portion would generally receive priority with respect to payment of principal, interest and any other amounts due thereunder over the “last-out” portion.",,,,,,,,,,,,
309,(8),"The investment is on non-accrual status. See Note 2 ""Significant Accounting Policies"".",,,,,,,,,,,,
310,(9),"Securities exempt from registration under the Securities Act of 1933, and may be deemed to be “restricted securities”. As of June 30, 2021, the aggregate fair value of these securities is $98,940 or 6.06% of the Company's net assets. The initial acquisition dates have been included for such securities.",,,,,,,,,,,,
311,(10),"Right to purchase up to $8,851 of 1st Lien Senior Secured Debt, $7,483 of 2nd Lien Senior Secured Debt and 68,796 shares of Class A Units, which expires November 2021.",,,,,,,,,,,,
