,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
198,"Sunstar Insurance Group, LLC",Insurance,9.69  %,S +  6.00  %,10/09/26,374,59,58,(2) (3) (4),,,,
199,"Sunstar Insurance Group, LLC",Insurance,S +  6.00  %,10/09/26,4737,(  91,),(  95,),(2) (3) (4),,,
200,"Superman Holdings, LLC (dba Foundation Software)",Construction & Engineering,9.80  %,L +  6.13  %,08/31/27,31556,30994,30925,(2) (3),,,,
201,Investment *#,Industry,Interest  Rate (+),Reference Rate  and Spread (+),Maturity,Par  (++),Cost,Fair  Value,Footnotes,,,,
202,"Superman Holdings, LLC (dba Foundation Software)",Construction & Engineering,9.80  %,L +  6.13  %,08/31/27,$,955,$,921,$,936,(2) (3),
203,"Superman Holdings, LLC (dba Foundation Software)",Construction & Engineering,L +  8.00  %,08/31/26,122,(  2,),(  2,),(2) (3) (4),,,
204,Sweep Purchaser LLC,Commercial Services & Supplies,9.42  %,L +  5.75  %,11/30/26,28179,27763,27686,(2) (3),,,,
205,Sweep Purchaser LLC,Commercial Services & Supplies,8.60  %,L +  5.75  %,11/30/26,8946,8812,8789,(2) (3),,,,
206,Sweep Purchaser LLC,Commercial Services & Supplies,8.61  %,L +  5.75  %,11/30/26,7173,7061,7047,(2) (3),,,,
207,Sweep Purchaser LLC,Commercial Services & Supplies,8.65  %,L +  5.75  %,11/30/26,4982,4895,4895,(2) (3),,,,
208,Sweep Purchaser LLC,Commercial Services & Supplies,L +  5.75  %,11/30/26,4541,(  64,),(  79,),(2) (3) (4),,,
209,"Syntellis Performance Solutions, LLC (dba Axiom)",Health Care Technology,9.53  %,S +  6.50  %,08/02/27,16408,16089,16080,(2) (3),,,,
210,"Syntellis Performance Solutions, LLC (dba Axiom)",Health Care Technology,9.53  %,S +  6.50  %,08/02/27,822,788,806,(2) (3),,,,
211,"The Center for Orthopedic and Research Excellence, Inc. (dba HOPCo)",Health Care Providers & Services,8.73  %,S +  6.00  %,08/15/25,26125,25088,25668,(2) (3),,,,
212,"The Center for Orthopedic and Research Excellence, Inc. (dba HOPCo)",Health Care Providers & Services,8.88  %,S +  6.00  %,08/15/25,4700,4627,4618,(2) (3),,,,
213,"The Center for Orthopedic and Research Excellence, Inc. (dba HOPCo)",Health Care Providers & Services,8.75  %,S +  5.50  %,08/15/25,7907,4006,3967,(2) (3) (4),,,,
214,"The Center for Orthopedic and Research Excellence, Inc. (dba HOPCo)",Health Care Providers & Services,8.35  %,S +  6.00  %,08/15/25,4565,3557,3572,(2) (3) (4),,,,
215,"The Center for Orthopedic and Research Excellence, Inc. (dba HOPCo)",Health Care Providers & Services,S +  6.00  %,08/15/25,2120,(  16,),(  37,),(2) (3) (4),,,
216,"Thrasio, LLC",Internet & Direct Marketing Retail,11.17  %,L +  7.00  %,12/18/26,39231,38699,37662,(2) (3),,,,
217,"Thrasio, LLC",Internet & Direct Marketing Retail,L +  7.00  %,12/18/26,14686,(  59,),(  587,),(2) (3) (4),,,
218,Total Vision LLC,Health Care Providers & Services,8.80  %,S +  6.00  %,07/15/26,17057,16747,16716,(2) (3),,,,
219,Total Vision LLC,Health Care Providers & Services,8.81  %,S +  6.00  %,07/15/26,5019,4939,4919,(2) (3),,,,
220,Total Vision LLC,Health Care Providers & Services,8.81  %,S +  6.00  %,07/15/26,2498,2459,2448,(2) (3),,,,
221,Total Vision LLC,Health Care Providers & Services,8.73  %,S +  6.00  %,07/15/26,10397,1100,995,(2) (3) (4),,,,
222,Total Vision LLC,Health Care Providers & Services,S +  6.00  %,07/15/26,1270,(  19,),(  25,),(2) (3) (4),,,
223,Tronair Parent Inc.,Air Freight & Logistics,9.16  %,L +  6.25  % (incl.  0.50  % PIK),09/08/23,6287,6262,5944,,,,,
224,USN Opco LLC (dba Global Nephrology Solutions),Health Care Providers & Services,8.56  %,S +  5.50  %,12/21/26,21708,21384,21382,(2) (3),,,,
225,USN Opco LLC (dba Global Nephrology Solutions),Health Care Providers & Services,8.56  %,S +  5.50  %,12/21/26,7545,7425,7432,(2) (3),,,,
226,USN Opco LLC (dba Global Nephrology Solutions),Health Care Providers & Services,8.57  %,S +  5.50  %,12/21/26,9676,4255,4209,(2) (3) (4),,,,
227,USN Opco LLC (dba Global Nephrology Solutions),Health Care Providers & Services,8.65  %,S +  5.50  %,12/21/26,3023,894,892,(2) (3) (4),,,,
228,"Viant Medical Holdings, Inc.",Health Care Equipment & Supplies,9.37  %,L +  6.25  %,07/02/25,31221,29963,30597,(2),,,,
229,"Volt Bidco, Inc. (dba Power Factors)",Independent Power and Renewable Electricity Producers,10.05  %,S +  6.50  %,08/11/27,34826,34211,34217,(2) (3),,,,
230,"Volt Bidco, Inc. (dba Power Factors)",Independent Power and Renewable Electricity Producers,9.98  %,S +  6.50  % PIK,08/11/27,6237,2405,2295,(2) (3) (4),,,,
231,"Volt Bidco, Inc. (dba Power Factors)",Independent Power and Renewable Electricity Producers,S +  6.50  %,08/11/27,3685,(  64,),(  64,),(2) (3) (4),,,
232,"VRC Companies, LLC (dba Vital Records Control)",Commercial Services & Supplies,8.38  %,L +  5.50  %,06/29/27,27961,27615,27053,(2) (3),,,,
233,"VRC Companies, LLC (dba Vital Records Control)",Commercial Services & Supplies,8.79  %,L +  5.50  %,06/29/27,4703,4646,4550,(2) (3),,,,
234,"VRC Companies, LLC (dba Vital Records Control)",Commercial Services & Supplies,10.75  %,P +  4.50  %,06/29/27,944,130,111,(2) (3) (4),,,,
235,"WebPT, Inc.",Health Care Technology,9.82  %,L +  6.75  %,01/18/28,25126,23567,24372,(2) (3),,,,
236,"WebPT, Inc.",Health Care Technology,9.49  %,L +  6.75  %,01/18/28,5534,5458,5368,(2) (3),,,,
237,"WebPT, Inc.",Health Care Technology,9.54  %,L +  6.75  %,01/18/28,2617,650,632,(2) (3) (4),,,,
238,"WebPT, Inc.",Health Care Technology,L +  6.75  %,01/18/28,2617,(  17,),(  79,),(2) (3) (4),,,
239,"Wellness AcquisitionCo, Inc. (dba SPINS)",IT Services,8.62  %,L +  5.50  %,01/20/27,21834,21498,21506,(2) (3),,,,
240,"Wellness AcquisitionCo, Inc. (dba SPINS)",IT Services,L +  5.50  %,01/20/27,2600,(  38,),(  39,),(2) (3) (4),,,
241,"Wellness AcquisitionCo, Inc. (dba SPINS)",IT Services,L +  5.50  %,01/20/27,4000,(  35,),(  60,),(2) (3) (4),,,
242,Whitewater Holding Company LLC,Diversified Consumer Services,9.42  %,L +  5.75  %,12/21/27,17388,17077,16909,(2) (3),,,,
243,Whitewater Holding Company LLC,Diversified Consumer Services,8.98  %,L +  6.00  %,12/21/27,2700,(  19,),(  47,),(2) (3) (4),,
244,Whitewater Holding Company LLC,Diversified Consumer Services,8.92  %,L +  5.75  %,12/21/27,5836,5728,5676,(2) (3),,,,
245,Whitewater Holding Company LLC,Diversified Consumer Services,9.42  %,L +  5.75  %,12/21/27,5800,5696,5640,(2) (3),,,,
246,Whitewater Holding Company LLC,Diversified Consumer Services,9.39  %,L +  5.75  %,12/21/27,2340,427,404,(2) (3) (4),,,,
247,"Wine.com, LLC",Beverages,9.94  %,L +  7.00  %,11/14/24,15400,15082,15400,(2) (3),,,,
248,"Wine.com, LLC",Beverages,9.94  %,L +  7.00  %,11/14/24,3700,3655,3700,(2) (3),,,,
249,Investment *#,Industry,Interest  Rate (+),Reference Rate  and Spread (+),Maturity,Par  (++),Cost,Fair  Value,Footnotes,,,,
250,"WorkForce Software, LLC",Software,10.32  %,L +  7.25  % (incl.  3.00  % PIK),07/31/25,$,22355,$,21665,$,21908,(2) (3),
251,"WorkForce Software, LLC",Software,10.32  %,L +  7.25  % (incl.  3.00  % PIK),07/31/25,3153,3102,3090,(2) (3),,,,
252,"WorkForce Software, LLC",Software,7.32  %,L +  4.25  %,07/31/25,2319,1513,1500,(2) (3) (4),,,,
253,"WorkForce Software, LLC",Software,9.57  %,L +  6.50  %,07/31/25,1894,1238,1225,(2) (3) (4),,,,
254,"WSO2, Inc.",IT Services,10.19  %,L +  7.50  % (incl.  3.00  % PIK),11/04/26,31871,31348,31233,(2) (3),,,,
255,Xactly Corporation,IT Services,10.06  %,L +  7.25  %,07/31/23,62025,61226,61870,(2) (3),,,,
256,Xactly Corporation,IT Services,10.20  %,L +  7.25  %,07/31/23,3874,3854,3865,(2) (3),,,,
257,"Zarya Intermediate, LLC (dba iOFFICE)",Real Estate Mgmt. & Development,10.02  %,S +  6.50  %,07/01/27,76666,76666,75899,(2) (3),,,,
258,"Zarya Intermediate, LLC (dba iOFFICE)",Real Estate Mgmt. & Development,S +  6.50  %,07/01/27,7987,-,(  80,),(2) (3) (4),,,,
259,"Zodiac Intermediate, LLC (dba Zipari)",Health Care Technology,10.81  %,L +  8.00  %,12/21/26,50230,49108,47719,(2) (3),,,,
260,"Zodiac Intermediate, LLC (dba Zipari)",Health Care Technology,L +  8.00  %,12/22/25,7500,(  146,),(  375,),(2) (3) (4),,,
261,Total 1st Lien/Senior Secured Debt,3231342,3199586,,,,,,,,,,
262,1st Lien/Last-Out Unitranche (6) -  7.65  %,,,,,,,,,,,,
263,"Doxim, Inc.",Diversified Financial Services,9.12  %,L +  6.00  %,02/28/24,$,38967,$,37959,$,37700,(2) (3),
264,"Doxim, Inc.",Diversified Financial Services,9.83  %,L +  6.75  %,02/28/24,24813,24515,23882,(2) (3),,,,
265,"Doxim, Inc.",Diversified Financial Services,9.12  %,L +  6.00  %,02/28/24,22863,22120,22120,(2) (3),,,,
266,"Doxim, Inc.",Diversified Financial Services,10.08  %,L +  7.00  %,02/28/24,6683,6598,6449,(2) (3),,,,
267,"Doxim, Inc.",Diversified Financial Services,10.82  %,L +  8.00  %,02/28/24,5189,5118,5072,(2) (3),,,,
268,"Doxim, Inc.",Diversified Financial Services,11.12  %,L +  8.00  %,02/28/24,3888,3842,3801,(2) (3),,,,
269,"EDB Parent, LLC (dba Enterprise DB)",Software,9.11  %,S +  6.00  %,07/07/28,19504,18995,19114,(2),,,,
270,"EDB Parent, LLC (dba Enterprise DB)",Software,S +  6.00  %,07/07/28,7591,—,—,(2) (4),,,,,
271,Total 1st Lien/Last-Out Unitranche,119147,118138,,,,,,,,,,
272,2nd Lien/Senior Secured Debt -  14.06  %,,,,,,,,,,,,
273,"Animal Supply Intermediate, LLC",Distributors,7.00  % PIK,11/14/25,$,9586,$,9086,$,3451,^ (3) (5),,
274,"Bolttech Mannings, Inc.",Commercial Services & Supplies,S +  8.00  % PIK,08/20/23,13644,12379,—,^^ (3) (5),,,,,
275,"Chase Industries, Inc. (dba Senneca Holdings)",Building Products,10.00  % PIK,11/11/25,12150,9714,1701,(2) (3) (5),,,,,
276,"Chase Industries, Inc. (dba Senneca Holdings)",Building Products,05/11/26,15511,—,—,(2) (3) (6),,,,,,
277,Genesis Acquisition Co. (dba ProCare Software),Diversified Financial Services,9.79  %,L +  7.50  %,07/31/25,17000,16009,16447,(2) (3),,,,
278,Genesis Acquisition Co. (dba ProCare Software),Diversified Financial Services,9.79  %,L +  7.50  %,07/31/25,13890,13671,13439,(2) (3),,,,
279,Genesis Acquisition Co. (dba ProCare Software),Diversified Financial Services,9.79  %,L +  7.50  %,07/31/25,4939,4815,4778,(2) (3),,,,
280,Genesis Acquisition Co. (dba ProCare Software),Diversified Financial Services,9.79  %,L +  7.50  %,07/31/25,4300,4050,4160,(2) (3),,,,
281,IHS Intermediate Inc. (dba Interactive Health Solutions),Health Care Providers & Services,L +  8.25  %,07/20/22,10000,9902,—,(3) (5) (8),,,,,
282,"MPI Engineered Technologies, LLC",Auto Components,12.00  %,12.00  %,07/15/25,15763,15762,13713,(3),,,,
283,MPI Products LLC,Auto Components,07/15/25,7412,—,—,(3) (6),,,,,,
284,"National Spine and Pain Centers, LLC",Health Care Providers & Services,11.82  %,L +  8.25  %,12/02/24,36500,35383,28196,(2) (3),,,,
285,Odyssey Logistics & Technology Corporation,Road & Rail,10.81  %,L +  8.00  %,10/12/25,45348,41226,42106,(2),,,,
286,"Spectrum Plastics Group, Inc.",Containers & Packaging,10.12  %,L +  7.00  %,01/31/26,12525,11553,11304,(2),,,,
287,"YI, LLC (dba Young Innovations)",Health Care Equipment & Supplies,10.87  %,L +  7.75  %,11/07/25,36844,34511,35370,(2) (3),,,,
288,Zep Inc.,Chemicals,11.92  %,L +  8.25  %,08/11/25,53049,48329,42440,(2),,,,
289,Total 2nd Lien/Senior Secured Debt,266390,217105,,,,,,,,,,
290,Unsecured Debt -  0.50  %,,,,,,,,,,,,
291,ATX Networks Corp.,Communications Equipment,10.00  %,10.00  % PIK,09/01/28,$,1930,$,1654,$,1601,^ (1) (3),
292,CivicPlus LLC,Software,14.38  %,S +  11.75  %,08/24/27,6247,6065,6060,(2) (3),,,,
293,Conergy Asia & ME Pte. LTD.,Construction & Engineering,06/30/23,1266,1055,—,^ (1) (3) (6),,,,,,
294,Total Unsecured Debt,8774,7661,,,,,,,,,,
295,Investment *#,Industry,Interest  Rate,Initial  Acquisition  Date  (9),Par/Shares  (++),Cost,Fair  Value,Footnotes,,,,,
296,Preferred Stock -  2.72  %,,,,,,,,,,,,
297,"Broadway Parent, LLC",Diversified Financial Services,01/25/21,4000000,$,4019,$,4304,(2) (3) (6),,,,
298,"CloudBees, Inc.",Software,11/24/21,1152957,12899,11749,(2) (3) (6),,,,,,
299,Foundation Software,Construction & Engineering,08/31/20,22,21,26,(2) (3) (6),,,,,,
300,"Governmentjobs.com, Inc. (dba NeoGov)",Software,12/02/21,10597,10332,11259,(2) (3) (6),,,,,,
301,Kawa Solar Holdings Limited,Construction & Engineering,8.00  % PIK,10/25/16,78707,778,—,^ (1) (3) (5),,,,,
302,"MedeAnalytics, Inc.",Health Care Technology,10/09/20,42600,41,—,(2) (3) (6),,,,,,
303,"Wine.com, LLC",Beverages,11/14/18,535226,8225,2371,(2) (3) (6),,,,,,
304,"Wine.com, LLC",Beverages,03/03/21,124040,3067,3680,(2) (3) (6),,,,,,
305,"WSO2, Inc.",IT Services,11/04/21,561918,8876,8540,(2) (3) (6),,,,,,
306,Total Preferred Stock,48258,41929,,,,,,,,,,
307,Common Stock -  2.15  %,,,,,,,,,,,,
308,"Abacus Data Holdings, Inc. (dba Clutch Intermediate Holdings)",Software,03/10/21,29326,$,2933,$,2346,(2) (3) (6),,,,
309,"Animal Supply Holdings, LLC",Distributors,08/14/20,37500,126,—,^ (3) (6),,,,,,
310,"Animal Supply Holdings, LLC",Distributors,08/14/20,83333,13745,—,^ (3) (6),,,,,,
311,"ATX Parent Holdings, LLC - Class A Units",Communications Equipment,09/01/21,332,167,2297,^ (1) (3) (6),,,,,,
312,"Bolttech Mannings, Inc.",Commercial Services & Supplies,12/22/17,4145602,22366,—,^^ (3) (6),,,,,,
313,"Collaborative Imaging Holdco, LLC (dba Texas Radiology Associates) - Class B",Health Care Providers & Services,03/30/18,20183,2916,3829,^^^ (2) (3),,,,,,
314,"Collaborative Imaging Holdco, LLC (dba Texas Radiology Associates) - Performance Units",Health Care Providers & Services,03/30/18,19048,514,1279,^^^ (1) (2) (3) (6),,,,,,
315,Conergy Asia & ME Pte. LTD.,Construction & Engineering,01/11/21,3126780,5300,—,^ (1) (3) (6),,,,,,
316,Country Fresh Holding Company Inc.,Food Products,04/29/19,1514,888,—,(2) (3) (6),,,,,,
317,"Elah Holdings, Inc.",Capital Markets,05/09/18,111650,5238,5396,^ (2) (3) (6),,,,,,
318,Exostar LLC - Class B,Aerospace & Defense,07/06/20,31407,—,24,(2) (3) (6),,,,,,
319,Foundation Software - Class B,Construction & Engineering,08/31/20,11826,—,7,(2) (3) (6),,,,,,
320,"Iracore International Holdings, Inc.",Energy Equipment & Services,04/13/17,28898,7003,5949,^ (3) (6),,,,,,
321,Jill Acquisition LLC (dba J. Jill),Specialty Retail,09/30/20,26687,206,443,(6),,,,,,
322,Kawa Solar Holdings Limited,Construction & Engineering,08/17/16,1399556,—,—,^ (1) (3) (6),,,,,,
323,"National Spine and Pain Centers, LLC",Health Care Providers & Services,06/02/17,1100,883,—,(2) (3) (6),,,,,,
324,"Prairie Provident Resources, Inc.","Oil, Gas & Consumable Fuels",3579988,9237,501,(1) (6),,,,,,,
325,"Southeast Mechanical, LLC (dba. SEM Holdings, LLC)",Diversified Consumer Services,07/06/22,1100,1100,1100,(2) (6),,,,,,
326,Total Vision LLC,Health Care Providers & Services,07/15/21,122571,2270,2088,(2) (3) (6),,,,,,
327,"Volt Bidco, Inc. (dba Power Factors)",Independent Power and Renewable Electricity Producers,08/11/21,3355,3406,3187,(2) (3) (6),,,,,,
328,Whitewater Holding Company LLC,Diversified Consumer Services,12/21/21,23400,2340,2388,(2) (3) (6),,,,,,
329,"Yasso, Inc.",Food Products,03/23/17,1640,1368,2339,(2) (3) (6),,,,,,
330,Total Common Stock,82006,33173,,,,,,,,,,
331,Warrants -  0.03  %,,,,,,,,,,,,
332,"CloudBees, Inc.",Software,11/24/21,333980,$,1849,$,468,(2) (3) (6),,,,
333,KDOR Holdings Inc. (dba Senneca Holdings),Building Products,06/22/20,59,—,—,(2) (3) (6),,,,,,
334,KDOR Holdings Inc. (dba Senneca Holdings),Building Products,05/29/20,2812,—,—,(2) (3) (6),,,,,,
335,KDOR Holdings Inc. (dba Senneca Holdings),Building Products,05/29/20,294,—,—,(2) (3) (6),,,,,,
336,Total Warrants,1849,468,,,,,,,,,,
337,Total Investments -  234.35  %,$,3757766,$,3618060,,,,,,,,
338,Counterparty,Currency Purchased,Currency Sold,Settlement,Unrealized  Appreciation  (Depreciation),,,,,,,,
339,"Bank of America, N.A.",U.S. Dollar  627,Euro  525,10/06/22,$,111.0,,,,,,,
340,$,111,,,,,,,,,,,
