,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
199,"Sunstar Insurance Group, LLC",Insurance,S +  6.00  %,10/09/26,4737,(  85,),(  95,),(2) (3) (4),,
200,"Superman Holdings, LLC (dba Foundation Software)",Construction & Engineering,10.85  %,L +  6.13  %,08/31/27,31476,30938,30846,(2) (3),,,
201,Investment *#,Industry,Interest  Rate (+),Reference Rate  and Spread (+),Maturity,Par  (++),Cost,Fair  Value,Footnotes,,,
202,"Superman Holdings, LLC (dba Foundation Software)",Construction & Engineering,10.85  %,L +  6.13  %,08/31/27,$,952,$,920,$,933.0,(2) (3)
203,"Superman Holdings, LLC (dba Foundation Software)",Construction & Engineering,L +  8.00  %,08/31/26,122,(  2,),(  2,),(2) (3) (4),,
204,Sweep Purchaser LLC,Commercial Services & Supplies,10.48  %,L +  5.75  %,11/30/26,28107,27714,27615,(2) (3),,,
205,Sweep Purchaser LLC,Commercial Services & Supplies,10.35  %,L +  5.75  %,11/30/26,8923,8796,8767,(2) (3),,,
206,Sweep Purchaser LLC,Commercial Services & Supplies,10.20  %,L +  5.75  %,11/30/26,7155,7049,7029,(2) (3),,,
207,Sweep Purchaser LLC,Commercial Services & Supplies,10.35  %,L +  5.75  %,11/30/26,4970,4887,4883,(2) (3),,,
208,Sweep Purchaser LLC,Commercial Services & Supplies,10.14  %,L +  5.75  %,11/30/26,4541,757,738,(2) (3) (4),,,
209,"Syntellis Performance Solutions, LLC (dba Axiom)",Health Care Technology,10.82  %,S +  6.50  %,08/02/27,16367,16062,16040,(2) (3),,,
210,"Syntellis Performance Solutions, LLC (dba Axiom)",Health Care Technology,10.82  %,S +  6.50  %,08/02/27,820,787,804,(2) (3),,,
211,"The Center for Orthopedic and Research Excellence, Inc. (dba HOPCo)",Health Care Providers & Services,10.24  %,S +  6.00  %,08/15/25,26058,25101,25602,(2) (3),,,
212,"The Center for Orthopedic and Research Excellence, Inc. (dba HOPCo)",Health Care Providers & Services,9.91  %,S +  5.50  %,08/15/25,7897,7773,7759,(2) (3),,,
213,"The Center for Orthopedic and Research Excellence, Inc. (dba HOPCo)",Health Care Providers & Services,10.41  %,S +  6.00  %,08/15/25,4689,4621,4607,(2) (3),,,
214,"The Center for Orthopedic and Research Excellence, Inc. (dba HOPCo)",Health Care Providers & Services,10.05  %,S +  5.50  %,08/15/25,4565,3565,3572,(2) (3) (4),,,
215,"The Center for Orthopedic and Research Excellence, Inc. (dba HOPCo)",Health Care Providers & Services,10.20  %,S +  5.50  %,08/15/25,2120,547,529,(2) (3) (4),,,
216,"Thrasio, LLC",Internet & Direct Marketing Retail,11.17  %,L +  7.00  %,12/18/26,39131,38625,36392,(2) (3),,,
217,"Thrasio, LLC",Internet & Direct Marketing Retail,L +  7.00  %,12/18/26,14686,(  56,),"(  1,028",),(2) (3) (4),,
218,Total Vision LLC,Health Care Providers & Services,10.32  %,S +  6.00  %,07/15/26,17015,16722,16674,(2) (3),,,
219,Total Vision LLC,Health Care Providers & Services,10.60  %,S +  6.00  %,07/15/26,5007,4931,4906,(2) (3),,,
220,Total Vision LLC,Health Care Providers & Services,10.22  %,S +  6.00  %,07/15/26,2492,2455,2442,(2) (3),,,
221,Total Vision LLC,Health Care Providers & Services,10.42  %,S +  6.00  %,07/15/26,10394,1104,992,(2) (3) (4),,,
222,Total Vision LLC,Health Care Providers & Services,S +  6.00  %,07/15/26,1270,(  18,),(  25,),(2) (3) (4),,
223,Trader Corporation,Automobiles,11.40  %,C +  6.75  %,12/21/29,CAD,317,229,228,(2),,
224,Trader Corporation,Automobiles,C +  6.75  %,12/22/28,CAD,24,—,-,(2) (4),,,
225,Tronair Parent Inc.,Air Freight & Logistics,10.84  %,L +  6.25  % (incl.  0.50  % PIK),09/08/23,6255,6237,5874,,,,
226,USN Opco LLC (dba Global Nephrology Solutions),Health Care Providers & Services,10.48  %,S +  5.75  %,12/21/26,21652,21346,21003,(2) (3),,,
227,USN Opco LLC (dba Global Nephrology Solutions),Health Care Providers & Services,10.48  %,S +  5.75  %,12/21/26,7526,7413,7300,(2) (3),,,
228,USN Opco LLC (dba Global Nephrology Solutions),Health Care Providers & Services,10.45  %,S +  5.75  %,12/21/26,9666,4771,4579,(2) (3) (4),,,
229,USN Opco LLC (dba Global Nephrology Solutions),Health Care Providers & Services,10.48  %,S +  5.75  %,12/21/26,3023,1900,1850,(2) (3) (4),,,
230,"Viant Medical Holdings, Inc.",Health Care Equipment & Supplies,10.63  %,L +  6.25  %,07/02/25,31141,29978,29973,(2),,,
231,"Volt Bidco, Inc. (dba Power Factors)",Independent Power and Renewable Electricity Producers,11.08  %,S +  6.50  %,08/11/27,34826,34236,34217,(2) (3),,,
232,"Volt Bidco, Inc. (dba Power Factors)",Independent Power and Renewable Electricity Producers,11.07  %,S +  6.50  % PIK,08/11/27,6297,3370,3260,(2) (3) (4),,,
233,"Volt Bidco, Inc. (dba Power Factors)",Independent Power and Renewable Electricity Producers,S +  6.50  %,08/11/27,3685,(  61,),(  64,),(2) (3) (4),,
234,"VRC Companies, LLC (dba Vital Records Control)",Commercial Services & Supplies,10.65  %,L +  5.50  %,06/29/27,32582,32197,31523,(2) (3),,,
235,"VRC Companies, LLC (dba Vital Records Control)",Commercial Services & Supplies,P +  4.50  %,06/29/27,944,(  11,),(  31,),(2) (3) (4),,
236,"WebPT, Inc.",Health Care Technology,11.48  %,L +  6.75  %,01/18/28,25126,23621,24372,(2) (3),,,
237,"WebPT, Inc.",Health Care Technology,10.98  %,L +  6.75  %,01/18/28,5534,5461,5368,(2) (3),,,
238,"WebPT, Inc.",Health Care Technology,11.26  %,L +  6.75  %,01/18/28,2617,951,931,(2) (3) (4),,,
239,"WebPT, Inc.",Health Care Technology,L +  6.75  %,01/18/28,2617,(  17,),(  79,),(2) (3) (4),,
240,"Wellness AcquisitionCo, Inc. (dba SPINS)",IT Services,9.91  %,L +  5.50  %,01/20/27,21778,21460,21452,(2) (3),,,
241,"Wellness AcquisitionCo, Inc. (dba SPINS)",IT Services,L +  5.50  %,01/20/27,2600,(  35,),(  39,),(2) (3) (4),,
242,"Wellness AcquisitionCo, Inc. (dba SPINS)",IT Services,L +  5.50  %,01/20/27,4000,(  33,),(  60,),(2) (3) (4),,
243,Whitewater Holding Company LLC,Diversified Consumer Services,10.48  %,L +  5.75  %,12/21/27,17344,17046,16867,(2) (3),,,
244,Whitewater Holding Company LLC,Diversified Consumer Services,10.48  %,L +  5.75  %,12/21/27,5822,5718,5661,(2) (3),,,
245,Whitewater Holding Company LLC,Diversified Consumer Services,10.48  %,L +  5.75  %,12/21/27,5785,5686,5626,(2) (3),,,
246,Whitewater Holding Company LLC,Diversified Consumer Services,10.50  %,L +  5.75  %,12/21/27,2340,780,755,(2) (3) (4),,,
247,Whitewater Holding Company LLC,Diversified Consumer Services,10.54  %,L +  6.00  %,12/21/27,2700,249,223,(2) (3) (4),,,
248,"Wine.com, LLC",Beverages,11.65  %,L +  7.00  %,11/14/24,15400,15419,15400,(2) (3),,,
249,Investment *#,Industry,Interest  Rate (+),Reference Rate  and Spread (+),Maturity,Par  (++),Cost,Fair  Value,Footnotes,,,
250,"Wine.com, LLC",Beverages,12.00  %,12.00  % PIK,11/14/24,$,5373,$,6228,$,8900,(2) (3) (6)
251,"Wine.com, LLC",Beverages,11.65  %,L +  7.00  %,11/14/24,3700,3703,3700,(2) (3),,,
252,"Wine.com, LLC",Beverages,12.00  %,12.00  % PIK,11/14/24,1541,308,1012,(2) (3) (4) (6),,,
253,"WorkForce Software, LLC",Software,12.46  %,L +  7.25  % (incl.  3.00  % PIK),07/31/25,22524,21887,22074,(2) (3),,,
254,"WorkForce Software, LLC",Software,12.46  %,L +  7.25  % (incl.  3.00  % PIK),07/31/25,3177,3130,3113,(2) (3),,,
255,"WorkForce Software, LLC",Software,12.46  %,L +  7.25  % (incl.  3.00  % PIK),07/31/25,2335,2295,2288,(2) (3),,,
256,"WorkForce Software, LLC",Software,11.71  %,L +  6.50  %,07/31/25,1894,1240,1225,(2) (3) (4),,,
257,"WSO2, Inc.",IT Services,11.80  %,L +  7.50  % (incl.  3.00  % PIK),11/04/26,32129,31634,31808,(2) (3),,,
258,Xactly Corporation,IT Services,11.99  %,L +  7.25  %,07/31/23,62025,61459,61250,(2) (3),,,
259,Xactly Corporation,IT Services,11.70  %,L +  7.25  %,07/31/23,3874,3860,3826,(2) (3),,,
260,"Zarya Intermediate, LLC (dba iOFFICE)",Real Estate Mgmt. & Development,10.90  %,S +  6.50  %,07/01/27,76666,76666,75899,(2) (3),,,
261,"Zarya Intermediate, LLC (dba iOFFICE)",Real Estate Mgmt. & Development,S +  6.50  %,07/01/27,7987,-,(  80,),(2) (3) (4),,,
262,"Zodiac Intermediate, LLC (dba Zipari)",Health Care Technology,12.42  %,L +  8.00  %,12/21/26,50230,49161,45333,(2) (3),,,
263,"Zodiac Intermediate, LLC (dba Zipari)",Health Care Technology,12.30  %,L +  8.00  %,12/22/25,7500,7364,6769,(2) (3),,,
264,Total 1st Lien/Senior Secured Debt,3174534,3129552,,,,,,,,,
265,1st Lien/Last-Out Unitranche (8) -  7.74  %,,,,,,,,,,,
266,"Doxim, Inc.",Diversified Financial Services,10.84  %,S +  6.00  %,08/31/24,$,38967,$,38028,$,36726,(2) (3)
267,"Doxim, Inc.",Diversified Financial Services,11.19  %,S +  7.00  %,08/31/24,24750,24444,23141,(2) (3),,,
268,"Doxim, Inc.",Diversified Financial Services,10.84  %,S +  6.00  %,08/31/24,22863,22184,21549,(2) (3),,,
269,"Doxim, Inc.",Diversified Financial Services,11.39  %,L +  7.00  %,08/31/24,6666,6580,6266,(2) (3),,,
270,"Doxim, Inc.",Diversified Financial Services,12.44  %,L +  8.00  %,08/31/24,5176,5104,4943,(2) (3),,,
271,"Doxim, Inc.",Diversified Financial Services,12.44  %,L +  8.00  %,08/31/24,3878,3830,3704,(2) (3),,,
272,"EDB Parent, LLC (dba Enterprise DB)",Software,11.58  %,S +  7.00  %,07/07/28,19504,19008,19016,(2) (3),,,
273,"EDB Parent, LLC (dba Enterprise DB)",Software,11.58  %,S +  7.00  %,07/07/28,7591,1075,885,(2) (3) (4),,,
274,Total 1st Lien/Last-Out Unitranche,120253,116230,,,,,,,,,
275,2nd Lien/Senior Secured Debt -  11.60  %,,,,,,,,,,,
276,"Animal Supply Intermediate, LLC",Distributors,7.00  % PIK,11/14/25,$,9756,$,9031,$,—,^ (3) (5),
277,"Chase Industries, Inc. (dba Senneca Holdings)",Building Products,10.00  % PIK,11/11/25,12150,9714,1701,(2) (3) (5),,,,
278,"Chase Industries, Inc. (dba Senneca Holdings)",Building Products,05/11/26,15511,—,—,(2) (3) (7),,,,,
279,Genesis Acquisition Co. (dba ProCare Software),Diversified Financial Services,11.24  %,L +  7.50  %,07/31/25,17000,16079,16448,(2) (3),,,
280,Genesis Acquisition Co. (dba ProCare Software),Diversified Financial Services,11.24  %,L +  7.50  %,07/31/25,13890,13687,13439,(2) (3),,,
281,Genesis Acquisition Co. (dba ProCare Software),Diversified Financial Services,11.24  %,L +  7.50  %,07/31/25,4939,4824,4779,(2) (3),,,
282,Genesis Acquisition Co. (dba ProCare Software),Diversified Financial Services,11.24  %,L +  7.50  %,07/31/25,4300,4067,4160,(2) (3),,,
283,IHS Intermediate Inc. (dba Interactive Health Solutions),Health Care Providers & Services,L +  8.25  %,07/20/22,10000,9902,—,(3) (5) (9),,,,
284,"MPI Engineered Technologies, LLC",Auto Components,12.00  %,12.00  % PIK,07/15/25,16250,16250,14137,(3),,,
285,MPI Products LLC,Auto Components,07/15/25,7412,—,—,(3) (7),,,,,
286,"National Spine and Pain Centers, LLC",Health Care Providers & Services,L +  8.25  %,12/02/24,36589,35382,—,(2) (3) (5),,,,
287,Odyssey Logistics & Technology Corporation,Road & Rail,12.38  %,L +  8.00  %,10/12/25,45348,41502,41663,(2),,,
288,"Spectrum Plastics Group, Inc.",Containers & Packaging,11.38  %,L +  7.00  %,01/31/26,12525,11602,11260,(2),,,
289,"YI, LLC (dba Young Innovations)",Health Care Equipment & Supplies,12.13  %,L +  7.75  %,11/07/25,36844,34651,34909,(2) (3),,,
290,Zep Inc.,Chemicals,12.98  %,L +  8.25  %,08/11/25,53049,48663,31830,(2),,,
291,Total 2nd Lien/Senior Secured Debt,255354,174326,,,,,,,,,
292,Unsecured Debt -  0.51  %,,,,,,,,,,,
293,ATX Networks Corp.,Communications Equipment,10.00  %,10.00  % PIK,09/01/28,$,1930,$,1662,$,1602,^ (1) (3)
294,CivicPlus LLC,Software,16.54  %,S +  11.75  % PIK,06/09/34,6247,6070,6028,(2) (3),,,
295,Conergy Asia & ME Pte. LTD.,Construction & Engineering,06/30/23,1266,1055,—,^ (1) (3) (7),,,,,
296,Total Unsecured Debt,8787,7630,,,,,,,,,
297,Investment *#,Industry,Interest  Rate,Initial  Acquisition  Date  (10),Par/Shares  (++),Cost,Fair  Value,Footnotes,,,,
298,Preferred Stock -  2.82  %,,,,,,,,,,,
299,"Broadway Parent, LLC",Diversified Financial Services,01/25/21,4000000,$,4019,$,5429,(2) (3) (7),,,
300,"CloudBees, Inc.",Software,11/24/21,1152957,12899,12659,(2) (3) (7),,,,,
301,Foundation Software,Construction & Engineering,08/31/20,22,21,27,(2) (3) (7),,,,,
302,"Governmentjobs.com, Inc. (dba NeoGov)",Software,12/02/21,10597,10332,11555,(2) (3) (7),,,,,
303,Kawa Solar Holdings Limited,Construction & Engineering,8.00  % PIK,10/25/16,80299,778,—,^ (1) (3) (5),,,,
304,"MedeAnalytics, Inc.",Health Care Technology,10/09/20,42600,41,—,(2) (3) (7),,,,,
305,"Wine.com, LLC",Beverages,03/03/21,124040,3067,3680,(2) (3) (7),,,,,
306,"Wine.com, LLC",Beverages,11/14/18,535226,8225,343,(2) (3) (7),,,,,
307,"WSO2, Inc.",IT Services,11/04/21,561918,8876,8684,(2) (3) (7),,,,,
308,Total Preferred Stock,48258,42377,,,,,,,,,
309,Common Stock -  2.36  %,,,,,,,,,,,
310,"Abacus Data Holdings, Inc. (dba Clutch Intermediate Holdings)",Software,03/10/21,29326,$,2933,$,2346,(2) (3) (7),,,
311,"Animal Supply Holdings, LLC",Distributors,08/14/20,83333,13745,—,^ (3) (7),,,,,
312,"Animal Supply Holdings, LLC",Distributors,08/14/20,37500,126,—,^ (3) (7),,,,,
313,"ATX Parent Holdings, LLC - Class A Units",Communications Equipment,09/01/21,332,167,3659,^ (1) (3) (7),,,,,
314,"Bolttech Mannings, Inc.",Commercial Services & Supplies,12/22/17,4145602,22366,—,^^ (3) (7),,,,,
315,"Collaborative Imaging Holdco, LLC (dba Texas Radiology Associates) - Class B",Health Care Providers & Services,03/30/18,20183,2916,3761,^ (2) (3),,,,,
316,"Collaborative Imaging Holdco, LLC (dba Texas Radiology Associates) - Performance Units",Health Care Providers & Services,03/30/18,19048,514,1165,^ (1) (2) (3),,,,,
317,Conergy Asia & ME Pte. LTD.,Construction & Engineering,01/11/21,3126780,5300,—,^ (1) (3) (7),,,,,
318,Country Fresh Holding Company Inc.,Food Products,04/29/19,1514,888,—,(2) (3) (7),,,,,
319,"Elah Holdings, Inc.",Capital Markets,05/09/18,111650,5238,5396,^ (2) (3) (7),,,,,
320,Exostar LLC - Class B,Aerospace & Defense,07/06/20,31407,—,27,(2) (3) (7),,,,,
321,Foundation Software - Class B,Construction & Engineering,08/31/20,11826,—,10,(2) (3) (7),,,,,
322,"Iracore International Holdings, Inc.",Energy Equipment & Services,04/13/17,28898,7003,6298,^ (3) (7),,,,,
323,Jill Acquisition LLC (dba J. Jill),Specialty Retail,09/30/20,26687,206,662,(7),,,,,
324,Kawa Solar Holdings Limited,Construction & Engineering,08/17/16,1399556,—,—,^ (1) (3) (7),,,,,
325,"National Spine and Pain Centers, LLC",Health Care Providers & Services,06/02/17,1100,883,—,(2) (3) (7),,,,,
326,"Prairie Provident Resources, Inc.","Oil, Gas & Consumable Fuels",3579988,9237,331,(1) (7),,,,,,
327,"Southeast Mechanical, LLC (dba. SEM Holdings, LLC)",Diversified Consumer Services,07/06/22,1100,1100,1347,^ (2) (3) (7),,,,,
328,Total Vision LLC,Health Care Providers & Services,07/15/21,122571,2270,2084,(2) (3) (7),,,,,
329,"Volt Bidco, Inc. (dba Power Factors)",Independent Power and Renewable Electricity Producers,08/11/21,3355,3406,3047,(2) (3) (7),,,,,
330,Whitewater Holding Company LLC,Diversified Consumer Services,12/21/21,23400,2340,2410,(2) (3) (7),,,,,
331,"Yasso, Inc.",Food Products,03/23/17,1640,1368,2947,(2) (3) (7),,,,,
332,Total Common Stock,82006,35490,,,,,,,,,
333,Warrants -  0.04  %,,,,,,,,,,,
334,"CloudBees, Inc.",Software,11/24/21,333980,$,1849,$,611,(2) (3) (7),,,
335,KDOR Holdings Inc. (dba Senneca Holdings),Building Products,06/22/20,59,—,—,(2) (3) (7),,,,,
336,KDOR Holdings Inc. (dba Senneca Holdings),Building Products,05/29/20,2812,—,—,(2) (3) (7),,,,,
337,KDOR Holdings Inc. (dba Senneca Holdings),Building Products,05/29/20,294,—,—,(2) (3) (7),,,,,
338,Total Warrants,1849,611,,,,,,,,,
339,Total Investments -  233.38  %,$,3691041,$,3506216,,,,,,,
340,Counterparty,Currency Purchased,Currency Sold,Settlement,Unrealized  Appreciation  (Depreciation),,,,,,,
341,"Bank of America, N.A.","U.S. Dollar  3,648","Euro  3,606",10/04/24,$,(  321,),,,,,
342,"Bank of America, N.A.","U.S. Dollar  1,440","GBP  1,322",10/04/24,(  163,),,,,,,
343,"Bank of America, N.A.","U.S. Dollar  2,661","GBP  2,161",01/15/26,—,,,,,,,
344,$,(  484,),,,,,,,,,
