,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
209,"The Center for Orthopedic and Research Excellence, Inc. (dba HOPCo)",Health Care Providers & Services,13.50  %,P +  5.00  %,08/15/25,4565,59,(  23,),(7) (8) (9),,,
210,Total Vision LLC,Health Care Providers & Services,11.64  %,S +  6.00  %,07/15/26,16844,16625,16422,(7) (8),,,,
211,Total Vision LLC,Health Care Providers & Services,11.63  %,S +  6.00  %,07/15/26,10356,9586,9473,(7) (8) (9),,,,
212,Total Vision LLC,Health Care Providers & Services,11.63  %,S +  6.00  %,07/15/26,4956,4900,4832,(7) (8),,,,
213,Total Vision LLC,Health Care Providers & Services,11.66  %,S +  6.00  %,07/15/26,2467,2439,2405,(7) (8),,,,
214,Total Vision LLC,Health Care Providers & Services,S +  6.00  %,07/15/26,1270,(  13,),(  32,),(7) (8) (9),,,
215,USN Opco LLC (dba Global Nephrology Solutions),Health Care Providers & Services,11.25  %,S +  5.75  %,12/21/26,21432,21194,20789,(7) (8),,,,
216,USN Opco LLC (dba Global Nephrology Solutions),Health Care Providers & Services,11.25  %,S +  5.75  %,12/21/26,9610,9503,9322,(7) (8),,,,
217,USN Opco LLC (dba Global Nephrology Solutions),Health Care Providers & Services,11.25  %,S +  5.75  %,12/21/26,7450,7362,7226,(7) (8),,,,
218,USN Opco LLC (dba Global Nephrology Solutions),Health Care Providers & Services,11.25  %,S +  5.75  %,12/21/26,3023,2030,1971,(7) (8) (9),,,,
219,"Businessolver.com, Inc.",Health Care Technology,10.96  %,S +  5.50  %,12/01/27,18342,18212,18159,(7) (8),,,,
220,"Businessolver.com, Inc.",Health Care Technology,10.96  %,S +  5.50  %,12/01/27,2723,415,398,(7) (8) (9),,,,
221,"ESO Solutions, Inc",Health Care Technology,12.36  %,S +  7.00  %,05/03/27,39908,39405,39309,(7) (8),,,,
222,"ESO Solutions, Inc",Health Care Technology,12.36  %,S +  7.00  %,05/03/27,3620,2131,2118,(7) (8) (9),,,,
223,"Experity, Inc.",Health Care Technology,11.20  %,S +  5.75  %,02/24/28,903,900,873,(7) (8),,,,
224,"Experity, Inc.",Health Care Technology,S +  5.75  %,02/24/28,81,—,(  3,),(7) (8) (9),,,,
225,GHA Buyer Inc. (dba Cedar Gate),Health Care Technology,13.75  %,S +  8.25  % (Incl.  3.75  % PIK),06/24/26,15252,15104,14795,(7) (8),,,,
226,GHA Buyer Inc. (dba Cedar Gate),Health Care Technology,13.75  %,S +  8.25  % (Incl.  3.75  % PIK),06/24/26,2676,2657,2596,(7) (8),,,,
227,GHA Buyer Inc. (dba Cedar Gate),Health Care Technology,13.75  %,S +  8.25  % (Incl.  3.75  % PIK),06/24/26,998,988,968,(7) (8),,,,
228,GHA Buyer Inc. (dba Cedar Gate),Health Care Technology,S +  8.25  % (Incl.  3.75  % PIK),06/24/26,1880,(  17,),(  56,),(7) (8) (9),,,
229,"HealthEdge Software, Inc.",Health Care Technology,11.71  %,S +  6.25  %,04/09/26,35889,35480,35351,(7) (8),,,,
230,"HealthEdge Software, Inc.",Health Care Technology,11.71  %,S +  6.25  %,04/09/26,3344,3344,3294,(7) (8),,,,
231,"HealthEdge Software, Inc.",Health Care Technology,S +  6.25  %,04/09/26,3800,(  41,),(  57,),(7) (8) (9),,,
232,"Intelligent Medical Objects, Inc.",Health Care Technology,11.40  %,S +  6.00  %,05/11/29,12368,12165,11997,(7) (8),,,,
233,"Intelligent Medical Objects, Inc.",Health Care Technology,11.39  %,S +  6.00  %,05/11/29,2978,1064,1008,(7) (8) (9),,,,
234,"Intelligent Medical Objects, Inc.",Health Care Technology,11.41  %,S +  6.00  %,05/11/28,1490,37,15,(7) (8) (9),,,,
235,"MedeAnalytics, Inc.",Health Care Technology,3.00  % PIK,10/23/28,218,142,146,(7) (8) (10) (13),,,,,
236,"PDDS Holdco, Inc. (dba Planet DDS)",Health Care Technology,12.93  %,S +  7.50  %,07/18/28,24090,23696,23849,(7) (8),,,,
237,"PDDS Holdco, Inc. (dba Planet DDS)",Health Care Technology,12.92  %,S +  7.50  %,07/18/28,8063,5345,5264,(7) (8) (9),,,,
238,"PDDS Holdco, Inc. (dba Planet DDS)",Health Care Technology,12.93  %,S +  7.50  %,07/18/28,2255,2237,2232,(7) (8),,,,
239,Investment  (1)(5),Industry  (2),Interest  Rate  (3),Reference Rate  and Spread  (3),Maturity,Par  (4),Cost,Fair  Value,Footnotes,,,,
240,"PDDS Holdco, Inc. (dba Planet DDS)",Health Care Technology,13.10  %,S +  7.50  %,07/18/28,$,1815,$,517,$,526.0,(7) (8) (9),
241,"PlanSource Holdings, Inc.",Health Care Technology,11.90  %,S +  6.25  %,04/22/25,56720,55601,56011,(7) (8),,,,
242,"PlanSource Holdings, Inc.",Health Care Technology,11.90  %,S +  6.25  %,04/22/25,905,899,893,(7) (8),,,,
243,"PlanSource Holdings, Inc.",Health Care Technology,11.90  %,S +  6.25  %,04/22/25,905,899,893,(7) (8),,,,
244,"PlanSource Holdings, Inc.",Health Care Technology,S +  6.25  %,04/22/25,7824,(  70,),(  98,),(7) (8) (9),,,
245,"WebPT, Inc.",Health Care Technology,12.24  %,S +  6.75  %,01/18/28,25126,23852,24623,(7) (8),,,,
246,"WebPT, Inc.",Health Care Technology,12.22  %,S +  6.75  %,01/18/28,5534,5472,5423,(7) (8),,,,
247,"WebPT, Inc.",Health Care Technology,12.25  %,S +  6.75  %,01/18/28,2617,2180,2156,(7) (8) (9),,,,
248,"WebPT, Inc.",Health Care Technology,12.22  %,S +  6.75  %,01/18/28,2617,577,572,(7) (8) (9),,,,
249,"Zodiac Intermediate, LLC (dba Zipari)",Health Care Technology,S +  8.00  %,12/21/26,50230,49269,30540,(7) (8) (13),,,,,
250,"Zodiac Intermediate, LLC (dba Zipari)",Health Care Technology,S +  8.00  %,12/22/25,7500,7332,4560,(7) (8) (13),,,,,
251,"HS4 AcquisitionCo, Inc. (dba HotSchedules & Fourth)","Hotels, Restaurants & Leisure",12.21  %,S +  6.75  %,07/09/25,56217,54600,55373,(7) (8),,,,
252,"HS4 AcquisitionCo, Inc. (dba HotSchedules & Fourth)","Hotels, Restaurants & Leisure",12.21  %,S +  6.75  %,07/09/25,4688,3075,3082,(7) (8) (9),,,,
253,"Hollander Intermediate LLC (dba Bedding Acquisition, LLC)",Household Products,14.22  %,S +  8.75  %,09/21/26,38154,37386,33003,(7) (8),,,,
254,"Volt Bidco, Inc. (dba Power Factors)",Independent Power and Renewable Electricity Producers,11.85  %,S +  6.50  %,08/11/27,4269,1195,1110,(7) (8) (9),,,,
255,"Volt Bidco, Inc. (dba Power Factors)",Independent Power and Renewable Electricity Producers,11.85  %,S +  6.50  %,08/11/27,35122,34636,34420,(7) (8),,,,
256,"Volt Bidco, Inc. (dba Power Factors)",Independent Power and Renewable Electricity Producers,11.85  %,S +  6.50  %,08/11/27,6700,6700,6566,(7) (8),,,,
257,"Volt Bidco, Inc. (dba Power Factors)",Independent Power and Renewable Electricity Producers,11.85  %,S +  6.50  %,08/11/27,3685,984,958,(7) (8) (9),,,,
258,"AQ Sunshine, Inc. (dba Relation Insurance)",Insurance,11.79  %,S +  6.25  %,04/15/27,5430,5376,5376,(7),,,,
259,"AQ Sunshine, Inc. (dba Relation Insurance)",Insurance,11.75  %,S +  6.25  %,04/15/27,2956,2927,2927,(7),,,,
260,"AQ Sunshine, Inc. (dba Relation Insurance)",Insurance,11.79  %,S +  6.25  %,04/15/27,2121,2100,2100,(7),,,,
261,"AQ Sunshine, Inc. (dba Relation Insurance)",Insurance,11.64  %,S +  6.25  %,04/15/27,555,550,550,(7),,,,
262,"AQ Sunshine, Inc. (dba Relation Insurance)",Insurance,11.79  %,S +  6.25  %,04/15/27,533,527,527,(7),,,,
263,"AQ Sunshine, Inc. (dba Relation Insurance)",Insurance,S +  6.25  %,04/15/27,427,(  6,),(  6,),(7) (9),,,
264,"AQ Sunshine, Inc. (dba Relation Insurance)",Insurance,S +  6.25  %,04/15/27,2956,(  29,),(  30,),(7) (9),,,
265,"Sunstar Insurance Group, LLC",Insurance,11.50  %,S +  6.00  %,10/09/26,20336,20208,20031,(7) (8),,,,
266,"Sunstar Insurance Group, LLC",Insurance,11.50  %,S +  6.00  %,10/09/26,3994,3958,3934,(7) (8),,,,
267,"Sunstar Insurance Group, LLC",Insurance,11.50  %,S +  6.00  %,10/09/26,4729,1467,1460,(7) (8) (9),,,,
268,"Sunstar Insurance Group, LLC",Insurance,11.50  %,S +  6.00  %,10/09/26,335,331,330,(7) (8),,,,
269,Investment  (1)(5),Industry  (2),Interest  Rate  (3),Reference Rate  and Spread  (3),Maturity,Par  (4),Cost,Fair  Value,Footnotes,,,,
270,"Sunstar Insurance Group, LLC",Insurance,12.27  %,S +  6.00  %,10/09/26,$,374,$,120,$,119.0,(7) (8) (9),
271,"Lithium Technologies, Inc.",Interactive Media & Services,14.39  %,S +  9.00  % (Incl.  4.50  % PIK),01/03/25,93655,93497,88036,(7) (8),,,,
272,"SPay, Inc. (dba Stack Sports)",Interactive Media & Services,14.95  %,S +  9.25  % (Incl.  3.50  % PIK),06/15/26,32661,31877,31028,(7) (8) (14),,,,
273,"SPay, Inc. (dba Stack Sports)",Interactive Media & Services,14.82  %,S +  9.25  % (incl.  3.50  % PIK),06/15/26,2365,2296,2247,(7) (8),,,,
274,"SPay, Inc. (dba Stack Sports)",Interactive Media & Services,14.92  %,S +  9.25  % (Incl.  3.50  % PIK),06/15/26,1189,1166,1129,(7) (8) (14),,,,
275,"GPS Phoenix Buyer, Inc. (dba Guidepoint)",IT Services,11.38  %,S +  6.00  %,10/02/29,3412,3346,3344,(7),,,,
276,"GPS Phoenix Buyer, Inc. (dba Guidepoint)",IT Services,S +  6.00  %,10/02/29,882,(  8,),(  9,),(7) (9),,,
277,"GPS Phoenix Buyer, Inc. (dba Guidepoint)",IT Services,S +  6.00  %,10/02/29,706,(  14,),(  14,),(7) (9),,,
278,Kaseya Inc.,IT Services,11.38  %,S +  6.00  % (Incl.  2.50  % PIK),06/25/29,18658,18427,18472,(7) (8),,,,
279,Kaseya Inc.,IT Services,10.86  %,S +  6.00  % (Incl.  2.50  % PIK),06/25/29,1103,265,267,(7) (8) (9),,,,
280,Kaseya Inc.,IT Services,11.38  %,S +  6.00  % (Incl.  2.50  % PIK),06/25/29,1101,61,57,(7) (8) (9),,,,
281,"Wellness AcquisitionCo, Inc. (dba SPINS)",IT Services,10.99  %,S +  5.50  %,01/20/27,21557,21308,21234,(7) (8),,,,
282,"Wellness AcquisitionCo, Inc. (dba SPINS)",IT Services,S +  5.50  %,01/20/27,2600,(  27,),(  39,),(7) (8) (9),,,
283,"Wellness AcquisitionCo, Inc. (dba SPINS)",IT Services,S +  5.50  %,01/20/27,4000,(  25,),(  60,),(7) (8) (9),,,
284,"WSO2, Inc.",IT Services,12.97  %,S +  7.50  % (Incl.  3.00  % PIK),11/04/26,33130,32749,32799,(7) (8),,,,
285,Xactly Corporation,IT Services,12.74  %,S +  7.25  %,07/31/25,62025,61410,61095,(7) (8),,,,
286,Xactly Corporation,IT Services,S +  7.25  %,07/31/25,3874,(  32,),(  58,),(7) (8) (9),,,
287,"Circustrix Holdings, LLC (dba SkyZone)",Leisure Products,12.11  %,S +  6.75  %,07/18/28,4183,4083,4099,(7) (8),,,,
288,"Circustrix Holdings, LLC (dba SkyZone)",Leisure Products,S +  6.75  %,07/18/28,269,(  6,),(  5,),(7) (8) (9),,,
289,"Circustrix Holdings, LLC (dba SkyZone)",Leisure Products,S +  6.75  %,07/18/28,538,(  6,),(  11,),(7) (8) (9),,,
290,Recorded Books Inc. (dba RBMedia),Media,11.64  %,S +  6.25  %,09/03/30,9251,9005,9066,(7) (8),,,,
291,Recorded Books Inc. (dba RBMedia),Media,S +  6.25  %,08/31/28,749,(  19,),(  15,),(7) (8) (9),,,
292,"LS Clinical Services Holdings, Inc (dba CATO)",Pharmaceuticals,12.90  %,S +  7.25  % (Incl.  6.25  % PIK),12/16/27,15584,15310,14026,(7) (8),,,,
293,"LS Clinical Services Holdings, Inc (dba CATO)",Pharmaceuticals,12.88  %,S +  7.25  % (Incl.  6.25  % PIK),06/16/27,2219,843,658,(7) (8) (9),,,,
294,"Amspec Parent, LLC",Professional Services,11.10  %,S +  5.75  %,12/05/30,3523,3436,3435,(7),,,,
295,"Amspec Parent, LLC",Professional Services,S +  5.75  %,12/05/30,508,(  6,),(  6,),(7) (9),,,
296,"Amspec Parent, LLC",Professional Services,S +  5.75  %,12/05/29,476,(  12,),(  12,),(7) (9),,,
297,"Bullhorn, Inc.",Professional Services,10.96  %,S +  5.50  %,09/30/26,26020,25398,25890,(7) (8),,,,
298,"Bullhorn, Inc.",Professional Services,10.96  %,S +  5.50  %,09/30/26,4634,4620,4610,(7) (8),,,,
299,"Bullhorn, Inc.",Professional Services,10.96  %,S +  5.50  %,09/30/26,1204,1194,1198,(7) (8),,,,
300,"Bullhorn, Inc.",Professional Services,10.96  %,S +  5.50  %,09/30/26,540,527,537,(7) (8),,,,
301,"Bullhorn, Inc.",Professional Services,10.96  %,S +  5.50  %,09/30/26,430,420,428,(7) (8),,,,
302,"Bullhorn, Inc.",Professional Services,S +  5.50  %,09/30/26,1344,(  10,),(  7,),(7) (8) (9),,,
303,Chronicle Bidco Inc. (dba Lexitas),Professional Services,12.13  %,S +  6.75  %,05/18/29,45505,44034,44595,(7) (8),,,,
304,Chronicle Bidco Inc. (dba Lexitas),Professional Services,12.13  %,S +  6.75  %,05/18/29,4753,1578,1568,(7) (8) (9),,,,
305,Diligent Corporation,Professional Services,10.20  %,E +  6.25  %,08/04/25,€,37289,42808,41062,(7) (8),,,
306,Diligent Corporation,Professional Services,11.78  %,S +  6.25  %,08/04/25,24102,23641,24042,(7) (8),,,,
307,Diligent Corporation,Professional Services,11.76  %,S +  6.25  %,08/04/25,3100,1650,1666,(7) (8) (9),,,,
308,"iCIMS, Inc.",Professional Services,12.62  %,S +  7.25  % (Incl.  3.88  % PIK),08/18/28,45867,45245,44377,(7) (8),,,,
309,"iCIMS, Inc.",Professional Services,12.10  %,S +  6.75  %,08/18/28,4199,644,565,(7) (8) (9),,,,
310,"iCIMS, Inc.",Professional Services,S +  3.38  %,08/18/28,9377,—,(  305,),(7) (8) (9),,,,
311,"NFM & J, L.P. (dba the Facilities Group)",Professional Services,11.24  %,S +  5.75  %,11/30/27,17186,16932,16842,(7) (8),,,,
312,Investment  (1)(5),Industry  (2),Interest  Rate  (3),Reference Rate  and Spread  (3),Maturity,Par  (4),Cost,Fair  Value,Footnotes,,,,
313,"NFM & J, L.P. (dba the Facilities Group)",Professional Services,11.23  %,S +  5.75  %,11/30/27,$,16908,$,16668,$,16570.0,(7) (8),
314,"NFM & J, L.P. (dba the Facilities Group)",Professional Services,S +  5.75  %,11/30/27,2992,(  40,),(  60,),(7) (8) (9),,,
315,"Pluralsight, Inc",Professional Services,13.56  %,S +  8.00  %,04/06/27,75915,74966,72119,(7) (8),,,,
316,"Pluralsight, Inc",Professional Services,13.52  %,S +  8.00  %,04/06/27,5100,3903,3708,(7) (8) (9),,,,
317,HowlCO LLC (dba Lone Wolf),Real Estate Mgmt. & Development,12.08  %,S +  6.00  %,10/23/26,34868,34548,33125,(6) (7) (8),,,,
318,HowlCO LLC (dba Lone Wolf),Real Estate Mgmt. & Development,11.53  %,S +  6.00  %,10/23/26,11284,11217,10720,(6) (7) (8),,,,
319,HowlCO LLC (dba Lone Wolf),Real Estate Mgmt. & Development,12.08  %,S +  6.00  %,10/23/26,10696,10634,10161,(6) (7) (8),,,,
320,MRI Software LLC,Real Estate Mgmt. & Development,10.95  %,S +  5.50  %,02/10/27,22980,22408,22434,,,,,
321,MRI Software LLC,Real Estate Mgmt. & Development,10.95  %,S +  5.50  %,02/10/26,6469,6452,6316,,,,,
322,MRI Software LLC,Real Estate Mgmt. & Development,S +  5.50  %,02/10/27,1612,(  16,),(  38,),(9),,,
323,"Zarya Intermediate, LLC (dba iOFFICE)",Real Estate Mgmt. & Development,11.89  %,S +  6.50  %,07/01/27,76666,76666,75899,(7) (8),,,,
324,"Zarya Intermediate, LLC (dba iOFFICE)",Real Estate Mgmt. & Development,11.89  %,S +  6.50  %,07/01/27,7987,6846,6766,(7) (8) (9),,,,
325,"Abacus Data Holdings, Inc. (dba Clutch Intermediate Holdings)",Software,11.71  %,S +  6.25  %,03/10/27,16058,15819,15737,(7) (8),,,,
326,"Abacus Data Holdings, Inc. (dba Clutch Intermediate Holdings)",Software,11.71  %,S +  6.25  %,03/10/27,1680,1668,1647,(7) (8),,,,
327,"Abacus Data Holdings, Inc. (dba Clutch Intermediate Holdings)",Software,11.71  %,S +  6.25  %,03/10/27,1220,898,891,(7) (8) (9),,,,
328,"Acquia, Inc.",Software,12.74  %,S +  7.00  %,10/31/25,42164,41316,41321,(7) (8),,,,
329,"Acquia, Inc.",Software,12.60  %,S +  7.00  %,10/31/25,3268,1573,1543,(7) (8) (9),,,,
330,"Acquia, Inc.",Software,S +  7.00  %,10/31/25,10554,—,—,(7) (8) (9),,,,,
331,"AQ Helios Buyer, Inc. (dba SurePoint)",Software,12.63  %,S +  7.00  %,07/01/26,39210,38758,37544,(7) (8),,,,
332,"AQ Helios Buyer, Inc. (dba SurePoint)",Software,13.63  %,S +  8.00  %,07/01/26,6600,6600,6468,(7) (8),,,,
333,"AQ Helios Buyer, Inc. (dba SurePoint)",Software,13.63  %,S +  8.00  %,07/01/26,12500,3994,3744,(7) (8) (9),,,,
334,"AQ Helios Buyer, Inc. (dba SurePoint)",Software,13.66  %,S +  8.00  %,07/01/26,2339,2339,2292,(7) (8),,,,
335,"AQ Helios Buyer, Inc. (dba SurePoint)",Software,12.89  %,S +  7.00  %,07/01/26,4570,1324,1177,(7) (8) (9),,,,
336,"Arrow Buyer, Inc. (dba Archer Technologies)",Software,11.85  %,S +  6.50  %,07/01/30,2942,2872,2898,(7) (8),,,,
337,"Arrow Buyer, Inc. (dba Archer Technologies)",Software,S +  6.50  %,07/01/30,679,(  8,),(  10,),(7) (8) (9),,,
338,CivicPlus LLC,Software,12.04  %,S +  6.50  % (Incl.  2.50  % PIK),08/24/27,6489,6393,6407,(7) (8),,,,
339,CivicPlus LLC,Software,12.04  %,S +  6.50  % (Incl.  2.50  % PIK),08/24/27,6434,6341,6354,(7) (8),,,,
340,CivicPlus LLC,Software,12.04  %,S +  6.50  % (Incl.  2.50  % PIK),08/24/27,3049,3001,3011,(7) (8),,,,
341,CivicPlus LLC,Software,11.46  %,S +  6.00  %,08/24/27,1217,396,398,(7) (8) (9),,,,
342,"CloudBees, Inc.",Software,12.47  %,S +  7.00  % (Incl.  2.50  % PIK),11/24/26,29473,28324,29179,(7) (8),,,,
343,"CloudBees, Inc.",Software,12.47  %,S +  7.00  % (Incl.  2.50  % PIK),11/24/26,12595,12077,12469,(7) (8),,,,
344,"Crewline Buyer, Inc. (dba New Relic)",Software,12.10  %,S +  6.75  %,11/08/30,3482,3396,3395,(7),,,,
345,"Crewline Buyer, Inc. (dba New Relic)",Software,S +  6.75  %,11/08/30,363,(  9,),(  9,),(7) (9),,,
346,"Gainsight, Inc.",Software,12.28  %,S +  6.75  % PIK,07/30/27,50191,49715,49312,(7) (8),,,,
347,"Gainsight, Inc.",Software,12.28  %,S +  6.75  % PIK,07/30/27,5447,2654,2616,(7) (8) (9),,,,
348,"GovDelivery Holdings, LLC (dba Granicus, Inc.)",Software,12.48  %,S +  7.00  % (Incl.  1.50  % PIK),01/29/27,29255,28832,29108,(7) (8),,,,
349,"GovDelivery Holdings, LLC (dba Granicus, Inc.)",Software,11.48  %,S +  6.00  %,01/29/27,3752,3704,3734,(7) (8),,,,
350,"GovDelivery Holdings, LLC (dba Granicus, Inc.)",Software,11.96  %,S +  6.50  %,01/29/27,2583,599,607,(7) (8) (9),,,,
351,"Governmentjobs.com, Inc. (dba NeoGov)",Software,S +  5.50  %,12/01/28,12952,(  12,),(  162,),(7) (8) (9),,,
352,"Governmentjobs.com, Inc. (dba NeoGov)",Software,10.96  %,S +  5.50  %,12/01/28,41645,41566,41125,(7) (8),,,,
353,"Governmentjobs.com, Inc. (dba NeoGov)",Software,10.96  %,S +  5.50  %,12/01/28,1762,1744,1740,(7) (8),,,,
354,"Governmentjobs.com, Inc. (dba NeoGov)",Software,S +  5.50  %,12/02/27,4710,(  8,),(  59,),(7) (8) (9),,,
355,"NAVEX TopCo, Inc.",Software,11.11  %,S +  5.75  %,11/09/30,9190,9009,9006,(7),,,,
356,"NAVEX TopCo, Inc.",Software,S +  5.75  %,11/09/28,810,(  16,),(  16,),(7) (9),,,
357,"Ncontracts, LLC",Software,11.80  %,S +  6.50  %,12/11/29,10689,10423,10422,(7),,,,
358,"Ncontracts, LLC",Software,S +  6.50  %,12/11/29,987,(  12,),(  12,),(7) (9),,,
359,Investment  (1)(5),Industry  (2),Interest  Rate  (3),Reference Rate  and Spread  (3),Maturity,Par  (4),Cost,Fair  Value,Footnotes,,,,
360,"Ncontracts, LLC",Software,S +  6.50  %,12/11/29,$,987,$,(  24,),$,(  25,),(7) (9)
361,"Onyx CenterSource, Inc.",Software,12.25  %,S +  6.75  %,12/15/28,13953,13642,13640,(7),,,,
362,"Onyx CenterSource, Inc.",Software,12.25  %,S +  6.75  %,12/15/28,1047,326,325,(7) (9),,,,
363,"Pioneer Buyer I, LLC",Software,12.35  %,S +  7.00  % PIK,11/01/28,29610,29264,29314,(7) (8),,,,
364,"Pioneer Buyer I, LLC",Software,S +  7.00  % PIK,11/01/27,4300,(  56,),(  43,),(7) (8) (9),,,
365,"Rubrik, Inc.",Software,12.52  %,S +  7.00  %,08/17/28,34387,34063,34043,(7) (8),,,,
366,"Rubrik, Inc.",Software,12.52  %,S +  7.00  %,08/17/28,4806,441,437,(7) (8) (9),,,,
367,"Singlewire Software, LLC",Software,11.35  %,S +  6.00  %,05/10/29,802,780,786,(7) (8),,,,
368,"Singlewire Software, LLC",Software,S +  6.00  %,05/10/29,129,(  3,),(  3,),(7) (8) (9),,,
369,"Smarsh, Inc.",Software,11.10  %,S +  5.75  %,02/16/29,26667,26455,26400,(8),,,,
370,"Smarsh, Inc.",Software,11.10  %,S +  5.75  %,02/16/29,6667,3294,3267,(8) (9),,,,
371,"Smarsh, Inc.",Software,S +  5.75  %,02/16/29,1667,(  12,),(  17,),(8) (9),,,
372,"Sundance Group Holdings, Inc. (dba NetDocuments)",Software,11.73  %,S +  6.25  %,07/02/27,41043,40631,40427,(7) (8),,,,
373,"Sundance Group Holdings, Inc. (dba NetDocuments)",Software,11.72  %,S +  6.25  %,07/02/27,12313,12156,12128,(7) (8),,,,
374,"Sundance Group Holdings, Inc. (dba NetDocuments)",Software,11.73  %,S +  6.25  %,07/02/27,4925,2416,2389,(7) (8) (9),,,,
375,"WorkForce Software, LLC",Software,12.79  %,S +  7.25  % (Incl.  3.00  % PIK),07/31/25,23217,22805,22985,(7) (8),,,,
376,"WorkForce Software, LLC",Software,12.79  %,S +  7.25  % (Incl.  3.00  % PIK),07/31/25,3274,3245,3242,(7) (8),,,,
377,"WorkForce Software, LLC",Software,12.82  %,S +  7.25  % (Incl.  3.00  % PIK),07/31/25,2407,2382,2383,(7) (8),,,,
378,"WorkForce Software, LLC",Software,S +  7.25  % (Incl.  3.00  % PIK),07/31/25,1894,(  14,),(  19,),(7) (8) (9),,,
379,"Badger Sportswear, Inc.","Textiles, Apparel & Luxury Goods",10.94  %,S +  4.50  %,01/21/24,6946,6946,6877,(8),,,,
380,"Ortholite, LLC","Textiles, Apparel & Luxury Goods",11.61  %,S +  6.25  %,09/29/27,5751,5697,5694,(7) (8),,,,
381,"Harrington Industrial Plastics, LLC",Trading Companies & Distributors,11.11  %,S +  5.75  %,10/07/30,16556,16153,16142,(7),,,,
382,"Harrington Industrial Plastics, LLC",Trading Companies & Distributors,11.11  %,S +  5.75  %,10/07/30,5644,3834,3810,(7) (9),,,,
383,"PT Intermediate Holdings III, LLC (dba Parts Town)",Trading Companies & Distributors,11.47  %,S +  5.98  %,11/01/28,22560,22389,22503,(7),,,,
384,"PT Intermediate Holdings III, LLC (dba Parts Town)",Trading Companies & Distributors,11.47  %,S +  5.98  %,11/01/28,2004,1988,1999,(7),,,,
385,"PT Intermediate Holdings III, LLC (dba Parts Town)",Trading Companies & Distributors,11.47  %,S +  5.98  %,11/01/28,1940,1925,1936,(7),,,,
386,"PT Intermediate Holdings III, LLC (dba Parts Town)",Trading Companies & Distributors,11.47  %,S +  5.98  %,11/01/28,1386,1376,1383,(7),,,,
387,"Internet Truckstop Group, LLC (dba Truckstop)",Transportation Infrastructure,10.50  %,S +  5.00  %,04/02/25,50650,49807,50144,(7) (8),,,,
388,"Internet Truckstop Group, LLC (dba Truckstop)",Transportation Infrastructure,S +  5.00  %,04/02/25,4400,(  28,),(  44,),(7) (8) (9),,,
389,Total 1st Lien/Senior Secured Debt,3079885,2981036,,,,,,,,,,
390,1st Lien/Last-Out Unitranche (11) -  6.64  %,,,,,,,,,,,,
391,"Doxim, Inc.",Financial Services,11.86  %,S +  6.40  %,06/01/26,$,38967,$,38232,$,37019,(7) (8),
392,"Doxim, Inc.",Financial Services,11.86  %,S +  6.40  %,06/01/26,22863,22362,21720,(7) (8),,,,
393,"EDB Parent, LLC (dba Enterprise DB)",Software,12.10  %,S +  6.75  %,07/07/28,19504,19082,19016,(7) (8),,,,
394,"EDB Parent, LLC (dba Enterprise DB)",Software,12.10  %,S +  6.75  %,07/07/28,7591,3439,3249,(7) (8) (9),,,,
395,"EIP Consolidated, LLC (dba Everest Infrastructure)",Wireless Telecommunication Services,S +  6.25  %,12/07/28,3745,(  37,),(  37,),(7) (9),,,
396,"EIP Consolidated, LLC (dba Everest Infrastructure)",Wireless Telecommunication Services,11.61  %,S +  6.25  %,12/07/28,6255,6193,6193,(7),,,,
397,"K2 Towers III, LLC",Wireless Telecommunication Services,11.91  %,S +  6.55  %,12/06/28,10000,7294,7293,(7) (9),,,,
398,Skyway Towers Intermediate LLC,Wireless Telecommunication Services,11.73  %,S +  6.37  %,12/22/28,6150,6089,6088,(7),,,,
399,Skyway Towers Intermediate LLC,Wireless Telecommunication Services,S +  6.37  %,12/22/28,3850,(  38,),(  39,),(7) (9),,,
400,Thor FinanceCo LLC (dba Harmoni Towers),Wireless Telecommunication Services,12.46  %,S +  7.00  %,08/24/28,3111,3073,3080,(7) (8),,,,
401,Thor FinanceCo LLC (dba Harmoni Towers),Wireless Telecommunication Services,S +  7.00  %,08/24/28,1889,(  22,),(  19,),(7) (8) (9),,,
402,"Towerco IV Holdings, LLC",Wireless Telecommunication Services,9.71  %,S +  4.25  %,08/31/28,5000,2850,2867,(7) (8) (9),,,,
403,Total 1st Lien/Last-Out Unitranche,108517,106430,,,,,,,,,,
404,Investment  (1)(5),Industry  (2),Interest  Rate  (3),Reference Rate  and Spread  (3),Maturity,Par  (4),Cost,Fair  Value,Footnotes,,,,
405,2nd Lien/Senior Secured Debt -  4.16  %,,,,,,,,,,,,
406,MPI Products LLC,Automobile Components,07/15/25,$,7412,$,—,$,—,(8) (12),,,
407,"MPI Engineered Technologies, LLC",Automobile Components,12.00  % PIK,07/15/25,18283,16741,14809,(8) (13),,,,,
408,"Wine.com, LLC",Beverages,17.38  %,S +  12.00  % PIK,04/03/27,9550,10168,10123,(7) (8) (14),,,,
409,"Chase Industries, Inc. (dba Senneca Holdings)",Building Products,10.00  % PIK,11/11/25,12150,9714,1701,(7) (8) (13),,,,,
