,Company(1),Business Description,Investment,Interest(3)(7),Acquisition  Date,Amortized  Cost,,Fair  Value,,Percentage  of Net  Assets,,,
222,"Athenahealth, Inc., VVC Holding Corp., Virence Intermediate Holding Corp., and Virence Holdings LLC (17)",Revenue cycle management provider to the physician practices and acute care hospitals,Class A interests (0.39% interest),,2/11/2019,9.0,,,25.5,,(2),,
223,"Bambino Group Holdings, LLC",Dental services provider,"Class A preferred units (1,000,000 units)",,12/21/2016,1.0,,,1.3,,(2),,
224,"Bearcat Buyer, Inc. and Bearcat Parent, Inc. (17)",Provider of central institutional review boards over clinical trials,Second lien senior secured loan ($69.5 par due 7/2027),9.25% (Libor + 8.25%/Q),7/9/2019,69.5,,,69.5,,(2)(13),,
225,,,Second lien senior secured loan ($12.7 par due 7/2027),9.25% (Libor + 8.25%/Q),9/10/2019,12.7,,,12.7,,(2)(13),,
226,,,"Class B common units (4,211 units)",,7/9/2019,4.2,,,11.3,,(2),,
228,"CCS-CMGC Holdings, Inc. (17)",Correctional facility healthcare operator,First lien senior secured revolving loan,,10/1/2018,0,,,0,,(15),,
229,,,First lien senior secured loan ($34.0 par due 10/2025),5.58% (Libor + 5.50%/M),9/25/2018,33.8,,,33.4,,,,
231,"Center for Autism and Related Disorders, LLC (17)",Autism treatment and services provider specializing in applied behavior analysis therapy,First lien senior secured revolving loan ($2.2 par due 11/2023),5.62% (Libor + 5.50%/Q),11/21/2018,2.2,,,2.1,,(2)(16),,
233,"Comprehensive EyeCare Partners, LLC (17)",Vision care practice management company,First lien senior secured revolving loan ($0.5 par due 2/2024),7.00% (Libor + 5.75%/Q),2/14/2018,0.5,,,0.5,,(2)(13),,
234,,,First lien senior secured loan ($9.4 par due 2/2024),7.00% (Libor + 5.75%/Q),2/14/2018,9.4,,,9.4,,(2)(13),,
235,,,First lien senior secured loan ($0.3 par due 2/2024),8.00% (Base Rate + 4.75%/Q),4/19/2021,0.3,,,0.3,,(2)(13),,
236,,,First lien senior secured loan ($1.4 par due 2/2024),7.00% (Libor + 5.75%/Q),4/19/2021,1.4,,,1.4,,(2)(13),,
238,"Convey Health Solutions, Inc.",Healthcare workforce management software provider,First lien senior secured loan ($2.7 par due 9/2026),5.50% (Libor + 4.75%/Q),9/4/2019,2.7,,,2.7,,(13),,
239,"CVP Holdco, Inc. and OMERS Wildcats Investment Holdings LLC (17)",Veterinary hospital operator,First lien senior secured revolving loan,,10/31/2019,0,,,0,,(15),,
240,,,First lien senior secured loan ($39.5 par due 10/2025),6.25% (Libor + 5.25%/Q),10/31/2019,39.5,,,39.5,,(13),,
241,,,First lien senior secured loan ($4.4 par due 10/2025),6.25% (Libor + 5.25%/Q),4/26/2021,4.4,,,4.4,,(2)(13),,
242,,,"Common stock (32,429 shares)",,10/31/2019,10.0,,,14.1,,(2),,
244,"GHX Ultimate Parent Corporation, Commerce Parent, Inc. and Commerce Topco, LLC (17)",On-demand supply chain automation solutions provider to the healthcare industry,Second lien senior secured loan ($114.0 par due 5/2029),7.50% (Libor + 6.75%/Q),5/26/2021,114.0,,,112.9,,(2)(13),,
245,,,"Class A units (14,013,303 units)",,6/30/2017,14.0,,,29.1,,(2),,
247,"Global Medical Response, Inc.",Emergency air medical services provider,Senior subordinated loan ($145.1 par due 3/2026),8.88% (Libor + 7.88%/Q),3/14/2018,145.1,,,145.1,,(2)(13),,
248,,,"Warrant to purchase up to 115,733 units of common stock (expires 3/2028)",,3/14/2018,0.9,,,3.0,,(2),,
250,"HealthEdge Software, Inc. (17)","Provider of financial, administrative and clinical software platforms to the healthcare industry",First lien senior secured revolving loan ($1.3 par due 4/2026),7.25% (Libor + 6.25%/Q),4/9/2020,1.2,,,1.3,,(2)(13),,
251,,,First lien senior secured loan ($14.4 par due 4/2026),7.25% (Libor + 6.25%/Q),4/9/2020,14.4,,,14.4,,,,
252,,,First lien senior secured loan ($47.5 par due 4/2026),7.25% (Libor + 6.25%/Q),12/16/2020,47.5,,,47.5,,(2)(13),,
254,"Honor Technology, Inc.",Nursing and home care provider,First lien senior secured loan ($2.5 par due 8/2026),11.00% (Libor + 10.00%/M),8/6/2021,2.4,,,2.5,,(2)(13),,
255,,,"Warrant to purchase up to 133,333 shares of series D-2 preferred stock (expires 8/2031)",,8/6/2021,0.1,,,0.1,,(2),,
257,"JDC Healthcare Management, LLC (17)",Dental services provider,First lien senior secured revolving loan ($4.3 par due 4/2022),,4/10/2017,3.8,,,3.2,,(2)(12),,
258,,,First lien senior secured loan ($36.4 par due 4/2023),,4/10/2017,31.7,,,27.4,,(2)(12),,
260,"KBHS Acquisition, LLC (d/b/a Alita Care, LLC) (17)",Provider of behavioral health services,First lien senior secured revolving loan ($1.3 par due 3/2022),"6.00% (Libor + 4.00% Cash, 1.00% PIK/M)",3/17/2017,1.3,,,1.3,,(2)(13),,
261,"MCH Holdings, Inc., MC Acquisition Holdings I, LLC and Privia Health Group, Inc.",Healthcare professional provider,First lien senior secured loan ($111.0 par due 7/2022),8.50% (Libor + 7.00%/M),7/26/2017,111.0,,,111.0,,(13),,
262,,,"Common stock (343,094 shares)",,4/30/2021,0,,,8.0,,(2),,
263,,,"Class A units (1,438,643 shares)",,1/17/2014,0,,,0.6,,(2),,
266,"Minerva Surgical, Inc.",Medical device company focused on women's health,First lien senior secured loan ($32.4 par due 12/2022),"11.50% (Libor + 3.50% Cash, 6.00% PIK/Q)",12/30/2019,31.9,,,34.5,,(2)(13),,
267,"Napa Management Services Corporation and ASP NAPA Holdings, LLC",Anesthesia management services provider,Second lien senior secured loan ($72.8 par due 10/2023),11.00% (Libor + 10.00%/M),4/19/2016,72.8,,,72.8,,(2)(13),,
268,,,"Preferred units (1,842 units)",15.00% PIK,6/29/2020,0.1,,,0.1,,(2),,
269,,,"Senior preferred units (5,320 units)",8.00% PIK,6/29/2020,0.3,,,0.3,,(2),,
270,,,"Class A units (25,277 units)",,4/19/2016,2.5,,,4.9,,(2),,
272,NMN Holdings III Corp. and NMN Holdings LP (17),Provider of complex rehabilitation technology solutions for patients with mobility loss,First lien senior secured revolving loan,-%,11/13/2018,0,,,0,,(15),,
273,,,"Partnership units (30,000 units)",,11/13/2018,3.0,,,2.9,,(2),,
275,"NueHealth Performance, LLC (17)","Developer, builder and manager of specialty surgical hospitals and ambulatory surgery centers",First lien senior secured revolving loan ($3.3 par due 9/2023),8.25% (Libor + 7.25%/M),9/27/2018,3.3,,,3.3,,(2)(13),,
276,,,First lien senior secured loan ($12.5 par due 9/2023),8.25% (Libor + 7.25%/M),9/27/2018,12.5,,,12.5,,(13),,
277,,,First lien senior secured loan ($2.5 par due 9/2023),8.25% (Libor + 7.25%/M),2/1/2020,2.5,,,2.5,,(2)(13),,
279,"Olympia Acquisition, Inc. and Olympia TopCo, L.P. (17)",Behavioral health and special education platform provider,First lien senior secured revolving loan ($10.1 par due 9/2024),"8.50% (Libor + 5.50% Cash, 2.00% PIK/M)",9/24/2019,10.1,,,8.9,,(2)(13),,
280,,,First lien senior secured revolving loan ($0.2 par due 9/2024),"8.50% (Libor + 5.50% Cash, 2.00% PIK/Q)",12/17/2020,0.2,,,0.1,,(2)(13),,
281,,,First lien senior secured loan ($42.2 par due 9/2026),"8.50% (Libor + 5.50% Cash, 2.00% PIK/M)",9/24/2019,42.2,,,37.1,,(13),,
282,,,First lien senior secured loan ($0.6 par due 9/2026),"8.50% (Libor + 5.50% Cash, 2.00% PIK/M)",12/31/2020,0.6,,,0.6,,(13),,
283,,,"Preferred units (417,189)",15.00% PIK,7/28/2021,0.3,,,0.3,,(2),,
284,,,"Class A common units (9,549,000 units)",,9/24/2019,9.5,,,1.4,,(2),,
286,"OMH-HealthEdge Holdings, LLC","Provider of financial, administrative and clinical software platforms to the healthcare industry",First lien senior secured loan ($26.2 par due 10/2025),6.50% (Libor + 5.50%/Q),10/24/2019,26.2,,,26.2,,(13),,
287,,,First lien senior secured loan ($15.4 par due 10/2025),6.50% (Libor + 5.50%/Q),3/10/2021,15.4,,,15.4,,(13),,
289,"OSYS Holdings, LLC",Provider of technology-enabled solutions to pharmacies,Limited liability company membership interest (1.57%),,11/21/2013,1.0,,,2.5,,(2),,
290,Pathway Vet Alliance LLC and Jedi Group Holdings LLC (17),Veterinary hospital operator,First lien senior secured revolving loan,-%,3/31/2020,0,,,0,,(15),,
291,,,Second lien senior secured loan ($76.3 par due 3/2028),8.75% (Libor + 7.75%/M),3/31/2020,76.3,,,76.3,,(2)(13),,
292,,,"Class R common units (6,004,768 units)",,3/31/2020,6.0,,,9.6,,(2),,
294,PhyMED Management LLC,Provider of anesthesia services,Second lien senior secured loan ($54.1 par due 9/2022),"15.00% (Libor rate + 3.00% cash, 11.00%/Q)",12/18/2015,54.0,,,50.9,,(2)(13),,
295,Premise Health Holding Corp. and OMERS Bluejay Investment Holdings LP (17),Provider of employer-sponsored onsite health and wellness clinics and pharmacies,First lien senior secured revolving loan ($12.0 par due 7/2023),3.37% (Libor + 3.25%/Q),7/10/2018,12.0,,,12.0,,(2)(16),,
296,,,First lien senior secured loan ($8.7 par due 7/2025),3.63% (Libor + 3.50%/Q),7/10/2018,8.7,,,8.7,,,,
298,,,Second lien senior secured loan ($67.1 par due 7/2026),7.63% (Libor + 7.50%/Q),7/10/2018,66.7,,,67.1,,(2),,
299,,,"Class A units (9,775 units)",,7/10/2018,9.8,,,18.3,,(2),,
301,"Respicardia, Inc.",Developer of implantable therapies to improve cardiovascular health,"Warrant to purchase up to 99,094 shares of Series C preferred stock (expires 6/2022)",,6/28/2012,0,,,0,,(2),,
302,"RTI Surgical, Inc. and Pioneer Surgical Technology, Inc. (17)","Manufacturer of biologic, metal and synthetic implants/devices",First lien senior secured revolving loan ($4.0 par due 7/2026),8.25% (Libor + 6.75%/M),7/20/2020,4.0,,,4.0,,(2)(13),,
303,,,First lien senior secured loan ($37.8 par due 7/2026),8.25% (Libor + 6.75%/Q),7/20/2020,37.8,,,37.8,,(13),,
305,"SiroMed Physician Services, Inc. and SiroMed Equity Holdings, LLC (17)",Outsourced anesthesia provider,First lien senior secured loan ($12.8 par due 3/2024),5.75% (Libor + 4.75%/Q),3/26/2018,12.8,,,10.6,,(13),,
306,,,"Common units (684,854 units)",,3/26/2018,4.8,,,0.5,,(2),,
308,"SM Wellness Holdings, Inc. and SM Holdco, Inc. (17)",Breast cancer screening provider,First lien senior secured loan ($3.4 par due 4/2028),5.50% (Libor + 4.75%/Q),4/15/2021,3.4,,,3.4,,(2)(13),,
309,,,"Series A units (8,041 units)",,8/1/2018,8.0,,,0.1,,(2),,
310,,,"Series B units (804,142 units)",,8/1/2018,0,,,8.8,,(2),,
312,"Symplr Software Inc. and Symplr Software Intermediate Holdings, Inc. (17)",SaaS based healthcare compliance platform provider,Second lien senior secured loan ($69.9 par due 12/2028),8.63% (Libor + 7.88%/Q),12/22/2020,69.9,,,69.9,,(2)(13),,
313,,,"Series C preferred shares (116,054 shares)",11.00% PIK,12/22/2020,124.1,,,124.1,,(2),,
315,"Synergy HomeCare Franchising, LLC and NP/Synergy Holdings, LLC (17)",Franchisor of private-pay home care for the elderly,First lien senior secured loan ($15.3 par due 4/2024),6.75% (Libor + 5.75%/Q),4/2/2018,15.3,,,15.3,,(13),,
316,,,Common units (550 units),,4/2/2018,0.5,,,1.0,,,,
318,"Teligent, Inc. (17)","Pharmaceutical company that develops, manufactures and markets injectable pharmaceutical products",Second lien senior secured loan ($0.9 par due 12/2022),,1/27/2021,0.9,,,0.4,,(2)(12),,
319,,,Second lien senior secured loan ($0.5 par due 12/2022),,1/27/2021,0.5,,,0.2,,(2)(10)(12),,
320,,,Second lien senior secured loan ($80.3 par due 12/2022),,12/13/2018,72.4,,,33.9,,(2)(12),,
321,,,"Series D preferred stock (77,725 shares)",,1/27/2021,0,,,0,,(2),,
322,,,"Warrant to purchase up to 4,904,916 shares of common stock (expires 4/2025)",,4/6/2020,0,,,0,,(2),,
323,,,"Warrant to purchase up to 122,548 shares of common stock (expires 7/2025)",,7/20/2020,0,,,0,,(2),,
325,Therapy Brands Holdings LLC (17),Provider of software solutions for the mental and behavioral health market segments,Second lien senior secured loan ($20.5 par due 5/2029),7.50% (Libor + 6.75%/Q),6/2/2021,20.3,,,20.3,,(2)(13),,
326,"Touchstone Acquisition, Inc. and Touchstone Holding, L.P.","Manufacturer of consumable products in the dental, medical, cosmetic and consumer/industrial end-markets",First lien senior secured loan ($36.1 par due 11/2025),4.83% (Libor + 4.75%/M),11/15/2018,36.1,,,36.1,,,,
327,,,"Class A preferred units (2,149 units)",8.00% PIK,11/15/2018,2.7,,,2.7,,(2),,
329,"U.S. Anesthesia Partners, Inc.",Anesthesiology service provider,Second lien senior secured loan ($68.0 par due 6/2025),8.25% (Libor + 7.25%/Q),6/16/2017,67.5,,,68.0,,(2)(13),,
330,"Urology Management Associates, LLC and JWC/UMA Holdings, L.P.",Urology private practice,First lien senior secured loan ($9.3 par due 8/2024),5.50% (Libor + 4.50%/M),8/31/2018,9.2,,,9.3,,(13),,
331,,,Limited partnership interests (3.64% interest),,8/31/2018,4.8,,,5.1,,(2),,
334,"Veterinary Practice Partners, LLC (17)",Veterinary hospital operator,First lien senior secured revolving loan,,1/20/2021,0,,,0,,(15),,
335,,,First lien senior secured loan ($23.7 par due 1/2027),6.50% (Libor + 5.50%/M),1/20/2021,23.7,,,23.7,,(2)(13),,
336,,,First lien senior secured loan ($11.6 par due 1/2027),6.50% (Libor + 5.50%/M),1/20/2021,11.6,,,11.6,,(13),,
338,Project Ruby Ultimate Parent Corp.,Provider of care coordination and transition management software solutions,Second lien senior secured loan ($193.1 par due 3/2029),7.25% (Libor + 6.50%/M),3/10/2021,193.1,,,193.1,,(2)(13),,
339,WSHP FC Acquisition LLC (17),Provider of biospecimen products for pharma research,First lien senior secured revolving loan ($2.7 par due 3/2024),7.25% (Libor + 6.25%/Q),3/30/2018,2.7,,,2.7,,(2)(13),,
340,,,First lien senior secured loan ($33.5 par due 3/2024),7.25% (Libor + 6.25%/Q),3/30/2018,33.5,,,33.5,,(13),,
341,,,First lien senior secured loan ($4.6 par due 3/2024),7.25% (Libor + 6.25%/Q),2/11/2019,4.6,,,4.6,,(13),,
342,,,First lien senior secured loan ($8.6 par due 3/2024),7.25% (Libor + 6.25%/Q),8/30/2019,8.6,,,8.6,,(13),,
343,,,First lien senior secured loan ($2.9 par due 3/2024),7.25% (Libor + 6.25%/Q),8/30/2019,2.9,,,2.9,,(2)(13),,
344,,,First lien senior secured loan ($10.9 par due 3/2024),7.25% (Libor + 6.25%/Q),10/31/2019,10.9,,,10.9,,(13),,
346,,,,,,2101.9,,,2117.0,,,24.8,%
348,Accommodations Plus Technologies LLC and Accommodations Plus Technologies Holdings LLC (17),Provider of outsourced crew accommodations and logistics management solutions to the airline industry,First lien senior secured revolving loan ($4.1 par due 5/2023),10.00% (Libor + 9.00%/Q),5/11/2018,4.1,,,3.9,,(2)(13),,
349,,,"Class A common units (236,358 units)",,5/11/2018,4.3,,,4.1,,,,
351,Aero Operating LLC,Provider of snow removal and melting service for airports and marine terminals,First lien senior secured loan ($36.7 par due 2/2026),8.00% (Libor + 6.50%/M),2/7/2020,36.7,,,36.7,,(13),,
352,"AMCP Clean Intermediate, LLC (17)",Provider of janitorial and facilities management services,First lien senior secured revolving loan,,10/1/2018,0,,,0,,(15),,
353,,,First lien senior secured loan ($1.3 par due 10/2024),7.00% (Libor + 6.00%/Q),7/31/2020,1.3,,,1.3,,(2)(13),,
354,,,First lien senior secured loan ($0.7 par due 10/2024),7.00% (Libor + 6.00%/Q),10/1/2020,0.7,,,0.7,,(2)(13),,
355,,,First lien senior secured loan ($8.6 par due 10/2024),7.00% (Libor + 6.00%/Q),12/14/2020,8.6,,,8.6,,(2)(13),,
357,"Capstone Acquisition Holdings, Inc. and Capstone Parent Holdings, LP (17)",Outsourced supply chain solutions provider to operators of distribution centers,First lien senior secured revolving loan ($2.3 par due 11/2025),7.00% (Base Rate + 3.75%/Q),11/12/2020,2.3,,,2.3,,(2)(13)(16),,
358,,,First lien senior secured loan ($0.3 par due 11/2027),5.75% (Libor + 4.75%/M),11/12/2020,0.3,,,0.3,,(2)(13),,
359,,,Second lien senior secured loan ($68.3 par due 11/2028),9.75% (Libor + 8.75%/M),11/12/2020,68.3,,,68.3,,(2)(13),,
360,,,"Class A units (10,581 units)",,11/12/2020,10.6,,,13.2,,(2),,
362,"Cozzini Bros., Inc. and BH-Sharp Holdings LP (17)",Provider of commercial knife sharpening and cutlery services in the restaurant industry,First lien senior secured loan ($12.3 par due 3/2023),"8.50% (Libor + 3.00% Cash, 4.50% PIK/S)",3/10/2017,12.3,,,11.1,,(2)(13),,
363,,,"Common units (2,950,000 units)",,3/10/2017,3.0,,,1.1,,(2),,
365,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (17)",Provider of legal process outsourcing and managed services,First lien senior secured revolving loan ($0.4 par due 6/2023),6.75% (Base Rate + 3.50%/Q),9/23/2016,0.4,,,0.4,,(2)(16),,
367,,,First lien senior secured revolving loan ($4.8 par due 6/2023),4.62% (Libor + 4.50%/Q),9/23/2016,4.8,,,4.7,,(2)(16),,
368,,,"Class A common stock (7,500 shares)",,8/19/2014,7.5,,,2.6,,(2),,
369,,,"Class B common stock (7,500 shares)",,8/19/2014,0,,,0,,(2),,
371,"Elevation Services Parent Holdings, LLC",Elevator service platform,First lien senior secured loan ($20.4 par due 12/2026),6.50% (Libor + 5.50%/Q),12/18/2020,20.4,,,20.4,,(2)(13),,
372,"HAI Acquisition Corporation and Aloha Topco, LLC (17)","Professional employer organization offering human resources, compliance and risk management services",First lien senior secured loan ($61.2 par due 11/2025),6.50% (Libor + 5.50%/M),11/1/2017,61.2,,,61.2,,(13),,
373,,,First lien senior secured loan ($27.1 par due 11/2025),6.00% (Libor + 5.25%/Q),9/28/2021,27.1,,,27.1,,(2)(13),,
374,,,"Class A units (16,980 units)",,11/1/2017,1.7,,,2.3,,(2),,
376,"HH-Stella, Inc. and Bedrock Parent Holdings, LP (17)",Provider of municipal solid waste transfer management services,First lien senior secured revolving loan ($0.5 par due 4/2027),6.50% (Libor + 5.50%/Q),4/22/2021,0.5,,,0.5,,(2)(13),,
377,,,First lien senior secured loan ($1.8 par due 4/2028),6.50% (Libor + 5.50%/Q),4/22/2021,1.8,,,1.8,,(2)(13),,
378,,,"Class A units (25,490 units)",,4/22/2021,2.5,,,2.8,,(2),,
380,"IRI Holdings, Inc., IRI Group Holdings, Inc. and IRI Parent, L.P.",Market research company focused on the consumer packaged goods industry,First lien senior secured loan ($42.4 par due 12/2025),4.33% (Libor + 4.25%/M),11/30/2018,42.0,,,42.4,,,,
381,,,Second lien senior secured loan ($86.8 par due 11/2026),8.08% (Libor + 8.00%/M),11/30/2018,85.8,,,86.8,,(2),,
382,,,"Series A-1 preferred shares (46,900 shares)",11.50% PIK (Libor + 10.50% PIK/Q),11/30/2018,65.3,,,66.0,,(2)(13),,
383,,,"Class A-1 common units (90,500 units)",,11/30/2018,9.1,,,23.9,,(2),,
385,"Kellermeyer Bergensons Services, LLC (17)",Provider of janitorial and facilities management services,First lien senior secured loan ($13.1 par due 11/2026),6.75% (Libor + 5.75%/Q),11/7/2019,13.1,,,13.1,,(2)(13),,
386,,,First lien senior secured loan ($36.3 par due 11/2026),6.75% (Libor + 5.75%/Q),11/7/2019,36.0,,,36.3,,(13),,
387,,,First lien senior secured loan ($59.9 par due 11/2026),6.75% (Libor + 5.75%/Q),7/2/2021,59.9,,,59.9,,(2)(13),,
389,KPS Global LLC and Cool Group LLC,Manufacturer of walk-in cooler and freezer systems,First lien senior secured loan ($12.6 par due 4/2024),7.00% (Libor + 6.00%/M),4/5/2017,12.6,,,12.5,,(13),,
390,,,First lien senior secured loan ($3.4 par due 4/2024),7.00% (Libor + 6.00%/M),11/16/2018,3.4,,,3.4,,(13),,
391,,,"Class A units (13,292 units)",,9/21/2018,1.1,,,1.2,,,,
393,Laboratories Bidco LLC and Laboratories Topco LLC (17),Lab testing services for nicotine containing products,First lien senior secured loan ($45.5 par due 7/2027),6.75% (Libor + 5.75%/Q),7/23/2021,45.5,,,45.5,,(2)(13),,
394,,,First lien senior secured loan ($29.3 par due 6/2024),6.75% (Libor + 5.75%/Q),10/4/2019,29.3,,,29.3,,(13),,
395,,,First lien senior secured loan ($25.5 par due 6/2024),6.75% (CDOR + 5.75%/Q),10/4/2019,24.3,,,25.5,,(13),,
396,,,First lien senior secured loan ($20.7 par due 6/2024),6.75% (Libor + 5.75%/Q),10/30/2020,20.7,,,20.7,,(2)(13),,
397,,,"Class A units (3,099,335 units)",,7/23/2021,4.6,,,4.6,,(2),,
399,"Lakers Buyer, Inc. and Lakers Parent LLC (17)",Provider of fire safety and life safety services,First lien senior secured revolving loan ($2.2 par due 3/2027),6.75% (Libor + 5.75%/Q),3/22/2021,2.2,,,2.2,,(2)(13),,
401,,,First lien senior secured loan ($80.4 par due 3/2027),6.75% (Libor + 5.75%/Q),3/22/2021,80.4,,,80.4,,(2)(13),,
402,,,Second lien senior secured loan ($39.0 par due 9/2027),11.75% PIK (Libor + 10.75% PIK/Q),3/22/2021,39.0,,,39.0,,(2)(13),,
403,,,"Common units (46,990 units)",,3/22/2021,4.7,,,6.5,,(2),,
405,"Marmic Purchaser, LLC and Marmic Topco, L.P. (17)",Provider of recurring fire protection services,First lien senior secured revolving loan,,3/5/2021,0,,,0,,(15),,
406,,,First lien senior secured loan ($25.4 par due 3/2027),7.00% (Libor + 6.00%/Q),3/5/2021,25.4,,,25.4,,(2)(13),,
407,,,"Limited partnership units (1,674,000 units)",8.00% PIK,3/5/2021,1.8,,,1.9,,(2),,
409,"Microstar Logistics LLC, Microstar Global Asset Management LLC, MStar Holding Corporation and Kegstar USA Inc.",Keg management solutions provider,Second lien senior secured loan ($149.7 par due 7/2023),10.00% PIK (Libor + 9.00%/S),8/13/2020,149.7,,,142.2,,(13),,
410,,,"Series A preferred stock (1,507 shares)",,8/13/2020,1.5,,,1.8,,(2),,
411,,,"Common stock (54,710 shares)",,12/14/2012,4.9,,,3.3,,(2),,
413,"NAS, LLC and Nationwide Marketing Group, LLC (17)","Buying and marketing services organization for appliance, furniture and consumer electronics dealers",First lien senior secured loan ($6.4 par due 6/2024),7.50% (Libor + 6.50%/Q),11/3/2020,6.4,,,6.4,,(2)(13),,
414,Nest Topco Borrower Inc. and KKR Nest Co-Invest L.P. (17),Operator of multiple franchise concepts primarily related to home maintenance or repairs,Senior subordinated loan ($119.1 par due 8/2029),9.00% (Libor + 8.50%/Q),9/1/2021,119.1,,,117.9,,(2)(13),,
415,,,"Limited partner interest (9,725,000 interests)",,9/28/2021,9.7,,,9.7,,(2),,
417,"NM GRC Holdco, LLC",Regulatory compliance services provider to financial institutions,First lien senior secured loan ($35.7 par due 2/2024),"8.50% (Libor + 6.00% Cash, 1.50% PIK/Q)",2/9/2018,35.6,,,35.7,,(13),,
418,,,First lien senior secured loan ($9.5 par due 2/2024),"8.50% (Libor + 6.00% Cash, 1.50% PIK/Q)",2/9/2018,9.5,,,9.5,,(2)(13),,
420,"North American Fire Holdings, LLC and North American Fire Ultimate Holdings, LLC (17)",Provider of fire safety and life safety services,First lien senior secured loan ($20.1 par due 5/2027),7.00% (Libor + 6.00%/Q),5/19/2021,20.1,,,19.9,,(2)(13),,
421,,,"Common units (649,000 units)",,5/19/2021,0.6,,,0.6,,(2),,
423,"North Haven Stack Buyer, LLC (17)",Provider of environmental testing services,First lien senior secured revolving loan ($0.2 par due 7/2027),6.50% (Libor + 5.50%/Q),7/15/2021,0.2,,,0.2,,(2)(13),,
424,,,First lien senior secured loan ($10.8 par due 7/2027),6.50% (Libor + 5.50%/Q),7/15/2021,10.6,,,10.7,,(13),,
425,,,First lien senior secured loan ($0.3 par due 7/2027),6.50% (Libor + 5.50%/Q),7/15/2021,0.2,,,0.3,,(2)(13),,
427,Petroleum Service Group LLC (17),Provider of operational services for US petrochemical and refining companies,First lien senior secured revolving loan,,7/23/2019,0,,,0,,(15),,
428,,,First lien senior secured loan ($34.3 par due 7/2025),6.25% (Libor + 5.25%/Q),7/23/2019,34.3,,,34.3,,(13),,
429,,,First lien senior secured loan ($0.7 par due 7/2025),6.25% (Libor + 5.25%/M),7/23/2019,0.7,,,0.7,,(2)(13),,
431,"QC Supply, LLC (17)",Specialty distributor and solutions provider to the swine and poultry markets,First lien senior secured revolving loan ($8.7 par due 12/2021),,12/29/2016,8.6,,,4.6,,(2)(12)(16),,
433,,,First lien senior secured loan ($34.4 par due 12/2022),,12/29/2016,33.9,,,18.2,,(2)(12),,
435,R2 Acquisition Corp.,Marketing services,"Common stock (250,000 shares)",,5/29/2007,0.3,,,0.5,,(2),,
436,RC V Tecmo Investor LLC,Technology based aggregator for facility maintenance services,"Common member units (9,624,000 units)",,8/14/2020,8.3,,,19.4,,(2),,
437,"RE Community Holdings GP, LLC and RE Community Holdings, LP",Operator of municipal recycling facilities,Limited partnership interest (2.86% interest),,3/1/2011,0,,,0,,(2),,
438,"Registrar Intermediate, LLC and PSP Registrar Co-Investment Fund, L.P. (17)",Provider of FDA registration and consulting services,First lien senior secured loan ($37.9 par due 8/2027),6.50% (Libor + 5.50%/Q),8/26/2021,37.9,,,37.5,,(2)(13),,
439,,,Limited partner interests (1.13% interest),,8/26/2021,2.7,,,2.6,,(2),,
441,Rodeo AcquisitionCo LLC (17),Provider of food inspection and recovery services,First lien senior secured revolving loan ($0.5 par due 7/2027),7.00% (Libor + 6.00%/Q),7/26/2021,0.5,,,0.5,,(2)(13),,
442,,,First lien senior secured loan ($17.1 par due 7/2027),7.00% (Libor + 6.00%/Q),7/26/2021,17.1,,,16.9,,(2)(13),,
444,"SSE Buyer, Inc., Supply Source Enterprises, Inc., Impact Products LLC, The Safety Zone, LLC and SSE Parent, LP (17)","Manufacturer and distributor of personal protection equipment, commercial cleaning, maintenance and safety products",First lien senior secured loan ($21.5 par due 6/2026),10.22% (Libor + 9.22%/Q),6/30/2020,21.5,,,20.2,,(2)(13),,
445,,,"Limited partnership class A-1 units (2,173 units)",,6/30/2020,1.1,,,0.7,,(2),,
446,,,"Limited partnership class A-2 units (2,173 units)",,6/30/2020,1.1,,,0.7,,(2),,
448,"Startec Equity, LLC (5)",Communication services,Member interest,,4/1/2010,0,,,0,,,,
449,Stealth Holding LLC and UCIT Online Security Inc. (17),Live video monitoring solutions provider,First lien senior secured loan ($26.4 par due 3/2026),7.75% (Libor + 6.75%/Q),3/1/2021,26.4,,,26.4,,(6)(13),,
450,,,First lien senior secured loan ($0.8 par due 3/2026),9.00% (Base Rate + 5.75%/Q),3/1/2021,0.8,,,0.8,,(2)(6)(13),,
451,,,First lien senior secured loan ($19.9 par due 3/2026),7.75% (Libor + 6.75%/Q),3/1/2021,19.9,,,19.9,,(2)(6)(13),,
453,"Thermostat Purchaser III, Inc. (17)",Provider of commercial HVAC equipment maintenance and repair services,Second lien senior secured loan ($23.0 par due 8/2029),8.00% (Libor + 7.25%/Q),8/31/2021,23.0,,,22.8,,(2)(13),,
454,Tyden Group Holding Corp.,"Producer and marketer of global cargo security, product identification and traceability products and utility meter products","Preferred stock (46,276 shares)",,1/3/2017,0.4,,,0.7,,(6),,
455,,,"Common stock (5,521,203 shares)",,1/3/2017,2.0,,,3.6,,(6),,
457,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,First lien senior secured loan ($32.5 par due 8/2022),"8.50% (Libor + 5.75% Cash, 1.25% PIK/Q)",8/31/2017,32.5,,,31.2,,(2)(13),,
458,,,Senior subordinated loan ($85.1 par due 9/2024),16.00% PIK,8/31/2017,83.4,,,78.3,,(2),,
