,Company(1),Business Description,Investment,Interest(5)(10),Acquisition  Date,Amortized  Cost,Fair  Value
195,WSHP FC Acquisition LLC (19),Provider of biospecimen products,First lien senior secured revolving loan ($0.8 par due 3/2024),9.32% (Libor + 6.50%/Q),3/30/2018,0.8,0.8
196,WSHP FC Acquisition LLC (19),Provider of biospecimen products,First lien senior secured loan ($6.0 par due 3/2024),9.32% (Libor + 6.50%/Q),3/30/2018,6.0,6.0
197,WSHP FC Acquisition LLC (19),Provider of biospecimen products,First lien senior secured loan ($28.5 par due 3/2024),9.30% (Libor + 6.50%/Q),3/30/2018,28.5,28.5
201,Accommodations Plus Technologies LLC and Accommodations Plus Technologies Holdings LLC (19),Provider of outsourced crew accommodations and logistics management solutions to the airline industry,First lien senior secured loan ($12.5 par due 5/2024),7.62% (Libor + 5.00%/S),5/11/2018,12.5,12.5
202,Accommodations Plus Technologies LLC and Accommodations Plus Technologies Holdings LLC (19),Provider of outsourced crew accommodations and logistics management solutions to the airline industry,"Class A common units (236,358 units)",0,5/11/2018,4.5,6.4
204,Achilles Acquisition LLC (19),Benefits broker and outsourced workflow automation platform provider for brokers,First lien senior secured loan ($16.7 par due 10/2025),6.56% (Libor + 4.00%/M),10/11/2018,16.7,16.7
205,Achilles Acquisition LLC (19),Benefits broker and outsourced workflow automation platform provider for brokers,First lien senior secured loan ($21.4 par due 10/2025),6.56% (Libor + 4.00%/M),10/11/2018,21.4,21.3
207,"Blue Campaigns Intermediate Holding Corp. and Elevate Parent, Inc. (dba EveryAction) (19)",Provider of fundraising and organizing efforts and digital services to non-profits and political campaigns,First lien senior secured loan ($27.5 par due 8/2023),9.40% (Libor + 6.75%/Q),8/20/2018,27.5,27.4
208,"Blue Campaigns Intermediate Holding Corp. and Elevate Parent, Inc. (dba EveryAction) (19)",Provider of fundraising and organizing efforts and digital services to non-profits and political campaigns,"Series A preferred stock (150,000 shares)",0,9/26/2018,1.5,1.5
210,"CallMiner, Inc.",Provider of cloud-based conversational analytics solutions,"Warrant to purchase up to 2,350,636 shares of Series 1 preferred stock (expires 7/2024)",0,7/23/2014,0.0,0.0
211,"Chesapeake Research Review, LLC and Schulman Associates Institutional Review Board, Inc. (19)",Provider of central institutional review boards over clinical trials,First lien senior secured loan ($15.8 par due 11/2023),8.55% (Libor + 5.75%/Q),11/7/2017,15.8,15.8
212,"CMW Parent LLC (fka Black Arrow, Inc.)",Multiplatform media firm,Series A units (32 units),0,9/11/2015,0.0,0.0
213,Command Alkon Incorporated (19),Software solutions provider to the ready-mix concrete industry,First lien senior secured revolving loan ($2.9 par due 9/2022),9.50% (Base Rate + 4.00%/M),9/1/2017,2.9,2.9
214,Command Alkon Incorporated (19),Software solutions provider to the ready-mix concrete industry,First lien senior secured loan ($20.4 par due 9/2023),7.35% (Libor + 5.00%/M),9/1/2017,20.4,20.2
216,Command Alkon Incorporated (19),Software solutions provider to the ready-mix concrete industry,Second lien senior secured loan ($33.8 par due 3/2024),11.35% (Libor + 9.00%/M),9/1/2017,33.8,33.1
218,"Compusearch Software Systems, Inc.",Provider of enterprise software and services for organizations in the public sector,Second lien senior secured loan ($51.0 par due 11/2021),11.36% (Libor + 8.75%/Q),1/3/2017,51.0,51.0
219,"Compuware Parent, LLC",Web and mobile cloud performance testing and monitoring services provider,"Class A-1 common stock (4,132 units)",0,12/15/2014,2.3,2.6
220,"Compuware Parent, LLC",Web and mobile cloud performance testing and monitoring services provider,"Class B-1 common stock (4,132 units)",0,12/15/2014,0.5,0.5
221,"Compuware Parent, LLC",Web and mobile cloud performance testing and monitoring services provider,"Class C-1 common stock (4,132 units)",0,12/15/2014,0.3,0.3
222,"Compuware Parent, LLC",Web and mobile cloud performance testing and monitoring services provider,"Class A-2 common stock (4,132 units)",0,12/15/2014,0.0,0.0
223,"Compuware Parent, LLC",Web and mobile cloud performance testing and monitoring services provider,"Class B-2 common stock (4,132 units)",0,12/15/2014,0.0,0.0
224,"Compuware Parent, LLC",Web and mobile cloud performance testing and monitoring services provider,"Class C-2 common stock (4,132 units)",0,12/15/2014,0.0,0.0
226,"Directworks, Inc. and Co-Exprise Holdings, Inc.",Provider of cloud-based software solutions for direct materials sourcing and supplier management for manufacturers,First lien senior secured loan ($1.8 par due 4/2018),0,12/19/2014,1.3,0.2
227,"Directworks, Inc. and Co-Exprise Holdings, Inc.",Provider of cloud-based software solutions for direct materials sourcing and supplier management for manufacturers,"Warrant to purchase up to 1,875,000 shares of Series 1 preferred stock (expires 12/2024)",0,12/19/2014,0.0,0.0
229,Doxim Inc. (8)(19),Enterprise content management provider,First lien senior secured loan ($3.6 par due 2/2024),8.79% (Libor + 6.00%/Q),2/28/2018,3.6,3.6
230,Doxim Inc. (8)(19),Enterprise content management provider,First lien senior secured loan ($10.2 par due 2/2024),8.80% (Libor + 6.00%/Q),2/28/2018,10.0,10.2
232,"DRB Holdings, LLC (19)",Provider of integrated technology solutions to car wash operators,First lien senior secured revolving loan ($3.3 par due 10/2023),8.78% (Libor + 6.00%/Q),10/6/2017,3.3,3.3
233,"DRB Holdings, LLC (19)",Provider of integrated technology solutions to car wash operators,First lien senior secured loan ($23.7 par due 10/2023),8.80% (Libor + 6.00%/Q),10/6/2017,23.7,23.7
235,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (19)",Provider of legal process outsourcing and managed services,First lien senior secured revolving loan ($0.9 par due 9/2021),6.93% (Libor + 4.50%/M),9/23/2016,0.9,0.9
236,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (19)",Provider of legal process outsourcing and managed services,First lien senior secured revolving loan ($1.3 par due 9/2021),6.97% (Libor + 4.50%/M),9/23/2016,1.3,1.3
237,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (19)",Provider of legal process outsourcing and managed services,"Class A common stock (7,500 shares)",0,8/19/2014,7.5,7.4
238,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (19)",Provider of legal process outsourcing and managed services,"Class B common stock (7,500 shares)",0,8/19/2014,0.0,0.0
240,"Emergency Communications Network, LLC (19)",Provider of mission critical emergency mass notification solutions,First lien senior secured loan ($25.1 par due 6/2023),8.77% (Libor + 6.25%/M),6/1/2017,25.0,24.4
241,"Emergency Communications Network, LLC (19)",Provider of mission critical emergency mass notification solutions,First lien senior secured loan ($19.7 par due 6/2023),8.77% (Libor + 6.25%/M),6/1/2017,19.6,19.2
243,"EN Engineering, L.L.C. (19)","National utility services firm providing engineering and consulting services to natural gas, electric power and other energy and industrial end markets",First lien senior secured loan ($0.3 par due 6/2021),7.02% (Libor + 4.50%/M),6/30/2015,0.3,0.3
245,"EN Engineering, L.L.C. (19)","National utility services firm providing engineering and consulting services to natural gas, electric power and other energy and industrial end markets",First lien senior secured loan ($6.8 par due 6/2021),7.02% (Libor + 4.50%/M),6/30/2015,6.8,6.8
247,"Entertainment Partners, LLC and Entertainment Partners Canada Inc. (19)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($1.4 par due 5/2022),7.77% (CIBOR + 5.50%/M),5/8/2017,1.4,1.4
248,"Entertainment Partners, LLC and Entertainment Partners Canada Inc. (19)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($2.6 par due 5/2022),7.71% (Libor + 5.50%/M),5/8/2017,2.6,2.6
249,"Entertainment Partners, LLC and Entertainment Partners Canada Inc. (19)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($2.6 par due 5/2022),7.85% (Libor + 5.50%/M),5/8/2017,2.6,2.6
250,"Entertainment Partners, LLC and Entertainment Partners Canada Inc. (19)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($0.3 par due 5/2023),8.34% (Libor + 5.75%/Q),5/8/2017,0.3,0.3
251,"Entertainment Partners, LLC and Entertainment Partners Canada Inc. (19)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($26.4 par due 5/2023),8.34% (Libor + 5.75%/Q),5/8/2017,26.4,26.4
252,"Entertainment Partners, LLC and Entertainment Partners Canada Inc. (19)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($0.3 par due 5/2023),8.55% (Libor + 5.75%/Q),5/8/2017,0.3,0.3
253,"Entertainment Partners, LLC and Entertainment Partners Canada Inc. (19)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($22.0 par due 5/2023),8.55% (Libor + 5.75%/Q),5/8/2017,22.0,22.0
254,"Entertainment Partners, LLC and Entertainment Partners Canada Inc. (19)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($0.3 par due 5/2023),8.59% (Libor + 5.75%/Q),5/8/2017,0.3,0.3
255,"Entertainment Partners, LLC and Entertainment Partners Canada Inc. (19)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($26.4 par due 5/2023),8.59% (Libor + 5.75%/Q),5/8/2017,26.4,26.4
257,Episerver Inc. and Goldcup 17308 AB (8)(19),Provider of web content management and digital commerce solutions,First lien senior secured loan ($27.7 par due 10/2024),8.27% (Libor + 5.75%/M),10/9/2018,27.7,27.4
258,"First Insight, Inc.",Software company providing merchandising and pricing solutions to companies worldwide,"Warrant to purchase up to 122,827 units of Series C preferred stock (expires 3/2024)",0,3/20/2014,0.0,0.0
259,"Foundation Risk Partners, Corp. (19)",Full service independent insurance agency,First lien senior secured loan ($7.8 par due 11/2023),7.10% (Libor + 4.75%/M),11/10/2017,7.8,7.8
260,"Foundation Risk Partners, Corp. (19)",Full service independent insurance agency,First lien senior secured loan ($1.0 par due 11/2023),7.17% (Libor + 4.75%/Q),8/9/2018,1.0,1.0
261,"Foundation Risk Partners, Corp. (19)",Full service independent insurance agency,First lien senior secured loan ($3.4 par due 11/2023),7.34% (Libor + 4.75%/Q),8/9/2018,3.4,3.4
262,"Foundation Risk Partners, Corp. (19)",Full service independent insurance agency,First lien senior secured loan ($5.2 par due 11/2023),7.21% (Libor + 4.75%/Q),8/9/2018,5.2,5.2
263,"Foundation Risk Partners, Corp. (19)",Full service independent insurance agency,First lien senior secured loan ($22.3 par due 11/2023),7.10% (Libor + 4.75%/M),11/10/2017,22.3,22.3
264,"Foundation Risk Partners, Corp. (19)",Full service independent insurance agency,Second lien senior secured loan ($3.0 par due 11/2024),10.92% (Libor + 8.50%/Q),8/9/2018,3.0,3.0
265,"Foundation Risk Partners, Corp. (19)",Full service independent insurance agency,Second lien senior secured loan ($12.4 par due 11/2024),11.09% (Libor + 8.50%/Q),8/9/2018,12.4,12.4
266,"Foundation Risk Partners, Corp. (19)",Full service independent insurance agency,Second lien senior secured loan ($19.1 par due 11/2024),10.96% (Libor + 8.50%/Q),8/9/2018,19.1,19.1
267,"Foundation Risk Partners, Corp. (19)",Full service independent insurance agency,Second lien senior secured loan ($27.5 par due 11/2024),10.85% (Libor + 8.50%/M),11/10/2017,27.5,27.5
269,Genesis Acquisition Co. and Genesis Holding Co. (19),Child care management software and services provider,First lien senior secured loan ($5.5 par due 7/2024),6.52% (Libor + 4.00%/M),7/31/2018,5.5,5.4
270,Genesis Acquisition Co. and Genesis Holding Co. (19),Child care management software and services provider,Second lien senior secured loan ($25.8 par due 7/2025),10.02% (Libor + 7.50%/M),7/31/2018,25.8,25.4
271,Genesis Acquisition Co. and Genesis Holding Co. (19),Child care management software and services provider,Class A common stock (8 shares),0,7/31/2018,0.8,0.8
273,"GTCR-Ultra Holdings III, LLC and GTCR-Ultra Holdings LLC (19)",Provider of payment processing and merchant acquiring solutions,First lien senior secured loan ($6.5 par due 8/2024),7.77% (Libor + 5.25%/M),12/31/2018,6.5,6.5
274,"GTCR-Ultra Holdings III, LLC and GTCR-Ultra Holdings LLC (19)",Provider of payment processing and merchant acquiring solutions,Class A-2 units (911 units),0,8/1/2017,0.9,1.3
275,"GTCR-Ultra Holdings III, LLC and GTCR-Ultra Holdings LLC (19)",Provider of payment processing and merchant acquiring solutions,"Class B units (2,878,372 units)",0,8/1/2017,0.0,0.0
278,"HAI Acquisition Corporation and Aloha Topco, LLC (19)","Professional employer organization offering human resources, compliance and risk management services",First lien senior secured loan ($66.2 par due 11/2024),8.59% (Libor + 6.00%/Q),11/1/2017,66.2,65.6
279,"HAI Acquisition Corporation and Aloha Topco, LLC (19)","Professional employer organization offering human resources, compliance and risk management services","Class A units (16,980 units)",0,11/1/2017,1.7,1.8
281,"Help/Systems Holdings, Inc. (19)",Provider of IT operations management and cybersecurity software,First lien senior secured revolving loan ($1.0 par due 3/2023),6.27% (Libor + 3.75%/M),3/29/2018,1.0,1.0
282,IfByPhone Inc.,Voice-based marketing automation software provider,"Warrant to purchase up to 124,300 shares of Series C preferred stock (expires 10/2022)",0,10/15/2012,0.1,0.1
283,"Implementation Management Assistance, LLC (19)",Revenue cycle consulting firm to the healthcare industry,First lien senior secured revolving loan ($5.5 par due 12/2023),9.00% (Base Rate + 3.50%/Q),12/13/2017,5.5,5.5
284,"Implementation Management Assistance, LLC (19)",Revenue cycle consulting firm to the healthcare industry,First lien senior secured loan ($17.0 par due 12/2023),7.30% (Libor + 4.50%/Q),12/13/2017,17.0,16.8
286,"Infinite Electronics, Inc. (19)",Manufacturer and distributor of radio frequency and microwave electronic components,First lien senior secured revolving loan,0,7/2/2018,0.0,0.0
287,"Infinite Electronics, Inc. (19)",Manufacturer and distributor of radio frequency and microwave electronic components,First lien senior secured loan ($10.3 par due 7/2025),6.52% (Libor + 4.00%/M),7/2/2018,10.3,10.2
289,"Infogix, Inc. and Infogix Parent Corporation (19)",Enterprise data analytics and integrity software solutions provider,"Series A preferred stock (2,475 shares)",0,1/3/2017,2.5,2.5
290,"Infogix, Inc. and Infogix Parent Corporation (19)",Enterprise data analytics and integrity software solutions provider,"Common stock (1,297,768 shares)",0,1/3/2017,0.0,0.0
292,"Inmar, Inc.","Technology-driven solutions provider for retailers, wholesalers and manufacturers",Second lien senior secured loan ($28.3 par due 5/2025),10.52% (Libor + 8.00%/M),4/25/2017,27.9,28.3
293,"InterVision Systems, LLC and InterVision Holdings, LLC","Provider of cloud based IT solutions, infrastructure and services",First lien senior secured loan ($16.4 par due 5/2022),10.55% (Libor + 8.08%/M),5/31/2017,16.4,15.9
294,"InterVision Systems, LLC and InterVision Holdings, LLC","Provider of cloud based IT solutions, infrastructure and services",First lien senior secured loan ($24.7 par due 5/2022),10.24% (Libor + 7.72%/M),5/31/2017,24.7,24.0
295,"InterVision Systems, LLC and InterVision Holdings, LLC","Provider of cloud based IT solutions, infrastructure and services",First lien senior secured loan ($10.0 par due 5/2022),10.24% (Libor + 7.72%/M),5/31/2017,10.0,9.7
296,"InterVision Systems, LLC and InterVision Holdings, LLC","Provider of cloud based IT solutions, infrastructure and services","Class A membership units (1,000 units)",0,5/31/2017,1.0,0.6
298,"iParadigms Holdings, LLC",Anti-plagiarism software provider to the education market,Second lien senior secured loan ($32.5 par due 7/2022),10.05% (Libor + 7.25%/Q),1/3/2017,32.0,32.5
299,"iPipeline, Inc., Internet Pipeline, Inc., iPipeline Limited and iPipeline Holdings, Inc. (19)",Provider of SaaS-based software solutions to the insurance and financial services industry,First lien senior secured loan ($11.2 par due 8/2022),7.28% (Libor + 4.75%/M),12/18/2017,11.8,11.2
300,"iPipeline, Inc., Internet Pipeline, Inc., iPipeline Limited and iPipeline Holdings, Inc. (19)",Provider of SaaS-based software solutions to the insurance and financial services industry,First lien senior secured loan ($7.4 par due 8/2022),7.28% (Libor + 4.75%/M),6/15/2017,7.4,7.4
301,"iPipeline, Inc., Internet Pipeline, Inc., iPipeline Limited and iPipeline Holdings, Inc. (19)",Provider of SaaS-based software solutions to the insurance and financial services industry,First lien senior secured loan ($9.0 par due 8/2022),7.28% (Libor + 4.75%/M),9/15/2017,9.0,9.0
302,"iPipeline, Inc., Internet Pipeline, Inc., iPipeline Limited and iPipeline Holdings, Inc. (19)",Provider of SaaS-based software solutions to the insurance and financial services industry,First lien senior secured loan ($16.2 par due 8/2022),7.28% (Libor + 4.75%/M),8/4/2015,16.2,16.2
303,"iPipeline, Inc., Internet Pipeline, Inc., iPipeline Limited and iPipeline Holdings, Inc. (19)",Provider of SaaS-based software solutions to the insurance and financial services industry,First lien senior secured loan ($14.5 par due 8/2022),7.28% (Libor + 4.75%/M),8/4/2015,14.5,14.5
304,"iPipeline, Inc., Internet Pipeline, Inc., iPipeline Limited and iPipeline Holdings, Inc. (19)",Provider of SaaS-based software solutions to the insurance and financial services industry,"Preferred stock (1,100 shares)",0,8/4/2015,1.1,4.3
306,"iPipeline, Inc., Internet Pipeline, Inc., iPipeline Limited and iPipeline Holdings, Inc. (19)",Provider of SaaS-based software solutions to the insurance and financial services industry,"Common stock (668,781 shares)",0,8/4/2015,0.0,0.0
308,IQMS,Provider of enterprise resource planning and manufacturing execution software for small and midsized manufacturers,First lien senior secured loan ($22.5 par due 3/2022),12.75% (Base Rate + 7.25%/Q),3/28/2017,22.5,22.5
309,IQMS,Provider of enterprise resource planning and manufacturing execution software for small and midsized manufacturers,First lien senior secured loan ($14.9 par due 3/2022),12.75% (Base Rate + 7.25%/Q),3/28/2017,14.9,14.9
311,"IRI Holdings, Inc., IRI Group Holdings, Inc. and IRI Parent, L.P.",Market research company focused on the consumer packaged goods industry,First lien senior secured loan ($79.0 par due 11/2025),7.02% (Libor + 4.50%/M),11/30/2018,78.2,77.4
312,"IRI Holdings, Inc., IRI Group Holdings, Inc. and IRI Parent, L.P.",Market research company focused on the consumer packaged goods industry,Second lien senior secured loan ($86.8 par due 11/2026),10.52% (Libor + 8.00%/M),11/30/2018,85.3,85.1
313,"IRI Holdings, Inc., IRI Group Holdings, Inc. and IRI Parent, L.P.",Market research company focused on the consumer packaged goods industry,"Series A-1 preferred shares (46,900 shares)",13.39% PIK (Libor + 10.50%/S),11/30/2018,46.2,46.9
314,"IRI Holdings, Inc., IRI Group Holdings, Inc. and IRI Parent, L.P.",Market research company focused on the consumer packaged goods industry,"Class A-1 common units (90,500 units)",0,11/30/2018,9.1,9.1
316,"Kaufman, Hall & Associates, LLC (19)",Provider of specialty advisory services and software solutions to the healthcare market,First lien senior secured loan ($25.0 par due 5/2025),7.64% (Libor + 5.25%/M),11/9/2018,25.0,24.8
317,Labstat International Inc. (8)(19),Lab testing services for nicotine containing products,First lien senior secured loan ($5.0 par due 6/2024),8.55% (CIBOR + 6.25%/Q),10/19/2018,5.2,5.0
318,Labstat International Inc. (8)(19),Lab testing services for nicotine containing products,First lien senior secured loan ($19.2 par due 6/2024),8.55% (CIBOR + 6.25%/Q),6/25/2018,19.8,19.2
320,LLSC Holdings Corporation (dba Lawrence Merchandising Services) (7),Marketing services provider,"Series A preferred stock (9,000 shares)",0,1/3/2017,1.8,0.4
321,LLSC Holdings Corporation (dba Lawrence Merchandising Services) (7),Marketing services provider,"Common stock (1,000 shares)",0,1/3/2017,0.0,0.0
323,"Masergy Holdings, Inc. (19)","Provider of software-defined solutions for enterprise global networks, cyber security, and cloud communications",First lien senior secured revolving loan ($0.2 par due 12/2021),6.02% (Libor + 3.50%/M),2/8/2018,0.2,0.1
324,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (19)",Software and payment services provider to faith-based institutions,First lien senior secured loan ($4.9 par due 12/2022),6.52% (Libor + 4.00%/M),8/22/2017,4.9,4.9
325,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (19)",Software and payment services provider to faith-based institutions,First lien senior secured loan ($10.5 par due 12/2022),6.52% (Libor + 4.00%/M),4/6/2017,10.5,10.5
326,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (19)",Software and payment services provider to faith-based institutions,First lien senior secured loan ($14.5 par due 12/2022),6.52% (Libor + 4.00%/M),4/6/2017,14.4,14.5
327,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (19)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($16.6 par due 6/2023),11.77% (Libor + 9.25%/M),12/2/2016,16.6,16.6
328,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (19)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($17.9 par due 6/2023),11.77% (Libor + 9.25%/M),8/22/2017,17.9,17.9
329,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (19)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($4.7 par due 6/2023),11.77% (Libor + 9.25%/M),4/6/2017,4.7,4.7
330,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (19)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($7.0 par due 6/2023),10.52% (Libor + 8.00%/M),4/18/2018,7.0,7.0
331,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (19)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($9.2 par due 6/2023),11.77% (Libor + 9.25%/M),4/6/2017,9.2,9.2
332,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (19)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($38.6 par due 6/2023),10.52% (Libor + 8.00%/M),4/18/2018,38.6,38.6
333,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (19)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($75.0 par due 6/2023),11.77% (Libor + 9.25%/M),12/2/2016,74.5,75.0
334,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (19)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($15.0 par due 6/2023),11.77% (Libor + 9.25%/M),12/2/2016,14.9,15.0
336,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (19)",Software and payment services provider to faith-based institutions,"Class A units (500,000 units)",0,12/2/2016,5.0,6.8
338,"MVL Group, Inc. (7)",Marketing research provider,"Common stock (560,716 shares)",0,4/1/2010,0.0,0.0
339,"NAS, LLC, Nationwide Marketing Group, LLC and Nationwide Administrative Services, Inc.","Buying and marketing services organization for appliance, furniture and consumer electronics dealers",Second lien senior secured loan ($24.1 par due 12/2021),11.15% (Libor + 8.75%/Q),6/1/2015,24.1,24.1
340,"NAS, LLC, Nationwide Marketing Group, LLC and Nationwide Administrative Services, Inc.","Buying and marketing services organization for appliance, furniture and consumer electronics dealers",Second lien senior secured loan ($7.0 par due 12/2021),11.14% (Libor + 8.75%/Q),6/1/2015,7.0,7.0
342,"Novetta Solutions, LLC","Provider of advanced analytics solutions for the government, defense and commercial industries",First lien senior secured loan ($8.6 par due 10/2022),7.53% (Libor + 5.00%/M),1/3/2017,8.4,8.4
343,"Novetta Solutions, LLC","Provider of advanced analytics solutions for the government, defense and commercial industries",Second lien senior secured loan ($31.0 par due 10/2023),11.03% (Libor + 8.50%/M),1/3/2017,28.8,28.5
345,"NSM Insurance Group, LLC",Insurance program administrator,First lien senior secured loan ($6.7 par due 5/2024),7.30% (Libor + 4.50%/Q),5/11/2018,6.7,6.7
346,"NSM Insurance Group, LLC",Insurance program administrator,First lien senior secured loan ($10.2 par due 5/2024),7.30% (Libor + 4.50%/Q),12/3/2018,10.2,10.2
347,"NSM Insurance Group, LLC",Insurance program administrator,First lien senior secured loan ($13.1 par due 5/2024),7.30% (Libor + 4.50%/Q),5/11/2018,13.1,13.1
349,"PayNearMe, Inc.",Electronic cash payment system provider,"Warrant to purchase up to 195,726 shares of Series E preferred stock (expires 3/2023)",0,3/11/2016,0.2,0.0
350,"PDI TA Holdings, Inc. (19)",Provider of enterprise management software for the convenience retail and petroleum wholesale markets,First lien senior secured loan ($5.0 par due 10/2024),6.90% (Libor + 4.50%/Q),4/11/2018,5.0,5.0
351,"PDI TA Holdings, Inc. (19)",Provider of enterprise management software for the convenience retail and petroleum wholesale markets,First lien senior secured loan ($0.4 par due 10/2024),7.21% (Libor + 4.50%/Q),4/11/2018,0.4,0.4
352,"PDI TA Holdings, Inc. (19)",Provider of enterprise management software for the convenience retail and petroleum wholesale markets,First lien senior secured loan ($5.1 par due 10/2024),6.92% (Libor + 4.50%/Q),8/25/2017,5.1,5.1
353,"PDI TA Holdings, Inc. (19)",Provider of enterprise management software for the convenience retail and petroleum wholesale markets,First lien senior secured loan ($2.7 par due 10/2024),7.04% (Libor + 4.50%/Q),8/25/2017,2.7,2.7
354,"PDI TA Holdings, Inc. (19)",Provider of enterprise management software for the convenience retail and petroleum wholesale markets,First lien senior secured loan ($23.4 par due 10/2024),7.30% (Libor + 4.50%/Q),8/25/2017,23.4,23.4
355,"PDI TA Holdings, Inc. (19)",Provider of enterprise management software for the convenience retail and petroleum wholesale markets,First lien senior secured loan ($4.3 par due 10/2024),6.11% (Libor + 4.50%/Q),10/24/2018,4.3,4.3
356,"PDI TA Holdings, Inc. (19)",Provider of enterprise management software for the convenience retail and petroleum wholesale markets,First lien senior secured loan ($45.0 par due 10/2024),7.23% (Libor + 4.75%/Q),10/24/2018,45.0,45.0
357,"PDI TA Holdings, Inc. (19)",Provider of enterprise management software for the convenience retail and petroleum wholesale markets,Second lien senior secured loan ($8.2 par due 10/2025),11.04% (Libor + 8.50%/Q),8/25/2017,8.2,8.2
358,"PDI TA Holdings, Inc. (19)",Provider of enterprise management software for the convenience retail and petroleum wholesale markets,Second lien senior secured loan ($6.5 par due 10/2025),10.91% (Libor + 8.50%/Q),8/25/2017,6.5,6.5
359,"PDI TA Holdings, Inc. (19)",Provider of enterprise management software for the convenience retail and petroleum wholesale markets,Second lien senior secured loan ($1.9 par due 10/2025),10.98% (Libor + 8.50%/Q),8/25/2017,1.9,1.9
360,"PDI TA Holdings, Inc. (19)",Provider of enterprise management software for the convenience retail and petroleum wholesale markets,Second lien senior secured loan ($23.2 par due 10/2025),11.00% (Libor + 8.50%/Q),8/25/2017,23.2,23.2
361,"PDI TA Holdings, Inc. (19)",Provider of enterprise management software for the convenience retail and petroleum wholesale markets,Second lien senior secured loan ($6.4 par due 10/2025),11.11% (Libor + 8.50%/Q),10/24/2018,6.4,6.4
362,"PDI TA Holdings, Inc. (19)",Provider of enterprise management software for the convenience retail and petroleum wholesale markets,Second lien senior secured loan ($52.9 par due 10/2025),10.99% (Libor + 8.50%/Q),10/24/2018,52.9,52.9
363,"PDI TA Holdings, Inc. (19)",Provider of enterprise management software for the convenience retail and petroleum wholesale markets,Second lien senior secured loan ($16.7 par due 10/2025),11.17% (Libor + 8.75%/Q),4/11/2018,16.7,16.7
364,"PDI TA Holdings, Inc. (19)",Provider of enterprise management software for the convenience retail and petroleum wholesale markets,Second lien senior secured loan ($66.8 par due 10/2025),11.21% (Libor + 8.50%/Q),8/25/2017,66.8,66.8
366,"PHL Investors, Inc., and PHL Holding Co. (7)",Mortgage services,Class A common stock (576 shares),0,7/31/2012,3.8,0.0
368,"PHNTM Holdings, Inc. and Planview Parent, Inc.",Provider of project and portfolio management software,First lien senior secured loan ($1.4 par due 1/2023),7.77% (Libor + 5.25%/M),1/27/2017,1.4,1.4
369,"PHNTM Holdings, Inc. and Planview Parent, Inc.",Provider of project and portfolio management software,Second lien senior secured loan ($62.0 par due 7/2023),12.27% (Libor + 9.75%/M),1/27/2017,61.3,62.0
370,"PHNTM Holdings, Inc. and Planview Parent, Inc.",Provider of project and portfolio management software,Class A common shares (990 shares),0,1/27/2017,1.0,1.1
371,"PHNTM Holdings, Inc. and Planview Parent, Inc.",Provider of project and portfolio management software,"Class B common shares (168,329 shares)",0,1/27/2017,0.0,0.2
373,Poplicus Incorporated,Business intelligence and market analytics platform for companies that sell to the public sector,"Warrant to purchase up to 2,402,991 shares of Series C preferred stock (expires 6/2025)",0,6/25/2015,0.1,0.0
374,"Production Resource Group, L.L.C.","Provider of rental equipment, labor, production management, scenery, and other products to various entertainment end-markets",First lien senior secured loan ($21.0 par due 8/2024),9.65% (Libor + 7.00%/Q),8/21/2018,21.0,20.6
