,Company(1),Business Description,Investment,Interest(3)(7),Acquisition  Date,Amortized  Cost,,Fair  Value,,Percentage  of Net  Assets,,,
230,Genesis Acquisition Co. and Genesis Holding Co. (15),Child care management software and services provider,First lien senior secured revolving loan ($1.5 par due 7/2024),4.25% (Libor + 4.00%/Q),7/31/2018,1.5,,,1.4,,(2),,
231,,,First lien senior secured loan ($0.2 par due 7/2024),4.25% (Libor + 4.00%/Q),7/31/2018,0.2,,,0.1,,(2),,
232,,,Second lien senior secured loan ($25.8 par due 7/2025),7.73% (Libor + 7.50%/Q),7/31/2018,25.8,,,23.7,,(2),,
233,,,Second lien senior secured loan ($6.6 par due 7/2025),7.73% (Libor + 7.50%/Q),7/31/2018,6.6,,,6.0,,(2),,
234,,,Class A common stock (8 shares),,7/31/2018,0.8,,,0.6,,(2),,
236,"Graphpad Software, LLC (15)","Provider of data analysis, statistics, and visualization software solutions for scientific research applications",First lien senior secured loan ($0.5 par due 12/2023),7.00% (Libor + 6.00%/Q),11/2/2020,0.5,,,0.5,,(2)(11),,
237,"GTCR-Ultra Holdings III, LLC and GTCR-Ultra Holdings LLC (15)",Provider of payment processing and merchant acquiring solutions,"Class B units (2,878,372 units)",,8/1/2017,0,,,0,,(2),,
238,"Help/Systems Holdings, Inc. (15)",Provider of IT operations management and cybersecurity software,First lien senior secured loan ($26.0 par due 11/2026),5.75% (Libor + 4.75%/Q),11/22/2019,26.0,,,26.0,,(2)(11),,
239,IfByPhone Inc.,Voice-based marketing automation software provider,"Warrant to purchase up to 124,300 shares of Series C preferred stock (expires 10/2022)",,10/15/2012,0.1,,,0,,(2),,
240,"Infogix, Inc. and Infogix Parent Corporation (15)",Enterprise data analytics and integrity software solutions provider,First lien senior secured revolving loan ($5.3 par due 4/2024),7.00% (Libor + 6.00%/Q),4/18/2018,5.3,,,5.3,,(2)(11),,
241,,,"Series A preferred stock (2,475 shares)",,1/3/2017,2.6,,,3.9,,,,
242,,,"Common stock (1,297,768 shares)",,1/3/2017,0,,,0,,,,
245,"Inmar, Inc.","Technology-driven solutions provider for retailers, wholesalers and manufacturers",First lien senior secured loan ($15.5 par due 5/2024),5.00% (Libor + 4.00%/Q),1/31/2019,15.0,,,15.2,,(2)(11),,
246,,,Second lien senior secured loan ($28.3 par due 5/2025),9.00% (Libor + 8.00%/Q),4/25/2017,28.0,,,27.4,,(2)(11),,
248,"Huskies Parent, Inc. (15)",Insurance software provider,First lien senior secured revolving loan ($0.6 par due 7/2024),4.15% (Libor + 4.00%/M),7/18/2019,0.6,,,0.6,,(2),,
249,"Invoice Cloud, Inc. (15)",Provider of electronic payment processing solutions,First lien senior secured revolving loan,,2/11/2019,0,,,0,,(13),,
250,,,First lien senior secured loan ($34.3 par due 2/2024),"7.50% (Libor + 3.25% Cash, 3.25% PIK/Q)",2/11/2019,34.3,,,34.3,,(2)(11),,
251,,,First lien senior secured loan ($13.9 par due 2/2024),"7.50% (Libor + 3.25% Cash, 3.25% PIK/Q)",2/11/2019,13.8,,,13.9,,(2)(11),,
253,"IV Rollover Holdings, LLC",Solar power generation facility developer and operator,"Class B units (170,490 units)",,5/31/2017,0,,,0,,(2),,
254,,,"Class X units (5,000,000 units)",,5/31/2017,2.3,,,2.3,,(2),,
256,"Majesco and Magic Topco, L.P. (15)",Insurance software provider,First lien senior secured revolving loan,,9/21/2020,0,,,0,,(13),,
257,,,First lien senior secured loan ($36.7 par due 9/2027),8.75% (Libor + 7.75%/Q),9/21/2020,36.7,,,36.4,,(2)(11),,
258,,,"Class A units (2,199 units)",9.00% PIK,9/21/2020,2.3,,,2.3,,(2),,
259,,,"Class B units (494,157 units)",,9/21/2020,0,,,0,,(2),,
261,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (15)",Software and payment services provider to faith-based institutions,First lien senior secured loan ($9.3 par due 12/2022),5.00% (Libor + 4.00%/Q),4/6/2017,9.3,,,9.0,,(2)(11),,
262,,,First lien senior secured loan ($4.8 par due 12/2022),5.00% (Libor + 4.00%/Q),8/22/2017,4.8,,,4.7,,(2)(11),,
263,,,Second lien senior secured loan ($90.0 par due 6/2023),10.25% (Libor + 9.25%/Q),12/2/2016,89.7,,,89.1,,(2)(11),,
264,,,Second lien senior secured loan ($16.6 par due 6/2023),10.25% (Libor + 9.25%/Q),12/2/2016,16.6,,,16.4,,(2)(11),,
265,,,Second lien senior secured loan ($9.2 par due 6/2023),10.25% (Libor + 9.25%/Q),4/6/2017,9.2,,,9.1,,(2)(11),,
266,,,Second lien senior secured loan ($4.7 par due 6/2023),10.25% (Libor + 9.25%/Q),4/6/2017,4.7,,,4.7,,(2)(11),,
267,,,Second lien senior secured loan ($17.9 par due 6/2023),10.25% (Libor + 9.25%/Q),8/22/2017,17.9,,,17.7,,(2)(11),,
268,,,Second lien senior secured loan ($10.3 par due 6/2023),9.00% (Libor + 8.00%/Q),4/18/2018,10.3,,,10.0,,(2)(11),,
269,,,Second lien senior secured loan ($38.6 par due 6/2023),9.00% (Libor + 8.00%/Q),4/18/2018,38.6,,,37.5,,(2)(11),,
270,,,"Class A units (500,000 units)",,12/2/2016,5.0,,,4.0,,(2),,
272,MRI Software LLC (15),Provider of real estate and investment management software,First lien senior secured loan ($50.4 par due 2/2026),6.50% (Libor + 5.50%/Q),2/10/2020,50.4,,,49.9,,(2)(11),,
273,,,First lien senior secured loan ($0.5 par due 2/2026),6.50% (Libor + 5.50%/Q),8/28/2020,0.5,,,0.5,,(2)(11),,
275,"Novetta Solutions, LLC","Provider of advanced analytics solutions for the government, defense and commercial industries",First lien senior secured loan ($8.4 par due 10/2022),6.00% (Libor + 5.00%/Q),1/3/2017,8.3,,,8.4,,(2)(11),,
276,,,Second lien senior secured loan ($31.0 par due 10/2023),9.50% (Libor + 8.50%/Q),1/3/2017,29.8,,,31.0,,(2)(11),,
278,"nThrive, Inc. (fka Precyse Acquisition Corp.)",Provider of healthcare information management technology and services,Second lien senior secured loan ($10.0 par due 4/2023),10.75% (Libor + 9.75%/M),4/20/2016,9.9,,,10.0,,(2)(11),,
279,"PayNearMe, Inc.",Electronic cash payment system provider,"Warrant to purchase up to 195,726 shares of Series E preferred stock (expires 3/2023)",,3/11/2016,0.2,,,0,,(2),,
280,"PaySimple, Inc. (15)",Provider of business management solutions,First lien senior secured revolving loan,,8/23/2019,0,,,0,,(13),,
282,,,First lien senior secured loan ($35.4 par due 8/2025),5.65% (Libor + 5.50%/M),9/23/2020,35.4,,,35.1,,(2),,
284,"PDI TA Holdings, Inc., Peachtree Parent, Inc. and Insight PDI Holdings, LLC (15)",Provider of enterprise management software for the convenience retail and petroleum wholesale market,First lien senior secured loan ($54.0 par due 10/2024),5.50% (Libor + 4.50%/Q),3/19/2019,54.0,,,54.0,,(2)(11),,
285,,,Second lien senior secured loan ($8.3 par due 10/2025),9.50% (Libor + 8.50%/Q),12/17/2020,8.3,,,8.3,,(2)(11),,
286,,,Second lien senior secured loan ($70.1 par due 10/2025),9.50% (Libor + 8.50%/Q),3/19/2019,70.1,,,70.1,,(2)(11),,
287,,,"Series A preferred stock (13,656 shares)",13.25% PIK,3/19/2019,17.0,,,17.2,,(2),,
288,,,"Class A units (2,062,493 units)",,3/19/2019,2.1,,,2.4,,(2),,
290,"Pegasus Global Enterprise Holdings, LLC, Mekone Blocker Acquisition, Inc. and Mekone Parent, LLC (15)",Provider of plant maintenance and scheduling software,First lien senior secured loan ($20.0 par due 5/2025),6.75% (Libor + 5.75%/Q),5/29/2019,20.0,,,20.0,,(2)(11),,
291,,,First lien senior secured loan ($5.8 par due 5/2025),6.75% (Libor + 5.75%/Q),5/29/2019,5.8,,,5.8,,(2)(11),,
292,,,First lien senior secured loan ($5.8 par due 5/2025),7.25% (Libor + 6.25%/Q),6/24/2020,5.8,,,5.8,,(2)(11),,
293,,,First lien senior secured loan ($48.7 par due 5/2025),7.25% (Libor + 6.25%/Q),10/16/2020,48.7,,,48.7,,(2)(11),,
294,,,First lien senior secured loan ($1.8 par due 5/2025),7.25% (Libor + 6.25%/Q),10/16/2020,1.8,,,1.8,,(2)(11),,
295,,,"Class A units (5,000 units)",,5/29/2019,5.0,,,9.2,,,,
297,"Perforce Software, Inc. (15)",Developer of software used for application development,First lien senior secured revolving loan ($0.1 par due 7/2024),4.65% (Libor + 4.50%/M),7/1/2019,0.1,,,0.1,,(2),,
298,"PHNTM Holdings, Inc. and Planview Parent, Inc.",Provider of project and portfolio management software,Class A common stock (990 shares),,1/27/2017,1.0,,,2.2,,(2),,
299,,,"Class B common stock (168,329 shares)",,1/27/2017,0,,,0.4,,(2),,
301,Poplicus Incorporated,Business intelligence and market analytics platform for companies that sell to the public sector,"Warrant to purchase up to 2,402,991 shares of Series C preferred stock (expires 6/2025)",,6/25/2015,0.1,,,0,,(2),,
302,"Project Alpha Intermediate Holding, Inc. and Qlik Parent, Inc.",Provider of data visualization software for data analytics,"Class A common stock (7,445 shares)",,8/22/2016,7.4,,,10.8,,(2),,
303,,,"Class B common stock (1,841,609 shares)",,8/22/2016,0.1,,,0.1,,(2),,
305,"Project Potter Buyer, LLC and Project Potter Parent, L.P. (15)",Software solutions provider to the ready-mix concrete industry,First lien senior secured revolving loan,,4/23/2020,0,,,0,,(13),,
306,,,First lien senior secured loan ($44.5 par due 4/2027),9.25% (Libor + 8.25%/M),4/23/2020,44.5,,,44.5,,(2)(11),,
307,,,First lien senior secured loan ($13.0 par due 4/2027),9.25% (Libor + 8.25%/M),10/30/2020,13.0,,,13.0,,(2)(11),,
308,,,First lien senior secured loan ($14.6 par due 4/2027),9.25% (Libor + 8.25%/M),11/18/2020,14.6,,,14.6,,(2)(11),,
309,,,First lien senior secured loan ($5.0 par due 4/2027),9.25% (Libor + 8.25%/M),11/18/2020,5.0,,,5.0,,(2)(11),,
310,,,"Class A units (1,599 units)",9.00% PIK,4/23/2020,1.7,,,1.7,,(2),,
311,,,"Class B units (588,636 units)",,4/23/2020,0,,,0,,(2),,
313,"QF Holdings, Inc. (15)",SaaS based electronic health record software provider,First lien senior secured loan ($24.4 par due 9/2024),8.00% (Libor + 7.00%/Q),9/19/2019,24.4,,,24.4,,(2)(11),,
314,,,First lien senior secured loan ($4.9 par due 9/2024),8.00% (Libor + 7.00%/Q),9/19/2019,4.9,,,4.9,,(2)(11),,
316,"Raptor Technologies, LLC and Rocket Parent, LLC (15)",Provider of SaaS-based safety and security software to the K-12 school market,First lien senior secured revolving loan ($0.8 par due 12/2023),7.00% (Libor + 6.00%/M),12/17/2018,0.8,,,0.8,,(2)(11),,
317,,,First lien senior secured loan ($15.7 par due 12/2024),7.00% (Libor + 6.00%/Q),12/17/2018,15.7,,,15.2,,(2)(11),,
319,,,First lien senior secured loan ($5.3 par due 12/2024),7.00% (Libor + 6.00%/Q),12/17/2018,5.3,,,5.2,,(2)(11),,
320,,,"Class A common units (2,294,000 units)",,12/17/2018,2.3,,,1.9,,,,
322,"Regent Education, Inc.",Provider of software solutions designed to optimize the financial aid and enrollment processes,"Warrant to purchase up to 5,393,194 shares of common stock (expires 12/2026)",,12/23/2016,0,,,0,,(2),,
323,,,Warrant to purchase up to 987 shares of common stock (expires 12/2026),,12/23/2016,0,,,0,,(2),,
325,"Retriever Medical/Dental Payments LLC, FSDC Holdings, LLC, Rectangle Ware-Ever Pay LLC and Retriever Enterprises, LLC (15)",Provider of payment processing services and software to healthcare providers,First lien senior secured loan ($26.5 par due 2/2023),6.75% (Libor + 5.75%/Q),3/4/2019,26.5,,,26.5,,(2)(11),,
326,"RMCF III CIV XXIX, L.P",Software provider for clinical trial management,Limited partnership interest (99.90% interest),,12/19/2014,1.0,,,13.8,,(2),,
327,"Severin Acquisition, LLC, PeopleAdmin, Inc., Promachos Holding, Inc. and Performance Matters LLC (15)",Provider of student information system software solutions to the K-12 education market,First lien senior secured revolving loan ($2.0 par due 8/2023),3.40% (Libor + 3.25%/M),8/1/2018,2.0,,,2.0,,(2),,
328,,,First lien senior secured loan ($26.6 par due 8/2025),5.50% (Libor + 4.50%/M),11/22/2019,26.6,,,26.6,,(11),,
329,,,Second lien senior secured loan ($80.0 par due 8/2026),6.90% (Libor + 6.75%/M),6/12/2018,79.4,,,80.0,,(2),,
331,"Smarsh Inc., MobileGuard, LLC, Actiance, Inc. and Skywalker TopCo, LLC",SaaS based communication archival service provider,First lien senior secured loan ($13.3 par due 11/2025),9.25% (Libor + 8.25%/Q),11/20/2020,13.3,,,13.0,,(2)(11),,
332,,,"Common units (1,432,835 units)",,11/20/2020,4.8,,,4.8,,(2),,
334,"SocialFlow, Inc.",Social media optimization platform provider,"Warrant to purchase up to 215,331 shares of Series C preferred stock (expires 1/2026)",,1/13/2016,0,,,0,,(2),,
335,"Sophia, L.P.",Provider of ERP software and services for higher education institutions,Second lien senior secured loan ($105.9 par due 10/2028),9.00% (Libor + 8.00%/Q),10/7/2020,105.9,,,103.8,,(2)(11),,
336,SoundCloud Limited,"Platform for receiving, sending, and distributing music","Common stock (73,422 shares)",,8/15/2017,0.4,,,0.7,,(2)(6),,
337,"SpareFoot, LLC (15)",PMS solutions and web services for the self-storage industry,First lien senior secured revolving loan ($1.2 par due 4/2023),6.00% (Libor + 5.00%/Q),4/13/2018,1.2,,,1.2,,(2)(11)(14),,
338,,,First lien senior secured loan ($1.2 par due 4/2024),6.00% (Libor + 5.00%/Q),5/6/2020,1.2,,,1.2,,(2)(11),,
339,,,Second lien senior secured loan ($6.1 par due 4/2025),10.25% (Libor + 9.25%/Q),4/13/2018,6.0,,,6.1,,(2)(11),,
340,,,Second lien senior secured loan ($4.2 par due 4/2025),10.25% (Libor + 9.25%/Q),8/31/2018,4.1,,,4.2,,(2)(11),,
341,,,Second lien senior secured loan ($2.5 par due 4/2025),10.25% (Libor + 9.25%/Q),7/1/2019,2.5,,,2.5,,(2)(11),,
342,,,Second lien senior secured loan ($1.3 par due 4/2025),10.25% (Libor + 9.25%/Q),7/1/2019,1.3,,,1.3,,(2)(11),,
343,,,Second lien senior secured loan ($1.1 par due 4/2025),10.25% (Libor + 9.25%/Q),5/6/2020,1.1,,,1.1,,(2)(11),,
345,"Sparta Systems, Inc., Project Silverback Holdings Corp. and Silverback Holdings, Inc. (15)",Quality management software provider,First lien senior secured revolving loan,,8/21/2017,0,,,0,,(13),,
346,,,Second lien senior secured loan ($20.0 par due 8/2025),9.25% (Libor + 8.25%/M),8/21/2017,19.8,,,20.0,,(2)(11),,
347,,,"Series B preferred stock (10,084 shares)",,8/21/2017,1.1,,,3.8,,,,
349,Storm UK Holdco Limited and Storm US Holdco Inc. (15),Provider of water infrastructure software solutions for municipalities / utilities and engineering consulting firms,First lien senior secured revolving loan ($0.2 par due 5/2022),6.25% (Libor + 5.25%/M),5/5/2017,0.2,,,0.2,,(2)(6)(11),,
350,"Surf Holdings, LLC",Cybersecurity solutions provider,Second lien senior secured loan ($25.0 par due 3/2028),9.00% (Libor + 8.00%/Q),3/5/2020,25.0,,,25.0,,(2)(6)(11),,
352,TCP Hawker Intermediate LLC (15),Workforce management solutions provider,First lien senior secured loan ($6.7 par due 8/2026),6.50% (Libor + 5.50%/M),12/1/2020,6.7,,,6.7,,(2)(11),,
353,,,First lien senior secured loan ($35.1 par due 8/2026),6.50% (Libor + 5.50%/Q),8/30/2019,35.1,,,35.1,,(2)(11),,
354,,,First lien senior secured loan ($7.4 par due 8/2026),6.50% (Libor + 5.50%/M),8/30/2019,7.4,,,7.4,,(2)(11),,
356,"The Ultimate Software Group, Inc. and H&F Unite Partners, L.P. (15)",Provider of cloud based HCM solutions for businesses,First lien senior secured revolving loan,,5/3/2019,0,,,0,,(6)(13),,
357,,,Second lien senior secured loan ($205.4 par due 5/2027),8.15% (Libor + 8.00%/M),5/3/2019,205.4,,,205.4,,(2)(6),,
358,,,"Limited partnership interests (12,583,556 interests)",,5/3/2019,12.6,,,14.4,,(2)(6),,
360,"Vela Trading Technologies, LLC (15)",Provider of market data software and content to global financial services clients,First lien senior secured revolving loan ($3.4 par due 6/2022),"6.50% (Libor + 5.00% Cash, 0.50% PIK/Q)",2/8/2018,3.4,,,3.2,,(2)(11),,
361,,,First lien senior secured revolving loan ($0.1 par due 6/2022),"9.00% (Libor + 7.50 Cash, 0.50% PIK/Q)",2/8/2018,0.1,,,0.1,,(2)(11),,
362,,,First lien senior secured loan ($4.5 par due 6/2022),"11.00% (Libor + 7.50% Cash, 2.50% PIK/Q)",4/17/2018,4.5,,,4.3,,(2)(11),,
364,Velocity Holdings Corp.,Hosted enterprise resource planning application management services provider,"Common units (1,713,546 units)",,12/13/2013,4.5,,,2.4,,,,
365,Verscend Holding Corp. (15),Healthcare analytics solutions provider,First lien senior secured revolving loan,,8/27/2018,0,,,0,,(13),,
366,"WebPT, Inc. (15)",Electronic medical record software provider,First lien senior secured loan ($48.1 par due 8/2024),7.75% (Libor + 6.75%/Q),8/28/2019,48.1,,,47.6,,(2)(11),,
367,"Zemax Software Holdings, LLC (15)",Provider of optical illumination design software to design engineers,First lien senior secured revolving loan ($2.0 par due 6/2024),8.00% (Base Rate + 4.75%/Q),6/25/2018,2.0,,,2.0,,(2)(11),,
368,,,First lien senior secured loan ($16.7 par due 6/2024),6.75% (Libor + 5.75%/Q),6/25/2018,16.7,,,16.7,,(2)(11),,
370,,,,,,2320.7,,,2344.8,,,32.67%,
372,Accommodations Plus Technologies LLC and Accommodations Plus Technologies Holdings LLC (15),Provider of outsourced crew accommodations and logistics management solutions to the airline industry,First lien senior secured revolving loan ($4.1 par due 5/2023),10.25% (Libor + 9.25%/Q),5/11/2018,4.1,,,3.9,,(2)(11),,
373,,,"Class A common units (236,358 units)",,5/11/2018,4.3,,,4.6,,,,
375,Aero Operating LLC,Provider of snow removal and melting service for airports and marine terminals,First lien senior secured loan ($36.9 par due 2/2026),8.00% (Libor + 6.50%/M),2/7/2020,36.9,,,35.1,,(2)(11),,
376,"AMCP Clean Intermediate, LLC (15)",Provider of janitorial and facilities management services,First lien senior secured revolving loan,,10/1/2018,0,,,0,,(13),,
377,,,First lien senior secured loan ($1.4 par due 10/2024),7.25% (Libor + 6.25%/Q),7/31/2020,1.4,,,1.4,,(2)(11),,
378,,,First lien senior secured loan ($0.7 par due 10/2024),7.25% (Libor + 6.25%/Q),10/1/2020,0.7,,,0.7,,(2)(11),,
379,,,First lien senior secured loan ($8.7 par due 10/2024),7.25% (Libor + 6.25%/Q),12/14/2020,8.7,,,8.7,,(2)(11),,
381,"Capstone Acquisition Holdings, Inc. and Capstone Parent Holdings, LP (15)",Outsourced supply chain solutions provider to operators of distribution centers,First lien senior secured revolving loan ($1.4 par due 11/2025),5.75% (Libor + 4.75%/M),11/12/2020,1.4,,,1.4,,(2)(11)(14),,
382,,,Second lien senior secured loan ($68.3 par due 11/2028),9.75% (Libor + 8.75%/Q),11/12/2020,68.3,,,66.9,,(2)(11),,
383,,,"Class A units (10,581 units)",,11/12/2020,10.6,,,10.6,,(2),,
385,"Cozzini Bros., Inc. and BH-Sharp Holdings LP (15)",Provider of commercial knife sharpening and cutlery services in the restaurant industry,First lien senior secured revolving loan,,3/10/2017,0,,,0,,(13),,
387,,,First lien senior secured loan ($12.0 par due 3/2023),"8.50% (Libor + 3.00% Cash, 4.50% PIK/Q)",3/10/2017,12.0,,,10.3,,(2)(11),,
388,,,"Common units (2,950,000 units)",,3/10/2017,3.0,,,0.3,,(2),,
390,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (4)(15)",Provider of outsourced healthcare linen management solutions,First lien senior secured revolving loan,,3/13/2014,0,,,0,,(13),,
391,,,First lien senior secured loan ($9.9 par due 12/2021),7.25% (Libor + 6.25%/M),3/13/2014,9.9,,,9.9,,(2)(11),,
392,,,First lien senior secured loan ($0.9 par due 12/2021),7.25% (Libor + 6.25%/M),4/6/2017,0.9,,,0.9,,(2)(11),,
393,,,First lien senior secured loan ($5.0 par due 12/2021),7.25% (Libor + 6.25%/M),2/22/2019,5.0,,,5.0,,(11),,
394,,,First lien senior secured loan ($11.3 par due 12/2021),7.25% (Libor + 6.25%/M),6/12/2018,11.3,,,11.3,,(2)(11),,
395,,,"Class A preferred units (3,393,973 units)",,3/13/2014,4.0,,,6.0,,(2),,
396,,,"Class B common units (377,108 units)",,3/13/2014,0.4,,,6.5,,(2),,
398,Divisions Holding Corporation and RC V Tecmo Investor LLC (15),Technology based aggregator for facility maintenance services,First lien senior secured revolving loan ($2.5 par due 8/2026),7.50% (Libor + 6.50%/Q),8/14/2020,2.5,,,2.5,,(2)(11),,
399,,,First lien senior secured loan ($43.6 par due 8/2026),7.50% (Libor + 6.50%/Q),8/14/2020,43.6,,,43.2,,(2)(11),,
400,,,"Common member units (9,624,000 units)",,8/14/2020,9.6,,,15.5,,(2),,
402,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (15)",Provider of legal process outsourcing and managed services,First lien senior secured revolving loan ($0.4 par due 9/2022),6.75% (Base Rate + 3.50%/Q),9/23/2016,0.4,,,0.4,,(2)(14),,
403,,,First lien senior secured revolving loan ($4.4 par due 9/2022),4.71% (Libor + 4.50%/Q),9/23/2016,4.4,,,3.9,,(2)(14),,
404,,,"Class A common stock (7,500 shares)",,8/19/2014,7.5,,,3.7,,(2),,
405,,,"Class B common stock (7,500 shares)",,8/19/2014,0,,,0,,(2),,
407,"Elevation Services Parent Holdings, LLC (15)",Elevator service platform,First lien senior secured revolving loan ($0.4 par due 12/2026),6.50% (Libor + 5.50%/Q),12/18/2020,0.4,,,0.4,,(2)(11),,
408,,,First lien senior secured loan ($8.8 par due 12/2026),6.50% (Libor + 5.50%/Q),12/18/2020,8.8,,,8.7,,(2)(11),,
410,"HAI Acquisition Corporation and Aloha Topco, LLC (15)","Professional employer organization offering human resources, compliance and risk management services",First lien senior secured loan ($61.7 par due 11/2024),6.50% (Libor + 5.50%/M),11/1/2017,61.7,,,61.7,,(2)(11),,
411,,,"Class A units (16,980 units)",,11/1/2017,1.7,,,2.5,,(2),,
413,"IMIA Holdings, Inc. (15)",Marine preservation maintenance company,First lien senior secured revolving loan,,10/26/2018,0,,,0,,(13),,
414,,,First lien senior secured loan ($28.4 par due 10/2025),7.00% (Libor + 6.00%/Q),10/26/2018,28.3,,,28.4,,(11),,
416,"IRI Holdings, Inc., IRI Group Holdings, Inc. and IRI Parent, L.P.",Market research company focused on the consumer packaged goods industry,First lien senior secured loan ($57.7 par due 12/2025),4.40% (Libor + 4.25%/M),11/30/2018,57.2,,,57.7,,,,
417,,,First lien senior secured loan ($7.9 par due 12/2025),5.15% (Libor + 5.00%/M),9/28/2020,7.5,,,7.9,,(2),,
418,,,Second lien senior secured loan ($86.8 par due 11/2026),8.15% (Libor + 8.00%/M),11/30/2018,85.7,,,86.8,,(2),,
419,,,"Series A-1 preferred shares (46,900 shares)",11.50% PIK (Libor + 10.50%/S),11/30/2018,58.2,,,58.9,,(2)(11),,
420,,,"Class A-1 common units (90,500 units)",,11/30/2018,9.1,,,16.5,,(2),,
423,"Kellermeyer Bergensons Services, LLC (15)",Provider of janitorial and facilities management services,First lien senior secured loan ($1.7 par due 11/2026),7.50% (Libor + 6.50%/Q),11/7/2019,1.7,,,1.7,,(2)(11),,
424,,,First lien senior secured loan ($30.0 par due 11/2026),7.50% (Libor + 6.50%/Q),11/7/2019,29.7,,,30.0,,(2)(11),,
425,,,First lien senior secured loan ($6.6 par due 11/2026),7.50% (Libor + 6.50%/Q),11/7/2019,6.6,,,6.6,,(2)(11),,
427,KPS Global LLC and Cool Group LLC,Manufacturer of walk-in cooler and freezer systems,First lien senior secured loan ($15.2 par due 4/2022),6.50% (Libor + 5.50%/M),4/5/2017,15.2,,,15.2,,(2)(11),,
428,,,First lien senior secured loan ($4.1 par due 4/2022),6.50% (Libor + 5.50%/M),11/16/2018,4.1,,,4.1,,(2)(11),,
429,,,"Class A units (13,292 units)",,9/21/2018,1.1,,,2.0,,,,
431,Laboratories Bidco LLC (15),Lab testing services for nicotine containing products,First lien senior secured loan ($20.8 par due 6/2024),7.00% (Libor + 6.00%/Q),10/30/2020,20.8,,,20.8,,(2)(11),,
432,,,First lien senior secured loan ($29.5 par due 6/2024),7.00% (Libor + 6.00%/Q),10/4/2019,29.5,,,29.5,,(2)(11),,
433,,,First lien senior secured loan ($25.5 par due 6/2024),7.00% (CDOR + 6.00%/Q),10/4/2019,24.4,,,25.5,,(11),,
435,"Microstar Logistics LLC, Microstar Global Asset Management LLC, and MStar Holding Corporation",Keg management solutions provider,Second lien senior secured loan ($138.9 par due 7/2023),10.00% PIK (Libor + 9.00%/Q),8/13/2020,138.9,,,119.4,,(2)(11),,
436,,,"Series A preferred stock (1,507 shares)",,8/13/2020,1.5,,,2.1,,(2),,
437,,,"Common stock (54,710 shares)",,12/14/2012,4.9,,,1.0,,(2),,
439,"NAS, LLC and Nationwide Marketing Group, LLC (15)","Buying and marketing services organization for appliance, furniture and consumer electronics dealers",First lien senior secured loan ($6.4 par due 6/2024),7.50% (Libor + 6.50%/Q),11/3/2020,6.4,,,6.4,,(2)(11),,
440,"NM GRC Holdco, LLC",Regulatory compliance services provider to financial institutions,First lien senior secured loan ($35.6 par due 2/2024),"8.50% (Libor + 6.00% Cash, 1.50% PIK/M)",2/9/2018,35.4,,,34.2,,(2)(11),,
441,,,First lien senior secured loan ($9.5 par due 2/2024),"8.50% (Libor + 6.00% Cash, 1.50% PIK/M)",2/9/2018,9.5,,,9.1,,(2)(11),,
443,Petroleum Service Group LLC (15),Provider of operational services for US petrochemical and refining companies,First lien senior secured revolving loan,,7/23/2019,0,,,0,,(13),,
444,,,First lien senior secured loan ($34.6 par due 7/2025),6.25% (Libor + 5.25%/Q),7/23/2019,34.6,,,34.6,,(11),,
445,,,First lien senior secured loan ($0.7 par due 7/2025),6.25% (Libor + 5.25%/Q),7/23/2019,0.7,,,0.7,,(2)(11),,
447,"QC Supply, LLC (15)",Specialty distributor and solutions provider to the swine and poultry markets,First lien senior secured revolving loan ($8.8 par due 12/2021),8.00% (Libor + 7.00%/M),12/29/2016,8.8,,,8.1,,(2)(11)(14),,
448,,,First lien senior secured loan ($25.8 par due 12/2022),"8.00% (Libor + 6.50% Cash, 0.50% PIK/M)",12/29/2016,25.8,,,23.8,,(2)(11),,
449,,,First lien senior secured loan ($8.7 par due 12/2022),"8.00% (Libor + 6.50% Cash, 0.50% PIK/M)",12/29/2016,8.7,,,8.0,,(2)(11),,
451,R2 Acquisition Corp.,Marketing services,"Common stock (250,000 shares)",,5/29/2007,0.3,,,0.3,,(2),,
452,"RE Community Holdings GP, LLC and RE Community Holdings, LP",Operator of municipal recycling facilities,Limited partnership interest (2.86% interest),,3/1/2011,0,,,0,,(2),,
453,,,Limited partnership interest (2.49% interest),,3/1/2011,0,,,0,,(2),,
455,"Research Now Group, LLC and Survey Sampling International, LLC",Provider of outsourced data collection to the market research industry,First lien senior secured loan ($41.1 par due 12/2024),6.50% (Libor + 5.50%/Q),2/14/2019,41.1,,,39.9,,(2)(11),,
457,"SecurAmerica, LLC, ERMC LLC, ERMC Of America, LLC, SecurAmerica Corporation, SecurAmerica Aviation Security LLC, American Security Programs, Inc., USI LLC, Argenbright Holdings IV, LLC and Scrub Holdings, Inc (15)","Provider of outsourced security guard services, outsourced facilities management and outsourced aviation services",First lien senior secured loan ($4.7 par due 12/2023),9.25% (Libor + 8.00%/Q),11/24/2020,4.7,,,4.7,,(2)(11),,
458,,,First lien senior secured loan ($25.7 par due 12/2023),9.25% (Libor + 8.00%/M),12/21/2018,25.7,,,25.7,,(2)(11),,
459,,,First lien senior secured loan ($9.7 par due 12/2023),9.25% (Libor + 8.00%/M),12/21/2018,9.7,,,9.7,,(2)(11),,
