,Company(1),Business Description,Investment,Interest(5)(9),Acquisition  Date,Amortized  Cost,,Fair  Value,,Percentage  of Net  Assets,,,
226,"Chesapeake Research Review, LLC and Schulman Associates Institutional Review Board, Inc. (19)",Provider of central institutional review boards over clinical trials,First lien senior secured loan ($3.8 par due 11/2023),8.08% (Libor + 5.75%/Q),2/28/2019,3.8,,,3.8,,(2)(15),,
227,"CMW Parent LLC (fka Black Arrow, Inc.)",Multiplatform media firm,Series A units (32 units),,9/11/2015,0,,,0,,(2),,
228,Command Alkon Incorporated (19),Software solutions provider to the ready-mix concrete industry,First lien senior secured revolving loan ($4.1 par due 9/2022),9.50% (Base Rate + 4.00%/M),9/1/2017,4.1,,,4.0,,(2)(15)(18),,
229,,,First lien senior secured loan ($20.3 par due 9/2023),7.44% (Libor + 5.00%/M),9/1/2017,20.3,,,19.6,,(2)(15),,
230,,,Second lien senior secured loan ($33.8 par due 3/2024),11.44% (Libor + 9.00%/M),9/1/2017,33.8,,,31.7,,(2)(15),,
232,"Compuware Parent, LLC",Web and mobile cloud performance testing and monitoring services provider,"Class A-1 common stock (4,132 units)",,12/15/2014,2.3,,,2.6,,(2),,
233,,,"Class B-1 common stock (4,132 units)",,12/15/2014,0.5,,,0.5,,(2),,
234,,,"Class C-1 common stock (4,132 units)",,12/15/2014,0.3,,,0.4,,(2),,
235,,,"Class A-2 common stock (4,132 units)",,12/15/2014,0,,,0,,(2),,
236,,,"Class B-2 common stock (4,132 units)",,12/15/2014,0,,,0,,(2),,
237,,,"Class C-2 common stock (4,132 units)",,12/15/2014,0,,,0,,(2),,
239,"Directworks, Inc. and Co-Exprise Holdings, Inc.",Provider of cloud-based software solutions for direct materials sourcing and supplier management for manufacturers,First lien senior secured loan ($1.8 par due 4/2018),,12/19/2014,1.3,,,0,,(2)(14),,
240,,,"Warrant to purchase up to 1,875,000 shares of Series 1 preferred stock (expires 12/2024)",,12/19/2014,0,,,0,,(2),,
242,"Display Holding Company, Inc., Saldon Holdings, Inc. and Fastsigns Holdings Inc. (19)",Provider of visual communications solutions,First lien senior secured loan ($16.4 par due 3/2025),7.15% (Libor + 4.75%/M),3/13/2019,16.4,,,16.2,,(3)(15),,
243,,,Common units (600 units),,3/13/2019,0.6,,,0.6,,(2),,
245,Doxim Inc. (8)(19),Enterprise content management provider,First lien senior secured loan ($4.8 par due 2/2024),8.40% (Libor + 6.00%/Q),2/28/2018,4.8,,,4.8,,(2)(15),,
247,,,First lien senior secured loan ($10.2 par due 2/2024),8.33% (Libor + 6.00%/Q),2/28/2018,10.1,,,10.2,,(2)(11)(15),,
249,"DRB Holdings, LLC (19)",Provider of integrated technology solutions to car wash operators,First lien senior secured loan ($23.6 par due 10/2023),8.20% (Libor + 6.00%/S),10/6/2017,23.6,,,22.9,,(3)(15),,
250,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (19)",Provider of legal process outsourcing and managed services,First lien senior secured revolving loan ($0.6 par due 9/2021),7.01% (Libor + 4.50%/B),9/23/2016,0.6,,,0.6,,(2),,
251,,,First lien senior secured revolving loan ($0.7 par due 9/2021),6.92% (Libor + 4.50%/M),9/23/2016,0.7,,,0.7,,(2),,
252,,,First lien senior secured revolving loan ($2.2 par due 9/2021),6.90% (Libor + 4.50%/M),9/23/2016,2.2,,,2.2,,(2),,
253,,,"Class A common stock (7,500 shares)",,8/19/2014,7.5,,,6.4,,(2),,
254,,,"Class B common stock (7,500 shares)",,8/19/2014,0,,,0,,(2),,
256,"Emergency Communications Network, LLC (19)",Provider of mission critical emergency mass notification solutions,First lien senior secured revolving loan ($5.4 par due 6/2022),8.67% (Libor + 6.25%/M),6/1/2017,5.4,,,5.1,,(2)(15),,
257,,,First lien senior secured loan ($25.0 par due 6/2023),8.65% (Libor + 6.25%/M),6/1/2017,24.9,,,23.3,,(2)(15),,
258,,,First lien senior secured loan ($19.6 par due 6/2023),8.65% (Libor + 6.25%/M),6/1/2017,19.5,,,18.3,,(4)(15),,
260,Episerver Inc. and Goldcup 17308 AB (8)(19),Provider of web content management and digital commerce solutions,First lien senior secured loan ($6.2 par due 10/2024),8.40% (EURIBOR + 6.00%/M),3/22/2019,6.1,,,6.1,,(2),,
261,,,First lien senior secured loan ($27.6 par due 10/2024),8.15% (Libor + 5.75%/M),10/9/2018,27.6,,,27.3,,(2)(15),,
263,"First Insight, Inc.",Software company providing merchandising and pricing solutions to companies worldwide,"Warrant to purchase up to 122,827 units of Series C preferred stock (expires 3/2024)",,3/20/2014,0,,,0,,(2),,
264,"Foundation Risk Partners, Corp. (19)",Full service independent insurance agency,First lien senior secured revolving loan ($7.8 par due 11/2023),7.08% (Libor + 4.75%/Q),5/1/2019,7.8,,,7.8,,(2)(15),,
265,,,First lien senior secured loan ($22.2 par due 11/2023),7.08% (Libor + 4.75%/Q),11/10/2017,22.2,,,22.2,,(3)(15),,
266,,,Second lien senior secured loan ($21.7 par due 11/2024),10.83% (Libor + 8.50%/Q),8/9/2018,21.7,,,21.7,,(2)(15),,
267,,,Second lien senior secured loan ($19.1 par due 11/2024),10.83% (Libor + 8.50%/Q),8/9/2018,19.1,,,19.1,,(2)(15),,
268,,,Second lien senior secured loan ($2.3 par due 11/2024),10.83% (Libor + 8.50%/Q),5/1/2019,2.3,,,2.3,,(2)(15),,
269,,,Second lien senior secured loan ($27.5 par due 11/2024),10.83% (Libor + 8.50%/Q),11/10/2017,27.5,,,27.5,,(2)(15),,
271,Genesis Acquisition Co. and Genesis Holding Co. (19),Child care management software and services provider,Second lien senior secured loan ($25.8 par due 7/2025),10.04% (Libor + 7.50%/B),7/31/2018,25.8,,,25.8,,(2),,
272,,,Class A common stock (8 shares),,7/31/2018,0.8,,,1.0,,(2),,
274,"Graphpad Software, LLC (19)","Provider of data analysis, statistics, and visualization software solutions for scientific research applications",First lien senior secured loan ($1.1 par due 12/2023),8.20% (Libor + 6.00%/Q),12/21/2017,1.1,,,1.1,,(2)(15),,
276,"GTCR-Ultra Holdings III, LLC and GTCR-Ultra Holdings LLC (19)",Provider of payment processing and merchant acquiring solutions,Class A-2 units (911 units),,8/1/2017,0.9,,,1.5,,(2),,
277,,,"Class B units (2,878,372 units)",,8/1/2017,0,,,0,,(2),,
279,"HAI Acquisition Corporation and Aloha Topco, LLC (19)","Professional employer organization offering human resources, compliance and risk management services",First lien senior secured loan ($62.5 par due 11/2024),8.07% (Libor + 5.50%/Q),11/1/2017,62.5,,,62.5,,(3)(15),,
280,,,"Class A units (16,980 units)",,11/1/2017,1.7,,,2.4,,(2),,
282,IfByPhone Inc.,Voice-based marketing automation software provider,"Warrant to purchase up to 124,300 shares of Series C preferred stock (expires 10/2022)",,10/15/2012,0.1,,,0.1,,(2),,
283,"Implementation Management Assistance, LLC (19)",Revenue cycle consulting firm to the healthcare industry,First lien senior secured revolving loan ($10.3 par due 12/2023),6.83% (Libor + 4.50%/Q),12/13/2017,10.3,,,10.2,,(2)(15),,
284,,,First lien senior secured revolving loan ($0.5 par due 12/2023),6.83% (Libor + 4.50%/Q),12/13/2017,0.5,,,0.5,,(2)(15),,
285,,,First lien senior secured loan ($16.9 par due 12/2023),6.83% (Libor + 4.50%/Q),12/13/2017,16.9,,,16.7,,(2)(15),,
287,"Infinite Electronics International, Inc. (19)",Manufacturer and distributor of radio frequency and microwave electronic components,First lien senior secured revolving loan,0,7/2/2018,0,,,0,,(2)(17),,
288,,,First lien senior secured loan ($16.4 par due 7/2025),6.33% (Libor + 4.00%/Q),7/2/2018,16.3,,,16.4,,(2),,
290,"Infogix, Inc. and Infogix Parent Corporation (19)",Enterprise data analytics and integrity software solutions provider,First lien senior secured revolving loan ($1.6 par due 4/2024),8.15% (Libor + 6.00%/A),4/18/2018,1.6,,,1.6,,(2)(15),,
291,,,"Series A preferred stock (2,475 shares)",9.00% PIK,1/3/2017,2.6,,,2.2,,,,
292,,,"Common stock (1,297,768 shares)",,1/3/2017,0,,,0,,,,
294,"Inmar, Inc.","Technology-driven solutions provider for retailers, wholesalers and manufacturers",First lien senior secured loan ($15.7 par due 5/2024),6.33% (Libor + 4.00%/Q),1/31/2019,15.0,,,14.9,,(2)(15),,
295,,,Second lien senior secured loan ($28.3 par due 5/2025),10.33% (Libor + 8.00%/Q),4/25/2017,28.0,,,27.4,,(2)(15),,
297,"InterVision Systems, LLC and InterVision Holdings, LLC","Provider of cloud based IT solutions, infrastructure and services",First lien senior secured loan ($16.4 par due 5/2022),10.15% (Libor + 7.77%/M),5/31/2017,16.4,,,15.5,,(2)(15),,
298,,,First lien senior secured loan ($24.7 par due 5/2022),11.29% (Libor + 8.88%/M),5/31/2017,24.7,,,23.5,,(2)(15),,
299,,,First lien senior secured loan ($10.0 par due 5/2022),10.34% (Libor + 7.94%/M),5/31/2017,10.0,,,9.5,,(4)(15),,
300,,,"Class A membership units (1,000 units)",,5/31/2017,1.0,,,0.3,,,,
302,"Invoice Cloud, Inc. (19)",Provider of electronic payment processing solutions,First lien senior secured loan ($32.6 par due 2/2024),9.04% (Libor + 6.50%/Q),2/11/2019,32.6,,,32.3,,(2)(15),,
303,"iPipeline, Inc., Internet Pipeline, Inc., iPipeline Limited and iPipeline Holdings, Inc. (19)",Provider of SaaS-based software solutions to the insurance and financial services industry,First lien senior secured loan ($11.1 par due 8/2022),7.16% (Libor + 4.75%/M),12/18/2017,11.7,,,11.1,,(2)(8)(15),,
304,,,First lien senior secured loan ($7.4 par due 8/2022),7.16% (Libor + 4.75%/M),6/15/2017,7.3,,,7.4,,(4)(15),,
305,,,First lien senior secured loan ($4.9 par due 8/2022),7.16% (Libor + 4.75%/M),9/15/2017,4.9,,,4.9,,(4)(15),,
307,,,First lien senior secured loan ($16.1 par due 8/2022),7.16% (Libor + 4.75%/M),8/4/2015,16.1,,,16.1,,(3)(15),,
308,,,First lien senior secured loan ($14.4 par due 8/2022),7.16% (Libor + 4.75%/M),8/4/2015,14.4,,,14.4,,(4)(15),,
309,,,"Preferred stock (1,100 shares)",,8/4/2015,1.1,,,5.4,,(2),,
310,,,"Common stock (668,781 shares)",,8/4/2015,0,,,0.1,,(2),,
312,"IRI Holdings, Inc., IRI Group Holdings, Inc. and IRI Parent, L.P.",Market research company focused on the consumer packaged goods industry,First lien senior secured loan ($34.8 par due 11/2025),7.02% (Libor + 4.50%/Q),11/30/2018,34.5,,,34.8,,(3),,
313,,,First lien senior secured loan ($21.6 par due 11/2025),7.02% (Libor + 4.50%/Q),11/30/2018,21.4,,,21.6,,(4),,
314,,,Second lien senior secured loan ($86.8 par due 11/2026),10.52% (Libor + 8.00%/Q),11/30/2018,85.4,,,86.8,,(2),,
315,,,"Series A-1 preferred shares (46,900 shares)",13.14% PIK (Libor + 10.50%/Q),11/30/2018,48.3,,,49.0,,(2)(15),,
316,,,"Class A-1 common units (90,500 units)",,11/30/2018,9.1,,,9.1,,(2),,
318,"Kaufman, Hall & Associates, LLC (19)",Provider of specialty advisory services and software solutions to the healthcare market,First lien senior secured loan ($8.1 par due 5/2025),7.66% (Libor + 5.25%/M),11/9/2018,8.1,,,8.1,,(4)(15),,
319,,,First lien senior secured loan ($6.8 par due 5/2025),7.93% (Libor + 5.25%/S),11/9/2018,6.8,,,6.8,,(4)(15),,
321,Labstat International Inc. (8)(19),Lab testing services for nicotine containing products,First lien senior secured loan ($5.2 par due 6/2024),8.22% (CDOR + 6.25%/Q),10/19/2018,5.1,,,5.2,,(2),,
322,,,First lien senior secured loan ($19.9 par due 6/2024),8.22% (CDOR + 6.25%/Q),6/25/2018,19.6,,,19.9,,(2),,
324,LLSC Holdings Corporation (dba Lawrence Merchandising Services) (7),Marketing services provider,"Series A preferred stock (9,000 shares)",,1/3/2017,1.8,,,0.4,,,,
325,,,"Common stock (1,000 shares)",,1/3/2017,0,,,0,,,,
327,"Masergy Holdings, Inc. (19)","Provider of software-defined solutions for enterprise global networks, cyber security, and cloud communications",First lien senior secured revolving loan,0,2/8/2018,0,,,0,,(2)(17),,
328,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (dba Community Brands) (18)",Software and payment services provider to faith-based institutions,First lien senior secured revolving loan ($2.2 par due 12/2022),7.33% (Libor + 5.00%/Q),12/2/2016,2.2,,,2.2,,(2)(15),,
329,,,First lien senior secured loan ($4.9 par due 12/2022),6.33% (Libor + 4.00%/Q),8/22/2017,4.9,,,4.9,,(2)(15),,
330,,,First lien senior secured loan ($9.4 par due 12/2022),6.33% (Libor + 4.00%/Q),4/6/2017,9.4,,,9.4,,(2)(15),,
331,,,Second lien senior secured loan ($16.6 par due 6/2023),11.58% (Libor + 9.25%/Q),12/2/2016,16.6,,,16.6,,(2)(15),,
332,,,Second lien senior secured loan ($17.9 par due 6/2023),11.58% (Libor + 9.25%/Q),8/22/2017,17.9,,,17.9,,(2)(15),,
333,,,Second lien senior secured loan ($4.7 par due 6/2023),11.58% (Libor + 9.25%/Q),4/6/2017,4.7,,,4.7,,(2)(15),,
334,,,Second lien senior secured loan ($10.3 par due 6/2023),10.33% (Libor + 8.00%/Q),4/18/2018,10.3,,,10.3,,(2)(15),,
335,,,Second lien senior secured loan ($9.2 par due 6/2023),11.58% (Libor + 9.25%/Q),4/6/2017,9.2,,,9.2,,(2)(15),,
337,,,Second lien senior secured loan ($38.6 par due 6/2023),10.33% (Libor + 8.00%/Q),4/18/2018,38.6,,,38.6,,(2)(15),,
338,,,Second lien senior secured loan ($75.0 par due 6/2023),11.58% (Libor + 9.25%/Q),12/2/2016,74.5,,,75.0,,(2)(15),,
339,,,Second lien senior secured loan ($15.0 par due 6/2023),11.58% (Libor + 9.25%/Q),12/2/2016,14.9,,,15.0,,(3)(15),,
340,,,"Class A units (500,000 units)",,12/2/2016,5.0,,,8.4,,(2),,
342,"MVL Group, Inc. (7)",Marketing research provider,"Common stock (560,716 shares)",,4/1/2010,0,,,0,,(2),,
343,"NAS, LLC, Nationwide Marketing Group, LLC and Nationwide Administrative Services, Inc.","Buying and marketing services organization for appliance, furniture and consumer electronics dealers",Second lien senior secured loan ($6.0 par due 12/2021),11.08% (Libor + 8.75%/Q),6/1/2015,6.0,,,6.0,,(2)(15),,
344,,,Second lien senior secured loan ($25.1 par due 12/2021),11.08% (Libor + 8.75%/Q),6/1/2015,25.1,,,25.1,,(2)(15),,
346,"Novetta Solutions, LLC","Provider of advanced analytics solutions for the government, defense and commercial industries",First lien senior secured loan ($8.6 par due 10/2022),7.41% (Libor + 5.00%/M),1/3/2017,8.4,,,8.3,,(4)(15),,
347,,,Second lien senior secured loan ($31.0 par due 10/2023),10.91% (Libor + 8.50%/M),1/3/2017,29.2,,,28.2,,(2)(15),,
349,"NSM Insurance Group, LLC",Insurance program administrator,First lien senior secured loan ($4.6 par due 5/2024),6.83% (Libor + 4.50%/Q),3/27/2019,4.6,,,4.6,,(2)(15),,
350,,,First lien senior secured loan ($13.1 par due 5/2024),6.83% (Libor + 4.50%/Q),5/11/2018,13.1,,,13.1,,(3)(15),,
351,,,First lien senior secured loan ($5.6 par due 5/2024),6.83% (Libor + 4.50%/Q),6/28/2019,5.6,,,5.6,,(2)(15),,
353,"PayNearMe, Inc.",Electronic cash payment system provider,"Warrant to purchase up to 195,726 shares of Series E preferred stock (expires 3/2023)",,3/11/2016,0.2,,,0,,(2),,
354,"PDI TA Holdings, Inc., Peachtree Parent, Inc. and Insight PDI Holdings, LLC (19)",Provider of enterprise management software for the convenience retail and petroleum wholesale market,First lien senior secured revolving loan ($5.8 par due 10/2024),9.00% (Base Rate + 3.50%/Q),3/19/2019,5.8,,,5.8,,(2)(15),,
355,,,First lien senior secured loan ($55.0 par due 10/2024),6.92% (Libor + 4.50%/Q),3/19/2019,55.0,,,54.9,,(2)(15),,
356,,,Second lien senior secured loan ($70.1 par due 10/2025),10.92% (Libor + 8.50%/Q),3/19/2019,70.1,,,70.0,,(2)(15),,
357,,,"Series A preferred shares (13,656 shares)",13.25% PIK,3/19/2019,13.9,,,14.2,,(2),,
358,,,"Class A units (1,942,225 units)",,3/19/2019,1.9,,,1.9,,(2),,
360,"Pegasus Global Enterprise Holdings, LLC, Mekone Blocker Acquisition, Inc. and Mekone Parent, LLC (19)",Provider of plant maintenance and scheduling software,First lien senior secured loan ($20.3 par due 5/2025),8.15% (Libor + 5.75%/M),5/29/2019,20.3,,,20.1,,(2)(15),,
361,,,"Class A units (5,000 units)",,5/29/2019,5.0,,,5.0,,(2),,
363,"Perforce Software, Inc. (19)",Developer of software used for application development,First lien senior secured revolving loan ($0.1 par due 12/2022),9.00% (Base Rate + 3.50%/Q),2/8/2019,0.1,,,0.1,,(2)(15),,
364,,,First lien senior secured loan ($35.3 par due 12/2024),9.00% (Base Rate + 3.50%/Q),2/8/2019,35.1,,,35.3,,(2)(15),,
367,"PHL Investors, Inc., and PHL Holding Co. (7)",Mortgage services,Class A common stock (576 shares),,7/31/2012,3.8,,,0,,(2),,
368,"PHNTM Holdings, Inc. and Planview Parent, Inc.",Provider of project and portfolio management software,Second lien senior secured loan ($62.0 par due 7/2023),12.15% (Libor + 9.75%/M),1/27/2017,61.4,,,62.0,,(2)(15),,
369,,,Class A common shares (990 shares),,1/27/2017,1.0,,,1.6,,(2),,
370,,,"Class B common shares (168,329 shares)",,1/27/2017,0,,,0.3,,(2),,
372,Poplicus Incorporated,Business intelligence and market analytics platform for companies that sell to the public sector,"Warrant to purchase up to 2,402,991 shares of Series C preferred stock (expires 6/2025)",,6/25/2015,0.1,,,0,,(2),,
373,"Production Resource Group, L.L.C.","Provider of rental equipment, labor, production management, scenery, and other products to various entertainment end-markets",First lien senior secured loan ($21.0 par due 8/2024),9.53% (Libor + 7.00%/Q),8/21/2018,21.0,,,20.2,,(2)(15),,
374,,,First lien senior secured loan ($80.0 par due 8/2024),9.53% (Libor + 7.00%/Q),8/21/2018,80.0,,,76.8,,(3)(15),,
376,"Project Alpha Intermediate Holding, Inc. and Qlik Parent, Inc.",Provider of data visualization software for data analytics,"Class A common shares (7,445 shares)",,8/22/2016,7.4,,,11.8,,(2),,
377,,,"Class B common shares (1,841,609 shares)",,8/22/2016,0.1,,,0.1,,(2),,
379,R2 Acquisition Corp.,Marketing services,"Common stock (250,000 shares)",,5/29/2007,0.3,,,0.2,,(2),,
380,SCM Insurance Services Inc. (19),"Provider of claims management, claims investigation & support and risk management solutions for the Canadian property and casualty insurance industry",First lien senior secured revolving loan ($3.8 par due 8/2022),7.95% (Base Rate + 4.00%/Q),8/29/2017,3.8,,,3.8,,(2),,
381,,,First lien senior secured loan ($20.3 par due 8/2024),6.96% (CDOR + 5.00%/M),8/29/2017,21.1,,,19.8,,(2)(8),,
382,,,Second lien senior secured loan ($58.0 par due 3/2025),10.96% (CDOR + 9.00%/M),8/29/2017,60.5,,,55.7,,(2)(8),,
384,"SpareFoot, LLC (19)",PMS solutions and web services for the self-storage industry.,First lien senior secured revolving loan ($0.3 par due 4/2023),6.69% (Libor + 4.25%/M),4/13/2018,0.3,,,0.3,,(2)(15),,
385,,,First lien senior secured loan ($0.5 par due 4/2024),6.69% (Libor + 4.25%/M),3/29/2019,0.5,,,0.5,,(2)(15),,
386,,,Second lien senior secured loan ($4.2 par due 4/2025),10.65% (Libor + 8.25%/M),8/31/2018,4.1,,,4.2,,(2)(15),,
387,,,Second lien senior secured loan ($6.1 par due 4/2025),10.65% (Libor + 8.25%/M),4/13/2018,6.0,,,6.1,,(2)(15),,
389,"Sparta Systems, Inc., Project Silverback Holdings Corp. and Silverback Holdings, Inc. (19)",Quality management software provider,Second lien senior secured loan ($20.0 par due 8/2025),10.65% (Libor + 8.25%/M),8/21/2017,19.7,,,16.6,,(2)(15),,
390,,,"Series B preferred shares (10,084 shares)",,8/21/2017,1.1,,,0,,,,
392,Telestream Holdings Corporation (19),Provider of digital video tools and workflow solutions to the media and entertainment industries,First lien senior secured revolving loan ($1.2 par due 3/2022),8.63% (Libor + 6.45%/S),2/8/2018,1.2,,,1.2,,(2)(18),,
393,"The Ultimate Software Group, Inc. and H&F Unite Partners, L.P. (19)",Provider of cloud based HCM solutions for businesses,Second lien senior secured loan ($205.4 par due 5/2027),10.33% (Libor + 8.00%/Q),5/3/2019,205.4,,,203.3,,(2),,
394,,,"Limited partner interests (12,583,556 interests)",,5/3/2019,12.6,,,12.6,,(2)(8),,
397,"TPG VIII Elf Purchaser, LLC, Entertainment Partners Canada ULC and TPG VIII EP Co-Invest II, L.P. (19)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($4.1 par due 5/2026),8.08% (Libor + 5.75%/B),5/10/2019,4.1,,,4.1,,(2)(8)(13),,
398,,,First lien senior secured loan ($10.9 par due 5/2026),8.08% (Libor + 5.75%/B),5/10/2019,10.9,,,10.7,,(2)(8),,
399,,,First lien senior secured loan ($20.9 par due 5/2026),8.08% (Libor + 5.75%/B),5/10/2019,20.9,,,20.7,,(2)(13),,
400,,,First lien senior secured loan ($54.7 par due 5/2026),8.08% (Libor + 5.75%/B),5/10/2019,54.7,,,54.2,,(2),,
401,,,"Partnership units (5,034,483 units)",,5/10/2019,5.0,,,5.0,,(2),,
403,"TU BidCo, Inc. (19)","Provider of outsourced customer service management solutions and back-office support services to e-commerce, software and tech-enabled services industries",First lien senior secured revolving loan,0,10/1/2018,0,,,0,,(2)(17),,
404,,,First lien senior secured loan ($18.0 par due 10/2023),6.33% (Libor + 4.00%/Q),10/1/2018,18.0,,,18.0,,(3)(15),,
406,"UL Holding Co., LLC (6)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,Senior subordinated loan ($3.3 par due 5/2020),10.00% PIK,4/30/2012,1.3,,,3.3,,(2),,
407,,,Senior subordinated loan ($0.4 par due 5/2020),,4/30/2012,0.2,,,0.4,,(2),,
408,,,Senior subordinated loan ($7.1 par due 5/2020),10.00% PIK,4/30/2012,2.8,,,7.1,,(2),,
409,,,Senior subordinated loan ($0.5 par due 5/2020),,4/30/2012,0.2,,,0.5,,(2),,
410,,,Senior subordinated loan ($28.4 par due 5/2020),10.00% PIK,4/30/2012,11.2,,,28.4,,(2),,
411,,,Senior subordinated loan ($3.8 par due 5/2020),,4/30/2012,1.5,,,3.8,,(2),,
412,,,"Class A common units (533,351 units)",,6/17/2011,5.0,,,0.1,,(2),,
413,,,"Class B-5 common units (272,834 units)",,6/17/2011,2.5,,,0.1,,(2),,
414,,,"Class C common units (758,546 units)",,4/25/2008,0,,,0,,(2),,
415,,,"Warrant to purchase up to 719,044 shares of Class A units",,5/2/2014,0,,,0,,(2),,
416,,,"Warrant to purchase up to 28,663 shares of Class B-1 units",,5/2/2014,0,,,0,,(2),,
417,,,"Warrant to purchase up to 57,325 shares of Class B-2 units",,5/2/2014,0,,,0,,(2),,
418,,,"Warrant to purchase up to 29,645 shares of Class B-3 units",,5/2/2014,0,,,0,,(2),,
419,,,"Warrant to purchase up to 80,371 shares of Class B-5 units",,5/2/2014,0,,,0,,(2),,
420,,,"Warrant to purchase up to 59,655 shares of Class B-6 units",,5/2/2014,0,,,0,,(2),,
421,,,"Warrant to purchase up to 1,046,713 shares of Class C units",,5/2/2014,0,,,0,,(2),,
423,"Unison Software, Inc. (fka Compusearch Software Systems, Inc.)",Provider of enterprise software and services for organizations in the public sector,Second lien senior secured loan ($51.0 par due 11/2021),11.28% (Libor + 8.75%/Q),1/3/2017,51.0,,,51.0,,(3)(15),,
424,Velocity Holdings Corp.,Hosted enterprise resource planning application management services provider,"Common units (1,713,546 units)",,12/13/2013,4.5,,,3.2,,,,
426,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,First lien senior secured loan ($6.0 par due 8/2022),9.45% (Libor + 7.00%/Q),8/31/2017,6.0,,,6.0,,(2)(15),,
427,,,First lien senior secured loan ($9.6 par due 8/2022),9.52% (Libor + 7.00%/Q),8/31/2017,9.6,,,9.6,,(2)(15),,
428,,,First lien senior secured loan ($16.7 par due 8/2022),9.52% (Libor + 7.00%/Q),8/31/2017,16.6,,,16.7,,(2)(15),,
429,,,Senior subordinated loan ($59.8 par due 9/2024),15.00% PIK,8/31/2017,56.9,,,59.2,,(2),,
430,,,"Warrant to purchase up to 1,961,452 shares of preferred stock (expires 8/2027)",,8/31/2017,3.9,,,1.7,,(2),,
431,,,"Warrant to purchase up to 1,720,432 shares of common stock (expires 8/2027)",,8/31/2017,0,,,0,,(2),,
433,"VRC Companies, LLC (19)",Provider of records and information management services,First lien senior secured revolving loan ($0.5 par due 3/2022),8.90% (Libor + 6.50%/M),4/17/2017,0.5,,,0.5,,(2)(15),,
434,,,First lien senior secured revolving loan ($0.4 par due 3/2022),11.00% (Base Rate + 5.50%/Q),4/17/2017,0.4,,,0.4,,(2)(15),,
435,,,First lien senior secured loan ($3.1 par due 3/2023),8.90% (Libor + 6.50%/M),1/29/2019,3.1,,,3.1,,(2)(15),,
436,,,First lien senior secured loan ($0.1 par due 3/2023),8.90% (Libor + 6.50%/M),1/29/2019,0.1,,,0.1,,(2)(15),,
437,,,First lien senior secured loan ($9.1 par due 3/2023),8.90% (Libor + 6.50%/M),3/31/2017,9.1,,,9.1,,(2)(15),,
439,WorldPay Group PLC (8),Payment processing company,"C2 shares (73,974 shares)",,10/21/2015,0,,,0,,(22),,
440,"Worldwide Facilities, LLC (19)",Specialty insurance wholesale broker,First lien senior secured revolving loan ($0.4 par due 4/2024),6.65% (Libor + 4.25%/M),5/3/2018,0.4,,,0.4,,(2)(15),,
441,"XIFIN, Inc. (19)",Revenue cycle management provider to labs,First lien senior secured revolving loan,0,2/8/2018,0,,,0,,(2)(17),,
442,"Zywave, Inc. (19)",Provider of software and technology-enabled content and analytical solutions to insurance brokers,First lien senior secured revolving loan ($1.2 par due 11/2022),7.40% (Libor + 5.00%/M),11/17/2016,1.2,,,1.2,,(2)(15),,
443,,,First lien senior secured revolving loan ($2.4 par due 11/2022),7.38% (Libor + 5.00%/S),11/17/2016,2.4,,,2.4,,(2)(15),,
444,,,Second lien senior secured loan ($17.1 par due 11/2023),11.59% (Libor + 9.00%/Q),11/17/2016,17.1,,,17.1,,(2)(15),,
446,,,,,,2440.5,,,2440.7,,,33.13,%
448,ACAS Equity Holdings Corporation (7)(8),Investment company,Common stock (589 shares),,1/3/2017,0.4,,,0,,,,
449,Ares IIIR/IVR CLO Ltd. (8),Investment vehicle,Subordinated notes ($20.0 par due 4/2021),,1/3/2017,0,,,0.1,,,,
450,"Blue Wolf Capital Fund II, L.P. (6)(8)",Investment partnership,Limited partnership interest (8.50% interest),,1/3/2017,1.6,,,2.6,,(22),,
451,Carlyle Global Market Strategies CLO 2015-3 (8),Investment vehicle,Subordinated notes ($24.6 par due 7/2028),15.70%,1/3/2017,13.8,,,14.0,,,,
452,CoLTs 2005-1 Ltd. (7)(8),Investment vehicle,Preferred shares (360 shares),,1/3/2017,0,,,0,,,,
453,CoLTs 2005-2 Ltd. (7)(8),Investment vehicle,"Preferred shares (34,170,000 shares)",,1/3/2017,0,,,0,,,,
454,CREST Exeter Street Solar 2004-1 (8),Investment vehicle,"Preferred shares (3,500,000 shares)",,1/3/2017,0,,,0,,,,
456,Eaton Vance CDO X plc (8),Investment vehicle,Subordinated notes ($9.2 par due 2/2027),,1/3/2017,0,,,0.1,,,,
457,European Capital UK SME Debt LP (6)(8)(20),Investment partnership,Limited partnership interest (45% interest),,1/3/2017,39.8,,,36.8,,,,
458,"HCI Equity, LLC (7)(8)",Investment company,Member interest (100.00% interest),,4/1/2010,0,,,0.1,,(22),,
459,Herbert Park B.V. (8),Investment vehicle,Subordinated notes ($6.1 par due 10/2026),,1/3/2017,0.9,,,0,,,,
460,OHA Credit Partners XI (8),Investment vehicle,Subordinated notes ($17.8 par due 1/2032),13.00%,1/3/2017,13.3,,,14.8,,,,
