,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
212,"AutoQuotes, LLC",One stop,,L + 5.75,,,N/A  (6),,11/2024,,-,,,-,,,-,,,-,,,,,
213,Axiom Merger Sub Inc.  #!~,One stop,,L + 5.25,(c),,7.26,,04/2026,,5891,,,5952,,,0.3,,,5891,,,,,
214,Axiom Merger Sub Inc.  #+!~(8)(9),One stop,,E + 5.50,(g),,5.50,,04/2026,,2428,,,2453,,,0.1,,,2441,,,,,
215,Axiom Merger Sub Inc.  (5),One stop,,L + 5.25,,,N/A  (6),,04/2026,,-,,,(1,,,-,,,-,,,,,
216,Axiom Merger Sub Inc.  (5),One stop,,L + 5.25,,,N/A  (6),,04/2026,,-,,,(3,,,-,,,-,,,,,
217,"Bazaarvoice, Inc.  *#+!~",One stop,,L + 5.75,(a),,7.55,,02/2024,,48492,,,49402,,,2.2,,,48492,,,,,
218,"Bazaarvoice, Inc.  (5)",One stop,,L + 0.00,,,N/A  (6),,02/2024,,-,,,(3,,,-,,,-,,,,,
219,"Bearcat Buyer, Inc.  #+!~",Senior loan,,L + 4.25,(c),,6.19,,07/2026,,2950,,,2975,,,0.1,,,2950,,,,,
220,"Bearcat Buyer, Inc.  #!~",Senior loan,,L + 4.25,(c),,6.19,,07/2026,,312,,,309,,,-,,,312,,,,,
221,"Bearcat Buyer, Inc.",Senior loan,,L + 4.25,(c),,6.19,,07/2026,,166,,,167,,,-,,,166,,,,,
222,"Bearcat Buyer, Inc.",Senior loan,,L + 4.25,,,N/A  (6),,07/2024,,-,,,-,,,-,,,-,,,,,
223,"Bullhorn, Inc.  #+!~(14)",One stop,,L + 5.50,(c),,7.44,,10/2025,,67812,,,66836,,,3.0,,,67812,,,,,
224,"Bullhorn, Inc.  (8)(9)(14)",One stop,,L + 6.00,(i),,6.79,,10/2025,,12099,,,11926,,,0.6,,,13039,,,,,
225,"Bullhorn, Inc.  (8)(9)(14)",One stop,,E + 5.75,(c),,5.75,,10/2025,,4859,,,4789,,,0.2,,,4983,,,,,
226,"Bullhorn, Inc.",One stop,,L + 7.46,(c),,7.46,,10/2025,,78,,,73,,,-,,,78,,,,,
227,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,
228,Diversified/Conglomerate Service - (continued),,,,,,,,,,,,,,,,,,,,,,,,
229,"Bullhorn, Inc.  (5)",One stop,,L + 5.50,,,N/A  (6),,10/2025,,,-,,,,(3,,,-,,,,-,,
230,"Calabrio, Inc.  #!~",One stop,,L + 6.50,(c),,8.44,,06/2025,,9880,,,10050,,,0.4,,,9880,,,,,
231,"Calabrio, Inc.",One stop,,L + 6.50,(a),,8.28,,06/2025,,120,,,120,,,-,,,120,,,,,
232,"Caliper Software, Inc.  #!~",One stop,,L + 6.00,(c),,7.94,,11/2025,,26071,,,26609,,,1.2,,,26071,,,,,
233,"Caliper Software, Inc.",One stop,,L + 6.00,(c),,7.95,,11/2023,,318,,,320,,,-,,,318,,,,,
234,Centrify Corporation  *,One stop,,L + 6.25,(c),,8.20,,08/2024,,23315,,,23361,,,1.0,,,22616,,,,,
235,Centrify Corporation,One stop,,P + 5.25,(f),,10.00,,08/2024,,300,,,300,,,-,,,292,,,,,
236,"Clearwater Analytics, LLC  ^*",One stop,,L + 5.50,(d),,7.70,,09/2022,,16458,,,16453,,,0.7,,,16458,,,,,
237,"Clearwater Analytics, LLC  +",One stop,,L + 5.50,(c),,7.72,,09/2022,,6086,,,6126,,,0.3,,,6086,,,,,
238,"Clearwater Analytics, LLC  +",One stop,,L + 5.50,(a),,7.20,,09/2022,,998,,,978,,,0.1,,,998,,,,,
239,"Clearwater Analytics, LLC  (5)",One stop,,L + 5.50,,,N/A  (6),,09/2022,,-,,,(4,,,-,,,-,,,,,
240,"Cloudbees, Inc.",One stop,,L + 9.00,(a),,10.19 cash/0.50 PIK,,05/2023,,4198,,,4242,,,0.2,,,4198,,,,,
241,"Cloudbees, Inc.",One stop,,L + 9.00,(a),,10.19 cash/0.50 PIK,,08/2021,,1463,,,1480,,,0.1,,,1463,,,,,
242,"Cloudbees, Inc.",One stop,,L + 8.50,,,N/A  (6),,05/2023,,-,,,-,,,-,,,-,,,,,
243,"Confluence Technologies, Inc.  #+!~",One stop,,L + 5.75,(a),,7.55,,03/2024,,45346,,,45056,,,2.0,,,44892,,,,,
244,"Confluence Technologies, Inc.  (5)",One stop,,L + 5.75,,,N/A  (6),,03/2024,,-,,,(1,,,-,,,(3,,,,,
245,"Connexin Software, Inc.  #!~",One stop,,L + 8.50,(a),,10.30,,02/2024,,7550,,,7632,,,0.3,,,7550,,,,,
246,"Connexin Software, Inc.",One stop,,L + 8.50,,,N/A  (6),,02/2024,,-,,,-,,,-,,,-,,,,,
247,"Conservice, LLC  #+!~",One stop,,L + 5.25,(a),,7.05,,12/2024,,3784,,,3856,,,0.2,,,3784,,,,,
248,"Conservice, LLC",One stop,,L + 5.25,,,N/A  (6),,12/2024,,-,,,-,,,-,,,-,,,,,
249,"Convercent, Inc.",One stop,,L + 9.00,(c),,8.25 cash/2.75 PIK,,12/2024,,2754,,,2671,,,0.1,,,2713,,,,,
250,"Convercent, Inc.",Subordinated debt,,No Value,,,4.00,,11/2020,,138,,,138,,,-,,,138,,,,,
251,"Convercent, Inc.",One stop,,L + 6.25,,,N/A  (6),,12/2024,,-,,,-,,,-,,,-,,,,,
252,"Convercent, Inc.",One stop,,L + 6.25,,,N/A  (6),,12/2024,,-,,,-,,,-,,,-,,,,,
253,Daxko Acquisition Corporation  ^*,One stop,,L + 4.75,(a),,6.55,,09/2023,,22117,,,22413,,,1.0,,,22117,,,,,
254,Daxko Acquisition Corporation  (5),One stop,,L + 4.75,,,N/A  (6),,09/2023,,-,,,(1,,,-,,,-,,,,,
255,"Digital Guardian, Inc.",One stop,,L + 9.50,(c),,8.60 cash/3.00 PIK,,06/2023,,8535,,,8895,,,0.4,,,8938,,,,,
256,"Digital Guardian, Inc.",Subordinated debt,,No Value,,,8.00 PIK,,06/2023,,8,,,6,,,-,,,8,,,,,
257,"Digital Guardian, Inc.",One stop,,L + 5.00,,,N/A  (6),,06/2023,,-,,,-,,,-,,,-,,,,,
258,"Digital Guardian, Inc.",One stop,,L + 6.50,,,N/A  (6),,06/2023,,-,,,17,,,-,,,21,,,,,
259,DISA Holdings Acquisition Subsidiary Corp.  #+!~,Senior loan,,L + 4.00,(c),,5.77,,06/2022,,5129,,,5238,,,0.2,,,5129,,,,,
260,DISA Holdings Acquisition Subsidiary Corp.,Senior loan,,L + 4.00,,,N/A  (6),,06/2022,,-,,,-,,,-,,,-,,,,,
261,DISA Holdings Acquisition Subsidiary Corp.,Senior loan,,L + 4.00,,,N/A  (6),,06/2022,,-,,,4,,,-,,,-,,,,,
262,"E2open, LLC  *#+!~",One stop,,L + 5.75,(c),,7.66,,11/2024,,86555,,,87574,,,3.9,,,86555,,,,,
263,"E2open, LLC  (5)",One stop,,L + 5.75,,,N/A  (6),,11/2024,,-,,,(6,,,-,,,-,,,,,
264,"EGD Security Systems, LLC  ^*",One stop,,L + 5.75,(c),,7.78,,06/2023,,30092,,,30554,,,1.3,,,30092,,,,,
265,"EGD Security Systems, LLC",One stop,,L + 5.75,(c),,7.81,,06/2023,,644,,,668,,,-,,,644,,,,,
266,"EGD Security Systems, LLC",One stop,,L + 5.75,(c),,7.79,,06/2023,,347,,,345,,,-,,,347,,,,,
267,"EGD Security Systems, LLC",One stop,,L + 5.75,(c),,7.67,,06/2023,,36,,,34,,,-,,,36,,,,,
268,"GS Acquisitionco, Inc.  *#+!~",One stop,,L + 5.75,(a),,7.55,,05/2024,,54425,,,54897,,,2.4,,,54425,,,,,
269,"GS Acquisitionco, Inc.  *",One stop,,L + 5.75,(a),,7.55,,05/2024,,12854,,,13215,,,0.6,,,12854,,,,,
270,"GS Acquisitionco, Inc.",One stop,,L + 5.75,(a),,7.55,,05/2024,,3312,,,3406,,,0.1,,,3312,,,,,
271,"GS Acquisitionco, Inc.  #+!~",One stop,,L + 5.75,(a),,7.55,,05/2024,,3055,,,3142,,,0.1,,,3055,,,,,
272,"GS Acquisitionco, Inc.",One stop,,L + 5.75,(a),,7.55,,05/2024,,1918,,,1973,,,0.1,,,1918,,,,,
273,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,
274,Diversified/Conglomerate Service - (continued),,,,,,,,,,,,,,,,,,,,,,,,
275,"GS Acquisitionco, Inc.",One stop,,L + 5.75,(a),,7.55,,05/2024,,,170,,,,166,,,-,,,,170,,
276,"GS Acquisitionco, Inc.",One stop,,L + 5.75,(a),,7.55,,05/2024,,11,,,10,,,-,,,11,,,,,
277,"HealthcareSource HR, Inc.  *",One stop,,L + 5.25,(c),,7.19,,05/2023,,34006,,,34122,,,1.5,,,34006,,,,,
278,"HealthcareSource HR, Inc.  (5)",One stop,,L + 5.25,,,N/A  (6),,05/2023,,-,,,(2,,,-,,,-,,,,,
279,"HSI Halo Acquisition, Inc.  #+!~",One stop,,L + 5.75,(a),,7.55,,08/2026,,4123,,,4175,,,0.2,,,4123,,,,,
280,"HSI Halo Acquisition, Inc.",One stop,,L + 5.75,(a),,7.54,,08/2026,,305,,,300,,,-,,,305,,,,,
281,"HSI Halo Acquisition, Inc.",One stop,,L + 5.75,,,N/A  (6),,09/2025,,-,,,-,,,-,,,-,,,,,
282,Hydraulic Authority III Limited#!  ~(8)(9)(10),One stop,,L + 6.00,(h)(j),,7.00,,11/2025,,12371,,,12608,,,0.6,,,13022,,,,,
283,Hydraulic Authority III Limited  (8)(9)(10),One stop,,No Value,,,11.00 PIK,,11/2028,,199,,,203,,,-,,,209,,,,,
284,Hydraulic Authority III Limited  (8)(9)(10),One stop,,L + 6.00,(a),,7.00,,11/2025,,12,,,13,,,-,,,14,,,,,
285,"ICIMS, Inc.  #!~",One stop,,L + 6.50,(a),,8.29,,09/2024,,14355,,,14585,,,0.6,,,14355,,,,,
286,"ICIMS, Inc.  #!~",One stop,,L + 6.50,(a),,8.29,,09/2024,,4501,,,4590,,,0.2,,,4501,,,,,
287,"ICIMS, Inc.  (5)",One stop,,L + 6.50,,,N/A  (6),,09/2024,,-,,,(1,,,-,,,-,,,,,
288,"III US Holdings, LLC",One stop,,L + 6.00,,,N/A  (6),,09/2022,,-,,,-,,,-,,,-,,,,,
289,"Imprivata, Inc.  *#+!~",Senior loan,,L + 4.00,(c),,5.94,,10/2023,,9387,,,9614,,,0.4,,,9387,,,,,
290,"Imprivata, Inc.  (5)",Senior loan,,L + 4.00,,,N/A  (6),,10/2023,,-,,,(1,,,-,,,-,,,,,
291,"Infinisource, Inc.  #+!~",One stop,,L + 4.75,(c),,6.69,,10/2026,,29402,,,28921,,,1.3,,,29108,,,,,
292,"Infinisource, Inc.  (5)",One stop,,L + 4.75,,,N/A  (6),,10/2026,,-,,,(2,,,-,,,(2,,,,,
293,"Infinisource, Inc.  (5)",One stop,,L + 4.75,,,N/A  (6),,10/2026,,-,,,(4,,,-,,,(4,,,,,
294,"Infogix, Inc.  *",One stop,,L + 6.50,(c),,8.44,,04/2024,,7233,,,7391,,,0.3,,,7089,,,,,
295,"Infogix, Inc.  *+",One stop,,L + 6.50,(c),,8.44,,04/2024,,1115,,,1136,,,0.1,,,1094,,,,,
296,"Infogix, Inc.",One stop,,L + 6.50,(c),,8.60,,04/2024,,34,,,35,,,-,,,34,,,,,
297,"Integral Ad Science, Inc.  #!~",One stop,,L + 7.25,(a),,7.80 cash/1.25 PIK,,07/2024,,14798,,,15039,,,0.7,,,14798,,,,,
298,"Integral Ad Science, Inc.  #!~",One stop,,L + 7.25,(a)(c),,7.80 cash/1.25 PIK,,07/2024,,934,,,916,,,-,,,934,,,,,
299,"Integral Ad Science, Inc.  (5)",One stop,,L + 6.00,,,N/A  (6),,07/2023,,-,,,(3,,,-,,,(4,,,,,
300,"Integration Appliance, Inc.  ^*#!~",One stop,,L + 7.25,(c),,9.43,,08/2023,,68335,,,69320,,,3.1,,,68335,,,,,
301,"Integration Appliance, Inc.  (5)",One stop,,L + 7.25,,,N/A  (6),,08/2023,,-,,,(5,,,-,,,-,,,,,
302,Internet Truckstop Group LLC  *,One stop,,L + 5.00,(c),,6.95,,04/2025,,22759,,,23433,,,1.0,,,22759,,,,,
303,Internet Truckstop Group LLC  (5),One stop,,L + 5.50,,,N/A  (6),,04/2025,,-,,,(3,,,-,,,-,,,,,
304,"Invoice Cloud, Inc.",One stop,,L + 6.50,(c),,5.15 cash/3.25 PIK,,02/2024,,6355,,,6401,,,0.3,,,6355,,,,,
305,"Invoice Cloud, Inc.",One stop,,L + 6.00,,,N/A  (6),,02/2024,,-,,,-,,,-,,,-,,,,,
306,"Invoice Cloud, Inc.  (5)",One stop,,L + 6.00,,,N/A  (6),,02/2024,,-,,,(1,,,-,,,-,,,,,
307,"JAMF Holdings, Inc.  #!~",One stop,,L + 7.00,(c),,0.0891,,11/2022,,13559,,,13786,,,0.6,,,13559,,,,,
308,"JAMF Holdings, Inc.",One stop,,L + 7.00,(a),,8.80,,11/2022,,12,,,12,,,-,,,12,,,,,
309,"Kareo, Inc.",One stop,,L + 9.00,(a),,10.80,,06/2022,,10273,,,10436,,,0.5,,,10352,,,,,
310,"Kareo, Inc.",One stop,,L + 9.00,(a),,10.80,,06/2022,,941,,,961,,,-,,,949,,,,,
311,"Kareo, Inc.",One stop,,L + 9.00,(a),,10.80,,06/2022,,753,,,770,,,-,,,759,,,,,
312,"Kareo, Inc.",One stop,,L + 9.00,,,N/A  (6),,06/2022,,-,,,-,,,-,,,-,,,,,
313,Kaseya Traverse Inc  #!~,One stop,,L + 6.50,(c)(d),,7.72 cash/1.00 PIK,,05/2025,,33234,,,34377,,,1.5,,,33234,,,,,
314,Kaseya Traverse Inc,One stop,,L + 6.50,(c)(d),,7.69 cash/1.00 PIK,,05/2025,,499,,,519,,,-,,,499,,,,,
315,Kaseya Traverse Inc,One stop,,L + 6.50,(a)(c),,8.45,,05/2025,,104,,,103,,,-,,,104,,,,,
316,"Learn-it Systems, LLC",Senior loan,,L + 4.50,(c),,6.40,,03/2025,,2559,,,2622,,,0.1,,,2559,,,,,
317,"Learn-it Systems, LLC",Senior loan,,L + 4.50,(c),,6.45,,03/2025,,166,,,165,,,-,,,166,,,,,
318,"Learn-it Systems, LLC",Senior loan,,L + 4.50,(a)(c)(f),,7.09,,03/2025,,32,,,33,,,-,,,32,,,,,
319,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,
320,Diversified/Conglomerate Service - (continued),,,,,,,,,,,,,,,,,,,,,,,,
321,Litera Bidco LLC  #+!~,One stop,,L + 5.75,(c),,7.70,,05/2026,,,3379,,,,3410,,,0.2,,,,3379,,
322,Litera Bidco LLC,One stop,,L + 5.75,(c),,7.70,,05/2026,,705,,,733,,,-,,,705,,,,,
323,Litera Bidco LLC,One stop,,L + 5.75,(c),,7.70,,05/2026,,705,,,734,,,-,,,705,,,,,
324,Litera Bidco LLC,One stop,,L + 5.75,,,N/A  (6),,05/2025,,-,,,-,,,-,,,-,,,,,
325,Maverick Bidco Inc.  *#!~,One stop,,L + 6.25,(c),,8.19,,04/2023,,39768,,,40050,,,1.7,,,38971,,,,,
326,Maverick Bidco Inc.  *,One stop,,L + 6.25,(c),,8.19,,04/2023,,3207,,,3276,,,0.1,,,3143,,,,,
327,Maverick Bidco Inc.,One stop,,L + 6.25,(c),,8.22,,04/2023,,68,,,65,,,-,,,62,,,,,
328,"MetricStream, Inc.",One stop,,L + 7.00,(c),,9.00,,05/2024,,9131,,,9227,,,0.4,,,9194,,,,,
329,"MetricStream, Inc.",One stop,,L + 7.00,,,N/A  (6),,05/2024,,-,,,-,,,-,,,2,,,,,
330,"MetricStream, Inc.",One stop,,L + 7.00,,,N/A  (6),,04/2024,,-,,,11,,,-,,,14,,,,,
331,"Mindbody, Inc.  #!~",One stop,,L + 7.00,(a),,8.79,,02/2025,,48351,,,49273,,,2.2,,,48351,,,,,
332,"Mindbody, Inc.  (5)",One stop,,L + 7.00,,,N/A  (6),,02/2025,,-,,,(1,,,-,,,-,,,,,
333,"Ministry Brands, LLC  +",Senior loan,,L + 4.00,(b),,5.85,,12/2022,,1456,,,1479,,,0.1,,,1456,,,,,
334,"Ministry Brands, LLC  +",Senior loan,,L + 4.00,(b),,5.85,,12/2022,,833,,,846,,,-,,,833,,,,,
335,"Ministry Brands, LLC",Senior loan,,L + 4.00,(b),,5.85,,12/2022,,380,,,394,,,-,,,380,,,,,
336,"Namely, Inc.  #!~",One stop,,L + 7.50,(c),,8.25 cash/1.25 PIK,,06/2024,,3546,,,3587,,,0.2,,,3546,,,,,
337,"Namely, Inc.",One stop,,L + 6.25,(c),,8.25,,06/2024,,2020,,,2004,,,0.1,,,2020,,,,,
338,"Namely, Inc.",One stop,,L + 6.25,,,N/A  (6),,06/2024,,-,,,-,,,-,,,-,,,,,
339,Net Health Acquisition Corp.  *,One stop,,L + 5.50,(c),,7.44,,12/2023,,8619,,,8745,,,0.4,,,8619,,,,,
340,Net Health Acquisition Corp.  #+!~,One stop,,L + 5.50,(c),,7.44,,12/2023,,6897,,,7044,,,0.3,,,6897,,,,,
341,Net Health Acquisition Corp.  *,One stop,,L + 5.50,(c),,7.44,,12/2023,,1204,,,1222,,,0.1,,,1204,,,,,
342,Net Health Acquisition Corp.  (5),One stop,,L + 5.50,,,N/A  (6),,12/2023,,-,,,(2,,,-,,,-,,,,,
343,"Netsmart Technologies, Inc.  (5)",Senior loan,,L + 4.75,,,N/A  (6),,04/2021,,-,,,(4,,,-,,,(2,,,,,
344,"Nextech Holdings, LLC  #+!~",One stop,,L + 5.50,(a),,7.30,,06/2025,,4043,,,4119,,,0.2,,,4043,,,,,
345,"Nextech Holdings, LLC  (5)",One stop,,L + 5.50,,,N/A  (6),,06/2025,,-,,,(4,,,-,,,-,,,,,
346,"Nextech Holdings, LLC  (5)",One stop,,L + 5.50,,,N/A  (6),,06/2025,,-,,,(22,,,-,,,-,,,,,
347,"Nexus Brands Group, Inc.  *",One stop,,L + 6.00,(c),,7.83,,11/2023,,9450,,,9565,,,0.4,,,9355,,,,,
348,"Nexus Brands Group, Inc.  #+!~(8)(9)",One stop,,No Value,,,7.00,,11/2023,,7199,,,7346,,,0.3,,,7597,,,,,
349,"Nexus Brands Group, Inc.",One stop,,L + 6.00,(a),,7.80,,11/2023,,2001,,,2081,,,0.1,,,1981,,,,,
350,"Nexus Brands Group, Inc.  #!~",One stop,,L + 6.00,(a),,7.80,,11/2023,,1447,,,1505,,,0.1,,,1434,,,,,
351,"Nexus Brands Group, Inc.  #!~",One stop,,L + 6.00,(b),,7.84,,11/2023,,771,,,764,,,-,,,763,,,,,
352,"Nexus Brands Group, Inc.",One stop,,L + 6.00,(a)(c),,7.79,,11/2023,,30,,,32,,,-,,,28,,,,,
353,"Nexus Brands Group, Inc.  (5)",One stop,,L + 6.00,,,N/A  (6),,11/2023,,-,,,(1,,,-,,,(2,,,,,
354,"Nexus Brands Group, Inc.  (5)",One stop,,L + 6.00,,,N/A  (6),,11/2023,,-,,,-,,,-,,,(1,,,,,
355,"Nexus Brands Group, Inc.  (8)(9)",One stop,,No Value,,,N/A  (6),,11/2023,,-,,,-,,,-,,,-,,,,,
356,"Nexus Brands Group, Inc.  (5)(8)(9)",One stop,,No Value,,,N/A  (6),,11/2023,,-,,,(1,,,-,,,-,,,,,
357,"Onapsis, Inc., Virtual Forge GMBH and Onapsis GMBH",One stop,,P + 6.75,(f),,9.75 cash/1.75 PIK,,10/2024,,2112,,,2091,,,0.1,,,2185,,,,,
358,"Onapsis, Inc., Virtual Forge GMBH and Onapsis GMBH",One stop,,L + 7.75,,,N/A  (6),,10/2024,,-,,,-,,,-,,,3,,,,,
359,"Onapsis, Inc., Virtual Forge GMBH and Onapsis GMBH",One stop,,L + 6.00,,,N/A  (6),,10/2024,,-,,,-,,,-,,,1,,,,,
360,"Personify, Inc.  *+",One stop,,L + 5.75,(c),,7.69,,09/2024,,15575,,,15878,,,0.7,,,15575,,,,,
361,"Personify, Inc.",One stop,,L + 5.75,(c),,7.69,,09/2024,,40,,,40,,,-,,,40,,,,,
362,"PlanSource Holdings, Inc.  #!~",One stop,,L + 6.25,(c),,8.15,,04/2025,,11416,,,11563,,,0.5,,,11416,,,,,
363,"PlanSource Holdings, Inc.  (5)",One stop,,L + 6.25,,,N/A  (6),,04/2025,,-,,,(1,,,-,,,-,,,,,
364,"Project Power Buyer, LLC  #+!~",One stop,,L + 5.75,(c),,7.70,,05/2026,,11583,,,11822,,,0.5,,,11583,,,,,
365,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,
366,Diversified/Conglomerate Service - (continued),,,,,,,,,,,,,,,,,,,,,,,,
367,"Project Power Buyer, LLC  (5)",One stop,,L + 5.75,,,N/A  (6),,05/2025,,,-,,,,(1,,,-,,,,-,,
368,"Property Brands, Inc.",One stop,,L + 6.00,(a),,7.80,,01/2024,,19998,,,20232,,,0.9,,,19998,,,,,
369,"Property Brands, Inc.  *",One stop,,L + 6.00,(a),,7.80,,01/2024,,6703,,,6836,,,0.3,,,6703,,,,,
370,"Property Brands, Inc.  ^#!~",One stop,,L + 6.00,(a),,7.80,,01/2024,,3268,,,3396,,,0.1,,,3268,,,,,
371,"Property Brands, Inc.",One stop,,L + 6.00,(a),,7.80,,01/2024,,1435,,,1490,,,0.1,,,1435,,,,,
372,"Property Brands, Inc.",One stop,,L + 6.00,(a),,7.80,,01/2024,,1214,,,1260,,,0.1,,,1214,,,,,
373,"Property Brands, Inc.",One stop,,L + 6.00,(a),,7.80,,01/2024,,1197,,,1245,,,0.1,,,1197,,,,,
374,"Property Brands, Inc.",One stop,,L + 6.00,(a),,7.80,,01/2024,,506,,,524,,,-,,,506,,,,,
375,"Property Brands, Inc.  (5)",One stop,,L + 6.00,,,N/A  (6),,01/2024,,-,,,(1,,,-,,,-,,,,,
376,"Property Brands, Inc.  (5)",One stop,,L + 6.00,,,N/A  (6),,01/2024,,-,,,(4,,,-,,,-,,,,,
377,"PT Intermediate Holdings III, LLC  #+!~",One stop,,L + 5.50,(c),,7.44,,10/2025,,30000,,,29538,,,1.3,,,30000,,,,,
378,"Qgenda Intermediate Holdings, LLC  +",One stop,,L + 5.00,(a),,6.80,,06/2025,,15394,,,15413,,,0.7,,,15239,,,,,
379,"Qgenda Intermediate Holdings, LLC  #!~",One stop,,L + 5.00,(a),,6.80,,06/2025,,1000,,,990,,,-,,,990,,,,,
380,"Qgenda Intermediate Holdings, LLC  (5)",One stop,,L + 5.00,,,N/A  (6),,06/2025,,-,,,(2,,,-,,,(2,,,,,
381,"Recordxtechnologies, LLC  +",One stop,,L + 5.50,(a),,7.29,,12/2025,,749,,,740,,,-,,,742,,,,,
382,"Recordxtechnologies, LLC  (5)",One stop,,L + 5.50,,,N/A  (6),,12/2025,,-,,,(1,,,-,,,(1,,,,,
383,"Recordxtechnologies, LLC  (5)",One stop,,L + 5.50,,,N/A  (6),,12/2025,,-,,,(2,,,-,,,(2,,,,,
384,"RegEd Aquireco, LLC  +",Senior loan,,L + 4.25,(a),,6.05,,12/2024,,11503,,,11498,,,0.5,,,11503,,,,,
385,"RegEd Aquireco, LLC",Senior loan,,L + 4.25,(a),,6.01,,12/2024,,52,,,52,,,-,,,52,,,,,
386,"RegEd Aquireco, LLC  (5)",Senior loan,,L + 4.25,,,N/A  (6),,12/2024,,-,,,(5,,,-,,,-,,,,,
387,"Saba Software, Inc.  ^*#+!~",Senior loan,,L + 4.50,(a),,6.30,,05/2023,,49058,,,50019,,,2.2,,,49058,,,,,
388,"Saba Software, Inc.  #+!~",Senior loan,,L + 4.50,(a),,6.30,,05/2023,,10982,,,11102,,,0.5,,,10982,,,,,
389,"Saba Software, Inc.  (5)",Senior loan,,L + 4.50,,,N/A  (6),,05/2023,,-,,,(2,,,-,,,-,,,,,
390,"SnapLogic, Inc.",One stop,,L + 8.75,(b),,5.11 cash/5.50 PIK,,09/2024,,5734,,,5654,,,0.3,,,5734,,,,,
391,"SnapLogic, Inc.",One stop,,L + 3.25,,,N/A  (6),,09/2024,,-,,,-,,,-,,,-,,,,,
392,"SnapLogic, Inc.",One stop,,L + 3.25,,,N/A  (6),,09/2024,,-,,,-,,,-,,,-,,,,,
393,"Sontatype, Inc.",One stop,,L + 6.75,(a),,8.51,,12/2025,,851,,,842,,,-,,,842,,,,,
394,"Sontatype, Inc.  (5)",One stop,,L + 6.75,,,N/A  (6),,12/2025,,-,,,(3,,,-,,,(1,,,,,
395,Telesoft Holdings LLC  #!~,One stop,,L + 5.75,(c),,7.69,,12/2025,,909,,,889,,,-,,,900,,,,,
396,Telesoft Holdings LLC  (5),One stop,,L + 5.75,,,N/A  (6),,12/2025,,-,,,(2,,,-,,,(1,,,,,
397,"TI Intermediate Holdings, LLC  +",Senior loan,,L + 4.50,(a),,6.30,,12/2024,,3544,,,3612,,,0.2,,,3544,,,,,
398,"TI Intermediate Holdings, LLC",Senior loan,,L + 4.50,,,N/A  (6),,12/2024,,-,,,-,,,-,,,-,,,,,
399,"Transact Holdings, Inc.  #+!~",Senior loan,,L + 4.75,(a),,6.55,,04/2026,,3102,,,3151,,,0.1,,,3090,,,,,
400,"Transaction Data Systems, Inc.  *#+!~",One stop,,L + 5.25,(a),,7.05,,06/2021,,84117,,,85773,,,3.8,,,84117,,,,,
401,"Transaction Data Systems, Inc.",One stop,,L + 5.25,(a),,7.05,,06/2021,,160,,,162,,,-,,,160,,,,,
402,"Trintech, Inc.  ^*",One stop,,L + 6.00,(c),,7.93,,12/2023,,22571,,,22988,,,1.0,,,22571,,,,,
403,"Trintech, Inc.^",One stop,,L + 6.00,(c),,7.93,,12/2023,,9359,,,9586,,,0.4,,,9359,,,,,
404,"Trintech, Inc.",One stop,,L + 6.00,(c),,7.93,,12/2023,,80,,,82,,,-,,,80,,,,,
405,"True Commerce, Inc.  ^#+!~",One stop,,L + 5.75,(c),,7.69,,11/2023,,15390,,,15715,,,0.7,,,15390,,,,,
406,"True Commerce, Inc.  +(8)(9)",One stop,,L + 5.75,(c),,7.69,,11/2023,,2595,,,2707,,,0.1,,,2768,,,,,
407,"True Commerce, Inc.  (8)",One stop,,L + 5.75,(c),,7.69,,11/2023,,916,,,955,,,-,,,916,,,,,
408,"True Commerce, Inc.  (5)",One stop,,L + 5.75,,,N/A  (6),,11/2023,,-,,,(1,,,-,,,-,,,,,
409,"Upserve, Inc.  #!~",One stop,,L + 6.50,(a),,8.30,,07/2023,,6141,,,6208,,,0.3,,,6080,,,,,
410,"Upserve, Inc.",One stop,,L + 6.50,(a),,8.30,,07/2023,,1451,,,1507,,,0.1,,,1437,,,,,
411,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,
412,Diversified/Conglomerate Service - (continued),,,,,,,,,,,,,,,,,,,,,,,,
413,"Upserve, Inc.",One stop,,L + 6.50,,,N/A  (6),,07/2023,,,-,,,,-,,,-,,,,-,,
