,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
337,,Ultimate Baked Goods Midco LLC+,One stop,,SF +,6.50,(l),,11.41,,,,,08/2027,,6638,,,6578,,,0.3,,6505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,,Ultimate Baked Goods Midco LLC+(5),One stop,,SF +,6.50,(m),,11.29,,,,,08/2027,,8,,,(  17  ),,,-,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,,"Whitebridge Pet Brands, LLC*#+",One stop,,L +,5.00,(a),,9.84,,,,,07/2027,,22887,,,22603,,,0.9,,22430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,,"Whitebridge Pet Brands, LLC+(5)",One stop,,L +,5.00,,,N/A(  6  ),,,,,07/2027,,-,,,(  2  ),,,-,,(  5  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,,Wizard Bidco Limited+(8)(9)(10),One stop,,SN +,4.50,(j),,8.68,,,,,03/2029,,6700,,,7070,,,0.2,,6215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,,Wizard Bidco Limited+(8)(9)(10),One stop,,SN +,4.50,(j),,8.68,,,,,09/2028,,37,,,36,,,-,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,,Wizard Bidco Limited+(8)(10),One stop,,SF +,7.00,(m),,11.88,,,,,03/2029,,16243,,,15928,,,0.6,,15999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,,Wizard Bidco Limited+(8)(9)(10),One stop,,SN +,7.00,(j),,11.18,,,,,03/2029,,5480,,,5380,,,0.2,,5398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,,Wizard Bidco Limited+(5)(8)(9)(10),One stop,,SN +,7.00,,,N/A(  6  ),,,,,03/2029,,-,,,(  57  ),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,,,,,,,,,,,,,,,,155732,,,154234,,,6.0,,151096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,,Health Care Equipment & Supplies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,,"Aspen Medical Products, LLC#+",One stop,,L +,5.00,(a),,9.81,,,,,06/2025,,,4115,,,,4148,,,0.2,,,4115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,,"Aspen Medical Products, LLC+",One stop,,L +,5.00,(a),,9.81,,,,,06/2025,,263,,,262,,,-,,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,,"Aspen Medical Products, LLC+",One stop,,L +,5.25,,,N/A(6),,,,,06/2025,,-,,,-,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,,Baduhenna Bidco Limited+(8)(10),One stop,,SF +,5.95,(k),,11.01,,,,,08/2028,,5415,,,5358,,,0.2,,5415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,,Baduhenna Bidco Limited+(8)(9)(10),One stop,,E +,5.95,(e),,8.49,,,,,08/2028,,3140,,,3392,,,0.1,,3140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,,Baduhenna Bidco Limited+(8)(9)(10),One stop,,SN +,5.95,(j),,10.25,,,,,08/2028,,872,,,944,,,-,,872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,,Baduhenna Bidco Limited+(8)(9)(10),One stop,,E +,5.95,(e),,8.97,,,,,08/2028,,749,,,758,,,-,,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,,Baduhenna Bidco Limited+(5)(8)(9)(10),One stop,,SN +,5.95,,,N/A(6),,,,,08/2028,,-,,,(  15  ),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,,"Belmont Instrument, LLC*#",One stop,,SF +,6.25,(m),,10.98,,,,,08/2028,,9850,,,9761,,,0.4,,9850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,,"Belmont Instrument, LLC+",One stop,,P +,5.25,(d),,13.25,,,,,08/2028,,33,,,32,,,-,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,,"Blades Buyer, Inc.#+",Senior secured,,SF +,5.00,(n),,9.89,,,,,03/2028,,10008,,,9917,,,0.4,,9808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,"Blades Buyer, Inc.+(5)",Senior secured,,SF +,5.00,,,N/A(6),,,,,03/2028,,-,,,(  1  ),,,-,,(  4  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,,"Blades Buyer, Inc.+",Senior secured,,SF +,5.00,(n),,9.91,,,,,03/2028,,318,,,317,,,-,,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,,"Blades Buyer, Inc.+",Senior secured,,SF +,5.25,(l),,9.89,,,,,03/2028,,1307,,,1288,,,0.1,,1294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,,"Blue River Pet Care, LLC*#+",One stop,,L +,5.75,(a),,10.59,,,,,07/2026,,50936,,,50669,,,2.0,,49918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,,"Blue River Pet Care, LLC+",One stop,,L +,5.75,(a),,10.59,,,,,08/2025,,130,,,128,,,-,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,,"Blue River Pet Care, LLC+(5)",One stop,,L +,5.75,,,N/A(6),,,,,07/2026,,-,,,(  3  ),,,-,,(  8  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,,"Blue River Pet Care, LLC+",One stop,,L +,5.75,(a),,10.59,,,,,07/2026,,179,,,178,,,-,,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,,"Blue River Pet Care, LLC+",One stop,,L +,5.75,(a),,10.59,,,,,07/2026,,172,,,171,,,-,,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,,"Blue River Pet Care, LLC+",One stop,,L +,5.75,(a),,10.60,,,,,07/2026,,768,,,762,,,-,,753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,,"CCSL Holdings, LLC*#",One stop,,SF +,6.50,(l),,11.41,,,,,12/2026,,15320,,,15200,,,0.6,,15167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,,"CCSL Holdings, LLC+",One stop,,SF +,6.50,(l),,11.41,,,,,12/2026,,4135,,,4106,,,0.2,,4094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,,"CCSL Holdings, LLC+(8)(9)",One stop,,SN +,6.50,(j),,10.78,,,,,12/2026,,2390,,,2418,,,0.1,,2366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,,"CCSL Holdings, LLC+",One stop,,SF +,6.50,(l),,11.41,,,,,12/2026,,130,,,128,,,-,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,,"CCSL Holdings, LLC+(5)",One stop,,SF +,6.50,,,N/A(6),,,,,12/2026,,-,,,(  21  ),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,,CMI Parent Inc.*#,Senior secured,,SF +,4.75,(l),,9.66,,,,,08/2025,,6465,,,6518,,,0.3,,6401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,,CMI Parent Inc.*,Senior secured,,SF +,4.75,(l),,9.66,,,,,08/2025,,3204,,,3184,,,0.2,,3172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,,CMI Parent Inc.+(5),Senior secured,,SF +,4.75,,,N/A(6),,,,,08/2025,,-,,,(  2  ),,,-,,(  4  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,,CMI Parent Inc.*,Senior secured,,SF +,4.75,(l),,9.66,,,,,08/2025,,2917,,,2893,,,0.1,,2888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,,"G & H Wire Company, Inc.+(22)",One stop,,L +,9.00,(a),,7.34,cash/,6.50,PIK,,09/2023,,11501,,,11377,,,0.4,,10696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,,"G & H Wire Company, Inc.+(22)",One stop,,L +,9.00,(a),,7.34,cash/,6.50,PIK,,06/2023,,96,,,96,,,-,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,,"Joerns Healthcare, LLC+(22)",One stop,,SF +,18.00,(m),,23.03,,,,,01/2024,,1391,,,1391,,,-,,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,,"Joerns Healthcare, LLC+(22)",One stop,,SF +,18.00,(m),,23.03,,,,,01/2024,,277,,,277,,,-,,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,,,,,,,,,,,,,,,,136081,,,135631,,,5.3,,132808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,,Health Care Providers & Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,,"AAH TOPCO, LLC +",One stop,,L +,5.50,(a),,10.34,,,,,12/2027,,,8286,,,,8222,,,0.3,,,8038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,,"AAH TOPCO, LLC +(22)",Subordinated debt,,No Value,,,,11.50,PIK,,,,12/2031,,1144,,,1126,,,-,,1029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,,"AAH TOPCO, LLC +(5)",One stop,,L +,5.50,,,N/A(6),,,,,12/2027,,-,,,-,,,-,,(  2  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,,"AAH TOPCO, LLC +",One stop,,L +,5.50,(a),,10.25,,,,,12/2027,,386,,,382,,,-,,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,,"Active Day, Inc.#+",One stop,,SF +,5.75,(m),,10.80,,,,,02/2025,,17657,,,17514,,,0.7,,17303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,,"Active Day, Inc.#+",One stop,,SF +,5.75,(m),,10.80,,,,,02/2025,,1363,,,1352,,,0.1,,1336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,,"Active Day, Inc.*#",One stop,,SF +,5.75,(m),,10.80,,,,,02/2025,,878,,,871,,,-,,861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,,"Active Day, Inc.+",One stop,,SF +,5.75,(m),,10.80,,,,,02/2025,,700,,,694,,,-,,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,,"Active Day, Inc.+",One stop,,SF +,5.75,(m),,10.80,,,,,02/2025,,617,,,612,,,-,,605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,,"Active Day, Inc.*#",One stop,,SF +,5.75,(m),,10.80,,,,,02/2025,,606,,,602,,,-,,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,,"Active Day, Inc.+(5)",One stop,,SF +,5.75,,,N/A(6),,,,,02/2025,,-,,,(  2  ),,,-,,(  4  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,,"Active Day, Inc.+",One stop,,SF +,5.75,(m),,10.80,,,,,02/2025,,-,,,-,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,,"Acuity Eyecare Holdings, LLC+",One stop,,SF +,6.00,(m),,11.03,,,,,03/2025,,16426,,,16326,,,0.7,,16189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,,"Acuity Eyecare Holdings, LLC+(22)",One stop,,No Value,,,,15.00,,,,,06/2027,,11238,,,11058,,,0.4,,11238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,,"Acuity Eyecare Holdings, LLC+",One stop,,SF +,6.25,(m),,11.30,,,,,03/2025,,4057,,,4046,,,0.2,,4016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,,"Acuity Eyecare Holdings, LLC+",One stop,,SF +,6.25,(m),,11.30,,,,,03/2025,,3614,,,3596,,,0.2,,3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,,"Acuity Eyecare Holdings, LLC#+",One stop,,SF +,6.25,(m),,11.30,,,,,03/2025,,3504,,,3496,,,0.2,,3469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,,"Acuity Eyecare Holdings, LLC+",One stop,,SF +,6.25,(m),,11.30,,,,,03/2025,,3187,,,3223,,,0.1,,3156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,,"Acuity Eyecare Holdings, LLC+",One stop,,SF +,6.00,(m),,10.91,,,,,03/2025,,2037,,,2012,,,0.1,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,,"Acuity Eyecare Holdings, LLC+",One stop,,SF +,6.25,(m),,11.30,,,,,03/2025,,1858,,,1891,,,0.1,,1839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,,"Acuity Eyecare Holdings, LLC+",One stop,,SF +,6.25,(m),,11.30,,,,,03/2025,,449,,,448,,,-,,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,,"Acuity Eyecare Holdings, LLC+(22)",One stop,,SF +,13.00,(m),,11.30,cash/,6.75,PIK,,03/2025,,257,,,256,,,-,,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,,"Acuity Eyecare Holdings, LLC+",One stop,,SF +,6.25,(m),,11.30,,,,,03/2025,,166,,,165,,,-,,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,,"Acuity Eyecare Holdings, LLC+",One stop,,SF +,6.00,(m),,11.01,,,,,03/2025,,64,,,61,,,-,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,,"Acuity Eyecare Holdings, LLC+",Senior secured,,SF +,6.25,(m),,11.15,,,,,03/2025,,109,,,109,,,-,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,,"Acuity Eyecare Holdings, LLC+(22)",One stop,,SF +,13.00,(m),,11.26,cash/,6.75,PIK,,03/2025,,99,,,99,,,-,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,,"Acuity Eyecare Holdings, LLC+",One stop,,SF +,6.25,(m),,11.30,,,,,03/2025,,1,,,1,,,-,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,,"Acuity Eyecare Holdings, LLC+(5)",One stop,,SF +,6.25,,,N/A(6),,,,,03/2025,,-,,,-,,,-,,(  3  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,,"Acuity Eyecare Holdings, LLC+",One stop,,SF +,6.00,(m),,11.04,,,,,03/2025,,975,,,969,,,0.1,,961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,,"Advanced Pain Management Holdings, Inc.+(7)(22)",Senior secured,,P +,3.75,(d),,11.75,,,,,07/2021,,16428,,,4922,,,-,,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,,"Advanced Pain Management Holdings, Inc.+(7)(22)",Senior secured,,L +,8.50,(a),,13.34,,,,,07/2021,,7357,,,6,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,,"Advanced Pain Management Holdings, Inc.+(7)(22)",Senior secured,,P +,3.75,(d),,11.75,,,,,07/2021,,1121,,,337,,,-,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,,"Advanced Pain Management Holdings, Inc.+(7)(22)",Senior secured,,P +,3.75,(d),,11.75,,,,,07/2021,,836,,,446,,,-,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,,AVG Intermediate Holdings & AVG Subsidiary Holdings LLC+,One stop,,L +,6.13,(b),,11.29,,,,,03/2027,,4684,,,4643,,,0.2,,4628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,,AVG Intermediate Holdings & AVG Subsidiary Holdings LLC+,One stop,,L +,6.13,(b),,11.29,,,,,03/2027,,3916,,,3868,,,0.2,,3869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,,AVG Intermediate Holdings & AVG Subsidiary Holdings LLC+(22),Subordinated debt,,L +,10.50,(a),,15.34,,,,,03/2028,,2045,,,2022,,,0.1,,2045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,,AVG Intermediate Holdings & AVG Subsidiary Holdings LLC+(22),Subordinated debt,,L +,10.50,(a),,15.34,,,,,03/2028,,782,,,775,,,0.1,,782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,,AVG Intermediate Holdings & AVG Subsidiary Holdings LLC+(22),Subordinated debt,,L +,10.50,(a),,15.34,,,,,03/2028,,244,,,241,,,-,,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,,AVG Intermediate Holdings & AVG Subsidiary Holdings LLC+,One stop,,L +,6.25,(a)(b),,11.19,,,,,03/2027,,154,,,152,,,-,,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,,AVG Intermediate Holdings & AVG Subsidiary Holdings LLC+(5),One stop,,L +,6.00,,,N/A(6),,,,,03/2027,,-,,,(  1  ),,,-,,(  1  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,,AVG Intermediate Holdings & AVG Subsidiary Holdings LLC+,One stop,,L +,6.25,(a)(b),,11.15,,,,,03/2027,,32,,,32,,,-,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,,"Community Care Partners, LLC+",One stop,,SF +,6.00,(l),,10.92,,,,,06/2026,,2337,,,2321,,,0.1,,2267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,,"Community Care Partners, LLC+(5)",One stop,,SF +,6.00,,,N/A(6),,,,,06/2026,,-,,,(  2  ),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,,"CRH Healthcare Purchaser, Inc.+",Senior secured,,L +,4.50,(b),,9.66,,,,,12/2024,,19501,,,19500,,,0.8,,19209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,,"CRH Healthcare Purchaser, Inc.+",Senior secured,,L +,4.50,(b),,9.66,,,,,12/2024,,,5171,,,,5144,,,0.2,,,5094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,,"CRH Healthcare Purchaser, Inc.+",Senior secured,,L +,4.50,(b),,9.66,,,,,12/2024,,4090,,,4080,,,0.2,,4029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,,"CRH Healthcare Purchaser, Inc.+",Senior secured,,L +,4.50,(b),,9.66,,,,,12/2024,,3503,,,3483,,,0.2,,3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,,"CRH Healthcare Purchaser, Inc.+(5)",Senior secured,,L +,4.50,,,N/A(6),,,,,12/2024,,-,,,(  1  ),,,-,,(  4  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,,Datix Bidco Limited+(8)(9)(10),Senior secured,,SN +,4.50,(j),,8.68,,,,,04/2025,,54862,,,60064,,,2.1,,53216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,,Datix Bidco Limited+(8)(9)(10),Second lien,,SN +,7.75,(j),,11.93,,,,,04/2026,,19467,,,21273,,,0.7,,18688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,,"Emerge Intermediate, Inc.*#(22)",One stop,,SF +,6.50,(m),,11.05,cash/,0.50,PIK,,05/2024,,19230,,,19150,,,0.8,,19230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,,"Emerge Intermediate, Inc.+(22)",One stop,,SF +,6.50,(m),,11.05,cash/,0.50,PIK,,05/2024,,1741,,,1733,,,0.1,,1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,,"Emerge Intermediate, Inc.+(22)",One stop,,SF +,6.50,(l)(m),,10.89,cash/,0.50,PIK,,05/2024,,222,,,221,,,-,,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,,Encorevet Group LLC+,One stop,,L +,6.75,(b),,11.70,,,,,11/2024,,980,,,976,,,-,,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,,Encorevet Group LLC+,One stop,,L +,6.75,(b),,11.70,,,,,11/2024,,616,,,613,,,-,,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,,Encorevet Group LLC+,One stop,,L +,6.75,(b),,11.70,,,,,11/2024,,305,,,304,,,-,,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,,Encorevet Group LLC+,One stop,,L +,6.75,(b),,11.70,,,,,11/2024,,292,,,291,,,-,,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,,Encorevet Group LLC+,One stop,,L +,6.75,(b),,11.70,,,,,11/2024,,265,,,263,,,-,,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,,Encorevet Group LLC+,Senior secured,,L +,6.75,(b),,11.70,,,,,11/2024,,243,,,242,,,-,,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,,Encorevet Group LLC+,One stop,,L +,6.75,(b),,11.70,,,,,11/2024,,162,,,161,,,-,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,,Encorevet Group LLC+,One stop,,L +,6.75,(b),,11.70,,,,,11/2024,,114,,,113,,,-,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,,Encorevet Group LLC+,Senior secured,,L +,6.75,(b),,11.70,,,,,11/2024,,109,,,109,,,-,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,,Encorevet Group LLC+,Senior secured,,L +,6.75,(b),,11.70,,,,,11/2024,,68,,,68,,,-,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,,Encorevet Group LLC+,Senior secured,,L +,6.75,(b),,11.70,,,,,11/2024,,56,,,56,,,-,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,,Encorevet Group LLC+,One stop,,L +,6.75,(b),,11.70,,,,,11/2024,,55,,,55,,,-,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
