,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
239,"Gamma Technologies, LLC  ^#",One stop,,L + 5.00,,6.00,,06/2021,,18001,,,17859,,,2.0,,,18001,,,,
240,"Gamma Technologies, LLC  (4)",One stop,,L + 5.00,,N/A  (5),,06/2021,,-,,,(1,,,-,,,-,,,,
241,Park Place Technologies LLC  *#,One stop,,L + 5.25,,6.25,,06/2022,,12466,,,12301,,,1.4,,,12466,,,,
242,Park Place Technologies LLC,One stop,,L + 5.25,,6.25,,06/2022,,100,,,98,,,-,,,100,,,,
243,"Sloan Company, Inc., The  #",One stop,,L + 7.25,,8.25,,04/2020,,7513,,,7411,,,0.8,,,7138,,,,
244,"Sloan Company, Inc., The",One stop,,L + 7.25,,8.25,,04/2020,,6,,,5,,,-,,,4,,,,
245,Sovos Compliance  *^,One stop,,L + 7.25,,8.25,,03/2022,,9423,,,9247,,,1.1,,,9234,,,,
246,Sovos Compliance  (4),One stop,,L + 7.25,,N/A  (5),,03/2022,,-,,,(1,,,-,,,(1,,,,
247,Sparta Holding Corporation  *^#,One stop,,L + 5.50,,6.50,,07/2020,,22309,,,22131,,,2.5,,,22309,,,,
248,Sparta Holding Corporation  (4),One stop,,L + 5.50,,N/A  (5),,07/2020,,-,,,(24,,,-,,,-,,,,
249,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal/Par  Amount  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value,,,,,,,
250,Electronics – (continued),,,,,,,,,,,,,,,,,,,,,,
251,Syncsort Incorporated  *^#,One stop,,L + 5.50,,6.50,,11/2021,,,16609,,,,16325,,,1.9,,,,16609,
252,Syncsort Incorporated  (4),One stop,,L + 5.50,,N/A  (5),,11/2021,,-,,,(2,,,-,,,-,,,,
253,"Systems Maintenance Services Holding, Inc.  ^",Senior loan,,L + 4.00,,5.00,,10/2019,,2603,,,2597,,,0.3,,,2603,,,,
254,"Watchfire Enterprises, Inc.",Second lien,,L + 8.00,,9.00,,10/2021,,9434,,,9274,,,1.1,,,9434,,,,
255,,,,,,,,,,143982,,,142195,,,16.3,,,143415,,,,
256,Grocery,,,,,,,,,,,,,,,,,,,,,,
257,"MyWebGrocer, Inc.  *",One stop,,L + 8.75,,10.00,,05/2017,,14271,,,14190,,,1.6,,,14271,,,,
258,"Teasdale Quality Foods, Inc.  #",Senior loan,,L + 4.75,,5.77,,10/2020,,726,,,712,,,0.1,,,735,,,,
259,"Teasdale Quality Foods, Inc.  #",Senior loan,,L + 4.75,,5.77,,10/2020,,543,,,538,,,0.1,,,551,,,,
260,,,,,,,,,,15540,,,15440,,,1.8,,,15557,,,,
261,"Healthcare, Education and Childcare",,,,,,,,,,,,,,,,,,,,,,
262,"Active Day, Inc.",One stop,,L + 6.00,,7.00,,12/2021,,13538,,,13216,,,1.5,,,13538,,,,
263,"Active Day, Inc.  (4)",One stop,,L + 6.00,,N/A  (5),,12/2021,,-,,,(1,,,-,,,-,,,,
264,"Active Day, Inc.  (4)",One stop,,L + 6.00,,N/A  (5),,12/2021,,-,,,(37,,,-,,,-,,,,
265,"ADCS Clinics Intermediate Holdings, LLC",One stop,,L + 5.75,,6.75,,05/2022,,21496,,,20891,,,2.4,,,21496,,,,
266,"ADCS Clinics Intermediate Holdings, LLC",One stop,,L + 5.75,,6.75,,05/2022,,109,,,107,,,-,,,109,,,,
267,"ADCS Clinics Intermediate Holdings, LLC",One stop,,L + 5.75,,6.75,,05/2022,,32,,,32,,,-,,,32,,,,
268,"ADCS Clinics Intermediate Holdings, LLC",One stop,,P + 4.75,,8.25,,05/2022,,27,,,26,,,-,,,27,,,,
269,"ADCS Clinics Intermediate Holdings, LLC  (4)",One stop,,L + 5.75,,N/A  (5),,05/2022,,-,,,(4,,,-,,,-,,,,
270,"Agilitas USA, Inc.  ^",Senior loan,,L + 4.00,,5.00,,10/2020,,2125,,,2110,,,0.2,,,2040,,,,
271,"Aris Teleradiology Company, LLC  *",Senior loan,,L + 4.75,,5.75,,03/2021,,941,,,933,,,0.1,,,941,,,,
272,"Aris Teleradiology Company, LLC",Senior loan,,L + 4.75,,N/A  (5),,03/2021,,-,,,-,,,-,,,-,,,,
273,"Avalign Technologies, Inc.^",Senior loan,,L + 4.50,,5.50,,07/2021,,1136,,,1132,,,0.1,,,1136,,,,
274,"BIORECLAMATIONIVT, LLC  *^#",One stop,,L + 6.25,,7.25,,01/2021,,14392,,,14177,,,1.6,,,14392,,,,
275,"BIORECLAMATIONIVT, LLC  (4)",One stop,,L + 6.25,,N/A  (5),,01/2021,,-,,,(1,,,-,,,-,,,,
276,"California Cryobank, LLC  ^",One stop,,L + 5.50,,6.50,,08/2019,,1550,,,1542,,,0.2,,,1550,,,,
277,"California Cryobank, LLC",One stop,,L + 5.50,,6.50,,08/2019,,234,,,234,,,-,,,234,,,,
278,"California Cryobank, LLC  (4)",One stop,,L + 5.50,,N/A  (5),,08/2019,,-,,,(1,,,-,,,-,,,,
279,Certara L.P.  *^#,One stop,,L + 6.25,,7.25,,12/2018,,29063,,,28870,,,3.3,,,29063,,,,
280,Certara L.P.  (4),One stop,,L + 6.25,,N/A  (5),,12/2018,,-,,,(10,,,-,,,-,,,,
281,"CLP Healthcare Services, Inc.  ^",Senior loan,,L + 5.25,,6.25,,12/2020,,3964,,,3928,,,0.5,,,3964,,,,
282,"CPI Buyer, LLC (Cole-Parmer)  *^",Senior loan,,L + 4.50,,5.50,,08/2021,,7740,,,7522,,,0.9,,,7702,,,,
283,Curo Health Services LLC  #,Senior loan,,L + 5.50,,6.50,,02/2022,,1970,,,1955,,,0.2,,,1976,,,,
284,"DCA Investment Holding, LLC  *^#",One stop,,L + 5.25,,6.25,,07/2021,,18968,,,18634,,,2.2,,,18968,,,,
285,"DCA Investment Holding, LLC  *^#",One stop,,L + 5.25,,6.25,,07/2021,,13604,,,13460,,,1.5,,,13604,,,,
286,"DCA Investment Holding, LLC",One stop,,P + 4.25,,7.75,,07/2021,,1340,,,1325,,,0.2,,,1340,,,,
287,Deca Dental Management LLC  *^,One stop,,L + 6.25,,7.25,,07/2020,,4146,,,4100,,,0.5,,,4146,,,,
288,Deca Dental Management LLC,One stop,,L + 6.25,,7.25,,07/2020,,504,,,496,,,0.1,,,504,,,,
289,Deca Dental Management LLC,One stop,,L + 6.25,,7.25,,07/2020,,50,,,49,,,-,,,50,,,,
290,Delta Educational Systems  *(6),Senior loan,,P + 4.75,,8.25,,12/2016,,1438,,,1433,,,-,,,216,,,,
291,Delta Educational Systems  (4)(6),Senior loan,,L + 6.00,,N/A  (5),,12/2016,,-,,,-,,,-,,,(60,,,,
292,Dental Holdings Corporation,One stop,,L + 5.50,,6.50,,02/2020,,7599,,,7480,,,0.9,,,7599,,,,
293,Dental Holdings Corporation,One stop,,L + 5.50,,6.50,,02/2020,,1155,,,1143,,,0.1,,,1155,,,,
294,Dental Holdings Corporation,One stop,,P + 4.25,,7.75,,02/2020,,213,,,204,,,-,,,213,,,,
295,"eSolutions, Inc.",One stop,,L + 6.50,,7.50,,03/2022,,12866,,,12605,,,1.5,,,12866,,,,
296,"eSolutions, Inc.  (4)",One stop,,L + 6.50,,N/A  (5),,03/2022,,-,,,(1,,,-,,,-,,,,
297,"G & H Wire Company, Inc.  *^",One stop,,L + 5.75,,6.75,,12/2017,,13157,,,13112,,,1.5,,,13157,,,,
298,"G & H Wire Company, Inc.",One stop,,P + 4.50,,8.00,,12/2017,,357,,,355,,,-,,,357,,,,
299,"Joerns Healthcare, LLC  *^",One stop,,L + 5.00,,6.00,,05/2020,,3838,,,3802,,,0.4,,,3647,,,,
300,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal/Par  Amount  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value,,,,,,,
301,"Healthcare, Education and Childcare – (continued)",,,,,,,,,,,,,,,,,,,,,,
302,"Katena Holdings, Inc.  ^",One stop,,L + 6.25,,7.25,,06/2021,,,8699,,,,8627,,,1.0,,,,8699,
303,"Katena Holdings, Inc.",One stop,,P + 5.25,,8.75,,06/2021,,850,,,843,,,0.1,,,850,,,,
304,"Katena Holdings, Inc.",One stop,,P + 5.25,,8.75,,06/2021,,13,,,12,,,-,,,13,,,,
305,"Lombart Brothers, Inc.",One stop,,L + 6.75,,7.75,,04/2022,,3508,,,3411,,,0.4,,,3508,,,,
306,"Lombart Brothers, Inc.",One stop,,L + 6.75,,7.75,,04/2022,,8,,,7,,,-,,,8,,,,
307,"Maverick Healthcare Group, LLC  *",Senior loan,,L + 7.50,,7.25 cash/2.00 PIK,,04/2017,,1921,,,1915,,,0.2,,,1921,,,,
308,"Northwestern Management Services, LLC (Sage Dental)",One stop,,L + 5.25,,6.50,,10/2019,,72,,,71,,,-,,,71,,,,
309,"Northwestern Management Services, LLC (Sage Dental)",One stop,,P + 4.00,,7.50,,10/2019,,17,,,16,,,-,,,16,,,,
310,"Northwestern Management Services, LLC (Sage Dental)  (4)",One stop,,L + 5.25,,N/A  (5),,10/2019,,-,,,(2,,,-,,,(3,,,,
311,"Oliver Street Dermatology Holdings, LLC",One stop,,L + 6.50,,7.50,,05/2022,,8605,,,8369,,,1.0,,,8605,,,,
312,"Oliver Street Dermatology Holdings, LLC",One stop,,L + 6.50,,7.50,,05/2022,,58,,,57,,,-,,,58,,,,
313,"Oliver Street Dermatology Holdings, LLC  (4)",One stop,,L + 6.50,,N/A  (5),,05/2022,,-,,,(3,,,-,,,-,,,,
314,"Pinnacle Treatment Centers, Inc.",One stop,,L + 6.25,,7.25,,08/2021,,10081,,,9812,,,1.1,,,9980,,,,
315,"Pinnacle Treatment Centers, Inc.",One stop,,P + 5.00,,8.50,,08/2021,,5,,,3,,,-,,,4,,,,
316,"Pinnacle Treatment Centers, Inc.  (4)",One stop,,L + 6.25,,N/A  (5),,08/2021,,-,,,(3,,,-,,,(1,,,,
317,"PPT Management, LLC  #",One stop,,L + 5.00,,6.00,,04/2020,,4179,,,4143,,,0.5,,,4179,,,,
318,"PPT Management, LLC",One stop,,L + 5.00,,6.00,,04/2020,,137,,,136,,,-,,,137,,,,
319,"PPT Management, LLC  (4)",One stop,,L + 5.00,,N/A  (5),,04/2020,,-,,,(1,,,-,,,-,,,,
320,Premise Health Holding Corp.  #,One stop,,L + 4.50,,5.50,,06/2020,,14963,,,14881,,,1.7,,,14963,,,,
321,Premise Health Holding Corp.  (4),One stop,,L + 4.50,,N/A  (5),,06/2020,,-,,,(16,,,-,,,-,,,,
322,"Pyramid Healthcare, Inc.  #",One stop,,L + 5.75,,6.75,,08/2019,,1484,,,1471,,,0.2,,,1484,,,,
323,"Radiology Partners, Inc.  #",One stop,,L + 5.50,,6.50,,09/2020,,22570,,,22295,,,2.6,,,22344,,,,
324,"Radiology Partners, Inc.",One stop,,L + 5.50,,6.50,,09/2020,,708,,,708,,,0.1,,,701,,,,
325,"Radiology Partners, Inc.  (4)",One stop,,L + 5.50,,N/A  (5),,09/2020,,-,,,(4,,,-,,,(4,,,,
326,"Radiology Partners, Inc.  (4)",One stop,,L + 5.50,,N/A  (5),,09/2020,,-,,,(18,,,-,,,(8,,,,
327,"Reliant Pro ReHab, LLC  *",Senior loan,,L + 5.00,,6.00,,12/2017,,2548,,,2533,,,0.3,,,2548,,,,
328,"Reliant Pro ReHab, LLC",Senior loan,,P + 4.00,,7.50,,12/2017,,59,,,54,,,-,,,59,,,,
329,RXH Buyer Corporation  *^,One stop,,L + 5.75,,6.75,,09/2021,,17435,,,17148,,,1.9,,,16738,,,,
330,RXH Buyer Corporation,One stop,,L + 5.75,,6.75,,09/2021,,1973,,,1940,,,0.2,,,1894,,,,
331,RXH Buyer Corporation,One stop,,P + 4.75,,8.25,,09/2021,,35,,,32,,,-,,,27,,,,
332,RXH Buyer Corporation  (4),One stop,,L + 5.75,,N/A  (5),,09/2021,,-,,,(14,,,-,,,(34,,,,
333,Southern Anesthesia and Surgical,One stop,,L + 5.50,,6.50,,11/2017,,5537,,,5502,,,0.6,,,5537,,,,
334,Southern Anesthesia and Surgical  ^,One stop,,L + 5.50,,6.50,,11/2017,,2715,,,2701,,,0.3,,,2715,,,,
335,Southern Anesthesia and Surgical  (4),One stop,,L + 5.50,,N/A(5),,11/2017,,-,,,(3,,,-,,,-,,,,
336,"Spear Education, LLC  #",One stop,,L + 6.00,,7.00,,08/2019,,4732,,,4697,,,0.5,,,4732,,,,
337,"Spear Education, LLC",One stop,,L + 6.00,,7.00,,08/2019,,76,,,76,,,-,,,76,,,,
338,"Spear Education, LLC",One stop,,L + 6.00,,N/A(5),,08/2019,,-,,,-,,,-,,,-,,,,
339,"Summit Behavioral Holdings I, LLC  *",One stop,,L + 5.00,,6.00,,06/2021,,4382,,,4330,,,0.5,,,4382,,,,
340,"Summit Behavioral Holdings I, LLC  (4)",One stop,,L + 5.00,,N/A(5),,06/2021,,-,,,(1,,,-,,,-,,,,
341,"Summit Behavioral Holdings I, LLC  (4)",One stop,,L + 5.00,,N/A(5),,06/2021,,-,,,(2,,,-,,,-,,,,
342,"Surgical Information Systems, LLC  ^",Senior loan,,L + 3.00,,4.50,,09/2018,,1701,,,1699,,,0.2,,,1701,,,,
343,"U.S. Anesthesia Partners, Inc.  #",One stop,,L + 5.00,,6.12,,12/2019,,5882,,,5864,,,0.7,,,5882,,,,
344,"WIRB-Copernicus Group, Inc.  *^",Senior loan,,L + 5.00,,6.00,,08/2022,,9912,,,9815,,,1.1,,,9812,,,,
345,"WIRB-Copernicus Group, Inc.  (4)",Senior loan,,L + 5.00,,N/A(5),,08/2022,,-,,,(1,,,-,,,(1,,,,
346,"Young Innovations, Inc.  *#",Senior loan,,L + 4.25,,5.25,,01/2019,,1733,,,1725,,,0.2,,,1739,,,,
347,"Young Innovations, Inc.  *",Senior loan,,L + 4.75,,5.75,,01/2019,,304,,,299,,,0.1,,,308,,,,
348,"Young Innovations, Inc.",Senior loan,,P + 3.25,,6.75,,01/2018,,34,,,34,,,-,,,33,,,,
349,,,,,,,,,,314488,,,309976,,,35.4,,,311635,,,,
350,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal/Par  Amount  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value,,,,,,,
351,"Home and Office Furnishings, Housewares, and Durable Consumer",,,,,,,,,,,,,,,,,,,,,,
352,"Plano Molding Company, LLC  *^#",One stop,,L + 6.50,,7.50,,05/2021,,,17934,,,,17796,,,1.9,,,,16498,
353,"Hotels, Motels, Inns, and Gaming",,,,,,,,,,,,,,,,,,,,,,
354,"Aimbridge Hospitality, LLC  ^",Senior loan,,L + 4.50,,5.75,,10/2018,,815,,,804,,,0.1,,,815,,,,
355,Insurance,,,,,,,,,,,,,,,,,,,,,,
356,"Captive Resources Midco, LLC  *^#",One stop,,L + 5.75,,6.75,,06/2020,,26127,,,25876,,,3.0,,,26127,,,,
357,"Captive Resources Midco, LLC  (4)",One stop,,L + 5.75,,N/A  (5),,06/2020,,-,,,(16,,,-,,,-,,,,
358,"Captive Resources Midco, LLC  (4)",One stop,,L + 5.75,,N/A  (5),,06/2020,,-,,,(17,,,-,,,-,,,,
359,"Higginbotham Insurance Agency, Inc.  *",Senior loan,,L + 5.25,,6.25,,11/2021,,1301,,,1290,,,0.1,,,1303,,,,
360,"Internet Pipeline, Inc.",One stop,,L + 7.25,,8.25,,08/2022,,4910,,,4797,,,0.6,,,4910,,,,
361,"Internet Pipeline, Inc.  (4)",One stop,,L + 7.25,,N/A  (5),,08/2021,,-,,,(1,,,-,,,-,,,,
362,"RSC Acquisition, Inc.  #",Senior loan,,L + 5.25,,6.25,,11/2022,,629,,,624,,,0.1,,,629,,,,
363,,,,,,,,,,32967,,,32553,,,3.8,,,32969,,,,
364,"Leisure, Amusement, Motion Pictures and Entertainment",,,,,,,,,,,,,,,,,,,,,,
365,"NFD Operating, LLC  *",One stop,,L + 7.00,,8.25,,06/2021,,2349,,,2315,,,0.3,,,2349,,,,
366,"NFD Operating, LLC",One stop,,L + 7.00,,N/A  (5),,06/2021,,-,,,-,,,-,,,-,,,,
367,"NFD Operating, LLC  (4)",One stop,,L + 7.00,,N/A  (5),,06/2021,,-,,,(1,,,-,,,-,,,,
368,"Self Esteem Brands, LLC  ^",Senior loan,,L + 4.00,,5.00,,02/2020,,2934,,,2924,,,0.3,,,2934,,,,
369,"Self Esteem Brands, LLC  (4)",Senior loan,,L + 4.00,,N/A  (5),,02/2020,,-,,,(3,,,-,,,-,,,,
370,"Teaching Company, The",One stop,,L + 6.25,,7.25,,08/2020,,18926,,,18705,,,2.2,,,18926,,,,
371,"Teaching Company, The",One stop,,L + 6.25,,7.25,,08/2020,,40,,,39,,,-,,,40,,,,
372,"Titan Fitness, LLC  *",One stop,,L + 6.50,,7.75,,09/2019,,13223,,,13070,,,1.5,,,13223,,,,
373,"Titan Fitness, LLC",One stop,,L + 6.50,,7.75,,09/2019,,1747,,,1733,,,0.2,,,1747,,,,
374,"Titan Fitness, LLC",One stop,,L + 6.50,,7.75,,09/2019,,582,,,546,,,0.1,,,582,,,,
375,"Titan Fitness, LLC",One stop,,P + 5.25,,8.75,,09/2019,,419,,,406,,,-,,,419,,,,
376,,,,,,,,,,40220,,,39734,,,4.6,,,40220,,,,
377,"Mining, Steel, Iron and Non-Precious Metals",,,,,,,,,,,,,,,,,,,,,,
378,"Benetech, Inc.  *",One stop,,L + 9.00,,10.25,,10/2017,,4425,,,4413,,,0.4,,,3894,,,,
379,"Benetech, Inc.",One stop,,P + 7.75,,11.25,,10/2017,,152,,,149,,,-,,,20,,,,
380,,,,,,,,,,4577,,,4562,,,0.4,,,3914,,,,
381,Oil and Gas,,,,,,,,,,,,,,,,,,,,,,
382,"Drilling Info, Inc.  ^#(9)",One stop,,L + 5.50,,6.50,,06/2020,,1806,,,1782,,,0.2,,,1792,,,,
383,"Drilling Info, Inc.  (9)",One stop,,L + 5.50,,6.50,,06/2020,,516,,,506,,,0.1,,,513,,,,
384,"Drilling Info, Inc.  (4)(9)",One stop,,L + 5.50,,N/A  (5),,06/2020,,-,,,(1,,,-,,,-,,,,
385,,,,,,,,,,2322,,,2287,,,0.3,,,2305,,,,
386,Personal and Non-Durable Consumer Products,,,,,,,,,,,,,,,,,,,,,,
387,"Georgica Pine Clothiers, LLC",One Stop,,L + 5.50,,6.50,,11/2021,,5736,,,5638,,,0.7,,,5736,,,,
388,"Georgica Pine Clothiers, LLC  ^",One Stop,,L + 5.50,,6.50,,11/2021,,500,,,495,,,0.1,,,500,,,,
389,"Georgica Pine Clothiers, LLC  (4)",One Stop,,L + 5.50,,N/A  (5),,11/2021,,-,,,(1,,,-,,,-,,,,
390,"Massage Envy, LLC  *",One Stop,,L + 7.25,,8.50,,09/2018,,15151,,,15025,,,1.7,,,15151,,,,
391,"Massage Envy, LLC  (4)",One Stop,,L + 7.25,,N/A  (5),,09/2018,,-,,,(6,,,-,,,-,,,,
392,"Orthotics Holdings, Inc  *#",One Stop,,L + 5.00,,6.00,,02/2020,,8375,,,8303,,,0.9,,,7956,,,,
393,"Orthotics Holdings, Inc  *#(7)",One Stop,,L + 5.00,,6.00,,02/2020,,1373,,,1361,,,0.1,,,1304,,,,
394,"Orthotics Holdings, Inc",One Stop,,L + 5.00,,6.00,,02/2020,,139,,,129,,,-,,,77,,,,
395,"Orthotics Holdings, Inc  (4)",One Stop,,L + 5.00,,N/A  (5),,02/2020,,-,,,(12,,,-,,,(70,,,,
396,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal/Par  Amount  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value,,,,,,,
397,Personal and Non-Durable Consumer Products – (continued),,,,,,,,,,,,,,,,,,,,,,
398,"Orthotics Holdings, Inc  (4)(7)",One Stop,,L + 5.00,,N/A  (5),,02/2020,,,-,,,,(1,,,-,,,,(7,
399,Team Technologies Acquisition Company  ^,Senior loan,,L + 5.00,,6.25,,12/2017,,4660,,,4644,,,0.5,,,4613,,,,
400,Team Technologies Acquisition Company  #,Senior loan,,L + 5.50,,6.75,,12/2017,,859,,,854,,,0.1,,,857,,,,
401,Team Technologies Acquisition Company  (4),Senior loan,,L + 5.00,,N/A  (5),,12/2017,,-,,,(1,,,-,,,(3,,,,
402,,,,,,,,,,36793,,,36428,,,4.1,,,36114,,,,
403,Personal and Non-Durable Consumer Products,,,,,,,,,,,,,,,,,,,,,,
404,"Community Veterinary Partners, LLC",One stop,,L + 5.50,,6.50,,10/2021,,16,,,16,,,-,,,16,,,,
405,Focus Brands Inc.  *^,Second lien,,L + 9.00,,10.25,,08/2018,,9000,,,8965,,,1.0,,,9000,,,,
406,"Ignite Restaurant Group, Inc (Joe's Crab Shack)^",One stop,,L + 7.00,,8.00,,02/2019,,4322,,,4286,,,0.5,,,4236,,,,
407,PetVet Care Centers LLC  ^,Senior loan,,L + 4.75,,5.75,,12/2020,,5837,,,5753,,,0.7,,,5837,,,,
408,PetVet Care Centers LLC  ^,Senior loan,,L + 4.75,,5.75,,12/2020,,1219,,,1203,,,0.1,,,1219,,,,
409,PetVet Care Centers LLC  (4),Senior loan,,L + 4.75,,N/A  (5),,12/2019,,-,,,(9,,,-,,,-,,,,
410,Vetcor Professional Practices LLC  *^#,One stop,,L + 6.25,,7.25,,04/2021,,29043,,,28526,,,3.3,,,29043,,,,
411,Vetcor Professional Practices LLC  *,One stop,,L + 6.25,,7.25,,04/2021,,966,,,956,,,0.1,,,966,,,,
412,Vetcor Professional Practices LLC,One stop,,L + 6.25,,7.25,,04/2021,,550,,,501,,,0.1,,,550,,,,
413,Vetcor Professional Practices LLC  #,One stop,,L + 6.25,,7.25,,04/2021,,288,,,285,,,-,,,288,,,,
414,Vetcor Professional Practices LLC,One stop,,L + 6.25,,7.25,,04/2021,,236,,,234,,,-,,,236,,,,
415,Vetcor Professional Practices LLC  (4),One stop,,L + 6.25,,N/A  (5),,04/2021,,-,,,(16,,,-,,,-,,,,
416,Vetcor Professional Practices LLC  (4),One stop,,L + 6.25,,N/A  (5),,04/2021,,-,,,(4,,,-,,,-,,,,
417,"Veterinary Specialists of North America, LLC  *^",One stop,,L + 5.25,,6.25,,07/2021,,6101,,,6029,,,0.7,,,6041,,,,
418,"Veterinary Specialists of North America, LLC",One stop,,L + 5.25,,6.25,,07/2021,,64,,,63,,,-,,,63,,,,
419,"Veterinary Specialists of North America, LLC  (4)",One stop,,L + 5.25,,N/A  (5),,07/2021,,-,,,(3,,,-,,,(3,,,,
420,"Veterinary Specialists of North America, LLC  (4)",One stop,,L + 5.25,,N/A  (5),,07/2021,,-,,,(18,,,-,,,(13,,,,
421,"Wetzel's Pretzels, LLC",One stop,,L + 6.75,,7.75,,09/2021,,7064,,,6873,,,0.8,,,6993,,,,
422,"Wetzel's Pretzels, LLC  (4)",One stop,,L + 6.75,,N/A  (5),,09/2021,,-,,,(1,,,-,,,-,,,,
423,,,,,,,,,,64706,,,63639,,,7.3,,,64472,,,,
424,Printing and Publishing,,,,,,,,,,,,,,,,,,,,,,
425,"Brandmuscle, Inc.  #",Senior loan,,L + 5.00,,6.00,,12/2021,,631,,,624,,,0.1,,,636,,,,
426,"Market Track, LLC  *^#",One stop,,L + 7.00,,8.00,,10/2019,,28603,,,28354,,,3.3,,,28603,,,,
427,"Market Track, LLC  *",One stop,,L + 7.00,,8.00,,10/2019,,2175,,,2156,,,0.2,,,2175,,,,
428,"Market Track, LLC  #",One stop,,L + 7.00,,8.00,,10/2019,,2141,,,2126,,,0.2,,,2141,,,,
429,"Market Track, LLC",One stop,,L + 7.00,,8.00,,10/2019,,1353,,,1334,,,0.2,,,1353,,,,
430,"Market Track, LLC",One stop,,L + 7.00,,8.00,,10/2019,,1284,,,1278,,,0.1,,,1284,,,,
431,"Marketo, Inc.",One stop,,L + 9.50,,10.50,,08/2021,,9940,,,9649,,,1.1,,,9791,,,,
432,"Marketo, Inc.  (4)",One stop,,L + 9.50,,N/A  (5),,08/2021,,-,,,(2,,,-,,,(1,,,,
433,,,,,,,,,,46127,,,45519,,,5.2,,,45982,,,,
434,Retail Stores,,,,,,,,,,,,,,,,,,,,,,
435,Batteries Plus Holding Corporation,One stop,,L + 6.75,,7.75,,07/2022,,13860,,,13516,,,1.6,,,13791,,,,
436,Batteries Plus Holding Corporation  (4),One stop,,L + 6.75,,N/A  (5),,07/2022,,-,,,(2,,,-,,,(1,,,,
437,"CVS Holdings I, LP  *^#",One stop,,L + 6.25,,7.25,,08/2021,,22283,,,21920,,,2.5,,,21948,,,,
438,"CVS Holdings I, LP  *",One stop,,L + 6.25,,7.25,,08/2021,,321,,,315,,,-,,,316,,,,
439,"CVS Holdings I, LP  (4)",One stop,,L + 6.25,,N/A  (5),,08/2020,,-,,,(3,,,-,,,(3,,,,
440,"CVS Holdings I, LP  (4)",One stop,,L + 6.25,,N/A  (5),,08/2021,,-,,,(8,,,-,,,(6,,,,
441,"Cycle Gear, Inc.  ^",One stop,,L + 6.50,,7.50,,01/2020,,10533,,,10379,,,1.2,,,10533,,,,
442,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal/Par  Amount  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value,,,,,,,
443,Retail Stores – (continued),,,,,,,,,,,,,,,,,,,,,,
444,"Cycle Gear, Inc.  (4)",One stop,,L + 6.50,,N/A  (5),,01/2020,,,-,,,,(17,,,-,,,,-,
445,"Cycle Gear, Inc.  (4)",One stop,,L + 6.50,,N/A  (5),,01/2020,,-,,,(9,,,-,,,-,,,,
446,"DTLR, Inc.  *^",One stop,,L + 6.50,,7.50,,10/2020,,11394,,,11303,,,1.3,,,11394,,,,
447,"Elite Sportswear, L.P.",Senior loan,,L + 5.00,,6.00,,03/2020,,2821,,,2781,,,0.3,,,2814,,,,
448,"Elite Sportswear, L.P.",Senior loan,,L + 5.25,,6.25,,03/2020,,1451,,,1431,,,0.2,,,1458,,,,
449,"Elite Sportswear, L.P.",Senior loan,,L + 5.25,,6.25,,03/2020,,220,,,216,,,-,,,221,,,,
450,"Elite Sportswear, L.P.",Senior loan,,P + 3.75,,7.25,,03/2020,,117,,,112,,,-,,,116,,,,
451,"Express Oil Change, LLC",Senior loan,,L + 5.00,,6.01,,12/2017,,1210,,,1197,,,0.1,,,1210,,,,
452,"Express Oil Change, LLC  ^",Senior loan,,L + 5.00,,6.00,,12/2017,,473,,,470,,,0.1,,,473,,,,
453,"Feeders Supply Company, LLC",One stop,,L + 5.75,,6.75,,04/2021,,4298,,,4211,,,0.5,,,4298,,,,
454,"Feeders Supply Company, LLC",Subordinated debt,,No Value,,12.50 cash/7.00 PIK,04/2021,,43,,,43,,,-,,,43,,,,,
455,"Feeders Supply Company, LLC  (4)",One stop,,L + 5.75,,N/A  (5),,04/2021,,-,,,(1,,,-,,,-,,,,
456,"Marshall Retail Group, LLC, The  ^#",One stop,,L + 6.00,,7.00,,08/2020,,12207,,,12107,,,1.3,,,11474,,,,
457,"Marshall Retail Group, LLC, The",One stop,,L + 6.00,,7.00,,08/2019,,410,,,392,,,-,,,278,,,,
458,Mills Fleet Farm Group LLC  *^,One stop,,L + 5.50,,6.50,,02/2022,,4776,,,4641,,,0.5,,,4776,,,,
459,"Paper Source, Inc.  *^#",One stop,,L + 6.25,,7.25,,09/2018,,12757,,,12679,,,1.5,,,12757,,,,
460,"Paper Source, Inc.",One stop,,L + 6.25,,7.25,,09/2018,,1694,,,1680,,,0.2,,,1694,,,,
461,"Paper Source, Inc.",One stop,,P + 5.00,,8.50,,09/2018,,339,,,331,,,-,,,339,,,,
