,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
309,,"CCSL Holdings, LLC+(8)",One stop,,SF +,5.75,(n),,10.95,,,,,12/2026,,150,,,149,,,-,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,,"CCSL Holdings, LLC+(5)(8)",One stop,,SF +,5.75,,,N/A(6),,,,,12/2026,,-,,,(  20  ),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,,CMI Parent Inc.*#,Senior secured,,SF +,4.75,(n),,9.95,,,,,08/2025,,6449,,,6497,,,0.3,,6449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,,CMI Parent Inc.*,Senior secured,,SF +,4.75,(n),,9.95,,,,,08/2025,,3196,,,3178,,,0.1,,3196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,,CMI Parent Inc.+(5),Senior secured,,SF +,4.75,,,N/A(6),,,,,08/2025,,-,,,(  2  ),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,,CMI Parent Inc.*,Senior secured,,SF +,4.75,(n),,9.95,,,,,08/2025,,2910,,,2889,,,0.1,,2910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,,"G & H Wire Company, Inc.+(23)",One stop,,L +,9.00,(b),,7.98,cash/,6.50,PIK,,12/2024,,11653,,,11540,,,0.4,,9322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,,"G & H Wire Company, Inc.+(23)",One stop,,L +,9.00,(b),,7.98,cash/,6.50,PIK,,12/2024,,98,,,98,,,-,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,,"Joerns Healthcare, LLC+(7)(23)",One stop,,SF +,18.00,(o),,23.35,,,,,01/2024,,1470,,,1470,,,-,,1191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,,"Joerns Healthcare, LLC+(23)",One stop,,SF +,18.00,(o),,23.35,,,,,01/2024,,293,,,293,,,-,,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,,,,,,,,,,,,,,,,136331,,,135819,,,5.3,,132836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,,Health Care Providers & Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,,"AAH TOPCO, LLC +",One stop,,SF +,5.50,(n),,10.70,,,,,12/2027,,,8266,,,,8204,,,0.3,,,8018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,,"AAH TOPCO, LLC +(23)",Subordinated debt,,No Value,,,,11.50,PIK,,,,12/2031,,1177,,,1160,,,-,,1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,,"AAH TOPCO, LLC +(5)",One stop,,SF +,5.50,,,N/A(6),,,,,12/2027,,-,,,-,,,-,,(  2  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,,"AAH TOPCO, LLC +",One stop,,SF +,5.50,(n),,10.70,,,,,12/2027,,473,,,469,,,-,,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,,"Active Day, Inc.#+",One stop,,SF +,5.75,(o),,11.14,,,,,02/2025,,17611,,,17488,,,0.7,,17259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,,"Active Day, Inc.#+",One stop,,SF +,5.75,(o),,11.14,,,,,02/2025,,1359,,,1350,,,0.1,,1332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,,"Active Day, Inc.*#",One stop,,SF +,5.75,(o),,11.14,,,,,02/2025,,876,,,870,,,-,,859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,,"Active Day, Inc.+",One stop,,SF +,5.75,(o),,11.14,,,,,02/2025,,698,,,694,,,-,,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,,"Active Day, Inc.+",One stop,,SF +,5.75,(o),,11.14,,,,,02/2025,,616,,,611,,,-,,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,,"Active Day, Inc.*#",One stop,,SF +,5.75,(o),,11.14,,,,,02/2025,,605,,,601,,,-,,593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,,"Active Day, Inc.+(5)",One stop,,SF +,5.75,,,N/A(6),,,,,02/2025,,-,,,(  2  ),,,-,,(  4  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,,"Active Day, Inc.+",One stop,,SF +,5.75,(o),,11.14,,,,,02/2025,,-,,,-,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,,"Acuity Eyecare Holdings, LLC+",One stop,,SF +,6.00,(o),,11.38,,,,,03/2026,,16384,,,16220,,,0.6,,15770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,,"Acuity Eyecare Holdings, LLC+(23)",One stop,,No Value,,,,16.50,,,,,06/2027,,11684,,,11515,,,0.5,,11333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,,"Acuity Eyecare Holdings, LLC+",One stop,,SF +,6.25,(o),,11.64,,,,,03/2026,,4046,,,4018,,,0.2,,3925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,,"Acuity Eyecare Holdings, LLC+",One stop,,SF +,6.25,(o),,11.65,,,,,03/2026,,3605,,,3574,,,0.1,,3497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,,"Acuity Eyecare Holdings, LLC#+",One stop,,SF +,6.25,(o),,11.64,,,,,03/2026,,3504,,,3481,,,0.2,,3399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,,"Acuity Eyecare Holdings, LLC+",One stop,,SF +,6.25,(o),,11.64,,,,,03/2026,,3179,,,3195,,,0.1,,3084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,,"Acuity Eyecare Holdings, LLC+",One stop,,SF +,6.00,(o),,11.28,,,,,03/2026,,2032,,,2001,,,0.1,,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,,"Acuity Eyecare Holdings, LLC+",One stop,,SF +,6.25,(o),,11.64,,,,,03/2026,,1853,,,1874,,,0.1,,1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,,"Acuity Eyecare Holdings, LLC+",One stop,,SF +,6.25,(o),,11.64,,,,,03/2026,,448,,,446,,,-,,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,,"Acuity Eyecare Holdings, LLC+(23)",One stop,,SF +,13.00,(o),,11.64,cash/,6.75,PIK,,03/2026,,261,,,259,,,-,,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,,"Acuity Eyecare Holdings, LLC+",One stop,,SF +,6.25,(o),,11.64,,,,,03/2026,,165,,,164,,,-,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,,"Acuity Eyecare Holdings, LLC+",One stop,,SF +,6.00,(o),,11.20,,,,,03/2026,,30,,,27,,,-,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,,"Acuity Eyecare Holdings, LLC+",Senior secured,,SF +,6.25,(o),,11.53,,,,,03/2026,,109,,,108,,,-,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,,"Acuity Eyecare Holdings, LLC+(23)",One stop,,SF +,13.00,(o),,11.60,cash/,6.75,PIK,,03/2026,,101,,,100,,,-,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,,"Acuity Eyecare Holdings, LLC+",One stop,,SF +,6.25,(o),,11.64,,,,,03/2026,,1,,,1,,,-,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,,"Acuity Eyecare Holdings, LLC+(5)",One stop,,SF +,6.25,,,N/A(6),,,,,03/2026,,-,,,(  2  ),,,-,,(  8  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,,"Acuity Eyecare Holdings, LLC+",One stop,,SF +,6.00,(o),,11.34,,,,,03/2026,,1036,,,1025,,,-,,997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,,AVG Intermediate Holdings & AVG Subsidiary Holdings LLC+,One stop,,SF +,6.13,(n),,11.33,,,,,03/2027,,4672,,,4634,,,0.2,,4649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,,AVG Intermediate Holdings & AVG Subsidiary Holdings LLC+,One stop,,SF +,6.13,(n),,11.33,,,,,03/2027,,3906,,,3862,,,0.2,,3886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,,AVG Intermediate Holdings & AVG Subsidiary Holdings LLC+(23),Subordinated debt,,SF +,10.50,(n),,15.70,,,,,03/2028,,2126,,,2104,,,0.1,,2126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,,AVG Intermediate Holdings & AVG Subsidiary Holdings LLC+(23),Subordinated debt,,SF +,10.50,(n),,15.70,,,,,03/2028,,813,,,806,,,-,,813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,,AVG Intermediate Holdings & AVG Subsidiary Holdings LLC+(23),Subordinated debt,,SF +,10.50,(n),,15.70,,,,,03/2028,,254,,,251,,,-,,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,,AVG Intermediate Holdings & AVG Subsidiary Holdings LLC+,One stop,,SF +,6.25,(o),,11.61,,,,,03/2027,,153,,,152,,,-,,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,,AVG Intermediate Holdings & AVG Subsidiary Holdings LLC+(5),One stop,,SF +,6.00,,,N/A(6),,,,,03/2027,,-,,,(  1  ),,,-,,(  1  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,,AVG Intermediate Holdings & AVG Subsidiary Holdings LLC+,One stop,,SF +,6.25,(n)(o),,11.48,,,,,03/2027,,73,,,72,,,-,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,,"Community Care Partners, LLC+",One stop,,SF +,6.00,(n),,11.22,,,,,06/2026,,2331,,,2316,,,0.1,,2168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,"Community Care Partners, LLC+(5)",One stop,,SF +,6.00,,,N/A(6),,,,,06/2026,,-,,,(  2  ),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,,"CRH Healthcare Purchaser, Inc.+",Senior secured,,SF +,4.75,(o),,10.14,,,,,12/2024,,19501,,,19500,,,0.8,,19209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,,"CRH Healthcare Purchaser, Inc.+",Senior secured,,SF +,4.75,(o),,10.14,,,,,12/2024,,5158,,,5135,,,0.2,,5081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,,"CRH Healthcare Purchaser, Inc.+",Senior secured,,SF +,4.75,(o),,10.14,,,,,12/2024,,4079,,,4071,,,0.2,,4019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,,"CRH Healthcare Purchaser, Inc.+",Senior secured,,SF +,4.75,(o),,10.14,,,,,12/2024,,3494,,,3477,,,0.1,,3442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,,"CRH Healthcare Purchaser, Inc.+",Senior secured,,SF +,4.75,(o),,10.14,,,,,12/2024,,120,,,119,,,-,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,,Datix Bidco Limited+(8)(9)(10),Senior secured,,SN +,4.50,(l),,9.43,,,,,04/2025,,56495,,,60148,,,2.2,,55366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,,Datix Bidco Limited+(8)(9)(10),Second lien,,SN +,7.75,(l),,12.68,,,,,04/2026,,,20047,,,,21297,,,0.8,,,19646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,,"Emerge Intermediate, Inc.*#(23)",One stop,,SF +,7.25,(o),,11.39,cash/,1.25,PIK,,05/2024,,19218,,,19156,,,0.8,,19218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,,"Emerge Intermediate, Inc.+(23)",One stop,,SF +,7.25,(o),,11.39,cash/,1.25,PIK,,05/2024,,1739,,,1734,,,0.1,,1739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,,"Emerge Intermediate, Inc.+(23)",One stop,,SF +,7.25,(o),,11.13,cash/,1.25,PIK,,05/2024,,222,,,222,,,-,,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,,Encorevet Group LLC+,One stop,,L +,6.75,(b),,12.23,,,,,11/2024,,977,,,974,,,0.1,,958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,,Encorevet Group LLC+,One stop,,L +,6.75,(b),,12.23,,,,,11/2024,,614,,,612,,,-,,602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,,Encorevet Group LLC+,One stop,,L +,6.75,(b),,12.23,,,,,11/2024,,305,,,303,,,-,,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,,Encorevet Group LLC+,One stop,,L +,6.75,(b),,12.23,,,,,11/2024,,292,,,290,,,-,,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,,Encorevet Group LLC+,One stop,,L +,6.75,(b),,12.23,,,,,11/2024,,264,,,263,,,-,,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,,Encorevet Group LLC+,Senior secured,,L +,6.75,(b),,12.23,,,,,11/2024,,242,,,242,,,-,,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,,Encorevet Group LLC+,One stop,,L +,6.75,(b),,12.23,,,,,11/2024,,162,,,161,,,-,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,,Encorevet Group LLC+,One stop,,L +,6.75,(b),,12.23,,,,,11/2024,,113,,,113,,,-,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,,Encorevet Group LLC+,Senior secured,,L +,6.75,(b),,12.23,,,,,11/2024,,109,,,109,,,-,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,,Encorevet Group LLC+,Senior secured,,L +,6.75,(b),,12.23,,,,,11/2024,,68,,,68,,,-,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,,Encorevet Group LLC+,Senior secured,,L +,6.75,(b),,12.23,,,,,11/2024,,56,,,56,,,-,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,,Encorevet Group LLC+,One stop,,L +,6.75,(b),,12.23,,,,,11/2024,,55,,,55,,,-,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,,Encorevet Group LLC+,One stop,,L +,6.75,(b),,12.23,,,,,11/2024,,32,,,32,,,-,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,,Encorevet Group LLC+,Senior secured,,L +,6.75,(b),,12.23,,,,,11/2024,,10,,,10,,,-,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,,Encorevet Group LLC+,Senior secured,,L +,6.75,(b),,12.19,,,,,11/2024,,47,,,47,,,-,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,,"ERC Topco Holdings, LLC+",One stop,,SF +,5.50,(o),,11.00,,,,,11/2028,,9140,,,9082,,,0.3,,8043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,,"ERC Topco Holdings, LLC+",One stop,,SF +,5.50,(d)(n),,11.11,,,,,11/2027,,42,,,41,,,-,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,,"FYI Optical Acquisitions, Inc. & FYI USA, Inc.+(8)(9)(12)",One stop,,C +,5.75,(k),,10.79,,,,,03/2027,,10778,,,10586,,,0.5,,10778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,,"FYI Optical Acquisitions, Inc. & FYI USA, Inc.+(8)(9)(12)",One stop,,C +,5.75,(i),,11.00,,,,,03/2027,,84,,,80,,,-,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,,"FYI Optical Acquisitions, Inc. & FYI USA, Inc.+(8)(9)(12)",One stop,,C +,5.75,(i),,11.00,,,,,03/2027,,482,,,498,,,-,,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,,"FYI Optical Acquisitions, Inc. & FYI USA, Inc.+(8)(9)(12)",One stop,,C +,5.75,(i),,11.00,,,,,03/2027,,171,,,169,,,-,,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,,"FYI Optical Acquisitions, Inc. & FYI USA, Inc.+(8)(12)",One stop,,SF +,5.75,(n),,10.95,,,,,03/2027,,70,,,69,,,-,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,,"FYI Optical Acquisitions, Inc. & FYI USA, Inc.+(8)(12)",One stop,,SF +,5.75,(n),,10.95,,,,,03/2027,,94,,,93,,,-,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,,"FYI Optical Acquisitions, Inc. & FYI USA, Inc.+(8)(9)(12)",One stop,,C +,5.75,(i),,11.00,,,,,03/2027,,707,,,714,,,-,,707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,,Heartland Veterinary Partners LLC+,Senior secured,,SF +,4.75,(n),,9.95,,,,,12/2026,,838,,,832,,,-,,821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,,Heartland Veterinary Partners LLC+,Senior secured,,SF +,4.75,(n),,9.95,,,,,12/2026,,162,,,161,,,-,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,,Heartland Veterinary Partners LLC+,Senior secured,,SF +,4.75,,,N/A(6),,,,,12/2026,,-,,,-,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,,Klick Inc.+(8)(12),Senior secured,,SF +,4.50,(o),,9.84,,,,,03/2028,,9921,,,9854,,,0.4,,9921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,,Klick Inc.+(5)(8)(12),Senior secured,,SF +,4.50,,,N/A(6),,,,,03/2026,,-,,,(  1  ),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,,"Krueger-Gilbert Health Physics, LLC+",Senior secured,,SF +,5.25,(o),,10.64,,,,,05/2025,,2294,,,2289,,,0.1,,2294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,,"Krueger-Gilbert Health Physics, LLC+",Senior secured,,SF +,5.25,(o),,10.64,,,,,05/2025,,1844,,,1835,,,0.1,,1844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,,"Krueger-Gilbert Health Physics, LLC+",Senior secured,,SF +,5.25,(o),,10.64,,,,,05/2025,,1083,,,1098,,,0.1,,1083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,,"Krueger-Gilbert Health Physics, LLC+",Senior secured,,SF +,5.25,(o),,10.64,,,,,05/2025,,60,,,60,,,-,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,,"Krueger-Gilbert Health Physics, LLC+",Senior secured,,SF +,5.25,(o),,10.64,,,,,05/2025,,760,,,750,,,-,,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,,"New Look (Delaware) Corporation and NL1 AcquireCo, Inc.+(8)(9)(12)",One stop,,C +,5.50,(k),,10.88,,,,,05/2028,,18369,,,19866,,,0.7,,17450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,,"New Look (Delaware) Corporation and NL1 AcquireCo, Inc.#(8)(12)",One stop,,SF +,5.50,(o),,10.89,,,,,05/2028,,4293,,,4250,,,0.2,,4078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,,"New Look (Delaware) Corporation and NL1 AcquireCo, Inc.#(8)(12)",One stop,,SF +,5.50,(o),,10.89,,,,,05/2028,,2795,,,2774,,,0.1,,2655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,,"New Look (Delaware) Corporation and NL1 AcquireCo, Inc.+(8)(9)(12)",One stop,,C +,5.50,(k),,10.88,,,,,05/2028,,1120,,,1180,,,-,,1064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,,"New Look (Delaware) Corporation and NL1 AcquireCo, Inc.+(8)(9)(12)",One stop,,C +,5.50,(k),,10.88,,,,,05/2028,,583,,,597,,,-,,576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,,"New Look (Delaware) Corporation and NL1 AcquireCo, Inc.+(8)(9)(12)",One stop,,C +,5.50,(k),,10.87,,,,,05/2026,,165,,,163,,,-,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,,"New Look (Delaware) Corporation and NL1 AcquireCo, Inc.+(8)(12)",One stop,,SF +,5.50,(o),,10.89,,,,,05/2026,,,60,,,,60,,,-,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,,"New Look (Delaware) Corporation and NL1 AcquireCo, Inc.+(8)(12)",One stop,,SF +,5.50,(o),,10.89,,,,,05/2028,,18,,,18,,,-,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,,"Oliver Street Dermatology Holdings, LLC+(7)(23)",One stop,,SF +,11.36,(o),,16.75,,,,,09/2023,,25646,,,16786,,,0.8,,20260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,,"Oliver Street Dermatology Holdings, LLC+(23)",One stop,,SF +,6.25,(o),,11.64,,,,,09/2023,,14652,,,14652,,,0.5,,12748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,,"Oliver Street Dermatology Holdings, LLC+(23)",One stop,,SF +,6.25,(o),,11.64,,,,,09/2023,,377,,,377,,,-,,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,,"Pinnacle Treatment Centers, Inc.*#",One stop,,SF +,6.75,(o),,12.16,,,,,01/2026,,18582,,,18221,,,0.8,,18582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,,"Pinnacle Treatment Centers, Inc.*",One stop,,SF +,6.75,(o),,12.16,,,,,01/2026,,7495,,,7355,,,0.3,,7495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
