,0,1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,18,19,20
235,LabVantage Solutions,,,,,,,,,,,,,,,,,,,
236,LabVantage Solutions Inc.,,First Lien Secured Debt,,"9.59 (1M L+750, 1.00 Floor)",,12/29/20,13500,,,13279,,,13365,,,,,,
237,LabVantage Solutions Limited,,First Lien Secured Debt,,"8.50 (1M E+750, 1.00 Floor)",,12/29/20,€,12367.0,,,13089,,,14295,,,(17),,
238,,,First Lien Secured Debt - Revolver,,"8.50 (1M E+750, 1.00 Floor)",,12/29/20,€,609.0,,,750,,,704,,,(17)(23),,
239,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,12/29/20,€,2827.0,,,(57,,,(33,,,(8)(17)(21)(23),,
240,,,,,,,,,,27061,,,28331,,,,,,,
241,"Omnitracs, LLC",,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,03/23/23,3750,,,(319,,,(338,,,(8)(21)(23),,,
242,"Smokey Merger Sub, Inc.",,Second Lien Secured Debt,,"10.82 (3M L+850, 1.00 Floor)",,05/24/24,30000,,,29240,,,29400,,,(9),,,
243,Telestream Holdings Corporation,,First Lien Secured Debt,,"7.61 (3M L +645, 1.00 Floor)",,03/24/22,36655,,,36372,,,35738,,,(18),,,
244,Tibco Software Inc.,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,12/05/19,6000,,,(17,,,(840,,,(8)(21)(23),,,
245,"ZPower, LLC",,First Lien Secured Debt,,"9.84 (1M L+775, 1.00 Floor)",,07/01/22,6667,,,6634,,,6624,,,(9),,,
246,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00 Unfunded,,07/01/22,1667,,,(7,,,(11,,,(8)(9)(21)(23),,,
247,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,Par / Shares (12),,Cost (30),,Fair  Value (1) (31),,,,,,,,
248,,,Common Equity/Interests - Warrants,,,,,"29,630 Warrants",,,48,,,76,,,(9)(13),,,
249,,,,,,,,,,6675,,,6689,,,,,,,
250,Total High Tech Industries,,,,211092,,,209606,,,,,,,,,,,,
251,"Hotel, Gaming, Leisure, Restaurants",,,,,,,,,,,,,,,,,,,
252,GFRC Holdings LLC,,First Lien Secured Debt,,"10.30 (3M L+800 Cash (L+800 PIK Toggle), 1.50 Floor)",,02/01/22,,2500.0,,,,2500,,,,2500,,,
253,"Total Hotel, Gaming, Leisure, Restaurants",,,,2500,,,2500,,,,,,,,,,,,
254,Insurance,,,,,,,,,,,,,,,,,,,
255,Confie Seguros Holding II Co.,,Second Lien Secured Debt,,"11.81 (3M L+950, 1.25 Floor)",,05/08/19,,21844.0,,,,21815,,,,21298,,,(10)
256,Total Insurance,,,,21815,,,21298,,,,,,,,,,,,
257,"Manufacturing, Capital Equipment",,,,,,,,,,,,,,,,,,,
258,MedPlast Holdings Inc.,,Second Lien Secured Debt,,"10.80 (2M L+875, 1.00 Floor)",,06/06/23,,8000.0,,,,7840,,,,8080,,,(10)
259,,,Second Lien Secured Debt,,10.09 (3M L+775),,07/02/26,8000,,,7920,,,8080,,,(10),,,
260,,,,,,,,,,15760,,,16160,,,,,,,
261,"Power Products, LLC",,Second Lien Secured Debt,,"11.36 (3M L+900, 1.00 Floor)",,12/20/23,32500,,,31608,,,32236,,,(9),,,
262,"Total Manufacturing, Capital Equipment",,,,47368,,,48396,,,,,,,,,,,,
263,Media – Diversified & Production,,,,,,,,,,,,,,,,,,,
264,SESAC Holdco II LLC,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,02/23/22,,587.0,,,,(39,,,,(44,,,(8)(21)(23)
265,,,Second Lien Secured Debt,,"9.34 (1M L+725, 1.00 Floor)",,02/24/25,3241,,,3214,,,3224,,,(10),,,
266,Total Media – Diversified & Production,,,,3175,,,3180,,,,,,,,,,,,
267,Metals & Mining,,,,,,,,,,,,,,,,,,,
268,"Magnetation, LLC",,First Lien Secured Debt,,10.34 (3M L+800 Cash (PIK Toggle)),,12/31/19,,1352.0,,,,1273,,,,405,,,(13)(14)
269,Total Metals & Mining,,,,1273,,,405,,,,,,,,,,,,
270,Telecommunications,,,,,,,,,,,,,,,,,,,
271,IPC Corporation,,First Lien Secured Debt,,"7.34 (3M L+500, 1.00 Floor)",,08/06/21,,10000.0,,,,9905,,,,9900,,,(9)
272,"Securus Technologies Holdings, Inc.",,Second Lien Secured Debt,,"10.34 (1M L+825, 1.00 Floor)",,11/01/25,12878,,,12760,,,12932,,,(10),,,
273,UniTek Global Services Inc.,,First Lien Secured Debt,,"10.83 (3M L+850, 1.00 Floor)",,01/13/19,30597,,,30597,,,31515,,,,,,
274,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,01/13/19,5000,,,0,,,0,,,(21)(23),,,
275,,,First Lien Secured Debt - Letters of Credit,,7.50,,01/13/19,5749,,,0,,,0,,,(23),,,
276,,,Unsecured Debt,,15.00 PIK,,07/13/19,10290,,,10290,,,10599,,,,,,
277,,,,,,,,,,40887,,,42114,,,,,,,
278,"Wave Holdco Merger Sub, Inc.",,Second Lien Secured Debt,,13.25 (P+825),,05/27/23,10000,,,9819,,,9993,,,,,,
279,Total Telecommunications,,,,73371,,,74939,,,,,,,,,,,,
280,"Transportation – Cargo, Distribution",,,,,,,,,,,,,,,,,,,
281,"Dynamic Product Tankers, LLC (5)",,First Lien Secured Debt,,9.33 (3M L+700),,06/30/23,,42000.0,,,,41800,,,,42000,,,(17)
282,,,First Lien Secured Debt - Letters of Credit,,2.25,,9/20/18 - 1/31/21,2750,,,0,,,0,,,(17)(23),,,
283,,,Common Equity/Interests - Class A Units,,,,,,,,48106,,,40075,,,(17)(24),,,
284,,,,,,,,,,89906,,,82075,,,,,,,
285,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,Par / Shares (12),,Cost (30),,Fair  Value (1) (31),,,,,,,,
286,MSEA Tankers LLC (5),,Common Equity/Interests - Class A Units,,,,,,,,74450,,,72278,,,(17)(25),,,
287,"PT Intermediate Holdings III, LLC",,Second Lien Secured Debt,,"10.33 (3M L+800, 1.00 Floor)",,12/08/25,9375,,,9287,,,9516,,,(10),,,
288,"Total Transportation – Cargo, Distribution",,,,173643,,,163869,,,,,,,,,,,,
289,Utilities – Electric,,,,,,,,,,,,,,,,,,,
290,Asset Repackaging Trust Six B.V.,,Structured Products and Other,,12.81,,05/18/27,,58411.0,,,,26137,,,,28741,,,(11)(17)(19)
291,Total Utilities – Electric,,,,26137,,,28741,,,,,,,,,,,,
292,Total Investments before Cash Equivalents and Option Contracts,,,,,2513417.0,,,2495459.0,,,,,,,,,,,
293,J.P. Morgan U.S. Government Money Market Fund,,,,,,,,11612.0,,,,11612,,,,11612,,,(22)
294,Total Investments after Cash Equivalents and before Option Contracts,,,,,2525029.0,,,2507071.0,,,,,,,,,,,
295,(4),"Denotes investments in which we are an “Affiliated Person,” as defined in the 1940 Act, due to holding the power to vote or owning 5 or more of the outstanding voting securities of the investment but not controlling the company. Fair value as of  March 31, 2018  and  June 30, 2018  along with transactions during the  three months ended June 30, 2018  in these affiliated investments are as follows:",,,,,,,,,,,,,,,,,,
296,(5),"Denotes investments in which we are deemed to exercise a controlling influence over the management or policies of a company, as defined in the 1940 Act, due to beneficially owning, either directly or through one or more controlled companies, more than 25 of the outstanding voting securities of the investment. Fair value as of  March 31, 2018  and  June 30, 2018  along with transactions during the  three months ended June 30, 2018  in these controlled investments are as follows:",,,,,,,,,,,,,,,,,,
297,(11),"These securities are exempt from registration under Rule 144A of the Securities Act of 1933. These securities may be resold in transactions that are exempt from registration, normally to qualified institutional buyers.",,,,,,,,,,,,,,,,,,
298,(21),The rates associated with these undrawn committed revolvers and delayed draw term loans represent rates for commitment and unused fees.,,,,,,,,,,,,,,,,,,
299,(23),"As of  June 30, 2018  , the Company had the following commitments to fund various revolving and delayed draw senior secured and subordinated loans, including commitments to issue letters of credit through a financial intermediary on behalf of certain portfolio companies. Such commitments are subject to the satisfaction of certain conditions set forth in the documents governing these loans and letters of credit and there can be no assurance that such conditions will be satisfied. See  Note 10  to the financial statements for further information on revolving and delayed draw loan commitments, including commitments to issue letters of credit, related to certain portfolio companies.",,,,,,,,,,,,,,,,,,
300,(24),"As of  June 30, 2018  , Dynamic Product Tankers, LLC had various classes of limited liability interests outstanding of which the Company holds Class A-1 and Class A-3 units which are identical except that Class A-1 unit is voting and Class A-3 unit is non-voting. The units entitle the Company to appoint three out of five managers to the board of managers.",,,,,,,,,,,,,,,,,,
301,(30),"The following shows the composition of the Company’s portfolio at cost by control designation, investment type and industry as of  June 30, 2018  :",,,,,,,,,,,,,,,,,,
302,(31),"The following shows the composition of the Company’s portfolio at fair value by control designation, investment type and industry as of  June 30, 2018  :",,,,,,,,,,,,,,,,,,
303,Industry Classification,"Percentage of Total Investments (at Fair Value) as of June 30, 2018",,,,,,,,,,,,,,,,,,
304,Aviation and Consumer Transport,20.1,,,,,,,,,,,,,,,,,,
305,Business Services,16.8,,,,,,,,,,,,,,,,,,
306,Healthcare & Pharmaceuticals,12.2,,,,,,,,,,,,,,,,,,
307,High Tech Industries,8.4,,,,,,,,,,,,,,,,,,
308,Energy – Oil & Gas,7.3,,,,,,,,,,,,,,,,,,
309,"Transportation – Cargo, Distribution",6.6,,,,,,,,,,,,,,,,,,
310,Energy – Electricity,3.4,,,,,,,,,,,,,,,,,,
311,Telecommunications,3.0,,,,,,,,,,,,,,,,,,
312,Aerospace & Defense,2.9,,,,,,,,,,,,,,,,,,
313,"Chemicals, Plastics & Rubber",2.5,,,,,,,,,,,,,,,,,,
314,"Diversified Investment Vehicles, Banking, Finance, Real Estate",2.2,,,,,,,,,,,,,,,,,,
315,"Manufacturing, Capital Equipment",1.9,,,,,,,,,,,,,,,,,,
316,Food & Grocery,1.8,,,,,,,,,,,,,,,,,,
317,"Advertising, Printing & Publishing",1.8,,,,,,,,,,,,,,,,,,
318,Automotive,1.6,,,,,,,,,,,,,,,,,,
319,Consumer Goods – Durable,1.6,,,,,,,,,,,,,,,,,,
320,Utilities – Electric,1.2,,,,,,,,,,,,,,,,,,
321,Consumer Goods – Non-durable,1.1,,,,,,,,,,,,,,,,,,
322,"Beverage, Food & Tobacco",1.0,,,,,,,,,,,,,,,,,,
323,Consumer Services,1.0,,,,,,,,,,,,,,,,,,
324,Insurance,0.9,,,,,,,,,,,,,,,,,,
325,"Containers, Packaging & Glass",0.5,,,,,,,,,,,,,,,,,,
326,Media – Diversified & Production,0.1,,,,,,,,,,,,,,,,,,
327,"Hotel, Gaming, Leisure, Restaurants",0.1,,,,,,,,,,,,,,,,,,
328,Metals & Mining,0.0,,,,,,,,,,,,,,,,,,
329,Total Investments,100.0,,,,,,,,,,,,,,,,,,
