,0,1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,18,19,20
234,Tibco Software Inc.,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,12/05/19,6000,,,(20,,,(840,,,(8)(21)(23),,,
235,"ZPower, LLC",,First Lien Secured Debt,,"9.63 (1M L+775, 1.00 Floor)",,07/01/22,6667,,,6607,,,6593,,,(9),,,
236,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00 Unfunded,,07/01/22,1667,,,71,,,(18,,,(8)(9)(21)(23),,,
237,,,Common Equity/Interests - Warrants,,,,,"29,630 Warrants",,,48,,,78,,,(9)(13),,,
238,,,,,,,,,,6726,,,6653,,,,,,,
239,Total High Tech Industries,,,,153715,,,153786,,,,,,,,,,,,
240,"Hotel, Gaming, Leisure, Restaurants",,,,,,,,,,,,,,,,,,,
241,GFRC Holdings LLC,,First Lien Secured Debt,,"9.77 (3M L+800 Cash (L+800 PIK Toggle), 1.50 Floor))",,02/01/22,,2500.0,,,,2500,,,,2500,,,
242,"Total Hotel, Gaming, Leisure, Restaurants",,,,2500,,,2500,,,,,,,,,,,,
243,Insurance,,,,,,,,,,,,,,,,,,,
244,"Alliant Holdings Intermediate, LLC",,First Lien Secured Debt - Revolver,,7.25 (P+250),,08/14/20,,3375.0,,,,3375,,,,3278,,,(23)
245,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,08/14/20,11438,,,(810,,,(327,,,(8)(21)(23),,,
246,,,First Lien Secured Debt - Letter of Credit,,3.375,,04/23/18,37,,,0,,,(1,,,(8)(23),,,
247,,,First Lien Secured Debt - Letter of Credit,,3.375,,05/04/18,8,,,0,,,0,,,(8)(23),,,
248,,,First Lien Secured Debt - Letter of Credit,,3.375,,07/30/18,97,,,0,,,(2,,,(8)(23),,,
249,,,First Lien Secured Debt - Letter of Credit,,3.375,,11/30/18,37,,,0,,,(1,,,(8)(23),,,
250,,,First Lien Secured Debt - Letter of Credit,,3.375,,05/31/19,8,,,0,,,0,,,(8)(23),,,
251,,,,,,,,,,2565,,,2947,,,,,,,
252,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,Par / Shares (12),,Cost (30),,Fair  Value (1) (31),,,,,,,,
253,Confie Seguros Holding II Co.,,Second Lien Secured Debt,,"11.48 (3M L+950, 1.25 Floor)",,05/08/19,21844,,,21807,,,21216,,,(10),,,
254,Total Insurance,,,,24372,,,24163,,,,,,,,,,,,
255,"Manufacturing, Capital Equipment",,,,,,,,,,,,,,,,,,,
256,MedPlast Holdings Inc.,,Second Lien Secured Debt,,"10.43 (2M L+875, 1.00 Floor)",,06/06/23,,8000.0,,,,7832,,,,7740,,,
257,"Power Products, LLC",,Second Lien Secured Debt,,"10.74 (3M L+900, 1.00 Floor)",,12/20/23,32500,,,31568,,,32226,,,(9),,,
258,"Total Manufacturing, Capital Equipment",,,,39400,,,39966,,,,,,,,,,,,
259,Media – Diversified & Production,,,,,,,,,,,,,,,,,,,
260,SESAC Holdco II LLC,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,02/23/22,,587.0,,,,(41,,,,(44,,,(8)(21)(23)
261,,,Second Lien Secured Debt,,"9.13 (1M L+725, 1.00 Floor)",,02/24/25,3241,,,3213,,,3233,,,(10),,,
262,Total Media – Diversified & Production,,,,3172,,,3189,,,,,,,,,,,,
263,Metals & Mining,,,,,,,,,,,,,,,,,,,
264,"Magnetation, LLC",,First Lien Secured Debt,,10.31 (3M L+800 Cash (PIK Toggle)),,12/31/19,,1352.0,,,,1273,,,,451,,,(13)(14)
265,Total Metals & Mining,,,,1273,,,451,,,,,,,,,,,,
266,Telecommunications,,,,,,,,,,,,,,,,,,,
267,"Securus Technologies Holdings, Inc.",,Second Lien Secured Debt,,"10.13 (1M L+825, 1.00 Floor)",,11/01/25,,12878.0,,,,12755,,,,13051,,,(10)
268,UniTek Global Services Inc.,,First Lien Secured Debt,,"10.81 (3M L+850, 1.00 Floor)",,01/13/19,32367,,,32367,,,33014,,,,,,
269,,,First Lien Secured Debt,,"10.81 (3M L+750 Cash plus 1.00 PIK, 1.00 Floor)",,01/13/19,1951,,,1951,,,1951,,,,,,
270,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,01/13/19,5000,,,0,,,0,,,(21)(23),,,
271,,,First Lien Secured Debt - Letter of Credit,,7.50,,01/13/19,5857,,,0,,,0,,,(23),,,
272,,,Unsecured Debt,,15.00 PIK,,07/13/19,9918,,,9918,,,10117,,,,,,
273,,,,,,,,,,44236,,,45082,,,,,,,
274,"Wave Holdco Merger Sub, Inc.",,Second Lien Secured Debt,,"11.13 (1M L+925, 1.00 Floor)",,05/27/23,10000,,,9810,,,9890,,,,,,
275,Total Telecommunications,,,,66801,,,68023,,,,,,,,,,,,
276,"Transportation – Cargo, Distribution",,,,,,,,,,,,,,,,,,,
277,American Tire,,,,,,,,,,,,,,,,,,,
278,Accelerate Parent Corp.,,Common Equity/Interests - Common Stock,,,,,"1,664,046 Shares",,,,1715,,,,2310.0,,,(13),
279,"American Tire Distributors, Inc.",,Unsecured Debt,,10.25,,03/01/22,,12741.0,,,12798,,,13049,,,(10)(11),,
280,,,,,,,,,,14513,,,15359,,,,,,,
281,"Dynamic Product Tankers, LLC (5)",,First Lien Secured Debt,,9.30 (3M L+700),,06/30/23,42000,,,41790,,,42000,,,(17),,,
282,,,First Lien Secured Debt - Letter of Credit,,2.25,,09/20/18,2250,,,0,,,0,,,(17)(23),,,
283,,,First Lien Secured Debt - Letter of Credit,,2.25,,01/31/21,500,,,0,,,0,,,(17)(23),,,
284,,,Common Equity/Interests - Class A Units,,,,,,,,48106,,,41479,,,(17)(24),,,
285,,,,,,,,,,89896,,,83479,,,,,,,
286,MSEA Tankers LLC (5),,Common Equity/Interests - Class A Units,,,,,,,,74450,,,72256,,,(17)(25),,,
287,"PT Intermediate Holdings III, LLC",,Second Lien Secured Debt,,"10.30 (3M L+800, 1.00 Floor)",,12/08/25,9375,,,9284,,,9516,,,,,,
288,"Total Transportation – Cargo, Distribution",,,,188143,,,180610,,,,,,,,,,,,
289,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,Par / Shares (12),,Cost (30),,Fair  Value (1) (31),,,,,,,,
290,Utilities – Electric,,,,,,,,,,,,,,,,,,,
291,Asset Repackaging Trust Six B.V.,,Structured Products and Other,,12.81,,05/18/27,,58411.0,,,,26030,,,,28860,,,(11)(17)(19)
292,Total Utilities – Electric,,,,26030,,,28860,,,,,,,,,,,,
293,Total Investments before Cash Equivalents and Option Contracts,,,,,2268596.0,,,2248047.0,,,,,,,,,,,
294,J.P. Morgan U.S. Government Money Market Fund,,,,,,,,14035.0,,,,14035,,,,14035,,,(22)
295,Total Investments after Cash Equivalents and before Option Contracts,,,,,2282631.0,,,2262082.0,,,,,,,,,,,
296,(4),"Denotes investments in which we are an “Affiliated Person,” as defined in the 1940 Act, due to holding the power to vote or owning 5 or more of the outstanding voting securities of the investment but not controlling the company. Fair value as of  March 31, 2017  and  March 31, 2018  along with transactions during the  year ended March 31, 2018  in these affiliated investments are as follows:",,,,,,,,,,,,,,,,,,
297,(5),"Denotes investments in which we are deemed to exercise a controlling influence over the management or policies of a company, as defined in the 1940 Act, due to beneficially owning, either directly or through one or more controlled companies, more than 25 of the outstanding voting securities of the investment. Fair value as of  March 31, 2017  and  March 31, 2018  along with transactions during the  year ended March 31, 2018  in these controlled investments are as follows:",,,,,,,,,,,,,,,,,,
298,(11),"These securities are exempt from registration under Rule 144A of the Securities Act of 1933. These securities may be resold in transactions that are exempt from registration, normally to qualified institutional buyers.",,,,,,,,,,,,,,,,,,
299,(21),The rates associated with these undrawn committed revolvers and delayed draw term loans represent rates for commitment and unused fees.,,,,,,,,,,,,,,,,,,
300,(23),"As of  March 31, 2018  , the Company had the following commitments to fund various revolving and delayed draw senior secured and subordinated loans, including commitments to issue letters of credit through a financial intermediary on behalf of certain portfolio companies. Such commitments are subject to the satisfaction of certain conditions set forth in the documents governing these loans and letters of credit and there can be no assurance that such conditions will be satisfied. See  Note 10  to the financial statements for further information on revolving and delayed draw loan commitments, including commitments to issue letters of credit, related to certain portfolio companies.",,,,,,,,,,,,,,,,,,
301,(26),"The Company holds three classes of warrants in Sprint Industrial Holdings, LLC. The Company holds 5,595 warrants of Class G, 507 warrants of Class H, and 1,239 warrants of Class I.",,,,,,,,,,,,,,,,,,
302,(30),"The following shows the composition of the Company’s portfolio at cost by control designation, investment type and industry as of  March 31, 2018  :",,,,,,,,,,,,,,,,,,
303,(31),"The following shows the composition of the Company’s portfolio at fair value by control designation, investment type and industry as of  March 31, 2018  :",,,,,,,,,,,,,,,,,,
304,Industry Classification,"Percentage of Total Investments (at Fair Value) as of March 31, 2018",,,,,,,,,,,,,,,,,,
305,Business Services,18.4,,,,,,,,,,,,,,,,,,
306,Aviation and Consumer Transport,17.9,,,,,,,,,,,,,,,,,,
307,Healthcare & Pharmaceuticals,11.3,,,,,,,,,,,,,,,,,,
308,Energy – Oil & Gas,8.2,,,,,,,,,,,,,,,,,,
309,"Transportation – Cargo, Distribution",8.0,,,,,,,,,,,,,,,,,,
310,High Tech Industries,6.9,,,,,,,,,,,,,,,,,,
311,Energy – Electricity,3.8,,,,,,,,,,,,,,,,,,
312,Aerospace & Defense,3.0,,,,,,,,,,,,,,,,,,
313,Telecommunications,3.0,,,,,,,,,,,,,,,,,,
314,"Chemicals, Plastics & Rubber",2.8,,,,,,,,,,,,,,,,,,
315,"Diversified Investment Vehicles, Banking, Finance, Real Estate",2.5,,,,,,,,,,,,,,,,,,
316,Food & Grocery,2.0,,,,,,,,,,,,,,,,,,
317,Automotive,1.8,,,,,,,,,,,,,,,,,,
318,"Manufacturing, Capital Equipment",1.8,,,,,,,,,,,,,,,,,,
319,Consumer Goods – Durable,1.8,,,,,,,,,,,,,,,,,,
320,"Advertising, Printing & Publishing",1.5,,,,,,,,,,,,,,,,,,
321,Utilities – Electric,1.3,,,,,,,,,,,,,,,,,,
322,Consumer Goods – Non-durable,1.1,,,,,,,,,,,,,,,,,,
323,Consumer Services,1.1,,,,,,,,,,,,,,,,,,
324,Insurance,1.1,,,,,,,,,,,,,,,,,,
325,"Containers, Packaging & Glass",0.5,,,,,,,,,,,,,,,,,,
326,Media – Diversified & Production,0.1,,,,,,,,,,,,,,,,,,
327,"Hotel, Gaming, Leisure, Restaurants",0.1,,,,,,,,,,,,,,,,,,
328,Metals & Mining,0.0,,,,,,,,,,,,,,,,,,
329,Total Investments,100.0,,,,,,,,,,,,,,,,,,
