,0,1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,18,19,20
235,"Magnetation, LLC",,First Lien Secured Debt,,9.69 (3M L+800 Cash (PIK Toggle)),,12/31/19,,1716.0,,,,1637,,,,573,,,(13)(14)
236,Total Metals & Mining,,,,1637,,,573,,,,,,,,,,,,
237,Telecommunications,,,,,,,,,,,,,,,,,,,
238,"Securus Technologies Holdings, Inc.",,Second Lien Secured Debt,,"9.87 (2M L+825, 1.00 Floor)",,11/01/25,,12878.0,,,,12752,,,,13047,,,(10)
239,UniTek Global Services Inc.,,First Lien Secured Debt,,"10.19 (3M L+750 Cash plus 1.00 PIK, 1.00 Floor)",,01/13/19,1946,,,1946,,,1946,,,,,,
240,,,First Lien Secured Debt,,"10.19 (3M L+850, 1.00 Floor)",,01/13/19,32367,,,32367,,,33014,,,,,,
241,,,First Lien Secured Debt - Letter of Credit,,7.50,,01/13/19,5857,,,0,,,0,,,(23),,,
242,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,01/13/19,5000,,,0,,,0,,,(21)(23),,,
243,,,Unsecured Debt,,15.00 PIK,,07/13/19,9552,,,9552,,,9743,,,,,,
244,,,,,,,,,,43865,,,44703,,,,,,,
245,"Wave Holdco Merger Sub, Inc.",,Second Lien Secured Debt,,"10.82 (1M L+925, 1.00 Floor)",,05/27/23,10000,,,9801,,,9885,,,,,,
246,Total Telecommunications,,,,66418,,,67635,,,,,,,,,,,,
247,"Transportation – Cargo, Distribution",,,,,,,,,,,,,,,,,,,
248,American Tire,,,,,,,,,,,,,,,,,,,
249,Accelerate Parent Corp.,,Common Equity/Interests - Common Stock,,,,,"1,664,046 Shares",,,,1714,,,,2110.0,,,(13),
250,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,Par / Shares (12),,Cost (30),,Fair  Value (1) (31),,,,,,,,
251,"American Tire Distributors, Inc.",,Unsecured Debt,,10.25,,03/01/22,,14741.0,,,14800,,,15229,,,(10)(11),,
252,,,,,,,,,,16514,,,17339,,,,,,,
253,"Dynamic Product Tankers, LLC (5)",,First Lien Secured Debt - Letter of Credit,,2.25,,09/20/18,2250,,,0,,,0,,,(17)(23),,,
254,,,Common Equity/Interests - Class A Units,,,,,,,,48106,,,42479,,,(17)(24),,,
255,,,,,,,,,,48106,,,42479,,,,,,,
256,MSEA Tankers LLC (5),,Common Equity/Interests - Class A Units,,,,,,,,74450,,,71883,,,(17)(25),,,
257,"PT Intermediate Holdings III, LLC",,Second Lien Secured Debt,,"9.57 (1M L+800, 1.00 Floor)",,12/08/25,9375,,,9281,,,9422,,,(10),,,
258,"Total Transportation – Cargo, Distribution",,,,148351,,,141123,,,,,,,,,,,,
259,Utilities – Electric,,,,,,,,,,,,,,,,,,,
260,Asset Repackaging Trust Six B.V.,,Structured Products and Other,,13.11,,05/18/27,,58411.0,,,,25928,,,,31317,,,(11)(17)(19)
261,Total Utilities – Electric,,,,25928,,,31317,,,,,,,,,,,,
262,Total Investments before Cash Equivalents and Option Contracts,,,,,2402460.0,,,2352562.0,,,,,,,,,,,
263,J.P. Morgan U.S. Government Money Market Fund,,,,,,,,12222.0,,,,12222,,,,12222,,,(22)
264,Total Investments after Cash Equivalents and before Option Contracts,,,,,2414682.0,,,2364784.0,,,,,,,,,,,
265,(4),"Denotes investments in which we are an “Affiliated Person,” as defined in the 1940 Act, due to holding the power to vote or owning 5 or more of the outstanding voting securities of the investment but not controlling the company. Fair value as of  March 31, 2017  and  December 31, 2017  along with transactions during the  nine months ended December 31, 2017  in these affiliated investments are as follows:",,,,,,,,,,,,,,,,,,
266,(5),"Denotes investments in which we are deemed to exercise a controlling influence over the management or policies of a company, as defined in the 1940 Act, due to beneficially owning, either directly or through one or more controlled companies, more than 25 of the outstanding voting securities of the investment. Fair value as of  March 31, 2017  and  December 31, 2017  along with transactions during the  nine months ended December 31, 2017  in these Controlled investments are as follows:",,,,,,,,,,,,,,,,,,
267,(11),"These securities are exempt from registration under Rule 144A of the Securities Act of 1933. These securities may be resold in transactions that are exempt from registration, normally to qualified institutional buyers.",,,,,,,,,,,,,,,,,,
268,(21),The rates associated with these undrawn committed revolvers and delayed draw term loans represent rates for commitment and unused fees.,,,,,,,,,,,,,,,,,,
269,(23),"As of  December 31, 2017  , the Company had the following commitments to fund various revolving and delayed draw senior secured and subordinated loans, including commitments to issue letters of credit through a financial intermediary on behalf of certain portfolio companies. Such commitments are subject to the satisfaction of certain conditions set forth in the documents governing these loans and letters of credit and there can be no assurance that such conditions will be satisfied. See  Note 10  to the financial statements for further information on revolving and delayed draw loan commitments, including commitments to issue letters of credit, related to certain portfolio companies.",,,,,,,,,,,,,,,,,,
270,(30),"The following shows the composition of the Company’s portfolio at cost by control designation, investment type and by industry as of  December 31, 2017  :",,,,,,,,,,,,,,,,,,
271,(31),"The following shows the composition of the Company’s portfolio at fair value by control designation, investment type and by industry as of  December 31, 2017  :",,,,,,,,,,,,,,,,,,
272,Industry Classification,"Percentage of Total Investments (at Fair Value) as of December 31, 2017",,,,,,,,,,,,,,,,,,
273,Business Services,18.8,,,,,,,,,,,,,,,,,,
274,Aviation and Consumer Transport,17.3,,,,,,,,,,,,,,,,,,
275,Energy – Electricity,8.9,,,,,,,,,,,,,,,,,,
276,Healthcare & Pharmaceuticals,7.4,,,,,,,,,,,,,,,,,,
277,Energy – Oil & Gas,7.3,,,,,,,,,,,,,,,,,,
278,High Tech Industries,7.2,,,,,,,,,,,,,,,,,,
279,"Transportation – Cargo, Distribution",6.0,,,,,,,,,,,,,,,,,,
280,"Diversified Investment Vehicles, Banking, Finance, Real Estate",3.9,,,,,,,,,,,,,,,,,,
281,Aerospace & Defense,2.9,,,,,,,,,,,,,,,,,,
282,Telecommunications,2.9,,,,,,,,,,,,,,,,,,
283,"Chemicals, Plastics & Rubber",2.8,,,,,,,,,,,,,,,,,,
284,"Manufacturing, Capital Equipment",2.3,,,,,,,,,,,,,,,,,,
285,Food & Grocery,1.9,,,,,,,,,,,,,,,,,,
286,Consumer Goods – Durable,1.7,,,,,,,,,,,,,,,,,,
287,"Advertising, Printing & Publishing",1.6,,,,,,,,,,,,,,,,,,
288,Utilities – Electric,1.3,,,,,,,,,,,,,,,,,,
289,Automotive,1.1,,,,,,,,,,,,,,,,,,
290,Consumer Goods – Non-durable,1.1,,,,,,,,,,,,,,,,,,
291,Consumer Services,1.0,,,,,,,,,,,,,,,,,,
292,"Hotel, Gaming, Leisure, Restaurants",1.0,,,,,,,,,,,,,,,,,,
293,Insurance,0.9,,,,,,,,,,,,,,,,,,
294,"Containers, Packaging & Glass",0.5,,,,,,,,,,,,,,,,,,
295,Media – Diversified & Production,0.1,,,,,,,,,,,,,,,,,,
296,Metals & Mining,0.1,,,,,,,,,,,,,,,,,,
297,Total Investments,100.0,,,,,,,,,,,,,,,,,,
298,•,our future operating results;,,,,,,,,,,,,,,,,,,
