,Industry,Company,Business Description,Investment,Interest,Acquisition Date,Amortized Cost,Fair Value
168,Business Services,"TOA Technologies, Inc.","Cloud based, mobile workforce management applications provider","Senior secured loan ($13,000 par due 11/2016)",10.25%,10/31/2012,12477,13000
169,Business Services,"TOA Technologies, Inc.","Cloud based, mobile workforce management applications provider","Warrant to purchase up to 2,509,770 shares of Series D preferred stock",,10/31/2012,605,677
170,Business Services,"Tradesmen International, Inc.",Construction labor support,"Warrants to purchase up to 771,036 shares",,4/1/2010,0,11028
171,Business Services,"Tripwire, Inc.",IT security software provider,"Senior secured loan ($104,950 par due 5/2018)",8.00% (Libor + 6.75%/Q),5/23/2011,104950,104950
172,Business Services,"Tripwire, Inc.",IT security software provider,"Senior secured loan ($49,875 par due 5/2018)",8.00% (Libor + 6.75%/Q),5/23/2011,49875,49875
173,Business Services,"Tripwire, Inc.",IT security software provider,"Senior secured loan ($9,975 par due 5/2018)",8.00% (Libor + 6.75%/Q),5/23/2011,9975,9975
174,Business Services,"Tripwire, Inc.",IT security software provider,"Class B common stock (2,655,638 shares)",,5/23/2011,30,81
175,Business Services,"Tripwire, Inc.",IT security software provider,"Class A common stock (2,970 shares)",,5/23/2011,2970,8060
176,Business Services,"Venturehouse-Cibernet Investors, LLC",Financial settlement services for intercarrier wireless roaming,Equity interest,,4/1/2010,0,0
177,Business Services,"VSS-Tranzact Holdings, LLC (6)",Management consulting services,Common membership interest (5.98% interest),,10/26/2007,10204,2785
178,Business Services,"X Plus Two Solutions, Inc. and X Plus One Solutions, Inc.",Provider of open and integrated software for digital marketing optimization,"Senior secured revolving loan ($5,640 par due 9/2014)",8.50%,4/1/2013,5640,5640
179,Business Services,"X Plus Two Solutions, Inc. and X Plus One Solutions, Inc.",Provider of open and integrated software for digital marketing optimization,"Senior secured loan ($3,500 par due 10/2016)",10.00%,4/1/2013,3166,3220
180,Business Services,"X Plus Two Solutions, Inc. and X Plus One Solutions, Inc.",Provider of open and integrated software for digital marketing optimization,"Warrant to purchase up to 999,167 shares of Series C preferred stock",,4/1/2013,284,284
181,Business Services,"X Plus Two Solutions, Inc. and X Plus One Solutions, Inc.",Provider of open and integrated software for digital marketing optimization,,,,524163,470974
182,Financial Services,"AllBridge Financial, LLC (7)",Asset management services,Equity interests,,4/1/2010,5077,7365
183,Financial Services,Callidus Capital Corporation (7),Asset management services,Common stock (100 shares),,4/1/2010,3000,1730
184,Financial Services,Ciena Capital LLC (7),Real estate and small business loan servicer,"Senior secured revolving loan ($14,000 par due 12/2014)",6.00%,11/29/2010,14000,14000
185,Financial Services,Ciena Capital LLC (7),Real estate and small business loan servicer,"Senior secured loan ($28,000 par due 12/2016)",12.00%,11/29/2010,28000,28000
186,Financial Services,Ciena Capital LLC (7),Real estate and small business loan servicer,Equity interests,,11/29/2010,53374,12708
187,Financial Services,"Commercial Credit Group, Inc.",Commercial equipment finance and leasing company,"Senior subordinated loan ($28,000 par due 5/2018)",12.75%,5/10/2012,28000,28000
188,Financial Services,"Cook Inlet Alternative Risk, LLC",Risk management services,"Senior subordinated loan ($2,250 par due 9/2015)",9.00%,9/30/2011,2250,2250
189,Financial Services,Financial Pacific Company,Commercial finance leasing,"Preferred stock (6,500 shares)",8.00% PIK,10/13/2010,3883,20940
190,Financial Services,Financial Pacific Company,Commercial finance leasing,"Common stock (650,000 shares)",,10/13/2010,0,0
191,Financial Services,Gordian Acquisition Corp.,Financial services firm,Common stock (526 shares),,11/30/2012,0,0
192,Financial Services,Imperial Capital Group LLC,Investment services,"Class A common units (7,710 units)",,5/10/2007,14997,18919
193,Financial Services,Imperial Capital Group LLC,Investment services,"2006 Class B common units (2,526 units)",,5/10/2007,3,4
194,Financial Services,Imperial Capital Group LLC,Investment services,2007 Class B common units (315 units),,5/10/2007,0,1
195,Financial Services,"Ivy Hill Asset Management, L.P. (7)(9)",Asset management services,Member interest (100.00% interest),,6/15/2009,170961,274886
196,Financial Services,"Ivy Hill Asset Management, L.P. (7)(9)",Asset management services,,,,323545,408803
197,Restaurants and Food Services,"ADF Capital, Inc. & ADF Restaurant Group, LLC",Restaurant owner and operator,"Senior secured revolving loan ($1,118 par due 11/2014)",6.50% (Libor + 3.50%/Q),11/27/2006,1118,1118
198,Restaurants and Food Services,"ADF Capital, Inc. & ADF Restaurant Group, LLC",Restaurant owner and operator,"Senior secured loan ($9,136 par due 11/2015)",12.50% (Libor + 9.50%/Q),11/27/2006,9136,9136
199,Restaurants and Food Services,"ADF Capital, Inc. & ADF Restaurant Group, LLC",Restaurant owner and operator,"Senior secured loan ($10,957 par due 11/2015)",12.50% (Libor + 9.50%/Q),11/27/2006,10960,10957
200,Restaurants and Food Services,"ADF Capital, Inc. & ADF Restaurant Group, LLC",Restaurant owner and operator,"Promissory note ($20,621 par due 11/2016)",12.00% PIK,11/27/2006,17185,20577
201,Restaurants and Food Services,"ADF Capital, Inc. & ADF Restaurant Group, LLC",Restaurant owner and operator,Warrants to purchase up to 0.61 shares,,6/1/2006,0,1426
202,Restaurants and Food Services,"Benihana, Inc.",Restaurant owner and operator,"Senior secured loan ($11,685 par due 2/2018)",9.25% (Libor + 8.00%/Q),8/21/2012,11685,11685
203,Restaurants and Food Services,"Benihana, Inc.",Restaurant owner and operator,"Senior secured loan ($9,975 par due 2/2018)",9.25% (Libor + 8.00%/Q),8/21/2012,9975,9975
204,Restaurants and Food Services,"Benihana, Inc.",Restaurant owner and operator,"Senior secured loan ($9,950 par due 2/2018)",9.25% (Libor + 8.00%/Q),8/21/2012,9950,9950
205,Restaurants and Food Services,"Hojeij Branded Foods, Inc.",Airport restaurant operator,"Senior secured revolving loan ($1,900 par due 2/2017)",9.00% (Libor + 8.00%/Q),2/15/2012,1900,1900
206,Restaurants and Food Services,"Hojeij Branded Foods, Inc.",Airport restaurant operator,"Senior secured loan ($25,600 par due 2/2017)",9.00% (Libor + 8.00%/Q),2/15/2012,25082,25600
207,Restaurants and Food Services,"Hojeij Branded Foods, Inc.",Airport restaurant operator,Warrants to purchase up to 7.5% of membership interest,,2/15/2012,0,257
208,Restaurants and Food Services,"Hojeij Branded Foods, Inc.",Airport restaurant operator,Warrants to purchase up to 324 shares of Class A common stock,,2/15/2012,669,3710
209,Restaurants and Food Services,"Orion Foods, LLC (fka Hot Stuff Foods, LLC) (7)",Convenience food service retailer,"Senior secured revolving loan ($9,000 par due",10.75% (Base Rate + 7.50%/Q),4/1/2010,9000,9000
210,Restaurants and Food Services,"Orion Foods, LLC (fka Hot Stuff Foods, LLC) (7)",Convenience food service retailer,"9/2014) Senior secured loan ($33,257 par due 9/2014)",10.00% (Libor + 8.50%/Q),4/1/2010,33257,33257
211,Restaurants and Food Services,"Orion Foods, LLC (fka Hot Stuff Foods, LLC) (7)",Convenience food service retailer,"Junior secured loan ($37,552 par due 9/2014)",,4/1/2010,21081,19622
212,Restaurants and Food Services,"Orion Foods, LLC (fka Hot Stuff Foods, LLC) (7)",Convenience food service retailer,"Preferred units (10,000 units)",,10/28/2010,0,0
213,Restaurants and Food Services,"Orion Foods, LLC (fka Hot Stuff Foods, LLC) (7)",Convenience food service retailer,"Class A common units (25,001 units)",,4/1/2010,0,0
214,Restaurants and Food Services,"Orion Foods, LLC (fka Hot Stuff Foods, LLC) (7)",Convenience food service retailer,"Class B common units (1,122,452 units)",,4/1/2010,0,0
215,Restaurants and Food Services,"OTG Management, LLC",Airport restaurant operator,"Senior secured loan ($29,250 par due 12/2017)",8.75% (Libor + 7.25%/Q),12/11/2012,29250,29250
216,Restaurants and Food Services,"OTG Management, LLC",Airport restaurant operator,"Common units (3,000,000 units)",,1/5/2011,3000,1497
217,Restaurants and Food Services,"OTG Management, LLC",Airport restaurant operator,Warrants to purchase up to 7.73% of common units,,6/19/2008,100,3178
218,Restaurants and Food Services,"Performance Food Group, Inc. and Wellspring Distribution Corp",Food service distributor,"Junior secured loan ($75,000 par due 11/2019)",6.25% (Libor + 5.25%/Q),5/14/2013,74631,75000
219,Restaurants and Food Services,"Performance Food Group, Inc. and Wellspring Distribution Corp",Food service distributor,"Class A non-voting common stock (1,366,120 shares)",,5/3/2008,6303,5960
220,Restaurants and Food Services,"Restaurant Holding Company, LLC",Fast food restaurant operator,"Senior secured loan ($60,667 par due 2/2017)",9.00% (Libor + 7.50%/M),2/17/2012,59727,60667
221,Restaurants and Food Services,"Restaurant Holding Company, LLC",Fast food restaurant operator,"Senior secured loan ($9,333 par due 2/2017)",9.00% (Libor + 7.50%/M),2/17/2012,9187,9333
222,Restaurants and Food Services,S.B. Restaurant Company,Restaurant owner and operator,"Preferred stock (46,690 shares)",,4/1/2010,0,0
223,Restaurants and Food Services,S.B. Restaurant Company,Restaurant owner and operator,"Warrants to purchase up to 257,429 shares of common stock",,4/1/2010,0,0
224,Restaurants and Food Services,S.B. Restaurant Company,Restaurant owner and operator,,,,343196,353055
225,Consumer Products- Non-durable,"Gilchrist & Soames, Inc.",Personal care manufacturer,"Senior secured revolving loan ($9,200 par due 10/2013)",6.25% (Libor + 5.00%/M),4/1/2010,9200,9200
226,Consumer Products- Non-durable,"Gilchrist & Soames, Inc.",Personal care manufacturer,"Senior secured loan ($22,281 par due 10/2013)","13.44% Cash, 2.00% PIK",4/1/2010,22195,21167
227,Consumer Products- Non-durable,"Implus Footcare, LLC",Provider of footwear and other accessories,Preferred stock (455 shares),6.00% PIK,10/31/2011,5019,5019
228,Consumer Products- Non-durable,"Implus Footcare, LLC",Provider of footwear and other accessories,Common stock (455 shares),,10/31/2011,455,867
229,Consumer Products- Non-durable,Insight Pharmaceuticals Corporation (6),OTC drug products manufactuer,"Junior secured loan ($19,310 par due 8/2017)",13.25% (Libor + 11.75%/Q),8/26/2011,19150,19310
230,Consumer Products- Non-durable,Insight Pharmaceuticals Corporation (6),OTC drug products manufactuer,"Class A common stock (155,000 shares)",,8/26/2011,6035,8669
231,Consumer Products- Non-durable,Insight Pharmaceuticals Corporation (6),OTC drug products manufactuer,"Class B common stock (155,000 shares)",,8/26/2011,6035,8669
232,Consumer Products- Non-durable,"Matrixx Initiatives, Inc. and Wonder Holdings Acquisition Corp.",Developer and marketer of over-the-counter healthcare products,"Senior secured revolving loan ($5,200 par due 6/2016)",13.00% (Libor + 12.00%/Q),6/30/2011,5200,5200
233,Consumer Products- Non-durable,"Matrixx Initiatives, Inc. and Wonder Holdings Acquisition Corp.",Developer and marketer of over-the-counter healthcare products,"Senior secured loan ($37,187 par due 6/2016)",13.00% (Libor + 12.00%/Q),6/30/2011,37018,37188
234,Consumer Products- Non-durable,"Matrixx Initiatives, Inc. and Wonder Holdings Acquisition Corp.",Developer and marketer of over-the-counter healthcare products,"Warrants to purchase up to 1,654,678 shares of common stock",,7/27/2011,0,0
235,Consumer Products- Non-durable,"Matrixx Initiatives, Inc. and Wonder Holdings Acquisition Corp.",Developer and marketer of over-the-counter healthcare products,"Warrants to purchase up to 1,489 shares of preferred stock",,7/27/2011,0,552
236,Consumer Products- Non-durable,"Oak Parent, Inc.",Manufacturer of athletic apparel,Senior secured loan ($5 par due 4/2018),9.25% (Base Rate + 6.00%/Q),4/2/2012,5,5
237,Consumer Products- Non-durable,"Oak Parent, Inc.",Manufacturer of athletic apparel,"Senior secured loan ($5,679 par due 4/2018)",7.50% (Libor + 7.00%/Q),4/2/2012,5657,5679
238,Consumer Products- Non-durable,"Oak Parent, Inc.",Manufacturer of athletic apparel,Senior secured loan ($27 par due 4/2018),9.25% (Base Rate + 6.00%/Q),4/2/2012,27,27
239,Consumer Products- Non-durable,"Oak Parent, Inc.",Manufacturer of athletic apparel,"Senior secured loan ($33,710 par due 4/2018)",7.50% (Libor + 7.00%/Q),4/2/2012,33579,33710
240,Consumer Products- Non-durable,"Oak Parent, Inc.",Manufacturer of athletic apparel,Senior secured loan ($7 par due 4/2018),9.25% (Base Rate + 6.00%/Q),4/2/2012,7,7
241,Consumer Products- Non-durable,"Oak Parent, Inc.",Manufacturer of athletic apparel,"Senior secured loan ($8,992 par due 4/2018)",7.50% (Libor + 7.00%/Q),4/2/2012,8957,8992
242,Consumer Products- Non-durable,"PG-ACP Co-Invest, LLC","Supplier of medical uniforms, specialized medical footwear and accessories","Class A membership units (1,000,0000 units)",,8/29/2012,1000,1645
243,Consumer Products- Non-durable,"The Step2 Company, LLC",Toy manufacturer,"Junior secured loan ($25,600 par due 4/2015)",10.00%,4/1/2010,24908,25600
244,Consumer Products- Non-durable,"The Step2 Company, LLC",Toy manufacturer,"Junior secured loan ($32,045 par due 4/2015)",10.00%,4/1/2010,30889,25657
245,Consumer Products- Non-durable,"The Step2 Company, LLC",Toy manufacturer,"Common units (1,116,879 units)",,4/1/2010,24,0
246,Consumer Products- Non-durable,"The Step2 Company, LLC",Toy manufacturer,"Warrants to purchase up to 3,157,895 units",,4/1/2010,0,0
247,Consumer Products- Non-durable,"The Thymes, LLC (7)",Cosmetic products manufacturer,"Preferred units (6,283 units)",8.00% PIK,6/21/2007,5102,4789
248,Consumer Products- Non-durable,"The Thymes, LLC (7)",Cosmetic products manufacturer,"Common units (5,400 units)",,6/21/2007,0,4635
249,Consumer Products- Non-durable,Woodstream Corporation,Pet products manufacturer,"Senior secured loan ($2,992 par due 8/2016)",6.00% (Libor + 5.00%/Q),4/18/2012,2993,2993
250,Consumer Products- Non-durable,Woodstream Corporation,Pet products manufacturer,"Senior secured loan ($14,962 par due 8/2016)",6.00% (Libor + 5.00%/Q),4/18/2012,14963,14963
251,Consumer Products- Non-durable,Woodstream Corporation,Pet products manufacturer,"Senior subordinated loan ($80,000 par due 2/2017)",11.00%,1/22/2010,77092,80000
252,Consumer Products- Non-durable,Woodstream Corporation,Pet products manufacturer,"Common stock (4,254 shares)",,1/22/2010,1222,2535
253,Consumer Products- Non-durable,Woodstream Corporation,Pet products manufacturer,,,,316732,327078
254,Energy,"Centinela Funding, LLC",Solar power generation facility developer and operator,"Senior secured loan ($56,000 par due 11/2020)",10.00% (Libor + 8.75%/Q),11/14/2012,56000,56000
255,Energy,"EquiPower Resources Holdings, LLC",Gas-fired power generation facilities operator,"Junior secured loan ($22,500 par due 6/2019)",10.00% (Libor + 8.50%/M),6/27/2012,22097,22500
256,Energy,"La Paloma Generating Company, LLC","Natural gas fired, combined cycle plant operator","Junior secured loan ($68,000 par due 8/2018)",10.25% (Libor + 8.75%/S),8/9/2011,66983,67320
257,Energy,"Panda Sherman Power, LLC",Developer and operator of a gas turbine power plant,"Senior secured loan ($32,500 par due 9/2018)",9.00% (Libor + 7.50%/Q),9/14/2012,32500,32500
258,Energy,"Panda Temple Power II, LLC",Developer and operator of a gas turbine power plant,"Senior secured loan ($20,000 par due 4/2019)",7.25% (Libor + 6.00%/Q),4/3/2013,19806,20000
259,Energy,"Panda Temple Power, LLC",Developer and operator of large-scale energy facilities,"Senior secured loan ($60,000 par due 7/2018)",11.50% (Libor + 10.00%/Q),7/17/2012,58276,60000
260,Energy,"Sunrun Solar Owner Holdco X, LLC",Residential solar energy provider,"Senior secured loan ($60,000 par due 6/2019)",9.50% (Libor + 8.25%/Q),6/7/2013,60000,60000
261,Energy,"Sunrun Solar Owner Holdco X, LLC",Residential solar energy provider,,,,315662,318320
262,Containers-Packaging,"ICSH, Inc.","Industrial container manufacturer, reconditioner and servicer",Senior secured revolving loan,0,8/31/2011,0,0
263,Containers-Packaging,"ICSH, Inc.","Industrial container manufacturer, reconditioner and servicer","Senior secured loan ($3,713 par due 8/2016)",8.00% (Libor + 7.00%/Q),8/31/2011,3713,3713
264,Containers-Packaging,"ICSH, Inc.","Industrial container manufacturer, reconditioner and servicer","Senior secured loan ($23,331 par due 8/2016)",8.00% (Libor + 7.00%/Q),8/31/2011,22331,22331
265,Containers-Packaging,"ICSH, Inc.","Industrial container manufacturer, reconditioner and servicer",Senior secured loan ($19 par due 8/2016),8.00% (Libor + 7.00%/Q),8/31/2011,19,19
266,Containers-Packaging,"ICSH, Inc.","Industrial container manufacturer, reconditioner and servicer","Senior secured loan ($30,338 par due 8/2016)",8.04% (Libor + 7.00%/Q),8/31/2011,30338,30338
267,Containers-Packaging,"ICSH, Inc.","Industrial container manufacturer, reconditioner and servicer","Senior secured loan ($61,839 par due 8/2016)",8.04% (Libor + 7.00%/Q),8/31/2011,61839,61839
268,Containers-Packaging,"ICSH, Inc.","Industrial container manufacturer, reconditioner and servicer","Senior secured loan ($14,795 par due 8/2016)",8.04% (Libor + 7.00%/Q),8/31/2011,14795,14795
269,Containers-Packaging,"Microstar Logistics LLC, Microstar Global Asset Management LLC and MStar Holding Corporation",Keg management solutions provider,"Junior secured loan ($165,000 par due 12/2018)",8.50% (Libor + 7.50%/Q),12/14/2012,165000,165000
270,Containers-Packaging,"Microstar Logistics LLC, Microstar Global Asset Management LLC and MStar Holding Corporation",Keg management solutions provider,"Common Stock (50,000 shares)",,12/14/2012,5000,5896
271,Containers-Packaging,"Pregis Corporation, Pregis Intellipack Corp. and Pregis Innovative Packaging Inc.","Provider of highly-customized, tailored protective packaging solutions",Senior secured loan ($985 par due 3/2017),7.75% (Libor + 6.25%/M),4/25/2012,985,985
272,Containers-Packaging,"Pregis Corporation, Pregis Intellipack Corp. and Pregis Innovative Packaging Inc.","Provider of highly-customized, tailored protective packaging solutions",Senior secured loan ($5 par due 3/2017),8.50% (Base Rate + 5.25%/Q),4/25/2012,5,5
273,Containers-Packaging,"Pregis Corporation, Pregis Intellipack Corp. and Pregis Innovative Packaging Inc.","Provider of highly-customized, tailored protective packaging solutions",,,,304025,304921
274,Automotive Services,"Driven Holdings, LLC",Automotive aftermarket car care franchisor,"Preferred stock (247,500 units)",,12/16/2011,2475,2742
275,Automotive Services,"Driven Holdings, LLC",Automotive aftermarket car care franchisor,"Common stock (25,000 units)",,12/16/2011,25,130
276,Automotive Services,"Eckler Industries, Inc.",Restoration parts and accessories provider for classic automobiles,"Senior secured loan ($1,000 par due 7/2017)",8.25% (Base Rate + 5.00%/Q),7/12/2012,1000,1000
277,Automotive Services,"Eckler Industries, Inc.",Restoration parts and accessories provider for classic automobiles,"Senior secured loan ($8,269 par due 7/2017)",7.25% (Libor + 6.00%/M),7/12/2012,8270,8270
278,Automotive Services,"Eckler Industries, Inc.",Restoration parts and accessories provider for classic automobiles,"Senior secured loan ($41,021 par due 7/2017)",7.25% (Libor + 6.00%/Q),,41021,41021
279,Automotive Services,"Eckler Industries, Inc.",Restoration parts and accessories provider for classic automobiles,"Series A preferred stock (1,800 shares)",,7/12/2012,1800,1948
280,Automotive Services,"Eckler Industries, Inc.",Restoration parts and accessories provider for classic automobiles,"Common stock (20,000 shares)",,7/12/2012,200,234
281,Automotive Services,"EcoMotors, Inc.",Engine developer,"Senior secured loan ($5,000 par due 10/2016)",10.83%,12/28/2012,5000,5000
282,Automotive Services,"EcoMotors, Inc.",Engine developer,"Senior secured loan ($5,000 par due 7/2016)",10.13%,12/28/2012,4869,5000
283,Automotive Services,"EcoMotors, Inc.",Engine developer,"Warrant to purchase up to 321,888 shares of Series C preferred stock",,12/28/2012,0,40
284,Automotive Services,"Service King Paint & Body, LLC",Collision repair site operators,"Senior secured loan ($127,850 par due 8/2017)",7.25% (Libor + 6.25%/Q),8/20/2012,127850,127850
285,Automotive Services,"Service King Paint & Body, LLC",Collision repair site operators,"Senior secured loan ($4,887 par due 8/2017)",4.50% (Libor + 3.50%/Q),8/20/2012,4887,4887
286,Automotive Services,"Service King Paint & Body, LLC",Collision repair site operators,"Senior secured loan ($9,774 par due 8/2017)",4.50% (Libor + 3.50%/Q),8/20/2012,9774,9774
287,Automotive Services,"Service King Paint & Body, LLC",Collision repair site operators,Membership interest,,8/20/2012,5000,6690
288,Automotive Services,"Service King Paint & Body, LLC",Collision repair site operators,,,,212171,214586
289,Manufacturing,"Argotec, LLC",Thermoplastic polyurethane films,"Senior secured revolving loan ($2,000 par due 5/2018)",5.75% (Libor + 4.75%/S),5/31/2013,2000,2000
290,Manufacturing,"Argotec, LLC",Thermoplastic polyurethane films,"Senior secured loan ($20,000 par due 5/2019)",5.75% (Libor + 4.75%/S),5/31/2013,20000,20000
291,Manufacturing,Cambrios Technologies Corporation,Nanotechnology-based solutions for electronic devices and computers,"Senior secured loan ($3,939 par due 8/2015)",12.00%,8/7/2012,3939,3939
292,Manufacturing,Cambrios Technologies Corporation,Nanotechnology-based solutions for electronic devices and computers,"Warrants to purchase up to 400,000 shares of Series D-4 convertible preferred stock",,8/7/2012,0,1
293,Manufacturing,"Component Hardware Group, Inc.",Commercial equipment,"Junior secured loan ($3,251 par due 12/2014)","7.00% Cash, 3.00% PIK",8/4/2010,3251,3251
294,Manufacturing,"Component Hardware Group, Inc.",Commercial equipment,"Senior subordinated loan ($11,424 par due 12/2014)","7.50% Cash, 5.00% PIK",4/1/2010,9174,11425
295,Manufacturing,"Component Hardware Group, Inc.",Commercial equipment,"Warrants to purchase up to 1,462,500 shares of common stock",,8/4/2010,0,14656
296,Manufacturing,Lighting Science Group Corporation,Advanced lighting products,Letter of credit facility,0,9/20/2011,0,0
297,Manufacturing,"MWI Holdings, Inc.","Engineered springs, fasteners, and other precision components","Senior secured loan ($38,274 par due 3/2019)",9.38% (Libor + 8.13%/Q),6/15/2011,38274,38274
298,Manufacturing,"MWI Holdings, Inc.","Engineered springs, fasteners, and other precision components","Senior secured loan ($10,000 par due 3/2019)",9.38% (Libor + 8.13%/Q),6/15/2011,10000,10000
299,Manufacturing,"NetShape Technologies, Inc.",Metal precision engineered components,Senior secured revolving loan ($408 par due 12/2014),7.50% (Libor + 6.50%/S),4/1/2010,408,408
300,Manufacturing,"Pelican Products, Inc.",Flashlights,"Senior secured loan ($7,920",7.00% (Libor + 5.50%/Q),7/13/2012,7920,7920
301,Manufacturing,"Pelican Products, Inc.",Flashlights,"Junior secured loan ($32,000 par due 6/2019)",11.50% (Libor + 10.00%/Q),7/13/2012,32000,32000
302,Manufacturing,"Protective Industries, Inc. dba Caplugs",Plastic protection products,Senior secured revolving loan ($408 par due 5/2016),6.25% (Base Rate + 3.00%/Q),5/23/2011,408,408
303,Manufacturing,"Protective Industries, Inc. dba Caplugs",Plastic protection products,"Senior secured loan ($1,462 par due 5/2017)",5.75% (Libor + 4.25%/M),11/30/2012,1462,1462
304,Manufacturing,"Protective Industries, Inc. dba Caplugs",Plastic protection products,Senior subordinated loan ($720 par due 5/2018),"8.00% Cash, 7.25% PIK",5/23/2011,720,720
305,Manufacturing,"Protective Industries, Inc. dba Caplugs",Plastic protection products,"Preferred stock (2,379,361 shares)",,5/23/2011,2307,5303
306,Manufacturing,Saw Mill PCG Partners LLC,Metal precision engineered components,"Common units (1,000 units)",,1/30/2007,1000,0
307,Manufacturing,"SSH Environmental Industries, Inc. and SSH Non-Destructive Testing, Inc.",Magnetic sensors and supporting sensor products,"Senior secured loan ($11,383 par due 12/2016)",9.00% (Libor + 7.50%/Q),3/23/2012,11206,11383
308,Manufacturing,"SSH Environmental Industries, Inc. and SSH Non-Destructive Testing, Inc.",Magnetic sensors and supporting sensor products,,,,144069,163150
309,Aerospace and Defense,"Cadence Aerospace, LLC (fka PRV Aerospace, LLC)",Aerospace precision components manufacturer,"Senior secured loan ($1,130 par due 5/2018)",6.50% (Libor + 5.25%/Q),5/15/2012,1125,1130
310,Aerospace and Defense,"Cadence Aerospace, LLC (fka PRV Aerospace, LLC)",Aerospace precision components manufacturer,Senior secured loan ($3 par due 5/2018),7.50% (Base Rate + 4.25%/Q),,3,3
311,Aerospace and Defense,"Cadence Aerospace, LLC (fka PRV Aerospace, LLC)",Aerospace precision components manufacturer,"Senior secured loan ($8,417 par due 5/2018)",6.50% (Libor + 5.25%/Q),5/15/2012,8346,8417
312,Aerospace and Defense,"Cadence Aerospace, LLC (fka PRV Aerospace, LLC)",Aerospace precision components manufacturer,Senior secured loan ($21 par due 5/2018),7.50% (Base Rate + 4.25%/Q),,21,21
313,Aerospace and Defense,"Cadence Aerospace, LLC (fka PRV Aerospace, LLC)",Aerospace precision components manufacturer,"Junior secured loan ($79,657 par due 5/2019)",10.50% (Libor + 9.25%/Q),5/10/2012,79657,79657
314,Aerospace and Defense,"ILC Industries, LLC",Designer and manufacturer of protective cases and technically advanced lighting systems,"Senior secured loan ($4,900 par due 7/2018)",7.50% (Libor + 6.00%/Q),7/13/2012,4819,4900
315,Aerospace and Defense,"ILC Industries, LLC",Designer and manufacturer of protective cases and technically advanced lighting systems,"Senior secured loan ($19,850 par due 7/2018)",7.50% (Libor + 6.00%/Q),7/13/2012,19503,19850
316,Aerospace and Defense,"TurboCombuster Technology, Inc.","Manufacturer of complex fabrications for the commercial aerospace, military aerospace and industrial gas turbine markets","Senior secured loan ($9,975 par due 12/2017)",6.00% (Libor + 5.00%/Q),1/31/2013,9929,9976
317,Aerospace and Defense,"Wyle Laboratories, Inc. and Wyle Holdings, Inc.","Provider of specialized engineering, scientific and technical services",Senior preferred stock (775 shares),8.00% PIK,1/17/2008,107,107
318,Aerospace and Defense,"Wyle Laboratories, Inc. and Wyle Holdings, Inc.","Provider of specialized engineering, scientific and technical services","Common stock (1,885,195 shares)",,1/17/2008,2291,1851
319,Aerospace and Defense,"Wyle Laboratories, Inc. and Wyle Holdings, Inc.","Provider of specialized engineering, scientific and technical services",,,,125801,125912
320,Retail,Fulton Holdings Corp.,Airport restaurant operator,"Senior secured loan ($42,892 par due 5/2018)",8.50%,5/10/2013,42892,42892
321,Retail,Fulton Holdings Corp.,Airport restaurant operator,"Senior secured loan ($39,900 par due 5/2018)",8.50%,5/28/2010,39900,39900
322,Retail,Fulton Holdings Corp.,Airport restaurant operator,"Common stock (19,672 shares)",,5/28/2010,1461,1588
323,Retail,Things Remembered Inc. and TRM Holdings Corporation,Personalized gifts retailer,"Senior secured loan ($14,888 par due 5/2018)",8.00% (Libor + 6.50%/Q),5/24/2012,14888,14888
324,Retail,Things Remembered Inc. and TRM Holdings Corporation,Personalized gifts retailer,,,,99141,99268
325,Consumer Products- Durable,Bushnell Inc.,Sports optics manufacturer,"Junior secured loan ($48,825 par due 2/2016)",9.00% (Libor + 7.50%/Q),4/1/2010,44618,48826
326,Consumer Products- Durable,Bushnell Inc.,Sports optics manufacturer,"Junior secured loan ($43,675 par due 2/2016)",9.50% (Libor + 8.00%/Q),4/30/2012,43675,43675
327,Consumer Products- Durable,Bushnell Inc.,Sports optics manufacturer,,,,88293,92501
328,Telecommunications,"American Broadband Communications, LLC, American Broadband Holding Company and Cameron Holdings of NC, Inc.",Broadband communication services,"Senior secured revolving loan ($2,500 par due 8/2014)",7.50% (Libor + 5.50%/Q),9/1/2010,2500,2500
329,Telecommunications,"American Broadband Communications, LLC, American Broadband Holding Company and Cameron Holdings of NC, Inc.",Broadband communication services,"Senior secured loan ($6,540 par due 8/2014)",7.50% (Libor + 5.50%/Q),9/1/2010,6540,6540
330,Telecommunications,"American Broadband Communications, LLC, American Broadband Holding Company and Cameron Holdings of NC, Inc.",Broadband communication services,"Senior subordinated loan ($34,666 par due 11/2014)","12.00% Cash, 2.00% PIK",11/7/2007,34666,33973
331,Telecommunications,"American Broadband Communications, LLC, American Broadband Holding Company and Cameron Holdings of NC, Inc.",Broadband communication services,"Senior subordinated loan ($10,847 par due 11/2014)","12.00% Cash, 2.00% PIK",9/1/2010,10847,10630
332,Telecommunications,"American Broadband Communications, LLC, American Broadband Holding Company and Cameron Holdings of NC, Inc.",Broadband communication services,"Senior subordinated loan ($24,210 par due 11/2014)","10.00% Cash, 4.00% PIK",11/7/2007,24210,23726
333,Telecommunications,"American Broadband Communications, LLC, American Broadband Holding Company and Cameron Holdings of NC, Inc.",Broadband communication services,Warrants to purchase up to 378 shares,,11/7/2007,0,4500
