,Company,Business Description,Investment,Interest,Acquisition Date,Amortized Cost,Fair Value
142,"PDI TA Holdings, Inc., Peachtree Parent, Inc. and Insight PDI Holdings, LLC (19)",Provider of enterprise management software for the convenience retail and petroleum wholesale market,Second lien senior secured loan ($70.1 par due 10/2025),10.66% (Libor + 8.50%/Q),3/19/2019,70.1,70.1
143,"PDI TA Holdings, Inc., Peachtree Parent, Inc. and Insight PDI Holdings, LLC (19)",Provider of enterprise management software for the convenience retail and petroleum wholesale market,"Series A preferred shares (13,656 shares)",13.25% PIK,3/19/2019,14.4,14.7
144,"PDI TA Holdings, Inc., Peachtree Parent, Inc. and Insight PDI Holdings, LLC (19)",Provider of enterprise management software for the convenience retail and petroleum wholesale market,"Class A units (1,942,225 units)",0,3/19/2019,1.9,2.0
145,"Pegasus Global Enterprise Holdings, LLC, Mekone Blocker Acquisition, Inc. and Mekone Parent, LLC (19)",Provider of plant maintenance and scheduling software,First lien senior secured loan ($20.2 par due 5/2025),7.79% (Libor + 5.75%/M),5/29/2019,20.2,20.0
146,"Pegasus Global Enterprise Holdings, LLC, Mekone Blocker Acquisition, Inc. and Mekone Parent, LLC (19)",Provider of plant maintenance and scheduling software,"Class A units (5,000 units)",0,5/29/2019,5.0,5.0
147,Petroleum Service Group LLC (19),Provider of operational services for US petrochemical and refining companies,First lien senior secured revolving loan,0,7/23/2019,0.0,0.0
148,Petroleum Service Group LLC (19),Provider of operational services for US petrochemical and refining companies,First lien senior secured loan ($37.0 par due 7/2025),7.76% (Libor + 5.50%/Q),7/23/2019,37.0,36.3
149,"PHL Investors, Inc., and PHL Holding Co. (7)",Mortgage services,Class A common stock (576 shares),0,7/31/2012,3.8,0.0
150,"PHNTM Holdings, Inc. and Planview Parent, Inc.",Provider of project and portfolio management software,First lien senior secured loan ($1.1 par due 1/2023),7.29% (Libor + 5.25%/M),1/27/2017,1.1,1.1
151,"PHNTM Holdings, Inc. and Planview Parent, Inc.",Provider of project and portfolio management software,Second lien senior secured loan ($62.0 par due 7/2023),11.79% (Libor + 9.75%/M),1/27/2017,61.4,62.0
152,"PHNTM Holdings, Inc. and Planview Parent, Inc.",Provider of project and portfolio management software,Class A common shares (990 shares),0,1/27/2017,1.0,1.9
153,"PHNTM Holdings, Inc. and Planview Parent, Inc.",Provider of project and portfolio management software,"Class B common shares (168,329 shares)",0,1/27/2017,0.0,0.3
154,Poplicus Incorporated,Business intelligence and market analytics platform for companies that sell to the public sector,"Warrant to purchase up to 2,402,991 shares of Series C preferred stock (expires 6/2025)",0,6/25/2015,0.1,0.0
155,"Production Resource Group, L.L.C.","Provider of rental equipment, labor, production management, scenery, and other products to various entertainment end-markets",First lien senior secured loan ($21.0 par due 8/2024),9.16% (Libor + 7.00%/Q),8/21/2018,21.0,19.5
156,"Production Resource Group, L.L.C.","Provider of rental equipment, labor, production management, scenery, and other products to various entertainment end-markets",First lien senior secured loan ($80.0 par due 8/2024),9.16% (Libor + 7.00%/Q),8/21/2018,80.0,74.4
157,"Project Alpha Intermediate Holding, Inc. and Qlik Parent, Inc.",Provider of data visualization software for data analytics,"Class A common shares (7,445 shares)",0,8/22/2016,7.4,12.1
158,"Project Alpha Intermediate Holding, Inc. and Qlik Parent, Inc.",Provider of data visualization software for data analytics,"Class B common shares (1,841,609 shares)",0,8/22/2016,0.1,0.1
159,R2 Acquisition Corp.,Marketing services,"Common stock (250,000 shares)",0,5/29/2007,0.3,0.2
160,"Revint Intermediate II, LLC (19)",Revenue cycle consulting firm to the healthcare industry,First lien senior secured revolving loan ($0.5 par due 12/2023),6.60% (Libor + 4.50%/Q),12/13/2017,0.5,0.5
161,"Revint Intermediate II, LLC (19)",Revenue cycle consulting firm to the healthcare industry,First lien senior secured revolving loan ($5.2 par due 12/2023),6.60% (Libor + 4.50%/Q),12/13/2017,5.2,5.2
162,"Revint Intermediate II, LLC (19)",Revenue cycle consulting firm to the healthcare industry,First lien senior secured loan ($13.7 par due 12/2023),7.35% (Libor + 5.25%/M),9/3/2019,13.7,13.6
163,"Revint Intermediate II, LLC (19)",Revenue cycle consulting firm to the healthcare industry,First lien senior secured loan ($5.5 par due 12/2023),6.60% (Libor + 4.50%/M),12/13/2017,5.5,5.4
164,"Revint Intermediate II, LLC (19)",Revenue cycle consulting firm to the healthcare industry,First lien senior secured loan ($15.9 par due 12/2023),6.83% (Libor + 4.50%/M),12/13/2017,15.9,15.7
165,SCM Insurance Services Inc. (8)(19),"Provider of claims management, claims investigation & support and risk management solutions for the Canadian property and casualty insurance industry",First lien senior secured revolving loan ($3.5 par due 8/2022),7.95% (Base Rate + 4.00%/Q),8/29/2017,3.5,3.4
166,SCM Insurance Services Inc. (8)(19),"Provider of claims management, claims investigation & support and risk management solutions for the Canadian property and casualty insurance industry",First lien senior secured loan ($20.0 par due 8/2024),6.95% (CIBOR + 5.00%/M),8/29/2017,21.1,19.2
167,SCM Insurance Services Inc. (8)(19),"Provider of claims management, claims investigation & support and risk management solutions for the Canadian property and casualty insurance industry",Second lien senior secured loan ($57.3 par due 3/2025),10.95% (CIBOR + 9.00%/M),8/29/2017,60.5,53.9
168,SIGOS LLC,Web and mobile cloud performance testing and monitoring services provider,"Common units (4,132 units)",0,6/7/2019,0.3,0.4
169,"SpareFoot, LLC (19)",PMS solutions and web services for the self-storage industry.,First lien senior secured revolving loan ($0.5 par due 4/2023),6.28% (Libor + 4.25%/M),4/13/2018,0.5,0.5
170,"SpareFoot, LLC (19)",PMS solutions and web services for the self-storage industry.,First lien senior secured revolving loan ($0.3 par due 4/2023),6.31% (Libor + 4.25%/M),4/13/2018,0.3,0.3
171,"SpareFoot, LLC (19)",PMS solutions and web services for the self-storage industry.,First lien senior secured loan ($0.7 par due 4/2024),6.31% (Libor + 4.25%/Q),7/1/2019,0.7,0.7
172,"SpareFoot, LLC (19)",PMS solutions and web services for the self-storage industry.,First lien senior secured loan ($0.7 par due 4/2024),8.25% (Base Rate + 3.25%/Q),8/30/2019,0.7,0.7
173,"SpareFoot, LLC (19)",PMS solutions and web services for the self-storage industry.,First lien senior secured loan ($1.4 par due 4/2024),6.31% (Libor + 4.25%/Q),7/1/2019,1.3,1.4
174,"SpareFoot, LLC (19)",PMS solutions and web services for the self-storage industry.,First lien senior secured loan ($0.5 par due 4/2024),6.31% (Libor + 4.25%/Q),3/29/2019,0.5,0.5
175,"SpareFoot, LLC (19)",PMS solutions and web services for the self-storage industry.,Second lien senior secured loan ($4.2 par due 4/2025),10.31% (Libor + 8.25%/Q),8/31/2018,4.1,4.2
176,"SpareFoot, LLC (19)",PMS solutions and web services for the self-storage industry.,Second lien senior secured loan ($1.3 par due 4/2025),10.35% (Libor + 8.25%/M),7/1/2019,1.3,1.3
177,"SpareFoot, LLC (19)",PMS solutions and web services for the self-storage industry.,Second lien senior secured loan ($2.5 par due 4/2025),10.35% (Libor + 8.25%/M),7/1/2019,2.5,2.5
178,"SpareFoot, LLC (19)",PMS solutions and web services for the self-storage industry.,Second lien senior secured loan ($6.1 par due 4/2025),10.31% (Libor + 8.25%/Q),4/13/2018,6.0,6.1
179,"Sparta Systems, Inc., Project Silverback Holdings Corp. and Silverback Holdings, Inc. (19)",Quality management software provider,Second lien senior secured loan ($20.0 par due 8/2025),10.29% (Libor + 8.25%/M),8/21/2017,19.7,15.8
180,"Sparta Systems, Inc., Project Silverback Holdings Corp. and Silverback Holdings, Inc. (19)",Quality management software provider,"Series B preferred shares (10,084 shares)",0,8/21/2017,1.1,0.0
181,Telestream Holdings Corporation (19),Provider of digital video tools and workflow solutions to the media and entertainment industries,First lien senior secured revolving loan,0,2/8/2018,0.0,0.0
182,"The Ultimate Software Group, Inc. and H&F Unite Partners, L.P. (19)",Provider of cloud based HCM solutions for businesses,Second lien senior secured loan ($205.4 par due 5/2027),10.04% (Libor + 8.00%/M),5/3/2019,205.4,203.3
183,"The Ultimate Software Group, Inc. and H&F Unite Partners, L.P. (19)",Provider of cloud based HCM solutions for businesses,"Limited partner interests (12,583,556 interests)",0,5/3/2019,12.6,12.8
184,"TimeClock Plus, LLC (19)",Workforce management solutions provider,First lien senior secured loan ($35.6 par due 8/2026),7.62% (Libor + 5.50%/Q),8/30/2019,35.6,35.2
185,"TPG VIII Elf Purchaser, LLC, Entertainment Partners Canada ULC and TPG VIII EP Co-Invest II, L.P. (19)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($4.1 par due 5/2026),7.85% (Libor + 5.75%/Q),5/10/2019,4.1,4.1
186,"TPG VIII Elf Purchaser, LLC, Entertainment Partners Canada ULC and TPG VIII EP Co-Invest II, L.P. (19)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($10.8 par due 5/2026),7.85% (Libor + 5.75%/Q),5/10/2019,10.8,10.7
187,"TPG VIII Elf Purchaser, LLC, Entertainment Partners Canada ULC and TPG VIII EP Co-Invest II, L.P. (19)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($20.8 par due 5/2026),7.85% (Libor + 5.75%/Q),5/10/2019,20.8,20.6
188,"TPG VIII Elf Purchaser, LLC, Entertainment Partners Canada ULC and TPG VIII EP Co-Invest II, L.P. (19)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($54.6 par due 5/2026),7.85% (Libor + 5.75%/Q),5/10/2019,54.6,54.0
189,"TPG VIII Elf Purchaser, LLC, Entertainment Partners Canada ULC and TPG VIII EP Co-Invest II, L.P. (19)",Provider of entertainment workforce and production management solutions,"Partnership units (5,034,483 units)",0,5/10/2019,5.0,5.0
190,"UL Holding Co., LLC (6)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,Senior subordinated loan ($3.3 par due 5/2020),10.00% PIK,4/30/2012,1.4,3.4
191,"UL Holding Co., LLC (6)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,Senior subordinated loan ($0.4 par due 5/2020),0,4/30/2012,0.2,0.4
192,"UL Holding Co., LLC (6)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,Senior subordinated loan ($7.3 par due 5/2020),10.00% PIK,4/30/2012,2.9,7.3
193,"UL Holding Co., LLC (6)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,Senior subordinated loan ($0.5 par due 5/2020),0,4/30/2012,0.2,0.5
194,"UL Holding Co., LLC (6)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,Senior subordinated loan ($28.4 par due 5/2020),10.00% PIK,4/30/2012,11.9,29.2
195,"UL Holding Co., LLC (6)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,Senior subordinated loan ($3.8 par due 5/2020),0,4/30/2012,1.5,3.8
196,"UL Holding Co., LLC (6)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Class A common units (533,351 units)",0,6/17/2011,5.0,0.8
197,"UL Holding Co., LLC (6)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Class B-5 common units (272,834 units)",0,6/17/2011,2.5,0.4
198,"UL Holding Co., LLC (6)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Class C common units (758,546 units)",0,4/25/2008,0.0,0.0
199,"UL Holding Co., LLC (6)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Warrant to purchase up to 719,044 shares of Class A units",0,5/2/2014,0.0,0.0
200,"UL Holding Co., LLC (6)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Warrant to purchase up to 28,663 shares of Class B-1 units",0,5/2/2014,0.0,0.0
201,"UL Holding Co., LLC (6)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Warrant to purchase up to 57,325 shares of Class B-2 units",0,5/2/2014,0.0,0.0
202,"UL Holding Co., LLC (6)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Warrant to purchase up to 29,645 shares of Class B-3 units",0,5/2/2014,0.0,0.0
203,"UL Holding Co., LLC (6)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Warrant to purchase up to 80,371 shares of Class B-5 units",0,5/2/2014,0.0,0.0
204,"UL Holding Co., LLC (6)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Warrant to purchase up to 59,655 shares of Class B-6 units",0,5/2/2014,0.0,0.0
205,"UL Holding Co., LLC (6)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,"Warrant to purchase up to 1,046,713 shares of Class C units",0,5/2/2014,0.0,0.0
206,"Unison Software, Inc. (fka Compusearch Software Systems, Inc.)",Provider of enterprise software and services for organizations in the public sector,Second lien senior secured loan ($51.0 par due 11/2021),10.93% (Libor + 8.75%/Q),1/3/2017,51.0,51.0
207,Velocity Holdings Corp.,Hosted enterprise resource planning application management services provider,"Common units (1,713,546 units)",0,12/13/2013,4.5,2.5
208,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,First lien senior secured loan ($15.6 par due 8/2022),9.12% (Libor + 7.00%/Q),8/31/2017,15.6,15.5
209,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,First lien senior secured loan ($16.7 par due 8/2022),9.12% (Libor + 7.00%/Q),8/31/2017,16.6,16.5
210,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,Senior subordinated loan ($62.2 par due 9/2024),15.00% PIK,8/31/2017,59.3,58.4
211,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,"Warrant to purchase up to 1,961,452 shares of preferred stock (expires 8/2027)",0,8/31/2017,3.9,1.3
212,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,"Warrant to purchase up to 1,720,432 shares of common stock (expires 8/2027)",0,8/31/2017,0.0,0.0
213,"VRC Companies, LLC (19)",Provider of records and information management services,First lien senior secured revolving loan ($0.6 par due 3/2022),8.54% (Libor + 6.50%/M),4/17/2017,0.6,0.6
214,"VRC Companies, LLC (19)",Provider of records and information management services,First lien senior secured revolving loan ($0.4 par due 3/2022),10.50% (Base Rate + 5.50%/M),4/17/2017,0.4,0.4
215,"VRC Companies, LLC (19)",Provider of records and information management services,First lien senior secured loan ($0.6 par due 3/2023),8.54% (Libor + 6.50%/M),7/31/2019,0.6,0.6
216,"VRC Companies, LLC (19)",Provider of records and information management services,First lien senior secured loan ($0.1 par due 3/2023),8.54% (Libor + 6.50%/M),7/31/2019,0.1,0.1
217,"VRC Companies, LLC (19)",Provider of records and information management services,First lien senior secured loan ($15.0 par due 3/2023),8.54% (Libor + 6.50%/M),3/31/2017,15.0,15.0
218,WorldPay Group PLC (8),Payment processing company,"C2 shares (73,974 shares)",0,10/21/2015,0.0,0.0
219,"XIFIN, Inc. (19)",Revenue cycle management provider to labs,First lien senior secured revolving loan ($0.7 par due 11/2020),8.75% (Base Rate + 3.75%/Q),2/8/2018,0.7,0.7
220,"Zywave, Inc. (19)",Provider of software and technology-enabled content and analytical solutions to insurance brokers,First lien senior secured revolving loan ($1.2 par due 11/2022),7.04% (Libor + 5.00%/M),11/17/2016,1.2,1.2
221,"Zywave, Inc. (19)",Provider of software and technology-enabled content and analytical solutions to insurance brokers,First lien senior secured revolving loan ($2.4 par due 11/2022),7.38% (Libor + 5.00%/M),11/17/2016,2.4,2.4
222,"Zywave, Inc. (19)",Provider of software and technology-enabled content and analytical solutions to insurance brokers,Second lien senior secured loan ($17.1 par due 11/2023),11.28% (Libor + 9.00%/Q),11/17/2016,17.1,17.1
223,"Absolute Dental Management LLC and ADM Equity, LLC",Dental services provider,First lien senior secured loan ($0.8 par due 1/2022),9.64% (Libor + 7.50%/Q),1/15/2019,0.8,0.8
224,"Absolute Dental Management LLC and ADM Equity, LLC",Dental services provider,First lien senior secured loan ($24.5 par due 1/2022),0,1/5/2016,24.2,10.2
225,"Absolute Dental Management LLC and ADM Equity, LLC",Dental services provider,"Class A preferred units (4,000,000 units)",0,1/5/2016,4.0,0.0
226,"Absolute Dental Management LLC and ADM Equity, LLC",Dental services provider,"Class A common units (4,000,000 units)",0,1/5/2016,0.0,0.0
227,"Acessa Health Inc. (fka HALT Medical, Inc.)",Medical supply provider,"Common stock (569,823 shares)",0,6/22/2017,0.1,0.0
228,"ADCS Billings Intermediate Holdings, LLC (19)",Dermatology practice,First lien senior secured revolving loan ($0.8 par due 5/2022),7.79% (Libor + 5.75%/M),5/18/2016,0.8,0.7
229,"ADG, LLC and RC IV GEDC Investor LLC (19)",Dental services provider,First lien senior secured revolving loan ($2.7 par due 9/2022),6.79% (Libor + 4.75%/M),9/28/2016,2.7,2.5
230,"ADG, LLC and RC IV GEDC Investor LLC (19)",Dental services provider,First lien senior secured revolving loan ($3.8 par due 9/2022),8.75% (Base Rate + 3.75%/M),9/28/2016,3.8,3.4
231,"ADG, LLC and RC IV GEDC Investor LLC (19)",Dental services provider,Second lien senior secured loan ($90.6 par due 3/2024),6.71% (Libor + 5.50%/Q),9/28/2016,89.0,67.9
232,"ADG, LLC and RC IV GEDC Investor LLC (19)",Dental services provider,"Membership units (3,000,000 units)",0,9/28/2016,3.0,0.0
233,"Air Medical Group Holdings, Inc. and Air Medical Buyer Corp.",Emergency air medical services provider,Senior subordinated loan ($182.7 par due 3/2026),9.92% (Libor + 7.88%/M),3/14/2018,182.7,180.8
234,"Air Medical Group Holdings, Inc. and Air Medical Buyer Corp.",Emergency air medical services provider,"Warrant to purchase up to 115,733 units of common stock (expires 3/2028)",0,3/14/2018,0.9,1.4
235,"Alcami Corporation and ACM Holdings I, LLC (19)",Outsourced drug development services provider,First lien senior secured loan ($29.9 par due 7/2025),6.29% (Libor + 4.25%/M),7/12/2018,29.8,28.7
236,"Alcami Corporation and ACM Holdings I, LLC (19)",Outsourced drug development services provider,Second lien senior secured loan ($77.5 par due 7/2026),10.04% (Libor + 8.00%/M),7/12/2018,76.8,70.6
237,"Alcami Corporation and ACM Holdings I, LLC (19)",Outsourced drug development services provider,"Common units (3,269,900 units)",0,7/12/2018,32.7,19.3
238,"Alteon Health, LLC",Provider of physician management services,First lien senior secured loan ($3.0 par due 9/2022),8.54% (Libor + 6.50%/M),5/15/2017,3.0,2.8
239,"Athenahealth, Inc., VVC Holding Corp., Virence Intermediate Holding Corp., and Virence Holdings LLC (19)",Revenue cycle management provider to the physician practices and acute care hospitals,First lien senior secured loan ($16.1 par due 2/2026),6.68% (Libor + 4.50%/Q),2/11/2019,15.8,16.1
240,"Athenahealth, Inc., VVC Holding Corp., Virence Intermediate Holding Corp., and Virence Holdings LLC (19)",Revenue cycle management provider to the physician practices and acute care hospitals,Second lien senior secured loan ($210.3 par due 2/2027),10.68% (Libor + 8.50%/Q),2/11/2019,210.3,210.3
241,"Athenahealth, Inc., VVC Holding Corp., Virence Intermediate Holding Corp., and Virence Holdings LLC (19)",Revenue cycle management provider to the physician practices and acute care hospitals,"Senior preferred stock (121,810 shares)",13.25% PIK (Libor + 11.13%/Q),2/11/2019,128.3,128.3
242,"Athenahealth, Inc., VVC Holding Corp., Virence Intermediate Holding Corp., and Virence Holdings LLC (19)",Revenue cycle management provider to the physician practices and acute care hospitals,Class A interests (0.39% interest),0,2/11/2019,9.0,11.9
243,Bambino CI Inc. (19),Manufacturer and provider of single-use obstetrics products,First lien senior secured revolving loan ($0.1 par due 10/2022),7.56% (Libor + 5.50%/M),10/17/2017,0.1,0.1
244,Bambino CI Inc. (19),Manufacturer and provider of single-use obstetrics products,First lien senior secured revolving loan ($0.8 par due 10/2022),7.54% (Libor + 5.50%/M),10/17/2017,0.8,0.8
245,Bambino CI Inc. (19),Manufacturer and provider of single-use obstetrics products,First lien senior secured revolving loan ($1.1 par due 10/2022),7.54% (Libor + 5.50%/M),10/17/2017,1.1,1.1
246,Bambino CI Inc. (19),Manufacturer and provider of single-use obstetrics products,First lien senior secured revolving loan ($1.1 par due 10/2022),7.54% (Libor + 5.50%/M),10/17/2017,1.1,1.1
247,Bambino CI Inc. (19),Manufacturer and provider of single-use obstetrics products,First lien senior secured loan ($30.7 par due 10/2023),7.54% (Libor + 5.50%/M),10/17/2017,30.7,30.7
248,"Care Hospice, Inc (19)",Provider of hospice services,First lien senior secured revolving loan ($0.3 par due 4/2022),8.75% (Base Rate + 3.75%/Q),2/8/2018,0.3,0.3
249,"CCS-CMGC Holdings, Inc. (19)",Correctional facility healthcare operator,First lien senior secured revolving loan ($0.9 par due 10/2023),7.29% (Libor + 5.25%/M),10/1/2018,0.9,0.9
250,"CCS-CMGC Holdings, Inc. (19)",Correctional facility healthcare operator,First lien senior secured loan ($34.7 par due 10/2025),7.54% (Libor + 5.50%/M),9/25/2018,34.4,34.4
251,"Center for Autism and Related Disorders, LLC (19)",Autism treatment and services provider specializing in applied behavior analysis therapy,First lien senior secured revolving loan,0,11/21/2018,0.0,0.0
252,"Comprehensive EyeCare Partners, LLC (19)",Vision care practice management company,First lien senior secured revolving loan ($0.1 par due 2/2024),6.60% (Libor + 4.50%/Q),2/14/2018,0.1,0.1
253,"Comprehensive EyeCare Partners, LLC (19)",Vision care practice management company,First lien senior secured revolving loan ($0.2 par due 2/2024),6.60% (Libor + 4.50%/Q),2/14/2018,0.2,0.2
254,"Comprehensive EyeCare Partners, LLC (19)",Vision care practice management company,First lien senior secured loan ($2.4 par due 2/2024),6.60% (Libor + 4.50%/Q),2/14/2018,2.4,2.4
255,"Comprehensive EyeCare Partners, LLC (19)",Vision care practice management company,First lien senior secured loan ($5.4 par due 2/2024),6.60% (Libor + 4.50%/Q),2/14/2018,5.4,5.3
256,"Convey Health Solutions, Inc.",Workforce management solutions provider,First lien senior secured loan ($20.2 par due 9/2026),7.39% (Libor + 5.25%/Q),9/4/2019,20.2,20.0
257,"D4C Dental Brands HoldCo, Inc. and Bambino Group Holdings, LLC (19)",Dental services provider,"Class A preferred units (1,000,000 units)",0,12/21/2016,1.0,1.0
258,Datix Bidco Limited (8),Global healthcare software company that provides software solutions for patient safety and risk management,First lien senior secured loan ($2.9 par due 4/2025),7.12% (Libor + 4.50%/Q),4/27/2018,2.9,2.9
259,Datix Bidco Limited (8),Global healthcare software company that provides software solutions for patient safety and risk management,First lien senior secured loan ($2.9 par due 4/2025),7.12% (Libor + 4.50%/Q),4/27/2018,2.9,2.9
260,Datix Bidco Limited (8),Global healthcare software company that provides software solutions for patient safety and risk management,First lien senior secured loan ($10.0 par due 4/2025),7.04% (Libor + 4.50%/Q),5/28/2019,9.9,10.0
261,"DCA Investment Holding, LLC (19)",Multi-branded dental practice management,First lien senior secured revolving loan ($0.6 par due 7/2021),9.25% (Base Rate + 4.25%/Q),7/2/2015,0.6,0.6
262,"DCA Investment Holding, LLC (19)",Multi-branded dental practice management,First lien senior secured loan ($18.4 par due 7/2021),7.35% (Libor + 5.25%/Q),7/2/2015,18.3,18.4
263,"Emerus Holdings, Inc.",Freestanding 24-hour emergency care micro-hospitals operator,First lien senior secured loan ($16.5 par due 2/2022),14.00%,2/21/2019,16.5,16.5
264,"GHX Ultimate Parent Corporation, Commerce Parent, Inc. and Commerce Topco, LLC",On-demand supply chain automation solutions provider to the healthcare industry,Second lien senior secured loan ($34.5 par due 6/2025),10.10% (Libor + 8.00%/Q),6/30/2017,34.2,34.5
265,"GHX Ultimate Parent Corporation, Commerce Parent, Inc. and Commerce Topco, LLC",On-demand supply chain automation solutions provider to the healthcare industry,"Series A preferred stock (110,425 shares)",13.07% PIK (Libor + 10.75%/Q),6/30/2017,147.5,147.5
266,"GHX Ultimate Parent Corporation, Commerce Parent, Inc. and Commerce Topco, LLC",On-demand supply chain automation solutions provider to the healthcare industry,"Class A units (14,013,303 units)",0,6/30/2017,14.0,16.5
267,"Greenphire, Inc. and RMCF III CIV XXIX, L.P",Software provider for clinical trial management,Limited partnership interest (99.90% interest),0,12/19/2014,1.0,4.0
268,Hygiena Borrower LLC (19),Adenosine triphosphate testing technology provider,Second lien senior secured loan ($11.1 par due 8/2023),9.85% (Libor + 7.75%/Q),6/29/2018,11.1,11.1
269,Hygiena Borrower LLC (19),Adenosine triphosphate testing technology provider,Second lien senior secured loan ($0.6 par due 8/2023),9.85% (Libor + 7.75%/Q),6/29/2018,0.6,0.6
270,Hygiena Borrower LLC (19),Adenosine triphosphate testing technology provider,Second lien senior secured loan ($2.5 par due 8/2023),9.85% (Libor + 7.75%/Q),8/26/2016,2.5,2.5
271,Hygiena Borrower LLC (19),Adenosine triphosphate testing technology provider,Second lien senior secured loan ($10.7 par due 8/2023),9.85% (Libor + 7.75%/Q),2/27/2017,10.7,10.7
272,"JDC Healthcare Management, LLC (19)",Dental services provider,First lien senior secured revolving loan ($1.2 par due 4/2022),9.79% (Libor + 7.75%/M),4/10/2017,1.2,1.1
273,"JDC Healthcare Management, LLC (19)",Dental services provider,First lien senior secured revolving loan ($0.6 par due 4/2022),9.82% (Libor + 7.75%/M),4/10/2017,0.6,0.5
274,"JDC Healthcare Management, LLC (19)",Dental services provider,First lien senior secured revolving loan ($1.0 par due 4/2022),9.79% (Libor + 7.75%/M),4/10/2017,1.0,0.9
275,"JDC Healthcare Management, LLC (19)",Dental services provider,First lien senior secured revolving loan ($1.2 par due 4/2022),9.79% (Libor + 7.75%/M),4/10/2017,1.2,1.1
276,"JDC Healthcare Management, LLC (19)",Dental services provider,First lien senior secured loan ($4.2 par due 4/2023),"9.79% (Libor + 6.75% Cash, 1.00% PIK/M)",4/10/2017,4.2,3.7
277,"JDC Healthcare Management, LLC (19)",Dental services provider,First lien senior secured loan ($9.9 par due 4/2023),"9.79% (Libor + 6.75% Cash, 1.00% PIK/M)",4/10/2017,9.9,8.8
278,"JDC Healthcare Management, LLC (19)",Dental services provider,First lien senior secured loan ($19.7 par due 4/2023),9.79% (Libor + 7.75%/M),4/10/2017,19.7,17.6
279,"KBHS Acquisition, LLC (d/b/a Alita Care, LLC) (19)",Provider of behavioral health services,First lien senior secured revolving loan ($0.2 par due 3/2022),7.04% (Libor + 5.00%/M),3/17/2017,0.2,0.1
280,"KBHS Acquisition, LLC (d/b/a Alita Care, LLC) (19)",Provider of behavioral health services,First lien senior secured revolving loan ($0.6 par due 3/2022),7.06% (Libor + 5.00%/M),3/17/2017,0.6,0.5
281,"KBHS Acquisition, LLC (d/b/a Alita Care, LLC) (19)",Provider of behavioral health services,First lien senior secured revolving loan ($1.0 par due 3/2022),7.05% (Libor + 5.00%/M),3/17/2017,1.0,0.9
282,"KBHS Acquisition, LLC (d/b/a Alita Care, LLC) (19)",Provider of behavioral health services,First lien senior secured revolving loan ($0.9 par due 3/2022),7.05% (Libor + 5.00%/M),3/17/2017,0.9,0.8
283,"KBHS Acquisition, LLC (d/b/a Alita Care, LLC) (19)",Provider of behavioral health services,First lien senior secured revolving loan ($2.1 par due 3/2022),7.04% (Libor + 5.00%/M),3/17/2017,2.1,1.9
284,"KBHS Acquisition, LLC (d/b/a Alita Care, LLC) (19)",Provider of behavioral health services,First lien senior secured revolving loan ($0.2 par due 3/2022),7.07% (Libor + 5.00%/M),3/17/2017,0.2,0.2
285,Key Surgical LLC (19),"Provider of sterile processing, operating room and instrument care supplies for hospitals",First lien senior secured revolving loan ($0.1 par due 6/2022),9.00% (Base Rate + 4.00%/Q),6/1/2017,0.1,0.1
286,Key Surgical LLC (19),"Provider of sterile processing, operating room and instrument care supplies for hospitals",First lien senior secured loan ($16.1 par due 6/2023),6.00% (EURIBOR + 5.00%/Q),6/1/2017,16.5,16.1
287,Key Surgical LLC (19),"Provider of sterile processing, operating room and instrument care supplies for hospitals",First lien senior secured loan ($5.3 par due 6/2023),6.00% (Libor + 5.00%/Q),8/28/2019,5.4,5.3
288,Key Surgical LLC (19),"Provider of sterile processing, operating room and instrument care supplies for hospitals",First lien senior secured loan ($7.2 par due 6/2023),7.04% (Libor + 5.00%/M),8/28/2019,7.2,7.2
