,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
215,Delta  Educational Systems*,,Senior loan,,P + 4.75,,,8.25,,,12/2016,,,1483,,,,1477,,,,0.2,,,,1260,
216,Delta  Educational Systems  (4),,Senior loan,,L + 6.00,,,N/A,(5),,12/2016,,,-,,,,-,,,,-,,,,(7,
217,Dental  Holdings Corporation,,One stop,,P + 4.25,,,7.75,,,02/2020,,,184,,,,173,,,,-,,,,184,
218,Dental  Holdings Corporation,,One stop,,L + 5.50,,,6.50,,,02/2020,,,7638,,,,7500,,,,0.9,,,,7638,
219,Dental  Holdings Corporation,,One stop,,L + 5.50,,,6.50,,,02/2020,,,630,,,,616,,,,0.1,,,,630,
220,"Encore  GC Acquisition, LLC  (4)",,Senior loan,,L + 5.25,,,N/A,(5),,01/2020,,,-,,,,(8,,,,-,,,,(14,
221,"Encore  GC Acquisition, LLC*^",,Senior loan,,L + 5.25,,,6.25,,,01/2020,,,4796,,,,4731,,,,0.6,,,,4701,
222,"eSolutions, Inc.  (4)",,One stop,,L + 6.50,,,N/A,(5),,03/2022,,,-,,,,(1,,,,-,,,,(1,
223,"eSolutions,  Inc.",,One stop,,L + 6.50,,,7.50,,,03/2022,,,13141,,,,12849,,,,1.6,,,,13009,
224,"G  & H Wire Company, Inc.",,One stop,,P + 4.50,,,8.00,,,12/2017,,,250,,,,246,,,,-,,,,250,
225,"G  & H Wire Company, Inc.*^",,One stop,,L + 5.75,,,6.75,,,12/2017,,,13224,,,,13156,,,,1.6,,,,13224,
226,"Joerns  Healthcare, LLC*",,One stop,,L + 5.00,,,6.00,,,05/2020,,,3301,,,,3273,,,,0.4,,,,3272,
227,"Katena  Holdings, Inc.  (4)",,One stop,,L + 6.25,,,N/A,(5),,06/2021,,,-,,,,(1,,,,-,,,,-,
228,"Katena  Holdings, Inc.^",,One stop,,L + 6.25,,,7.25,,,06/2021,,,8743,,,,8663,,,,1.1,,,,8743,
229,"Katena  Holdings, Inc.  (4)",,One stop,,L + 6.25,,,N/A,(5),,06/2021,,,-,,,,(7,,,,-,,,,-,
230,"Maverick  Healthcare Group, LLC*",,Senior loan,,L + 9.50,,,9.25  cash/2.00  PIK,,12/2016,,,1922,,,,1910,,,,0.2,,,,1922,,
231,"PPT  Management, LLC  (4)",,One stop,,L + 5.00,,,N/A,(5),,04/2020,,,-,,,,(7,,,,-,,,,-,
232,"PPT  Management, LLC",,One stop,,L + 5.00,,,6.00,,,04/2020,,,2457,,,,2433,,,,0.3,,,,2457,
233,Premise  Health Holding Corp.  (4),,One stop,,L + 4.50,,,N/A,(5),,06/2020,,,-,,,,(18,,,,-,,,,-,
234,Premise  Health Holding Corp.  #,,One stop,,L + 4.50,,,5.50,,,06/2020,,,15000,,,,14907,,,,1.8,,,,15000,
235,,,,,Spread,,,,,,,,,,,,,Percentage,,,,,,,,,
236,,,Investment,,Above,,Interest,,,Maturity,,"Principal / Par ($),",,,Amortized,,,of,,,Fair,,,,,,
237,,,Type,,Index  (1),,Rate  (2),,,Date,,Shares/Units  (3),,,Cost,,,Net Assets,,,Value,,,,,,
238,"Radiology Partners, Inc.  (4)",,One stop,,L + 5.00,,,N/A,(5),,09/2020,,,-,,,,(6,,,,-,,,,-,
239,"Radiology Partners, Inc.*^",,One stop,,L + 5.00,,,6.00,,,09/2020,,,16951,,,,16749,,,,2.1,,,,16951,
240,"Radiology Partners, Inc.",,One stop,,L + 5.00,,,6.00,,,09/2020,,,1919,,,,1885,,,,0.2,,,,1919,
241,"Reliant Pro ReHab, LLC",,Senior loan,,P + 4.00,,,7.50,,,06/2017,,,129,,,,126,,,,-,,,,129,
242,"Reliant Pro ReHab, LLC*",,Senior loan,,L + 5.00,,,6.00,,,06/2017,,,3185,,,,3170,,,,0.4,,,,3185,
243,Renaissance Pharma (U.S.) Holdings Inc.^,,Senior loan,,L + 4.00,,,5.03,,,05/2018,,,418,,,,414,,,,0.1,,,,418,
244,RXH Buyer Corporation,,One stop,,P + 4.75,,,8.25,,,09/2021,,,10,,,,6,,,,-,,,,10,
245,RXH Buyer Corporation  (4),,One stop,,L + 5.75,,,N/A,(5),,09/2021,,,-,,,,(51,,,,-,,,,-,
246,RXH Buyer Corporation*^,,One stop,,L + 5.75,,,6.75,,,09/2021,,,17524,,,,17206,,,,2.2,,,,17524,
247,"Sarnova HC, LLC  #",,Senior loan,,L + 4.75,,,5.76,,,01/2022,,,3740,,,,3704,,,,0.5,,,,3703,
248,Southern Anesthesia and Surgical  (4),,One stop,,L + 5.50,,,N/A,(5),,11/2017,,,-,,,,(5,,,,-,,,,-,
249,Southern Anesthesia and Surgical,,One stop,,L + 5.50,,,6.50,,,11/2017,,,5610,,,,5558,,,,0.7,,,,5610,
250,Southern Anesthesia and Surgical^,,One stop,,L + 5.50,,,6.50,,,11/2017,,,2728,,,,2708,,,,0.3,,,,2728,
251,"Surgical Information Systems, LLC^",,Senior loan,,L + 3.00,,,4.01,,,09/2018,,,1879,,,,1876,,,,0.2,,,,1879,
252,"U.S. Anesthesia Partners, Inc.  #",,One stop,,L + 5.00,,,6.00,,,12/2019,,,5927,,,,5906,,,,0.7,,,,5927,
253,"WIL Research Company, Inc.*",,Senior loan,,L + 4.50,,,5.75,,,02/2018,,,752,,,,748,,,,0.1,,,,752,
254,"Young Innovations, Inc.  *#",,Senior loan,,L + 4.25,,,5.25,,,01/2019,,,1742,,,,1733,,,,0.2,,,,1742,
255,"Young Innovations, Inc.",,Senior loan,,P + 3.25,,,6.75,,,01/2018,,,52,,,,52,,,,-,,,,51,
256,"Zest Holdings, LLC  #",,Senior loan,,L + 4.75,,,5.75,,,08/2020,,,5309,,,,5110,,,,0.7,,,,5309,
257,,,,,,,,,,,,,,262552,,,,258847,,,,31.3,#,,,255144,
258,"Home  and Office Furnishings,",,,,,,,,,,,,,,,,,,,,,,,,,,
259,"Housewares,  and Durable Consumer",,,,,,,,,,,,,,,,,,,,,,,,,,
260,1A Smart Start LLC*,,Senior loan,,L + 4.75,,,5.75,,,02/2022,,,2126,,,,2107,,,,0.2,,,,2124,
261,"Floor & Decor Outlets of America, Inc.*^",,One stop,,L + 6.50,,,7.75,,,05/2019,,,11073,,,,11002,,,,1.4,,,,11073,
262,"Plano Molding Company,  LLC  *^#",,One stop,,L + 6.00,,,7.00,,,05/2021,,,18024,,,,17871,,,,2.2,,,,18024,
263,,,,,,,,,,,,,,31223,,,,30980,,,,3.8,,,,31221,
264,"Hotels,  Motels, Inns, and Gaming",,,,,,,,,,,,,,,,,,,,,,,,,,
265,"Aimbridge Hospitality,  LLC^",,Senior loan,,L + 4.50,,,5.75,,,10/2018,,,827,,,,812,,,,0.1,,,,827,
266,Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,
267,"Captive Resources Midco, LLC  (4)",,One stop,,L + 5.75,,,N/A,(5),,06/2020,,,-,,,,(20,,,,-,,,,-,
268,"Captive Resources Midco, LLC  (4)",,One stop,,L + 5.75,,,N/A,(5),,06/2020,,,-,,,,(18,,,,-,,,,-,
269,"Captive Resources Midco, LLC*  ^#",,One stop,,L + 5.75,,,6.75,,,06/2020,,,26261,,,,25978,,,,3.2,,,,26261,
270,"Higginbotham Insurance Agency, Inc.*",,Senior loan,,L + 5.25,,,6.25,,,11/2021,,,1308,,,,1295,,,,0.2,,,,1301,
271,"Internet Pipeline, Inc.  (4)",,One stop,,L + 7.25,,,N/A,(5),,08/2021,,,-,,,,(1,,,,-,,,,-,
272,"Internet Pipeline, Inc.",,One stop,,L + 7.25,,,8.25,,,08/2022,,,4935,,,,4812,,,,0.6,,,,4935,
273,,,,,,,,,,,,,,32504,,,,32046,,,,4.0,,,,32497,
274,"Leisure,  Amusement, Motion Pictures and Entertainment",,,,,,,,,,,,,,,,,,,,,,,,,,
275,"Self Esteem Brands, LLC  (4)",,Senior loan,,L + 4.00,,,N/A,(5),,02/2020,,,-,,,,(3,,,,-,,,,-,
276,"Self Esteem Brands, LLC^",,Senior loan,,L + 4.00,,,5.00,,,02/2020,,,3525,,,,3512,,,,0.4,,,,3525,
277,"Teaching Company, The  (4)",,One stop,,L + 6.25,,,N/A,(5),,08/2020,,,-,,,,(1,,,,-,,,,-,
278,"Teaching Company, The",,One stop,,L + 6.25,,,7.25,,,08/2020,,,19021,,,,18771,,,,2.3,,,,19021,
279,"Titan Fitness, LLC  (4)",,One stop,,L + 6.50,,,N/A,(5),,09/2019,,,-,,,,(15,,,,-,,,,-,
280,"Titan Fitness, LLC  (4)",,One stop,,L + 6.50,,,N/A,(5),,09/2019,,,-,,,,(42,,,,-,,,,-,
281,"Titan Fitness, LLC",,One stop,,P + 5.25,,,8.75,,,09/2019,,,373,,,,357,,,,0.1,,,,373,
282,"Titan Fitness, LLC*",,One stop,,L + 6.50,,,7.75,,,09/2019,,,13292,,,,13112,,,,1.6,,,,13292,
283,,,,,,,,,,,,,,36211,,,,35691,,,,4.4,,,,36211,
284,"Mining,  Steel, Iron and Non-Precious Metals",,,,,,,,,,,,,,,,,,,,,,,,,,
285,"Benetech, Inc.",,One stop,,P + 7.75,,,11.25,,,10/2017,,,152,,,,148,,,,-,,,,20,
286,"Benetech, Inc.*",,One stop,,L + 9.00,,,10.25,,,10/2017,,,4561,,,,4542,,,,0.5,,,,4013,
287,,,,,,,,,,,,,,4713,,,,4690,,,,0.5,,,,4033,
288,Oil  and Gas,,,,,,,,,,,,,,,,,,,,,,,,,,
289,"Drilling Info, Inc.  (9)",,One stop,,L + 5.00,,,N/A,(5),,06/2018,,,-,,,,-,,,,-,,,,-,
290,"Drilling Info, Inc.  (9)",,One stop,,L + 5.00,,,6.00,,,06/2018,,,334,,,,332,,,,-,,,,334,
291,"Drilling Info, Inc.^",,One stop,,L + 5.00,,,6.00,,,06/2018,,,881,,,,875,,,,0.1,,,,881,
292,"Drilling Info, Inc.  (4)(9)",,One stop,,L + 5.00,,,N/A,(5),,06/2018,,,-,,,,(8,,,,-,,,,-,
293,,,,,,,,,,,,,,1215,,,,1199,,,,0.1,,,,1215,
294,Personal  and Non-Durable Consumer Products,,,,,,,,,,,,,,,,,,,,,,,,,,
295,"Georgica Pine Clothiers, LLC  (4)",,One stop,,L + 5.50,,,N/A,(5),,11/2021,,,-,,,,(1,,,,-,,,,-,
296,"Georgica Pine Clothiers, LLC",,One stop,,L + 5.50,,,6.50,,,11/2021,,,5765,,,,5657,,,,0.7,,,,5765,
297,The Hygenic Corporation  (4),,Senior loan,,L + 5.00,,,N/A,(5),,10/2019,,,-,,,,(4,,,,-,,,,-,
298,The Hygenic Corporation*,,Senior loan,,L + 5.00,,,6.00,,,10/2020,,,3259,,,,3220,,,,0.4,,,,3259,
299,"Massage Envy, LLC  (4)",,One stop,,L + 7.25,,,N/A,(5),,09/2018,,,-,,,,(8,,,,-,,,,-,
300,"Massage Envy, LLC*",,One stop,,L + 7.25,,,8.50,,,09/2018,,,15568,,,,15406,,,,1.9,,,,15568,
301,"Orthotics Holdings, Inc  (4)(7)",,One stop,,L + 5.00,,,N/A,(5),,02/2020,,,-,,,,(1,,,,-,,,,(7,
302,"Orthotics Holdings, Inc  *#(7)",,One stop,,L + 5.00,,,6.00,,,02/2020,,,1380,,,,1366,,,,0.1,,,,1311,
303,"Orthotics Holdings, Inc  (4)",,One stop,,L + 5.00,,,N/A,(5),,02/2020,,,-,,,,(14,,,,-,,,,(70,
304,"Orthotics Holdings, Inc  (4)",,One stop,,L + 5.00,,,N/A,(5),,02/2020,,,-,,,,(12,,,,-,,,,(63,
305,"Orthotics Holdings, Inc  *#",,One stop,,L + 5.00,,,6.00,,,02/2020,,,8418,,,,8335,,,,1.0,,,,7996,
306,Team Technologies Acquisition Company  (4),,Senior loan,,L + 5.00,,,N/A,(5),,12/2017,,,-,,,,(1,,,,-,,,,(3,
307,Team Technologies Acquisition Company^,,Senior loan,,L + 5.00,,,6.25,,,12/2017,,,4757,,,,4736,,,,0.6,,,,4710,
308,Team Technologies Acquisition  Company  #,,Senior loan,,L + 5.50,,,6.76,,,12/2017,,,877,,,,869,,,,0.1,,,,874,
309,,,,,,,,,,,,,,40024,,,,39548,,,,4.8,,,,39340,
310,,,,,Spread,,,,,,,,,,,,,Percentage,,,,,,,,,
311,,,Investment,,Above,,Interest,,,Maturity,,"Principal / Par ($),",,,Amortized,,,of,,,Fair,,,,,,
312,,,Type,,Index  (1),,Rate  (2),,,Date,,Shares/Units  (3),,,Cost,,,Net Assets,,,Value,,,,,,
313,"Personal,  Food and Miscellaneous Services",,,,,,,,,,,,,,,,,,,,,,,,,,
314,"Community Veterinary Partners,  LLC",,One stop,,L + 5.50,,,N/A,(5),,10/2021,,,-,,,,-,,,,-,,,,-,
315,"Community Veterinary Partners, LLC*",,One stop,,L + 5.50,,,6.50,,,10/2021,,,2479,,,,2456,,,,0.3,,,,2479,
316,"Community Veterinary Partners, LLC",,One stop,,L + 5.50,,,6.50,,,10/2021,,,267,,,,267,,,,-,,,,267,
317,Focus Brands Inc.*^,,Second lien,,L + 9.00,,,10.25,,,08/2018,,,11195,,,,11133,,,,1.4,,,,11195,
318,"Ignite Restaurant Group, Inc (Joe's Crab Shack)^",,One stop,,L + 7.00,,,8.00,,,02/2019,,,4775,,,,4727,,,,0.6,,,,4775,
319,PetVet Care Centers LLC,,Senior loan,,L + 4.75,,,5.75,,,12/2019,,,68,,,,58,,,,-,,,,68,
320,PetVet Care Centers LLC^,,Senior loan,,L + 4.75,,,5.75,,,12/2020,,,1225,,,,1207,,,,0.2,,,,1225,
321,PetVet Care Centers LLC^,,Senior loan,,L + 4.75,,,5.75,,,12/2020,,,5866,,,,5773,,,,0.7,,,,5866,
322,Vetcor Professional Practices LLC  (4),,One stop,,L + 6.00,,,N/A,(5),,04/2021,,,-,,,,(4,,,,-,,,,-,
323,Vetcor Professional Practices LLC*  ^#,,One stop,,L + 6.00,,,7.00,,,04/2021,,,25056,,,,24632,,,,3.1,,,,25056,
324,Vetcor Professional Practices LLC  (4),,One stop,,L + 6.00,,,N/A,(5),,04/2021,,,-,,,,(2,,,,-,,,,-,
325,Vetcor Professional Practices LLC,,One stop,,L + 6.00,,,7.00,,,04/2021,,,971,,,,963,,,,0.1,,,,971,
326,Vetcor Professional Practices LLC  (4),,One stop,,L + 6.00,,,N/A,(5),,04/2021,,,-,,,,(49,,,,-,,,,-,
327,Vetcor Professional Practices LLC,,One stop,,L + 6.00,,,7.00,,,04/2021,,,290,,,,287,,,,-,,,,290,
328,"Veterinary Specialists of North America, LLC  (4)",,One stop,,L + 5.00,,,N/A,(5),,11/2020,,,-,,,,(1,,,,-,,,,-,
329,"Veterinary Specialists of North America, LLC  (4)",,One stop,,L + 5.00,,,N/A,(5),,11/2020,,,-,,,,(9,,,,-,,,,-,
330,"Veterinary Specialists  of North America, LLC*",,One stop,,L + 5.00,,,6.00,,,11/2020,,,2709,,,,2691,,,,0.3,,,,2709,
331,,,,,,,,,,,,,,54901,,,,54129,,,,6.7,,,,54901,
332,Printing  and Publishing,,,,,,,,,,,,,,,,,,,,,,,,,,
333,"Market Track, LLC*",,One stop,,L + 7.00,,,8.00,,,10/2019,,,2186,,,,2165,,,,0.3,,,,2186,
334,"Market Track, LLC  (4)",,One stop,,L + 7.00,,,N/A,(5),,10/2019,,,-,,,,(7,,,,-,,,,-,
335,"Market Track, LLC  #",,One stop,,L + 7.00,,,8.00,,,10/2019,,,2152,,,,2135,,,,0.3,,,,2152,
336,"Market Track, LLC",,One stop,,L + 7.00,,,8.00,,,10/2019,,,1774,,,,1752,,,,0.2,,,,1774,
337,"Market Track, LLC  *^#",,One stop,,L + 7.00,,,8.00,,,10/2019,,,28827,,,,28538,,,,3.5,,,,28827,
338,,,,,,,,,,,,,,34939,,,,34583,,,,4.3,,,,34939,
339,Retail  Stores,,,,,,,,,,,,,,,,,,,,,,,,,,
340,"Benihana, Inc.",,One stop,,P + 4.75,,,8.25,,,07/2018,,,325,,,,289,,,,-,,,,304,
341,"Benihana, Inc.*^",,One stop,,L + 6.00,,,7.25,,,01/2019,,,15318,,,,15055,,,,1.8,,,,15166,
342,"CVS Holdings I, LP  (4)",,One stop,,L + 6.25,,,N/A,(5),,08/2020,,,-,,,,(4,,,,-,,,,-,
343,"CVS Holdings I, LP  *^#",,One stop,,L + 6.25,,,7.25,,,08/2021,,,20472,,,,20106,,,,2.5,,,,20472,
344,"CVS Holdings I, LP",,One stop,,L + 6.25,,,7.25,,,08/2021,,,1923,,,,1889,,,,0.2,,,,1923,
345,"Cycle Gear, Inc.",,One stop,,P + 5.25,,,8.75,,,01/2020,,,467,,,,447,,,,0.1,,,,450,
346,"Cycle Gear, Inc.^",,One stop,,L + 6.50,,,7.50,,,01/2020,,,10559,,,,10381,,,,1.3,,,,10453,
347,"Cycle Gear, Inc.  (4)",,One stop,,L + 6.50,,,N/A,(5),,01/2020,,,-,,,,(9,,,,-,,,,(6,
348,"DTLR, Inc.*^",,One stop,,L + 6.50,,,7.50,,,10/2020,,,11452,,,,11348,,,,1.4,,,,11452,
349,"Elite Sportswear, L.P.  (4)",,Senior loan,,L + 5.00,,,N/A,(5),,03/2020,,,-,,,,(6,,,,-,,,,-,
350,"Elite Sportswear, L.P.",,Senior loan,,L + 5.00,,,6.00,,,03/2020,,,2835,,,,2790,,,,0.3,,,,2835,
351,"Express Oil Change, LLC^",,Senior loan,,L + 5.00,,,6.00,,,12/2017,,,490,,,,486,,,,0.1,,,,490,
352,"Marshall Retail Group, LLC, The",,One stop,,L + 6.00,,,7.00,,,08/2019,,,702,,,,682,,,,0.1,,,,527,
353,"Marshall Retail Group, LLC, The  (4)",,One stop,,L + 6.00,,,N/A,(5),,08/2020,,,-,,,,(8,,,,-,,,,(71,
354,"Marshall Retail Group, LLC, The  ^#",,One stop,,L + 6.00,,,7.00,,,08/2020,,,12268,,,,12156,,,,1.4,,,,11287,
355,Mills Fleet Farm Group LLC*,,One stop,,L + 5.50,,,6.50,,,02/2022,,,5000,,,,4848,,,,0.6,,,,4900,
356,"Paper Source, Inc.  (4)",,One stop,,L + 6.25,,,N/A,(5),,09/2018,,,-,,,,(6,,,,-,,,,-,
357,"Paper Source, Inc.  *^#",,One stop,,L + 6.25,,,7.25,,,09/2018,,,12824,,,,12757,,,,1.6,,,,12824,
358,RCPSI Corporation  (4),,One stop,,L + 5.75,,,N/A,(5),,04/2020,,,-,,,,(3,,,,-,,,,-,
359,RCPSI Corporation*  ^#,,One stop,,L + 5.75,,,6.75,,,04/2021,,,22287,,,,21913,,,,2.7,,,,22287,
360,"Restaurant Holding Company, LLC  #",,Senior loan,,L + 7.75,,,8.75,,,02/2019,,,4818,,,,4789,,,,0.6,,,,4722,
361,"Rubio's Restaurants, Inc*^",,Senior loan,,L + 4.75,,,6.00,,,11/2018,,,8964,,,,8914,,,,1.1,,,,8874,
362,"Sneaker Villa, Inc.*^",,One stop,,L + 7.75,,,8.75,,,12/2020,,,12530,,,,12411,,,,1.5,,,,12530,
363,Specialty Commerce Corp.  (4),,One stop,,L + 6.00,,,N/A,(5),,07/2017,,,-,,,,(2,,,,-,,,,-,
364,Specialty Commerce Corp.,,One stop,,L + 6.00,,,7.50,,,07/2017,,,4073,,,,4059,,,,0.5,,,,4073,
365,,,,,,,,,,,,,,147307,,,,145282,,,,17.8,,,,145492,
366,Telecommunications,,,,,,,,,,,,,,,,,,,,,,,,,,
367,"Arise Virtual Solutions, Inc.  (4)",,One stop,,L + 6.00,,,N/A,(5),,12/2018,,,-,,,,(1,,,,-,,,,(5,
368,"Arise Virtual Solutions, Inc.^",,One stop,,L + 6.00,,,7.25,,,12/2018,,,1471,,,,1459,,,,0.2,,,,1382,
369,Hosting.com Inc.,,Senior loan,,L + 4.50,,,5.99,,,12/2017,,,85,,,,84,,,,-,,,,85,
370,Hosting.com Inc.*,,Senior loan,,L + 4.50,,,5.75,,,12/2017,,,755,,,,750,,,,0.1,,,,755,
371,,,,,,,,,,,,,,2311,,,,2292,,,,0.3,,,,2217,
372,Textile  and Leather,,,,,,,,,,,,,,,,,,,,,,,,,,
373,"5.11, Inc.*^",,Senior loan,,L + 5.00,,,6.00,,,02/2020,,,986,,,,982,,,,0.1,,,,986,
374,SHO Holding I Corporation  (4),,Senior loan,,L + 4.00,,,N/A,(5),,10/2021,,,-,,,,(1,,,,-,,,,-,
375,SHO Holding I Corporation*,,Senior loan,,L + 5.00,,,6.00,,,10/2022,,,2073,,,,2053,,,,0.3,,,,2063,
376,"Southern Tide, LLC",,One stop,,L + 6.75,,,7.75,,,06/2019,,,893,,,,887,,,,0.1,,,,893,
377,"Southern Tide, LLC^",,One stop,,L + 6.75,,,7.75,,,06/2019,,,4301,,,,4273,,,,0.5,,,,4301,
378,,,,,,,,,,,,,,8253,,,,8194,,,,1.0,,,,8243,
379,Utilities,,,,,,,,,,,,,,,,,,,,,,,,,,
380,"Arcos, LLC",,One stop,,L + 6.50,,,N/A,(5),,02/2021,,,-,,,,-,,,,-,,,,-,
381,"Arcos, LLC",,One stop,,L + 6.50,,,7.50,,,02/2021,,,4035,,,,3956,,,,0.5,,,,3994,
382,"PowerPlan Consultants, Inc.  (4)",,Senior loan,,L + 5.25,,,N/A,(5),,02/2021,,,-,,,,(6,,,,-,,,,-,
383,"PowerPlan Consultants,  Inc.  *#",,Senior loan,,L + 5.25,,,6.25,,,02/2022,,,6793,,,,6695,,,,0.8,,,,6793,
384,,,,,,,,,,,,,,10828,,,,10645,,,,1.3,,,,10787,
385,Total  non-controlled/non-affiliate company debt investments,,,,,,,,,,,,,1441644,,,,1423518,,,,174.2,,,,1421472,
386,,,,,Spread,,,,,,,,,,,,,Percentage,,,,,,,,,
387,,,Investment,,Above,,Interest,,,Maturity,,"Principal / Par ($),",,,Amortized,,,of,,,Fair,,,,,,
388,,,Type,,Index  (1),,Rate  (2),,,Date,,Shares/Units  (3),,,Cost,,,Net Assets,,,Value,,,,,,
389,Equity Investments  (10)(11),,,,,,,,,,,,,,,,,,,,,,,,,,
390,Aerospace and Defense,,,,,,,,,,,,,,,,,,,,,,,,,,
391,NTS Technical Systems,,Common stock,,N/A,,,N/A,,,N/A,,,2,,,,1506,,,,0.2,,,,1675,
392,"Tresys Technology Holdings, Inc.",,Common stock,,N/A,,,N/A,,,N/A,,,295,,,,295,,,,-,,,,-,
393,Whitcraft LLC,,Preferred stock B,,N/A,,,N/A,,,N/A,,,1,,,,670,,,,0.2,,,,1050,
394,Whitcraft LLC,,Warrant,,N/A,,,N/A,,,N/A,,,-,,,,-,,,,-,,,,204,
395,,,,,,,,,,,,,,,,,,2471,,,,0.4,,,,2929,
396,Automobile,,,,,,,,,,,,,,,,,,,,,,,,,,
397,"K&N Engineering, Inc.",,Preferred stock A,,N/A,,,N/A,,,N/A,,,-,,,,-,,,,-,,,,6,
398,"K&N Engineering, Inc.",,Preferred stock B,,N/A,,,N/A,,,N/A,,,-,,,,-,,,,-,,,,6,
399,"K&N Engineering, Inc.",,Common stock,,N/A,,,N/A,,,N/A,,,-,,,,-,,,,-,,,,47,
400,,,,,,,,,,,,,,,,,,-,,,,-,,,,59,
401,"Beverage, Food and Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,
402,"Atkins Nutritionals, Inc.",,LLC interest,,N/A,,,N/A,,,N/A,,,57,,,,746,,,,0.3,,,,2398,
403,"C. J. Foods, Inc.",,Preferred stock,,N/A,,,N/A,,,N/A,,,-,,,,157,,,,-,,,,219,
404,"First Watch Restaurants, Inc.",,Common stock,,N/A,,,N/A,,,N/A,,,9,,,,964,,,,0.2,,,,1530,
405,"Hopdoddy Holdings, LLC",,LLC interest,,N/A,,,N/A,,,N/A,,,27,,,,130,,,,-,,,,92,
406,"Hopdoddy Holdings, LLC",,LLC interest,,N/A,,,N/A,,,N/A,,,12,,,,36,,,,-,,,,20,
407,Julio & Sons Company,,LLC interest,,N/A,,,N/A,,,N/A,,,521,,,,521,,,,0.1,,,,732,
408,"Northern Brewer, LLC",,LLC interest,,N/A,,,N/A,,,N/A,,,438,,,,362,,,,-,,,,63,
409,"Richelieu Foods, Inc.",,LP interest,,N/A,,,N/A,,,N/A,,,220,,,,220,,,,-,,,,349,
410,"Tate's Bake Shop, Inc.",,LP interest,,N/A,,,N/A,,,N/A,,,462,,,,428,,,,0.1,,,,439,
411,Uinta Brewing Company,,LP interest,,N/A,,,N/A,,,N/A,,,462,,,,462,,,,-,,,,61,
412,United Craft Brews LLC,,LP interest,,N/A,,,N/A,,,N/A,,,1,,,,657,,,,0.1,,,,619,
413,,,,,,,,,,,,,,,,,,4683,,,,0.8,,,,6522,
414,Buildings and Real Estate,,,,,,,,,,,,,,,,,,,,,,,,,,
415,"Brooks Equipment Company,  LLC",,Common stock,,N/A,,,N/A,,,N/A,,,10,,,,1021,,,,0.1,,,,1008,
416,"Chemicals, Plastics and Rubber",,,,,,,,,,,,,,,,,,,,,,,,,,
417,"Flexan, LLC",,Preferred stock,,N/A,,,N/A,,,N/A,,,-,,,,72,,,,-,,,,79,
418,"Flexan, LLC",,Common stock,,N/A,,,N/A,,,N/A,,,1,,,,-,,,,-,,,,17,
419,,,,,,,,,,,,,,,,,,72,,,,-,,,,96,
420,"Containers, Packaging and  Glass",,,,,,,,,,,,,,,,,,,,,,,,,,
421,"Packaging Coordinators, Inc.  (7)",,Common stock,,N/A,,,N/A,,,N/A,,,25,,,,2065,,,,0.5,,,,3918,
422,"Packaging Coordinators,  Inc.",,Common stock,,N/A,,,N/A,,,N/A,,,48,,,,1563,,,,0.6,,,,4877,
423,,,,,,,,,,,,,,,,,,3628,,,,1.1,,,,8795,
424,Diversified Conglomerate  Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,
425,"Chase Industries, Inc.",,LLC units,,N/A,,,N/A,,,N/A,,,1,,,,1186,,,,0.2,,,,1345,
426,"Inventus Power, Inc",,Preferred stock,,N/A,,,N/A,,,N/A,,,-,,,,370,,,,-,,,,269,
427,"Inventus Power, Inc",,Common stock,,N/A,,,N/A,,,N/A,,,-,,,,-,,,,-,,,,-,
428,"Sunless Merger Sub, Inc.",,LP interest,,N/A,,,N/A,,,N/A,,,-,,,,160,,,,-,,,,-,
429,,,,,,,,,,,,,,,,,,1716,,,,0.2,,,,1614,
430,Diversified Conglomerate  Service,,,,,,,,,,,,,,,,,,,,,,,,,,
431,"Actiance, Inc.",,Warrant,,N/A,,,N/A,,,N/A,,,344,,,,82,,,,-,,,,84,
432,Agility Recovery Solutions Inc.,,Preferred stock,,N/A,,,N/A,,,N/A,,,67,,,,341,,,,0.1,,,,523,
433,"Daxko, LLC",,LLC units,,N/A,,,N/A,,,N/A,,,219,,,,219,,,,0.1,,,,482,
434,DISA Holdings Acquisition Subsidiary Corp.,,Common stock,,N/A,,,N/A,,,N/A,,,-,,,,154,,,,-,,,,34,
435,"HealthcareSource HR, Inc.",,LLC interest,,N/A,,,N/A,,,N/A,,,-,,,,348,,,,-,,,,321,
436,"Host Analytics, Inc.",,Warrant,,N/A,,,N/A,,,N/A,,,180,,,,-,,,,-,,,,92,
437,"Marathon Data Operating Co., LLC",,LLC units,,N/A,,,N/A,,,N/A,,,1,,,,264,,,,-,,,,-,
438,"Marathon Data Operating Co., LLC",,LLC units,,N/A,,,N/A,,,N/A,,,1,,,,264,,,,0.1,,,,536,
439,"Secure-24, LLC",,LLC units,,N/A,,,N/A,,,N/A,,,263,,,,263,,,,-,,,,380,
440,"Steelwedge Software, Inc.",,Warrant,,N/A,,,N/A,,,N/A,,,36575,,,,76,,,,-,,,,84,
441,"TA MHI Buyer, Inc.",,Preferred stock,,N/A,,,N/A,,,N/A,,,-,,,,202,,,,-,,,,188,
