,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
333,,"Emerge Intermediate, Inc.+(5)",One stop,,L + 8.50,,,N/A(6),,05/2024,,0,,,(2),,,0,,(18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,,Encorevet Group LLC+,One stop,,L + 5.25,(c),,6.25,,11/2024,,708,,,699,,,0,,708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,,Encorevet Group LLC+,Senior loan,,L + 5.25,(c),,6.25,,11/2024,,248,,,246,,,0,,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,,Encorevet Group LLC+,Senior loan,,L + 5.25,(c),,6.25,,11/2024,,111,,,111,,,0,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,,Encorevet Group LLC+,Senior loan,,L + 5.25,(c),,6.25,,11/2024,,69,,,69,,,0,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,,Encorevet Group LLC+,Senior loan,,L + 5.25,(c),,6.25,,11/2024,,58,,,57,,,0,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,,Encorevet Group LLC+,Senior loan,,L + 5.25,(c),,6.25,,11/2024,,10,,,10,,,0,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,,Encorevet Group LLC+,Senior loan,,L + 5.25,,,N/A(6),,11/2024,,0,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,,Eyecare Services Partners Holdings LLC+,One stop,,L + 6.25,(c),,7.25,,05/2023,,18137,,,18216,,,0.7,,16323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,,Eyecare Services Partners Holdings LLC*+,One stop,,L + 6.25,(c),,7.25,,05/2023,,7956,,,8060,,,0.3,,7160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,,Eyecare Services Partners Holdings LLC*#,One stop,,L + 6.25,(c),,7.25,,05/2023,,6968,,,7062,,,0.3,,6270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,,Eyecare Services Partners Holdings LLC+,One stop,,L + 6.25,(c),,7.25,,05/2023,,5128,,,5145,,,0.2,,4614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,,Eyecare Services Partners Holdings LLC*+,One stop,,L + 6.25,(c),,7.25,,05/2023,,2379,,,2411,,,0.1,,2141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,,Eyecare Services Partners Holdings LLC*+,One stop,,L + 6.25,(c),,7.25,,05/2023,,1527,,,1548,,,0.1,,1374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,,Eyecare Services Partners Holdings LLC*#,One stop,,L + 6.25,(c),,7.25,,05/2023,,1129,,,1144,,,0,,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,,Eyecare Services Partners Holdings LLC*#,One stop,,L + 6.25,(c),,7.25,,05/2023,,994,,,1008,,,0,,895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,,Eyecare Services Partners Holdings LLC*+,One stop,,L + 6.25,(c),,7.25,,05/2023,,642,,,649,,,0,,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,,Eyecare Services Partners Holdings LLC+,One stop,,L + 6.25,(c),,7.25,,05/2023,,400,,,399,,,0,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,,"FYI Optical Acquisitions, Inc. & FYI USA, Inc.~(8)(9)(12)",One stop,,L + 4.50,(m),,4.98,,03/2027,,11772,,,11673,,,0.5,,12527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,,"FYI Optical Acquisitions, Inc. & FYI USA, Inc.+(8)(9)(12)",One stop,,L + 4.50,(m),,4.94,,03/2027,,133,,,131,,,0,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,,"FYI Optical Acquisitions, Inc. & FYI USA, Inc.+(8)(12)",One stop,,L + 5.00,(c),,5.20,,03/2027,,20,,,19,,,0,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,,Klick Inc.+(8)(12),Senior loan,,L + 4.50,(c),,5.50,,03/2028,,10124,,,10023,,,0.4,,10023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,,Klick Inc.+(8)(12),Senior loan,,L + 4.50,(c),,5.50,,03/2026,,27,,,25,,,0,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,,"Krueger-Gilbert Health Physics, LLC+~",Senior loan,,L + 5.25,(c),,6.25,,05/2025,,2347,,,2336,,,0.1,,2347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,,"Krueger-Gilbert Health Physics, LLC+",Senior loan,,L + 5.25,(c),,6.25,,05/2025,,1173,,,1172,,,0,,1173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,,"Krueger-Gilbert Health Physics, LLC+",Senior loan,,L + 5.25,(c),,6.25,,05/2025,,1108,,,1142,,,0,,1108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,,"Krueger-Gilbert Health Physics, LLC+",Senior loan,,L + 5.25,(c),,6.25,,05/2025,,50,,,50,,,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,"MD Now Holdings, Inc.#+",One stop,,L + 5.00,(c),,6.00,,08/2024,,14470,,,14605,,,0.6,,14470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,,"MD Now Holdings, Inc.+",One stop,,L + 5.00,(c),,6.00,,08/2024,,622,,,622,,,0,,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,,"MD Now Holdings, Inc.+(5)",One stop,,L + 5.00,,,N/A(6),,08/2024,,0,,,(1),,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,,"Midwest Veterinary Partners, LLC+",One stop,,L + 5.75,(c),,6.75,,07/2025,,11360,,,11213,,,0.5,,11360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,,"Midwest Veterinary Partners, LLC+",One stop,,L + 5.75,(c),,6.75,,07/2025,,9757,,,9627,,,0.4,,9757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,,"Midwest Veterinary Partners, LLC^",One stop,,L + 5.75,(c),,6.75,,07/2025,,4252,,,4195,,,0.2,,4252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,,"Midwest Veterinary Partners, LLC+",One stop,,L + 5.75,(c),,6.75,,07/2025,,4120,,,4090,,,0.2,,4120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,,"Midwest Veterinary Partners, LLC#+",One stop,,L + 5.75,(c),,6.75,,07/2025,,1020,,,1012,,,0,,1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,,"Midwest Veterinary Partners, LLC+",One stop,,L + 5.75,(c),,6.75,,07/2025,,150,,,150,,,0,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,,"MWD Management, LLC & MWD Services, Inc.#+",One stop,,L + 5.50,(c),,6.50,,06/2023,,9333,,,9292,,,0.4,,9333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,,"MWD Management, LLC & MWD Services, Inc.#",One stop,,L + 5.50,(c),,6.50,,06/2023,,4494,,,4549,,,0.2,,4494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,,"MWD Management, LLC & MWD Services, Inc.+(5)",One stop,,L + 5.50,,,N/A(6),,06/2022,,0,,,(1),,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,,Health Care Providers & Services - (continued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,,"NVA Holdings, Inc.~",Senior loan,,L + 3.50,(a),,3.63,,02/2026,,,2840,,,,2817,,,0.1,,,2840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,,"Oliver Street Dermatology Holdings, LLC+(7)",One stop,,L + 6.25,(c),,7.25,,05/2022,,19249,,,17574,,,0.5,,12741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,,"Oliver Street Dermatology Holdings, LLC+(7)",One stop,,L + 6.25,(c),,7.25,,05/2022,,2234,,,1897,,,0.1,,1479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,,"Oliver Street Dermatology Holdings, LLC+(7)",One stop,,L + 6.25,(c),,7.25,,05/2022,,2116,,,1922,,,0.1,,1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,,"Oliver Street Dermatology Holdings, LLC+(7)",One stop,,L + 6.25,(c),,7.25,,05/2022,,1602,,,1361,,,0,,1061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,,"Oliver Street Dermatology Holdings, LLC+(7)",One stop,,L + 6.25,(c),,7.25,,05/2022,,1416,,,1202,,,0,,937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,,"Oliver Street Dermatology Holdings, LLC+(7)",One stop,,L + 6.25,(c),,7.25,,05/2022,,1232,,,1047,,,0,,816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,,"Oliver Street Dermatology Holdings, LLC+(7)",One stop,,L + 6.25,(c),,7.25,,05/2022,,960,,,815,,,0,,635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,,"Oliver Street Dermatology Holdings, LLC+(7)",One stop,,L + 6.25,(c),,7.25,,05/2022,,832,,,706,,,0,,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,,"Oliver Street Dermatology Holdings, LLC+(7)",One stop,,L + 6.25,(c),,7.25,,05/2022,,513,,,436,,,0,,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,,"Oliver Street Dermatology Holdings, LLC+(7)",One stop,,L + 6.25,(c)(f),,7.25,,05/2022,,291,,,266,,,0,,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,,"Oliver Street Dermatology Holdings, LLC+(7)",One stop,,L + 6.25,(c),,7.25,,05/2022,,97,,,89,,,0,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,,"Oliver Street Dermatology Holdings, LLC+(7)",One stop,,L + 6.25,(c),,7.25,,05/2022,,88,,,81,,,0,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,,"Oliver Street Dermatology Holdings, LLC+(7)",One stop,,L + 6.25,(c),,7.25,,05/2022,,69,,,63,,,0,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,,"Oliver Street Dermatology Holdings, LLC+(7)",One stop,,L + 6.25,(c),,7.25,,05/2022,,64,,,58,,,0,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,,"Pinnacle Treatment Centers, Inc.#",One stop,,L + 5.75,(c),,6.75,,1/1/2023,,19030,,,19083,,,0.8,,19030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,,"Pinnacle Treatment Centers, Inc.*",One stop,,L + 5.75,(c),,6.75,,1/1/2023,,7612,,,7569,,,0.3,,7612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,,"Pinnacle Treatment Centers, Inc.#+",One stop,,L + 5.75,(c),,6.75,,01/2023,,1563,,,1565,,,0.1,,1563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,,"Pinnacle Treatment Centers, Inc.^",One stop,,L + 5.75,(c),,6.75,,01/2023,,706,,,710,,,0,,706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,,"Pinnacle Treatment Centers, Inc.+",One stop,,L + 5.75,(c),,6.75,,01/2023,,186,,,187,,,0,,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,,"Pinnacle Treatment Centers, Inc.+^",One stop,,L + 5.75,(c),,6.75,,01/2023,,106,,,107,,,0,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,,"Pinnacle Treatment Centers, Inc.+",One stop,,L + 5.75,(c),,6.75,,01/2023,,38,,,37,,,0,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,,"Pinnacle Treatment Centers, Inc.+",One stop,,L + 5.75,,,N/A(6),,01/2023,,0,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,,"Pinnacle Treatment Centers, Inc.+",One stop,,L + 5.75,,,N/A(6),,01/2023,,0,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,,"PPT Management Holdings, LLC+",One stop,,L + 8.50,(c),,7.00 cash/2.50 PIK,,12/2022,,25170,,,24166,,,0.9,,22646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,,"PPT Management Holdings, LLC+",One stop,,L + 8.50,(c),,7.00 cash/2.50 PIK,,12/2022,,306,,,295,,,0,,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,,"PPT Management Holdings, LLC+",One stop,,L + 8.50,(c),,7.00 cash/2.50 PIK,,12/2022,,180,,,175,,,0,,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,,"PPT Management Holdings, LLC+",One stop,,L + 8.50,(c),,7.00 cash/2.50 PIK,,12/2022,,88,,,74,,,0,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,,"PPT Management Holdings, LLC+(5)",One stop,,L + 8.50,(c),,7.00 cash/2.50 PIK,,12/2022,,18,,,(1),,,0,,(24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,,"Pyramid Healthcare, Inc.*+",One stop,,L + 6.50,(c),,7.50,,08/2022,,13743,,,13638,,,0.5,,13743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,,"Pyramid Healthcare, Inc.+",One stop,,L + 6.50,(c),,7.50,,08/2022,,423,,,420,,,0,,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,,"Pyramid Healthcare, Inc.+",One stop,,L + 6.50,(c),,7.50,,08/2022,,306,,,303,,,0,,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,,"Pyramid Healthcare, Inc.+",One stop,,L + 6.50,(c),,7.50,,08/2022,,266,,,264,,,0,,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,,"Pyramid Healthcare, Inc.+",One stop,,L + 6.50,(c),,7.50,,8/1/2022,,103,,,102,,,0,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,,"Pyramid Healthcare, Inc.+",One stop,,L + 6.50,(c),,7.50,,08/2022,,41,,,41,,,0,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,,"Pyramid Healthcare, Inc.+(5)",One stop,,L + 6.50,,,N/A(6),,08/2022,,0,,,(5),,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,,"Riverchase MSO, LLC*#",Senior loan,,L + 6.75,(a),,6.75 cash/1.00 PIK,,10/2022,,9623,,,9697,,,0.4,,9623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,,"Riverchase MSO, LLC+",Senior loan,,P + 5.75,(f),,8.00 cash/1.00 PIK,,10/2022,,130,,,130,,,0,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,,RXH Buyer Corporation*#+,One stop,,L + 5.75,(c),,6.75,,09/2022,,27380,,,27411,,,1.1,,27380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,,RXH Buyer Corporation*#,One stop,,L + 5.75,(c),,6.75,,09/2022,,3099,,,3103,,,0.1,,3099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,,RXH Buyer Corporation+(5),One stop,,L + 5.75,,,N/A(6),,09/2022,,0,,,(1),,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,,"Summit Behavioral Healthcare, LLC*#+",Senior loan,,L + 5.00,(c),,6.00,,10/2023,,29492,,,29226,,,1.2,,29492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,,"Summit Behavioral Healthcare, LLC+",Senior loan,,L + 5.00,(c),,6.00,,10/2023,,905,,,878,,,0,,905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,,Health Care Providers & Services - (continued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,,"Summit Behavioral Healthcare, LLC+",Senior loan,,L + 5.00,(c),,6.00,,10/2023,,,100,,,,97,,,0,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,,"Veterinary Specialists of North America, LLC*#+",Senior loan,,L + 4.25,(a),,4.36,,04/2025,,41442,,,42699,,,1.7,,41442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,,"Veterinary Specialists of North America, LLC+",Senior loan,,L + 4.25,(a),,4.36,,04/2025,,11784,,,11780,,,0.5,,11784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,,"Veterinary Specialists of North America, LLC#+",Senior loan,,L + 4.25,(a),,4.36,,04/2025,,2857,,,2839,,,0.1,,2857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,,"Veterinary Specialists of North America, LLC*+",Senior loan,,L + 4.25,(a),,4.36,,04/2025,,1437,,,1483,,,0.1,,1437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,,"Veterinary Specialists of North America, LLC+(5)",Senior loan,,L + 4.25,,,N/A(6),,04/2025,,0,,,(2),,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,,"WHCG Management, LLC*#+",Senior loan,,L + 4.75,(d),,5.75,,03/2023,,15984,,,16058,,,0.6,,15825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,,"WHCG Management, LLC+",Senior loan,,L + 4.75,(d),,5.75,,03/2023,,5598,,,5569,,,0.2,,5542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,,"WHCG Management, LLC+",Senior loan,,L + 4.75,(d),,5.75,,03/2023,,1973,,,1968,,,0.1,,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,,"WHCG Management, LLC+",Senior loan,,L + 4.75,(d),,5.75,,03/2023,,336,,,334,,,0,,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,,"WHCG Management, LLC+",Senior loan,,L + 4.75,(d),,5.75,,03/2023,,196,,,197,,,0,,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,,"WHCG Management, LLC+(5)",Senior loan,,L + 4.75,,,N/A(6),,3/1/2023,,0,,,(73),,,0,,(74),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,,,,,,,,,,,,570634,,,558419,,,21.3,,531668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,,Health Care Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,,"Connexin Software, Inc.+~",One stop,,L + 8.50,(a),,9.50,,02/2024,,,7550,,,,7607,,,0.3,,,7550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,,"Connexin Software, Inc.+",One stop,,L + 8.50,,,N/A(6),,02/2024,,0,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,,"HealthcareSource HR, Inc.*#",One stop,,L + 6.25,(c),,7.25,,05/2023,,33563,,,33589,,,1.3,,33563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,,"HealthcareSource HR, Inc.+(5)",One stop,,L + 6.25,,,N/A(6),,05/2023,,0,,,(1),,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,,"HealthEdge Software, Inc.",One stop,,L + 6.25,(c),,7.25,,04/2026,,2000,,,1962,,,0.1,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,,"HealthEdge Software, Inc.+",One stop,,L + 6.25,(c),,7.25,,04/2026,,1008,,,1008,,,0.1,,1008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,,"HealthEdge Software, Inc.+",One stop,,L + 6.25,(c),,7.25,,04/2026,,225,,,223,,,0,,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,,"HealthEdge Software, Inc.+",One stop,,L + 6.25,(c),,7.25,,04/2026,,19,,,18,,,0,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,,"HSI Halo Acquisition, Inc.+~",One stop,,L + 5.75,(c),,6.75,,08/2026,,6281,,,6246,,,0.3,,6281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,,"HSI Halo Acquisition, Inc.+",One stop,,L + 5.75,(c),,6.75,,08/2026,,1972,,,1953,,,0.1,,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,,"HSI Halo Acquisition, Inc.+",One stop,,L + 5.75,(c),,6.75,,08/2026,,645,,,639,,,0,,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,,"HSI Halo Acquisition, Inc.+",One stop,,L + 5.75,(a),,6.75,,09/2025,,13,,,12,,,0,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,,"HSI Halo Acquisition, Inc.+(5)",One stop,,L + 5.75,,,N/A(6),,08/2026,,0,,,(13),,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,,"Kareo, Inc.+",One stop,,L + 9.00,(a),,10.00,,06/2022,,10273,,,10354,,,0.4,,10375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,,"Kareo, Inc.",One stop,,L + 9.00,(a),,10.00,,06/2022,,1506,,,1450,,,0.1,,1521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,,"Kareo, Inc.+",One stop,,L + 9.00,(a),,10.00,,06/2022,,941,,,951,,,0,,951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,,"Kareo, Inc.+",One stop,,L + 9.00,(a),,10.00,,06/2022,,753,,,761,,,0,,761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,,"Kareo, Inc.+",One stop,,L + 9.00,(a),,10.00,,06/2022,,80,,,81,,,0,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,,"Nextech Holdings, LLC^",One stop,,L + 5.50,(c),,5.71,,06/2025,,3991,,,4052,,,0.2,,3912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,,"Nextech Holdings, LLC+",One stop,,L + 5.50,(b),,5.65,,06/2025,,1947,,,1933,,,0.1,,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,,"Nextech Holdings, LLC+(5)",One stop,,L + 5.50,,,N/A(6),,06/2025,,0,,,(3),,,0,,(12),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,,"Nextech Holdings, LLC+(5)",One stop,,L + 5.50,,,N/A(6),,06/2025,,0,,,(3),,,0,,(8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,,"Qgenda Intermediate Holdings, LLC^",One stop,,L + 5.50,(c),,6.50,,06/2025,,15199,,,15199,,,0.6,,15199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,,"Qgenda Intermediate Holdings, LLC#+",One stop,,L + 5.50,(c),,6.50,,06/2025,,12380,,,12266,,,0.5,,12380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,,"Qgenda Intermediate Holdings, LLC#",One stop,,L + 5.50,(c),,6.50,,06/2025,,988,,,988,,,0,,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
