,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
207,"Maverick Healthcare Group, LLC*",,Senior loan,,L + 5.50,,,7.25,,,12/2016,,,1963,,,,1935,,,,0.3,,,,1963,,,,,
208,"Paradigm Management Services, LLC^",,Senior loan,,L + 4.50,,,5.51,,,01/2019,,,2726,,,,2708,,,,0.4,,,,2726,,,,,
209,"Pentec Acquisition Sub, Inc.  (3)",,Senior loan,,L + 5.00,,,N/A,(4),,05/2017,,,-,,,,(2,,,,-,,,,-,,,,,
210,"Pentec Acquisition Sub, Inc.*",,Senior loan,,L + 5.00,,,6.25,,,05/2018,,,1666,,,,1648,,,,0.2,,,,1666,,,,,
211,Premise Health Holding Corp.  (3),,One stop,,L + 5.00,,,N/A,(4),,06/2020,,,-,,,,(39,,,,-,,,,-,,,,,
212,Premise Health Holding Corp.*^,,One stop,,L + 5.00,,,6.00,,,06/2020,,,26921,,,,26716,,,,3.7,,,,26921,,,,,
213,"Pyramid Healthcare, Inc.",,One stop,,P + 4.50,,,7.75,,,08/2019,,,127,,,,122,,,,-,,,,127,,,,,
214,"Pyramid Healthcare, Inc.^",,One stop,,L + 5.75,,,6.75,,,08/2019,,,7569,,,,7511,,,,1.0,,,,7569,,,,,
215,"Radiology Partners, Inc.  (3)",,One stop,,L + 5.00,,,N/A,(4),,09/2020,,,-,,,,(7,,,,-,,,,-,,,,,
216,"Radiology Partners, Inc.*^",,One stop,,L + 5.00,,,6.00,,,09/2020,,,17123,,,,16875,,,,2.3,,,,17123,,,,,
217,"Radiology Partners, Inc.  (3)",,One stop,,L + 5.00,,,N/A,(4),,09/2020,,,-,,,,(42,,,,-,,,,-,,,,,
218,"Reliant Pro ReHab, LLC",,Senior loan,,P + 4.00,,,7.25,,,06/2017,,,383,,,,376,,,,0.1,,,,383,,,,,
219,"Reliant Pro ReHab, LLC*",,Senior loan,,L + 5.00,,,6.00,,,06/2017,,,3263,,,,3237,,,,0.4,,,,3263,,,,,
220,Southern Anesthesia and Surgical  (3),,One stop,,L + 5.50,,,N/A,(4),,11/2017,,,-,,,,(8,,,,-,,,,-,,,,,
221,Southern Anesthesia and Surgical,,One stop,,L + 5.50,,,6.50,,,11/2017,,,5667,,,,5582,,,,0.8,,,,5667,,,,,
222,Southern Anesthesia and Surgical  (3),,One stop,,L + 5.50,,,N/A,(4),,11/2017,,,-,,,,(33,,,,-,,,,-,,,,,
223,"Spear Education, LLC  (3)",,One stop,,L + 5.50,,,N/A,(4),,08/2019,,,-,,,,(5,,,,-,,,,-,,,,,
224,"Spear Education, LLC*^",,One stop,,L + 5.50,,,6.50,,,08/2019,,,5990,,,,5950,,,,0.8,,,,5990,,,,,
225,"Spear Education, LLC  (3)",,One stop,,L + 5.50,,,N/A,(4),,08/2019,,,-,,,,-,,,,-,,,,-,,,,,
226,"Surgical Information Systems, LLC^",,Senior loan,,L + 3.50,,,4.51,,,09/2018,,,1983,,,,1979,,,,0.3,,,,1983,,,,,
227,"U.S. Anesthesia Partners, Inc.",,One stop,,L + 5.00,,,6.00,,,12/2019,,,5970,,,,5943,,,,0.8,,,,5970,,,,,
228,"WIL Research Company, Inc.*",,Senior loan,,L + 4.50,,,5.75,,,02/2018,,,772,,,,767,,,,0.1,,,,749,,,,,
229,"Young Innovations, Inc.",,Senior loan,,P + 3.25,,,6.50,,,01/2018,,,46,,,,46,,,,-,,,,46,,,,,
230,"Young Innovations, Inc.*",,Senior loan,,L + 4.25,,,5.25,,,01/2019,,,1153,,,,1146,,,,0.2,,,,1153,,,,,
231,,,,,,,,,,,,,,222765,,,,219686,,,,29.5,,,,217743,,,,,
232,"Home  and Office Furnishings, Housewares, and Durable Consumer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,"Plano Molding Company, LLC^",,Senior loan,,L + 4.25,,,5.25,,,10/2018,,,1946,,,,1935,,,,0.3,,,,1946,,,,,
234,"WII Components, Inc.",,Senior loan,,P + 3.50,,,6.75,,,07/2018,,,6,,,,5,,,,-,,,,6,,,,,
235,"WII Components, Inc.*",,Senior loan,,L + 4.50,,,5.50,,,07/2018,,,1108,,,,1103,,,,0.2,,,,1108,,,,,
236,Zenith Products Corporation  (6),,One stop,,P + 3.75,,,7.00,,,09/2013,,,81,,,,48,,,,-,,,,41,,,,,
237,Zenith Products Corporation*  (6),,One stop,,P + 5.50,,,8.75,,,09/2013,,,4376,,,,3927,,,,0.3,,,,2188,,,,,
238,,,,,,,,,,,,,,7517,,,,7018,,,,0.8,,,,5289,,,,,
239,Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,"Captive Resources Midco, LLC  (3)",,One stop,,L + 5.00,,,N/A,(4),,01/2019,,,-,,,,(14,,,,-,,,,-,,,,,
241,"Captive Resources Midco,  LLC*^",,One stop,,L + 5.00,,,6.50,,,01/2019,,,19603,,,,19448,,,,2.7,,,,19603,,,,,
242,,,,,,,,,,,,,,19603,,,,19434,,,,2.7,,,,19603,,,,,
243,Investment  Funds and Vehicles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Senior Loan Fund LLC  (7)(8),,Subordinated debt,,L + 8.00,,,8.17,,,05/2020,,,41557,,,,41557,,,,5.6,,,,41557,,,,,
245,"Leisure,  Amusement, Motion Pictures and Entertainment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,"Competitor Group, Inc.",,One stop,,L + 7.75,,,9.00,,,11/2018,,,884,,,,875,,,,0.1,,,,769,,,,,
247,"Competitor Group, Inc.*",,One stop,,L + 9.25,,,9.00  cash/1.50 PIK,,,11/2018,,,12856,,,,12721,,,,1.6,,,,11570,,,,,
248,"Octane Fitness, LLC  (3)",,One stop,,L + 5.25,,,N/A,(4),,10/2018,,,-,,,,(3,,,,-,,,,-,,,,,
249,"Octane Fitness, LLC*",,One stop,,L + 5.25,,,6.50,,,10/2018,,,7910,,,,7881,,,,1.1,,,,7910,,,,,
250,"Self Esteem Brands, LLC  (3)",,Senior loan,,L + 4.00,,,N/A,(4),,02/2020,,,-,,,,(4,,,,-,,,,-,,,,,
251,"Self Esteem Brands, LLC^",,Senior loan,,L + 4.00,,,5.00,,,02/2020,,,3931,,,,3912,,,,0.5,,,,3931,,,,,
252,"Starplex Operating, L.L.C.  (3)",,One stop,,L + 7.00,,,N/A,(4),,12/2017,,,-,,,,(11,,,,-,,,,-,,,,,
253,"Starplex Operating, L.L.C.*^",,One stop,,L + 7.00,,,8.00,,,12/2017,,,10029,,,,9887,,,,1.4,,,,10029,,,,,
254,"Titan Fitness, LLC  (3)",,One stop,,L + 6.50,,,N/A,(4),,09/2019,,,-,,,,(20,,,,-,,,,-,,,,,
255,"Titan Fitness, LLC*",,One stop,,L + 6.50,,,7.75,,,09/2019,,,13533,,,,13299,,,,1.8,,,,13533,,,,,
256,"Titan Fitness, LLC  (3)",,One stop,,L + 6.50,,,N/A,(4),,09/2019,,,-,,,,(20,,,,-,,,,-,,,,,
257,,,,,,,,,,,,,,49143,,,,48517,,,,6.5,,,,47742,,,,,
258,"Mining,  Steel, Iron and Non-Precious Metals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,"Benetech, Inc.",,One stop,,P + 7.75,,,11.00,,,10/2017,,,373,,,,366,,,,0.1,,,,373,,,,,
260,,,,,Spread,,,,,,,,,,,,,Percentage,,,,,,,,,,,,,
261,,,Investment,,Above,,Interest,,,Maturity,,Principal / Par,,,,,,of,,,Fair,,,,,,,,,,
262,,,Type,,Index  (1),,Rate  (2),,,Date,,Amount,,,Cost,,,Net Assets,,,Value,,,,,,,,,,
263,"Benetech,  Inc.*",,One stop,,L + 9.00,,,10.25,,,10/2017,,,4882,,,,4850,,,,0.7,,,,4882,,,,,
264,,,,,,,,,,,,,,5255,,,,5216,,,,0.8,,,,5255,,,,,
265,Oil and Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,"Drilling Info, Inc.  (3)(5)",,One stop,,L + 5.00,,,N/A,(4),,06/2018,,,-,,,,(1,,,,-,,,,-,,,,,
267,"Drilling Info, Inc.  (5)",,One stop,,L + 5.00,,,6.00,,,06/2018,,,1291,,,,1282,,,,0.2,,,,1291,,,,,
268,"Drilling Info, Inc.  (3)(5)",,One stop,,L + 5.00,,,N/A,(4),,06/2018,,,-,,,,(6,,,,-,,,,-,,,,,
269,,,,,,,,,,,,,,1291,,,,1275,,,,0.2,,,,1291,,,,,
270,Personal and Non-Durable  Consumer Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,The Hygenic Corporation  (3),,Senior loan,,L + 5.00,,,N/A,(4),,10/2019,,,-,,,,(5,,,,-,,,,(5,,,,,
272,The Hygenic Corporation*,,Senior loan,,L + 5.00,,,6.00,,,10/2020,,,3284,,,,3235,,,,0.4,,,,3234,,,,,
273,"Massage Envy, LLC  (3)",,One stop,,L + 7.25,,,N/A,(4),,09/2018,,,-,,,,(11,,,,-,,,,-,,,,,
274,"Massage Envy, LLC*",,One stop,,L + 7.25,,,8.50,,,09/2018,,,15995,,,,15763,,,,2.2,,,,15995,,,,,
275,"Orthotics Holdings, Inc  (3)",,One stop,,L + 5.00,,,N/A,(4),,02/2020,,,-,,,,(15,,,,-,,,,(13,,,,,
276,"Orthotics Holdings, Inc  (3)(8)",,One stop,,L + 5.00,,,N/A,(4),,02/2020,,,-,,,,(2,,,,-,,,,(1,,,,,
277,"Orthotics Holdings, Inc*",,One stop,,L + 5.00,,,6.00,,,02/2020,,,8503,,,,8398,,,,1.1,,,,8418,,,,,
278,"Orthotics Holdings, Inc*  (8)",,One stop,,L + 5.00,,,6.00,,,02/2020,,,1394,,,,1377,,,,0.2,,,,1380,,,,,
279,"Orthotics Holdings, Inc  (3)",,One stop,,L + 5.00,,,N/A,(4),,02/2020,,,-,,,,(17,,,,-,,,,(14,,,,,
280,Rug Doctor LLC  (3),,Senior loan,,L + 5.25,,,N/A,(4),,12/2016,,,-,,,,(7,,,,-,,,,-,,,,,
281,Rug Doctor LLC*,,Senior loan,,L + 5.25,,,6.25,,,12/2016,,,5226,,,,5196,,,,0.7,,,,5226,,,,,
282,Team Technologies Acquisition Company^,,Senior loan,,L + 4.75,,,6.00,,,12/2017,,,4807,,,,4772,,,,0.7,,,,4807,,,,,
283,Team Technologies Acquisition  Company,,Senior loan,,P + 3.50,,,6.75,,,12/2017,,,101,,,,99,,,,-,,,,101,,,,,
284,,,,,,,,,,,,,,39310,,,,38783,,,,5.3,,,,39128,,,,,
285,"Personal, Food and Miscellaneous  Services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Focus Brands Inc.^,,Second lien,,L + 9.00,,,10.25,,,08/2018,,,11194,,,,11105,,,,1.5,,,,11250,,,,,
287,"Ignite Restaurant Group, Inc (Joe's Crab Shack)^",,One stop,,L + 7.00,,,8.00,,,02/2019,,,6139,,,,6060,,,,0.8,,,,6139,,,,,
288,PetVet Care Centers LLC  (3),,Senior loan,,L + 4.50,,,N/A,(4),,12/2019,,,-,,,,(24,,,,-,,,,(14,,,,,
289,PetVet Care Centers LLC  (3),,Senior loan,,L + 4.50,,,N/A,(4),,12/2020,,,-,,,,(44,,,,-,,,,(25,,,,,
290,PetVet Care Centers LLC*^,,Senior loan,,L + 4.50,,,5.50,,,12/2020,,,11911,,,,11698,,,,1.6,,,,11791,,,,,
291,Vetcor Merger Sub LLC  (3),,One stop,,L + 6.00,,,N/A,(4),,12/2017,,,-,,,,(5,,,,-,,,,-,,,,,
292,Vetcor Merger Sub LLC*^,,One stop,,L + 6.00,,,6.75,,,12/2017,,,5803,,,,5734,,,,0.8,,,,5803,,,,,
293,Vetcor Merger Sub LLC  (3),,One stop,,L + 6.00,,,N/A,(4),,12/2017,,,-,,,,(15,,,,-,,,,-,,,,,
294,Vetcor Merger Sub LLC^,,One stop,,L + 6.00,,,6.75,,,12/2017,,,368,,,,368,,,,-,,,,368,,,,,
295,Vetcor Merger Sub LLC^,,One stop,,L + 6.00,,,6.75,,,12/2017,,,569,,,,569,,,,0.1,,,,569,,,,,
296,Vetcor Merger Sub LLC^,,One stop,,L + 6.00,,,6.75,,,12/2017,,,381,,,,381,,,,0.1,,,,381,,,,,
297,Vetcor Merger Sub LLC^,,One stop,,L + 6.00,,,6.75,,,12/2017,,,644,,,,644,,,,0.1,,,,644,,,,,
298,Vetcor Merger Sub LLC^,,One stop,,L + 6.00,,,6.75,,,12/2017,,,62,,,,62,,,,-,,,,62,,,,,
299,Vetcor Merger Sub LLC,,One stop,,L + 6.00,,,6.75,,,12/2017,,,841,,,,841,,,,0.1,,,,841,,,,,
300,,,,,,,,,,,,,,37912,,,,37374,,,,5.1,,,,37809,,,,,
301,Printing and Publishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,"Market Track, LLC",,One stop,,P + 5.00,,,8.25,,,10/2019,,,554,,,,532,,,,0.1,,,,554,,,,,
303,"Market Track, LLC*^",,One stop,,L + 6.00,,,7.25,,,10/2019,,,29124,,,,28828,,,,3.9,,,,29124,,,,,
304,"Market Track, LLC",,One stop,,L + 6.00,,,7.25,,,10/2019,,,2208,,,,2187,,,,0.3,,,,2208,,,,,
305,"Market Track, LLC",,One stop,,L + 6.00,,,7.25,,,10/2019,,,415,,,,381,,,,0.1,,,,415,,,,,
306,,,,,,,,,,,,,,32301,,,,31928,,,,4.4,,,,32301,,,,,
307,Retail Stores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,"Benihana, Inc.",,One stop,,P + 4.25,,,7.50,,,07/2018,,,434,,,,381,,,,0.1,,,,434,,,,,
309,"Benihana, Inc.*^",,One stop,,L + 5.50,,,6.75,,,01/2019,,,15475,,,,15114,,,,2.1,,,,15475,,,,,
310,"Capital Vision Services, LLC  (3)",,One stop,,L + 6.00,,,N/A,(4),,12/2019,,,-,,,,(20,,,,-,,,,-,,,,,
311,"Capital Vision Services, LLC*^",,One stop,,L + 6.00,,,7.00,,,12/2019,,,26718,,,,26487,,,,3.6,,,,26718,,,,,
312,"Capital Vision Services, LLC^",,One stop,,L + 6.00,,,7.00,,,12/2019,,,1506,,,,1494,,,,0.2,,,,1506,,,,,
313,"Capital Vision Services, LLC",,One stop,,L + 6.00,,,7.00,,,12/2019,,,1518,,,,1511,,,,0.2,,,,1518,,,,,
314,"Capital Vision Services, LLC",,One stop,,L + 6.00,,,7.00,,,12/2019,,,771,,,,762,,,,0.1,,,,771,,,,,
315,"Cycle Gear, Inc.",,One stop,,L + 6.00,,,7.00,,,01/2020,,,290,,,,272,,,,-,,,,275,,,,,
316,"Cycle Gear, Inc.",,One stop,,L + 6.00,,,7.00,,,01/2020,,,6519,,,,6379,,,,0.9,,,,6454,,,,,
317,"DentMall MSO, LLC",,One stop,,L + 5.00,,,6.00,,,07/2019,,,1232,,,,1209,,,,0.2,,,,1232,,,,,
318,"DentMall MSO, LLC",,One stop,,L + 5.00,,,6.00,,,07/2019,,,10303,,,,10214,,,,1.4,,,,10303,,,,,
319,"DTLR, Inc.*^",,One stop,,L + 8.00,,,11.00,,,12/2015,,,15459,,,,15420,,,,2.1,,,,15459,,,,,
320,"Elite Sportswear, L.P.  (3)",,Senior loan,,L + 5.00,,,N/A,(4),,03/2020,,,-,,,,(7,,,,-,,,,(7,,,,,
321,"Elite Sportswear, L.P.",,Senior loan,,L + 5.00,,,6.00,,,03/2020,,,2863,,,,2807,,,,0.4,,,,2835,,,,,
322,"Express Oil Change, LLC",,Senior loan,,L + 5.00,,,6.00,,,12/2017,,,152,,,,148,,,,-,,,,152,,,,,
323,"Express Oil Change, LLC*",,Senior loan,,L + 5.00,,,6.00,,,12/2017,,,3772,,,,3741,,,,0.5,,,,3772,,,,,
324,"Express Oil Change, LLC",,Senior loan,,L + 5.00,,,6.00,,,12/2017,,,107,,,,106,,,,-,,,,107,,,,,
325,"Express Oil Change, LLC",,Senior loan,,L + 5.00,,,6.00,,,12/2017,,,1406,,,,1400,,,,0.2,,,,1406,,,,,
326,,,,,Spread,,,,,,,,,,,,,Percentage,,,,,,,,,,,,,
327,,,Investment,,Above,,Interest,,,Maturity,,Principal / Par,,,,,,of,,,Fair,,,,,,,,,,
328,,,Type,,Index  (1),,Rate  (2),,,Date,,Amount,,,Cost,,,Net Assets,,,Value,,,,,,,,,,
329,"Floor & Decor Outlets of America,  Inc.*^",,One stop,,L + 6.50,,,7.75,,,05/2019,,,11186,,,,11091,,,,1.5,,,,11186,,,,,
330,"Marshall Retail Group, LLC, The",,One stop,,L + 6.00,,,7.00,,,08/2019,,,585,,,,560,,,,0.1,,,,585,,,,,
331,"Marshall Retail Group, LLC, The  (3)",,One stop,,L + 6.00,,,N/A,(4),,08/2020,,,-,,,,(10,,,,-,,,,-,,,,,
332,"Marshall Retail Group, LLC, The^",,One stop,,L + 6.00,,,7.00,,,08/2020,,,12392,,,,12253,,,,1.7,,,,12392,,,,,
333,"Paper Source, Inc.  (3)",,One stop,,L + 6.25,,,N/A,(4),,09/2018,,,-,,,,(9,,,,-,,,,-,,,,,
334,"Paper Source, Inc.*^",,One stop,,L + 6.25,,,7.25,,,09/2018,,,12514,,,,12426,,,,1.7,,,,12514,,,,,
335,"Restaurant Holding Company, LLC",,Senior loan,,L + 7.75,,,8.75,,,02/2019,,,4952,,,,4913,,,,0.6,,,,4357,,,,,
336,"Rubio's Restaurants, Inc",,Senior loan,,L + 4.75,,,6.00,,,11/2018,,,4094,,,,4094,,,,0.6,,,,4094,,,,,
337,"Sneaker Villa, Inc.",,One stop,,P + 7.00,,,11.50,,,12/2017,,,1253,,,,1238,,,,0.2,,,,1253,,,,,
338,"Sneaker Villa, Inc.",,One stop,,L + 8.50,,,10.00,,,12/2017,,,4375,,,,4297,,,,0.6,,,,4375,,,,,
339,"Sneaker Villa, Inc.^",,One stop,,L + 8.50,,,10.00,,,12/2017,,,627,,,,619,,,,0.1,,,,627,,,,,
340,"Sneaker Villa, Inc.^",,One stop,,L + 8.50,,,10.00,,,12/2017,,,1222,,,,1208,,,,0.2,,,,1222,,,,,
341,"Sneaker Villa, Inc.  (3)",,One stop,,L + 8.50,,,N/A,(4),,12/2017,,,-,,,,(14,,,,-,,,,-,,,,,
342,"Sneaker Villa, Inc.^",,One stop,,L + 8.50,,,10.00,,,12/2017,,,4207,,,,4172,,,,0.6,,,,4207,,,,,
343,"Sneaker Villa, Inc.",,One stop,,L + 8.50,,,10.00,,,12/2017,,,2255,,,,2235,,,,0.3,,,,2255,,,,,
344,Specialty Catalog Corp.  (3),,One stop,,L + 6.00,,,N/A,(4),,07/2017,,,-,,,,(4,,,,-,,,,-,,,,,
345,Specialty Catalog Corp.,,One stop,,L + 6.00,,,7.50,,,07/2017,,,4449,,,,4422,,,,0.6,,,,4449,,,,,
346,Vision Source L.P.,,One stop,,L + 6.00,,,7.00,,,08/2019,,,205,,,,202,,,,-,,,,205,,,,,
347,Vision Source L.P.*^,,One stop,,L + 6.00,,,7.00,,,08/2019,,,17671,,,,17568,,,,2.4,,,,17671,,,,,
348,,,,,,,,,,,,,,170512,,,,168679,,,,23.2,,,,169802,,,,,
349,Telecommunications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,"Arise Virtual Solutions, Inc.  (3)",,One stop,,L + 5.50,,,N/A,(4),,12/2018,,,-,,,,(10,,,,-,,,,-,,,,,
351,"Arise Virtual Solutions, Inc.*^",,One stop,,L + 5.50,,,6.75,,,12/2018,,,13692,,,,13591,,,,1.9,,,,13692,,,,,
352,Hosting.com Inc.,,Senior loan,,P + 3.25,,,6.50,,,12/2017,,,27,,,,26,,,,-,,,,27,,,,,
353,Hosting.com Inc.*,,Senior loan,,L + 4.50,,,5.75,,,12/2017,,,826,,,,817,,,,0.1,,,,826,,,,,
354,"ITC Global, Inc.",,One stop,,L + 6.75,,,8.15,,,07/2018,,,1445,,,,1434,,,,0.2,,,,1445,,,,,
355,"ITC Global, Inc.*",,One stop,,L + 6.75,,,7.75,,,07/2018,,,8215,,,,8153,,,,1.1,,,,8215,,,,,
356,"ITC Global, Inc.^",,One stop,,L + 6.75,,,7.75,,,07/2018,,,1402,,,,1391,,,,0.2,,,,1402,,,,,
357,,,,,,,,,,,,,,25607,,,,25402,,,,3.5,,,,25607,,,,,
358,Textile and Leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,"5.11, Inc.*^",,Senior loan,,L + 5.00,,,6.00,,,02/2020,,,1025,,,,1021,,,,0.1,,,,1028,,,,,
360,"Southern Tide, LLC",,One stop,,L + 6.75,,,7.75,,,06/2019,,,268,,,,260,,,,-,,,,268,,,,,
361,"Southern Tide, LLC^",,One stop,,L + 6.75,,,7.75,,,06/2019,,,4075,,,,4041,,,,0.6,,,,4075,,,,,
362,,,,,,,,,,,,,,5368,,,,5322,,,,0.7,,,,5371,,,,,
363,Utilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,"PowerPlan Consultants, Inc.  (3)",,Senior loan,,L + 5.25,,,N/A,(4),,02/2021,,,-,,,,(26,,,,-,,,,(27,,,,,
365,"PowerPlan Consultants,  Inc.^",,Senior loan,,L + 5.25,,,6.25,,,02/2022,,,17171,,,,16918,,,,2.3,,,,16914,,,,,
366,,,,,,,,,,,,,,17171,,,,16892,,,,2.3,,,,16887,,,,,
367,Total  debt investments United States,,,,,,,,,,,,,1379613,,,,1361721,,,,184.4,,,,1359692,,,,,
368,Fair Value as a percentage of Principal Amount,,,,,,,,,,,,,,,,,,,,,,,,,98.6,,,,,
369,,,,,Spread,,,,,,,,,,,,,,,Percentage,,,,,,,,,,,
370,,,Investment,,Above,,,Interest,,,Maturity,,,Shares /,,,,,,of,,,Fair,,,,,,,,
371,,,Type,,Index  (1),,,Rate  (2),,,Date,,,Contracts,,,Cost,,,Net Assets,,,Value,,,,,,,,
372,Equity Investments  (9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,Aerospace and Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,NTS Technical Systems,,Common stock,,,N/A,,,,N/A,,,,N/A,,,,2,,,,1506,,,,0.3,,,,1995,
375,"Tresys Technology Holdings, Inc.",,Common stock,,,N/A,,,,N/A,,,,N/A,,,,295,,,,295,,,,-,,,,-,
376,Whitcraft LLC,,Preferred stock B,,,N/A,,,,N/A,,,,N/A,,,,1,,,,670,,,,0.1,,,,499,
377,Whitcraft LLC,,Warrant,,,N/A,,,,N/A,,,,N/A,,,,-,,,,-,,,,-,,,,97,
378,,,,,,,,,,,,,,,,,,,,,,2471,,,,0.4,,,,2591,
379,Automobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,"K&N Engineering, Inc.",,Preferred stock A,,,N/A,,,,N/A,,,,N/A,,,,-,,,,-,,,,-,,,,9,
381,"K&N Engineering, Inc.",,Preferred stock B,,,N/A,,,,N/A,,,,N/A,,,,-,,,,-,,,,-,,,,9,
382,"K&N Engineering, Inc.",,Common stock,,,N/A,,,,N/A,,,,N/A,,,,-,,,,-,,,,-,,,,74,
383,,,,,,,,,,,,,,,,,,,,,,-,,,,-,,,,92,
384,"Beverage, Food and Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,"Atkins Nutritionals, Inc.",,LLC interest,,,N/A,,,,N/A,,,,N/A,,,,57,,,,746,,,,0.2,,,,1420,
386,"C. J. Foods, Inc.",,Preferred stock,,,N/A,,,,N/A,,,,N/A,,,,0,,,,157,,,,-,,,,162,
387,"First Watch Restaurants, Inc.",,Common stock,,,N/A,,,,N/A,,,,N/A,,,,8,,,,816,,,,0.1,,,,951,
388,"Goode Seed Co-Invest, LLC",,LLC units,,,N/A,,,,N/A,,,,N/A,,,,356,,,,356,,,,0.1,,,,437,
389,Julio & Sons Company,,LLC interest,,,N/A,,,,N/A,,,,N/A,,,,521,,,,521,,,,0.1,,,,499,
390,"Northern Brewer, LLC",,LLC interest,,,N/A,,,,N/A,,,,N/A,,,,438,,,,362,,,,-,,,,25,
391,"Richelieu Foods, Inc.",,LP interest,,,N/A,,,,N/A,,,,N/A,,,,220,,,,220,,,,-,,,,116,
392,"Tate's Bake Shop, Inc.",,LP interest,,,N/A,,,,N/A,,,,N/A,,,,-,,,,462,,,,-,,,,474,
393,Uinta Brewing Company,,LP interest,,,N/A,,,,N/A,,,,N/A,,,,-,,,,462,,,,0.1,,,,486,
394,United Craft Brews LLC,,LP interest,,,N/A,,,,N/A,,,,N/A,,,,-,,,,657,,,,0.1,,,,657,
395,,,,,,,,,,,,,,,,,,,,,,4759,,,,0.7,,,,5227,
396,Buildings and Real Estate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,"Brooks Equipment Company,  LLC",,Common stock,,,N/A,,,,N/A,,,,N/A,,,,10,,,,1021,,,,0.1,,,,1045,
398,"Chemicals, Plastics and Rubber",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,"Flexan, LLC",,Preferred stock,,,N/A,,,,N/A,,,,N/A,,,,-,,,,73,,,,-,,,,73,
400,"Flexan, LLC",,Common stock,,,N/A,,,,N/A,,,,N/A,,,,1,,,,-,,,,-,,,,-,
401,,,,,,,,,,,,,,,,,,,,,,73,,,,-,,,,73,
402,"Containers, Packaging and  Glass",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,"Packaging Coordinators, Inc.  (8)",,Common stock,,,N/A,,,,N/A,,,,N/A,,,,25,,,,2065,,,,0.4,,,,2517,
404,"Packaging Coordinators,  Inc.",,Common stock,,,N/A,,,,N/A,,,,N/A,,,,48,,,,1563,,,,0.3,,,,2175,
405,,,,,,,,,,,,,,,,,,,,,,3628,,,,0.7,,,,4692,
406,Diversified Conglomerate  Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,"Chase Industries, Inc.",,LLC units,,,N/A,,,,N/A,,,,N/A,,,,1,,,,1186,,,,0.2,,,,1227,
408,ICCN Acquisition Corp.,,Preferred stock,,,N/A,,,,N/A,,,,N/A,,,,-,,,,162,,,,-,,,,159,
409,ICCN Acquisition Corp.,,Common stock,,,N/A,,,,N/A,,,,N/A,,,,-,,,,-,,,,-,,,,-,
410,"Sunless Merger Sub, Inc.",,LP interest,,,N/A,,,,N/A,,,,N/A,,,,-,,,,160,,,,-,,,,-,
411,"TIDI Products, LLC",,LLC units,,,N/A,,,,N/A,,,,N/A,,,,353,,,,207,,,,0.1,,,,561,
412,,,,,,,,,,,,,,,,,,,,,,1715,,,,0.3,,,,1947,
413,Diversified Conglomerate  Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Agility Recovery Solutions Inc.,,Preferred stock,,,N/A,,,,N/A,,,,N/A,,,,67,,,,430,,,,0.1,,,,430,
415,"Daxko, LLC",,LLC units,,,N/A,,,,N/A,,,,N/A,,,,219,,,,219,,,,-,,,,238,
416,DISA Holdings Acquisition Subsidiary Corp.,,Common stock,,,N/A,,,,N/A,,,,N/A,,,,-,,,,154,,,,-,,,,154,
417,"Host Analytics, Inc.",,Warrant,,,N/A,,,,N/A,,,,N/A,,,,180,,,,-,,,,-,,,,-,
418,"Marathon Data Operating Co., LLC",,LLC units,,,N/A,,,,N/A,,,,N/A,,,,1,,,,264,,,,0.1,,,,628,
419,"Marathon Data Operating Co., LLC",,LLC units,,,N/A,,,,N/A,,,,N/A,,,,1,,,,264,,,,-,,,,17,
420,"PC Helps Support, LLC",,Common stock,,,N/A,,,,N/A,,,,N/A,,,,1,,,,7,,,,-,,,,4,
421,"PC Helps Support, LLC",,Preferred stock A,,,N/A,,,,N/A,,,,N/A,,,,-,,,,61,,,,-,,,,76,
422,"Secure-24, LLC",,LLC units,,,N/A,,,,N/A,,,,N/A,,,,263,,,,263,,,,0.1,,,,380,
