,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
128,,Litera Bidco LLC+^,One stop,,L + 5.25,(a),,6.25,,05/2026,,3749,,,3771,,,0.2,,3749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,Litera Bidco LLC,One stop,,L + 5.25,(a),,6.25,,05/2026,,702,,728,,-,,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,Litera Bidco LLC,One stop,,L + 5.25,(a),,6.25,,05/2026,,702,,,728,,,-,,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,Litera Bidco LLC,One stop,,L + 5.25,(a),,6.25,,05/2025,,16,,,15,,,-,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,"PADI Holdco, Inc.*#",One stop,,L + 5.75,(c),,6.75,,04/2024,,21763,,,21958,,,0.8,,18498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,"PADI Holdco, Inc.+~(8)(9)",One stop,,E + 5.75,(g),,5.75,,04/2024,,20675,,,20964,,,0.7,,17608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,"PADI Holdco, Inc.~",One stop,,L + 5.75,(c),,6.75,,04/2024,,801,,,795,,,-,,681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,"PADI Holdco, Inc.",One stop,,L + 5.75,(c),,6.75,,04/2023,,298,,,298,,,-,,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,"PADI Holdco, Inc.",One stop,,L + 5.75,(c),,6.75,,04/2024,,166,,,164,,,-,,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,,,,,,,,,,63071,,,63391,,,2.2,,53779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,Diversified Financial Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,Institutional Shareholder Services*!,Senior loan,,L + 4.50,(c),,4.72,,03/2026,,18775,,,19161,,,0.8,,18775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,Institutional Shareholder Services,Senior loan,,L + 4.50,(c),,4.72,,03/2024,,150,,,147,,,-,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,Sovos Compliance*+^,One stop,,L + 4.75,(a),,5.75,,04/2024,,19614,,,20156,,,0.8,,19221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,Sovos Compliance!,Second lien,,N/A,,,12.00 PIK,,04/2025,,8947,,,9187,,,0.4,,8947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,Sovos Compliance,One stop,,L + 4.75,(a),,5.75,,04/2024,,4322,,,4236,,,0.2,,4235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,Sovos Compliance*#,One stop,,L + 4.75,(a),,5.75,,04/2024,,1903,,,1956,,,0.1,,1864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,Sovos Compliance,Second lien,,N/A,,,12.00 PIK,,04/2025,,1222,,,1261,,,-,,1222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,Sovos Compliance*#,One stop,,L + 4.75,(a),,5.75,,04/2024,,768,,,789,,,-,,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,Sovos Compliance,One stop,,L + 4.75,(a),,5.75,,04/2024,,85,,,83,,,-,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,Sovos Compliance(5),One stop,,L + 4.75,,,N/A(6),,04/2024,,-,,,(1),,,-,,(4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,Sovos Compliance(5),One stop,,L + 4.75,,,N/A(6),,04/2024,,-,,,(22),,,-,,(22),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,55786,,,56953,,,2.3,,55223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,Electric Utilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,"Arcos, LLC#^",One stop,,L + 5.00,(c),,6.00,,02/2021,,,13228,,,,13311,,,0.6,,,13228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,"Arcos, LLC",One stop,,L + 5.00,,,N/A(6),,02/2021,,-,,,-,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,,,,,,,,,,,13228,,,13311,,,0.6,,13228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,"Electronic Equipment, Instruments & Components",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,CST Buyer Company+~,One stop,,L + 5.25,(a),,6.25,,10/2025,,10189,,,10106,,,0.4,,10189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,CST Buyer Company,One stop,,L + 5.25,,,N/A(6),,10/2025,,-,,,-,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,ES Acquisition LLC,Senior loan,,L + 5.00,(c),,6.00,,11/2025,,662,,,650,,,-,,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,"ES Acquisition, LLC",Senior loan,,L + 5.50,(c),,6.50,,11/2025,,89,,,87,,,-,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,"ES Acquisition, LLC",Senior loan,,L + 5.00,(d),,6.22,,11/2025,,47,,,46,,,-,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,ES Acquisition LLC,Senior loan,,L + 5.00,(c),,6.00,,11/2025,,45,,,44,,,-,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,ES Acquisition LLC,Second lien,,L + 5.00,(c),,6.00,,11/2025,,36,,,36,,,-,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,ES Acquisition LLC(5),Senior loan,,L + 5.00,,,N/A(6),,11/2025,,-,,,(1),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,"Inventus Power, Inc.*+",One stop,,L + 5.50,(a),,6.50,,04/2021,,14352,,,13988,,,0.6,,14352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,"Inventus Power, Inc.(5)",One stop,,L + 5.50,,,N/A(6),,04/2021,,-,,,(16),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,,"Pasternack Enterprises, Inc. and Fairview Microwave, Inc+~",Senior loan,,L + 4.00,(a),,4.15,,07/2025,,23638,,,23862,,,1.0,,23165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,,"Pasternack Enterprises, Inc. and Fairview Microwave, Inc(5)",Senior loan,,L + 4.00,,,N/A(6),,07/2023,,-,,,-,,,-,,(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,"Watchfire Enterprises, Inc.",Second lien,,L + 8.00,(a),,9.00,,10/2021,,9435,,,9402,,,0.4,,9435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,,,,,,,,,,,,58493,,,58204,,,2.4,,58018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,,Food & Staples Retailing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,,"Cafe Rio Holding, Inc.#",One stop,,L + 5.50,(c),,6.50,,09/2023,,,18610,,,,18806,,,0.8,,,18237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,,"Cafe Rio Holding, Inc.",One stop,,L + 5.50,(c),,6.50,,09/2023,,2420,,,2419,,,0.1,,2354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,,"Cafe Rio Holding, Inc.#",One stop,,L + 5.50,(c),,6.50,,09/2023,,2248,,,2320,,,0.1,,2203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,,"Cafe Rio Holding, Inc.*#",One stop,,L + 5.50,(c),,6.50,,09/2023,,1427,,,1472,,,0.1,,1399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,"Cafe Rio Holding, Inc.#",One stop,,L + 5.50,(c),,6.50,,09/2023,,1260,,,1300,,,0.1,,1235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,,"Cafe Rio Holding, Inc.",One stop,,L + 5.50,(c),,6.50,,09/2023,,181,,,181,,,-,,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,,"Cafe Rio Holding, Inc.(5)",One stop,,L + 5.50,,,N/A(6),,09/2023,,-,,,-,,,-,,(6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,"Captain D's, LLC#",Senior loan,,L + 4.50,(c),,5.50,,12/2023,,13962,,,14006,,,0.6,,13962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,"Captain D's, LLC",Senior loan,,L + 4.50,(c),,5.50,,12/2023,,120,,,121,,,-,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,,"Feeders Supply Company, LLC#",One stop,,L + 5.75,(a),,6.75,,04/2021,,8564,,,8619,,,0.4,,8564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,"Feeders Supply Company, LLC",Subordinated debt,,N/A,,,12.50 cash/7.00 PIK,,04/2021,,153,,,154,,,-,,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,,"Feeders Supply Company, LLC",One stop,,L + 5.75,,,N/A(6),,04/2021,,-,,,-,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,,FWR Holding Corporation#,One stop,,L + 7.00,(c),,6.50 cash/1.50 PIK,,08/2023,,10385,,,10368,,,0.4,,9867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,FWR Holding Corporation#,One stop,,L + 7.00,(c),,6.50 cash/1.50 PIK,,08/2023,,1816,,,1874,,,0.1,,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,,FWR Holding Corporation#,One stop,,L + 7.00,(c),,6.50 cash/1.50 PIK,,08/2023,,1148,,,1185,,,0.1,,1091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,FWR Holding Corporation#,One stop,,L + 7.00,(c),,6.50 cash/1.50 PIK,,08/2023,,364,,,373,,,-,,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,FWR Holding Corporation,One stop,,L + 7.00,(c),,6.50 cash/1.50 PIK,,08/2023,,274,,,273,,,-,,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,,FWR Holding Corporation#,One stop,,L + 7.00,(c),,6.50 cash/1.50 PIK,,08/2023,,272,,,279,,,-,,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,,FWR Holding Corporation,One stop,,L + 7.00,(c)(d),,6.50 cash/1.50 PIK,,08/2023,,131,,,130,,,-,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,FWR Holding Corporation(5),One stop,,L + 5.50,,,N/A(6),,08/2023,,-,,,-,,,-,,(6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,FWR Holding Corporation,One stop,,L + 5.50,,,N/A(6),,08/2023,,-,,,-,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,"Mendocino Farms, LLC",One stop,,L + 8.50,(a),,2.00 cash/7.50 PIK,,06/2023,,820,,,843,,,-,,820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,"Mendocino Farms, LLC",One stop,,L + 8.50,(a),,2.00 cash/7.50 PIK,,06/2023,,645,,,663,,,-,,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,"Mendocino Farms, LLC",One stop,,L + 8.50,(a),,2.00 cash/7.50 PIK,,06/2023,,633,,,630,,,-,,633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,"Mendocino Farms, LLC",One stop,,L + 8.50,(a),,2.00 cash/7.50 PIK,,06/2023,,311,,,310,,,-,,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,"Mendocino Farms, LLC",One stop,,L + 8.50,(a),,2.00 cash/7.50 PIK,,06/2023,,311,,,309,,,-,,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,"Mendocino Farms, LLC",One stop,,L + 8.50,(a),,2.00 cash/7.50 PIK,,06/2023,,153,,,153,,,-,,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,"Mendocino Farms, LLC",One stop,,L + 8.50,(a),,2.00 cash/7.50 PIK,,06/2023,,93,,,93,,,-,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,,"Mendocino Farms, LLC(5)",One stop,,L + 8.50,,,N/A(6),,06/2023,,-,,,(2),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,,"NBC Intermediate, LLC",Senior loan,,L + 4.25,(c),,5.25,,09/2023,,4589,,,4579,,,0.2,,4589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,,"NBC Intermediate, LLC*#",Senior loan,,L + 4.25,(c),,5.25,,09/2023,,2309,,,2337,,,0.1,,2309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,,"NBC Intermediate, LLC#",Senior loan,,L + 4.25,(a)(c),,5.25,,09/2023,,1963,,,2019,,,0.1,,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,"NBC Intermediate, LLC#",Senior loan,,L + 4.25,(a),,5.25,,09/2023,,667,,,662,,,-,,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,,"NBC Intermediate, LLC",Senior loan,,L + 4.25,,,N/A(6),,09/2023,,-,,,-,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,,"Rubio's Restaurants, Inc.(7)",Senior loan,,L + 11.50,(c),,8.75 cash/4.00 PIK,,04/2021,,17898,,,17678,,,0.4,,10004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,,"Rubio's Restaurants, Inc.(5)(7)",Senior loan,,L + 11.50,(a)(c),,8.75 cash/4.00 PIK,,04/2021,,71,,,68,,,-,,(5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,,"Ruby Slipper Cafe LLC, The*",One stop,,L + 8.50,(c),,8.50 cash/1.00 PIK,,01/2023,,2046,,,2039,,,0.1,,1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,,"Ruby Slipper Cafe LLC, The",One stop,,L + 8.50,(c),,8.50 cash/1.00 PIK,,01/2023,,414,,,427,,,-,,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,,"Ruby Slipper Cafe LLC, The",One stop,,L + 8.50,(c),,8.50 cash/1.00 PIK,,01/2023,,30,,,30,,,-,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,,"Wetzel's Pretzels, LLC*#",One stop,,L + 7.25,(c),,7.75 cash/0.50 PIK,,09/2021,,16955,,,17094,,,0.7,,16107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,,"Wetzel's Pretzels, LLC",One stop,,L + 7.25,(c),,7.75 cash/0.50 PIK,,09/2021,,100,,,101,,,-,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,,Wood Fired Holding Corp.*#,One stop,,L + 7.75,(c),,6.75 cash/2.00 PIK,,12/2023,,14103,,,14310,,,0.5,,12970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,,Wood Fired Holding Corp.,One stop,,L + 7.75,(c),,6.75 cash/2.00 PIK,,12/2023,,698,,,698,,,-,,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,,Wood Fired Holding Corp.,One stop,,L + 7.75,(c),,6.75 cash/2.00 PIK,,12/2023,,200,,,199,,,-,,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,,,,,,,,,,,,128344,,,129120,,,4.9,,116752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,,Food Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,,"Flavor Producers, LLC#~",Senior loan,,L + 5.75,(c),,5.75 cash/1.00 PIK,,12/2023,,,5006,,,,4898,,,0.2,,,4605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,,"Flavor Producers, LLC(5)",Senior loan,,L + 5.75,(c),,5.75 cash/1.00 PIK,,12/2022,,4,,,(1),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,,Global ID Corporation*#+^,One stop,,L + 6.50,(c),,6.72,,11/2025,,19197,,,18995,,,0.8,,18910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,,Global ID Corporation(5),One stop,,L + 6.50,,,N/A(6),,11/2025,,-,,,(2),,,-,,(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,,Global ID Corporation(5),One stop,,L + 6.50,,,N/A(6),,11/2025,,-,,,(4),,,-,,(5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,,"Mid-America Pet Food, L.L.C.*#^",One stop,,L + 5.50,(b),,6.50,,12/2021,,22120,,,22385,,,0.9,,22120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,,"Mid-America Pet Food, L.L.C.",One stop,,L + 5.50,,,N/A(6),,12/2021,,-,,,-,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,,"Purfoods, LLC",One stop,,N/A,,,7.00 PIK,,05/2026,,76,,,80,,,-,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,,"Teasdale Quality Foods, Inc.",Senior loan,,L + 5.25,(a),,6.25,,04/2021,,3798,,,3769,,,0.2,,3722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,,"Teasdale Quality Foods, Inc.",Senior loan,,L + 5.25,(a),,6.25,,04/2021,,3071,,,3048,,,0.1,,3010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,,"Teasdale Quality Foods, Inc.",Senior loan,,L + 5.25,(a),,6.25,,04/2021,,494,,,491,,,-,,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,,"Teasdale Quality Foods, Inc.",Senior loan,,L + 5.25,(a),,6.25,,04/2021,,370,,,366,,,-,,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,,"Teasdale Quality Foods, Inc.+",Senior loan,,L + 5.25,(a),,6.25,,04/2021,,251,,,251,,,-,,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,,"Teasdale Quality Foods, Inc.",Senior loan,,L + 5.25,(a),,6.25,,04/2021,,184,,,182,,,-,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,,,,,,,,,,,,54571,,,54458,,,2.2,,53710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,,Health Care Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,,"Caliper Software, Inc.#!~^",One stop,,L + 5.50,(c),,5.72,,11/2025,,,27934,,,,28374,,,1.1,,,26785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,,"Caliper Software, Inc.",One stop,,L + 6.00,(c),,6.23,,11/2025,,1503,,,1473,,,0.1,,1474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,,"Caliper Software, Inc.(5)",One stop,,L + 5.50,,,N/A(6),,11/2023,,-,,,1,,,-,,(10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,,"Connexin Software, Inc.!~",One stop,,L + 8.50,(a),,9.50,,02/2024,,7550,,,7617,,,0.3,,7550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,,"Connexin Software, Inc.",One stop,,L + 8.50,,,N/A(6),,02/2024,,-,,,-,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,,"HealthcareSource HR, Inc.*#",One stop,,L + 6.25,(c),,7.25,,05/2023,,33662,,,33692,,,1.4,,33662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,,"HealthcareSource HR, Inc.(5)",One stop,,L + 6.25,,,N/A(6),,05/2023,,-,,,(1),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,,"HealthEdge Software, Inc.",One stop,,L + 6.25,(a),,7.25,,04/2026,,2000,,,1959,,,0.1,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,,"HealthEdge Software, Inc.",One stop,,L + 6.25,(a),,7.25,,04/2026,,151,,,148,,,-,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,,"HealthEdge Software, Inc.(5)",One stop,,L + 6.25,,,N/A(6),,04/2026,,-,,,(1),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,,"HSI Halo Acquisition, Inc.+~",One stop,,L + 5.75,(c),,6.75,,08/2026,,6330,,,6289,,,0.3,,6266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,,"HSI Halo Acquisition, Inc.",One stop,,L + 5.75,(c),,6.75,,08/2026,,648,,,642,,,-,,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,,"HSI Halo Acquisition, Inc.",One stop,,P + 4.75,(f),,8.00,,09/2025,,35,,,34,,,-,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,,"Imprivata, Inc.*#^",Senior loan,,L + 4.00,(c),,5.00,,10/2023,,9163,,,9345,,,0.4,,9163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,,"Imprivata, Inc.(5)",Senior loan,,L + 4.00,,,N/A(6),,10/2023,,-,,,(1),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,,"Kareo, Inc.",One stop,,L + 9.00,(a),,10.00,,06/2022,,10273,,,10387,,,0.4,,10360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,,"Kareo, Inc.!",One stop,,L + 9.00,(a),,10.00,,06/2022,,941,,,955,,,-,,949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,,"Kareo, Inc.",One stop,,L + 9.00,(a),,10.00,,06/2022,,753,,,765,,,-,,759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,,"Kareo, Inc.",One stop,,P + 8.00,(f),,11.25,,06/2022,,80,,,80,,,-,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,,"Netsmart Technologies, Inc.(5)",Senior loan,,L + 4.75,,,N/A(6),,04/2021,,-,,,(1),,,-,,(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,,"Nextech Holdings, LLC^",One stop,,L + 5.50,(c),,5.76,,06/2025,,4012,,,4078,,,0.2,,3851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,,"Nextech Holdings, LLC",One stop,,L + 5.50,(c),,5.76,,06/2025,,1957,,,1941,,,0.1,,1878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
