,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
210,Delta Educational Systems  (3),,Senior loan,,L + 6.00,,,No Value,(4),,12/2016,,,-,,,,-,,,,-,,,,(12,,,,,
211,Dental Holdings Corporation  (3),,One stop,,L + 5.50,,,No Value,(4),,02/2020,,,-,,,,(17,,,,-,,,,-,,,,,
212,Dental Holdings Corporation  (3),,One stop,,L + 5.50,,,No Value,(4),,02/2020,,,-,,,,(13,,,,-,,,,-,,,,,
213,Dental Holdings Corporation,,One stop,,L + 5.50,,,6.50,,,02/2020,,,6591,,,,6453,,,,0.8,,,,6591,,,,,
214,"Encore GC Acquisition, LLC  (3)",,Senior loan,,L + 4.50,,,No Value,(4),,01/2020,,,-,,,,(9,,,,-,,,,-,,,,,
215,"Encore GC Acquisition, LLC*",,Senior loan,,L + 4.50,,,5.50,,,01/2020,,,3493,,,,3445,,,,0.4,,,,3493,,,,,
216,"G & H Wire Company, Inc.  (3)",,Senior loan,,L + 5.75,,,No Value,(4),,12/2017,,,-,,,,(5,,,,-,,,,-,,,,,
217,"G & H Wire Company, Inc.*^",,Senior loan,,L + 5.75,,,6.75,,,12/2017,,,12577,,,,12481,,,,1.6,,,,12577,,,,,
218,"Global Healthcare Exchange, LLC  (3)",,One stop,,L + 7.50,,,No Value,(4),,03/2020,,,-,,,,(20,,,,-,,,,-,,,,,
219,"Global Healthcare Exchange, LLC*^",,One stop,,L + 7.50,,,8.50,,,03/2020,,,36976,,,,36212,,,,4.6,,,,36976,,,,,
220,GSDM Holdings Corp.,,Senior loan,,L + 4.25,,,5.25,,,06/2019,,,875,,,,871,,,,0.1,,,,875,,,,,
221,"IntegraMed America, Inc.",,One stop,,L + 7.25,,,8.50,,,09/2017,,,811,,,,803,,,,0.1,,,,795,,,,,
222,"IntegraMed America, Inc.*^",,One stop,,L + 7.25,,,8.50,,,09/2017,,,15015,,,,14862,,,,1.8,,,,14715,,,,,
223,"Katena Holdings, Inc.  (3)",,One stop,,L + 6.25,,,No Value,(4),,06/2021,,,-,,,,(8,,,,-,,,,(8,,,,,
224,"Katena Holdings, Inc.  (3)",,One stop,,L + 6.25,,,No Value,(4),,06/2021,,,-,,,,(1,,,,-,,,,(1,,,,,
225,"Katena Holdings, Inc.^",,One stop,,L + 6.25,,,7.25,,,06/2021,,,8162,,,,8081,,,,1.0,,,,8080,,,,,
226,"Maverick Healthcare Group, LLC*",,Senior loan,,L + 5.50,,,7.25,,,12/2016,,,1948,,,,1923,,,,0.2,,,,1948,,,,,
227,"Pentec Acquisition Sub, Inc.  (3)",,Senior loan,,L + 5.00,,,No Value,(4),,05/2017,,,-,,,,(2,,,,-,,,,-,,,,,
228,"Pentec Acquisition Sub, Inc.*",,Senior loan,,L + 5.00,,,6.25,,,05/2018,,,1627,,,,1611,,,,0.2,,,,1627,,,,,
229,"PPT Management, LLC  (3)",,One stop,,L + 5.00,,,No Value,(4),,04/2020,,,-,,,,(1,,,,-,,,,(1,,,,,
230,"PPT Management, LLC*^",,One stop,,L + 5.00,,,6.00,,,04/2020,,,11819,,,,11706,,,,1.5,,,,11701,,,,,
231,Premise Health Holding Corp.  (3),,One stop,,L + 5.00,,,No Value,(4),,06/2020,,,-,,,,(21,,,,-,,,,-,,,,,
232,Premise Health Holding Corp.,,One stop,,L + 5.00,,,6.00,,,06/2020,,,15000,,,,14891,,,,1.9,,,,15000,,,,,
233,"Pyramid Healthcare, Inc.  (3)",,One stop,,L + 5.75,,,No Value,(4),,08/2019,,,-,,,,(4,,,,-,,,,-,,,,,
234,"Pyramid Healthcare, Inc.^",,One stop,,L + 5.75,,,6.75,,,08/2019,,,8460,,,,8395,,,,1.1,,,,8460,,,,,
235,"Radiology Partners, Inc.  (3)",,One stop,,L + 5.00,,,No Value,(4),,09/2020,,,-,,,,(40,,,,-,,,,-,,,,,
236,"Radiology Partners, Inc.  (3)",,One stop,,L + 5.00,,,No Value,(4),,09/2020,,,-,,,,(7,,,,-,,,,-,,,,,
237,"Radiology Partners, Inc.*^",,One stop,,L + 5.00,,,6.00,,,09/2020,,,17080,,,,16843,,,,2.1,,,,17080,,,,,
238,"Reliant Pro ReHab, LLC",,Senior loan,,P + 4.00,,,7.25,,,06/2017,,,253,,,,248,,,,-,,,,253,,,,,
239,"Reliant Pro ReHab, LLC*",,Senior loan,,L + 5.00,,,6.00,,,06/2017,,,3247,,,,3223,,,,0.4,,,,3247,,,,,
240,Southern Anesthesia and Surgical  (3),,One stop,,L + 5.50,,,No Value,(4),,11/2017,,,-,,,,(30,,,,-,,,,-,,,,,
241,Southern Anesthesia and Surgical  (3),,One stop,,L + 5.50,,,No Value,(4),,11/2017,,,-,,,,(7,,,,-,,,,-,,,,,
242,Southern Anesthesia and Surgical,,One stop,,L + 5.50,,,6.50,,,11/2017,,,5653,,,,5576,,,,0.7,,,,5653,,,,,
243,"Spear Education, LLC*^",,One stop,,L + 5.00,,,6.00,,,08/2019,,,5976,,,,5938,,,,0.8,,,,5976,,,,,
244,"Spear Education, LLC",,One stop,,L + 5.00,,,No Value,(4),,08/2019,,,-,,,,-,,,,-,,,,-,,,,,
245,"Spear Education, LLC  (3)",,One stop,,L + 5.00,,,No Value,(4),,08/2019,,,-,,,,(5,,,,-,,,,-,,,,,
246,"Surgical Information Systems, LLC^",,Senior loan,,L + 3.50,,,4.51,,,09/2018,,,1962,,,,1959,,,,0.2,,,,1962,,,,,
247,"U.S. Anesthesia Partners, Inc.",,One stop,,L + 5.00,,,6.00,,,12/2019,,,5957,,,,5932,,,,0.7,,,,5957,,,,,
248,"WIL Research Company, Inc.*",,Senior loan,,L + 4.50,,,5.75,,,02/2018,,,758,,,,753,,,,0.1,,,,735,,,,,
249,"Young Innovations, Inc.",,Senior loan,,P + 3.25,,,6.50,,,01/2018,,,29,,,,29,,,,-,,,,29,,,,,
250,"Young Innovations, Inc.*",,Senior loan,,L + 4.25,,,5.25,,,01/2019,,,1150,,,,1144,,,,0.1,,,,1150,,,,,
251,,,,,,,,,,,,,,221934,,,,218990,,,,26.8,,,,216483,,,,,
252,"Home and Office Furnishings, Housewares,  and Durable Consumer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,"Plano Molding Company, LLC*",,One stop,,L + 6.00,,,7.00,,,05/2021,,,18161,,,,17983,,,,2.2,,,,17979,,,,,
254,"WII Components, Inc.",,Senior loan,,L + 4.50,,,No Value,(4),,07/2018,,,-,,,,-,,,,-,,,,-,,,,,
255,"WII Components, Inc.*",,Senior loan,,L + 4.25,,,5.25,,,07/2018,,,1063,,,,1058,,,,0.1,,,,1063,,,,,
256,Zenith Products Corporation  (6),,One stop,,P + 3.75,,,7.00,,,09/2013,,,81,,,,48,,,,-,,,,41,,,,,
257,Zenith Products Corporation*  (6),,One stop,,P + 5.50,,,8.75,,,09/2013,,,4376,,,,3926,,,,0.3,,,,2188,,,,,
258,,,,,,,,,,,,,,23681,,,,23015,,,,2.6,,,,21271,,,,,
259,"Hotels, Motels, Inns, and Gaming",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,"Aimbridge Hospitality, LLC  (3)",,Senior loan,,L + 4.50,,,No Value,(4),,10/2018,,,-,,,,(12,,,,-,,,,(12,,,,,
261,"Aimbridge Hospitality, LLC",,Senior loan,,L + 4.50,,,5.76,,,10/2018,,,5251,,,,5201,,,,0.6,,,,5198,,,,,
262,,,,,,,,,,,,,,5251,,,,5189,,,,0.6,,,,5186,,,,,
263,Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,"Captive Resources Midco, LLC  (3)",,One stop,,L + 5.75,,,No Value,(4),,06/2020,,,-,,,,(23,,,,-,,,,(23,,,,,
265,"Captive Resources Midco, LLC  (3)",,One stop,,L + 5.75,,,No Value,(4),,06/2020,,,-,,,,(21,,,,-,,,,(21,,,,,
266,"Captive Resources Midco, LLC*^",,One stop,,L + 5.75,,,6.75,,,06/2020,,,26911,,,,26575,,,,3.3,,,,26575,,,,,
267,,,,,,,,,,,,,,26911,,,,26531,,,,3.3,,,,26531,,,,,
268,Investment Funds and Vehicles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Senior Loan Fund LLC  (7)(8),,Subordinated debt,,L + 8.00,,,8.18,,,05/2020,,,65864,,,,65864,,,,8.2,,,,65864,,,,,
270,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,
271,,,,,Spread,,,,,,,,,,,,,Percentage,,,,,,,,,,,,,
272,,,Investment,,Above,,Interest,,,Maturity,,Principal / Par,,,,,,of,,,Fair,,,,,,,,,,
273,,,Type,,Index  (1),,Rate  (2),,,Date,,Amount,,,Cost,,,Net  Assets,,,Value,,,,,,,,,,
274,"Leisure, Amusement, Motion Pictures  and Entertainment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,"Competitor Group, Inc.",,One stop,,L + 7.75,,,9.00,,,11/2018,,,884,,,,875,,,,0.1,,,,765,,,,,
276,"Competitor Group, Inc.*",,One stop,,L + 9.25,,,9.00 cash/1.50 PIK,,,11/2018,,,12873,,,,12748,,,,1.4,,,,11586,,,,,
277,"Self Esteem Brands, LLC  (3)",,Senior loan,,L + 4.00,,,No Value,(4),,02/2020,,,-,,,,(4,,,,-,,,,-,,,,,
278,"Self Esteem Brands, LLC^",,Senior loan,,L + 4.00,,,5.00,,,02/2020,,,3669,,,,3652,,,,0.5,,,,3669,,,,,
279,"Starplex Operating, L.L.C.  (3)",,One stop,,L + 7.00,,,No Value,(4),,12/2017,,,-,,,,(10,,,,-,,,,-,,,,,
280,"Starplex Operating, L.L.C.*^",,One stop,,L + 7.00,,,8.00,,,12/2017,,,10004,,,,9876,,,,1.2,,,,10004,,,,,
281,"Titan Fitness, LLC",,One stop,,P + 5.25,,,8.50,,,09/2019,,,140,,,,121,,,,-,,,,140,,,,,
282,"Titan Fitness, LLC*",,One stop,,L + 6.50,,,7.75,,,09/2019,,,13360,,,,13140,,,,1.7,,,,13360,,,,,
283,"Titan Fitness, LLC  (3)",,One stop,,L + 6.50,,,No Value,(4),,09/2019,,,-,,,,(19,,,,-,,,,-,,,,,
284,,,,,,,,,,,,,,40930,,,,40379,,,,4.9,,,,39524,,,,,
285,"Mining, Steel, Iron and Non-Precious  Metals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,"Benetech, Inc.",,One stop,,P + 7.75,,,11.00,,,10/2017,,,272,,,,266,,,,-,,,,272,,,,,
287,"Benetech, Inc.*",,One stop,,L + 9.00,,,10.25,,,10/2017,,,4814,,,,4785,,,,0.6,,,,4814,,,,,
288,,,,,,,,,,,,,,5086,,,,5051,,,,0.6,,,,5086,,,,,
289,Oil and Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,"Drilling Info, Inc.  (3)(5)",,One Stop,,L + 5.00,,,No Value,(4),,06/2018,,,-,,,,(1,,,,-,,,,-,,,,,
291,"Drilling Info, Inc.  ^(5)",,One Stop,,L + 5.00,,,6.00,,,06/2018,,,1273,,,,1263,,,,0.1,,,,1273,,,,,
292,"Drilling Info, Inc.  (3)(5)",,One Stop,,L + 5.00,,,No Value,(4),,06/2018,,,-,,,,(5,,,,-,,,,-,,,,,
293,,,,,,,,,,,,,,1273,,,,1257,,,,0.1,,,,1273,,,,,
294,Personal and Non-Durable Consumer  Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,The Hygenic Corporation  (3),,Senior loan,,L + 5.00,,,No Value,(4),,10/2019,,,-,,,,(5,,,,-,,,,-,,,,,
296,The Hygenic Corporation*,,Senior loan,,L + 5.00,,,6.00,,,10/2020,,,3284,,,,3237,,,,0.4,,,,3284,,,,,
297,"Massage Envy, LLC  (3)",,One stop,,L + 7.25,,,No Value,(4),,09/2018,,,-,,,,(10,,,,-,,,,-,,,,,
298,"Massage Envy, LLC*",,One stop,,L + 7.25,,,8.50,,,09/2018,,,15570,,,,15359,,,,1.9,,,,15570,,,,,
299,"Orthotics Holdings, Inc  (3)(8)",,One stop,,L + 5.00,,,No Value,(4),,02/2020,,,-,,,,(2,,,,-,,,,-,,,,,
300,"Orthotics Holdings, Inc*  (8)",,One stop,,L + 5.00,,,6.00,,,02/2020,,,1390,,,,1374,,,,0.2,,,,1390,,,,,
301,"Orthotics Holdings, Inc  (3)",,One stop,,L + 5.00,,,No Value,(4),,02/2020,,,-,,,,(16,,,,-,,,,-,,,,,
302,"Orthotics Holdings, Inc  (3)",,One stop,,L + 5.00,,,No Value,(4),,02/2020,,,-,,,,(15,,,,-,,,,-,,,,,
303,"Orthotics Holdings, Inc*",,One stop,,L + 5.00,,,6.00,,,02/2020,,,8481,,,,8382,,,,1.1,,,,8481,,,,,
304,Rug Doctor LLC  (3),,Senior loan,,L + 5.25,,,No Value,(4),,12/2016,,,-,,,,(6,,,,-,,,,-,,,,,
305,Rug Doctor LLC*,,Senior loan,,L + 5.25,,,6.25,,,12/2016,,,5156,,,,5131,,,,0.6,,,,5156,,,,,
306,Team Technologies Acquisition Company  (3),,Senior loan,,L + 4.75,,,No Value,(4),,12/2017,,,-,,,,(2,,,,-,,,,(4,,,,,
307,Team Technologies Acquisition Company^,,Senior loan,,L + 4.75,,,6.00,,,12/2017,,,4794,,,,4763,,,,0.6,,,,4734,,,,,
308,Team Technologies Acquisition Company,,Senior loan,,L + 5.50,,,6.75,,,12/2017,,,881,,,,870,,,,0.1,,,,870,,,,,
309,,,,,,,,,,,,,,39556,,,,39060,,,,4.9,,,,39481,,,,,
310,"Personal, Food and Miscellaneous Services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Focus Brands Inc.*^,,Second lien,,L + 9.00,,,10.25,,,08/2018,,,11195,,,,11114,,,,1.4,,,,11306,,,,,
312,"Ignite Restaurant Group, Inc (Joe's  Crab Shack)^",,One stop,,L + 7.00,,,8.00,,,02/2019,,,6124,,,,6049,,,,0.7,,,,6124,,,,,
313,PetVet Care Centers LLC,,Senior loan,,L + 4.50,,,5.50,,,12/2020,,,648,,,,627,,,,0.1,,,,648,,,,,
314,PetVet Care Centers LLC  (3),,Senior loan,,L + 4.50,,,No Value,(4),,12/2019,,,-,,,,(11,,,,-,,,,-,,,,,
315,PetVet Care Centers LLC^,,Senior loan,,L + 4.50,,,5.50,,,12/2020,,,5911,,,,5810,,,,0.7,,,,5911,,,,,
316,Vetcor Merger Sub LLC  (3),,One stop,,L + 6.00,,,No Value,(4),,04/2021,,,-,,,,(15,,,,-,,,,(15,,,,,
317,Vetcor Merger Sub LLC,,One stop,,L + 6.00,,,7.00,,,04/2021,,,46,,,,41,,,,-,,,,44,,,,,
318,Vetcor Merger Sub LLC*^,,One stop,,L + 6.00,,,7.00,,,04/2021,,,25245,,,,24756,,,,3.1,,,,24993,,,,,
319,"Veterinary Specialists of North America,  LLC",,One stop,,L + 5.00,,,No Value,(4),,05/2020,,,-,,,,-,,,,-,,,,-,,,,,
320,"Veterinary Specialists of North America,  LLC*",,One stop,,L + 5.00,,,6.00,,,05/2020,,,589,,,,583,,,,0.1,,,,583,,,,,
321,,,,,,,,,,,,,,49758,,,,48954,,,,6.1,,,,49594,,,,,
322,Printing and Publishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,"Market Track, LLC",,One stop,,P + 5.00,,,8.25,,,10/2019,,,554,,,,534,,,,0.1,,,,554,,,,,
324,"Market Track, LLC*^",,One stop,,L + 6.00,,,7.25,,,10/2019,,,29049,,,,28772,,,,3.6,,,,29049,,,,,
325,"Market Track, LLC*",,One stop,,L + 6.00,,,7.25,,,10/2019,,,2203,,,,2183,,,,0.3,,,,2203,,,,,
326,"Market Track, LLC",,One stop,,L + 6.00,,,7.25,,,10/2019,,,414,,,,382,,,,-,,,,414,,,,,
327,,,,,,,,,,,,,,32220,,,,31871,,,,4.0,,,,32220,,,,,
328,Retail Stores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,"Benihana, Inc.",,One stop,,P + 4.75,,,8.00,,,07/2018,,,217,,,,168,,,,-,,,,174,,,,,
330,"Benihana, Inc.*^",,One stop,,L + 6.00,,,7.25,,,01/2019,,,15475,,,,15138,,,,1.9,,,,15166,,,,,
331,"Boot Barn, Inc.*^",,Senior loan,,L + 4.50,,,5.50,,,06/2021,,,10802,,,,10640,,,,1.3,,,,10694,,,,,
332,"Capital Vision Services, LLC*",,One stop,,L + 6.00,,,7.00,,,12/2019,,,1514,,,,1508,,,,0.2,,,,1514,,,,,
333,"Capital Vision Services, LLC^",,One stop,,L + 6.00,,,7.00,,,12/2019,,,1502,,,,1491,,,,0.2,,,,1502,,,,,
334,"Capital Vision Services, LLC",,One stop,,L + 6.00,,,7.00,,,12/2019,,,1653,,,,1645,,,,0.2,,,,1653,,,,,
335,"Capital Vision Services, LLC",,One stop,,P + 4.75,,,8.00,,,12/2019,,,372,,,,353,,,,-,,,,372,,,,,
336,"Capital Vision Services, LLC*^",,One stop,,L + 6.00,,,7.00,,,12/2019,,,26650,,,,26434,,,,3.3,,,,26650,,,,,
337,"Cycle Gear, Inc.  (3)",,One stop,,L + 6.00,,,No Value,(4),,01/2020,,,-,,,,(16,,,,-,,,,-,,,,,
338,"Cycle Gear, Inc.",,One stop,,L + 6.00,,,7.00,,,01/2020,,,6502,,,,6370,,,,0.8,,,,6502,,,,,
339,"DTLR, Inc.*^",,One stop,,L + 8.00,,,11.00,,,12/2015,,,15243,,,,15219,,,,1.9,,,,15243,,,,,
340,,,,,Spread,,,,,,,,,,,,,Percentage,,,,,,,,,,,,,
341,,,Investment,,Above,,Interest,,,Maturity,,Principal / Par,,,,,,of,,,Fair,,,,,,,,,,
342,,,Type,,Index  (1),,Rate  (2),,,Date,,Amount,,,Cost,,,Net  Assets,,,Value,,,,,,,,,,
343,"Elite Sportswear, L.P.",,Senior loan,,L + 5.00,,,6.00,,,03/2020,,,147,,,,140,,,,-,,,,147,,,,,
344,"Elite Sportswear, L.P.",,Senior loan,,L + 5.00,,,6.00,,,03/2020,,,2856,,,,2802,,,,0.4,,,,2856,,,,,
345,"Express Oil Change, LLC*",,Senior loan,,L + 5.00,,,6.00,,,12/2017,,,106,,,,105,,,,-,,,,106,,,,,
346,"Express Oil Change, LLC*",,Senior loan,,L + 5.00,,,6.00,,,12/2017,,,1389,,,,1383,,,,0.2,,,,1389,,,,,
347,"Express Oil Change, LLC",,Senior loan,,P + 4.00,,,7.10,,,12/2017,,,64,,,,61,,,,-,,,,64,,,,,
348,"Express Oil Change, LLC*",,Senior loan,,L + 5.00,,,6.00,,,12/2017,,,3722,,,,3694,,,,0.4,,,,3722,,,,,
349,"Floor & Decor Outlets of America,  Inc.*^",,One stop,,L + 6.50,,,7.75,,,05/2019,,,11158,,,,11069,,,,1.4,,,,11158,,,,,
350,"Marshall Retail Group, LLC, The  (3)",,One stop,,L + 6.00,,,No Value,(4),,08/2020,,,-,,,,(10,,,,-,,,,(27,,,,,
351,"Marshall Retail Group, LLC, The",,One stop,,L + 6.00,,,7.00,,,08/2019,,,585,,,,562,,,,0.1,,,,519,,,,,
352,"Marshall Retail Group, LLC, The^",,One stop,,L + 6.00,,,7.00,,,08/2020,,,12362,,,,12229,,,,1.5,,,,11991,,,,,
353,"Paper Source, Inc.  (3)",,One stop,,L + 6.25,,,No Value,(4),,09/2018,,,-,,,,(8,,,,-,,,,-,,,,,
354,"Paper Source, Inc.*^",,One stop,,L + 6.25,,,7.25,,,09/2018,,,12480,,,,12400,,,,1.5,,,,12480,,,,,
355,RCPSI Corporation,,One stop,,L + 5.75,,,6.75,,,04/2020,,,23,,,,19,,,,-,,,,21,,,,,
356,RCPSI Corporation*^,,One stop,,L + 5.75,,,6.75,,,04/2021,,,22456,,,,22022,,,,2.8,,,,22231,,,,,
357,"Restaurant Holding Company, LLC",,Senior loan,,L + 7.75,,,8.75,,,02/2019,,,4939,,,,4903,,,,0.5,,,,4346,,,,,
358,"Rubio's Restaurants, Inc",,Senior loan,,L + 4.75,,,6.00,,,11/2018,,,3994,,,,3994,,,,0.5,,,,3994,,,,,
359,"Sneaker Villa, Inc.^",,One stop,,L + 8.50,,,10.00,,,12/2017,,,627,,,,619,,,,0.1,,,,627,,,,,
360,"Sneaker Villa, Inc.",,One stop,,L + 8.50,,,10.00,,,12/2017,,,752,,,,739,,,,0.1,,,,752,,,,,
361,"Sneaker Villa, Inc.^",,One stop,,L + 8.50,,,10.00,,,12/2017,,,1214,,,,1201,,,,0.2,,,,1214,,,,,
362,"Sneaker Villa, Inc.",,One stop,,P + 7.00,,,11.50,,,12/2017,,,1253,,,,1239,,,,0.2,,,,1253,,,,,
363,"Sneaker Villa, Inc.",,One stop,,L + 8.50,,,10.00,,,12/2017,,,2506,,,,2487,,,,0.3,,,,2506,,,,,
364,"Sneaker Villa, Inc.^",,One stop,,L + 8.50,,,10.00,,,12/2017,,,4180,,,,4149,,,,0.5,,,,4180,,,,,
365,"Sneaker Villa, Inc.",,One stop,,L + 8.50,,,10.00,,,12/2017,,,4346,,,,4275,,,,0.5,,,,4346,,,,,
366,Specialty Commerce Corp.  (3),,One stop,,L + 6.00,,,No Value,(4),,07/2017,,,-,,,,(3,,,,-,,,,-,,,,,
367,Specialty Commerce Corp.,,One stop,,L + 6.00,,,7.50,,,07/2017,,,4177,,,,4154,,,,0.5,,,,4177,,,,,
368,Vision Source L.P.  (3),,One stop,,L + 6.00,,,No Value,(4),,08/2019,,,-,,,,(3,,,,-,,,,-,,,,,
369,Vision Source L.P.*^,,One stop,,L + 6.00,,,7.00,,,08/2019,,,17626,,,,17530,,,,2.2,,,,17626,,,,,
370,,,,,,,,,,,,,,192892,,,,190702,,,,23.7,,,,191148,,,,,
371,Telecommunications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,"Arise Virtual Solutions, Inc.  (3)",,One stop,,L + 5.50,,,No Value,(4),,12/2018,,,-,,,,(1,,,,-,,,,-,,,,,
373,"Arise Virtual Solutions, Inc.^",,One stop,,L + 5.50,,,6.75,,,12/2018,,,1510,,,,1504,,,,0.2,,,,1510,,,,,
374,Hosting.com Inc.,,Senior loan,,P + 3.25,,,6.50,,,12/2017,,,48,,,,47,,,,-,,,,48,,,,,
375,Hosting.com Inc.*,,Senior loan,,L + 4.50,,,5.75,,,12/2017,,,808,,,,801,,,,0.1,,,,808,,,,,
376,"ITC Global, Inc.",,One stop,,L + 6.75,,,7.75,,,07/2018,,,867,,,,857,,,,0.1,,,,867,,,,,
377,"ITC Global, Inc.^",,One stop,,L + 6.75,,,7.75,,,07/2018,,,1391,,,,1381,,,,0.2,,,,1391,,,,,
378,"ITC Global, Inc.*",,One stop,,L + 6.75,,,7.75,,,07/2018,,,8150,,,,8093,,,,1.0,,,,8150,,,,,
379,"ITC Global, Inc.",,One stop,,L + 6.75,,,7.75,,,07/2018,,,1555,,,,1541,,,,0.2,,,,1555,,,,,
380,,,,,,,,,,,,,,14329,,,,14223,,,,1.8,,,,14329,,,,,
381,Textile and Leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,"5.11, Inc.*^",,Senior loan,,L + 5.00,,,6.00,,,02/2020,,,1023,,,,1019,,,,0.1,,,,1026,,,,,
383,"Southern Tide, LLC  (3)",,One stop,,L + 6.75,,,No Value,(4),,06/2019,,,-,,,,(7,,,,-,,,,-,,,,,
384,"Southern Tide, LLC^",,One stop,,L + 6.75,,,7.75,,,06/2019,,,4065,,,,4033,,,,0.5,,,,4065,,,,,
385,,,,,,,,,,,,,,5088,,,,5045,,,,0.6,,,,5091,,,,,
386,Utilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,"PowerPlan Holdings, Inc.  (3)",,Senior loan,,L + 5.25,,,No Value,(4),,02/2021,,,-,,,,(7,,,,-,,,,-,,,,,
388,"PowerPlan Holdings, Inc.",,Senior loan,,L + 5.25,,,6.25,,,02/2022,,,4885,,,,4816,,,,0.6,,,,4885,,,,,
389,,,,,,,,,,,,,,4885,,,,4809,,,,0.6,,,,4885,,,,,
390,Total debt investments United States,,,,,,,,,,,,,1514526,,,,1495259,,,,185.0,,,,1493533,,,,,
391,Fair Value as a percentage of Principal Amount,,,,,,,,,,,,,,,,,,,,,,,,,98.6,,,,,
392,,,,,Spread,,,,,,,,,,,,,,,Percentage,,,,,,,,,,,
393,,,Investment,,Above,,,Interest,,,Maturity,,,Shares /,,,,,,of,,,Fair,,,,,,,,
394,,,Type,,Index  (1),,,Rate  (2),,,Date,,,Contracts,,,Cost,,,Net Assets,,,Value,,,,,,,,
395,Equity Investments  (9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Aerospace and Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,NTS Technical Systems,,Common stock,,,No Value,,,,No Value,,,,No Value,,,,2,,,,1506,,,,0.3,,,,2075,
398,"Tresys Technology Holdings, Inc.",,Common stock,,,No Value,,,,No Value,,,,No Value,,,,295,,,,295,,,,-,,,,-,
399,Whitcraft LLC,,Preferred stock B,,,No Value,,,,No Value,,,,No Value,,,,1,,,,670,,,,0.1,,,,661,
400,Whitcraft LLC,,Warrant,,,No Value,,,,No Value,,,,No Value,,,,-,,,,-,,,,-,,,,129,
401,,,,,,,,,,,,,,,,,,,,,,2471,,,,0.4,,,,2865,
402,Automobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,"K&N Engineering, Inc.",,Preferred stock A,,,No Value,,,,No Value,,,,No Value,,,,-,,,,-,,,,-,,,,5,
404,"K&N Engineering, Inc.",,Preferred stock B,,,No Value,,,,No Value,,,,No Value,,,,-,,,,-,,,,-,,,,6,
405,"K&N Engineering, Inc.",,Common stock,,,No Value,,,,No Value,,,,No Value,,,,-,,,,-,,,,-,,,,44,
406,,,,,,,,,,,,,,,,,,,,,,-,,,,-,,,,55,
407,"Beverage, Food and  Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,"Atkins Nutritionals, Inc.",,LLC interest,,,No Value,,,,No Value,,,,No Value,,,,57,,,,746,,,,0.4,,,,2705,
409,"C. J. Foods, Inc.",,Preferred stock,,,No Value,,,,No Value,,,,No Value,,,,-,,,,157,,,,-,,,,168,
410,"First Watch Restaurants, Inc.",,Common stock,,,No Value,,,,No Value,,,,No Value,,,,9,,,,964,,,,0.1,,,,1122,
411,"Goode Seed Co-Invest, LLC",,LLC units,,,No Value,,,,No Value,,,,No Value,,,,356,,,,356,,,,0.1,,,,873,
412,Julio & Sons Company,,LLC interest,,,No Value,,,,No Value,,,,No Value,,,,521,,,,521,,,,0.1,,,,674,
413,"Northern Brewer, LLC",,LLC interest,,,No Value,,,,No Value,,,,No Value,,,,438,,,,362,,,,-,,,,7,
414,"Richelieu Foods, Inc.",,LP interest,,,No Value,,,,No Value,,,,No Value,,,,220,,,,220,,,,-,,,,107,
415,"Tate's Bake Shop, Inc.",,LP interest,,,No Value,,,,No Value,,,,No Value,,,,-,,,,462,,,,0.1,,,,493,
416,Uinta Brewing Company,,LP interest,,,No Value,,,,No Value,,,,No Value,,,,-,,,,462,,,,-,,,,332,
417,United Craft Brews LLC,,LP interest,,,No Value,,,,No Value,,,,No Value,,,,1,,,,657,,,,0.1,,,,657,
418,,,,,,,,,,,,,,,,,,,,,,4907,,,,0.9,,,,7138,
419,Buildings and Real  Estate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,"Brooks Equipment Company,  LLC",,Common stock,,,No Value,,,,No Value,,,,No Value,,,,10,,,,1021,,,,0.1,,,,1037,
421,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,
422,"Chemicals, Plastics  and Rubber",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
