,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
447,,AVG Intermediate Holdings & AVG Subsidiary Holdings LLC+(5),One stop,,L +,6.25,,,N/A(6),,,,,03/2027,,-,,,(  1  ),,,-,,(  3  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,,"Community Care Partners, LLC+",One stop,,SF +,5.75,(k),,8.89,,,,,06/2026,,2349,,,2330,,,0.1,,2325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,,"Community Care Partners, LLC+(5)",One stop,,SF +,5.75,,,N/A(6),,,,,06/2026,,-,,,(  3  ),,,-,,(  3  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,,"CRH Healthcare Purchaser, Inc.*+",Senior loan,,L +,4.50,(b),,8.17,,,,,12/2024,,19502,,,19499,,,0.8,,19502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,,"CRH Healthcare Purchaser, Inc.#",Senior loan,,L +,4.50,(b),,8.17,,,,,12/2024,,,5197,,,,5162,,,0.2,,,5197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,,"CRH Healthcare Purchaser, Inc.#+",Senior loan,,L +,4.50,(b),,8.17,,,,,12/2024,,4112,,,4098,,,0.2,,4112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,,"CRH Healthcare Purchaser, Inc.+",Senior loan,,L +,4.50,(b),,8.17,,,,,12/2024,,3521,,,3495,,,0.2,,3521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,,"CRH Healthcare Purchaser, Inc.+",Senior loan,,L +,4.50,(b),,8.10,,,,,12/2024,,50,,,49,,,-,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,,Datix Bidco Limited+(8)(9)(10),Senior loan,,SN +,4.50,(i),,6.69,,,,,04/2025,,49685,,,59896,,,1.9,,47200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,,Datix Bidco Limited+(8)(9)(10),Second lien,,SN +,7.75,(i),,9.94,,,,,04/2026,,17630,,,21227,,,0.7,,16748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,,"Emerge Intermediate, Inc.*#",One stop,,SF +,6.50,(l),,9.70,cash/,0.50,PIK,,05/2024,,19277,,,19162,,,0.8,,19277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,,"Emerge Intermediate, Inc.+",One stop,,SF +,6.50,(l),,9.70,cash/,0.50,PIK,,05/2024,,1745,,,1734,,,0.1,,1745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,,"Emerge Intermediate, Inc.+(5)",One stop,,SF +,6.50,,,N/A(6),,,,,05/2024,,-,,,(  2  ),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,,Encorevet Group LLC+,One stop,,L +,6.75,(a),,9.87,,,,,11/2024,,985,,,979,,,-,,965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,,Encorevet Group LLC+,One stop,,L +,6.75,(a),,9.87,,,,,11/2024,,619,,,615,,,-,,607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,,Encorevet Group LLC+,One stop,,L +,6.75,(a),,9.87,,,,,11/2024,,307,,,305,,,-,,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,,Encorevet Group LLC+,One stop,,L +,6.75,(a),,9.87,,,,,11/2024,,294,,,292,,,-,,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,,Encorevet Group LLC+,One stop,,L +,6.75,(a),,9.87,,,,,11/2024,,266,,,264,,,-,,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,,Encorevet Group LLC+,Senior loan,,L +,6.75,(a),,9.87,,,,,11/2024,,244,,,243,,,-,,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,,Encorevet Group LLC+,One stop,,L +,6.75,(a),,9.87,,,,,11/2024,,163,,,162,,,-,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,,Encorevet Group LLC+,One stop,,L +,6.75,(a),,9.87,,,,,11/2024,,114,,,113,,,-,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,,Encorevet Group LLC+,Senior loan,,L +,6.75,(a),,9.87,,,,,11/2024,,110,,,110,,,-,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,,Encorevet Group LLC+,Senior loan,,L +,6.75,(a),,9.87,,,,,11/2024,,68,,,68,,,-,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,,Encorevet Group LLC+,Senior loan,,L +,6.75,(a),,9.87,,,,,11/2024,,57,,,56,,,-,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,,Encorevet Group LLC+,One stop,,L +,6.75,(a),,9.87,,,,,11/2024,,56,,,55,,,-,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,,Encorevet Group LLC+,One stop,,L +,6.75,(a),,9.87,,,,,11/2024,,32,,,32,,,-,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,,Encorevet Group LLC+,Senior loan,,L +,6.75,(a),,9.87,,,,,11/2024,,10,,,10,,,-,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,,Encorevet Group LLC+(5),Senior loan,,L +,6.75,,,N/A(6),,,,,11/2024,,-,,,-,,,-,,(  1  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,,Encorevet Group LLC+(5),One stop,,L +,6.75,,,N/A(6),,,,,11/2024,,-,,,(  1  ),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,,"ERC Topco Holdings, LLC+",One stop,,L +,5.50,(b),,9.17,,,,,11/2028,,9546,,,9471,,,0.4,,9259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,,"ERC Topco Holdings, LLC+(5)",One stop,,L +,5.50,,,N/A(6),,,,,11/2027,,-,,,(  1  ),,,-,,(  5  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,,"ERC Topco Holdings, LLC+(5)",One stop,,L +,5.50,,,N/A(6),,,,,11/2028,,-,,,(  3  ),,,-,,(  7  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,,Eyecare Services Partners Holdings LLC+,One stop,,L +,9.25,(a),,4.13,cash/,8.25,PIK,,05/2023,,19569,,,19596,,,0.5,,12720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,,Eyecare Services Partners Holdings LLC*+,One stop,,L +,9.25,(a),,4.13,cash/,8.25,PIK,,05/2023,,8584,,,8615,,,0.2,,5580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,,Eyecare Services Partners Holdings LLC*#,One stop,,L +,9.25,(a),,4.12,cash/,8.25,PIK,,05/2023,,7518,,,7546,,,0.2,,4887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,,Eyecare Services Partners Holdings LLC+,One stop,,L +,9.25,(a),,4.12,cash/,8.25,PIK,,05/2023,,5533,,,5538,,,0.1,,3596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,,Eyecare Services Partners Holdings LLC*+,One stop,,L +,9.25,(a),,4.12,cash/,8.25,PIK,,05/2023,,2567,,,2577,,,0.1,,1669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,,Eyecare Services Partners Holdings LLC*+,One stop,,L +,9.25,(a),,4.12,cash/,8.25,PIK,,05/2023,,1648,,,1654,,,-,,1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,,Eyecare Services Partners Holdings LLC*#,One stop,,L +,9.25,(a),,4.12,cash/,8.25,PIK,,05/2023,,1218,,,1222,,,-,,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,,Eyecare Services Partners Holdings LLC*#,One stop,,L +,9.25,(a),,4.12,cash/,8.25,PIK,,05/2023,,1073,,,1077,,,-,,697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,,Eyecare Services Partners Holdings LLC+,One stop,,L +,9.25,(a),,4.14,cash/,8.25,PIK,,05/2023,,1168,,,1159,,,-,,613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,,Eyecare Services Partners Holdings LLC*+,One stop,,L +,9.25,(a),,4.13,cash/,8.25,PIK,,05/2023,,693,,,695,,,-,,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,,Eyecare Services Partners Holdings LLC+,One stop,,L +,9.25,(a),,4.14,cash/,8.25,PIK,,05/2023,,428,,,428,,,-,,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,,Eyecare Services Partners Holdings LLC+,One stop,,L +,9.25,(a),,4.14,cash/,8.25,PIK,,05/2023,,837,,,832,,,-,,837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,,Eyecare Services Partners Holdings LLC+,One stop,,L +,9.25,(a),,4.14,cash/,8.25,PIK,,05/2023,,837,,,832,,,-,,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,,"FYI Optical Acquisitions, Inc. & FYI USA, Inc.+(8)(9)(12)",One stop,,C +,4.50,(h),,7.26,,,,,03/2027,,,11224,,,,11520,,,0.4,,,11224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,,"FYI Optical Acquisitions, Inc. & FYI USA, Inc.+(5)(8)(9)(12)",One stop,,C +,4.50,,,N/A(6),,,,,03/2027,,-,,,(  2  ),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,,"FYI Optical Acquisitions, Inc. & FYI USA, Inc.+(8)(9)(12)",One stop,,C +,4.50,(h),,8.67,,,,,03/2027,,502,,,542,,,-,,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,,"FYI Optical Acquisitions, Inc. & FYI USA, Inc.+(8)(9)(12)",One stop,,C +,4.50,(h),,8.67,,,,,03/2027,,178,,,183,,,-,,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,,"FYI Optical Acquisitions, Inc. & FYI USA, Inc.+(8)(12)",One stop,,L +,4.50,(b),,8.17,,,,,03/2027,,74,,,74,,,-,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,,"FYI Optical Acquisitions, Inc. & FYI USA, Inc.+(5)(8)(12)",One stop,,SF +,4.50,,,N/A(6),,,,,03/2027,,-,,,(  1  ),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,,"FYI Optical Acquisitions, Inc. & FYI USA, Inc.+(8)(9)(12)",One stop,,C +,4.50,(h),,8.67,,,,,03/2027,,736,,,777,,,-,,736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,,Heartland Veterinary Partners LLC+,Senior loan,,SF +,4.75,(l),,7.63,,,,,12/2026,,844,,,837,,,-,,827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,,Heartland Veterinary Partners LLC+,Senior loan,,SF +,4.75,(l),,7.63,,,,,12/2026,,62,,,61,,,-,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,,Heartland Veterinary Partners LLC+,Senior loan,,SF +,4.75,,,N/A(6),,,,,12/2026,,-,,,-,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,,Klick Inc.+(8)(12),Senior loan,,L +,4.50,(b),,8.17,,,,,03/2028,,9997,,,9919,,,0.4,,9997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,,Klick Inc.+(5)(8)(12),Senior loan,,L +,4.50,,,N/A(6),,,,,03/2026,,-,,,(  1  ),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,,"Krueger-Gilbert Health Physics, LLC+",Senior loan,,L +,5.25,(b),,8.92,,,,,05/2025,,2311,,,2305,,,0.1,,2311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,,"Krueger-Gilbert Health Physics, LLC+",Senior loan,,L +,5.25,(b),,8.92,,,,,05/2025,,1858,,,1846,,,0.1,,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,,"Krueger-Gilbert Health Physics, LLC+",Senior loan,,L +,5.25,(b),,8.92,,,,,05/2025,,1091,,,1113,,,-,,1091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,,"Krueger-Gilbert Health Physics, LLC+",Senior loan,,L +,5.25,(b),,8.92,,,,,05/2025,,60,,,60,,,-,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,,"Krueger-Gilbert Health Physics, LLC+(5)",Senior loan,,L +,5.25,,,N/A(6),,,,,05/2025,,-,,,(  14  ),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,,"New Look (Delaware) Corporation and NL1 AcquireCo, Inc.+(8)(9)(12)",One stop,,C +,5.50,(h),,9.67,,,,,05/2028,,17736,,,19985,,,0.7,,17381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,,"New Look (Delaware) Corporation and NL1 AcquireCo, Inc.+(8)(12)",One stop,,L +,5.50,(b),,9.17,,,,,05/2028,,4326,,,4275,,,0.2,,4239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,,"New Look (Delaware) Corporation and NL1 AcquireCo, Inc.+(8)(12)",One stop,,L +,5.50,(b),,9.17,,,,,05/2028,,2816,,,2791,,,0.1,,2760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,,"New Look (Delaware) Corporation and NL1 AcquireCo, Inc.+(8)(9)(12)",One stop,,C +,5.50,(h),,9.67,,,,,05/2028,,1081,,,1188,,,-,,1060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,,"New Look (Delaware) Corporation and NL1 AcquireCo, Inc.+(8)(9)(12)",One stop,,C +,5.50,(h),,9.67,,,,,05/2028,,563,,,586,,,-,,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,,"New Look (Delaware) Corporation and NL1 AcquireCo, Inc.+(8)(9)(12)",One stop,,C +,5.50,(h),,9.65,,,,,05/2026,,103,,,106,,,-,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,,"New Look (Delaware) Corporation and NL1 AcquireCo, Inc.+(8)(12)",One stop,,L +,5.50,(b),,9.17,,,,,05/2026,,60,,,60,,,-,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,,"New Look (Delaware) Corporation and NL1 AcquireCo, Inc.+(8)(12)",One stop,,L +,5.50,(b),,9.17,,,,,05/2028,,18,,,18,,,-,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,,"Oliver Street Dermatology Holdings, LLC+(7)",One stop,,SF +,11.43,(l),,15.13,,,,,01/2023,,22787,,,16786,,,0.7,,17090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,,"Oliver Street Dermatology Holdings, LLC+",One stop,,SF +,6.25,(l),,9.95,,,,,01/2023,,13521,,,12666,,,0.5,,12845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,,"Oliver Street Dermatology Holdings, LLC+",One stop,,SF +,6.25,(l),,9.95,,,,,01/2023,,348,,,329,,,-,,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,,"Pinnacle Treatment Centers, Inc.#+",One stop,,L +,5.75,(b),,8.56,,,,,01/2023,,18732,,,18730,,,0.7,,18732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,,"Pinnacle Treatment Centers, Inc.*",One stop,,L +,5.75,(b),,8.56,,,,,01/2023,,7553,,,7548,,,0.3,,7553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,,"Pinnacle Treatment Centers, Inc.#+",One stop,,L +,5.75,(b),,8.56,,,,,01/2023,,1539,,,1539,,,0.1,,1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,,"Pinnacle Treatment Centers, Inc.+",One stop,,L +,5.75,(b),,8.56,,,,,01/2023,,695,,,695,,,-,,695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,,"Pinnacle Treatment Centers, Inc.+",One stop,,L +,5.75,(b),,8.56,,,,,01/2023,,184,,,184,,,-,,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,,"Pinnacle Treatment Centers, Inc.+",One stop,,L +,5.75,(a),,8.81,,,,,01/2023,,145,,,145,,,-,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,,"Pinnacle Treatment Centers, Inc.+",One stop,,L +,5.75,(b),,8.56,,,,,01/2023,,105,,,105,,,-,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,,"Pinnacle Treatment Centers, Inc.+",One stop,,L +,5.75,(b),,8.56,,,,,01/2023,,37,,,37,,,-,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,,"PPT Management Holdings, LLC+(7)",One stop,,L +,8.50,(b),,8.28,cash/,2.50,PIK,,12/2022,,25694,,,25514,,,0.8,,19270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,,"PPT Management Holdings, LLC+(7)",One stop,,L +,8.50,(b),,8.28,cash/,2.50,PIK,,12/2022,,312,,,310,,,-,,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,,"PPT Management Holdings, LLC+(7)",One stop,,L +,10.50,(b),,8.28,cash/,4.50,PIK,,12/2022,,284,,,282,,,-,,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,,"PPT Management Holdings, LLC+(7)",One stop,,L +,8.50,(b),,8.28,cash/,2.50,PIK,,12/2022,,184,,,183,,,-,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,,"PPT Management Holdings, LLC+(7)",One stop,,L +,8.50,(b),,8.28,cash/,2.50,PIK,,12/2022,,90,,,88,,,-,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,,"PPT Management Holdings, LLC+",One stop,,L +,10.50,,,N/A(6),,,,,12/2022,,,-,,,,-,,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,,"Suveto Buyer, LLC+",One stop,,L +,5.00,(b),,8.67,,,,,09/2027,,18330,,,18110,,,0.7,,17528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,,"Suveto Buyer, LLC+",One stop,,L +,5.00,(b),,8.66,,,,,09/2027,,64,,,62,,,-,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,,,,,,,,,,,,,,,,470089,,,459629,,,16.0,,405913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,,Health Care Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,,Alegeus Technologies Holdings Corp.+,Senior loan,,L +,8.25,(b),,10.95,,,,,09/2024,,,374,,,,373,,,-,,,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,,"Coding Solutions Acquisition, Inc.+",One stop,,SF +,5.75,(k),,8.78,,,,,05/2028,,5248,,,5199,,,0.2,,5143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,,"Coding Solutions Acquisition, Inc.+",One stop,,SF +,5.75,(k),,8.78,,,,,05/2028,,10,,,10,,,-,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,,"Coding Solutions Acquisition, Inc.+(5)",One stop,,SF +,5.75,,,N/A(6),,,,,05/2028,,-,,,(  8  ),,,-,,(  31  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,,"Connexin Software, Inc.+",One stop,,L +,8.50,(b),,11.31,,,,,02/2024,,8619,,,8644,,,0.3,,8619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,,"Connexin Software, Inc.+",One stop,,L +,8.50,,,N/A(6),,,,,02/2024,,-,,,-,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,,"ESO Solution, Inc.+",One stop,,SF +,7.00,(l),,10.56,,,,,03/2027,,7549,,,7493,,,0.3,,7549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,,"ESO Solution, Inc.+(5)",One stop,,SF +,7.00,,,N/A(6),,,,,03/2027,,-,,,(  1  ),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,,"HSI Halo Acquisition, Inc.+",One stop,,SF +,5.75,(m),,9.83,,,,,08/2026,,6186,,,6161,,,0.2,,6025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,,"HSI Halo Acquisition, Inc.+",One stop,,SF +,5.75,(m),,9.83,,,,,08/2026,,2949,,,2919,,,0.1,,2872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,,"HSI Halo Acquisition, Inc.+",One stop,,SF +,5.75,(m),,9.83,,,,,08/2026,,1943,,,1929,,,0.1,,1892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,,"HSI Halo Acquisition, Inc.+",One stop,,SF +,5.75,(m),,9.84,,,,,08/2026,,1355,,,1336,,,0.1,,1320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,,"HSI Halo Acquisition, Inc.+",One stop,,SF +,5.75,(m),,9.83,,,,,08/2026,,635,,,631,,,-,,618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,,"HSI Halo Acquisition, Inc.+",One stop,,L +,5.75,(a),,8.31,,,,,09/2025,,13,,,12,,,-,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,,"HSI Halo Acquisition, Inc.+",One stop,,SF +,5.75,(m),,9.86,,,,,08/2026,,132,,,130,,,-,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,,"Nextech Holdings, LLC+",One stop,,L +,5.50,(a)(b),,8.31,,,,,06/2025,,3931,,,3970,,,0.2,,3891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
