,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
218,"Precision Dermatology, Inc.",,One stop,,L + 6.00,,,7.25,,,09/2018,,,9991,,,,9907,,,,1.4,,,,10092,
219,"Reliant Pro ReHab, LLC  (3)",,Senior loan,,L + 4.75,,,N/A,(4),,06/2016,,,-,,,,(7,,,,-,,,,-,
220,"Reliant Pro ReHab, LLC*^",,Senior loan,,L + 5.00,,,6.00,,,06/2017,,,7652,,,,7588,,,,1.1,,,,7652,
221,Renaissance Pharma (U.S.) Holdings Inc.,,Senior loan,,P + 3.00,,,6.25,,,05/2018,,,97,,,,94,,,,-,,,,97,
222,Renaissance Pharma (U.S.) Holdings Inc.*^,,Senior loan,,L + 4.00,,,5.03,,,05/2018,,,4259,,,,4203,,,,0.6,,,,4259,
223,Southern Anesthesia and Surgical  (3),,One stop,,L + 5.50,,,N/A,(4),,11/2017,,,-,,,,(11,,,,-,,,,-,
224,Southern Anesthesia and Surgical,,One stop,,L + 5.50,,,6.50,,,11/2017,,,6027,,,,5911,,,,0.8,,,,6027,
225,Southern Anesthesia and Surgical  (3),,One stop,,L + 5.50,,,N/A,(4),,11/2017,,,-,,,,(43,,,,-,,,,-,
226,"Surgical Information Systems, LLC^",,Senior loan,,L + 3.00,,,4.01,,,09/2018,,,2062,,,,2057,,,,0.3,,,,2062,
227,"WIL Research Company, Inc.*",,Senior loan,,L + 4.50,,,5.75,,,02/2018,,,778,,,,771,,,,0.1,,,,759,
228,"Young Innovations, Inc.  (3)",,Senior loan,,L + 4.25,,,N/A,(4),,01/2018,,,-,,,,(3,,,,-,,,,-,
229,"Young Innovations, Inc.*^",,Senior loan,,L + 4.25,,,5.29,,,01/2019,,,5457,,,,5423,,,,0.8,,,,5457,
230,,,,,,,,,,,,,,211326,,,,208647,,,,28.8,,,,208781,
231,"Home and Office Furnishings,",,,,,,,,,,,,,,,,,,,,,,,,,,
232,"Housewares, and Durable Consumer",,,,,,,,,,,,,,,,,,,,,,,,,,
233,"Plano Molding Company, LLC^",,Senior loan,,L + 4.25,,,5.25,,,10/2018,,,1997,,,,1984,,,,0.3,,,,1997,
234,"WII Components, Inc.*",,Senior loan,,L + 4.75,,,6.25,,,07/2016,,,1513,,,,1504,,,,0.2,,,,1513,
235,"WII Components, Inc.",,Senior loan,,P + 3.75,,,7.00,,,07/2016,,,10,,,,9,,,,-,,,,10,
236,Zenith Products Corporation,,One stop,,P + 1.75,,,5.00,,,09/2013,,,29,,,,29,,,,-,,,,15,
237,Zenith Products Corporation*,,One stop,,P + 3.50,,,6.75,,,09/2013,,,3684,,,,3684,,,,0.3,,,,1842,
238,,,,,,,,,,,,,,7233,,,,7210,,,,0.8,,,,5377,
239,Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,
240,"Captive Resources Midco, LLC  (3)",,One stop,,L + 5.00,,,N/A,(4),,01/2019,,,-,,,,(16,,,,-,,,,-,
241,"Captive Resources Midco, LLC*^",,One stop,,L + 5.00,,,6.50,,,01/2019,,,20047,,,,19859,,,,2.8,,,,20047,
242,"Evolution1, Inc.*",,Senior loan,,P + 3.75,,,7.00,,,06/2016,,,4461,,,,4434,,,,0.6,,,,4461,
243,"Evolution1, Inc.",,Senior loan,,P + 3.75,,,7.00,,,06/2016,,,56,,,,54,,,,-,,,,56,
244,,,,,,,,,,,,,,24564,,,,24331,,,,3.4,,,,24564,
245,Investment Funds and Vehicles,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Senior Loan Fund LLC  (7)(8),,Subordinated debt,,L + 8.00,,,8.15,,,05/2020,,,29610,,,,29610,,,,4.1,,,,29610,
247,"Leisure, Amusement,  Motion Pictures and Entertainment",,,,,,,,,,,,,,,,,,,,,,,,,,
248,"Competitor Group, Inc.",,One stop,,P + 6.75,,,9.76,,,11/2018,,,884,,,,873,,,,0.1,,,,716,
249,"Competitor Group, Inc.*",,One stop,,L + 8.75,,,9.00 cash/1.00 PIK,,,11/2018,,,12797,,,,12634,,,,1.5,,,,11134,
250,"Octane Fitness, LLC  (3)",,One stop,,L + 5.25,,,N/A,(4),,10/2018,,,-,,,,(4,,,,-,,,,-,
251,"Octane Fitness, LLC*",,One stop,,L + 5.25,,,6.50,,,10/2018,,,8096,,,,8061,,,,1.1,,,,8096,
252,,,,,Spread,,,,,,,,,,,,,Percentage,,,,,,,,,
253,,,Investment,,Above,,Interest,,,Maturity,,Principal / Par,,,,,,of,,,Fair,,,,,,
254,,,Type,,Index  (1),,Rate  (2),,,Date,,Amount,,,Cost,,,Net  Assets,,,Value,,,,,,
255,"Pride Manufacturing Company,  LLC*",,Senior loan,,L + 6.00,,,7.75,,,11/2015,,,513,,,,510,,,,0.1,,,,513,
256,"Self Esteem Brands, LLC  (3)",,Senior loan,,L + 4.00,,,N/A,(4),,02/2020,,,-,,,,(5,,,,-,,,,(5,
257,"Self Esteem Brands, LLC^",,Senior loan,,L + 4.00,,,5.25,,,02/2020,,,7707,,,,7662,,,,1.1,,,,7659,
258,"Starplex Operating, L.L.C.",,One stop,,L + 7.50,,,9.00,,,12/2017,,,958,,,,943,,,,0.1,,,,958,
259,"Starplex Operating, L.L.C.*^",,One stop,,L + 7.50,,,9.00,,,12/2017,,,17170,,,,16956,,,,2.4,,,,17170,
260,"Titan Fitness, LLC  (3)",,One stop,,L + 6.50,,,N/A,(4),,09/2019,,,-,,,,(23,,,,-,,,,-,
261,"Titan Fitness, LLC*",,One stop,,L + 6.50,,,7.75,,,09/2019,,,13637,,,,13360,,,,1.9,,,,13637,
262,"Titan Fitness, LLC  (3)",,One stop,,L + 6.50,,,N/A,(4),,09/2019,,,-,,,,(23,,,,-,,,,-,
263,,,,,,,,,,,,,,61762,,,,60944,,,,8.3,,,,59878,
264,"Mining, Steel, Iron and Non-Precious  Metals",,,,,,,,,,,,,,,,,,,,,,,,,,
265,"Benetech, Inc.",,One stop,,P + 7.75,,,11.00,,,10/2017,,,273,,,,264,,,,-,,,,273,
266,"Benetech, Inc.*",,One stop,,L + 9.00,,,10.25,,,10/2017,,,5191,,,,5149,,,,0.7,,,,5191,
267,,,,,,,,,,,,,,5464,,,,5413,,,,0.7,,,,5464,
268,Oil and Gas,,,,,,,,,,,,,,,,,,,,,,,,,,
269,"Drilling Info, Inc.  (3)(5)",,One stop,,L + 5.00,,,N/A,(4),,06/2018,,,-,,,,(1,,,,-,,,,-,
270,"Drilling Info, Inc.^  (5)",,One stop,,L + 5.00,,,6.00,,,06/2018,,,1342,,,,1331,,,,0.2,,,,1342,
271,"Drilling Info, Inc.  (3)(5)",,One stop,,L + 5.00,,,N/A,(4),,06/2018,,,-,,,,(4,,,,-,,,,-,
272,,,,,,,,,,,,,,1342,,,,1326,,,,0.2,,,,1342,
273,Personal and Non-Durable Consumer  Products,,,,,,,,,,,,,,,,,,,,,,,,,,
274,"Hygenic Corporation, The",,Senior loan,,P + 3.75,,,6.80,,,10/2017,,,153,,,,150,,,,-,,,,153,
275,"Hygenic Corporation, The*^",,Senior loan,,L + 4.75,,,6.00,,,10/2018,,,4549,,,,4502,,,,0.6,,,,4549,
276,"Massage Envy, LLC  (3)",,One stop,,L + 7.25,,,N/A,(4),,09/2018,,,-,,,,(13,,,,-,,,,-,
277,"Massage Envy, LLC*",,One stop,,L + 7.25,,,8.50,,,09/2018,,,15999,,,,15718,,,,2.2,,,,15999,
278,Rug Doctor LLC,,Senior loan,,L + 5.25,,,6.25,,,12/2016,,,465,,,,454,,,,0.1,,,,465,
279,Rug Doctor LLC*,,Senior loan,,L + 5.25,,,6.25,,,12/2016,,,5435,,,,5390,,,,0.7,,,,5435,
280,Team Technologies Acquisition Company^,,Senior loan,,L + 5.00,,,6.25,,,12/2017,,,4843,,,,4800,,,,0.7,,,,4843,
281,Team Technologies Acquisition Company  (3),,Senior loan,,P + 3.75,,,7.00,,,12/2017,,,-,,,,(2,,,,-,,,,-,
282,,,,,,,,,,,,,,31444,,,,30999,,,,4.3,,,,31444,
283,"Personal, Food and Miscellaneous Services",,,,,,,,,,,,,,,,,,,,,,,,,,
284,Affordable Care Inc.  (3),,Senior loan,,L + 4.75,,,N/A,(4),,12/2017,,,-,,,,(2,,,,-,,,,-,
285,Affordable Care Inc.^,,Senior loan,,L + 4.75,,,6.00,,,12/2018,,,3356,,,,3331,,,,0.5,,,,3356,
286,El Pollo Loco Inc^,,Senior loan,,L + 4.25,,,5.25,,,10/2018,,,5162,,,,5117,,,,0.7,,,,5201,
287,Focus Brands Inc.,,Second lien,,L + 9.00,,,10.25,,,08/2018,,,11195,,,,11085,,,,1.6,,,,11404,
288,"National Veterinary Associates, Inc.",,Senior loan,,L + 5.00,,,6.25,,,12/2017,,,72,,,,71,,,,-,,,,72,
289,"National Veterinary Associates, Inc.^",,Senior loan,,L + 5.00,,,6.25,,,12/2017,,,5976,,,,5940,,,,0.8,,,,5976,
290,"National Veterinary Associates, Inc.^",,Senior loan,,L + 5.00,,,6.25,,,12/2017,,,1671,,,,1661,,,,0.2,,,,1671,
291,"PMI Holdings, Inc.  (3)",,One stop,,L + 4.50,,,N/A,(4),,10/2018,,,-,,,,(9,,,,-,,,,-,
292,"PMI Holdings, Inc.*^",,One stop,,L + 4.50,,,5.50,,,10/2018,,,22366,,,,22272,,,,3.1,,,,22366,
293,Vetcor Merger Sub LLC,,One stop,,L + 6.50,,,7.75,,,12/2017,,,199,,,,193,,,,-,,,,199,
294,Vetcor Merger Sub LLC*^,,One stop,,L + 6.50,,,7.75,,,12/2017,,,5870,,,,5824,,,,0.8,,,,5870,
295,Vetcor Merger Sub LLC  (3),,One stop,,L + 6.50,,,N/A,(4),,12/2017,,,-,,,,(7,,,,-,,,,-,
296,Vetcor Merger Sub LLC^,,One stop,,L + 6.50,,,7.75,,,12/2017,,,373,,,,373,,,,0.1,,,,373,
297,Vetcor Merger Sub LLC^,,One stop,,L + 6.50,,,7.75,,,12/2017,,,575,,,,575,,,,0.1,,,,575,
298,Vetcor Merger Sub LLC^,,One stop,,L + 6.50,,,7.75,,,12/2017,,,385,,,,385,,,,0.1,,,,385,
299,,,,,,,,,,,,,,57200,,,,56809,,,,8.0,,,,57448,
300,Printing and Publishing,,,,,,,,,,,,,,,,,,,,,,,,,,
301,"Market Track, LLC  (3)",,One stop,,L + 6.00,,,N/A,(4),,10/2019,,,-,,,,(19,,,,-,,,,-,
302,"Market Track, LLC*^",,One stop,,L + 6.00,,,7.25,,,10/2019,,,29344,,,,29084,,,,4.0,,,,29344,
303,"Market Track, LLC  (3)",,One stop,,L + 6.00,,,N/A,(4),,10/2019,,,-,,,,(19,,,,-,,,,-,
304,,,,,,,,,,,,,,29344,,,,29046,,,,4.0,,,,29344,
305,Retail Stores,,,,,,,,,,,,,,,,,,,,,,,,,,
306,"Benihana, Inc.",,One stop,,P + 4.25,,,7.50,,,07/2018,,,274,,,,238,,,,-,,,,274,
307,"Benihana, Inc.*^",,One stop,,L + 5.50,,,6.75,,,01/2019,,,14000,,,,13637,,,,1.9,,,,14000,
308,"Boot Barn, Inc.*^",,One stop,,L + 5.75,,,7.00,,,05/2019,,,24491,,,,24188,,,,3.4,,,,24491,
309,"Boot Barn, Inc.*",,One stop,,L + 5.75,,,7.00,,,05/2019,,,7745,,,,7672,,,,1.1,,,,7669,
310,"Capital Vision Services, LLC  (3)",,One stop,,L + 7.25,,,N/A,(4),,12/2017,,,-,,,,(10,,,,-,,,,-,
311,"Capital Vision Services, LLC*^",,One stop,,L + 7.25,,,8.50,,,12/2017,,,15440,,,,15294,,,,2.1,,,,15440,
312,"Capital Vision Services, LLC^",,One stop,,L + 7.25,,,8.50,,,12/2017,,,1238,,,,1225,,,,0.2,,,,1238,
313,"Capital Vision Services, LLC",,One stop,,L + 7.25,,,8.50,,,12/2017,,,731,,,,725,,,,0.1,,,,731,
314,"DTLR, Inc.*^",,One stop,,L + 8.00,,,11.00,,,12/2015,,,16108,,,,16025,,,,2.2,,,,16108,
315,"Express Oil Change, LLC",,Senior loan,,L + 4.75,,,6.17,,,12/2017,,,64,,,,62,,,,-,,,,64,
316,,,,,Spread,,,,,,,,,,,,,Percentage,,,,,,,,,
317,,,Investment,,Above,,Interest,,,Maturity,,Principal / Par,,,,,,of,,,Fair,,,,,,
318,,,Type,,Index  (1),,Rate  (2),,,Date,,Amount,,,Cost,,,Net  Assets,,,Value,,,,,,
319,"Express Oil Change, LLC*",,Senior loan,,P + 3.50,,,6.75,,,12/2017,,,1747,,,,1735,,,,0.2,,,,1747,
320,"Express Oil Change, LLC",,Senior loan,,P + 3.50,,,6.75,,,12/2017,,,112,,,,111,,,,-,,,,112,
321,"Floor & Decor Outlets of America,  Inc.*^",,One stop,,L + 6.50,,,7.75,,,05/2019,,,11272,,,,11158,,,,1.6,,,,11272,
322,"Marshall Retail Group, LLC, The  (3)",,Senior loan,,L + 6.00,,,N/A,(4),,10/2016,,,-,,,,(9,,,,-,,,,-,
323,"Marshall Retail Group, LLC, The*^",,Senior loan,,L + 6.00,,,7.50,,,10/2016,,,9105,,,,9012,,,,1.3,,,,9105,
324,"Paper Source, Inc.  (3)",,One stop,,L + 6.25,,,N/A,(4),,09/2018,,,-,,,,(11,,,,-,,,,-,
325,"Paper Source, Inc.*^",,One stop,,L + 6.25,,,7.25,,,09/2018,,,12607,,,,12501,,,,1.7,,,,12607,
326,"Restaurant Holding Company, LLC",,Senior loan,,L + 7.75,,,8.75,,,02/2019,,,4989,,,,4942,,,,0.7,,,,4970,
327,"Rubio's Restaurants, Inc*^",,Senior loan,,L + 4.75,,,6.00,,,11/2018,,,9400,,,,9393,,,,1.3,,,,9400,
328,"Sneaker Villa, Inc.",,One stop,,P + 7.00,,,11.50,,,12/2017,,,251,,,,238,,,,-,,,,251,
329,"Sneaker Villa, Inc.",,One stop,,L + 8.50,,,10.00,,,12/2017,,,4462,,,,4384,,,,0.6,,,,4462,
330,"Sneaker Villa, Inc.^",,One stop,,L + 8.50,,,10.00,,,12/2017,,,627,,,,620,,,,0.1,,,,627,
331,"Sneaker Villa, Inc.^",,One stop,,L + 8.50,,,10.00,,,12/2017,,,1245,,,,1234,,,,0.2,,,,1245,
332,"Sneaker Villa, Inc.  (3)",,One stop,,L + 8.50,,,N/A,(4),,12/2017,,,-,,,,(11,,,,-,,,,-,
333,Specialty Catalog Corp.  (3),,One stop,,L + 6.00,,,N/A,(4),,07/2017,,,-,,,,(5,,,,-,,,,-,
334,Specialty Catalog Corp.,,One stop,,L + 6.00,,,7.50,,,07/2017,,,4711,,,,4672,,,,0.6,,,,4711,
335,Vision Source L.P.  (3),,One stop,,L + 5.00,,,N/A,(4),,04/2016,,,-,,,,(7,,,,-,,,,-,
336,Vision Source L.P.*^,,One stop,,L + 5.00,,,6.00,,,04/2016,,,16957,,,,16853,,,,2.3,,,,16957,
337,,,,,,,,,,,,,,157576,,,,155866,,,,21.6,,,,157481,
338,Telecommunications,,,,,,,,,,,,,,,,,,,,,,,,,,
339,"Arise Virtual Solutions, Inc.  (3)",,One stop,,L + 6.00,,,N/A,(4),,12/2018,,,-,,,,(12,,,,-,,,,-,
340,"Arise Virtual Solutions, Inc.*^",,One stop,,L + 6.00,,,7.25,,,12/2018,,,13958,,,,13833,,,,1.9,,,,13958,
341,Hosting.com Inc.,,Senior loan,,P + 3.25,,,6.50,,,12/2017,,,7,,,,5,,,,-,,,,7,
342,Hosting.com Inc.*,,Senior loan,,L + 4.50,,,5.75,,,12/2017,,,873,,,,862,,,,0.1,,,,873,
343,"ITC Global, Inc.  (3)",,One stop,,L + 6.75,,,N/A,(4),,07/2018,,,-,,,,(13,,,,-,,,,-,
344,"ITC Global, Inc.*",,One stop,,L + 6.75,,,7.75,,,07/2018,,,8410,,,,8334,,,,1.2,,,,8410,
345,"ITC Global, Inc.^",,One stop,,L + 6.75,,,7.75,,,07/2018,,,1434,,,,1421,,,,0.2,,,,1434,
346,,,,,,,,,,,,,,24682,,,,24430,,,,3.4,,,,24682,
347,Textile and Leather,,,,,,,,,,,,,,,,,,,,,,,,,,
348,"5.11, Inc.*^",,Senior loan,,L + 5.00,,,6.00,,,02/2020,,,1033,,,,1029,,,,0.1,,,,1036,
349,"Southern Tide, LLC  (3)",,One stop,,L + 6.75,,,N/A,(4),,06/2019,,,-,,,,(9,,,,-,,,,(9,
350,"Southern Tide, LLC^",,One stop,,L + 6.75,,,7.75,,,06/2019,,,4106,,,,4065,,,,0.6,,,,4065,
351,,,,,,,,,,,,,,5139,,,,5085,,,,0.7,,,,5092,
352,Utilities,,,,,,,,,,,,,,,,,,,,,,,,,,
353,"PowerPlan Consultants, Inc.  (3)",,Senior loan,,L + 4.25,,,N/A,(4),,10/2018,,,-,,,,(1,,,,-,,,,-,
354,"PowerPlan Consultants, Inc.*^",,Senior loan,,L + 4.25,,,5.30,,,10/2019,,,3837,,,,3790,,,,0.5,,,,3837,
355,,,,,,,,,,,,,,3837,,,,3789,,,,0.5,,,,3837,
356,Total debt investments United States,,,,,,,,,,,,,1290326,,,,1273916,,,,175.6,,,,1276361,
357,,,,,Spread,,,,,,,,,,,,Percentage,,,,,,,,,,
358,,,Investment,,Above,,Interest,,Maturity,,Shares /,,,,,,of,,,Fair,,,,,,,
359,,,Type,,Index  (1),,Rate  (2),,Date,,Contracts,,,Cost,,,Net Assets,,,Value,,,,,,,
360,Equity Investments  (9),,,,,,,,,,,,,,,,,,,,,,,,,,
361,Aerospace and Defense,,,,,,,,,,,,,,,,,,,,,,,,,,
362,NTS Technical Systems,,Common stock,,N/A,,N/A,,N/A,,,2,,,,1506,,,,0.2,,,,1506,,,
363,"Tresys Technology Holdings, Inc.",,Common stock,,N/A,,N/A,,N/A,,,295,,,,295,,,,-,,,,3,,,
364,Whitcraft LLC,,Common stock,,N/A,,N/A,,N/A,,,1,,,,670,,,,0.1,,,,409,,,
365,Whitcraft LLC,,Warrant,,N/A,,N/A,,N/A,,,-,,,,-,,,,-,,,,80,,,
366,,,,,,,,,,,,,,,,2471,,,,0.3,,,,1998,,,
367,Automobile,,,,,,,,,,,,,,,,,,,,,,,,,,
368,"ABRA, Inc",,LLC interest,,N/A,,N/A,,N/A,,,208,,,,352,,,,0.6,,,,4175,,,
369,"K&N Engineering, Inc.",,Preferred stock A,,N/A,,N/A,,N/A,,,-,,,,26,,,,-,,,,42,,,
370,"K&N Engineering, Inc.",,Preferred stock B,,N/A,,N/A,,N/A,,,-,,,,-,,,,-,,,,12,,,
371,"K&N Engineering,  Inc.",,Common stock,,N/A,,N/A,,N/A,,,-,,,,4,,,,-,,,,95,,,
372,,,,,,,,,,,,,,,,382,,,,0.6,,,,4324,,,
373,"Beverage, Food and Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,
374,"Atkins Nutritionals, Inc.",,LLC interest,,N/A,,N/A,,N/A,,,57,,,,746,,,,0.1,,,,827,,,
375,"C. J. Foods, Inc.",,Common stock,,N/A,,N/A,,N/A,,,157,,,,157,,,,-,,,,157,,,
376,"First Watch Restaurants, Inc.",,Common stock,,N/A,,N/A,,N/A,,,8,,,,816,,,,0.1,,,,879,,,
377,"Goode Seed Co-Invest, LLC",,LLC units,,N/A,,N/A,,N/A,,,356,,,,356,,,,0.1,,,,411,,,
378,Julio & Sons Company,,LLC interest,,N/A,,N/A,,N/A,,,521,,,,521,,,,0.1,,,,440,,,
379,"Northern Brewer, LLC",,LLC interest,,N/A,,N/A,,N/A,,,438,,,,362,,,,-,,,,37,,,
380,"Richelieu Foods, Inc.",,LP interest,,N/A,,N/A,,N/A,,,220,,,,220,,,,-,,,,139,,,
381,,,,,,,,,,,,,,,,3178,,,,0.4,,,,2890,,,
382,"Containers, Packaging and  Glass",,,,N/A,,N/A,,N/A,,,,,,,,,,,,,,,,,,
383,"Packaging Coordinators,  Inc.",,LLC interest,,N/A,,N/A,,N/A,,,48,,,,1563,,,,0.4,,,,2641,,,
384,Diversified Conglomerate Manufacturing,,,,N/A,,N/A,,N/A,,,,,,,,,,,,,,,,,,
385,ICCN Acquisition Corp.,,Preferred stock,,N/A,,N/A,,N/A,,,-,,,,162,,,,-,,,,162,,,
386,ICCN Acquisition Corp.,,Common stock,,N/A,,N/A,,N/A,,,-,,,,-,,,,-,,,,-,,,
387,"Oasis Outsourcing Holdings, Inc.",,LLC interest,,N/A,,N/A,,N/A,,,1088,,,,860,,,,0.2,,,,1719,,,
388,"Sunless Merger Sub, Inc.",,LP interest,,N/A,,N/A,,N/A,,,-,,,,160,,,,-,,,,4,,,
389,"TIDI Products, LLC",,LLC units,,N/A,,N/A,,N/A,,,315,,,,158,,,,-,,,,263,,,
390,,,,,N/A,,N/A,,N/A,,,,,,,1340,,,,0.2,,,,2148,,,
391,Diversified Conglomerate Service,,,,,,,,,,,,,,,,,,,,,,,,,,
392,"Daxko, LLC",,LLC units,,N/A,,N/A,,N/A,,,219,,,,219,,,,-,,,,219,,,
393,"Document Technologies, LLC",,LLC interest,,N/A,,N/A,,N/A,,,24,,,,490,,,,0.1,,,,909,,,
394,"Marathon Data Operating Co., LLC",,Preferred stock,,N/A,,N/A,,N/A,,,1,,,,264,,,,0.1,,,,305,,,
395,"Marathon Data Operating Co., LLC",,Common stock,,N/A,,N/A,,N/A,,,1,,,,264,,,,0.1,,,,309,,,
396,"Navex Global, Inc.",,LP interest,,N/A,,N/A,,N/A,,,-,,,,666,,,,0.1,,,,798,,,
397,"PC Helps Support, LLC",,Common stock,,N/A,,N/A,,N/A,,,1,,,,7,,,,-,,,,-,,,
398,"PC Helps Support, LLC",,Preferred stock,,N/A,,N/A,,N/A,,,-,,,,61,,,,-,,,,70,,,
399,"Secure-24, LLC",,LLC units,,N/A,,N/A,,N/A,,,263,,,,263,,,,-,,,,225,,,
400,,,,,N/A,,N/A,,N/A,,,,,,,2234,,,,0.4,,,,2835,,,
401,Electronics,,,,N/A,,N/A,,N/A,,,,,,,,,,,,,,,,,,
402,"ECI Acquisition Holdings,  Inc.",,Common stock,,N/A,,N/A,,N/A,,,9,,,,873,,,,0.1,,,,873,,,
403,,,,,N/A,,N/A,,N/A,,,,,,,,,,,,,,,,,,
404,Grocery,,,,N/A,,N/A,,N/A,,,,,,,,,,,,,,,,,,
405,"MyWebGrocer, Inc.",,LLC units,,N/A,,N/A,,N/A,,,1315,,,,1322,,,,0.2,,,,1322,,,
406,,,,,N/A,,N/A,,N/A,,,,,,,,,,,,,,,,,,
407,"Healthcare, Education and  Childcare",,,,N/A,,N/A,,N/A,,,,,,,,,,,,,,,,,,
408,"Advanced Pain Management Holdings, Inc.",,Common stock,,N/A,,N/A,,N/A,,,67,,,,67,,,,0.1,,,,769,,,
409,"Advanced Pain Management Holdings, Inc.",,Preferred stock,,N/A,,N/A,,N/A,,,8,,,,829,,,,0.1,,,,901,,,
410,"Avatar International, LLC",,LP interest,,N/A,,N/A,,N/A,,,1,,,,741,,,,-,,,,35,,,
411,Certara L.P.,,LP interest,,N/A,,N/A,,N/A,,,-,,,,635,,,,0.1,,,,635,,,
412,"Dialysis Newco, Inc.",,LLC units,,N/A,,N/A,,N/A,,,871,,,,-,,,,0.1,,,,1027,,,
413,"Encore Rehabilitation Services, LLC",,LLC interest,,N/A,,N/A,,N/A,,,270,,,,270,,,,0.1,,,,548,,,
414,"G & H Wire Company, Inc.",,LP interest,,N/A,,N/A,,N/A,,,-,,,,102,,,,-,,,,127,,,
415,"Global Healthcare Exchange, LLC",,Common stock,,N/A,,N/A,,N/A,,,-,,,,4,,,,-,,,,4,,,
416,"Global Healthcare Exchange, LLC",,Preferred stock,,N/A,,N/A,,N/A,,,-,,,,398,,,,0.1,,,,398,,,
417,"Healogics, Inc.",,Preferred stock,,N/A,,N/A,,N/A,,,695,,,,799,,,,0.2,,,,1557,,,
418,,,,,Spread,,,,,,,,,,,,Percentage,,,,,,,,,,
419,,,Investment,,Above,,Interest,,Maturity,,Shares /,,,,,,of,,,Fair,,,,,,,
420,,,Type,,Index  (1),,Rate  (2),,Date,,Contracts,,,Cost,,,Net Assets,,,Value,,,,,,,
421,"Hospitalists Management Group,  LLC",,Common stock,,N/A,,N/A,,N/A,,,-,,,,38,,,,-,,,,1,,,
422,"IntegraMed America, Inc.",,Common stock,,N/A,,N/A,,N/A,,,1,,,,634,,,,0.1,,,,794,,,
423,"NeuroTherm, Inc.",,Common stock,,N/A,,N/A,,N/A,,,1,,,,569,,,,0.2,,,,1462,,,
424,"Northwestern Management Services, LLC",,Common stock,,N/A,,N/A,,N/A,,,3,,,,3,,,,-,,,,76,,,
425,"Northwestern Management Services, LLC",,LLC units,,N/A,,N/A,,N/A,,,-,,,,249,,,,0.1,,,,279,,,
426,"Pentec Acquisition Sub, Inc.",,Preferred stock,,N/A,,N/A,,N/A,,,1,,,,116,,,,-,,,,98,,,
427,"Reliant Pro ReHab, LLC",,Preferred stock,,N/A,,N/A,,N/A,,,2,,,,183,,,,0.1,,,,427,,,
428,Southern Anesthesia and Surgical,,Common stock,,N/A,,N/A,,N/A,,,487,,,,487,,,,0.1,,,,613,,,
429,"Surgical Information Systems, LLC",,Common stock,,N/A,,N/A,,N/A,,,4,,,,414,,,,0.1,,,,554,,,
430,"Young Innovations, Inc.",,Preferred stock,,N/A,,N/A,,N/A,,,-,,,,236,,,,-,,,,244,,,
431,,,,,N/A,,N/A,,N/A,,,,,,,6774,,,,1.5,,,,10549,,,
432,"Home and Office Furnishings,",,,,N/A,,N/A,,N/A,,,,,,,,,,,,,,,,,,
433,"Housewares, and Durable Consumer",,,,N/A,,N/A,,N/A,,,,,,,,,,,,,,,,,,
434,"Top Knobs USA, Inc.",,Common stock,,N/A,,N/A,,N/A,,,3,,,,35,,,,-,,,,166,,,
435,,,,,N/A,,N/A,,N/A,,,,,,,,,,,,,,,,,,
436,Insurance,,,,N/A,,N/A,,N/A,,,,,,,,,,,,,,,,,,
437,"Captive Resources Midco,  LLC",,LLC units,,N/A,,N/A,,N/A,,,1,,,,86,,,,-,,,,172,,,
438,,,,,N/A,,N/A,,N/A,,,,,,,,,,,,,,,,,,
439,Investment Funds and Vehicles,,,,N/A,,N/A,,N/A,,,,,,,,,,,,,,,,,,
440,Senior Loan Fund LLC  (7)(8),,LLC interest,,N/A,,N/A,,N/A,,,4230,,,,4230,,,,0.7,,,,4787,,,
441,,,,,N/A,,N/A,,N/A,,,,,,,,,,,,,,,,,,
442,"Leisure, Amusement, Motion  Pictures",,,,N/A,,N/A,,N/A,,,,,,,,,,,,,,,,,,
443,and Entertainment,,,,N/A,,N/A,,N/A,,,,,,,,,,,,,,,,,,
444,"Competitor Group, Inc.",,LLC interest,,N/A,,N/A,,N/A,,,708,,,,713,,,,-,,,,43,,,
445,"LMP TR Holdings, LLC",,LLC units,,N/A,,N/A,,N/A,,,712,,,,712,,,,0.1,,,,712,,,
446,"Starplex Operating, L.L.C.",,Common stock,,N/A,,N/A,,N/A,,,1,,,,183,,,,-,,,,208,,,
447,"Titan Fitness, LLC",,Common stock,,N/A,,N/A,,N/A,,,6,,,,583,,,,0.1,,,,650,,,
448,,,,,,,,,,,,,,,,2191,,,,0.2,,,,1613,,,
449,Personal and Non-Durable Consumer  Products,,,,,,,,,,,,,,,,,,,,,,,,,,
450,"Hygenic Corporation, The",,LP interest,,N/A,,N/A,,N/A,,,1,,,,61,,,,-,,,,96,,,
451,"Massage Envy, LLC",,LLC interest,,N/A,,N/A,,N/A,,,749,,,,749,,,,0.1,,,,749,,,
452,Team Technologies Acquisition  Company,,Common stock,,N/A,,N/A,,N/A,,,-,,,,148,,,,-,,,,225,,,
453,,,,,,,,,,,,,,,,958,,,,0.1,,,,1070,,,
454,Personal Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,
