,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
225,"BIORECLAMATIONIVT, LLC  *^#",One stop,,L + 6.25,,7.25,,01/2021,,14356,,,14153,,,1.7,,,14356,,,,
226,"BIORECLAMATIONIVT, LLC  (4)",One stop,,L + 6.25,,N/A  (5),,01/2021,,-,,,(1,,,-,,,-,,,,
227,"California Cryobank, LLC  ^",One stop,,L + 5.50,,6.50,,08/2019,,1547,,,1538,,,0.2,,,1531,,,,
228,"California Cryobank, LLC  ^",One stop,,L + 5.50,,6.50,,08/2019,,758,,,747,,,0.1,,,750,,,,
229,"California Cryobank, LLC  ^",One stop,,L + 5.50,,6.50,,08/2019,,213,,,212,,,-,,,211,,,,
230,"California Cryobank, LLC  (4)",One stop,,L + 5.50,,N/A  (5),,08/2019,,-,,,(1,,,-,,,(2,,,,
231,Certara L.P.  *^,One stop,,L + 6.25,,7.25,,12/2018,,20705,,,20584,,,2.4,,,20705,,,,
232,Certara L.P.  (4),One stop,,L + 6.25,,N/A  (5),,12/2018,,-,,,(5,,,-,,,-,,,,
233,"CLP Healthcare Services, Inc.  ^",Senior loan,,L + 5.25,,6.25,,12/2020,,3954,,,3920,,,0.5,,,3954,,,,
234,"CPI Buyer, LLC  *^",Senior loan,,L + 4.50,,5.50,,08/2021,,7720,,,7514,,,0.9,,,7720,,,,
235,Curo Health Services LLC  #,Senior loan,,L + 5.50,,6.50,,02/2022,,1965,,,1951,,,0.2,,,1981,,,,
236,"DCA Investment Holding, LLC  *^#",One stop,,L + 5.25,,6.25,,07/2021,,18919,,,18604,,,2.1,,,18542,,,,
237,"DCA Investment Holding, LLC  *^#",One stop,,L + 5.25,,6.25,,07/2021,,13570,,,13433,,,1.5,,,13298,,,,
238,"DCA Investment Holding, LLC  #",One stop,,L + 5.25,,6.25,,07/2021,,2494,,,2446,,,0.3,,,2444,,,,
239,"DCA Investment Holding, LLC",One stop,,P + 4.25,,8.00,,07/2021,,482,,,468,,,0.1,,,455,,,,
240,"DCA Investment Holding, LLC  (4)",One stop,,L + 5.25,,N/A  (5),,07/2021,,-,,,(4,,,-,,,(4,,,,
241,Deca Dental Management LLC  *^,One stop,,L + 6.25,,7.25,,07/2020,,4136,,,4092,,,0.5,,,4136,,,,
242,Deca Dental Management LLC,One stop,,L + 6.25,,7.25,,07/2020,,503,,,498,,,0.1,,,503,,,,
243,Deca Dental Management LLC,One stop,,L + 6.25,,7.25,,07/2020,,50,,,49,,,-,,,50,,,,
244,Deca Dental Management LLC  (4),One stop,,L + 6.25,,N/A  (5),,07/2020,,-,,,(3,,,-,,,-,,,,
245,Delta Educational Systems  *(6),Senior loan,,P + 4.75,,8.25,,12/2017,,1438,,,1433,,,-,,,-,,,,
246,Delta Educational Systems  (4)(6),Senior loan,,L + 6.00,,N/A  (5),,12/2017,,-,,,-,,,-,,,(69,,,,
247,Dental Holdings Corporation,One stop,,L + 5.50,,6.50,,02/2020,,7580,,,7470,,,0.9,,,7580,,,,
248,Dental Holdings Corporation,One stop,,L + 5.50,,6.50,,02/2020,,1153,,,1142,,,0.1,,,1153,,,,
249,Dental Holdings Corporation,One stop,,P + 4.25,,8.00,,02/2020,,213,,,204,,,-,,,213,,,,
250,"eSolutions, Inc.",One stop,,L + 6.50,,7.50,,03/2022,,12782,,,12535,,,1.5,,,12782,,,,
251,"eSolutions, Inc.  (4)",One stop,,L + 6.50,,N/A  (5),,03/2022,,-,,,(1,,,-,,,-,,,,
252,"G & H Wire Company, Inc.  *^",One stop,,L + 5.75,,6.75,,12/2017,,13123,,,13089,,,1.5,,,13123,,,,
253,"G & H Wire Company, Inc.",One stop,,P + 4.50,,8.25,,12/2017,,286,,,284,,,-,,,286,,,,
254,"Joerns Healthcare, LLC  *^",One stop,,L + 7.00,,8.00,,05/2020,,3829,,,3791,,,0.4,,,3599,,,,
255,"Katena Holdings, Inc.  ^",One stop,,L + 6.25,,7.25,,06/2021,,8677,,,8609,,,1.0,,,8677,,,,
256,"Katena Holdings, Inc.  ^",One stop,,L + 6.25,,7.25,,06/2021,,847,,,841,,,0.1,,,847,,,,
257,"Katena Holdings, Inc.",One stop,,P + 5.25,,9.00,,06/2021,,18,,,17,,,-,,,18,,,,
258,"Lombart Brothers, Inc.",One stop,,L + 6.50,,7.50,,04/2022,,3499,,,3403,,,0.4,,,3499,,,,
259,"Lombart Brothers, Inc.  (4)",One stop,,L + 6.50,,N/A  (5),,04/2022,,-,,,(1,,,-,,,-,,,,
260,"Maverick Healthcare Group, LLC  *",Senior loan,,L + 7.50,,7.25 cash/2.00 PIK,,04/2017,,1930,,,1928,,,0.2,,,1930,,,,
261,"Oliver Street Dermatology Holdings, LLC",One stop,,L + 6.50,,7.50,,05/2022,,8583,,,8359,,,1.0,,,8583,,,,
262,"Oliver Street Dermatology Holdings, LLC",One stop,,L + 6.50,,7.50,,05/2022,,42,,,41,,,-,,,42,,,,
263,"Oliver Street Dermatology Holdings, LLC",One stop,,L + 6.50,,7.50,,05/2022,,23,,,22,,,-,,,23,,,,
264,"Oliver Street Dermatology Holdings, LLC  (4)",One stop,,L + 6.50,,N/A  (5),,05/2022,,-,,,(2,,,-,,,-,,,,
265,"Pinnacle Treatment Centers, Inc.",One stop,,L + 6.25,,7.25,,08/2021,,10056,,,9801,,,1.2,,,10056,,,,
266,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal/Par  Amount  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value,,,,,,,
267,"Healthcare, Education and Childcare – (continued)",,,,,,,,,,,,,,,,,,,,,,
268,"Pinnacle Treatment Centers, Inc.",One stop,,P + 5.00,,8.75,,08/2021,,,10,,,,8,,,-,,,,10,
269,"Pinnacle Treatment Centers, Inc.  (4)",One stop,,L + 6.25,,N/A  (5),,08/2021,,-,,,(2,,,-,,,-,,,,
270,"PPT Management Holdings, LLC  ^#",One stop,,L + 6.00,,7.00,,12/2022,,10300,,,10070,,,1.2,,,10145,,,,
271,"PPT Management Holdings, LLC  (4)",One stop,,L + 6.00,,N/A  (5),,12/2022,,-,,,-,,,-,,,(7,,,,
272,"PPT Management Holdings, LLC  (4)",One stop,,L + 6.00,,N/A  (5),,12/2022,,-,,,(4,,,-,,,(3,,,,
273,Premise Health Holding Corp.  #,One stop,,L + 4.50,,5.50,,06/2020,,14925,,,14849,,,1.7,,,14925,,,,
274,Premise Health Holding Corp.  (4),One stop,,L + 4.50,,N/A  (5),,06/2020,,-,,,(15,,,-,,,-,,,,
275,"Radiology Partners, Inc.  #",One stop,,L + 5.50,,6.50,,09/2020,,22514,,,22256,,,2.6,,,22514,,,,
276,"Radiology Partners, Inc.",One stop,,L + 5.50,,6.50,,09/2020,,832,,,815,,,0.1,,,832,,,,
277,"Radiology Partners, Inc.",One stop,,L + 5.50,,6.50,,09/2020,,706,,,706,,,0.1,,,706,,,,
278,"Radiology Partners, Inc.  (4)",One stop,,L + 5.50,,N/A  (5),,09/2020,,-,,,(4,,,-,,,-,,,,
279,"Reliant Pro ReHab, LLC  *",Senior loan,,L + 5.00,,6.00,,12/2017,,2532,,,2521,,,0.3,,,2532,,,,
280,"Reliant Pro ReHab, LLC",Senior loan,,P + 4.00,,7.75,,12/2017,,226,,,222,,,-,,,226,,,,
281,"Riverchase MSO, LLC  #",Senior loan,,L + 5.25,,6.25,,10/2022,,4043,,,3985,,,0.5,,,3982,,,,
282,"Riverchase MSO, LLC  (4)",Senior loan,,L + 5.25,,N/A  (5),,10/2022,,-,,,(1,,,-,,,(1,,,,
283,RXH Buyer Corporation  *^,One stop,,L + 5.75,,6.75,,09/2021,,17391,,,17119,,,1.9,,,16870,,,,
284,RXH Buyer Corporation  *,One stop,,L + 5.75,,6.75,,09/2021,,1968,,,1937,,,0.2,,,1909,,,,
285,RXH Buyer Corporation,One stop,,P + 4.75,,8.50,,09/2021,,35,,,32,,,-,,,29,,,,
286,RXH Buyer Corporation  (4),One stop,,L + 5.75,,N/A  (5),,09/2021,,-,,,(13,,,-,,,(25,,,,
287,Southern Anesthesia and Surgical,One stop,,L + 5.50,,6.50,,11/2017,,4893,,,4869,,,0.5,,,4893,,,,
288,Southern Anesthesia and Surgical  (4),One stop,,L + 5.50,,N/A(5),,11/2017,,-,,,(2,,,-,,,-,,,,
289,"Spear Education, LLC  #",One stop,,L + 5.75,,6.75,,08/2019,,4720,,,4689,,,0.5,,,4720,,,,
290,"Spear Education, LLC",One stop,,L + 5.75,,6.75,,08/2019,,76,,,76,,,-,,,76,,,,
291,"Spear Education, LLC",One stop,,L + 5.75,,N/A  (5),,08/2019,,-,,,-,,,-,,,-,,,,
292,"Summit Behavioral Holdings I, LLC  *",One stop,,L + 5.00,,6.00,,06/2021,,4371,,,4322,,,0.5,,,4371,,,,
293,"Summit Behavioral Holdings I, LLC  (4)",One stop,,L + 5.00,,N/A  (5),,06/2021,,-,,,(1,,,-,,,-,,,,
294,"Summit Behavioral Holdings I, LLC  (4)",One stop,,L + 5.00,,N/A  (5),,06/2021,,-,,,(2,,,-,,,-,,,,
295,"Surgical Information Systems, LLC  ^",Senior loan,,L + 3.00,,4.02,,09/2018,,1673,,,1672,,,0.2,,,1673,,,,
296,"U.S. Anesthesia Partners, Inc.  #",One stop,,L + 5.00,,6.12,,12/2019,,5867,,,5851,,,0.7,,,5867,,,,
297,"U.S. Anesthesia Partners, Inc.  #",Senior loan,,L + 5.00,,6.00,,12/2019,,1597,,,1581,,,0.2,,,1597,,,,
298,"WIRB-Copernicus Group, Inc.  *^",Senior loan,,L + 5.00,,6.00,,08/2022,,9886,,,9794,,,1.1,,,9886,,,,
299,"WIRB-Copernicus Group, Inc.  (4)",Senior loan,,L + 5.00,,N/A  (5),,08/2022,,-,,,(1,,,-,,,-,,,,
300,"Young Innovations, Inc.  *#",Senior loan,,L + 5.00,,6.00,,01/2019,,8025,,,7950,,,0.9,,,7944,,,,
301,"Young Innovations, Inc.  (4)",Senior loan,,L + 5.00,,N/A  (5),,01/2019,,-,,,(1,,,-,,,(1,,,,
302,,,,,,,,,,324193,,,319622,,,36.9,,,320661,,,,
303,"Home and Office Furnishings, Housewares, and Durable Consumer",,,,,,,,,,,,,,,,,,,,,,
304,"Plano Molding Company, LLC  *^#",One stop,,L + 7.00,,8.00,,05/2021,,14594,,,14408,,,1.6,,,13866,,,,
305,"Hotels, Motels, Inns, and Gaming",,,,,,,,,,,,,,,,,,,,,,
306,"Aimbridge Hospitality, LLC  ^",Senior loan,,L + 4.50,,5.75,,10/2018,,811,,,801,,,0.1,,,811,,,,
307,Insurance,,,,,,,,,,,,,,,,,,,,,,
308,"Captive Resources Midco, LLC  *^#",One stop,,L + 5.75,,6.75,,06/2020,,26059,,,25827,,,3.0,,,26059,,,,
309,"Captive Resources Midco, LLC  (4)",One stop,,L + 5.75,,N/A  (5),,06/2020,,-,,,(15,,,-,,,-,,,,
310,"Captive Resources Midco, LLC  (4)",One stop,,L + 5.75,,N/A  (5),,06/2020,,-,,,(16,,,-,,,-,,,,
311,"Higginbotham Insurance Agency, Inc.  *",Senior loan,,L + 5.00,,6.00,,11/2021,,1611,,,1599,,,0.1,,,1611,,,,
312,"Internet Pipeline, Inc.",One stop,,L + 7.25,,8.25,,08/2022,,4898,,,4790,,,0.6,,,4898,,,,
313,"Internet Pipeline, Inc.  (4)",One stop,,L + 7.25,,N/A  (5),,08/2021,,-,,,(1,,,-,,,-,,,,
314,"RSC Acquisition, Inc.  #",Senior loan,,L + 5.25,,6.25,,11/2022,,627,,,622,,,0.1,,,627,,,,
315,,,,,,,,,,33195,,,32806,,,3.8,,,33195,,,,
316,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal/Par  Amount  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value,,,,,,,
317,"Leisure, Amusement, Motion Pictures and Entertainment",,,,,,,,,,,,,,,,,,,,,,
318,"NFD Operating, LLC  *",One stop,,L + 7.00,,8.25,,06/2021,,,2343,,,,2311,,,0.3,,,,2343,
319,"NFD Operating, LLC",One stop,,L + 7.00,,N/A  (5),,06/2021,,-,,,-,,,-,,,-,,,,
320,"NFD Operating, LLC  (4)",One stop,,L + 7.00,,N/A  (5),,06/2021,,-,,,(1,,,-,,,-,,,,
321,"Self Esteem Brands, LLC  ^",Senior loan,,L + 4.00,,5.00,,02/2020,,2791,,,2782,,,0.3,,,2791,,,,
322,"Self Esteem Brands, LLC  (4)",Senior loan,,L + 4.00,,N/A  (5),,02/2020,,-,,,(3,,,-,,,-,,,,
323,"Teaching Company, The",One stop,,L + 6.25,,7.25,,08/2020,,18878,,,18672,,,2.2,,,18878,,,,
324,"Teaching Company, The",One stop,,L + 6.25,,7.25,,08/2020,,30,,,29,,,-,,,30,,,,
325,"Titan Fitness, LLC  *",One stop,,L + 6.50,,7.75,,09/2019,,13189,,,13050,,,1.5,,,13189,,,,
326,"Titan Fitness, LLC  *",One stop,,L + 6.50,,7.75,,09/2019,,1747,,,1735,,,0.2,,,1747,,,,
327,"Titan Fitness, LLC",One stop,,P + 5.25,,9.00,,09/2019,,1118,,,1106,,,0.1,,,1118,,,,
328,"Titan Fitness, LLC",One stop,,L + 6.50,,7.75,,09/2019,,582,,,549,,,0.1,,,582,,,,
329,,,,,,,,,,40678,,,40230,,,4.7,,,40678,,,,
330,"Mining, Steel, Iron and Non-Precious Metals",,,,,,,,,,,,,,,,,,,,,,
331,"Benetech, Inc.  *",One stop,,L + 9.00,,10.25,,10/2017,,4358,,,4348,,,0.4,,,3835,,,,
332,"Benetech, Inc.",One stop,,P + 7.75,,11.50,,10/2017,,52,,,50,,,-,,,34,,,,
333,,,,,,,,,,4410,,,4398,,,0.4,,,3869,,,,
334,Oil and Gas,,,,,,,,,,,,,,,,,,,,,,
335,"Drilling Info, Inc.  ^#(7)",One stop,,L + 5.50,,6.50,,06/2020,,1786,,,1764,,,0.2,,,1786,,,,
336,"Drilling Info, Inc.  *(7)",One stop,,L + 5.50,,6.50,,06/2020,,510,,,500,,,0.1,,,510,,,,
337,"Drilling Info, Inc.  (4)(7)",One stop,,L + 5.50,,N/A  (5),,06/2020,,-,,,(1,,,-,,,-,,,,
338,,,,,,,,,,2296,,,2263,,,0.3,,,2296,,,,
339,Personal and Non-Durable Consumer Products,,,,,,,,,,,,,,,,,,,,,,
340,"Georgica Pine Clothiers, LLC",One stop,,L + 5.50,,6.50,,11/2021,,5721,,,5629,,,0.7,,,5721,,,,
341,"Georgica Pine Clothiers, LLC  ^",One stop,,L + 5.50,,6.50,,11/2021,,499,,,494,,,0.1,,,499,,,,
342,"Georgica Pine Clothiers, LLC  *",One stop,,L + 5.50,,6.50,,11/2021,,350,,,346,,,-,,,350,,,,
343,"Georgica Pine Clothiers, LLC",One stop,,P + 4.50,,8.25,,11/2021,,8,,,7,,,-,,,8,,,,
344,"Massage Envy, LLC  *^#",One stop,,L + 6.75,,7.75,,09/2020,,35458,,,35046,,,4.0,,,35102,,,,
345,"Massage Envy, LLC",One stop,,L + 6.75,,7.75,,09/2020,,737,,,725,,,0.1,,,727,,,,
346,"Massage Envy, LLC  (4)",One stop,,L + 6.75,,N/A  (5),,09/2020,,-,,,(1,,,-,,,(1,,,,
347,"Orthotics Holdings, Inc",One stop,,L + 5.00,,6.00,,02/2020,,139,,,129,,,-,,,132,,,,
348,"Orthotics Holdings, Inc.  *#",One stop,,L + 5.00,,6.00,,02/2020,,8354,,,8287,,,0.9,,,7936,,,,
349,"Orthotics Holdings, Inc.  *#(9)",One stop,,L + 5.00,,6.00,,02/2020,,1370,,,1358,,,0.2,,,1301,,,,
350,"Orthotics Holdings, Inc.  (4)",One stop,,L + 5.00,,N/A  (5),,02/2020,,-,,,(11,,,-,,,-,,,,
351,"Orthotics Holdings, Inc.  (4)(9)",One stop,,L + 5.00,,N/A  (5),,02/2020,,-,,,(1,,,-,,,-,,,,
352,Team Technologies Acquisition Company^,Senior loan,,L + 5.00,,6.25,,12/2017,,4549,,,4538,,,0.5,,,4504,,,,
353,Team Technologies Acquisition Company  #,Senior loan,,L + 5.50,,6.76,,12/2017,,838,,,834,,,0.1,,,834,,,,
354,Team Technologies Acquisition Company  (4),Senior loan,,L + 5.00,,N/A  (5),,12/2017,,-,,,(1,,,-,,,(3,,,,
355,,,,,,,,,,58023,,,57379,,,6.6,,,57110,,,,
356,"Personal, Food and Miscellaneous Services",,,,,,,,,,,,,,,,,,,,,,
357,"Ignite Restaurant Group, Inc (Joe's Crab Shack)  ^",One stop,,L + 7.00,,8.00,,02/2019,,4312,,,4279,,,0.5,,,4096,,,,
358,PetVet Care Centers LLC  ^,Senior loan,,L + 4.75,,5.75,,12/2020,,5822,,,5738,,,0.7,,,5763,,,,
359,PetVet Care Centers LLC  ^,Senior loan,,L + 4.75,,5.75,,12/2020,,1216,,,1200,,,0.2,,,1204,,,,
360,PetVet Care Centers LLC  (4),Senior loan,,L + 4.75,,N/A  (5),,12/2019,,-,,,(9,,,-,,,(7,,,,
361,Vetcor Professional Practices LLC  *^#,One stop,,L + 6.25,,7.25,,04/2021,,28970,,,28482,,,3.3,,,28970,,,,
362,Vetcor Professional Practices LLC  *,One stop,,L + 6.25,,7.25,,04/2021,,964,,,955,,,0.1,,,964,,,,
363,Vetcor Professional Practices LLC  #,One stop,,L + 6.25,,7.25,,04/2021,,955,,,939,,,0.1,,,955,,,,
364,Vetcor Professional Practices LLC,One stop,,L + 6.25,,7.25,,04/2021,,731,,,718,,,0.1,,,731,,,,
365,Vetcor Professional Practices LLC  #,One stop,,L + 6.25,,7.25,,04/2021,,288,,,285,,,-,,,288,,,,
366,Vetcor Professional Practices LLC  #,One stop,,L + 6.25,,7.25,,04/2021,,235,,,233,,,-,,,235,,,,
367,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal/Par  Amount  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value,,,,,,,
368,"Personal, Food and Miscellaneous Services – (continued)",,,,,,,,,,,,,,,,,,,,,,
369,Vetcor Professional Practices LLC,One stop,,L + 6.25,,7.25,,04/2021,,,130,,,,112,,,-,,,,130,
370,Vetcor Professional Practices LLC  (4),One stop,,L + 6.25,,N/A  (5),,04/2021,,-,,,(4,,,-,,,-,,,,
371,Vetcor Professional Practices LLC  (4),One stop,,L + 6.25,,N/A  (5),,04/2021,,-,,,(15,,,-,,,-,,,,
372,"Veterinary Specialists of North America, LLC  *^",One stop,,L + 5.00,,6.00,,07/2021,,6086,,,6018,,,0.7,,,6086,,,,
373,"Veterinary Specialists of North America, LLC  *",One stop,,L + 5.00,,6.00,,07/2021,,64,,,63,,,-,,,64,,,,
374,"Veterinary Specialists of North America, LLC  (4)",One stop,,L + 5.00,,N/A  (5),,07/2021,,-,,,(3,,,-,,,-,,,,
375,"Veterinary Specialists of North America, LLC  (4)",One stop,,L + 5.00,,N/A  (5),,07/2021,,-,,,(17,,,-,,,-,,,,
376,"Wetzel's Pretzels, LLC",One stop,,L + 6.75,,7.75,,09/2021,,7064,,,6883,,,0.8,,,7064,,,,
377,"Wetzel's Pretzels, LLC  (4)",One stop,,L + 6.75,,N/A  (5),,09/2021,,-,,,(1,,,-,,,-,,,,
378,,,,,,,,,,56837,,,55856,,,6.5,,,56543,,,,
379,Printing and Publishing,,,,,,,,,,,,,,,,,,,,,,
380,"Brandmuscle, Inc.  #",Senior loan,,L + 5.00,,6.00,,12/2021,,629,,,623,,,0.1,,,635,,,,
381,"Market Track, LLC  *^#",One stop,,L + 7.00,,8.00,,10/2019,,28530,,,28301,,,3.3,,,28530,,,,
382,"Market Track, LLC  *",One stop,,L + 7.00,,8.00,,10/2019,,2169,,,2152,,,0.2,,,2169,,,,
383,"Market Track, LLC  #",One stop,,L + 7.00,,8.00,,10/2019,,2135,,,2122,,,0.2,,,2135,,,,
384,"Market Track, LLC",One stop,,L + 7.00,,8.00,,10/2019,,1759,,,1742,,,0.2,,,1759,,,,
385,"Market Track, LLC  *",One stop,,L + 7.00,,8.00,,10/2019,,1281,,,1275,,,0.2,,,1281,,,,
386,"Marketo, Inc.",One stop,,L + 9.50,,10.50,,08/2021,,9940,,,9664,,,1.1,,,9940,,,,
387,"Marketo, Inc.  (4)",One stop,,L + 9.50,,N/A  (5),,08/2021,,-,,,(2,,,-,,,-,,,,
388,,,,,,,,,,46443,,,45877,,,5.3,,,46449,,,,
389,Retail Stores,,,,,,,,,,,,,,,,,,,,,,
390,Batteries Plus Holding Corporation,One stop,,L + 6.75,,7.75,,07/2022,,13861,,,13531,,,1.6,,,13861,,,,
391,Batteries Plus Holding Corporation  (4),One stop,,L + 6.75,,N/A  (5),,07/2022,,-,,,(2,,,-,,,-,,,,
392,"CVS Holdings I, LP  *^#",One stop,,L + 6.25,,7.25,,08/2021,,22226,,,21884,,,2.6,,,22226,,,,
393,"CVS Holdings I, LP  *",One stop,,L + 6.25,,7.25,,08/2021,,320,,,314,,,-,,,320,,,,
394,"CVS Holdings I, LP  (4)",One stop,,L + 6.25,,N/A  (5),,08/2020,,-,,,(3,,,-,,,-,,,,
395,"CVS Holdings I, LP  (4)",One stop,,L + 6.25,,N/A  (5),,08/2021,,-,,,(7,,,-,,,-,,,,
396,"Cycle Gear, Inc.  ^",One stop,,L + 6.50,,7.50,,01/2020,,10506,,,10365,,,1.2,,,10506,,,,
397,"Cycle Gear, Inc.",One stop,,P + 5.25,,9.00,,01/2020,,461,,,446,,,0.1,,,461,,,,
398,"Cycle Gear, Inc.  (4)",One stop,,L + 6.50,,N/A  (5),,01/2020,,-,,,(9,,,-,,,-,,,,
399,"DTLR, Inc.  *^",One stop,,L + 6.50,,7.50,,10/2020,,11365,,,11280,,,1.3,,,11365,,,,
400,"Elite Sportswear, L.P.",Senior loan,,L + 5.25,,6.25,,03/2020,,6994,,,6880,,,0.8,,,6924,,,,
401,"Elite Sportswear, L.P.",Senior loan,,L + 5.00,,6.00,,03/2020,,2813,,,2767,,,0.3,,,2765,,,,
402,"Elite Sportswear, L.P.",Senior loan,,L + 5.25,,6.25,,03/2020,,1447,,,1429,,,0.2,,,1433,,,,
403,"Elite Sportswear, L.P.",Senior loan,,L + 5.25,,6.25,,03/2020,,220,,,216,,,-,,,217,,,,
404,"Elite Sportswear, L.P.  (4)",Senior loan,,L + 5.00,,N/A  (5),,03/2020,,-,,,(7,,,-,,,(14,,,,
405,"Express Oil Change, LLC",Senior loan,,L + 5.00,,6.00,,12/2017,,1707,,,1697,,,0.2,,,1707,,,,
406,"Express Oil Change, LLC  ^",Senior loan,,L + 5.00,,6.00,,12/2017,,466,,,464,,,0.1,,,466,,,,
407,"Feeders Supply Company, LLC",One stop,,L + 5.75,,6.75,04/2021,,5234,,,5131,,,0.6,,,5234,,,,,
408,"Feeders Supply Company, LLC",Subordinated debt,,N/A,,12.50 cash/7.00 PIK,,04/2021,,56,,,56,,,-,,,56,,,,
409,"Feeders Supply Company, LLC",One stop,,L + 5.75,,6.75,,04/2021,,10,,,9,,,-,,,10,,,,
410,"Marshall Retail Group, LLC, The  ^#",One stop,,L + 6.00,,7.00,,08/2020,,12175,,,12083,,,1.3,,,11566,,,,
411,"Marshall Retail Group, LLC, The",One stop,,L + 6.00,,7.00,,08/2019,,410,,,393,,,-,,,300,,,,
412,Mills Fleet Farm Group LLC  *^,One stop,,L + 5.50,,6.50,,02/2022,,1815,,,1710,,,0.2,,,1815,,,,
413,"Paper Source, Inc.  *^#",One stop,,L + 6.25,,7.25,,09/2018,,12724,,,12656,,,1.5,,,12724,,,,
414,"Paper Source, Inc.  *",One stop,,L + 6.25,,7.25,,09/2018,,1689,,,1677,,,0.2,,,1689,,,,
415,"Paper Source, Inc.  (4)",One stop,,L + 6.25,,N/A  (5),,09/2018,,-,,,(7,,,-,,,-,,,,
416,Pet Holdings ULC  *^(8)(9),One stop,,L + 5.50,,6.50,,07/2022,,14738,,,14467,,,1.7,,,14738,,,,
417,Pet Holdings ULC  (8)(9),One stop,,P + 4.50,,8.25,,07/2022,,67,,,65,,,-,,,67,,,,
418,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal/Par  Amount  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value,,,,,,,
419,Retail Stores – (continued),,,,,,,,,,,,,,,,,,,,,,
420,Pet Holdings ULC  (4)(8)(9),One stop,,L + 5.50,,N/A  (5),,07/2022,,,-,,,,(1,,,-,,,,-,
421,"Sneaker Villa, Inc.  *#",One stop,,L + 7.75,,8.75,,12/2020,,12436,,,12336,,,1.4,,,12436,,,,
422,,,,,,,,,,133740,,,131820,,,15.3,,,132872,,,,
423,Telecommunications,,,,,,,,,,,,,,,,,,,,,,
424,"Arise Virtual Solutions, Inc.  ^",One stop,,L + 6.50,,7.75,,12/2018,,1310,,,1302,,,0.1,,,1244,,,,
425,"Arise Virtual Solutions, Inc.  (4)",One stop,,L + 6.50,,N/A  (5),,12/2018,,-,,,(1,,,-,,,-,,,,
426,Hosting.com Inc.  *,Senior loan,,L + 4.50,,5.75,,12/2017,,702,,,700,,,0.1,,,702,,,,
427,Hosting.com Inc.,Senior loan,,L + 4.50,,5.75,,12/2017,,75,,,74,,,-,,,75,,,,
428,"NetMotion Wireless Holdings, Inc.  ^#",One stop,,L + 6.25,,7.25,,10/2021,,7394,,,7288,,,0.9,,,7320,,,,
429,"NetMotion Wireless Holdings, Inc.",One stop,,L + 6.25,,7.25,,10/2021,,5,,,4,,,-,,,5,,,,
430,,,,,,,,,,9486,,,9367,,,1.1,,,9346,,,,
431,Textile and Leather,,,,,,,,,,,,,,,,,,,,,,
432,SHO Holding I Corporation  *,Senior loan,,L + 5.00,,6.00,,10/2022,,2057,,,2013,,,0.2,,,2057,,,,
433,SHO Holding I Corporation  (4),Senior loan,,L + 4.00,,N/A  (5),,10/2021,,-,,,(1,,,-,,,(2,,,,
434,,,,,,,,,,2057,,,2012,,,0.2,,,2055,,,,
435,Utilities,,,,,,,,,,,,,,,,,,,,,,
436,"Arcos, LLC",One stop,,L + 6.50,,7.50,,02/2021,,4004,,,3938,,,0.4,,,4004,,,,
437,"Arcos, LLC",One stop,,L + 6.50,,N/A  (5),,02/2021,,-,,,-,,,-,,,-,,,,
438,"Power Plan Holdings, Inc.  *#",Senior loan,,L + 4.75,,5.75,,02/2022,,6783,,,6697,,,0.8,,,6783,,,,
439,"PowerPlan Holdings, Inc.  (4)",Senior loan,,L + 4.75,,N/A  (5),,02/2021,,-,,,(5,,,-,,,-,,,,
440,,,,,,,,,,10787,,,10630,,,1.2,,,10787,,,,
441,Total non-controlled/non-affiliate company debt investments,,,,,,,1535618,,,,1515063,,,174.6,,,,1518107,,,,
442,Equity Investments  (10)(11),,,,,,,,,,,,,,,,,,,,,,
443,Aerospace and Defense,,,,,,,,,,,,,,,,,,,,,,
444,NTS Technical Systems,Common stock,,N/A,,N/A,,N/A,,2,,,,1506,,,0.2,,,,1290,,
445,NTS Technical Systems,Preferred stock A,,N/A,,N/A,,N/A,,-,,,128,,,-,,,128,,,,
446,"Tresys Technology Holdings, Inc.",Common stock,,N/A,,N/A,,N/A,,295,,,295,,,-,,,-,,,,
447,Whitcraft LLC,Preferred stock B,,N/A,,N/A,,N/A,,1,,,670,,,0.2,,,1440,,,,
448,Whitcraft LLC,Warrant,,N/A,,N/A,,N/A,,-,,,-,,,-,,,280,,,,
449,,,,,,,,,,,,2599,,,0.4,,,3138,,,,,
450,Automobile,,,,,,,,,,,,,,,,,,,,,,
451,Polk Acquisition Corp.,LP interest,,N/A,,N/A,,N/A,,1,,,144,,,-,,,171,,,,
452,"Beverage, Food and Tobacco",,,,,,,,,,,,,,,,,,,,,,
