,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
203,"Pentec Acquisition Sub, Inc.*",,Senior loan,,,L  + 5.25,,,,6.50,,,,05/2018,,,,1842,,,,1816,,,,0.3,,,,1842,
204,"Precision Dermatology,  Inc.  (3)",,One stop,,,L  + 6.00,,,,N/A,(4),,,09/2018,,,,-,,,,(6,,,,-,,,,-,
205,"Precision Dermatology, Inc.",,One stop,,,L  + 6.00,,,,7.25,,,,09/2018,,,,10017,,,,9927,,,,1.4,,,,10017,
206,"Reliant Pro ReHab, LLC",,Senior loan,,,P  + 3.75,,,,7.00,,,,06/2016,,,,563,,,,558,,,,0.1,,,,563,
207,"Reliant Pro ReHab, LLC*",,Senior loan,,,L  + 4.75,,,,6.00,,,,06/2016,,,,3313,,,,3287,,,,0.4,,,,3313,
208,"Reliant Pro ReHab, LLC",,Senior loan,,,L  + 4.75,,,,6.00,,,,06/2016,,,,916,,,,910,,,,0.1,,,,916,
209,Renaissance Pharma  (U.S.) Holdings Inc.  (3),,Senior loan,,,L  + 5.25,,,,N/A,(4),,,05/2018,,,,-,,,,(3,,,,-,,,,-,
210,Renaissance Pharma (U.S.) Holdings Inc.*,,Senior loan,,,L  + 5.25,,,,6.75,,,,05/2018,,,,4378,,,,4328,,,,0.6,,,,4378,
211,Southern Anesthesia  and Surgical  (3),,One stop,,,L  + 7.00,,,,N/A,(4),,,11/2017,,,,-,,,,(11,,,,-,,,,-,
212,Southern Anesthesia and Surgical,,One stop,,,L  + 7.00,,,,8.25,,,,11/2017,,,,6154,,,,6043,,,,0.8,,,,6154,
213,"Surgical Information Systems, LLC",,Senior loan,,,L  + 3.00,,,,4.01,,,,09/2018,,,,2193,,,,2188,,,,0.3,,,,2193,
214,"WIL Research Company, Inc.*",,Senior loan,,,L  + 4.50,,,,5.75,,,,02/2018,,,,780,,,,772,,,,0.1,,,,761,
215,"Young Innovations,  Inc.  (3)",,Senior loan,,,L  + 4.50,,,,N/A,(4),,,01/2018,,,,-,,,,(2,,,,-,,,,-,
216,"Young Innovations, Inc.",,Senior loan,,,L  + 4.50,,,,5.75,,,,01/2019,,,,4269,,,,4243,,,,0.6,,,,4269,
217,,,,,,,,,,,,,,,,,,181544,,,,178932,,,,25.0,,,,180651,
218,,,,,Spread,,,,,,,,,,,,,,,Percentage,,,,,,,,,,,
219,,,Investment,,Above,,,Interest,,,Maturity,,,Principal / Par,,,,,,of Total,,,Fair,,,,,,,,
220,,,Type,,Index  (1),,,Rate  (2),,,Date,,,Amount,,,Cost,,,Net Assets,,,Value,,,,,,,,
221,"Home and Office Furnishings,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,"Housewares,  and Durable Consumer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,"Plano Molding Company, LLC",,Senior loan,,,L  + 4.25,,,,5.25,,,,10/2018,,,,2009,,,,1996,,,,0.3,,,,2009,
224,"WII Components, Inc.*",,Senior loan,,,L  + 4.75,,,,6.26,,,,07/2016,,,,1513,,,,1503,,,,0.2,,,,1513,
225,"WII Components, Inc.",,Senior loan,,,P  + 3.75,,,,7.00,,,,07/2016,,,,18,,,,17,,,,-,,,,18,
226,Zenith Products Corporation,,One stop,,,P  + 1.75,,,,5.00,,,,09/2013,,,,29,,,,29,,,,-,,,,15,
227,Zenith Products Corporation*,,One stop,,,P  + 3.50,,,,6.75,,,,09/2013,,,,3684,,,,3684,,,,0.3,,,,1842,
228,,,,,,,,,,,,,,,,,,7253,,,,7229,,,,0.8,,,,5397,
229,Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,"AssuredPartners Capital, Inc.",,Senior loan,,,P  + 3.50,,,,6.75,,,,12/2018,,,,2365,,,,2347,,,,0.3,,,,2365,
231,"AssuredPartners Capital, Inc.",,Senior loan,,,P  + 3.75,,,,6.62,,,,06/2019,,,,413,,,,410,,,,0.1,,,,413,
232,"AssuredPartners Capital, Inc.",,Senior loan,,,L  + 4.75,,,,6.00,,,,12/2019,,,,773,,,,753,,,,0.1,,,,773,
233,"Captive Resources Midco,  LLC  (3)",,One stop,,,L  + 5.00,,,,N/A,(4),,,01/2019,,,,-,,,,(17,,,,-,,,,(17,
234,"Captive Resources Midco, LLC*",,One stop,,,L  + 5.00,,,,6.50,,,,01/2019,,,,20097,,,,19899,,,,2.8,,,,19896,
235,"Evolution1, Inc.*",,Senior loan,,,L  + 4.75,,,,6.25,,,,06/2016,,,,4549,,,,4519,,,,0.6,,,,4549,
236,"Evolution1, Inc.",,Senior loan,,,P  + 3.75,,,,7.00,,,,06/2016,,,,56,,,,53,,,,-,,,,56,
237,,,,,,,,,,,,,,,,,,28253,,,,27964,,,,3.9,,,,28035,
238,Investment Funds and Vehicles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Senior  Loan Fund LLC  (7)(8),,Subordinated debt,,,L  + 8.00,,,,8.17,,,,05/2020,,,,36188,,,,36188,,,,5.0,,,,36188,
240,,,,,,,,,,,,,,,,,,36188,,,,36188,,,,5.0,,,,36188,
241,"Leisure, Amusement, Motion  Pictures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,and Entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,"Competitor Group, Inc.",,One stop,,,P  + 6.75,,,,9.76,,,,11/2018,,,,884,,,,872,,,,0.1,,,,716,
244,"Competitor Group, Inc.*",,One stop,,,L  + 8.75,,,,9.00  cash/1.00 PIK,,,,11/2018,,,,12765,,,,12593,,,,1.5,,,,11105,
245,"Octane Fitness, LLC  (3)",,One stop,,,L  + 5.25,,,,N/A,(4),,,10/2018,,,,-,,,,(4,,,,-,,,,-,
246,"Octane Fitness, LLC",,One stop,,,L  + 5.25,,,,6.50,,,,10/2018,,,,8158,,,,8121,,,,1.1,,,,8158,
247,"Pride Manufacturing Company, LLC*",,Senior loan,,,L  + 6.00,,,,7.75,,,,11/2015,,,,550,,,,547,,,,0.1,,,,550,
248,"Self Esteem Brands,  LLC  (3)",,Senior loan,,,L  + 4.00,,,,N/A,(4),,,02/2020,,,,-,,,,(5,,,,-,,,,(5,
249,"Self Esteem Brands, LLC",,Senior loan,,,L  + 4.00,,,,5.00,,,,02/2020,,,,8034,,,,7984,,,,1.1,,,,7983,
250,"Starplex Operating, L.L.C.",,One stop,,,L  + 7.50,,,,9.00,,,,12/2017,,,,1197,,,,1182,,,,0.2,,,,1197,
251,"Starplex Operating, L.L.C.*",,One stop,,,L  + 7.50,,,,9.00,,,,12/2017,,,,17279,,,,17049,,,,2.4,,,,17279,
252,"Titan Fitness, LLC  (3)",,One stop,,,L  + 6.50,,,,N/A,(4),,,09/2019,,,,-,,,,(24,,,,-,,,,-,
253,"Titan Fitness, LLC  (3)",,One stop,,,L  + 6.50,,,,N/A,(4),,,09/2019,,,,-,,,,(24,,,,-,,,,-,
254,"Titan Fitness, LLC*",,One stop,,,L  + 6.50,,,,7.75,,,,09/2019,,,,13671,,,,13380,,,,1.9,,,,13671,
255,,,,,,,,,,,,,,,,,,62538,,,,61671,,,,8.4,,,,60654,
256,"Mining, Steel, Iron and  Non-Precious Metals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,"Benetech, Inc.*",,One stop,,,P  + 4.75,,,,8.00,,,,10/2017,,,,60,,,,56,,,,-,,,,60,
258,"Benetech, Inc.*",,One stop,,,L  + 6.00,,,,7.25,,,,10/2017,,,,5262,,,,5243,,,,0.7,,,,5262,
259,,,,,,,,,,,,,,,,,,5322,,,,5299,,,,0.7,,,,5322,
260,Oil and Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,"Drilling Info, Inc.  (3),  (5)",,One stop,,,L  + 5.00,,,,N/A,(4),,,06/2018,,,,-,,,,(1,,,,-,,,,-,
262,"Drilling Info, Inc.  (3),  (5)",,One stop,,,L  + 5.00,,,,N/A,(4),,,06/2018,,,,-,,,,(4,,,,-,,,,-,
263,"Drilling  Info, Inc.  (5)",,One stop,,,L  + 5.00,,,,6.00,,,,06/2018,,,,1351,,,,1339,,,,0.2,,,,1351,
264,,,,,,,,,,,,,,,,,,1351,,,,1334,,,,0.2,,,,1351,
265,Personal and Non-Durable  Consumer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,"Hygenic Corporation, The",,Senior loan,,,L  + 4.75,,,,6.00,,,,10/2017,,,,142,,,,138,,,,-,,,,142,
268,"Hygenic Corporation, The*",,Senior loan,,,L  + 4.75,,,,6.00,,,,10/2018,,,,4245,,,,4197,,,,0.6,,,,4245,
269,"Massage Envy, LLC  (3)",,One stop,,,L  + 7.25,,,,N/A,(4),,,09/2018,,,,-,,,,(14,,,,-,,,,-,
270,"Massage Envy, LLC",,One stop,,,L  + 7.25,,,,8.50,,,,09/2018,,,,16421,,,,16116,,,,2.3,,,,16421,
271,Rug Doctor LLC,,Senior loan,,,P  + 4.25,,,,7.50,,,,12/2016,,,,258,,,,247,,,,-,,,,246,
272,Rug Doctor LLC*,,Senior loan,,,L  + 5.25,,,,6.25,,,,12/2016,,,,5505,,,,5455,,,,0.7,,,,5450,
273,Team Technologies Acquisition Company,,Senior loan,,,P  + 3.50,,,,6.75,,,,12/2017,,,,58,,,,55,,,,-,,,,58,
274,Team Technologies Acquisition  Company,,Senior loan,,,L  + 4.75,,,,6.00,,,,12/2017,,,,3502,,,,3476,,,,0.5,,,,3502,
275,,,,,,,,,,,,,,,,,,30131,,,,29670,,,,4.1,,,,30064,
276,"Personal, Food and Miscellaneous",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Affordable Care Inc.  (3),,Senior loan,,,L  + 4.75,,,,N/A,(4),,,12/2017,,,,-,,,,(2,,,,-,,,,-,
279,Affordable Care Inc.,,Senior loan,,,L  + 4.75,,,,6.00,,,,12/2018,,,,3523,,,,3496,,,,0.5,,,,3523,
280,El Pollo Loco Inc,,Senior loan,,,L  + 4.25,,,,5.25,,,,10/2018,,,,5175,,,,5128,,,,0.7,,,,5240,
281,Focus Brands Inc.,,Second lien,,,L  + 9.00,,,,10.25,,,,08/2018,,,,11195,,,,11078,,,,1.6,,,,11404,
282,"National Veterinary  Associates, Inc.  (3)",,Senior loan,,,L  + 5.00,,,,N/A,(4),,,12/2017,,,,-,,,,(1,,,,-,,,,-,
283,"National Veterinary Associates, Inc.",,Senior loan,,,L  + 5.00,,,,6.25,,,,12/2017,,,,5991,,,,5953,,,,0.8,,,,5991,
284,"National Veterinary Associates, Inc.",,Senior loan,,,L  + 5.00,,,,6.25,,,,12/2017,,,,1671,,,,1661,,,,0.2,,,,1671,
285,"PMI Holdings, Inc.",,One stop,,,P  + 4.75,,,,8.00,,,,10/2018,,,,200,,,,190,,,,-,,,,200,
286,"PMI Holdings, Inc.*",,One stop,,,L  + 5.75,,,,6.75,,,,10/2018,,,,33326,,,,33173,,,,4.6,,,,33326,
287,Vetcor Merger Sub LLC  (3),,One stop,,,L  + 6.50,,,,N/A,(4),,,12/2017,,,,-,,,,(8,,,,-,,,,-,
288,Vetcor Merger Sub LLC,,One stop,,,L  + 6.50,,,,7.75,,,,12/2017,,,,199,,,,193,,,,-,,,,199,
289,Vetcor Merger Sub LLC*,,One stop,,,L  + 6.50,,,,7.75,,,,12/2017,,,,5892,,,,5844,,,,0.8,,,,5892,
290,Vetcor Merger Sub LLC,,One stop,,,L  + 6.50,,,,7.75,,,,12/2017,,,,374,,,,374,,,,0.1,,,,374,
291,Vetcor Merger Sub LLC,,One stop,,,L  + 6.50,,,,7.75,,,,12/2017,,,,577,,,,577,,,,0.1,,,,577,
292,Vetcor Merger Sub LLC,,One stop,,,L  + 6.50,,,,7.75,,,,12/2017,,,,387,,,,387,,,,0.1,,,,387,
293,,,,,,,,,,,,,,,,,,68510,,,,68043,,,,9.5,,,,68784,
294,,,,,Spread,,,,,,,,,,,,,,,Percentage,,,,,,,,,,,
295,,,Investment,,Above,,,Interest,,,Maturity,,,Principal / Par,,,,,,of Total,,,Fair,,,,,,,,
296,,,Type,,Index  (1),,,Rate  (2),,,Date,,,Amount,,,Cost,,,Net Assets,,,Value,,,,,,,,
297,Printing and Publishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,"Market  Track, LLC  (3)",,One stop,,,L  + 6.00,,,,N/A,(4),,,10/2019,,,,-,,,,(20,,,,-,,,,-,
299,"Market Track, LLC  (3)",,One stop,,,L  + 6.00,,,,N/A,(4),,,10/2019,,,,-,,,,(19,,,,-,,,,-,
300,"Market Track, LLC*",,One stop,,,L  + 6.00,,,,7.25,,,,10/2019,,,,29418,,,,29145,,,,4.1,,,,29418,
301,,,,,,,,,,,,,,,,,,29418,,,,29106,,,,4.1,,,,29418,
302,Retail Stores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,"Benihana, Inc.  (3)",,One stop,,,L  + 5.50,,,,N/A,(4),,,07/2018,,,,-,,,,(38,,,,-,,,,-,
304,"Benihana, Inc.*",,One stop,,,L  + 5.50,,,,6.75,,,,01/2019,,,,14000,,,,13616,,,,1.9,,,,14000,
305,"Boot Barn, Inc.*",,One stop,,,L  + 5.75,,,,7.00,,,,05/2019,,,,24553,,,,24235,,,,3.4,,,,24553,
306,"Capital Vision Services,  LLC  (3)",,One stop,,,L  + 7.25,,,,N/A,(4),,,12/2017,,,,-,,,,(10,,,,-,,,,-,
307,"Capital Vision Services,  LLC  (3)",,One stop,,,L  + 7.25,,,,N/A,(4),,,12/2017,,,,-,,,,(7,,,,-,,,,-,
308,"Capital Vision Services, LLC*",,One stop,,,L  + 7.25,,,,8.50,,,,12/2017,,,,15480,,,,15323,,,,2.1,,,,15480,
309,"Capital Vision Services, LLC",,One stop,,,L  + 7.25,,,,8.50,,,,12/2017,,,,1241,,,,1228,,,,0.2,,,,1241,
310,"DTLR, Inc.*",,One stop,,,L  + 8.00,,,,11.00,,,,12/2015,,,,16325,,,,16225,,,,2.3,,,,16325,
311,"Express Oil Change, LLC",,Senior loan,,,L  + 4.75,,,,6.29,,,,12/2017,,,,81,,,,79,,,,-,,,,81,
312,"Express Oil Change, LLC*",,Senior loan,,,P  + 3.50,,,,6.75,,,,12/2017,,,,1771,,,,1758,,,,0.2,,,,1771,
313,"Express Oil Change, LLC",,Senior loan,,,P  + 3.50,,,,6.75,,,,12/2017,,,,113,,,,109,,,,-,,,,113,
314,"Floor & Decor Outlets of America, Inc.*",,One stop,,,L  + 6.50,,,,7.75,,,,05/2019,,,,11300,,,,11181,,,,1.6,,,,11300,
315,"Marshall Retail Group,  LLC, The  (3)",,Senior loan,,,L  + 6.50,,,,8.00,,,,10/2016,,,,122,,,,113,,,,-,,,,122,
316,"Marshall Retail Group, LLC, The*",,Senior loan,,,L  + 6.50,,,,8.00,,,,10/2016,,,,9235,,,,9132,,,,1.3,,,,9235,
317,"Paper Source, Inc.  (3)",,One stop,,,L  + 6.25,,,,N/A,(4),,,09/2018,,,,-,,,,(11,,,,-,,,,-,
318,"Paper Source, Inc.*",,One stop,,,L  + 6.25,,,,7.25,,,,09/2018,,,,12641,,,,12527,,,,1.8,,,,12641,
319,"Restaurant Holding Company, LLC",,Senior loan,,,L  + 7.75,,,,8.75,,,,02/2019,,,,4989,,,,4940,,,,0.7,,,,4977,
320,"Rubio's Restaurants, Inc*",,Senior loan,,,L  + 4.75,,,,6.00,,,,11/2018,,,,9423,,,,9415,,,,1.3,,,,9423,
321,"Sneaker Villa, Inc.  (3)",,One stop,,,L  + 8.50,,,,N/A,(4),,,12/2017,,,,-,,,,(14,,,,-,,,,-,
322,"Sneaker Villa, Inc.  (3)",,One stop,,,L  + 8.50,,,,N/A,(4),,,12/2017,,,,-,,,,(12,,,,-,,,,-,
323,"Sneaker Villa, Inc.",,One stop,,,L  + 8.50,,,,10.00,,,,12/2017,,,,4491,,,,4407,,,,0.6,,,,4491,
324,"Sneaker Villa, Inc.",,One stop,,,L  + 8.50,,,,10.00,,,,12/2017,,,,627,,,,619,,,,0.1,,,,627,
325,"Sneaker Villa, Inc.",,One stop,,,L  + 8.50,,,,10.00,,,,12/2017,,,,1253,,,,1241,,,,0.2,,,,1253,
326,Specialty Catalog Corp.  (3),,One stop,,,L  + 6.00,,,,N/A,(4),,,07/2017,,,,-,,,,(5,,,,-,,,,-,
327,Specialty Catalog Corp.,,One stop,,,L  + 6.00,,,,7.50,,,,07/2017,,,,4763,,,,4721,,,,0.7,,,,4763,
328,Vision Source L.P.  (3),,One stop,,,L  + 5.00,,,,N/A,(4),,,04/2016,,,,-,,,,(8,,,,-,,,,-,
329,Vision Source L.P.*,,One stop,,,L  + 5.00,,,,6.00,,,,04/2016,,,,18504,,,,18378,,,,2.5,,,,18504,
330,,,,,,,,,,,,,,,,,,150912,,,,149142,,,,20.9,,,,150900,
331,Telecommunications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,"Arise Virtual Solutions,  Inc.  (3)",,One stop,,,L  + 6.00,,,,N/A,(4),,,12/2018,,,,-,,,,(12,,,,-,,,,(13,
333,"Arise Virtual Solutions, Inc.*",,One stop,,,L  + 6.00,,,,7.25,,,,12/2018,,,,14046,,,,13913,,,,1.9,,,,13906,
334,Hosting.com Inc.,,Senior loan,,,P  + 3.25,,,,6.50,,,,12/2017,,,,20,,,,19,,,,-,,,,20,
335,Hosting.com Inc.*,,Senior loan,,,L  + 4.50,,,,5.75,,,,12/2017,,,,884,,,,872,,,,0.1,,,,884,
336,"ITC Global, Inc.  (3)",,One stop,,,L  + 6.75,,,,N/A,(4),,,07/2018,,,,-,,,,(14,,,,-,,,,-,
337,"ITC Global, Inc.*",,One stop,,,L  + 6.75,,,,7.75,,,,07/2018,,,,8475,,,,8393,,,,1.2,,,,8475,
338,"ITC Global, Inc.",,One stop,,,L  + 6.75,,,,7.75,,,,07/2018,,,,1445,,,,1431,,,,0.2,,,,1445,
339,,,,,,,,,,,,,,,,,,24870,,,,24602,,,,3.4,,,,24717,
340,Textile and Leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,"5.11, Inc.",,Senior loan,,,L  + 5.00,,,,6.00,,,,02/2020,,,,876,,,,872,,,,0.1,,,,872,
342,,,,,,,,,,,,,,,,,,876,,,,872,,,,0.1,,,,872,
343,Utilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,"PowerPlan Consultants,  Inc.  (3)",,Senior loan,,,L  + 4.25,,,,N/A,(4),,,10/2018,,,,-,,,,(1,,,,-,,,,-,
345,"PowerPlan Consultants,  Inc.*",,Senior loan,,,L  + 4.25,,,,5.27,,,,10/2019,,,,3987,,,,3937,,,,0.6,,,,3987,
346,,,,,,,,,,,,,,,,,,3987,,,,3936,,,,0.6,,,,3987,
347,Total  debt investments United States,,,,,,,,,,,,,,,,,1219610,,,,1203543,,,,167.3,,,,1208005,
348,Fair Value as a percentage of Principal Amount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,
349,,,,,,,,,,,,,,,,,,,Percentage,,,,,,,,,,,,
350,,,Investment,,Spread Above,,Interest,,,Maturity,,,Shares /,,,,,,of Total,,,Fair,,,,,,,,,
351,,,Type,,Index  (1),,Rate  (2),,,Date,,,Contracts,,,Cost,,,Net Assets,,,Value,,,,,,,,,
352,Equity investments  (9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Aerospace and Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,NTS Technical Systems,,Common stock,,N/A,,,N/A,,,,N/A,,,,2,,,,1506,,,,0.2,,,,1506,,,
355,"Tresys Technology Holdings, Inc.",,Common stock,,N/A,,,N/A,,,,N/A,,,,295,,,,295,,,,-,,,,3,,,
356,Whitcraft LLC,,Common stock,,N/A,,,N/A,,,,N/A,,,,7,,,,670,,,,0.1,,,,409,,,
357,Whitcraft LLC,,Warrant,,N/A,,,N/A,,,,N/A,,,,1,,,,-,,,,-,,,,79,,,
358,,,,,,,,,,,,,,,,,,,,2471,,,,0.3,,,,1997,,,
359,Automobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,"ABRA, Inc",,LLC interest,,N/A,,,N/A,,,,N/A,,,,208,,,,352,,,,0.4,,,,2707,,,
361,"K&N Engineering, Inc.",,Common stock,,N/A,,,N/A,,,,N/A,,,,-,,,,4,,,,-,,,,78,,,
362,"K&N Engineering, Inc.",,Preferred stock A,,N/A,,,N/A,,,,N/A,,,,-,,,,26,,,,-,,,,38,,,
363,"K&N Engineering, Inc.",,Preferred stock B,,N/A,,,N/A,,,,N/A,,,,-,,,,-,,,,-,,,,10,,,
364,,,,,,,,,,,,,,,,,,,,382,,,,0.4,,,,2833,,,
365,"Beverage, Food and Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,"Atkins Nutritionals, Inc.",,LLC interest,,N/A,,,N/A,,,,N/A,,,,51,,,,746,,,,0.1,,,,824,,,
367,"First Watch Restaurants, Inc.",,Common stock,,N/A,,,N/A,,,,N/A,,,,8,,,,816,,,,0.1,,,,816,,,
368,"Goode Seed Co-Invest, LLC",,LLC units,,N/A,,,N/A,,,,N/A,,,,356,,,,356,,,,0.1,,,,411,,,
369,Julio & Sons Company,,LLC interest,,N/A,,,N/A,,,,N/A,,,,521,,,,521,,,,0.1,,,,440,,,
370,"Northern Brewer, LLC",,LLC interest,,N/A,,,N/A,,,,N/A,,,,438,,,,362,,,,-,,,,119,,,
371,"Richelieu Foods, Inc.",,LP interest,,N/A,,,N/A,,,,N/A,,,,220,,,,220,,,,-,,,,124,,,
372,,,,,,,,,,,,,,,,,,,,3021,,,,0.4,,,,2734,,,
373,"Containers, Packaging and  Glass",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,"Packaging Coordinators,  Inc.",,LLC interest,,N/A,,,N/A,,,,N/A,,,,48,,,,1563,,,,0.4,,,,2745,,,
375,Diversified Conglomerate  Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,ICCN Acquisition Corp.,,Common stock,,N/A,,,N/A,,,,N/A,,,,-,,,,-,,,,-,,,,-,,,
377,ICCN Acquisition Corp.,,Preferred stock,,N/A,,,N/A,,,,N/A,,,,-,,,,162,,,,-,,,,162,,,
378,"Oasis Outsourcing Holdings, Inc.",,LLC interest,,N/A,,,N/A,,,,N/A,,,,1088,,,,1088,,,,0.3,,,,1899,,,
379,"Sunless Merger Sub, Inc.",,LP interest,,N/A,,,N/A,,,,N/A,,,,-,,,,160,,,,-,,,,4,,,
380,"TIDI Products, LLC",,LLC interest,,N/A,,,N/A,,,,N/A,,,,315,,,,158,,,,0.1,,,,235,,,
381,,,,,,,,,,,,,,,,,,,,1568,,,,0.4,,,,2300,,,
382,Diversified Conglomerate  Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,"Daxko, LLC",,LLC units,,N/A,,,N/A,,,,N/A,,,,219,,,,219,,,,-,,,,219,,,
384,"Document Technologies, LLC",,LLC interest,,N/A,,,N/A,,,,N/A,,,,24,,,,490,,,,0.1,,,,700,,,
385,"Marathon Data Operating Co., LLC",,Common stock,,N/A,,,N/A,,,,N/A,,,,1,,,,264,,,,0.1,,,,299,,,
386,"Marathon Data Operating Co., LLC",,Preferred stock,,N/A,,,N/A,,,,N/A,,,,1,,,,264,,,,0.1,,,,264,,,
387,"Navex Global, Inc.",,LP interest,,N/A,,,N/A,,,,N/A,,,,-,,,,666,,,,0.1,,,,624,,,
388,"PC Helps Support, LLC",,Common stock,,N/A,,,N/A,,,,N/A,,,,1,,,,7,,,,-,,,,-,,,
389,"PC Helps Support, LLC",,Preferred stock,,N/A,,,N/A,,,,N/A,,,,0,,,,61,,,,-,,,,70,,,
390,"Secure-24, LLC",,LLC units,,N/A,,,N/A,,,,N/A,,,,263,,,,263,,,,-,,,,180,,,
391,,,,,,,,,,,,,,,,,,,,2234,,,,0.4,,,,2356,,,
392,Electronics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,"ECI Acquisition Holdings,  Inc.",,Common stock,,N/A,,,N/A,,,,N/A,,,,9,,,,872,,,,0.1,,,,872,,,
394,Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,"MyWebGrocer, Inc.",,LLC units,,N/A,,,N/A,,,,N/A,,,,1315,,,,1322,,,,0.2,,,,1269,,,
396,"Healthcare, Education and  Childcare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,"Advanced Pain Management Holdings, Inc.",,Common stock,,N/A,,,N/A,,,,N/A,,,,67,,,,67,,,,0.1,,,,769,,,
398,"Advanced Pain Management Holdings, Inc.",,Preferred stock,,N/A,,,N/A,,,,N/A,,,,8,,,,829,,,,0.1,,,,901,,,
399,"Avatar International, LLC",,LP interest,,N/A,,,N/A,,,,N/A,,,,1,,,,741,,,,-,,,,74,,,
400,Certara L.P.,,LP interest,,N/A,,,N/A,,,,N/A,,,,-,,,,541,,,,0.1,,,,541,,,
401,"Dialysis Newco, Inc.",,LLC units,,N/A,,,N/A,,,,N/A,,,,871,,,,89,,,,0.2,,,,1691,,,
402,"Encore Rehabilitation Services, LLC",,LLC interest,,N/A,,,N/A,,,,N/A,,,,270,,,,270,,,,0.1,,,,428,,,
403,"G & H Wire Company, Inc.",,LP interest,,N/A,,,N/A,,,,N/A,,,,-,,,,102,,,,-,,,,118,,,
404,"Global Healthcare Exchange, LLC",,Common stock,,N/A,,,N/A,,,,N/A,,,,-,,,,4,,,,-,,,,4,,,
405,"Global Healthcare Exchange, LLC",,Preferred stock,,N/A,,,N/A,,,,N/A,,,,-,,,,398,,,,0.1,,,,398,,,
406,"Healogics, Inc.",,Preferred stock,,N/A,,,N/A,,,,N/A,,,,695,,,,799,,,,0.2,,,,1264,,,
407,"Hospitalists Management Group, LLC",,Common stock,,N/A,,,N/A,,,,N/A,,,,-,,,,38,,,,-,,,,10,,,
408,"IntegraMed America, Inc.",,Common stock,,N/A,,,N/A,,,,N/A,,,,1,,,,514,,,,0.1,,,,676,,,
409,"NeuroTherm, Inc.",,Common stock,,N/A,,,N/A,,,,N/A,,,,1,,,,569,,,,0.1,,,,868,,,
410,"Northwestern Management Services, LLC",,LLC units,,N/A,,,N/A,,,,N/A,,,,3,,,,3,,,,-,,,,76,,,
411,"Northwestern Management Services, LLC",,LLC units,,N/A,,,N/A,,,,N/A,,,,-,,,,249,,,,0.1,,,,279,,,
412,"Pentec Acquisition Sub, Inc.",,Preferred stock,,N/A,,,N/A,,,,N/A,,,,1,,,,116,,,,-,,,,98,,,
413,"Reliant Pro ReHab, LLC",,Preferred stock,,N/A,,,N/A,,,,N/A,,,,2,,,,264,,,,0.1,,,,446,,,
414,Southern Anesthesia and Surgical,,LLC units,,N/A,,,N/A,,,,N/A,,,,487,,,,487,,,,0.1,,,,614,,,
415,"Surgical Information Systems, LLC",,Common stock,,N/A,,,N/A,,,,N/A,,,,4,,,,414,,,,0.1,,,,495,,,
416,"Young Innovations, Inc.",,Preferred stock,,N/A,,,N/A,,,,N/A,,,,-,,,,236,,,,0.1,,,,269,,,
417,,,,,,,,,,,,,,,,,,,,6730,,,,1.6,,,,10019,,,
418,"Home and Office Furnishings,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,"Housewares,  and Durable Consumer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,"Top Knobs USA, Inc.",,Common stock,,N/A,,,N/A,,,,N/A,,,,3,,,,35,,,,-,,,,154,,,
421,Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,"Captive Resources Midco,  LLC",,LLC units,,N/A,,,N/A,,,,N/A,,,,1,,,,86,,,,-,,,,152,,,
