,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
204,Onsite Holding Corp.  (3),,One stop,,L + 5.25,,,N/A,(4),,06/2020,,,-,,,,(41,,,,-,,,,-,,,,,
205,Onsite Holding Corp.*^,,One stop,,L + 5.25,,,6.25,,,06/2020,,,26921,,,,26705,,,,3.7,,,,26921,,,,,
206,"Paradigm Management Services, LLC^",,Senior loan,,L + 4.50,,,5.51,,,01/2019,,,2740,,,,2720,,,,0.4,,,,2740,,,,,
207,"Pentec Acquisition Sub, Inc.  (3)",,Senior loan,,L + 5.25,,,N/A,(4),,05/2017,,,-,,,,(2,,,,-,,,,-,,,,,
208,"Pentec Acquisition Sub, Inc.*",,Senior loan,,L + 5.25,,,6.50,,,05/2018,,,1705,,,,1685,,,,0.2,,,,1705,,,,,
209,,,,,Spread,,,,,,,,,,,,,Percentage,,,,,,,,,,,,,
210,,,Investment,,Above,,Interest,,,Maturity,,Principal / Par,,,,,,of,,,Fair,,,,,,,,,,
211,,,Type,,Index  (1),,Rate  (2),,,Date,,Amount,,,Cost,,,Net Assets,,,Value,,,,,,,,,,
212,"Pyramid Healthcare, Inc.^",,One stop,,P + 4.50,,,7.75,,,08/2019,,,254,,,,249,,,,-,,,,254,,,,,
213,"Pyramid Healthcare, Inc.^",,One stop,,L + 5.75,,,6.75,,,08/2019,,,7588,,,,7527,,,,1.0,,,,7588,,,,,
214,"Radiology Partners, Inc.  (3)",,One stop,,L + 5.00,,,N/A,(4),,09/2020,,,-,,,,(7,,,,-,,,,-,,,,,
215,"Radiology Partners, Inc.*^",,One stop,,L + 5.00,,,6.00,,,09/2020,,,17166,,,,16906,,,,2.3,,,,17166,,,,,
216,"Radiology Partners, Inc.  (3)",,One stop,,L + 5.00,,,N/A,(4),,09/2020,,,-,,,,(44,,,,-,,,,-,,,,,
217,"Reliant Pro ReHab, LLC",,Senior loan,,P + 4.00,,,7.25,,,06/2017,,,119,,,,112,,,,-,,,,119,,,,,
218,"Reliant Pro ReHab, LLC*",,Senior loan,,L + 5.00,,,6.00,,,06/2017,,,3280,,,,3251,,,,0.4,,,,3280,,,,,
219,Renaissance Pharma (U.S.) Holdings Inc.,,Senior loan,,P + 3.00,,,6.25,,,05/2018,,,118,,,,115,,,,-,,,,118,,,,,
220,Renaissance Pharma (U.S.) Holdings Inc.*^,,Senior loan,,L + 4.00,,,5.00,,,05/2018,,,4006,,,,3959,,,,0.5,,,,4006,,,,,
221,Southern Anesthesia and Surgical  (3),,One stop,,L + 5.50,,,N/A,(4),,11/2017,,,-,,,,(9,,,,-,,,,-,,,,,
222,Southern Anesthesia and Surgical,,One stop,,L + 5.50,,,6.50,,,11/2017,,,5997,,,,5899,,,,0.8,,,,5997,,,,,
223,Southern Anesthesia and Surgical  (3),,One stop,,L + 5.50,,,N/A,(4),,11/2017,,,-,,,,(37,,,,-,,,,-,,,,,
224,"Spear Education, LLC  (3)",,One stop,,L + 5.50,,,N/A,(4),,08/2019,,,-,,,,(6,,,,-,,,,-,,,,,
225,"Spear Education, LLC*^",,One stop,,L + 5.50,,,6.50,,,08/2019,,,6005,,,,5964,,,,0.8,,,,6005,,,,,
226,"Spear Education, LLC",,One stop,,L + 5.50,,,N/A,(4),,08/2019,,,-,,,,-,,,,-,,,,-,,,,,
227,"Surgical Information Systems, LLC^",,Senior loan,,L + 3.50,,,4.50,,,09/2018,,,2018,,,,2014,,,,0.3,,,,2018,,,,,
228,"U.S. Anesthesia Partners, Inc.",,One stop,,L + 5.00,,,6.00,,,12/2019,,,5985,,,,5957,,,,0.8,,,,5985,,,,,
229,"WIL Research Company, Inc.*",,Senior loan,,L + 4.50,,,5.75,,,02/2018,,,774,,,,768,,,,0.1,,,,751,,,,,
230,"Young Innovations, Inc.  (3)",,Senior loan,,L + 4.25,,,N/A,(4),,01/2018,,,-,,,,(3,,,,-,,,,-,,,,,
231,"Young Innovations, Inc.*^",,Senior loan,,L + 4.25,,,5.25,,,01/2019,,,5430,,,,5400,,,,0.7,,,,5430,,,,,
232,,,,,,,,,,,,,,254857,,,,251149,,,,33.9,,,,250515,,,,,
233,"Home  and Office Furnishings, Housewares, and Durable Consumer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,"Plano Molding Company, LLC^",,Senior loan,,L + 4.25,,,5.25,,,10/2018,,,1971,,,,1960,,,,0.3,,,,1971,,,,,
235,"WII Components, Inc.",,Senior loan,,L + 4.50,,,N/A,(4),,07/2018,,,-,,,,-,,,,-,,,,-,,,,,
236,"WII Components, Inc.*",,Senior loan,,L + 4.50,,,5.50,,,07/2018,,,1123,,,,1118,,,,0.2,,,,1123,,,,,
237,Zenith Products Corporation  (6),,One stop,,P + 3.75,,,7.00,,,09/2013,,,81,,,,48,,,,-,,,,40,,,,,
238,Zenith Products Corporation*  (6),,One stop,,P + 5.50,,,8.75,,,09/2013,,,4376,,,,3926,,,,0.3,,,,2188,,,,,
239,,,,,,,,,,,,,,7551,,,,7052,,,,0.8,,,,5322,,,,,
240,Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,"Captive Resources Midco, LLC  (3)",,One stop,,L + 5.00,,,N/A,(4),,01/2019,,,-,,,,(15,,,,-,,,,-,,,,,
242,"Captive Resources Midco,  LLC*^",,One stop,,L + 5.00,,,6.50,,,01/2019,,,19603,,,,19437,,,,2.7,,,,19603,,,,,
243,,,,,,,,,,,,,,19603,,,,19422,,,,2.7,,,,19603,,,,,
244,Investment Funds and Vehicles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Senior loan Fund LLC  (7)(8),,Subordinated debt,,L + 8.00,,,8.16,,,05/2020,,,28871,,,,28871,,,,3.9,,,,28871,,,,,
246,"Leisure,  Amusement, Motion Pictures and Entertainment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,"Competitor Group, Inc.",,One stop,,P + 6.75,,,9.76,,,11/2018,,,884,,,,874,,,,0.1,,,,760,,,,,
248,"Competitor Group, Inc.*",,One stop,,L + 9.25,,,9.00  cash/1.50 PIK,,,11/2018,,,12840,,,,12697,,,,1.6,,,,11556,,,,,
249,"Octane Fitness, LLC  (3)",,One stop,,L + 5.25,,,N/A,(4),,10/2018,,,-,,,,(3,,,,-,,,,-,,,,,
250,"Octane Fitness, LLC*",,One stop,,L + 5.25,,,6.50,,,10/2018,,,7972,,,,7941,,,,1.1,,,,7972,,,,,
251,"Pride Manufacturing Company, LLC*",,Senior loan,,L + 6.00,,,7.75,,,11/2015,,,452,,,,450,,,,0.1,,,,452,,,,,
252,"Self Esteem Brands, LLC  (3)",,Senior loan,,L + 4.00,,,N/A,(4),,02/2020,,,-,,,,(4,,,,-,,,,-,,,,,
253,"Self Esteem Brands, LLC^",,Senior loan,,L + 4.00,,,5.00,,,02/2020,,,7299,,,,7260,,,,1.0,,,,7299,,,,,
254,"Starplex Operating, L.L.C.",,One stop,,L + 7.00,,,8.00,,,12/2017,,,192,,,,179,,,,-,,,,192,,,,,
255,"Starplex Operating, L.L.C.*^",,One stop,,L + 7.00,,,8.00,,,12/2017,,,10054,,,,9900,,,,1.4,,,,10054,,,,,
256,"Titan Fitness, LLC  (3)",,One stop,,L + 6.50,,,N/A,(4),,09/2019,,,-,,,,(21,,,,-,,,,-,,,,,
257,"Titan Fitness, LLC*",,One stop,,L + 6.50,,,7.75,,,09/2019,,,13568,,,,13319,,,,1.8,,,,13568,,,,,
258,"Titan Fitness, LLC  (3)",,One stop,,L + 6.50,,,N/A,(4),,09/2019,,,-,,,,(21,,,,-,,,,-,,,,,
259,,,,,,,,,,,,,,53261,,,,52571,,,,7.1,,,,51853,,,,,
260,"Mining, Steel, Iron and Non-Precious  Metals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,"Benetech, Inc.",,One stop,,P + 7.75,,,11.00,,,10/2017,,,273,,,,265,,,,-,,,,273,,,,,
262,"Benetech, Inc.*",,One stop,,L + 9.00,,,10.25,,,10/2017,,,4950,,,,4915,,,,0.7,,,,4950,,,,,
263,,,,,,,,,,,,,,5223,,,,5180,,,,0.7,,,,5223,,,,,
264,Oil and Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,"Drilling Info, Inc.  (3)(5)",,One stop,,L + 5.00,,,N/A,(4),,06/2018,,,-,,,,(1,,,,-,,,,-,,,,,
266,"Drilling Info, Inc.  (5)  ^",,One stop,,L + 5.00,,,6.00,,,06/2018,,,1307,,,,1299,,,,0.2,,,,1307,,,,,
267,"Drilling Info, Inc.  (3)(5)",,One stop,,L + 5.00,,,N/A,(4),,06/2018,,,-,,,,(6,,,,-,,,,-,,,,,
268,,,,,,,,,,,,,,1307,,,,1292,,,,0.2,,,,1307,,,,,
269,Personal and Non-Durable  Consumer Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,"C.B. Fleet Company, Incorporated  (3)",,Senior loan,,L + 4.50,,,N/A,(4),,10/2020,,,-,,,,(10,,,,-,,,,(8,,,,,
271,"C.B. Fleet Company, Incorporated  (3)",,Senior loan,,L + 4.50,,,N/A,(4),,10/2020,,,-,,,,(22,,,,-,,,,(18,,,,,
272,"C.B. Fleet Company, Incorporated^",,Senior loan,,L + 4.50,,,5.50,,,10/2020,,,5659,,,,5590,,,,0.8,,,,5602,,,,,
273,"Massage Envy, LLC  (3)",,One stop,,L + 7.25,,,N/A,(4),,09/2018,,,-,,,,(12,,,,-,,,,-,,,,,
274,"Massage Envy, LLC*",,One stop,,L + 7.25,,,8.50,,,09/2018,,,15999,,,,15752,,,,2.2,,,,15999,,,,,
275,Rug Doctor LLC  (3),,Senior loan,,L + 5.25,,,N/A,(4),,12/2016,,,-,,,,(8,,,,-,,,,-,,,,,
276,Rug Doctor LLC*,,Senior loan,,L + 5.25,,,6.25,,,12/2016,,,5296,,,,5261,,,,0.7,,,,5296,,,,,
277,,,,,Spread,,,,,,,,,,,,,Percentage,,,,,,,,,,,,,
278,,,Investment,,Above,,Interest,,,Maturity,,Principal / Par,,,,,,of,,,Fair,,,,,,,,,,
279,,,Type,,Index  (1),,Rate  (2),,,Date,,Amount,,,Cost,,,Net Assets,,,Value,,,,,,,,,,
280,Team Technologies Acquisition Company^,,Senior loan,,L + 5.00,,,6.25,,,12/2017,,,4819,,,,4781,,,,0.7,,,,4819,,,,,
281,Team Technologies Acquisition  Company,,Senior loan,,P + 3.75,,,7.00,,,12/2017,,,152,,,,150,,,,-,,,,152,,,,,
282,,,,,,,,,,,,,,31925,,,,31482,,,,4.4,,,,31842,,,,,
283,"Personal, Food and Miscellaneous  Services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Affordable Care Inc.  (3),,Senior loan,,L + 4.50,,,N/A,(4),,12/2017,,,-,,,,(2,,,,-,,,,-,,,,,
285,Affordable Care Inc.^,,Senior loan,,L + 4.50,,,5.50,,,12/2018,,,4006,,,,3973,,,,0.5,,,,4006,,,,,
286,Focus Brands Inc.^,,Second Lien,,L + 9.00,,,10.25,,,08/2018,,,11195,,,,11099,,,,1.5,,,,11278,,,,,
287,"Ignite Restaurant Group, Inc (Joe's Crab Shack)^",,One stop,,L + 7.00,,,8.00,,,02/2019,,,6155,,,,6070,,,,0.8,,,,6155,,,,,
288,PetVet Care Centers LLC  (3),,Senior loan,,L + 4.50,,,N/A,(4),,12/2019,,,-,,,,(25,,,,-,,,,(14,,,,,
289,PetVet Care Centers LLC  (3),,Senior loan,,L + 4.50,,,N/A,(4),,12/2020,,,-,,,,(46,,,,-,,,,(25,,,,,
290,PetVet Care Centers LLC*^,,Senior loan,,L + 4.50,,,5.50,,,12/2020,,,11941,,,,11719,,,,1.6,,,,11821,,,,,
291,R.G. Barry Corporation*,,Senior loan,,L + 5.00,,,6.00,,,09/2019,,,6787,,,,6703,,,,0.9,,,,6787,,,,,
292,Vetcor Merger Sub LLC,,One stop,,L + 6.50,,,7.75,,,12/2017,,,472,,,,467,,,,0.1,,,,472,,,,,
293,Vetcor Merger Sub LLC*^,,One stop,,L + 6.50,,,7.75,,,12/2017,,,5825,,,,5786,,,,0.8,,,,5825,,,,,
294,Vetcor Merger Sub LLC  (3),,One stop,,L + 6.50,,,N/A,(4),,12/2017,,,-,,,,(1,,,,-,,,,-,,,,,
295,Vetcor Merger Sub LLC^,,One stop,,L + 6.50,,,7.75,,,12/2017,,,370,,,,370,,,,0.1,,,,370,,,,,
296,Vetcor Merger Sub LLC^,,One stop,,L + 6.50,,,7.75,,,12/2017,,,571,,,,571,,,,0.1,,,,571,,,,,
297,Vetcor Merger Sub LLC^,,One stop,,L + 6.50,,,7.75,,,12/2017,,,382,,,,382,,,,0.1,,,,382,,,,,
298,Vetcor Merger Sub LLC,,One stop,,L + 6.50,,,7.75,,,12/2017,,,646,,,,646,,,,0.1,,,,646,,,,,
299,Vetcor Merger Sub LLC,,One stop,,L + 6.50,,,7.75,,,12/2017,,,62,,,,62,,,,-,,,,62,,,,,
300,,,,,,,,,,,,,,48412,,,,47774,,,,6.6,,,,48336,,,,,
301,Printing and Publishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,"Market Track, LLC  (3)",,One stop,,L + 6.00,,,N/A,(4),,10/2019,,,-,,,,(17,,,,-,,,,-,,,,,
303,"Market Track, LLC*^",,One stop,,L + 6.00,,,7.25,,,10/2019,,,29197,,,,28963,,,,4.0,,,,29197,,,,,
304,"Market Track, LLC",,One stop,,L + 6.00,,,7.25,,,10/2019,,,1213,,,,1197,,,,0.2,,,,1213,,,,,
305,,,,,,,,,,,,,,30410,,,,30143,,,,4.2,,,,30410,,,,,
306,Retail Stores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,"Benihana, Inc.  (3)",,One stop,,L + 5.50,,,N/A,(4),,07/2018,,,-,,,,(57,,,,-,,,,-,,,,,
308,"Benihana, Inc.*^",,One stop,,L + 5.50,,,6.75,,,01/2019,,,15554,,,,15168,,,,2.1,,,,15554,,,,,
309,"Boot Barn, Inc.*^",,One stop,,L + 5.75,,,6.75,,,05/2019,,,8939,,,,8727,,,,1.2,,,,8939,,,,,
310,"Boot Barn, Inc.*",,One stop,,L + 5.75,,,6.75,,,05/2019,,,2827,,,,2803,,,,0.4,,,,2827,,,,,
311,"Capital Vision Services, LLC  (3)",,One stop,,L + 6.00,,,N/A,(4),,12/2019,,,-,,,,(21,,,,-,,,,(9,,,,,
312,"Capital Vision Services, LLC*^",,One stop,,L + 6.00,,,7.00,,,12/2019,,,26785,,,,26540,,,,3.6,,,,26619,,,,,
313,"Capital Vision Services, LLC^",,One stop,,L + 6.00,,,7.00,,,12/2019,,,1510,,,,1497,,,,0.2,,,,1500,,,,,
314,"Capital Vision Services, LLC",,One stop,,L + 6.00,,,7.00,,,12/2019,,,1521,,,,1515,,,,0.2,,,,1512,,,,,
315,"Capital Vision Services, LLC",,One stop,,L + 6.00,,,7.00,,,12/2019,,,773,,,,763,,,,0.1,,,,763,,,,,
316,"DentMall MSO, LLC",,One stop,,L + 5.00,,,6.00,,,07/2019,,,678,,,,655,,,,0.1,,,,678,,,,,
317,"DentMall MSO, LLC",,One stop,,L + 5.00,,,6.00,,,07/2019,,,10328,,,,10235,,,,1.4,,,,10328,,,,,
318,"DTLR, Inc.*^",,One stop,,L + 8.00,,,11.00,,,12/2015,,,15675,,,,15623,,,,2.1,,,,15675,,,,,
319,"Express Oil Change, LLC",,Senior loan,,L + 4.75,,,6.12,,,12/2017,,,149,,,,147,,,,-,,,,149,,,,,
320,"Express Oil Change, LLC*",,Senior loan,,P + 3.50,,,6.75,,,12/2017,,,1918,,,,1906,,,,0.3,,,,1918,,,,,
321,"Express Oil Change, LLC",,Senior loan,,P + 3.50,,,6.75,,,12/2017,,,109,,,,108,,,,-,,,,109,,,,,
322,"Floor & Decor Outlets of America, Inc.*^",,One stop,,L + 6.50,,,7.75,,,05/2019,,,11216,,,,11114,,,,1.5,,,,11216,,,,,
323,"Marshall Retail Group, LLC, The  (3)",,One stop,,L + 6.00,,,N/A,(4),,08/2019,,,-,,,,(26,,,,-,,,,-,,,,,
324,"Marshall Retail Group, LLC, The  (3)",,One stop,,L + 6.00,,,N/A,(4),,08/2020,,,-,,,,(11,,,,-,,,,-,,,,,
325,"Marshall Retail Group, LLC, The^",,One stop,,L + 6.00,,,7.00,,,08/2020,,,12424,,,,12278,,,,1.7,,,,12424,,,,,
326,"Paper Source, Inc.",,One stop,,L + 6.25,,,N/A,(4),,09/2018,,,-,,,,(10,,,,-,,,,-,,,,,
327,"Paper Source, Inc.*^",,One stop,,L + 6.25,,,7.25,,,09/2018,,,12545,,,,12450,,,,1.7,,,,12545,,,,,
328,"Restaurant Holding Company, LLC",,Senior loan,,L + 7.75,,,8.75,,,02/2019,,,4964,,,,4922,,,,0.6,,,,4368,,,,,
329,"Rubio's Restaurants, Inc*^",,Senior loan,,L + 4.75,,,6.00,,,11/2018,,,9353,,,,9346,,,,1.3,,,,9353,,,,,
330,"Sneaker Villa, Inc.",,One stop,,P + 7.00,,,11.50,,,12/2017,,,1253,,,,1236,,,,0.2,,,,1253,,,,,
331,"Sneaker Villa, Inc.",,One stop,,L + 8.50,,,10.00,,,12/2017,,,4404,,,,4318,,,,0.6,,,,4404,,,,,
332,"Sneaker Villa, Inc.^",,One stop,,L + 8.50,,,10.00,,,12/2017,,,627,,,,618,,,,0.1,,,,627,,,,,
333,"Sneaker Villa, Inc.^",,One stop,,L + 8.50,,,10.00,,,12/2017,,,1230,,,,1214,,,,0.2,,,,1230,,,,,
334,"Sneaker Villa, Inc.  (3)",,One stop,,L + 8.50,,,N/A,(4),,12/2017,,,-,,,,(15,,,,-,,,,-,,,,,
335,"Sneaker Villa, Inc.^",,One stop,,L + 8.50,,,10.00,,,12/2017,,,4234,,,,4196,,,,0.6,,,,4191,,,,,
336,"Sneaker Villa, Inc.",,One stop,,L + 8.50,,,10.00,,,12/2017,,,1253,,,,1230,,,,0.2,,,,1228,,,,,
337,Specialty Catalog Corp.  (3),,One stop,,L + 6.00,,,N/A,(4),,07/2017,,,-,,,,(4,,,,-,,,,-,,,,,
338,Specialty Catalog Corp.,,One stop,,L + 6.00,,,7.50,,,07/2017,,,4502,,,,4471,,,,0.6,,,,4502,,,,,
339,Vision Source L.P.,,One stop,,L + 6.00,,,7.00,,,08/2019,,,205,,,,202,,,,-,,,,198,,,,,
340,Vision Source L.P.*^,,One stop,,L + 6.00,,,7.00,,,08/2019,,,17715,,,,17607,,,,2.4,,,,17537,,,,,
341,,,,,,,,,,,,,,172691,,,,170745,,,,23.4,,,,171638,,,,,
342,Telecommunications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,"Arise Virtual Solutions, Inc.  (3)",,One stop,,L + 5.50,,,N/A,(4),,12/2018,,,-,,,,(10,,,,-,,,,-,,,,,
344,"Arise Virtual Solutions, Inc.*^",,One stop,,L + 5.50,,,6.75,,,12/2018,,,13781,,,,13672,,,,1.9,,,,13781,,,,,
345,Hosting.com Inc.,,Senior loan,,P + 3.25,,,6.50,,,12/2017,,,27,,,,26,,,,-,,,,27,,,,,
346,Hosting.com Inc.*,,Senior loan,,L + 4.50,,,5.75,,,12/2017,,,843,,,,834,,,,0.1,,,,843,,,,,
347,"ITC Global, Inc.",,One stop,,P + 5.50,,,8.42,,,07/2018,,,867,,,,856,,,,0.1,,,,867,,,,,
348,,,,,Spread,,,,,,,,,,,,,Percentage,,,,,,,,,,,,,
349,,,Investment,,Above,,Interest,,,Maturity,,Principal / Par,,,,,,of,,,Fair,,,,,,,,,,
350,,,Type,,Index  (1),,Rate  (2),,,Date,,Amount,,,Cost,,,Net Assets,,,Value,,,,,,,,,,
351,"ITC Global, Inc.*",,One stop,,L + 6.75,,,7.75,,,07/2018,,,8280,,,,8214,,,,1.1,,,,8280,,,,,
352,"ITC Global, Inc.^",,One stop,,L + 6.75,,,7.75,,,07/2018,,,1413,,,,1401,,,,0.2,,,,1413,,,,,
353,,,,,,,,,,,,,,25211,,,,24993,,,,3.4,,,,25211,,,,,
354,Textile and Leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,"5.11, Inc.*^",,Senior loan,,L + 5.00,,,6.00,,,02/2020,,,1029,,,,1024,,,,0.1,,,,1027,,,,,
356,"Southern Tide, LLC  (3)",,One stop,,L + 6.75,,,N/A,(4),,06/2019,,,-,,,,(8,,,,-,,,,-,,,,,
357,"Southern Tide, LLC^",,One stop,,L + 6.75,,,7.75,,,06/2019,,,4085,,,,4049,,,,0.6,,,,4085,,,,,
358,,,,,,,,,,,,,,5114,,,,5065,,,,0.7,,,,5112,,,,,
359,Utilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,"PowerPlan Consultants, Inc.  (3)",,Senior loan,,L + 4.25,,,N/A,(4),,10/2018,,,-,,,,(1,,,,-,,,,-,,,,,
361,"PowerPlan Consultants,  Inc.*^",,Senior loan,,L + 4.25,,,5.28,,,10/2019,,,3310,,,,3269,,,,0.5,,,,3310,,,,,
362,,,,,,,,,,,,,,3310,,,,3268,,,,0.5,,,,3310,,,,,
363,Total  debt investments United States,,,,,,,,,,,,,1363668,,,,1345709,,,,183.1,,,,1343695,,,,,
364,Fair Value as a percentage of Principal Amount,,,,,,,,,,,,,,,,,,,,,,,,,98.5,,,,,
365,,,,,Spread,,,,,,,,,,,,,,,Percentage,,,,,,,,,,,
366,,,Investment,,Above,,,Interest,,,Maturity,,,Shares /,,,,,,of,,,Fair,,,,,,,,
367,,,Type,,Index  (1),,,Rate  (2),,,Date,,,Contracts,,,Cost,,,Net Assets,,,Value,,,,,,,,
368,Equity Investments  (9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Aerospace and Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,NTS Technical Systems,,Common stock,,,N/A,,,,N/A,,,,N/A,,,,2,,,,1506,,,,0.2,,,,1829,
371,"Tresys Technology Holdings, Inc.",,Common stock,,,N/A,,,,N/A,,,,N/A,,,,295,,,,295,,,,-,,,,-,
372,Whitcraft LLC,,Common stock,,,N/A,,,,N/A,,,,N/A,,,,1,,,,670,,,,0.1,,,,513,
373,Whitcraft LLC,,Warrant,,,N/A,,,,N/A,,,,N/A,,,,-,,,,-,,,,-,,,,100,
374,,,,,,,,,,,,,,,,,,,,,,2471,,,,0.3,,,,2442,
375,Automobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,"K&N Engineering, Inc.",,Preferred stock A,,,N/A,,,,N/A,,,,N/A,,,,-,,,,-,,,,-,,,,10,
377,"K&N Engineering, Inc.",,Preferred stock B,,,N/A,,,,N/A,,,,N/A,,,,-,,,,-,,,,-,,,,10,
378,"K&N Engineering, Inc.",,Common stock,,,N/A,,,,N/A,,,,N/A,,,,-,,,,-,,,,-,,,,77,
379,,,,,,,,,,,,,,,,,,,,,,-,,,,-,,,,97,
380,"Beverage, Food and Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,"Atkins Nutritionals, Inc.",,LLC interest,,,N/A,,,,N/A,,,,N/A,,,,57,,,,746,,,,0.2,,,,1250,
382,"C. J. Foods, Inc.",,Preferred stock A,,,N/A,,,,N/A,,,,N/A,,,,-,,,,157,,,,-,,,,161,
383,"First Watch Restaurants, Inc.",,Common stock,,,N/A,,,,N/A,,,,N/A,,,,8,,,,816,,,,0.1,,,,898,
384,"Goode Seed Co-Invest, LLC",,LLC units,,,N/A,,,,N/A,,,,N/A,,,,356,,,,356,,,,0.1,,,,415,
385,Julio & Sons Company,,LLC interest,,,N/A,,,,N/A,,,,N/A,,,,521,,,,521,,,,0.1,,,,469,
386,"Northern Brewer, LLC",,LLC interest,,,N/A,,,,N/A,,,,N/A,,,,438,,,,362,,,,-,,,,-,
387,"Richelieu Foods, Inc.",,LP interest,,,N/A,,,,N/A,,,,N/A,,,,220,,,,220,,,,-,,,,173,
388,"Tate's Bake Shop, Inc.",,LP interest,,,N/A,,,,N/A,,,,N/A,,,,-,,,,462,,,,0.1,,,,462,
389,Uinta Brewing Company,,LP interest,,,N/A,,,,N/A,,,,N/A,,,,-,,,,462,,,,0.1,,,,462,
390,,,,,,,,,,,,,,,,,,,,,,4102,,,,0.7,,,,4290,
391,Buildings and Real Estate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,"Brooks Equipment Company,  LLC",,Common stock,,,N/A,,,,N/A,,,,N/A,,,,102,,,,1020,,,,0.2,,,,1020,
393,"Containers, Packaging and  Glass",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,"Packaging Coordinators, Inc.",,Common stock,,,N/A,,,,N/A,,,,N/A,,,,25,,,,2065,,,,0.4,,,,2631,
395,"Packaging Coordinators,  Inc.",,Common stock,,,N/A,,,,N/A,,,,N/A,,,,48,,,,1563,,,,0.3,,,,2394,
396,,,,,,,,,,,,,,,,,,,,,,3628,,,,0.7,,,,5025,
397,Diversified Conglomerate  Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,"Chase Industries, Inc.",,Common stock,,,N/A,,,,N/A,,,,N/A,,,,1,,,,1186,,,,0.2,,,,1186,
399,ICCN Acquisition Corp.,,Preferred stock,,,N/A,,,,N/A,,,,N/A,,,,-,,,,162,,,,-,,,,177,
400,ICCN Acquisition Corp.,,Common stock,,,N/A,,,,N/A,,,,N/A,,,,-,,,,-,,,,-,,,,-,
401,"Sunless Merger Sub, Inc.",,LP interest,,,N/A,,,,N/A,,,,N/A,,,,-,,,,160,,,,-,,,,-,
402,"TIDI Products, LLC",,LLC units,,,N/A,,,,N/A,,,,N/A,,,,353,,,,207,,,,-,,,,325,
403,,,,,,,,,,,,,,,,,,,,,,1715,,,,0.2,,,,1688,
404,Diversified Conglomerate  Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,"Daxko, LLC",,LLC units,,,N/A,,,,N/A,,,,N/A,,,,219,,,,219,,,,-,,,,239,
406,DISA Holdings Acquisition Subsidiary Corp.,,Common stock,,,N/A,,,,N/A,,,,N/A,,,,-,,,,154,,,,-,,,,154,
407,"Marathon Data Operating Co., LLC",,Preferred stock,,,N/A,,,,N/A,,,,N/A,,,,1,,,,264,,,,0.1,,,,616,
408,"Marathon Data Operating Co., LLC",,Common stock,,,N/A,,,,N/A,,,,N/A,,,,1,,,,264,,,,-,,,,43,
409,"PC Helps Support, LLC",,Common stock,,,N/A,,,,N/A,,,,N/A,,,,1,,,,7,,,,-,,,,12,
410,"PC Helps Support, LLC",,Preferred stock,,,N/A,,,,N/A,,,,N/A,,,,-,,,,61,,,,-,,,,74,
411,"Secure-24, LLC",,LLC units,,,N/A,,,,N/A,,,,N/A,,,,263,,,,263,,,,0.1,,,,339,
412,"Vendavo, Inc.",,Preferred stock,,,N/A,,,,N/A,,,,N/A,,,,827,,,,827,,,,0.1,,,,827,
413,,,,,,,,,,,,,,,,,,,,,,2059,,,,0.3,,,,2304,
414,Electronics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,"ECI Acquisition Holdings, Inc.",,Common stock,,,N/A,,,,N/A,,,,N/A,,,,9,,,,873,,,,0.1,,,,994,
416,Sparta Holding Corporation,,Common stock,,,N/A,,,,N/A,,,,N/A,,,,1,,,,566,,,,0.1,,,,566,
417,Sparta Holding Corporation,,Common stock,,,N/A,,,,N/A,,,,N/A,,,,235,,,,6,,,,-,,,,6,
418,,,,,,,,,,,,,,,,,,,,,,1445,,,,0.2,,,,1566,
419,Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,"MyWebGrocer, Inc.",,LLC units,,,N/A,,,,N/A,,,,N/A,,,,1418,,,,1446,,,,0.2,,,,1446,
421,,,,,Spread,,,,,,,,,,,,Percentage,,,,,,,,,,,,,,
