,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
207,Renaissance Pharma (U.S.) Holdings Inc.,,Senior Loan,,,P + 4.25,,,,7.50,,,,05/2018,,,,85,,,,81,,,,-,,,,85,
208,Renaissance Pharma (U.S.) Holdings Inc.*,,Senior Loan,,,L + 5.25,,,,6.75,,,,05/2018,,,,4608,,,,4547,,,,0.8,,,,4608,
209,Southern Anesthesia and Surgical  (4),,One Stop,,,L + 7.00,,,,N/A,(5),,,11/2017,,,,-,,,,(14,,,,-,,,,-,
210,Southern Anesthesia and Surgical,,One Stop,,,L + 7.00,,,,8.25,,,,11/2017,,,,6280,,,,6144,,,,1.0,,,,6280,
211,"Surgical Information Systems, LLC",,Second Lien,,,L + 8.28,,,,8.28,,,,12/2015,,,,3730,,,,3693,,,,0.6,,,,3730,
212,"WIL Research Company, Inc.*",,Senior Loan,,,L + 4.50,,,,5.75,,,,02/2018,,,,786,,,,777,,,,0.1,,,,788,
213,"Young Innovations, Inc.  (4)",,Senior Loan,,,L + 4.50,,,,N/A,(5),,,01/2018,,,,-,,,,(3,,,,-,,,,-,
214,"Young Innovations, Inc.",,Senior Loan,,,L + 4.50,,,,5.75,,,,01/2019,,,,4773,,,,4739,,,,0.8,,,,4773,
215,,,,,,,,,,,,,,,,,,124824,,,,123202,,,,20.5,,,,123578,
216,,,,,,,,,,,,,,,,,,,,Percentage,,,,,,,,,,,
217,,,Investment,,Spread Above,,,Interest,,,Maturity,,,Principal,,,,,,of Total,,,Fair,,,,,,,,
218,,,Type,,Index  (1),,,Rate  (2),,,Date,,,Amount,,,Cost,,,Net Assets,,,Value,,,,,,,,
219,"Home and Office Furnishings,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,"Housewares, and Durable Consumer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,"WII Components, Inc.",,Senior Loan,,,P + 3.75,,,,7.00,,,,07/2016,,,,20,,,,19,,,,-,,,,20,
222,"WII Components, Inc.*",,Senior Loan,,,L + 4.75,,,,6.25,,,,07/2016,,,,1662,,,,1647,,,,0.3,,,,1662,
223,Zenith Products Corporation*,,One Stop,,,L + 5.75,,,,5.75,,,,09/2013,,,,3289,,,,3279,,,,0.4,,,,2631,
224,,,,,,,,,,,,,,,,,,4971,,,,4945,,,,0.7,,,,4313,
225,Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,"AssuredPartners Capital, Inc.  (4)",,Senior Loan,,,L + 4.75,,,,N/A,(5),,,06/2019,,,,-,,,,(27,,,,-,,,,-,
227,"AssuredPartners Capital, Inc.*",,Senior Loan,,,L + 4.50,,,,5.75,,,,06/2019,,,,2382,,,,2363,,,,0.4,,,,2382,
228,"Captive Resources Midco, LLC  (4)",,Senior Loan,,,L + 5.50,,,,N/A,(5),,,10/2017,,,,-,,,,(4,,,,-,,,,-,
229,"Captive Resources Midco, LLC*",,Senior Loan,,,L + 5.50,,,,6.75,,,,10/2018,,,,3561,,,,3529,,,,0.6,,,,3561,
230,"Evolution1, Inc.  (4)",,Senior Loan,,,L + 4.75,,,,N/A,(5),,,06/2016,,,,-,,,,(15,,,,-,,,,-,
231,"Evolution1, Inc.",,Senior Loan,,,P + 3.75,,,,7.00,,,,06/2016,,,,89,,,,86,,,,-,,,,89,
232,"Evolution1, Inc.*",,Senior Loan,,,L + 4.75,,,,6.25,,,,06/2016,,,,4584,,,,4543,,,,0.8,,,,4584,
233,,,,,,,,,,,,,,,,,,10616,,,,10475,,,,1.8,,,,10616,
234,"Leisure, Amusement, Motion Pictures and Entertainment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,"Competitor Group, Inc.  (4)",,One Stop,,,L + 7.75,,,,N/A,(5),,,11/2018,,,,-,,,,(47,,,,-,,,,-,
236,"Competitor Group, Inc.",,One Stop,,,L + 7.75,,,,9.00,,,,11/2018,,,,884,,,,870,,,,0.1,,,,884,
237,"Competitor Group, Inc.*",,One Stop,,,L + 7.75,,,,9.00,,,,11/2018,,,,12806,,,,12604,,,,2.1,,,,12806,
238,"Octane Fitness, LLC*",,One Stop,,,L + 5.50,,,,7.00,,,,12/2015,,,,4675,,,,4581,,,,0.8,,,,4675,
239,"Pride Manufacturing Company, LLC*",,Senior Loan,,,L + 6.00,,,,7.75,,,,11/2015,,,,635,,,,629,,,,0.1,,,,635,
240,"Service Companies, The *",,Senior Loan,,,L + 6.50,,,,9.00,,,,03/2014,,,,6420,,,,6392,,,,1.1,,,,6420,
241,"Starplex Operating, L.L.C.",,One Stop,,,L + 7.50,,,,9.00,,,,12/2017,,,,1185,,,,1159,,,,0.2,,,,1185,
242,"Starplex Operating, L.L.C.*",,One Stop,,,L + 7.50,,,,9.00,,,,12/2017,,,,17476,,,,17198,,,,2.9,,,,17476,
243,,,,,,,,,,,,,,,,,,44081,,,,43386,,,,7.3,,,,44081,
244,"Mining, Steel, Iron and Non-Precious Metals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,"Benetech, Inc.  (4)",,One Stop,,,P + 4.75,,,,8.00,,,,10/2017,,,,195,,,,190,,,,-,,,,195,
246,"Benetech, Inc.*",,One Stop,,,L + 6.00,,,,7.25,,,,10/2017,,,,5579,,,,5554,,,,0.9,,,,5579,
247,,,,,,,,,,,,,,,,,,5774,,,,5744,,,,0.9,,,,5774,
248,Oil and Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,"Drilling Info, Inc.  (4)",,One Stop,,,L + 5.50,,,,N/A,(5),,,06/2018,,,,-,,,,(1,,,,-,,,,(1,
250,"Drilling Info, Inc.",,One Stop,,,P + 4.25,,,,7.50,,,,06/2018,,,,1377,,,,1363,,,,0.2,,,,1363,
251,"Drilling Info, Inc.  (4)",,One Stop,,,L + 5.50,,,,N/A,(5),,,06/2018,,,,-,,,,(5,,,,-,,,,(5,
252,,,,,,,,,,,,,,,,,,1377,,,,1357,,,,0.2,,,,1357,
253,Personal and Non-Durable Consumer Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,"Hygenic Corporation, The  (4)",,Senior Loan,,,L + 4.50,,,,N/A,(5),,,10/2017,,,,-,,,,(4,,,,-,,,,-,
255,"Hygenic Corporation, The*",,Senior Loan,,,L + 4.50,,,,5.75,,,,10/2018,,,,3328,,,,3284,,,,0.6,,,,3328,
256,"Massage Envy, LLC  (4)",,One Stop,,,L + 7.25,,,,N/A,(5),,,09/2018,,,,-,,,,(16,,,,-,,,,-,
257,"Massage Envy, LLC",,One Stop,,,L + 7.25,,,,8.50,,,,09/2018,,,,16741,,,,16378,,,,2.8,,,,16741,
258,Team Technologies Acquisition Company  (4),,Senior Loan,,,L + 4.75,,,,N/A,(5),,,12/2017,,,,-,,,,(4,,,,-,,,,-,
259,Team Technologies Acquisition Company,,Senior Loan,,,L + 4.75,,,,6.00,,,,12/2017,,,,3528,,,,3497,,,,0.6,,,,3528,
260,,,,,,,,,,,,,,,,,,23597,,,,23135,,,,4.0,,,,23597,
261,"Personal, Food and Miscellaneous Services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Affordable Care Inc.  (4),,Senior Loan,,,L + 4.75,,,,N/A,(5),,,12/2017,,,,-,,,,(2),,,,-,,,,-,
263,Affordable Care Inc.,,Senior Loan,,,L + 4.75,,,,6.00,,,,12/2018,,,,3550,,,,3518,,,,0.6,,,,3550,
264,"Automatic Bar Controls, Inc.",,Senior Loan,,,P + 4.50,,,,7.75,,,,03/2016,,,,22,,,,21,,,,-,,,,22,
265,"Automatic Bar Controls, Inc.*",,Senior Loan,,,L + 5.75,,,,7.25,,,,03/2016,,,,917,,,,909,,,,0.2,,,,917,
266,Brasa (Holdings) Inc.*,,Senior Loan,,,L + 6.25,,,,7.50,,,,07/2019,,,,5088,,,,4955,,,,0.8,,,,5088,
267,Focus Brands Inc.,,Second Lien,,,L + 9.00,,,,10.25,,,,08/2018,,,,11195,,,,11070,,,,1.9,,,,11390,
268,"National Veterinary Associates, Inc.",,Senior Loan,,,L + 5.00,,,,6.25,,,,12/2017,,,,621,,,,608,,,,0.1,,,,621,
269,"National Veterinary Associates, Inc.  (4)",,Senior Loan,,,L + 5.00,,,,N/A,(5),,,12/2017,,,,-,,,,(1,,,,-,,,,-,
270,"National Veterinary Associates, Inc.",,Senior Loan,,,L + 5.00,,,,6.25,,,,12/2017,,,,6037,,,,5990,,,,1.0,,,,6037,
271,"PMI Holdings, Inc.",,Senior Loan,,,L + 4.75,,,,5.75,,,,06/2017,,,,72,,,,69,,,,-,,,,72,
272,"PMI Holdings, Inc.",,Senior Loan,,,L + 4.75,,,,5.75,,,,06/2017,,,,2642,,,,2621,,,,0.4,,,,2642,
273,Vetcor Merger Sub LLC  (4),,Senior Loan,,,L + 6.50,,,,N/A,(5),,,12/2017,,,,-,,,,(23,,,,-,,,,-,
274,Vetcor Merger Sub LLC,,Senior Loan,,,L + 6.50,,,,7.75,,,,12/2017,,,,286,,,,279,,,,-,,,,286,
275,Vetcor Merger Sub LLC*,,Senior Loan,,,L + 6.50,,,,7.75,,,,12/2017,,,,5960,,,,5900,,,,1.0,,,,5960,
276,,,,,,,,,,,,,,,,,,36390,,,,35914,,,,6.0,,,,36585,
277,,,,,,,,,,,,,,,,,,,Percentage,,,,,,,,,,,,
278,,,Investment,,Spread Above,,Interest,,,Maturity,,,Principal,,,,,,of Total,,,Fair,,,,,,,,,
279,,,Type,,Index  (1),,Rate  (2),,,Date,,,Amount,,,Cost,,,Net Assets,,,Value,,,,,,,,,
280,Personal Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PODS Funding Corp. II,,Subordinated Debt,,N/A,,,21.00,,,,11/2017,,,,702,,,,702,,,,0.1,,,,702,,,
282,PODS Funding Corp. II,,Subordinated Debt,,N/A,,,21.00,,,,11/2017,,,,3400,,,,3400,,,,0.6,,,,3400,,,
283,PODS Funding Corp. II,,Subordinated Debt,,N/A,,,10.50 cash/5.00 PIK,,,,05/2017,,,,456,,,,451,,,,0.1,,,,456,,,
284,PODS Funding Corp. II,,Subordinated Debt,,N/A,,,10.50 cash/5.00 PIK,,,,05/2017,,,,2139,,,,2097,,,,0.4,,,,2139,,,
285,PODS Funding Corp. II,,Senior Loan,,L + 6.00,,,7.25,,,,11/2016,,,,724,,,,709,,,,0.1,,,,724,,,
286,PODS Funding Corp. II*,,Senior Loan,,L + 6.00,,,7.25,,,,11/2016,,,,6383,,,,6254,,,,1.1,,,,6383,,,
287,,,,,,,,,,,,,,,,13804,,,,13613,,,,2.4,,,,13804,,,
288,Printing and Publishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,"Digital Technology International, LLC.",,One Stop,,P + 6.00,,,9.25,,,,09/2016,,,,928,,,,922,,,,0.2,,,,928,,,
290,"Digital Technology International, LLC.",,One Stop,,L + 7.25,,,8.75,,,,09/2016,,,,6235,,,,6153,,,,1.0,,,,6235,,,
291,"Market Track, LLC  (4)",,Senior Loan,,L + 6.11,,,N/A,(5),,,08/2018,,,,-,,,,(5,,,,-,,,,-,,,
292,"Market Track, LLC*",,Senior Loan,,L + 6.11,,,7.36,,,,08/2018,,,,3122,,,,3082,,,,0.5,,,,3122,,,
293,"Market Track, LLC  (4)",,Senior Loan,,L + 7.65,,,N/A,(5),,,08/2018,,,,-,,,,(4,,,,-,,,,-,,,
294,,,,,,,,,,,,,,,,10285,,,,10148,,,,1.7,,,,10285,,,
295,Retail Stores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,"Barcelona Restaurants, LLC  (4)(6)",,One Stop,,L + 8.25,,,N/A,(5),,,03/2017,,,,-,,,,(4,,,,-,,,,-,,,
297,"Barcelona Restaurants, LLC*  (6)",,One Stop,,L + 8.25,,,9.50,,,,03/2017,,,,5720,,,,5632,,,,1.0,,,,5720,,,
298,"Benihana, Inc.  (4)",,One Stop,,L + 8.00,,,N/A,(5),,,08/2017,,,,-,,,,(30,,,,-,,,,-,,,
299,"Benihana, Inc.*",,One Stop,,L + 8.00,,,9.25,,,,02/2018,,,,13389,,,,13090,,,,2.2,,,,13389,,,
300,"Boot Barn, Inc.*",,One Stop,,L + 5.75,,,7.00,,,,05/2019,,,,24738,,,,24372,,,,4.1,,,,24491,,,
301,"Capital Vision Services, LLC  (4)",,One Stop,,L + 7.25,,,N/A,(5),,,12/2017,,,,-,,,,(17,,,,-,,,,-,,,
302,"Capital Vision Services, LLC",,One Stop,,P + 6.25,,,9.50,,,,12/2017,,,,95,,,,82,,,,-,,,,95,,,
303,"Capital Vision Services, LLC*",,One Stop,,L + 7.25,,,8.50,,,,12/2017,,,,13392,,,,13214,,,,2.2,,,,13392,,,
304,"DTLR, Inc.*",,One Stop,,L + 8.00,,,11.00,,,,12/2015,,,,16973,,,,16824,,,,2.8,,,,16973,,,
305,"Floor & Decor Outlets of America, Inc.*",,One Stop,,L + 6.50,,,7.75,,,,05/2019,,,,11386,,,,11247,,,,1.9,,,,11244,,,
306,"Marshall Retail Group, LLC, The  (4)",,Senior Loan,,L + 6.50,,,N/A,(5),,,10/2016,,,,-,,,,(12,,,,-,,,,-,,,
307,"Marshall Retail Group, LLC, The*",,Senior Loan,,L + 6.50,,,8.00,,,,10/2016,,,,9754,,,,9617,,,,1.6,,,,9754,,,
308,"Paper Source, Inc.  (4)",,One Stop,,L + 6.25,,,N/A,(5),,,04/2018,,,,-,,,,(11,,,,-,,,,(10,,,
309,"Paper Source, Inc.*",,One Stop,,L + 6.25,,,7.50,,,,04/2018,,,,12119,,,,12017,,,,2.0,,,,12029,,,
310,"Restaurant Holding Company, LLC",,Senior Loan,,L + 7.50,,,9.00,,,,02/2017,,,,9313,,,,9177,,,,1.6,,,,9452,,,
311,"Rubio's Restaurants, Inc.*",,One Stop,,L + 7.25,,,8.75 cash/0.25 PIK,,,,06/2015,,,,7879,,,,7811,,,,1.3,,,,7879,,,
312,"Sneaker Villa, Inc.  (4)",,One Stop,,L + 8.50,,,N/A,(5),,,12/2017,,,,-,,,,(8,,,,-,,,,-,,,
313,"Sneaker Villa, Inc.",,One Stop,,P + 8.25,,,11.50,,,,12/2017,,,,1002,,,,986,,,,0.2,,,,1002,,,
314,"Sneaker Villa, Inc.",,One Stop,,L + 8.50,,,10.00,,,,12/2017,,,,4578,,,,4475,,,,0.8,,,,4578,,,
315,Specialty Catalog Corp.  (4),,One Stop,,L + 6.00,,,N/A,(5),,,07/2017,,,,-,,,,(7,,,,-,,,,-,,,
316,Specialty Catalog Corp.,,One Stop,,L + 6.00,,,7.50,,,,07/2017,,,,5239,,,,5182,,,,0.9,,,,5239,,,
317,Vision Source L.P.  (4),,One Stop,,L + 6.75,,,N/A,(5),,,04/2016,,,,-,,,,(7,,,,-,,,,-,,,
318,Vision Source L.P.*,,One Stop,,L + 6.75,,,8.00,,,,04/2016,,,,12298,,,,12156,,,,2.0,,,,12298,,,
319,,,,,,,,,,,,,,,,147875,,,,145786,,,,24.6,,,,147525,,,
320,Telecommunications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Hosting.com Inc.  (4),,Senior Loan,,L + 4.50,,,N/A,(5),,,10/2016,,,,-,,,,(1,,,,-,,,,-,,,
322,Hosting.com Inc.*,,Senior Loan,,L + 4.50,,,5.75,,,,10/2016,,,,817,,,,809,,,,0.1,,,,817,,,
323,"NameMedia, Inc.",,Senior Loan,,L + 6.00,,,N/A,(5),,,11/2014,,,,-,,,,-,,,,-,,,,-,,,
324,"NameMedia, Inc.",,Senior Loan,,L + 6.00,,,7.50,,,,11/2014,,,,1290,,,,1279,,,,0.2,,,,1290,,,
325,,,,,,,,,,,,,,,,2107,,,,2087,,,,0.3,,,,2107,,,
326,Utilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,"PowerPlan Consultants, Inc.  (4)",,Senior Loan,,L + 5.25,,,N/A,(5),,,03/2017,,,,-,,,,(1,,,,-,,,,-,,,
328,"PowerPlan Consultants, Inc.*",,Senior Loan,,L + 5.25,,,6.75,,,,03/2018,,,,4291,,,,4240,,,,0.7,,,,4291,,,
329,,,,,,,,,,,,,,,,4291,,,,4239,,,,0.7,,,,4291,,,
330,Total debt investments United States,,,,,,,,,,,,,,,945914,,,,931729,,,,155.7,,,,936557,,,
331,Fair Value as a percentage of Principal Amount,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,
332,,,,,,,,,,,,,Principal,,,,,,Percentage,,,,,,,,,,,,
333,,,Investment,,Spread Above,,Interest,,,Maturity,,,Amount/Shares/,,,,,,of Total,,,Fair,,,,,,,,,
334,,,Type,,Index  (1),,Rate  (2),,,Date,,,Contracts,,,Cost,,,Net Assets,,,Value,,,,,,,,,
335,Equity investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,Aerospace and Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,"Tresys Technology Holdings, Inc.",,Common stock,,N/A,,,N/A,,,,N/A,,,,295,,,,295,,,,-,,,,231,,,
338,Whitcraft LLC,,Common stock,,N/A,,,N/A,,,,N/A,,,,1,,,,670,,,,0.1,,,,677,,,
339,Whitcraft LLC,,Warrant,,N/A,,,N/A,,,,N/A,,,,-,,,,-,,,,-,,,,132,,,
340,,,,,,,,,,,,,,,,,,,,965,,,,0.1,,,,1040,,,
341,Automobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,"ABRA, Inc",,LLC interest,,N/A,,,N/A,,,,N/A,,,,208,,,,1471,,,,0.4,,,,2324,,,
343,"Express Oil Change, LLC",,LLC interest,,N/A,,,N/A,,,,N/A,,,,77,,,,81,,,,-,,,,81,,,
344,"K&N Engineering, Inc.",,Common stock,,N/A,,,N/A,,,,N/A,,,,-,,,,4,,,,-,,,,16,,,
345,"K&N Engineering, Inc.",,Preferred stock A,,N/A,,,N/A,,,,N/A,,,,-,,,,26,,,,-,,,,40,,,
346,"K&N Engineering,  Inc.",,Preferred stock B,,N/A,,,N/A,,,,N/A,,,,-,,,,-,,,,-,,,,2,,,
347,,,,,,,,,,,,,,,,,,,,1582,,,,0.4,,,,2463,,,
348,Banking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Prommis Solutions Inc.*,,Preferred LLC interest,,N/A,,,N/A,,,,N/A,,,,1,,,,472,,,,-,,,,-,,,
350,,,,,,,,,,,,,,,,,,,,472,,,,-,,,,-,,,
351,"Beverage, Food and Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,"Atkins Nutritionals, Inc.",,LLC interest,,N/A,,,N/A,,,,N/A,,,,57,,,,746,,,,0.1,,,,757,,,
353,"First Watch Restaurants, Inc.",,Common stock,,N/A,,,N/A,,,,N/A,,,,7,,,,691,,,,0.1,,,,746,,,
354,"Goode Seed Co-Invest, LLC",,LLC units,,N/A,,,N/A,,,,N/A,,,,356,,,,356,,,,0.1,,,,356,,,
355,Julio & Sons Company,,LLC interest,,N/A,,,N/A,,,,N/A,,,,521,,,,521,,,,0.1,,,,619,,,
356,"Northern Brewer, LLC",,LLC interest,,N/A,,,N/A,,,,N/A,,,,142,,,,315,,,,0.1,,,,315,,,
357,"Richelieu Foods, Inc.",,LP interest,,N/A,,,N/A,,,,N/A,,,,220,,,,220,,,,-,,,,193,,,
358,,,,,,,,,,,,,,,,,,,,2849,,,,0.5,,,,2986,,,
359,"Containers, Packaging  and Glass",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,"Packaging Coordinators,  Inc.",,LLC interest,,N/A,,,N/A,,,,N/A,,,,48,,,,2476,,,,0.4,,,,2476,,,
361,,,,,,,,,,,,,,,,,,,,2476,,,,0.4,,,,2476,,,
362,Diversified Conglomerate  Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,"Oasis Outsourcing Holdings, Inc.",,LLC interest,,N/A,,,N/A,,,,N/A,,,,1088,,,,1088,,,,0.3,,,,2085,,,
364,"Sunless Merger Sub, Inc.",,Preferred stock,,N/A,,,N/A,,,,N/A,,,,-,,,,148,,,,-,,,,46,,,
365,"TIDI Products, LLC",,LLC interest,,N/A,,,N/A,,,,N/A,,,,315,,,,315,,,,0.1,,,,368,,,
366,,,,,,,,,,,,,,,,,,,,1551,,,,0.4,,,,2499,,,
367,Diversified Conglomerate  Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,"Document Technologies, LLC",,LLC interest,,N/A,,,N/A,,,,N/A,,,,24,,,,490,,,,0.1,,,,590,,,
369,"Marathon Data Operating Co., LLC",,Common stock,,N/A,,,N/A,,,,N/A,,,,1,,,,264,,,,-,,,,264,,,
370,"Marathon Data Operating Co., LLC",,Preferred stock,,N/A,,,N/A,,,,N/A,,,,1,,,,264,,,,-,,,,264,,,
371,"Navex Global, Inc.",,LP interest,,N/A,,,N/A,,,,N/A,,,,-,,,,666,,,,0.1,,,,693,,,
372,"PC Helps Support, LLC",,Common stock,,N/A,,,N/A,,,,N/A,,,,1,,,,7,,,,-,,,,7,,,
373,"PC Helps Support, LLC",,Preferred stock,,N/A,,,N/A,,,,N/A,,,,-,,,,61,,,,-,,,,61,,,
374,"Secure-24, LLC",,LLC Units,,N/A,,,N/A,,,,N/A,,,,253,,,,253,,,,-,,,,253,,,
375,,,,,,,,,,,,,,,,,,,,2005,,,,0.2,,,,2132,,,
376,Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,"MyWebGrocer, Inc.",,LLC units,,N/A,,,N/A,,,,N/A,,,,1269,,,,1269,,,,0.2,,,,1269,,,
378,"Healthcare, Education  and Childcare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,"Advanced Pain Management Holdings, Inc.",,Common stock,,N/A,,,N/A,,,,N/A,,,,67,,,,67,,,,0.1,,,,579,,,
380,"Advanced Pain Management Holdings, Inc.",,Preferred stock,,N/A,,,N/A,,,,N/A,,,,13,,,,829,,,,0.1,,,,849,,,
381,"Avatar International, LLC",,LP interest,,N/A,,,N/A,,,,N/A,,,,1,,,,695,,,,0.1,,,,643,,,
382,"Dialysis Newco, Inc.",,LLC interest,,N/A,,,N/A,,,,N/A,,,,871,,,,871,,,,0.2,,,,1246,,,
383,"Encore Rehabilitation Services, LLC",,LLC interest,,N/A,,,N/A,,,,N/A,,,,270,,,,270,,,,0.1,,,,329,,,
384,"G & H Wire Company, Inc.",,LP interest,,N/A,,,N/A,,,,N/A,,,,-,,,,102,,,,-,,,,102,,,
385,"Hospitalists Management Group, LLC",,Common stock,,N/A,,,N/A,,,,N/A,,,,-,,,,38,,,,-,,,,13,,,
386,"IntegraMed America, Inc.",,Common stock,,N/A,,,N/A,,,,N/A,,,,1,,,,514,,,,0.1,,,,607,,,
387,National Healing Corporation,,Preferred stock,,N/A,,,N/A,,,,N/A,,,,695,,,,799,,,,0.1,,,,882,,,
388,"NeuroTherm, Inc.",,Common stock,,N/A,,,N/A,,,,N/A,,,,1,,,,569,,,,0.1,,,,655,,,
389,"Northwestern Management Services, LLC",,LLC units,,N/A,,,N/A,,,,N/A,,,,3,,,,3,,,,-,,,,8,,,
390,"Northwestern Management Services, LLC",,LLC units,,N/A,,,N/A,,,,N/A,,,,-,,,,249,,,,-,,,,259,,,
391,"Pentec Acquisition Sub, Inc.",,Preferred stock,,N/A,,,N/A,,,,N/A,,,,1,,,,116,,,,-,,,,23,,,
392,"Reliant Pro ReHab, LLC",,Preferred stock,,N/A,,,N/A,,,,N/A,,,,2,,,,264,,,,-,,,,278,,,
393,Southern Anesthesia and Surgical,,LLC units,,N/A,,,N/A,,,,N/A,,,,487,,,,487,,,,0.1,,,,603,,,
394,"Surgical Information Systems, LLC",,Common stock,,N/A,,,N/A,,,,N/A,,,,4,,,,414,,,,0.1,,,,418,,,
395,"Young Innovations, Inc.",,Preferred stock,,N/A,,,N/A,,,,N/A,,,,-,,,,236,,,,-,,,,236,,,
396,,,,,,,,,,,,,,,,,,,,6523,,,,1.1,,,,7730,,,
397,"Home and Office Furnishings,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,"Housewares, and Durable  Consumer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,"Top Knobs USA, Inc.",,Common stock,,N/A,,,N/A,,,,N/A,,,,3,,,,73,,,,-,,,,89,,,
400,Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,"Captive Resources Midco,  LLC",,LLC units,,N/A,,,N/A,,,,N/A,,,,1,,,,121,,,,-,,,,121,,,
402,"Leisure,  Amusement, Motion Pictures and Entertainment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,"Competitor Group, Inc.",,LLC interest,,N/A,,,N/A,,,,N/A,,,,711,,,,711,,,,0.1,,,,594,,,
404,"LMP TR Holdings, LLC",,LLC units,,N/A,,,N/A,,,,N/A,,,,712,,,,712,,,,0.1,,,,712,,,
405,,,,,,,,,,,,,,,,,,,,1423,,,,0.2,,,,1306,,,
406,,,,,,,,,,,,,Principal,,,,,,Percentage,,,,,,,,,,,,
407,,,Investment,,Spread Above,,Interest,,,Maturity,,,Amount/Shares/,,,,,,of Total,,,Fair,,,,,,,,,
408,,,Type,,Index  (1),,Rate  (2),,,Date,,,Contracts,,,Cost,,,Net  Assets,,,Value,,,,,,,,,
409,Personal  and Non-Durable Consumer Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,"Hygenic Corporation, The",,LP interest,,N/A,,,N/A,,,,N/A,,,,1,,,,61,,,,-,,,,61,,,
411,"Massage Envy, LLC",,LLC interest,,N/A,,,N/A,,,,N/A,,,,749,,,,749,,,,0.1,,,,749,,,
412,Team  Technologies Acquisition Company,,Common stock,,N/A,,,N/A,,,,N/A,,,,-,,,,148,,,,-,,,,148,,,
413,,,,,,,,,,,,,,,,,,,,958,,,,0.1,,,,958,,,
414,Personal  Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PODS  Funding Corp. II,,Warrant,,N/A,,,N/A,,,,N/A,,,,271,,,,-,,,,-,,,,111,,,
416,Printing  and Publishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,"Market Track, LLC",,Preferred stock,,N/A,,,N/A,,,,N/A,,,,-,,,,145,,,,-,,,,160,,,
418,"Market  Track, LLC",,Common stock,,N/A,,,N/A,,,,N/A,,,,1,,,,145,,,,-,,,,155,,,
419,,,,,,,,,,,,,,,,,,,,290,,,,-,,,,315,,,
420,Retail  Stores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,"Barcelona Restaurants,  LLC  (6)",,LP interest,,N/A,,,N/A,,,,N/A,,,,1996,,,,1996,,,,0.4,,,,2198,,,
422,"Benihana, Inc.",,LLC interest,,N/A,,,N/A,,,,N/A,,,,43,,,,699,,,,0.1,,,,723,,,
423,"Capital Vision Services,  LLC",,LLC interest,,N/A,,,N/A,,,,N/A,,,,402,,,,402,,,,0.1,,,,466,,,
424,"Rubio's Restaurants, Inc.",,Preferred stock,,N/A,,,N/A,,,,N/A,,,,199,,,,945,,,,0.2,,,,1035,,,
425,"Sneaker Villa, Inc.",,LLC interest,,N/A,,,N/A,,,,N/A,,,,4,,,,411,,,,0.1,,,,462,,,
426,Vision  Source L.P.,,Common stock,,N/A,,,N/A,,,,N/A,,,,9,,,,936,,,,0.1,,,,856,,,
427,,,,,,,,,,,,,,,,,,,,5389,,,,1.0,,,,5740,,,
428,Total  equity investments United States,,,,,,,,,,,,,,,,,,,27946,,,,5.2,,,,31235,,,
429,Total  United States,,,,,,,,,,,,,,,,,,,959675,,,,160.9,,,,967792,,,
430,Total  investments,,,,,,,,,,,,,,,,,,,962485,,,,160.9,,,,967792,,,
431,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
