,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
138,Browz LLC,One stop,,L + 9.50,(a),,9.67 cash/1.50 PIK,,03/2023,,1495,,,1462,,,0.1,,,1480,,,,,
139,Browz LLC,One stop,,L + 9.50,,,N/A  (6),,03/2023,,0,,,0,,,0,,,0,,,,,
140,"Clearwater Analytics, LLC  *^",One stop,,L + 5.00,(a),,6.88,,09/2022,,8963,,,8723,,,0.9,,,8963,,,,,
141,"Clearwater Analytics, LLC",One stop,,L + 5.00,(a),,6.87,,09/2022,,18,,,15,,,0,,,18,,,,,
142,"Confluence Technologies, Inc.",One stop,,L + 7.50,(c),,9.59,,03/2024,,7068,,,6911,,,0.7,,,6998,,,,,
143,"Confluence Technologies, Inc.",One stop,,L + 7.50,(c),,9.59,,03/2024,,21,,,20,,,0,,,20,,,,,
144,"Connexin Software, Inc.",One stop,,L + 8.50,(b),,10.50,,02/2024,,2401,,,2343,,,0.2,,,2371,,,,,
145,"Connexin Software, Inc.",One stop,,L + 8.50,,,N/A  (6),,02/2024,,0,,,0,,,0,,,0,,,,,
146,"Datto, Inc.",One stop,,L + 8.00,(a),,9.72,,12/2022,,11156,,,10947,,,1.1,,,11156,,,,,
147,"Datto, Inc.  (5)",One stop,,L + 8.00,,,N/A  (6),,12/2022,,0,,,(1,,,0,,,0,,,,,
148,Daxko Acquisition Corporation  *^,One stop,,L + 6.50,(a),,8.39,,09/2022,,11304,,,11167,,,1.2,,,11190,,,,,
149,Daxko Acquisition Corporation,One stop,,P + 5.50,(e),,10.25,,09/2022,,5,,,5,,,0,,,5,,,,,
150,"EGD Security Systems, LLC",One stop,,L + 6.25,(c),,8.34,,06/2022,,11114,,,10939,,,1.2,,,11114,,,,,
151,"EGD Security Systems, LLC  ^",One stop,,L + 6.25,(c),,8.23,,06/2022,,98,,,97,,,0,,,98,,,,,
152,"EGD Security Systems, LLC",One stop,,L + 6.25,(d),,8.25,,06/2022,,52,,,52,,,0,,,52,,,,,
153,"EGD Security Systems, LLC",One stop,,L + 6.25,(c),,8.32,,06/2022,,30,,,29,,,0,,,30,,,,,
154,"HealthcareSource HR, Inc.  *",One stop,,L + 6.75,(c),,9.06,,05/2020,,23509,,,23265,,,2.4,,,23509,,,,,
155,"HealthcareSource HR, Inc.  (5)",One stop,,L + 6.75,,,N/A  (6),,05/2020,,0,,,(1,,,0,,,0,,,,,
156,"Host Analytics, Inc.",One stop,,No Value,,,8.50 cash/2.25 PIK,,08/2021,,3134,,,3089,,,0.3,,,3134,,,,,
157,"Host Analytics, Inc.",One stop,,No Value,,,8.50 cash/2.25 PIK,,08/2021,,2626,,,2510,,,0.3,,,2626,,,,,
158,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,
159,Diversified/Conglomerate Service - (continued),,,,,,,,,,,,,,,,,,,,,,,,
160,"Host Analytics, Inc.",One stop,,No Value,,,8.50 cash/2.25 PIK,,08/2021,,,734,,,,723,,,0.1,,,,734,,
161,"Host Analytics, Inc.",One stop,,No Value,,,8.50 cash/2.25 PIK,,08/2021,,441,,,434,,,0,,,441,,,,,
162,"III US Holdings, LLC",One stop,,L + 6.50,,,N/A  (6),,09/2022,,0,,,0,,,0,,,0,,,,,
163,"Imprivata, Inc.  #",Senior loan,,L + 4.50,(c),,6.24,,10/2023,,13111,,,12959,,,1.4,,,13111,,,,,
164,"Imprivata, Inc.  (5)",Senior loan,,L + 4.50,,,N/A  (6),,10/2023,,0,,,(2,,,0,,,0,,,,,
=======
110,"Inventus Power, Inc.",One stop,,L + 6.50,(a),,8.39,,04/2020,,251,,,248,,,-,,,204,,,,,
111,Onicon Incorporated  *^,One stop,,L + 6.00,(c),,8.30,,04/2020,,12556,,,12481,,,1.3,,,12556,,,,,
112,Onicon Incorporated  (5),One stop,,L + 6.00,,,N/A  (6),,04/2020,,-,,,(3,,,-,,,-,,,,,
113,"PetroChoice Holdings, Inc.  ^",Senior loan,,L + 5.00,(b),,6.79,,08/2022,,1741,,,1704,,,0.2,,,1741,,,,,
114,"Plex Systems, Inc.  *^",One stop,,L + 7.50,(c),,9.27,,06/2020,,18797,,,18584,,,2.0,,,18797,,,,,
115,"Plex Systems, Inc.  (5)",One stop,,L + 7.50,,,N/A  (6),,06/2020,,-,,,(18,,,-,,,-,,,,,
116,"Reladyne, Inc.  *^#",Senior loan,,L + 5.00,(a),,6.66,,07/2022,,16965,,,16752,,,1.8,,,16965,,,,,
117,"Reladyne, Inc.",Senior loan,,L + 5.00,(a)(c),,6.81,,07/2022,,173,,,171,,,-,,,173,,,,,
118,"Reladyne, Inc.",Senior loan,,L + 5.00,(a),,6.86,,07/2022,,5,,,1,,,-,,,5,,,,,
119,"Sunless Merger Sub, Inc.  #",Senior loan,,L + 5.00,(a)(e),,6.89,,07/2019,,1427,,,1431,,,0.2,,,1427,,,,,
120,"Sunless Merger Sub, Inc.",Senior loan,,P + 3.75,(e),,8.50,,07/2019,,387,,,386,,,-,,,387,,,,,
121,"Togetherwork Holdings, LLC  #",One stop,,L + 6.50,(a),,8.24,,03/2025,,9204,,,9067,,,0.9,,,9112,,,,,
122,"Togetherwork Holdings, LLC",One stop,,L + 6.50,(a),,8.28,,03/2024,,40,,,39,,,-,,,39,,,,,
123,"Togetherwork Holdings, LLC  (5)",One stop,,L + 6.50,,,N/A  (6),,03/2025,,-,,,(5,,,-,,,(4,,,,,
124,,,,,,,,,,,107535,,,106595,,,11.0,,,106176,,,,,
125,Diversified/Conglomerate Service,,,,,,,,,,,,,,,,,,,,,,,,
126,"Accela, Inc.  #",One stop,,L + 6.25,(c),,8.56,,09/2023,,5812,,,5732,,,0.6,,,5812,,,,,
127,"Accela, Inc.  (5)",One stop,,L + 6.25,,,N/A  (6),,09/2023,,-,,,(1,,,-,,,-,,,,,
128,Agility Recovery Solutions Inc.  *^,One stop,,L + 6.50,(c),,8.27,,03/2020,,13880,,,13800,,,1.4,,,13880,,,,,
129,Agility Recovery Solutions Inc.  (5),One stop,,L + 6.50,,,N/A  (6),,03/2020,,-,,,(4,,,-,,,-,,,,,
130,"Anaqua, Inc.  *^",One stop,,L + 6.50,(c),,8.24,,07/2022,,6984,,,6892,,,0.7,,,6984,,,,,
131,"Anaqua, Inc.  (5)",One stop,,L + 6.50,,,N/A  (6),,07/2022,,-,,,(1,,,-,,,-,,,,,
132,Apttus Corporation,One stop,,L + 7.85,,,10.06,,01/2023,,5627,,,5387,,,0.5,,,5405,,,,,
133,"Bazaarvoice, Inc.  #",One stop,,L + 8.00,(c),,9.77,,02/2024,,9003,,,8828,,,0.9,,,8823,,,,,
134,"Bazaarvoice, Inc.  (5)",One stop,,L + 8.00,,,N/A  (6),,02/2024,,-,,,(2,,,-,,,(2,,,,,
135,Bomgar Corporation  ^,One stop,,L + 7.50,(a),,9.39,,06/2022,,4814,,,4746,,,0.5,,,4814,,,,,
136,Bomgar Corporation  *,One stop,,L + 7.00,(a),,8.89,,06/2022,,2425,,,2402,,,0.2,,,2425,,,,,
137,Bomgar Corporation  (5),One stop,,L + 7.50,,,N/A  (6),,06/2022,,-,,,(1,,,-,,,-,,,,,
138,Browz LLC,One stop,,L + 9.50,(a),,9.67 cash/1.50 PIK,,03/2023,,1495,,,1462,,,0.1,,,1480,,,,,
139,Browz LLC,One stop,,L + 9.50,,,N/A  (6),,03/2023,,-,,,-,,,-,,,-,,,,,
140,"Clearwater Analytics, LLC  *^",One stop,,L + 5.00,(a),,6.88,,09/2022,,8963,,,8723,,,0.9,,,8963,,,,,
141,"Clearwater Analytics, LLC",One stop,,L + 5.00,(a),,6.87,,09/2022,,18,,,15,,,-,,,18,,,,,
142,"Confluence Technologies, Inc.",One stop,,L + 7.50,(c),,9.59,,03/2024,,7068,,,6911,,,0.7,,,6998,,,,,
143,"Confluence Technologies, Inc.",One stop,,L + 7.50,(c),,9.59,,03/2024,,21,,,20,,,-,,,20,,,,,
144,"Connexin Software, Inc.",One stop,,L + 8.50,(b),,10.50,,02/2024,,2401,,,2343,,,0.2,,,2371,,,,,
145,"Connexin Software, Inc.",One stop,,L + 8.50,,,N/A  (6),,02/2024,,-,,,-,,,-,,,-,,,,,
146,"Datto, Inc.",One stop,,L + 8.00,(a),,9.72,,12/2022,,11156,,,10947,,,1.1,,,11156,,,,,
147,"Datto, Inc.  (5)",One stop,,L + 8.00,,,N/A  (6),,12/2022,,-,,,(1,,,-,,,-,,,,,
148,Daxko Acquisition Corporation  *^,One stop,,L + 6.50,(a),,8.39,,09/2022,,11304,,,11167,,,1.2,,,11190,,,,,
149,Daxko Acquisition Corporation,One stop,,P + 5.50,(e),,10.25,,09/2022,,5,,,5,,,-,,,5,,,,,
150,"EGD Security Systems, LLC",One stop,,L + 6.25,(c),,8.34,,06/2022,,11114,,,10939,,,1.2,,,11114,,,,,
151,"EGD Security Systems, LLC  ^",One stop,,L + 6.25,(c),,8.23,,06/2022,,98,,,97,,,-,,,98,,,,,
152,"EGD Security Systems, LLC",One stop,,L + 6.25,(d),,8.25,,06/2022,,52,,,52,,,-,,,52,,,,,
153,"EGD Security Systems, LLC",One stop,,L + 6.25,(c),,8.32,,06/2022,,30,,,29,,,-,,,30,,,,,
154,"HealthcareSource HR, Inc.  *",One stop,,L + 6.75,(c),,9.06,,05/2020,,23509,,,23265,,,2.4,,,23509,,,,,
155,"HealthcareSource HR, Inc.  (5)",One stop,,L + 6.75,,,N/A  (6),,05/2020,,-,,,(1,,,-,,,-,,,,,
156,"Host Analytics, Inc.",One stop,,N/A,,,8.50 cash/2.25 PIK,,08/2021,,3134,,,3089,,,0.3,,,3134,,,,,
157,"Host Analytics, Inc.",One stop,,N/A,,,8.50 cash/2.25 PIK,,08/2021,,2626,,,2510,,,0.3,,,2626,,,,,
158,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,
159,Diversified/Conglomerate Service - (continued),,,,,,,,,,,,,,,,,,,,,,,,
160,"Host Analytics, Inc.",One stop,,N/A,,,8.50 cash/2.25 PIK,,08/2021,,,734,,,,723,,,0.1,,,,734,,
161,"Host Analytics, Inc.",One stop,,N/A,,,8.50 cash/2.25 PIK,,08/2021,,441,,,434,,,-,,,441,,,,,
162,"III US Holdings, LLC",One stop,,L + 6.50,,,N/A  (6),,09/2022,,-,,,-,,,-,,,-,,,,,
163,"Imprivata, Inc.  #",Senior loan,,L + 4.50,(c),,6.24,,10/2023,,13111,,,12959,,,1.4,,,13111,,,,,
164,"Imprivata, Inc.  (5)",Senior loan,,L + 4.50,,,N/A  (6),,10/2023,,-,,,(2,,,-,,,-,,,,,
>>>>>>> GSBD
165,"Integration Appliance, Inc.  *^",One stop,,L + 8.25,(a),,9.91,,09/2020,,16123,,,16037,,,1.7,,,16123,,,,,
166,"Integration Appliance, Inc.",One stop,,L + 8.25,(a),,9.91,,09/2020,,7914,,,7824,,,0.8,,,7914,,,,,
167,"Integration Appliance, Inc.",One stop,,L + 8.25,(a),,9.91,,09/2020,,5396,,,5340,,,0.6,,,5396,,,,,
168,"Integration Appliance, Inc.",One stop,,L + 8.25,(a),,9.91,,09/2020,,2484,,,2466,,,0.3,,,2484,,,,,
169,"Integration Appliance, Inc.",One stop,,L + 8.25,(a),,9.91,,09/2020,,924,,,918,,,0.1,,,924,,,,,
170,"Integration Appliance, Inc.  *",One stop,,L + 8.25,(a),,9.91,,09/2020,,719,,,713,,,0.1,,,719,,,,,
171,"JAMF Holdings, Inc.",One stop,,L + 8.00,(c),,9.82,,11/2022,,4550,,,4466,,,0.5,,,4550,,,,,
<<<<<<< HEAD
172,"JAMF Holdings, Inc.  (5)",One stop,,L + 8.00,,,N/A  (6),,11/2022,,0,,,(1,,,0,,,0,,,,,
173,Maverick Bidco Inc.  *#,One stop,,L + 6.25,(c),,8.56,,04/2023,,17556,,,17253,,,1.8,,,17556,,,,,
174,Maverick Bidco Inc.  (5),One stop,,L + 6.25,,,N/A  (6),,04/2023,,0,,,(2,,,0,,,0,,,,,
175,Maverick Bidco Inc.  (5),One stop,,L + 6.25,,,N/A  (6),,04/2023,,0,,,(2,,,0,,,0,,,,,
176,MMan Acquisition Co.  #,One stop,,L + 6.00,(c),,8.31,,08/2023,,9775,,,9644,,,1.0,,,9775,,,,,
177,MMan Acquisition Co.,One stop,,L + 6.00,(c),,8.23,,08/2023,,61,,,60,,,0,,,61,,,,,
178,Net Health Acquisition Corp.  #,One stop,,L + 5.50,(c),,7.48,,12/2023,,3876,,,3840,,,0.4,,,3876,,,,,
179,Net Health Acquisition Corp.  (5),One stop,,L + 5.50,,,N/A  (6),,12/2023,,0,,,(1,,,0,,,0,,,,,
180,"Netsmart Technologies, Inc.  #",Senior loan,,L + 4.50,(a),,6.38,,04/2023,,1746,,,1733,,,0.2,,,1770,,,,,
181,"Netsmart Technologies, Inc.  (5)",Senior loan,,L + 4.75,,,N/A  (6),,04/2023,,0,,,(7,,,0,,,0,,,,,
182,"Nextech Systems, LLC  #",One stop,,L + 6.00,(a),,7.89,,03/2024,,10409,,,10371,,,1.1,,,10370,,,,,
183,"Nextech Systems, LLC",One stop,,L + 6.00,,,N/A  (6),,03/2024,,0,,,0,,,0,,,0,,,,,
184,"Nexus Brands Group, Inc.  #",One stop,,L + 6.00,(c),,8.11,,11/2023,,5779,,,5711,,,0.6,,,5779,,,,,
185,"Nexus Brands Group, Inc.",One stop,,P + 5.00,(e),,9.75,,11/2023,,91,,,90,,,0,,,91,,,,,
186,"Nexus Brands Group, Inc.  (5)",One stop,,L + 6.00,,,N/A  (6),,11/2023,,0,,,(1,,,0,,,0,,,,,
187,"Property Brands, Inc.",One stop,,L + 6.00,(a),,7.89,,01/2024,,10927,,,10688,,,1.1,,,10817,,,,,
188,"Property Brands, Inc.",One stop,,L + 6.00,(a),,7.89,,01/2024,,220,,,217,,,0,,,218,,,,,
189,"Property Brands, Inc.  (5)",One stop,,L + 6.00,,,N/A  (6),,01/2024,,0,,,(1,,,0,,,(1,,,,,
190,"Property Brands, Inc.  (5)",One stop,,L + 6.00,,,N/A  (6),,01/2024,,0,,,(1,,,0,,,(1,,,,,
191,"Saba Software, Inc.  *^#",One stop,,L + 5.50,(a),,7.39,,05/2023,,20195,,,19895,,,2.1,,,20195,,,,,
192,"Saba Software, Inc.  (5)",One stop,,L + 5.50,,,N/A  (6),,05/2023,,0,,,(2,,,0,,,0,,,,,
193,"Saldon Holdings, Inc.  *",Senior loan,,L + 4.50,(c),,6.48,,09/2022,,775,,,767,,,0.1,,,775,,,,,
194,"Secure-24, LLC  *^",One stop,,L + 5.00,(b),,6.90,,08/2019,,21544,,,21417,,,2.2,,,21544,,,,,
195,"Secure-24, LLC  (5)",One stop,,L + 5.00,,,N/A  (6),,08/2019,,0,,,(3,,,0,,,0,,,,,
196,"Severin Acquisition, LLC  #",Senior loan,,L + 5.38,(a),,7.27,,07/2021,,879,,,870,,,0.1,,,892,,,,,
197,"Severin Acquisition, LLC  #",Senior loan,,L + 5.00,(a),,6.89,,07/2021,,782,,,775,,,0.1,,,785,,,,,
198,"Severin Acquisition, LLC  #",Senior loan,,L + 5.38,(a),,7.27,,07/2021,,598,,,592,,,0.1,,,607,,,,,
199,"Severin Acquisition, LLC  #",Senior loan,,L + 4.88,(a),,6.77,,07/2021,,193,,,191,,,0,,,193,,,,,
200,"Switchfly, Inc.",One stop,,L + 10.00,(c),,10.22 cash/1.50 PIK,,04/2020,,2416,,,2334,,,0.3,,,2416,,,,,
201,"Switchfly, Inc.",One stop,,L + 10.00,,,N/A  (6),,04/2020,,0,,,0,,,0,,,0,,,,,
202,"Telesoft, LLC  #",One stop,,L + 5.50,(c),,7.19,,07/2022,,4181,,,4145,,,0.4,,,4181,,,,,
203,"Telesoft, LLC  (5)",One stop,,L + 5.50,,,N/A  (6),,07/2022,,0,,,(1,,,0,,,0,,,,,
204,"Transaction Data Systems, Inc.  ^",Senior loan,,L + 5.25,(c),,7.56,,06/2021,,3567,,,3550,,,0.4,,,3567,,,,,
205,"Transaction Data Systems, Inc.  *",Senior loan,,L + 5.25,(c),,7.56,,06/2021,,738,,,729,,,0.1,,,738,,,,,
206,"Transaction Data Systems, Inc.",Senior loan,,L + 4.50,(c),,6.81,,06/2020,,5,,,5,,,0,,,4,,,,,
207,"Trintech, Inc.  ^#",One stop,,L + 6.50,(c),,8.28,,12/2023,,10930,,,10799,,,1.1,,,10930,,,,,
208,"Trintech, Inc.  ^",One stop,,L + 6.50,(c),,8.28,,12/2023,,3429,,,3388,,,0.4,,,3429,,,,,
209,"Trintech, Inc.",One stop,,L + 6.50,(c),,8.28,,12/2023,,30,,,28,,,0,,,30,,,,,
210,"True Commerce, Inc.  #",One stop,,L + 5.75,(c),,8.06,,11/2023,,5638,,,5572,,,0.6,,,5638,,,,,
211,"True Commerce, Inc.  (5)",One stop,,L + 5.75,,,N/A  (6),,11/2023,,0,,,(1,,,0,,,0,,,,,
212,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,
213,Diversified/Conglomerate Service - (continued),,,,,,,,,,,,,,,,,,,,,,,,
214,"Valant Medical Solutions, Inc.",One stop,,L + 11.00,(a),,10.47 cash/2.25 PIK,,10/2020,,,819,,,,752,,,0.1,,,,819,,
215,"Valant Medical Solutions, Inc.",One stop,,No Value,,,6.00 PIK,,02/2020,,149,,,149,,,0,,,149,,,,,
216,"Valant Medical Solutions, Inc.",One stop,,L + 11.00,(a),,10.47 cash/2.25 PIK,,10/2020,,10,,,10,,,0,,,10,,,,,
217,"Velocity Technology Solutions, Inc.  #",One stop,,L + 6.00,(c),,8.03,,12/2023,,8269,,,8132,,,0.9,,,8269,,,,,
218,"Velocity Technology Solutions, Inc.  (5)",One stop,,L + 6.00,,,N/A  (6),,12/2023,,0,,,(1,,,0,,,0,,,,,
219,"Vendavo, Inc.",One stop,,L + 8.50,(c),,10.22,,10/2019,,17982,,,17847,,,1.9,,,17982,,,,,
220,"Vendavo, Inc.  (5)",One stop,,L + 8.50,,,N/A  (6),,10/2019,,0,,,(5,,,0,,,0,,,,,
221,Vendor Credentialing Service LLC  ^,One stop,,L + 6.00,(a),,7.89,,11/2021,,12177,,,11983,,,1.3,,,12177,,,,,
222,Vendor Credentialing Service LLC  (5),One stop,,L + 6.00,,,N/A  (6),,11/2021,,0,,,(1,,,0,,,0,,,,,
223,Verisys Corporation  *,One stop,,L + 6.75,(c),,9.06,,01/2023,,3906,,,3859,,,0.4,,,3906,,,,,
224,Verisys Corporation  (5),One stop,,L + 6.75,,,N/A  (6),,01/2023,,0,,,(1,,,0,,,0,,,,,
225,"Workforce Software, LLC  ^",One stop,,L + 10.50,(c),,5.21 cash/7.00 PIK,,06/2021,,5536,,,5512,,,0.6,,,5536,,,,,
226,"Workforce Software, LLC",One stop,,L + 10.50,(c),,5.21 cash/7.00 PIK,,06/2021,,52,,,52,,,0,,,52,,,,,
227,"Xmatters, Inc. and Alarmpoint, Inc.",One stop,,L + 9.25,(a),,10.35 cash/0.75 PIK,,08/2021,,3159,,,3099,,,0.3,,,3159,,,,,
228,"Xmatters, Inc. and Alarmpoint, Inc.",One stop,,P + 8.00,(e),,12.00 cash/0.75 PIK,,08/2021,,20,,,20,,,0,,,20,,,,,
=======
172,"JAMF Holdings, Inc.  (5)",One stop,,L + 8.00,,,N/A  (6),,11/2022,,-,,,(1,,,-,,,-,,,,,
173,Maverick Bidco Inc.  *#,One stop,,L + 6.25,(c),,8.56,,04/2023,,17556,,,17253,,,1.8,,,17556,,,,,
174,Maverick Bidco Inc.  (5),One stop,,L + 6.25,,,N/A  (6),,04/2023,,-,,,(2,,,-,,,-,,,,,
175,Maverick Bidco Inc.  (5),One stop,,L + 6.25,,,N/A  (6),,04/2023,,-,,,(2,,,-,,,-,,,,,
176,MMan Acquisition Co.  #,One stop,,L + 6.00,(c),,8.31,,08/2023,,9775,,,9644,,,1.0,,,9775,,,,,
177,MMan Acquisition Co.,One stop,,L + 6.00,(c),,8.23,,08/2023,,61,,,60,,,-,,,61,,,,,
178,Net Health Acquisition Corp.  #,One stop,,L + 5.50,(c),,7.48,,12/2023,,3876,,,3840,,,0.4,,,3876,,,,,
179,Net Health Acquisition Corp.  (5),One stop,,L + 5.50,,,N/A  (6),,12/2023,,-,,,(1,,,-,,,-,,,,,
180,"Netsmart Technologies, Inc.  #",Senior loan,,L + 4.50,(a),,6.38,,04/2023,,1746,,,1733,,,0.2,,,1770,,,,,
181,"Netsmart Technologies, Inc.  (5)",Senior loan,,L + 4.75,,,N/A  (6),,04/2023,,-,,,(7,,,-,,,-,,,,,
182,"Nextech Systems, LLC  #",One stop,,L + 6.00,(a),,7.89,,03/2024,,10409,,,10371,,,1.1,,,10370,,,,,
183,"Nextech Systems, LLC",One stop,,L + 6.00,,,N/A  (6),,03/2024,,-,,,-,,,-,,,-,,,,,
184,"Nexus Brands Group, Inc.  #",One stop,,L + 6.00,(c),,8.11,,11/2023,,5779,,,5711,,,0.6,,,5779,,,,,
185,"Nexus Brands Group, Inc.",One stop,,P + 5.00,(e),,9.75,,11/2023,,91,,,90,,,-,,,91,,,,,
186,"Nexus Brands Group, Inc.  (5)",One stop,,L + 6.00,,,N/A  (6),,11/2023,,-,,,(1,,,-,,,-,,,,,
187,"Property Brands, Inc.",One stop,,L + 6.00,(a),,7.89,,01/2024,,10927,,,10688,,,1.1,,,10817,,,,,
188,"Property Brands, Inc.",One stop,,L + 6.00,(a),,7.89,,01/2024,,220,,,217,,,-,,,218,,,,,
189,"Property Brands, Inc.  (5)",One stop,,L + 6.00,,,N/A  (6),,01/2024,,-,,,(1,,,-,,,(1,,,,,
190,"Property Brands, Inc.  (5)",One stop,,L + 6.00,,,N/A  (6),,01/2024,,-,,,(1,,,-,,,(1,,,,,
191,"Saba Software, Inc.  *^#",One stop,,L + 5.50,(a),,7.39,,05/2023,,20195,,,19895,,,2.1,,,20195,,,,,
192,"Saba Software, Inc.  (5)",One stop,,L + 5.50,,,N/A  (6),,05/2023,,-,,,(2,,,-,,,-,,,,,
193,"Saldon Holdings, Inc.  *",Senior loan,,L + 4.50,(c),,6.48,,09/2022,,775,,,767,,,0.1,,,775,,,,,
194,"Secure-24, LLC  *^",One stop,,L + 5.00,(b),,6.90,,08/2019,,21544,,,21417,,,2.2,,,21544,,,,,
195,"Secure-24, LLC  (5)",One stop,,L + 5.00,,,N/A  (6),,08/2019,,-,,,(3,,,-,,,-,,,,,
196,"Severin Acquisition, LLC  #",Senior loan,,L + 5.38,(a),,7.27,,07/2021,,879,,,870,,,0.1,,,892,,,,,
197,"Severin Acquisition, LLC  #",Senior loan,,L + 5.00,(a),,6.89,,07/2021,,782,,,775,,,0.1,,,785,,,,,
198,"Severin Acquisition, LLC  #",Senior loan,,L + 5.38,(a),,7.27,,07/2021,,598,,,592,,,0.1,,,607,,,,,
199,"Severin Acquisition, LLC  #",Senior loan,,L + 4.88,(a),,6.77,,07/2021,,193,,,191,,,-,,,193,,,,,
200,"Switchfly, Inc.",One stop,,L + 10.00,(c),,10.22 cash/1.50 PIK,,04/2020,,2416,,,2334,,,0.3,,,2416,,,,,
201,"Switchfly, Inc.",One stop,,L + 10.00,,,N/A  (6),,04/2020,,-,,,-,,,-,,,-,,,,,
202,"Telesoft, LLC  #",One stop,,L + 5.50,(c),,7.19,,07/2022,,4181,,,4145,,,0.4,,,4181,,,,,
203,"Telesoft, LLC  (5)",One stop,,L + 5.50,,,N/A  (6),,07/2022,,-,,,(1,,,-,,,-,,,,,
204,"Transaction Data Systems, Inc.  ^",Senior loan,,L + 5.25,(c),,7.56,,06/2021,,3567,,,3550,,,0.4,,,3567,,,,,
205,"Transaction Data Systems, Inc.  *",Senior loan,,L + 5.25,(c),,7.56,,06/2021,,738,,,729,,,0.1,,,738,,,,,
206,"Transaction Data Systems, Inc.",Senior loan,,L + 4.50,(c),,6.81,,06/2020,,5,,,5,,,-,,,4,,,,,
207,"Trintech, Inc.  ^#",One stop,,L + 6.50,(c),,8.28,,12/2023,,10930,,,10799,,,1.1,,,10930,,,,,
208,"Trintech, Inc.  ^",One stop,,L + 6.50,(c),,8.28,,12/2023,,3429,,,3388,,,0.4,,,3429,,,,,
209,"Trintech, Inc.",One stop,,L + 6.50,(c),,8.28,,12/2023,,30,,,28,,,-,,,30,,,,,
210,"True Commerce, Inc.  #",One stop,,L + 5.75,(c),,8.06,,11/2023,,5638,,,5572,,,0.6,,,5638,,,,,
211,"True Commerce, Inc.  (5)",One stop,,L + 5.75,,,N/A  (6),,11/2023,,-,,,(1,,,-,,,-,,,,,
212,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,
213,Diversified/Conglomerate Service - (continued),,,,,,,,,,,,,,,,,,,,,,,,
214,"Valant Medical Solutions, Inc.",One stop,,L + 11.00,(a),,10.47 cash/2.25 PIK,,10/2020,,,819,,,,752,,,0.1,,,,819,,
215,"Valant Medical Solutions, Inc.",One stop,,N/A,,,6.00 PIK,,02/2020,,149,,,149,,,-,,,149,,,,,
216,"Valant Medical Solutions, Inc.",One stop,,L + 11.00,(a),,10.47 cash/2.25 PIK,,10/2020,,10,,,10,,,-,,,10,,,,,
217,"Velocity Technology Solutions, Inc.  #",One stop,,L + 6.00,(c),,8.03,,12/2023,,8269,,,8132,,,0.9,,,8269,,,,,
218,"Velocity Technology Solutions, Inc.  (5)",One stop,,L + 6.00,,,N/A  (6),,12/2023,,-,,,(1,,,-,,,-,,,,,
219,"Vendavo, Inc.",One stop,,L + 8.50,(c),,10.22,,10/2019,,17982,,,17847,,,1.9,,,17982,,,,,
220,"Vendavo, Inc.  (5)",One stop,,L + 8.50,,,N/A  (6),,10/2019,,-,,,(5,,,-,,,-,,,,,
221,Vendor Credentialing Service LLC  ^,One stop,,L + 6.00,(a),,7.89,,11/2021,,12177,,,11983,,,1.3,,,12177,,,,,
222,Vendor Credentialing Service LLC  (5),One stop,,L + 6.00,,,N/A  (6),,11/2021,,-,,,(1,,,-,,,-,,,,,
223,Verisys Corporation  *,One stop,,L + 6.75,(c),,9.06,,01/2023,,3906,,,3859,,,0.4,,,3906,,,,,
224,Verisys Corporation  (5),One stop,,L + 6.75,,,N/A  (6),,01/2023,,-,,,(1,,,-,,,-,,,,,
225,"Workforce Software, LLC  ^",One stop,,L + 10.50,(c),,5.21 cash/7.00 PIK,,06/2021,,5536,,,5512,,,0.6,,,5536,,,,,
226,"Workforce Software, LLC",One stop,,L + 10.50,(c),,5.21 cash/7.00 PIK,,06/2021,,52,,,52,,,-,,,52,,,,,
227,"Xmatters, Inc. and Alarmpoint, Inc.",One stop,,L + 9.25,(a),,10.35 cash/0.75 PIK,,08/2021,,3159,,,3099,,,0.3,,,3159,,,,,
228,"Xmatters, Inc. and Alarmpoint, Inc.",One stop,,P + 8.00,(e),,12.00 cash/0.75 PIK,,08/2021,,20,,,20,,,-,,,20,,,,,
>>>>>>> GSBD
229,,,,,,,,,,,372354,,,367276,,,38.5,,,371615,,,,,
230,Ecological,,,,,,,,,,,,,,,,,,,,,,,,
231,"Pace Analytical Services, LLC",One stop,,L + 6.25,(a),,8.14,,09/2022,,15268,,,14953,,,1.6,,,15268,,,,,
