,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
173,Carbonfree Chemicals SPE I LLC (f/k/a Maxus Capital Carbon SPE I LLC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Carbonfree Chemicals Holdings LLC (4),,Common Equity - Common Equity / Interest,,N/A,,N/A,,"2,491 Shares",,,78729,,,,,40607,,,(13)(16)(24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,"Westfall Technik, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,"Westfall Technik, Inc.",,First Lien Secured Debt,,"L+600, 1.00% Floor",,09/13/24,,15576,,,15458,,,,15098,,,(9)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,,First Lien Secured Debt,,"L+625, 1.00% Floor",,09/13/24,,5624,,,5550,,,,5451,,,(9)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,,,First Lien Secured Debt - Revolver,,"L+600, 1.00% Floor",,09/13/24,,2019,,,2003,,,,1957,,,(9)(23)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,,,,,,,,,,,23011,,,,22506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,,,,"Total Chemicals, Plastics & Rubber",,,101740,,,,,63113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Construction & Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Englert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,"Gutter Buyer, Inc.",,First Lien Secured Debt,,"L+625, 1.00% Floor",,03/06/25,,,29119,,,,28829,,,,,28707,,,(9)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,,,First Lien Secured Debt - Revolver,,P+525,,03/06/24,,2727,,,1340,,,,1322,,,(9)(20)(21)  (23)(25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,"Gutter Holdings, LP",,Common Equity - Common Stock,,N/A,,N/A,,500 Shares,,500,,,,1095,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,,,,Total Construction & Building,,,30669,,,,,31124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Consumer Goods – Durable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,A&V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,"A&V Holdings Midco, LLC",,First Lien Secured Debt - Revolver,,"L+450, 1.00% Floor",,03/10/25,,,1505,,,,378,,,,,399,,,(21)(23)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,KDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,KDC US Holdings,,First Lien Secured Debt - Revolver,,"L+325, 0.00% Floor",,12/21/23,,6020,,,796,,,,344,,,(10)(20)(21)  (23)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Industry / Company,,Investment Type,,Interest Rate,,Maturity Date,,Par/Shares (12),,Cost (35),,,Fair Value  (1)(36),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,"KLO Holdings, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,1244311 B.C. Ltd. (4),,First Lien Secured Debt,,"L+500, 1.00% Floor",,09/30/25,,2978,,,2978,,,,2765,,,(17)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,,First Lien Secured Debt,,"L+500 Cash plus 5.00% PIK, 1.00% Floor",,09/30/25,,1095,,,1095,,,,1008,,,(17)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,,Common Equity - Common Stock,,N/A,,N/A,,"1,000,032 Shares",,1000,,,,769,,,(2)(13)(17)  (24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,GSC Technologies Inc. (4),,First Lien Secured Debt,,"L+500 Cash plus 5.00% PIK, 1.00% Floor",,09/30/25,,201,,,201,,,,185,,,(17)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,,,,,,,,,,5274,,,,4727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Liqui-Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,"Liqui-Box Holdings, Inc.",,First Lien Secured Debt - Revolver,,"L+450, 1.00% Floor",,02/26/25,,2051,,,881,,,,875,,,(20)(21)(23)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,,,First Lien Secured Debt - Revolver,,P+350,,02/26/25,,1509,,,1501,,,,1498,,,(23)(25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,,,,,,,,,,,2382,,,,2373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,NSi Industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,"Wildcat BuyerCo, Inc.",,First Lien Secured Debt,,"SOFR+5.90%, 1.00% Floor",,02/27/26,,17233,,,15530,,,,15696,,,(23)(32),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,,First Lien Secured Debt - Revolver,,"SOFR+575, 1.00% Floor",,02/27/26,,725,,,77,,,,75,,,(20)(21)(23)  (32),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Wildcat Parent LP,,Common Equity - Common Stock,,N/A,,N/A,,"1,070 Shares",,107,,,,166,,,(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,,,,,,,,,,,15714,,,,15937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,"Sorenson Holdings, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,"Sorenson Holdings, LLC",,Common Equity - Membership Interests,,N/A,,N/A,,587 Shares,,-,,,,352,,,(10)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,,,,,Total Consumer Goods – Durable,,,24544,,,,,24132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Consumer Goods – Non-durable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,3D Protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,"Protein For Pets Opco, LLC",,First Lien Secured Debt - Revolver,,"L+450, 1.00% Floor",,05/31/24,,,2219,,,,(22),,,,,-,,,(9)(21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Dan Dee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,"Project Comfort Buyer, Inc.",,First Lien Secured Debt,,"L+700, 1.00% Floor",,02/01/25,,24550,,,24231,,,,23656,,,(9)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,,,First Lien Secured Debt - Revolver,,"L+700, 1.00% Floor",,02/01/24,,3462,,,(33),,,,(130),,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,,,Preferred Equity - Preferred Equity,,N/A,,N/A,,"491,405 Shares",,492,,,,64,,,(9)(13)(24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,,,,,,,,,,24690,,,,23590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,LashCo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,"Lash OpCo, LLC",,First Lien Secured Debt,,"L+700, 1.00% Floor",,03/18/26,,43358,,,42552,,,,42730,,,(9)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,,,First Lien Secured Debt - Revolver,,"L+700, 1.00% Floor",,09/18/25,,1612,,,553,,,,574,,,(9)(21)(23)  (29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,,,,,,,,,,,43105,,,,43304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Paladone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Paladone Group Bidco Limited,,First Lien Secured Debt,,"L+575, 1.00% Floor",,11/12/27,,7972,,,5964,,,,5967,,,(9)(17)(21)  (23)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,,,First Lien Secured Debt - Revolver,,"L+575, 1.00% Floor",,11/12/27,,£,353,,,(9),,,,(7),,,(8)(9)(17)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,,,First Lien Secured Debt - Revolver,,"L+575, 1.00% Floor",,11/12/27,,1412,,,(25),,,,(22),,,(8)(9)(17)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Paladone Group Holdings Limited,,Common Equity - Common Stock,,N/A,,N/A,,"94,151 Shares",,94,,,,118,,,(9)(13)(17)  (24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,,,,,,,,,,,6024,,,,6056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Industry / Company,,Investment Type,,Interest Rate,,Maturity Date,,Par/Shares (12),,Cost (35),,,Fair Value  (1)(36),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,"Sequential Brands Group, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Gainline Galaxy Holdings LLC,,Common Equity - Common Stock,,N/A,,N/A,,"10,854 Shares",,2041,,,,1666,,,(13)(16)(17)  (24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Sequential Avia Holdings LLC,,First Lien Secured Debt,,"L+500, 1.00% Floor",,11/12/26,,1611,,,1610,,,,1609,,,(17)(29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,"Sequential Brands Group, Inc.",,Second Lien Secured Debt,,8.75%,,02/07/24,,1293,,,-,,,,239,,,(14)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,"Swisstech IP CO, LLC",,First Lien Secured Debt,,6.00% PIK,,11/29/24,,268,,,6,,,,268,,,(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,,,,,,,,,,,3657,,,,3782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,,,,,Total Consumer Goods – Non-durable,,,77454,,,,,76732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Consumer Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Activ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,"Activ Software Holdings, LLC",,First Lien Secured Debt,,"L+650, 1.00% Floor",,05/04/27,,,29792,,,,29305,,,,,29059,,,(9)(30),,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,,,First Lien Secured Debt - Revolver,,"L+625, 1.00% Floor",,05/04/27,,2407,,,(39),,,,(59),,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,,,,,,,,,,,29266,,,,29000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,"Bird US Opco, LLC",,First Lien Secured Debt,,"L+750, 1.00% Floor",,10/12/24,,42849,,,34163,,,,34934,,,(9)(23)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Clarus Commerce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,"Marlin DTC-LS Midco 2, LLC",,First Lien Secured Debt,,"L+650, 1.00% Floor",,07/01/25,,21632,,,21351,,,,21472,,,(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,,,First Lien Secured Debt - Revolver,,"L+600, 1.00% Floor",,07/01/25,,685,,,9,,,,(5),,,(8)(21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,,,,,,,,,,,21360,,,,21467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,First Heritage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,"First Heritage Credit, LLC",,First Lien Secured Debt,,"L+475, 0.00% Floor",,08/31/22,,26250,,,22506,,,,22487,,,(9)(21)(23)  (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,,,First Lien Secured Debt - Revolver,,"L+550, 0.00% Floor",,08/31/22,,3750,,,3221,,,,3220,,,(9)(21)(23)  (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,,,,,,,,,,,25727,,,,25707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Go Car Wash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Go Car Wash Management Corp.,,First Lien Secured Debt,,"SOFR+575, 1.00% Floor",,12/31/26,,26421,,,10744,,,,10552,,,(9)(21)(23)  (31),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,,,First Lien Secured Debt - Revolver,,"L+575, 1.00% Floor",,12/31/26,,417,,,(3),,,,(8),,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,,,,,,,,,,,10741,,,,10544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Lending Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,LendingPoint LLC,,First Lien Secured Debt,,"L+1050, 1.00% Floor",,12/30/25,,32500,,,20182,,,,20300,,,(9)(21)(23)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,,,First Lien Secured Debt,,"L+575, 1.00% Floor",,12/30/25,,4167,,,2571,,,,2575,,,(9)(21)(23)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,,,First Lien Secured Debt - Revolver,,"L+575, 1.00% Floor",,12/30/25,,8333,,,6879,,,,6887,,,(9)(21)(23)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,,,,,,,,,,,29632,,,,29762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,Only About Children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Nemo (BC) Bidco Pty Ltd,,First Lien Secured Debt,,"BBSW+675, 1.00% Floor",,04/06/24,,A$,7000,,,4952,,,,4653,,,(17)(21)(23)  (34),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Renovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,"HomeRenew Buyer, Inc.",,First Lien Secured Debt,,"SOFR+665, 1.00% Floor",,11/23/27,,18021,,,12630,,,,12569,,,(9)(21)(23)  (32),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,,,First Lien Secured Debt - Revolver,,"SOFR+665, 1.00% Floor",,11/23/27,,1958,,,(38),,,,(39),,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,,,,,,,,,,,12592,,,,12530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Industry / Company,,Investment Type,,Interest Rate,,Maturity Date,,Par/Shares (12),,Cost (35),,,Fair Value  (1)(36),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,The Club Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Eldrickco Limited,,First Lien Secured Debt,,"SON+625, 0.50% Floor",,11/26/25,,£,15027,,,13974,,,,13148,,,(9)(17)(21)  (23)(27),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,,,First Lien Secured Debt - Revolver,,"SON+625, 0.50% Floor",,11/26/25,,£,356,,,411,,,,425,,,(9)(17)(23)  (27),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,,,First Lien Secured Debt - Revolver,,"SON+625, 0.50% Floor",,05/26/25,,£,345,,,1,,,,(7),,,(8)(9)(17)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,,,,,,,,,,,14386,,,,13566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,US Auto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,"U.S. Auto Finance, Inc.",,First Lien Secured Debt,,"SOFR+525, 1.00% Floor",,04/17/25,,17300,,,11541,,,,11427,,,(9)(21)(23)  (31),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,,,First Lien Secured Debt - Revolver,,"SOFR+600, 1.00% Floor",,04/17/25,,13333,,,(5),,,,-,,,(9)(21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,,,,,,,,,,,11536,,,,11427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,,,,,Total Consumer Services,,,194355,,,,,193590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Celink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Compu-Link Corporation,,First Lien Secured Debt - Revolver,,"L+550, 1.00% Floor",,06/11/24,,,2273,,,,(20),,,,,(22),,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,"Peer Advisors, LLC",,First Lien Secured Debt,,"L+550, 1.00% Floor",,06/11/24,,17386,,,17230,,,,17218,,,(9)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,,,,,,,,,,,17210,,,,17196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Golden Bear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,"Golden Bear 2016-R, LLC (4)",,Structured Products and Other - Membership Interests,,N/A,,09/20/42,,N/A,,16998,,,,8957,,,(3)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,"Purchasing Power, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,"Purchasing Power Funding I, LLC",,First Lien Secured Debt - Revolver,,"L+650, 0.00% Floor",,01/24/24,,9113,,,598,,,,598,,,(9)(21)(23)  (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Spectrum Automotive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Shelby 2021 Holdings Corp.,,First Lien Secured Debt,,"L+575, 0.75% Floor",,06/29/28,,14457,,,12714,,,,12678,,,(9)(21)(23)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,,,First Lien Secured Debt - Revolver,,"L+575, 0.75% Floor",,06/29/27,,420,,,(5),,,,(6),,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,,,,,,,,,,,12709,,,,12672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,"Ten-X, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,"Ten-X, LLC",,First Lien Secured Debt - Revolver,,"L+325, 0.00% Floor",,09/29/22,,4680,,,(22),,,,(39),,,(8)(21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,,,"Total Diversified Investment Vehicles, Banking, Finance, Real Estate",,,47493,,,,,39384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,NFA Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,SSCP Spring Bidco Limited,,First Lien Secured Debt,,"SON+600, 0.50% Floor",,07/30/25,,£,30000,,,,36331,,,,,36205,,,(9)(17)(27),,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,,,,,Total Education,,,36331,,,,,36205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Energy – Electricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,"Renew Financial LLC (f/k/a Renewable Funding, LLC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,"AIC SPV Holdings II, LLC (4)",,Preferred Equity - Preferred Stock,,N/A,,N/A,,"534,375 Shares",,,534,,,,,288,,,(15)(17)(24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,"Renew Financial LLC (f/k/a Renewable Funding, LLC) (4)",,Preferred Equity - Series E Preferred Stock,,N/A,,N/A,,"441,576 Shares",,1902,,,,4425,,,(13)(17)(24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,,,Preferred Equity - Series B Preferred Stock,,N/A,,N/A,,"1,505,868 Shares",,8343,,,,-,,,(13)(24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,,,Preferred Equity - Series D Preferred Stock,,N/A,,N/A,,"436,689 Shares",,5568,,,,-,,,(13)(24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Renew JV LLC (4),,Common Equity - Membership Interests,,N/A,,N/A,,"443,844 Shares",,444,,,,574,,,(13)(17)(24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,,,,,,,,,,,16791,,,,5287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Industry / Company,,Investment Type,,Interest Rate,,Maturity Date,,Par/Shares (12),,Cost (35),,,Fair Value  (1)(36),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,Solarplicity Group Limited (f/k/a AMP Solar UK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Solarplicity UK Holdings Limited,,First Lien Secured Debt,,4.00%,,03/08/23,,£,5562,,,7230,,,,1837,,,(14)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,,,Preferred Equity - Preferred Stock,,N/A,,N/A,,"4,286 Shares",,5623,,,,-,,,(2)(13)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,,,Common Equity - Ordinary Shares,,N/A,,N/A,,"2,825 Shares",,4,,,,-,,,(2)(13)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,,,,,,,,,,,12857,,,,1837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,Total Energy – Electricity,,,29648,,,,,7124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Energy – Oil & Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.) (5)",,Second Lien Secured Debt,,10.00% PIK,,03/31/23,,,3959,,,,3094,,,,,3959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,,,Common Equity - Common Stock,,N/A,,N/A,,"10,000,000 Shares",,30077,,,,714,,,(13)(24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,,,,,,,,,,,33171,,,,4673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Pelican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,"Pelican Energy, LLC (4)",,Common Equity - Membership Interests,,N/A,,N/A,,"1,444 Shares",,13063,,,,630,,,(13)(16)(17)  (24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Spotted Hawk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,"SHD Oil & Gas, LLC (5)",,First Lien Secured Debt - Tranche C Note,,12.00%,,03/31/23,,24728,,,24729,,,,25470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,,,Common Equity - Series C Units,,N/A,,N/A,,"50,952,525 Shares",,44065,,,,7985,,,(13)(16)(24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,,,Common Equity - Series A Units,,N/A,,N/A,,"7,600,000 Shares",,1411,,,,-,,,(13)(16)(24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,,,,,,,,,,,70205,,,,33455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,,,,,Total Energy – Oil & Gas,,,116439,,,,,38758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Environmental Industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Ortega National Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,"Ortega National Parks, LLC",,First Lien Secured Debt,,"L+500, 1.00% Floor",,10/31/26,,,14497,,,,8162,,,,,8249,,,(9)(21)(23)  (29),,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,,,First Lien Secured Debt - Revolver,,"L+500, 1.00% Floor",,10/31/26,,2049,,,(25),,,,(7),,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,,,,,Total Environmental Industries,,,8137,,,,,8242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Healthcare & Pharmaceuticals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,83bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,"83Bar, Inc.",,First Lien Secured Debt,,"L+575, 1.50% Floor",,07/02/26,,,5000,,,,4980,,,,,4938,,,(9)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Akoya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,"Akoya Biosciences, Inc.",,First Lien Secured Debt,,"SOFR+635, 1.61% Floor",,10/27/25,,15750,,,12751,,,,12711,,,(9)(23)(31),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,Analogic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Analogic Corporation,,First Lien Secured Debt,,"L+525, 1.00% Floor",,06/22/24,,17804,,,17643,,,,17493,,,(9)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,,,First Lien Secured Debt - Revolver,,"L+525, 1.00% Floor",,06/22/23,,1826,,,1034,,,,1012,,,(9)(21)(23)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,,,,,,,,,,,18677,,,,18505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Cato Research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
