,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
167,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/19/24,,£,541,,,(8),,,,(5),,,(8)(9)  (17)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,,,,,,,,,,,31652,,,,32678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Naviga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,"Naviga Inc. (fka Newscycle Solutions, Inc.)",,First Lien Secured Debt,,"8.00% (3M L+700, 1.00% Floor)",,12/29/22,,12274,,,12150,,,,12152,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,,,First Lien Secured Debt - Revolver,,"8.00% (1M L+700, 1.00% Floor)",,12/29/22,,280,,,280,,,,277,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/29/22,,220,,,(4),,,,(2),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,,,,,,,,,,,12426,,,,12427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"PSI Services, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,"Lifelong Learner Holdings, LLC",,First Lien Secured Debt,,"6.75% (3M L+575, 1.00% Floor)",,10/19/26,,32453,,,31948,,,,31042,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,,,First Lien Secured Debt - Revolver,,"6.75% (3M L+575, 1.00% Floor)",,10/20/25,,2054,,,2054,,,,1978,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,,First Lien Secured Debt - Revolver,,"6.75% (2M L+575, 1.00% Floor)",,10/20/25,,179,,,179,,,,173,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,,,First Lien Secured Debt - Revolver,,"6.75% (6M L+575, 1.00% Floor)",,10/20/25,,269,,,269,,,,259,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,10/20/25,,484,,,(43),,,,(18),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00% Unfunded,,10/19/26,,2388,,,(18),,,,(104),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,,,,,,,,,,34389,,,,33330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (27),,,Fair Value  (1)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Soliant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,"Soliant Health, Inc.",,Common Equity - Membership Interests,,N/A,,N/A,,300 Shares,,300,,,,528,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,"Transplace Holdings, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,"Transplace Holdings, Inc.",,Second Lien Secured Debt,,"9.75% (3M L+875, 1.00% Floor)",,10/06/25,,8599,,,8483,,,,8556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,US Legal Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,"US Legal Support Investment Holdings, LLC",,Common Equity - Series A-1 Units,,N/A,,N/A,,"631,972 Shares",,632,,,,720,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,"USLS Acquisition, Inc.",,First Lien Secured Debt,,"6.75% (3M L+575, 1.00% Floor)",,12/02/24,,24189,,,23907,,,,23182,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/02/24,,1508,,,(18),,,,(65),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,,,First Lien Secured Debt - Letters of Credit,,5.75%,,10/15/21 - 06/06/22,,101,,,-,,,,(4),,,(8)(9)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,,,,,,,,,,24521,,,,23833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,,,,Total Business Services,,,291923,,,,,281072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,"Chemicals, Plastics & Rubber",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Carbonfree Chemicals SPE I LLC (f/k/a Maxus Capital Carbon SPE I LLC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Carbonfree Chemicals Holdings LLC (4),,Common Equity - Common Equity / Interest,,N/A,,N/A,,"2,354 Shares",,,46295,,,,,36162,,,(13)(16)  (25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Carbonfree Chemicals SA LLC (4),,Common Equity - Class B Units,,N/A,,N/A,,"3,152 Shares",,32434,,,,-,,,(3)(13)  (16)(25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,,,,,,,,,,78729,,,,36162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Niacet Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,"Hare Bidco, Inc.",,Second Lien Secured Debt,,"9.75% (1M E+875, 1.00% Floor)",,08/01/24,,€,11351,,,12174,,,,13427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,"Westfall Technik, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,"Westfall Technik, Inc.",,First Lien Secured Debt,,"6.75% (1M L+575, 1.00% Floor)",,09/13/24,,,15737,,,15561,,,,15422,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,,,First Lien Secured Debt - Revolver,,"6.75% (1M L+575, 1.00% Floor)",,09/13/24,,1750,,,1750,,,,1715,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,,,First Lien Secured Debt - Revolver,,8.00% (P+475),,09/13/24,,135,,,135,,,,132,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,09/13/24,,135,,,(22),,,,(3),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,,,,,,,,,,,17424,,,,17266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,,,,,"Total Chemicals, Plastics & Rubber",,,108327,,,,,66855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Construction & Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Englert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,"Gutter Buyer, Inc.",,First Lien Secured Debt,,"7.25% (1M L+625, 1.00% Floor)",,03/06/25,,,28612,,,,28242,,,,,28283,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,03/06/24,,2688,,,(37),,,,(28),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,,,First Lien Secured Debt - Letter of Credit,,6.25%,,07/01/21,,39,,,-,,,,-,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,"Gutter Holdings, LP",,Common Equity - Common Stock,,N/A,,N/A,,500 Shares,,500,,,,1346,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,,,,,Total Construction & Building,,,28705,,,,,29601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Consumer Goods – Durable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,A&V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,"A&V Holdings Midco, LLC",,First Lien Secured Debt,,"6.38% (3M L+538, 1.00% Floor)",,03/10/27,,,10711,,,,10387,,,,,10718,,,(10),,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,03/10/25,,1505,,,(100),,,,(60),,,(8)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,,,,,,,,,,,10287,,,,10658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (27),,,Fair Value  (1)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,KDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,KDC US Holdings,,First Lien Secured Debt - Revolver,,3.35% (1M L+325),,12/21/23,,3535,,,3536,,,,3483,,,(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/21/23,,2444,,,-,,,,(36),,,(8)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,,,First Lien Secured Debt - Letters of Credit,,3.25%,,11/06/21 - 03/16/22,,36,,,-,,,,-,,,(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,,,First Lien Secured Debt - Letter of Credit,,3.25%,,02/05/23,,£,4,,,-,,,,-,,,(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,,,,,,,,,,,3536,,,,3447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,"KLO Holdings, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,1244311 B.C. Ltd. (4),,First Lien Secured Debt,,"6.00% (3M L+500, 1.00% Floor)",,09/25/25,,2985,,,2985,,,,2832,,,(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,,,First Lien Secured Debt,,"6.00% (3M L+500 PIK, 1.00% Floor)",,09/25/25,,1031,,,1031,,,,972,,,(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,,,Common Equity - Common Stock,,N/A,,N/A,,"1,000,032 Shares",,1000,,,,1551,,,(2)(13)  (17)(25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,9357-5991 Quebec Inc. (4),,First Lien Secured Debt,,"11.25% (3M L+775 Cash plus 2.00% PIK, 1.50% Floor)",,04/07/22,,4059,,,-,,,,-,,,(14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,,,,,,,,,,,5016,,,,5355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Liqui-Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,"Liqui-Box Holdings, Inc.",,First Lien Secured Debt - Revolver,,6.75% (P+350),,02/26/25,,973,,,973,,,,973,,,(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,,,First Lien Secured Debt - Revolver,,"5.50% (3M L+450, 1.00% Floor)",,02/26/25,,2136,,,2136,,,,2136,,,(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,02/26/25,,373,,,(26),,,,-,,,(21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,,,First Lien Secured Debt - Letter of Credit,,4.50%,,06/30/22,,€,47,,,-,,,,-,,,(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,,,First Lien Secured Debt - Letters of Credit,,4.50%,,09/27/21 - 12/31/24,,32,,,-,,,,-,,,(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,,,,,,,,,,,3083,,,,3109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,NSi Industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,"Wildcat BuyerCo, Inc.",,First Lien Secured Debt,,"6.00% (3M L+500, 1.00% Floor)",,02/27/26,,7156,,,6818,,,,7099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,02/27/26,,717,,,(13),,,,(6),,,(8)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00% Unfunded,,02/27/26,,2029,,,(28),,,,(16),,,(8)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,,,First Lien Secured Debt - Letter of Credit,,5.00%,,08/30/21,,8,,,-,,,,-,,,(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Wildcat Parent LP,,Common Equity - Common Stock,,N/A,,N/A,,"1,070 Shares",,107,,,,154,,,(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,,,,,,,,,,,6884,,,,7231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,"Sorenson Holdings, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,"Sorenson Holdings, LLC",,Common Equity - Membership Interests,,N/A,,N/A,,587 Shares,,-,,,,455,,,(10)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,,,,,Total Consumer Goods – Durable,,,28806,,,,,30255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Consumer Goods – Non-durable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,3D Protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,"Protein For Pets Opco, LLC",,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,05/31/24,,,2219,,,,(34),,,,,-,,,(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Beauty Industry Group (BIG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,"BIG Buyer, LLC",,First Lien Secured Debt,,"7.50% (6M L+650, 1.00% Floor)",,11/20/23,,30401,,,29969,,,,30169,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,11/20/23,,1806,,,(26),,,,(14),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00% Unfunded,,11/20/23,,1000,,,(7),,,,(8),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,,,,,,,,,,,29936,,,,30147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (27),,,Fair Value  (1)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,Dan Dee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,"Project Comfort Buyer, Inc.",,First Lien Secured Debt,,"8.00% (3M L+700, 1.00% Floor)",,02/01/25,,25937,,,25483,,,,24878,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,02/01/24,,3462,,,(54),,,,(150),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,,,Preferred Equity - Preferred Equity,,N/A,,N/A,,"461,538 Shares",,462,,,,245,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,,,,,,,,,,,25891,,,,24973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,LashCo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,"Lash OpCo, LLC",,First Lien Secured Debt,,9.25% (P+600),,03/18/26,,10197,,,9974,,,,10185,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,,,First Lien Secured Debt - Revolver,,"8.00% (6M L+700, 1.00% Floor)",,09/18/25,,74,,,74,,,,74,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,09/18/25,,623,,,(15),,,,(2),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,,,,,,,,,,,10033,,,,10257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Olaplex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,"Olaplex, Inc.",,First Lien Secured Debt,,"7.50% (1M L+650, 1.00% Floor)",,01/08/26,,12221,,,12036,,,,12253,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,01/08/25,,2300,,,(32),,,,-,,,(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,,,,,,,,,,,12004,,,,12253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,"Sequential Brands Group, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,"Sequential Brands Group, Inc.",,Second Lien Secured Debt,,"9.75% (1M L+875, 1.00% Floor)",,02/07/24,,12658,,,12603,,,,10386,,,(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,,,,,Total Consumer Goods – Non-durable,,,90433,,,,,88016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Consumer Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Activ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,"Activ Software Holdings, LLC",,First Lien Secured Debt,,"7.25% (6M L+625, 1.00% Floor)",,05/04/27,,,30093,,,,29507,,,,,29491,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,05/04/27,,2407,,,(47),,,,(48),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,,,,,,,,,,,29460,,,,29443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,"Bird US Opco, LLC",,First Lien Secured Debt,,"10.00% (1M L+900, 1.00% Floor)",,04/27/24,,4960,,,4908,,,,4886,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00% Unfunded,,04/27/24,,14600,,,(220),,,,(219),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,,,,,,,,,,,4688,,,,4667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Clarus Commerce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,"Marlin DTC-LS Midco 2, LLC",,First Lien Secured Debt,,"7.50% (1M L+650, 1.00% Floor)",,07/01/25,,9129,,,9022,,,,9066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,,,First Lien Secured Debt,,"7.50% (3M L+650, 1.00% Floor)",,07/01/25,,9950,,,9766,,,,9881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,07/01/25,,685,,,(8),,,,(5),,,(8)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,,,,,,,,,,,18780,,,,18942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,First Heritage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,"First Heritage Credit, LLC",,First Lien Secured Debt,,4.84% (1M L+475),,04/02/22,,18000,,,17958,,,,17912,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,,,First Lien Secured Debt - Revolver,,5.59% (1M L+550),,04/02/22,,509,,,509,,,,507,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,04/02/22,,3241,,,(9),,,,(15),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.50% Unfunded,,04/02/22,,8250,,,(24),,,,(40),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,,,,,,,,,,,18434,,,,18364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (27),,,Fair Value  (1)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Go Car Wash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Go Car Wash Management Corp.,,First Lien Secured Debt,,"7.00% (1M L+600, 1.00% Floor)",,12/31/26,,885,,,869,,,,871,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,,,First Lien Secured Debt,,"5.75% (1M L+475, 1.00% Floor)",,12/31/26,,4574,,,4509,,,,4502,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,,,First Lien Secured Debt - Revolver,,"7.00% (1M L+600, 1.00% Floor)",,12/31/26,,125,,,125,,,,123,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/31/26,,292,,,(3),,,,(5),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.50% Unfunded,,12/31/26,,2577,,,(22),,,,(40),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,,,,,,,,,,,5478,,,,5451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Lending Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,LendingPoint LLC,,First Lien Secured Debt,,"11.50% (3M L+1050, 1.00% Floor)",,12/30/25,,11375,,,11273,,,,11286,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,,,First Lien Secured Debt - Revolver,,"6.75% (3M L+575, 1.00% Floor)",,12/30/25,,1000,,,991,,,,992,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00% Unfunded,,12/30/25,,6125,,,(55),,,,(48),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,,,,,,,,,,,12209,,,,12230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Only About Children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Nemo (BC) Bidco Pty Ltd,,First Lien Secured Debt,,"7.75% (3M BBSW+675, 1.00% Floor)",,04/06/24,,A$,6768,,,4942,,,,4929,,,(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,,,First Lien Secured Debt - Unfunded Delayed Draw,,3.04% Unfunded,,04/06/24,,A$,232,,,(5),,,,(5),,,(8)(17)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,4937,,,,4924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Paper Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PaperShop HoldCo Inc.,,First Lien Secured Debt,,"8.00% (3M L+700, 1.00% Floor)",,05/27/26,,10607,,,10503,,,,10501,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,,,First Lien Secured Debt - Revolver,,"8.00% (3M L+700, 1.00% Floor)",,05/27/26,,1175,,,1175,,,,1163,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,05/27/26,,1907,,,(31),,,,(19),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,,,,,,,,,,,11647,,,,11645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,"Pinstripe Holdings, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,"Pinstripe Holdings, LLC",,First Lien Secured Debt,,"7.00% (3M L+600, 1.00% Floor)",,01/17/25,,6808,,,6727,,,,6752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,The Club Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Eldrickco Limited,,First Lien Secured Debt,,"6.75% (6M GBPL+625, 0.50% Floor)",,11/21/25,,£,11148,,,14059,,,,14830,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,,,First Lien Secured Debt - Revolver,,"6.75% (6M GBPL+625, 0.50% Floor)",,05/21/25,,£,356,,,411,,,,476,,,(9)(17)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.93% Unfunded,,11/21/25,,£,3934,,,(80),,,,(168),,,(8)(9)  (17)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,,,,,,,,,,,14390,,,,15138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,US Auto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,"U.S. Auto Finance, Inc.",,First Lien Secured Debt,,"6.25% (3M L+525, 1.00% Floor)",,04/17/24,,11778,,,11817,,,,11759,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,,,First Lien Secured Debt - Revolver,,"7.00% (3M L+600, 1.00% Floor)",,04/17/24,,4122,,,4122,,,,4115,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,04/17/24,,9212,,,(28),,,,(15),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
