,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
239,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.50% Unfunded,,05/09/19,,9900,,,(14,,,(7,,,(8)(9)(21)(23),,,
240,,,,,,,,,,,20083,,,20078,,,,,,,
241,"Taupo River II, LLC",,First Lien Secured Debt,,"7.84% (3M L+525, 1.00% Floor)",,06/08/20,,14000,,,13956,,,13955,,,(9)(17),,,
242,"Ten-X, LLC",,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,09/29/22,,4680,,,(295,,,(310,,,(8)(21)(23),,,
243,"Total Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,68979,,,,65209,,,,,,,,,,,,
244,Energy – Electricity,,,,,,,,,,,,,,,,,,,,
245,"AMP Solar Group, Inc. (4)",,Common Equity/Interests - Class A Common Unit,,N/A,,N/A,,"243,646 Shares",,,,10000,,,,6236,,,(13)(17),
246,Renew Financial,,,,,,,,,,,,,,,,,,,,
247,"AIC SPV Holdings II, LLC (4)",,Preferred Equity - Preferred Stock,,N/A,,N/A,,143 Shares,,,534,,,440,,,(17)(15),,,
248,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (29),,Fair  Value (1) (30),,,,,,,,
249,"Renew Financial LLC (f/k/a Renewable Funding, LLC) (4)",,Preferred Equity - Series B Preferred Stock,,N/A,,N/A,,"1,505,868 Shares",,,8343,,,14573,,,(13),,,
250,,,Preferred Equity - Series D Preferred Stock,,N/A,,N/A,,"436,689 Shares",,,5568,,,5890,,,(13),,,
251,Renew JV LLC (4),,Common Equity/Interests - Membership Interests,,N/A,,N/A,,N/A,,,1796,,,2296,,,(13)(17),,,
252,,,,,,,,,,,16241,,,23199,,,,,,,
253,Solarplicity Group,,,,,,,,,,,,,,,,,,,,
254,Solarplicity Group Limited (4),,First Lien Secured Debt,,N/A,,11/30/22,,£,4331,,,5811,,,1990,,,(3)(17),,
255,Solarplicity UK Holdings Limited,,First Lien Secured Debt,,4.00%,,03/08/23,,£,5562,,,7637,,,7173,,,(17),,
256,,,Preferred Equity - Preferred Stock,,N/A,,N/A,,"4,286 Shares",,,5861,,,4922,,,(2)(13)(17),,,
257,,,Common Equity/Interests - Ordinary Shares,,N/A,,N/A,,"2,825 Shares",,,4,,,223,,,(2)(13)(17),,,
258,,,,,,,,,,,19313,,,14308,,,,,,,
259,Total Energy – Electricity,,,,45554,,,,43743,,,,,,,,,,,,
260,Energy – Oil & Gas,,,,,,,,,,,,,,,,,,,,
261,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.) (5)",,First Lien Secured Debt,,8.00% Cash (10.00% PIK Toggle),,03/29/20,,,9000,,,,9000,,,,9000,,,
262,,,Second Lien Secured Debt,,10.00% PIK Toggle (8.00% Cash),,03/29/21,,33705,,,33705,,,33705,,,,,,
263,,,Common Equity/Interests - Common Stock,,N/A,,N/A,,"5,000,000 Shares",,,30078,,,3346,,,(13),,,
264,,,,,,,,,,,72783,,,46051,,,,,,,
265,"Pelican Energy, LLC (4)",,Common Equity/Interests - Membership Interests,,N/A,,N/A,,"1,444 Shares",,,18375,,,5320,,,(13)(16)(17),,,
266,"SHD Oil & Gas, LLC (5)",,First Lien Secured Debt - Tranche C Note,,12.00%,,03/31/20,,20400,,,20400,,,21012,,,,,,
267,,,First Lien Secured Debt - Tranche A Note,,4.00%,,03/31/20,,45457,,,45457,,,46821,,,,,,
268,,,First Lien Secured Debt - Tranche B Note,,3.00% PIK,,03/31/20,,81956,,,44380,,,39432,,,(13)(14),,,
269,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00% Unfunded,,03/31/20,,1600,,,-,,,-,,,(21)(23),,,
270,,,Common Equity/Interests - Series A Units,,N/A,,N/A,,"7,600,000 Shares",,,1411,,,-,,,(13)(16),,,
271,,,,,,,,,,,111648,,,107265,,,,,,,
272,Total Energy – Oil & Gas,,,,202806,,,,158636,,,,,,,,,,,,
273,Food & Grocery,,,,,,,,,,,,,,,,,,,,
274,Bumble Bee Foods,,,,,,,,,,,,,,,,,,,,
275,"Bumble Bee Holdings, Inc.",,First Lien Secured Debt,,"10.64% (3M L+800, 1.00% Floor)",,08/15/23,,,15351,,,,15110,,,,14890,,,
276,Connors Bros Clover Leaf Seafoods Company,,First Lien Secured Debt,,"10.64% (3M L+800, 1.00% Floor)",,08/15/23,,4349,,,4281,,,4219,,,,,,
277,,,,,,,,,,,19391,,,19109,,,,,,,
278,"Grocery Outlet, Inc.",,Second Lien Secured Debt,,9.85% (3M L+725),,10/22/26,,10500,,,10400,,,10474,,,(10),,,
279,Total Food & Grocery,,,,29791,,,,29583,,,,,,,,,,,,
280,Healthcare & Pharmaceuticals,,,,,,,,,,,,,,,,,,,,
281,Altasciences,,,,,,,,,,,,,,,,,,,,
282,9360-1367 Quebec Inc.,,First Lien Secured Debt,,"8.49% (3M L+625, 1.00% Floor)",,06/09/23,,C$,2394,,,,1755,,,,1725,,,(9)(17)
283,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (29),,Fair  Value (1) (30),,,,,,,,
284,,,First Lien Secured Debt,,"8.88% (3M L+625, 1.00% Floor)",,06/09/23,,,2870,,,2824,,,2762,,,(9)(17),,
285,"Altasciences US Acquisition, Inc.",,First Lien Secured Debt,,"8.88% (3M L+625, 1.00% Floor)",,06/09/23,,5182,,,5101,,,4988,,,(9),,,
286,,,First Lien Secured Debt,,"8.85% (3M L+625, 1.00% Floor)",,06/09/23,,922,,,922,,,887,,,(9),,,
287,,,First Lien Secured Debt - Revolver,,"8.86% (3M L+625, 1.00% Floor)",,06/09/23,,535,,,535,,,515,,,(9)(23),,,
288,,,First Lien Secured Debt - Unfunded Revolver,,0.25% Unfunded,,06/09/23,,891,,,(22,,,(33,,,(8)(9)(21)(23)(27),,,
289,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.50% Unfunded,,06/09/23,,1929,,,(25,,,(72,,,(8)(9)(21)(23)(27),,,
290,,,,,,,,,,,11090,,,10772,,,,,,,
291,"Amerivet Partners Management, Inc.",,First Lien Secured Debt,,"8.25% (1M L+575, 1.00% Floor)",,06/05/24,,14372,,,14145,,,14046,,,(9),,,
292,,,First Lien Secured Debt,,10.25% (P+475),,06/05/24,,1635,,,1619,,,1598,,,(9),,,
293,,,First Lien Secured Debt - Revolver,,10.25% (P+475),,06/05/24,,81,,,81,,,79,,,(9)(23),,,
294,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,06/05/24,,725,,,(17,,,(16,,,(8)(9)(21)(23),,,
295,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.50% Unfunded,,06/05/24,,10141,,,(214,,,(230,,,(8)(9)(21)(23),,,
296,,,,,,,,,,,15614,,,15477,,,,,,,
297,Analogic Corporation,,First Lien Secured Debt,,"8.50% (1M L+600, 1.00% Floor)",,06/22/24,,27254,,,26661,,,26982,,,(9),,,
298,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,06/22/23,,2609,,,(55,,,(26,,,(8)(9)(21)(23),,,
299,,,,,,,,,,,26606,,,26956,,,,,,,
300,Aptevo Therapeutics Inc.,,First Lien Secured Debt,,"10.10% (1M L+760, 0.50% Floor)",,02/01/23,,8571,,,8730,,,8521,,,(9),,,
301,"Argon Medical Devices Holdings, Inc.",,Second Lien Secured Debt,,"10.50% (1M L+800, 1.00% Floor)",,01/23/26,,19600,,,19516,,,19306,,,(10),,,
302,AVG Intermediate Holdings LLC,,First Lien Secured Debt,,12.50% (P+700),,02/08/24,,15000,,,14672,,,14651,,,(9),,,
303,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00% Unfunded,,02/08/24,,14500,,,(317,,,(338,,,(8)(9)(21)(23),,,
304,,,,,,,,,,,14355,,,14313,,,,,,,
305,"BioClinica Holding I, LP",,Second Lien Secured Debt,,"11.00% (3M L+825, 1.00% Floor)",,10/21/24,,24612,,,24251,,,22151,,,(10),,,
306,Cerus Corporation,,First Lien Secured Debt,,"7.95% (1M L+545, 1.80% Floor)",,03/01/24,,12000,,,11940,,,11940,,,(9)(17),,,
307,,,First Lien Secured Debt - Unfunded Revolver,,0.00% Unfunded,,03/01/24,,500,,,(1,,,(4,,,(8)(9)(17)(21)(23),,,
308,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00% Unfunded,,03/01/24,,9000,,,(44,,,(46,,,(8)(9)(17)(21)(23),,,
309,,,,,,,,,,,11895,,,11890,,,,,,,
310,Emmes Corporation,,,,,,,,,,,,,,,,,,,,
311,"Emmes Blocker, Inc.",,Common Equity/Interests - Common Stock,,N/A,,N/A,,306 Shares,,,306,,,306,,,(9)(13),,,
312,"The Emmes Company, LLC",,First Lien Secured Debt,,"8.00% (1M L+550, 1.00% Floor)",,03/03/25,,12245,,,12064,,,11939,,,(9),,,
313,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,03/03/25,,2449,,,(36,,,(61,,,(8)(9)(21)(23),,,
314,,,,,,,,,,,12334,,,12184,,,,,,,
315,"Genesis Healthcare, Inc.",,First Lien Secured Debt,,"8.59% (3M L+600, 0.50% Floor)",,03/06/23,,25000,,,24705,,,24713,,,(9),,,
316,,,First Lien Secured Debt,,"13.59% (3M L+1100, 1.00% Floor)",,03/06/23,,9130,,,8987,,,9026,,,(9),,,
317,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (29),,Fair  Value (1) (30),,,,,,,,
318,,,First Lien Secured Debt - Revolver,,"8.59% (3M L+600, 0.50% Floor)",,03/06/23,,11077,,,11077,,,10953,,,(9)(23),,,
319,,,First Lien Secured Debt - Revolver,,"5.84% (3M L+325, 0.50% Floor)",,03/06/23,,9030,,,9030,,,8928,,,(9)(23),,,
320,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,03/06/23,,36097,,,(556,,,(404,,,(8)(9)(21)(23),,,
321,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,02/02/20,,4666,,,(161,,,(52,,,(8)(9)(21)(23),,,
322,,,,,,,,,,,53082,,,53164,,,,,,,
323,"Lanai Holdings III, Inc.",,Second Lien Secured Debt,,"11.24% (3M L+850, 1.00% Floor)",,08/28/23,,17391,,,17064,,,15652,,,(10),,,
324,"LSCS Holdings, Inc",,Second Lien Secured Debt,,10.83% (2M L+825),,03/16/26,,19818,,,19415,,,19718,,,,,,
325,"Maxor National Pharmacy Services, LLC",,First Lien Secured Debt,,"8.60% (3M L+600, 1.00% Floor)",,11/22/23,,24732,,,24257,,,24278,,,(9),,,
326,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,11/22/22,,1558,,,(28,,,(28,,,(8)(9)(21)(23),,,
327,,,,,,,,,,,24229,,,24250,,,,,,,
328,"Partner Therapeutics, Inc",,First Lien Secured Debt,,"9.15% (1M L+665, 1.00% Floor)",,01/01/23,,10000,,,9859,,,9785,,,(9),,,
329,,,Preferred Equity - Preferred Stock,,N/A,,N/A,,"55,556 Shares",,,333,,,333,,,(9),,,
330,,,Common Equity/Interests - Warrants,,N/A,,N/A,,"33,333 Warrants",,,135,,,93,,,(9)(13),,,
331,,,,,,,,,,,10327,,,10211,,,,,,,
332,"PHS Buyer, Inc.",,First Lien Secured Debt,,"7.99% (3M L+525, 1.00% Floor)",,01/31/25,,13000,,,12716,,,12708,,,(9),,,
333,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,01/31/25,,2000,,,(44,,,(45,,,(8)(9)(21)(23),,,
334,,,,,,,,,,,12672,,,12663,,,,,,,
335,"ProPharma Group Intermediate, LLC",,First Lien Secured Debt,,"8.50% (1M L+600, 0.50% Floor)",,07/12/23,,11062,,,10957,,,10951,,,,,,
336,,,First Lien Secured Debt,,"8.50% (1M L+600, 0.50% Floor)",,01/13/20,,412,,,410,,,408,,,,,,
337,,,First Lien Secured Debt,,"8.50% (1M L+600, 0.50% Floor)",,07/12/23,,€,6422,,,7253,,,7138,,,,,
338,,,First Lien Secured Debt,,"8.50% (1M L+600, 0.50% Floor)",,07/12/23,,£,1878,,,2439,,,2423,,,,,
339,,,First Lien Secured Debt,,"8.50% (1M L+600, 0.50% Floor)",,01/13/20,,£,2389,,,3111,,,3082,,,,,
340,,,First Lien Secured Debt - Revolver,,"8.48% (1M L+600, 0.50% Floor)",,07/12/23,,757,,,757,,,750,,,(23),,,
341,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,07/12/23,,275,,,(10,,,(3,,,(8)(21)(23),,,
342,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.50% Unfunded,,01/13/20,,1,,,(1,,,(4,,,(8)(21)(23),,,
343,,,,,,,,,,,24916,,,24745,,,,,,,
344,"PTC Therapeutics, Inc",,First Lien Secured Debt,,"8.65% (1M L+615, 1.00% Floor)",,05/01/21,,12666,,,12633,,,12792,,,(9)(17),,,
345,"RiteDose Holdings I, Inc.",,First Lien Secured Debt,,"9.09% (3M L+650, 1.00% Floor)",,09/13/23,,14813,,,14454,,,14377,,,(9),,,
346,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,09/13/22,,2000,,,(45,,,(51,,,(8)(9)(21)(23),,,
347,,,,,,,,,,,14409,,,14326,,,,,,,
348,"Teladoc, Inc.",,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,07/14/20,,1306,,,(29,,,-,,,(17)(21)(23),,,
349,,,First Lien Secured Debt - Letters of Credit,,7.25%,,04/12/19- 05/15/20,,360,,,-,,,-,,,(17)(23),,,
350,,,,,,,,,,,(29,,,-,,,,,,,
351,"TherapeuticsMD, Inc.",,First Lien Secured Debt,,"10.25% (1M L+775, 1.50% Floor)",,05/01/23,,22500,,,22459,,,22275,,,(9)(17),,,
352,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00% Unfunded,,05/01/23,,37500,,,(313,,,(375,,,(8)(9)(17)(21)(23),,,
353,,,,,,,,,,,22146,,,21900,,,,,,,
354,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (29),,Fair  Value (1) (30),,,,,,,,
355,"Wright Medical Group, Inc.",,First Lien Secured Debt,,"10.35% (1M L+785, 1.00% Floor)",,12/23/21,,6666,,,6565,,,6666,,,(9)(17),,,
356,,,First Lien Secured Debt - Revolver,,"6.75% (1M L+425, 0.75% Floor)",,12/23/21,,7666,,,7666,,,7590,,,(9)(17)(23),,,
357,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/23/21,,50667,,,(354,,,(507,,,(8)(9)(17)(21)(23),,,
358,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00% Unfunded,,12/23/21,,11667,,,(100,,,-,,,(9)(17)(21)(23),,,
359,,,,,,,,,,,13777,,,13749,,,,,,,
360,Total Healthcare & Pharmaceuticals,,,,369032,,,,364740,,,,,,,,,,,,
361,High Tech Industries,,,,,,,,,,,,,,,,,,,,
362,API Healthcare Holding Corporation,,First Lien Secured Debt -  Unfunded Revolver,,1.00% Unfunded,,02/11/22,,,5000,,,,(96,,,,-,,,(9)(21)(23)
363,"ChargePoint, Inc.",,First Lien Secured Debt,,"9.05% (1M L+655, 1.25% Floor)",,06/01/23,,10500,,,10410,,,10422,,,(9),,,
364,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00% Unfunded,,06/01/23,,3000,,,(26,,,-,,,(9)(21)(23),,,
365,,,,,,,,,,,10384,,,10422,,,,,,,
366,ChyronHego Corporation,,First Lien Secured Debt,,"7.43% (3M L+643, 1.00% Floor)",,03/09/20,,34346,,,34200,,,32286,,,(18),,,
367,"DigiCert Holdings, Inc.",,Second Lien Secured Debt,,"10.50% (1M L+800, 1.00% Floor)",,10/31/25,,12157,,,12107,,,11998,,,(10),,,
368,"FiscalNote, Inc.",,First Lien Secured Debt,,"10.50% (1M L+800, 1.00% Floor)",,08/21/23,,28125,,,27446,,,27352,,,(9),,,
369,,,First Lien Secured Debt - Revolver,,"10.50% (1M L+800, 1.00% Floor)",,08/21/23,,1313,,,1313,,,1276,,,(9)(23),,,
370,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,08/21/23,,1313,,,(63,,,(36,,,(8)(9)(21)(23),,,
371,,,Preferred Equity - Series F Preferred Stock,,N/A,,N/A,,"259,565 Shares",,,1500,,,1500,,,(9),,,
372,,,,,,,,,,,30196,,,30092,,,,,,,
373,"International Cruise & Excursion Gallery, Inc.",,First Lien Secured Debt,,"7.75% (1M L+525, 1.00% Floor)",,06/06/25,,14888,,,14622,,,14776,,,,,,
374,LabVantage Solutions,,,,,,,,,,,,,,,,,,,,
375,LabVantage Solutions Inc.,,First Lien Secured Debt,,"10.00% (1M L+750, 1.00% Floor)",,12/29/20,,11543,,,11411,,,11428,,,,,,
376,LabVantage Solutions Limited,,First Lien Secured Debt,,"8.50% (E+750, 1.00% Floor)",,12/29/20,,€,11630,,,12373,,,12928,,,(17),,
377,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/29/20,,€,3435,,,(36,,,(39,,,(8)(17)(21)(23),,
378,,,,,,,,,,,12337,,,12889,,,,,,,
379,Magnate Holding Corp.,,First Lien Secured Debt,,"8.60% (3M L+600, 1.00% Floor)",,12/16/24,,16670,,,16433,,,16430,,,(9)(17),,,
380,,,First Lien Secured Debt - Revolver,,"7.60% (3M L+500, 1.00% Floor)",,12/14/23,,1857,,,1857,,,1830,,,(9)(17)(23),,,
381,,,First Lien Secured Debt - Unfunded Revolver,,1.75% Unfunded,,12/14/23,,1473,,,(47,,,(21,,,(8)(9)(17)(21)(23),,,
382,,,,,,,,,,,18243,,,18239,,,,,,,
383,"Omnitracs, LLC",,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,03/23/23,,3750,,,(268,,,(338,,,(8)(21)(23),,,
384,Sirsi Corporation,,First Lien Secured Debt,,"7.23% (1M L+475, 1.00% Floor)",,03/15/24,,7071,,,6966,,,6965,,,(9),,,
385,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,03/15/24,,429,,,(6,,,(6,,,(8)(9)(21)(23),,,
386,,,,,,,,,,,6960,,,6959,,,,,,,
387,Telestream Holdings Corporation,,First Lien Secured Debt,,"7.61% (6M L+645, 1.00% Floor)",,03/24/22,,35980,,,35754,,,35261,,,(18),,,
388,Tibco Software Inc.,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/05/19,,6000,,,(8,,,(450,,,(8)(21)(23),,,
389,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (29),,Fair  Value (1) (30),,,,,,,,
390,"ZPower, LLC",,First Lien Secured Debt,,"10.25% (1M L+775, 1.00% Floor)",,07/01/22,,6666,,,6711,,,6617,,,(9),,,
391,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00% Unfunded,,07/01/22,,1667,,,(6,,,(13,,,(8)(9)(21)(23),,,
392,,,Common Equity/Interests - Warrants,,N/A,,N/A,,"29,630 Warrants",,,48,,,57,,,(9)(13),,,
393,,,,,,,,,,,6753,,,6661,,,,,,,
394,Total High Tech Industries,,,,192595,,,,190223,,,,,,,,,,,,
395,"Hotel, Gaming, Leisure, Restaurants",,,,,,,,,,,,,,,,,,,,
396,GFRC Holdings LLC,,First Lien Secured Debt,,"10.63% (3M L+800 Cash (L+800 PIK Toggle), 1.50% Floor)",,02/01/22,,,2500,,,,2500,,,,2500,,,
397,"Total Hotel, Gaming, Leisure, Restaurants",,,,2500,,,,2500,,,,,,,,,,,,
398,"Manufacturing, Capital Equipment",,,,,,,,,,,,,,,,,,,,
399,AVAD,,,,,,,,,,,,,,,,,,,,
400,AVAD Canada Ltd.,,First Lien Secured Debt - Revolver,,"6.50% (1M L+400, 1.00% Floor)",,10/2/23,,,636,,,636,,,626,,,(9)(23),,
401,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,10/2/23,,364,,,(18,,,(6,,,(8)(9)(21)(23),,,
402,"AVAD, LLC",,First Lien Secured Debt,,"10.25% (1M L+775, 1.00% Floor)",,10/2/23,,9653,,,9476,,,9457,,,(9),,,
403,,,First Lien Secured Debt - Revolver,,"6.50% (1M L+400, 1.00% Floor)",,10/2/23,,11650,,,11650,,,11461,,,(9)(23),,,
404,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,10/2/23,,4016,,,(282,,,(65,,,(8)(9)(21)(23),,,
405,,,,,,,,,,,21462,,,21473,,,,,,,
406,MedPlast Holdings Inc.,,Second Lien Secured Debt,,10.35% (3M L+775),,07/02/26,,8000,,,7927,,,8000,,,(10),,,
407,"Total Manufacturing, Capital Equipment",,,,29389,,,,29473,,,,,,,,,,,,
408,Media – Diversified & Production,,,,,,,,,,,,,,,,,,,,
409,SESAC Holdco II LLC,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,02/23/22,,,587,,,,(31,,,,(44,,,(8)(10)(21)(23)
410,,,Second Lien Secured Debt,,"9.75% (1M L+725, 1.00% Floor)",,02/24/25,,3241,,,3217,,,3217,,,(10),,,
411,,,,,,,,,,,3186,,,3173,,,,,,,
412,"Sonar Entertainment, Inc.",,First Lien Secured Debt,,"10.10% (1M L+760, 1.25% Floor)",,11/15/21,,9267,,,9125,,,9104,,,(9),,,
413,,,First Lien Secured Debt - Revolver,,"10.10% (1M L+760, 1.25% Floor)",,11/15/21,,5856,,,5856,,,5753,,,(9)(23),,,
414,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,11/15/21,,16975,,,(349,,,(297,,,(8)(9)(21)(23),,,
415,,,,,,,,,,,14632,,,14560,,,,,,,
416,Total Media – Diversified & Production,,,,17818,,,,17733,,,,,,,,,,,,
417,Metals & Mining,,,,,,,,,,,,,,,,,,,,
418,"Magnetation, LLC",,First Lien Secured Debt,,10.60% (3M L+800 Cash (PIK Toggle)),,12/31/19,,,1225,,,,1146,,,,221,,,(13)(14)
419,Total Metals & Mining,,,,1146,,,,221,,,,,,,,,,,,
420,Telecommunications,,,,,,,,,,,,,,,,,,,,
421,IPC Corporation,,First Lien Secured Debt,,"7.76% (3M L+500, 1.00% Floor)",,08/06/21,,,10000,,,,9928,,,,8888,,,(9)
422,"Securus Technologies Holdings, Inc.",,Second Lien Secured Debt,,"10.75% (1M L+825, 1.00% Floor)",,11/01/25,,12878,,,12772,,,12653,,,(10),,,
423,Total Telecommunications,,,,22700,,,,21541,,,,,,,,,,,,
424,"Transportation – Cargo, Distribution",,,,,,,,,,,,,,,,,,,,
425,"Dynamic Product Tankers, LLC (5)",,First Lien Secured Debt,,9.60% (3M L+700),,06/30/23,,,42000,,,41830,,,42000,,,(17),,
426,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (29),,Fair  Value (1) (30),,,,,,,,
427,,,First Lien Secured Debt - Letters of Credit,,2.25%,,09/20/19 - 03/31/21,,6050,,,-,,,-,,,(17)(23),,,
428,,,Common Equity/Interests - Class A Units,,N/A,,N/A,,N/A,,,49806,,,36879,,,(17)(24),,,
429,,,,,,,,,,,91636,,,78879,,,,,,,
430,MSEA Tankers LLC (5),,Common Equity/Interests - Class A Units,,N/A,,N/A,,N/A,,,74450,,,73369,,,(17)(25),,,
431,"PT Intermediate Holdings III, LLC",,Second Lien Secured Debt,,"10.60% (3M L+800, 1.00% Floor)",,12/08/25,,9375,,,9296,,,9281,,,,,,
432,"Total Transportation – Cargo, Distribution",,,,175382,,,,161529,,,,,,,,,,,,
433,Utilities – Electric,,,,,,,,,,,,,,,,,,,,
434,Asset Repackaging Trust Six B.V.,,Structured Products and Other,,12.05%,,05/18/27,,,58411,,,,26480,,,,32659,,,(11)(17)(19)
435,Total Utilities – Electric,,,,26480,,,,32659,,,,,,,,,,,,
436,Total Investments before Cash Equivalents and Option Contracts,,,,,2458111,,,,2408132,,,,,,,,,,,
437,J.P. Morgan U.S. Government Money Market Fund,,N/A,,N/A,,N/A,,,36280,,,,36280,,,,36280,,,(22)
438,Total Investments after Cash Equivalents,,,,,2494391,,,,2444412,,,(6)(7),,,,,,,,
439,(4),"Denotes investments in which we are an “Affiliated Person,” as defined in the 1940 Act, due to holding the power to vote or owning 5% or more of the outstanding voting securities of the investment but not controlling the company. Fair value as of  March 31, 2018  and  March 31, 2019  along with transactions during the  year ended March 31, 2019  in these affiliated investments are as follows:",,,,,,,,,,,,,,,,,,,
440,(5),"Denotes investments in which we are deemed to exercise a controlling influence over the management or policies of a company, as defined in the 1940 Act, due to beneficially owning, either directly or through one or more controlled companies, more than 25% of the outstanding voting securities of the investment. Fair value as of  March 31, 2018  and  March 31, 2019  along with transactions during the  year ended March 31, 2019  in these controlled investments are as follows:",,,,,,,,,,,,,,,,,,,
441,(14),Non-accrual status (See  Note 2  to the financial statements).,,,,,,,,,,,,,,,,,,,
442,(21),The rates associated with these undrawn committed revolvers and delayed draw term loans represent rates for commitment and unused fees.,,,,,,,,,,,,,,,,,,,
443,(23),"As of  March 31, 2019  , the Company had the following commitments to fund various revolving and delayed draw senior secured and subordinated loans, including commitments to issue letters of credit through a financial intermediary on behalf of certain portfolio companies. Such commitments are subject to the satisfaction of certain conditions set forth in the documents governing these loans and letters of credit and there can be no assurance that such conditions will be satisfied. See  Note 10  to the financial statements for further information on revolving and delayed draw loan commitments, including commitments to issue letters of credit, related to certain portfolio companies.",,,,,,,,,,,,,,,,,,,
444,Portfolio Company,Total Commitment,Drawn Commitment,Letters of Credit,Undrawn Commitment,,,,,,,,,,,,,,,,
445,"Simplifi Holdings, Inc.",2400,,-,,-,,2400,,,,,,,,,,,,,
446,Sirsi Corporation,429,,-,,-,,429,,,,,,,,,,,,,
447,"SONAR ENTERTAINMENT, INC.",22831,,5856,,-,,16975,,,,,,,,,,,,,
448,"Teladoc, Inc.",1666,,-,,360,,1306,,,,,,,,,,,,,
449,"Ten-X, LLC",4680,,-,,-,,4680,,,,,,,,,,,,,
450,TGG TS Acquisition Company,1750,,690,,-,,1060,,,,,,,,,,,,,
451,"The Emmes Company, LLC",2449,,-,,-,,2449,,,,,,,,,,,,,
452,"TherapeuticsMD, Inc.",37500,,-,,-,,37500,,,,,,,,,,,,,
453,Tibco Software Inc.,6000,,-,,-,,6000,,,,,,,,,,,,,
454,"Tidewater Consumer Receivables, LLC",2334,,792,,-,,1542,,,,,,,,,,,,,
455,TNT Crust LLC,1626,,-,,-,,1626,,,,,,,,,,,,,
456,"TricorBraun Holdings, Inc.",5626,,1628,,-,,3998,,,,,,,,,,,,,
457,"USLS Acquisition, Inc.",5199,,536,,86,,4577,,,,,,,,,,,,,
458,"Vertafore, Inc.",15000,,-,,424,,14576,,,,,,,,,,,,,
459,"Westfall Technik, Inc.",5159,,135,,-,,5024,,,,,,,,,,,,,
460,"Wright Medical Group, Inc.",70000,,7666,,-,,62334,,,,,,,,,,,,,
461,"ZPower, LLC",1667,,-,,-,,1667,,,,,,,,,,,,,
462,Total Commitments,,522038,,,99766,,,23542,,,398730,,,,,,,,,
463,(29),"The following shows the composition of the Company’s portfolio at cost by control designation, investment type and industry as of  March 31, 2019  :",,,,,,,,,,,,,,,,,,,
464,(30),"The following shows the composition of the Company’s portfolio at fair value by control designation, investment type and industry as of  March 31, 2019  :",,,,,,,,,,,,,,,,,,,
465,Industry Classification,"Percentage of Total Investments (at Fair Value) as of March 31, 2019",,,,,,,,,,,,,,,,,,,
466,Aviation and Consumer Transport,17.7%,,,,,,,,,,,,,,,,,,,
467,Healthcare & Pharmaceuticals,15.1%,,,,,,,,,,,,,,,,,,,
468,Business Services,14.6%,,,,,,,,,,,,,,,,,,,
