,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
236,,,First Lien Secured Debt - Unfunded Delayed Draw,,2.59 Unfunded,,04/06/24,,A$,232,,,(9,,,(3,,,(8)(17)(21)(23),,
237,,,,,,,,,,,4903,,,4651,,,,,,,
238,"Paper Source, Inc.",,First Lien Secured Debt,,"9.52 (3M L+700, 1.00 Floor)",,05/22/24,,11918,,,11685,,,11679,,,(9),,,
239,,,First Lien Secured Debt - Revolver,,11.50 (P+600),,05/22/24,,1274,,,1274,,,1248,,,(9)(23),,,
240,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,05/22/24,,1808,,,(60,,,(36,,,(8)(9)(21)(23),,,
241,,,,,,,,,,,12899,,,12891,,,,,,,
242,"Pinstripe Holdings, LLC",,First Lien Secured Debt,,8.41 (2M L+600),,01/17/25,,6983,,,6853,,,6878,,,,,,
243,"Tidewater Consumer Receivables, LLC",,First Lien Secured Debt,,8.15 (1M L+575),,12/28/23,,11333,,,11231,,,11220,,,(9)(17),,,
244,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (29),,Fair  Value (1) (30),,,,,,,,
245,,,First Lien Secured Debt - Revolver,,8.15 (1M L+575),,12/28/23,,792,,,792,,,784,,,(9)(17)(23),,,
246,,,First Lien Secured Debt - Unfunded Revolver,,0.00 Unfunded,,12/28/23,,1542,,,(10,,,(15,,,(8)(9)(17)(21)(23),,,
247,,,,,,,,,,,12013,,,11989,,,,,,,
248,"U.S. Auto Finance, Inc.",,First Lien Secured Debt,,7.07 (3M L+475),,04/17/22,,11000,,,10963,,,10956,,,(9),,,
249,,,First Lien Secured Debt - Revolver,,7.82 (3M L+550),,04/17/22,,8652,,,8652,,,8614,,,(9)(23),,,
250,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,04/17/22,,11348,,,(97,,,(50,,,(8)(9)(21)(23),,,
251,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.50 Unfunded,,04/17/22,,9000,,,(56,,,(41,,,(8)(9)(21)(23),,,
252,,,First Lien Secured Debt - Unfunded Delayed Draw,,2.00 Unfunded,,12/31/20,,2000,,,(54,,,(54,,,(8)(9)(21)(23),,,
253,,,,,,,,,,,19408,,,19425,,,,,,,
254,Total Consumer Services,,,,97867,,,,97563,,,,,,,,,,,,
255,"Containers, Packaging & Glass",,,,,,,,,,,,,,,,,,,,
256,"Sprint Industrial Holdings, LLC",,Second Lien Secured Debt,,13.5 PIK,,11/14/19,,,22505,,,,22141,,,,22289,,,
257,,,Common Equity/Interests - Warrants,,N/A,,N/A,,"7,341 Warrants",,,0,,,0,,,(13)(26),,,
258,,,,,,,,,,,22141,,,22289,,,,,,,
259,"TricorBraun Holdings, Inc.",,First Lien Secured Debt - Revolver,,7.75 (P+225),,11/30/21,,1418,,,1418,,,1419,,,(23),,,
260,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,11/30/21,,4208,,,(245,,,0,,,(21)(23),,,
261,,,1173,,,1419,,,,,,,,,,,,,,,
262,"Total Containers, Packaging & Glass",,,,23314,,,,23708,,,,,,,,,,,,
263,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,,,,,,,,,,,,,,,,,
264,Alera Group Intermediate Holdings,,First Lien Secured Debt,,6.90 (1M L+450),,08/01/25,,,19950,,,,19786,,,,19962,,,(10)
265,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00 Unfunded,,08/01/25,,8000,,,(68,,,(72,,,(8)(21)(23),,,
266,,,,,,,,,,,19718,,,19890,,,,,,,
267,Compu-Link Corporation,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,06/11/24,,2273,,,(51,,,(51,,,(8)(9)(21)(23),,,
268,"Exeter Property Group, LLC",,First Lien Secured Debt,,6.90 (1M L+450),,08/28/24,,4808,,,4740,,,4738,,,(9),,,
269,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,08/28/24,,192,,,(3,,,(3,,,(8)(9)(21)(23),,,
270,,,,,,,,,,,4737,,,4735,,,,,,,
271,"Flock SPV I, LLC",,First Lien Secured Debt,,8.90 (1M L+650),,08/30/22,,9333,,,9270,,,9223,,,(9)(17),,,
272,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,08/30/22,,1333,,,(11,,,(16,,,(8)(9)(17)(21)(23),,,
273,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.50 Unfunded,,08/30/22,,9333,,,(84,,,(111,,,(8)(9)(17)(21)(23),,,
274,,,,,,,,,,,9175,,,9096,,,,,,,
275,"Golden Bear 2016-R, LLC (4)",,Structured Products and Other - Membership Interests,,N/A,,09/20/42,,0,,,16646,,,12961,,,(3)(17),,,
276,Mayfield Agency Borrower Inc.,,Second Lien Secured Debt,,10.90 (1M L+850),,03/02/26,,5000,,,4937,,,4944,,,(10),,,
277,"Peer Advisors, LLC",,First Lien Secured Debt,,"7.30 (1M L+550, 1.00 Floor)",,06/11/24,,22727,,,22222,,,22216,,,(9),,,
278,"Purchasing Power, LLC",,First Lien Secured Debt,,7.90 (1M L+550),,08/09/19,,13906,,,13906,,,13888,,,(9),,,
279,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (29),,Fair  Value (1) (30),,,,,,,,
280,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,08/09/19,,2343,,,(1,,,(3,,,(8)(9)(21)(23),,,
281,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.50 Unfunded,,08/09/19,,2702,,,(6,,,(4,,,(8)(9)(21)(23),,,
282,,,,,,,,,,,13899,,,13881,,,,,,,
283,"Taupo River II, LLC",,First Lien Secured Debt,,"7.57 (3M L+525, 1.00 Floor)",,06/08/20,,14000,,,13965,,,13964,,,(9)(17),,,
284,"Ten-X, LLC",,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,09/29/22,,4680,,,(274,,,(293,,,(8)(21)(23),,,
285,"Total Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,104974,,,,101343,,,,,,,,,,,,
286,Energy – Electricity,,,,,,,,,,,,,,,,,,,,
287,"AMP Solar Group, Inc. (4)",,Common Equity/Interests - Class A Common Unit,,N/A,,N/A,,"243,646 Shares",,,,10000,,,,6485,,,(13)(17),
288,Renew Financial,,,,,,,,,,,,,,,,,,,,
289,"AIC SPV Holdings II, LLC (4)",,Preferred Equity - Preferred Stock,,N/A,,N/A,,"534,375 Shares",,,534,,,639,,,(15)(17),,,
290,"Renew Financial LLC (f/k/a Renewable Funding, LLC) (4)",,Preferred Equity - Series B Preferred Stock,,N/A,,N/A,,"1,505,868 Shares",,,8343,,,14844,,,(13),,,
291,,,Preferred Equity - Series D Preferred Stock,,N/A,,N/A,,"436,689 Shares",,,5568,,,5955,,,(13),,,
292,Renew JV LLC (4),,Common Equity/Interests - Membership Interests,,N/A,,N/A,,N/A,,,1827,,,2696,,,(13)(17),,,
293,,,,,,,,,,,16272,,,24134,,,,,,,
294,Solarplicity Group,,,,,,,,,,,,,,,,,,,,
295,Solarplicity Group Limited (4),,First Lien Secured Debt,,N/A,,11/30/22,,£,4331,,,5811,,,1761,,,(3)(13)(17),,
296,Solarplicity UK Holdings Limited,,First Lien Secured Debt,,4.00,,03/08/23,,£,5562,,,7637,,,6983,,,(17),,
297,,,Preferred Equity - Preferred Stock,,N/A,,N/A,,"4,286 Shares",,,5861,,,4757,,,(2)(13)(17),,,
298,,,Common Equity/Interests - Ordinary Shares,,N/A,,N/A,,"2,825 Shares",,,4,,,81,,,(2)(13)(17),,,
299,,,,,,,,,,,19313,,,13582,,,,,,,
300,Total Energy – Electricity,,,,45585,,,,44201,,,,,,,,,,,,
301,Energy – Oil & Gas,,,,,,,,,,,,,,,,,,,,
302,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.) (5)",,First Lien Secured Debt,,8.00 Cash (10.00 PIK Toggle),,03/29/20,,,7000,,,,7000,,,,7000,,,
303,,,Second Lien Secured Debt,,10.00 PIK Toggle (8.00 Cash),,03/29/21,,34554,,,34554,,,34554,,,,,,
304,,,Common Equity/Interests - Common Stock,,N/A,,N/A,,"5,000,000 Shares",,,30078,,,681,,,(13),,,
305,,,,,,,,,,,71632,,,42235,,,,,,,
306,"Pelican Energy, LLC (4)",,Common Equity/Interests - Membership Interests,,N/A,,N/A,,"1,444 Shares",,,17508,,,4415,,,(13)(16)(17),,,
307,"SHD Oil & Gas, LLC (5)",,First Lien Secured Debt - Tranche C Note,,12.00,,07/31/20,,20400,,,20400,,,21012,,,,,,
308,,,First Lien Secured Debt - Tranche A Note,,4.00,,07/31/20,,45457,,,45457,,,46821,,,,,,
309,,,First Lien Secured Debt - Tranche B Note,,3 PIK,,07/31/20,,82577,,,44380,,,31683,,,(13)(14),,,
310,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00 Unfunded,,07/31/20,,1600,,,0,,,0,,,(21)(23),,,
311,,,Common Equity/Interests - Series A Units,,N/A,,N/A,,"7,600,000 Shares",,,1411,,,0,,,(13)(16),,,
312,,,,,,,,,,,111648,,,99516,,,,,,,
313,Total Energy – Oil & Gas,,,,200788,,,,146166,,,,,,,,,,,,
314,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (29),,Fair  Value (1) (30),,,,,,,,
315,Food & Grocery,,,,,,,,,,,,,,,,,,,,
316,Bumble Bee Foods,,,,,,,,,,,,,,,,,,,,
317,"Bumble Bee Holdings, Inc.",,First Lien Secured Debt,,"10.52 (3M L+800, 1.00 Floor)",,08/15/23,,,15312,,,,15083,,,,14393,,,
318,Connors Bros Clover Leaf Seafoods Company,,First Lien Secured Debt,,"10.52 (3M L+800, 1.00 Floor)",,08/15/23,,4338,,,4273,,,4078,,,,,,
319,Total Food & Grocery,,,,19356,,,,18471,,,,,,,,,,,,
320,Healthcare & Pharmaceuticals,,,,,,,,,,,,,,,,,,,,
321,Altasciences,,,,,,,,,,,,,,,,,,,,
322,9360-1367 Quebec Inc.,,First Lien Secured Debt,,"8.77 (3M L+625, 1.00 Floor)",,06/09/23,,C$,2375,,,,1743,,,,1749,,,(9)(17)
323,,,First Lien Secured Debt,,"8.77 (3M L+625, 1.00 Floor)",,06/09/23,,,2862,,,2819,,,2755,,,(9)(17),,
324,"Altasciences US Acquisition, Inc.",,First Lien Secured Debt,,"8.77 (3M L+625, 1.00 Floor)",,06/09/23,,5123,,,5047,,,4931,,,(9),,,
325,,,First Lien Secured Debt,,"8.58 (3M L+625, 1.00 Floor)",,06/09/23,,920,,,920,,,885,,,(9)(27),,,
326,,,First Lien Secured Debt - Revolver,,"8.56 (3M L+625, 1.00 Floor)",,06/09/23,,962,,,962,,,926,,,(9)(23),,,
327,,,First Lien Secured Debt - Unfunded Revolver,,0.25 Unfunded,,06/09/23,,463,,,(21,,,(17,,,(8)(9)(21)(23)(27),,,
328,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.50 Unfunded,,06/09/23,,1931,,,(23,,,(72,,,(8)(9)(21)(23)(27),,,
329,,,,,,,,,,,11447,,,11157,,,,,,,
330,"Amerivet Partners Management, Inc.",,First Lien Secured Debt,,"8.15 (1M L+575, 1.00 Floor)",,06/05/24,,15972,,,15741,,,15622,,,(9),,,
331,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,06/05/24,,806,,,(17,,,(18,,,(8)(9)(21)(23),,,
332,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.50 Unfunded,,06/05/24,,10162,,,(204,,,(222,,,(8)(9)(21)(23),,,
333,,,,,,,,,,,15520,,,15382,,,,,,,
334,Analogic Corporation,,First Lien Secured Debt,,"8.40 (1M L+600, 1.00 Floor)",,06/22/24,,27186,,,26621,,,26914,,,(9),,,
335,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,06/22/23,,2609,,,(52,,,(26,,,(8)(9)(21)(23),,,
336,,,,,,,,,,,26569,,,26888,,,,,,,
337,Aptevo Therapeutics Inc.,,First Lien Secured Debt,,"10.00 (1M L+760, 0.50 Floor)",,02/01/23,,8571,,,8752,,,8549,,,(9),,,
338,"Argon Medical Devices Holdings, Inc.",,Second Lien Secured Debt,,"10.40 (1M L+800, 1.00 Floor)",,01/23/26,,19600,,,19519,,,19355,,,(10),,,
339,AVG Intermediate Holdings LLC,,First Lien Secured Debt,,"10.38 (1M L+800, 1.00 Floor)",,02/08/24,,6725,,,6586,,,6571,,,(9),,,
340,,,First Lien Secured Debt,,"10.36 (1M L+800, 1.00 Floor)",,02/08/24,,1993,,,1993,,,1948,,,(9),,,
341,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00 Unfunded,,02/08/24,,4507,,,(135,,,(103,,,(8)(9)(21)(23),,,
342,,,,,,,,,,,8444,,,8416,,,,,,,
343,"BioClinica Holding I, LP",,Second Lien Secured Debt,,"10.81 (3M L+825, 1.00 Floor)",,10/21/24,,24612,,,24264,,,23012,,,(10),,,
344,Cerus Corporation,,First Lien Secured Debt,,"7.85 (1M L+545, 1.80 Floor)",,03/01/24,,12000,,,11943,,,12013,,,(9)(17),,,
345,,,First Lien Secured Debt - Revolver,,"6.15 (1M L+375, 1.80 Floor)",,03/01/24,,188,,,188,,,188,,,(9)(17)(23),,,
346,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,03/01/24,,312,,,(1,,,0,,,(9)(17)(21)(23),,,
347,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00 Unfunded,,03/01/24,,9000,,,(42,,,0,,,(9)(17)(21)(23),,,
348,,,,,,,,,,,12088,,,12201,,,,,,,
349,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (29),,Fair  Value (1) (30),,,,,,,,
350,Emmes Corporation,,,,,,,,,,,,,,,,,,,,
351,"Emmes Blocker, Inc.",,Common Equity - Common Stock,,N/A,,N/A,,306 Shares,,,306,,,306,,,(9)(13),,,
352,"The Emmes Company, LLC",,First Lien Secured Debt,,"7.90 (1M L+550, 1.00 Floor)",,03/03/25,,12214,,,12041,,,11909,,,(9),,,
353,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,03/03/25,,2449,,,(35,,,(61,,,(8)(9)(21)(23),,,
354,,,,,,,,,,,12312,,,12154,,,,,,,
355,"FPG Services, LLC",,First Lien Secured Debt,,"7.95 (3M L+550, 1.00 Floor)",,06/13/25,,12632,,,12381,,,12379,,,(9),,,
356,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,06/13/24,,2105,,,(42,,,(42,,,(8)(9)(21)(23),,,
357,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00 Unfunded,,06/13/25,,5263,,,(52,,,(53,,,(8)(9)(21)(23),,,
358,,,,,,,,,,,12287,,,12284,,,,,,,
359,"GB001, Inc.",,First Lien Secured Debt,,"8.55 (1M L+615, 2.00 Floor)",,05/01/24,,6000,,,5945,,,5997,,,(9)(17),,,
360,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00 Unfunded,,05/01/24,,24000,,,(232,,,0,,,(9)(17)(21)(23),,,
361,,,,,,,,,,,5713,,,5997,,,,,,,
362,"Genesis Healthcare, Inc.",,First Lien Secured Debt,,"8.32 (3M L+600, 0.50 Floor)",,03/06/23,,25000,,,24724,,,24733,,,(9),,,
363,,,First Lien Secured Debt,,"13.32 (3M L+1100, 1.00 Floor)",,03/06/23,,5478,,,5417,,,5397,,,(9),,,
364,,,First Lien Secured Debt - Revolver,,"8.32 (3M L+600, 0.50 Floor)",,03/06/23,,19059,,,19059,,,18862,,,(9)(23),,,
365,,,First Lien Secured Debt - Revolver,,"5.57 (3M L+325, 0.50 Floor)",,02/02/20,,10863,,,10863,,,10751,,,(9)(23),,,
366,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,03/06/23,,19898,,,(430,,,(206,,,(8)(9)(21)(23),,,
367,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,02/02/20,,11050,,,(64,,,(114,,,(8)(9)(21)(23),,,
368,,,First Lien Secured Debt - Unfunded Delayed Draw,,2.00 Unfunded,,03/06/23,,3652,,,0,,,(54,,,(8)(9)(21)(23),,,
369,,,,,,,,,,,59569,,,59369,,,,,,,
370,"IMA Group Management Company, LLC",,First Lien Secured Debt,,"7.83 (3M L+550, 1.00 Floor)",,05/30/24,,4699,,,4654,,,4652,,,,,,
371,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,05/30/24,,289,,,(3,,,(3,,,(8)(21)(23),,,
372,,,,,,,,,,,4651,,,4649,,,,,,,
373,"Lanai Holdings III, Inc.",,Second Lien Secured Debt,,"11.08 (3M L+850, 1.00 Floor)",,08/28/23,,17391,,,17082,,,16087,,,,,,
374,"LSCS Holdings, Inc",,Second Lien Secured Debt,,10.58 (3M L+825),,03/16/26,,19818,,,19429,,,19703,,,,,,
375,"Maxor National Pharmacy Services, LLC",,First Lien Secured Debt,,"7.83 (3M L+550, 1.00 Floor)",,11/22/23,,24668,,,24220,,,24225,,,(9),,,
376,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,11/22/22,,1558,,,(26,,,(27,,,(8)(9)(21)(23),,,
377,,,,,,,,,,,24194,,,24198,,,,,,,
378,Orchard Therapeutics plc,,First Lien Secured Debt,,"8.40 (1M L+600, 1.00 Floor)",,05/24/24,,8333,,,8292,,,8292,,,(9)(17),,,
379,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00 Unfunded,,05/24/24,,16667,,,(82,,,(84,,,(8)(9)(17)(21)(23),,,
380,,,,,,,,,,,8210,,,8208,,,,,,,
381,"Partner Therapeutics, Inc",,First Lien Secured Debt,,"9.05 (1M L+665, 1.00 Floor)",,01/01/23,,11667,,,11537,,,11512,,,(9),,,
382,,,Preferred Equity - Preferred Stock,,N/A,,N/A,,"55,556 Shares",,,333,,,333,,,(9)(13),,,
383,,,Common Equity/Interests - Warrants,,N/A,,N/A,,"33,333 Warrants",,,135,,,89,,,(9)(13),,,
384,,,,,,,,,,,12005,,,11934,,,,,,,
385,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (29),,Fair  Value (1) (30),,,,,,,,
386,"PHS Buyer, Inc.",,First Lien Secured Debt,,"7.65 (1M L+525, 1.00 Floor)",,01/31/25,,12968,,,12696,,,12708,,,(9),,,
387,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,01/31/25,,2000,,,(42,,,(40,,,(8)(9)(21)(23),,,
388,,,,,,,,,,,12654,,,12668,,,,,,,
389,"ProPharma Group Intermediate, LLC",,First Lien Secured Debt,,"8.40 (1M L+600, 0.50 Floor)",,07/12/23,,€,6405,,,7239,,,7222,,,,,
390,,,First Lien Secured Debt,,"8.40 (1M L+600, 0.50 Floor)",,07/12/23,,£,1869,,,2428,,,2354,,,,,
391,,,First Lien Secured Debt,,"8.40 (1M L+600, 0.50 Floor)",,01/13/20,,£,2389,,,3118,,,3010,,,,,
392,,,First Lien Secured Debt,,"8.40 (1M L+600, 0.50 Floor)",,07/12/23,,11034,,,10936,,,10924,,,,,,
393,,,First Lien Secured Debt,,"8.40 (1M L+600, 0.50 Floor)",,01/13/20,,411,,,409,,,407,,,,,,
394,,,First Lien Secured Debt - Revolver,,"8.40 (1M L+600, 0.50 Floor)",,07/12/23,,688,,,688,,,681,,,(23),,,
395,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,07/12/23,,344,,,(9,,,(3,,,(8)(21)(23),,,
396,,,,,,,,,,,24809,,,24595,,,,,,,
397,"PTC Therapeutics, Inc",,First Lien Secured Debt,,"8.55 (1M L+615, 1.00 Floor)",,05/01/21,,12139,,,12111,,,12260,,,(9)(17),,,
398,"RiteDose Holdings I, Inc.",,First Lien Secured Debt,,"8.82 (3M L+650, 1.00 Floor)",,09/13/23,,14775,,,14437,,,14355,,,(9),,,
399,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,09/13/22,,2000,,,(42,,,(48,,,(8)(9)(21)(23),,,
400,,,,,,,,,,,14395,,,14307,,,,,,,
401,Royton Bidco Limited,,First Lien Secured Debt,,"8.31 (3M L+575, 0.50 Floor)",,05/09/25,,£,15588,,,19721,,,19244,,,(9)(17),,
402,,,First Lien Secured Debt - Unfunded Delayed Draw,,2.0125 Unfunded,,05/09/25,,£,4412,,,(84,,,(84,,,(8)(9)(17)(21)(23),,
403,,,,,,,,,,,19637,,,19160,,,,,,,
404,"Teladoc, Inc.",,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,07/14/20,,1306,,,(23,,,0,,,(17)(21)(23),,,
405,,,First Lien Secured Debt - Letters of Credit,,7.25,,01/13/20 - 05/11/20,,360,,,0,,,0,,,(17)(23),,,
406,,,,,,,,,,,(23,,,0,,,,,,,
407,"Wright Medical Group, Inc.",,First Lien Secured Debt,,"10.25 (1M L+785, 1.00 Floor)",,12/23/21,,6667,,,6575,,,6667,,,(9)(17),,,
408,,,First Lien Secured Debt - Revolver,,"6.65 (1M L+425, 0.75 Floor)",,12/23/21,,7666,,,7666,,,7590,,,(9)(17)(23),,,
409,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,12/23/21,,50667,,,(321,,,(507,,,(8)(9)(17)(21)(23),,,
410,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00 Unfunded,,12/23/21,,11667,,,(91,,,0,,,(9)(17)(21)(23),,,
411,,,,,,,,,,,13829,,,13750,,,,,,,
412,Total Healthcare & Pharmaceuticals,,,,399467,,,,396283,,,,,,,,,,,,
413,High Tech Industries,,,,,,,,,,,,,,,,,,,,
414,AMI US Holdings Inc.,,First Lien Secured Debt,,"7.90 (1M L+550, 1.00 Floor)",,04/01/25,,,22038,,,,21615,,,,21597,,,(9)
415,,,First Lien Secured Debt - Revolver,,7.90 (1M L+550),,04/01/24,,581,,,581,,,570,,,(9)(23),,,
416,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,04/01/24,,2326,,,(55,,,(47,,,(8)(9)(21)(23),,,
417,,,,,,,,,,,22141,,,22120,,,,,,,
418,"ChargePoint, Inc.",,First Lien Secured Debt,,"8.95 (1M L+655, 1.25 Floor)",,06/01/23,,10500,,,10416,,,10438,,,(9),,,
419,ChyronHego Corporation,,First Lien Secured Debt,,"7.43 (3M L+643, 1.00 Floor)",,03/09/20,,34346,,,34238,,,31942,,,(18),,,
420,"DigiCert Holdings, Inc.",,Second Lien Secured Debt,,"10.40 (1M L+800, 1.00 Floor)",,10/31/25,,12157,,,12109,,,12119,,,(10),,,
421,"FiscalNote, Inc.",,First Lien Secured Debt,,"10.40 (1M L+800, 1.00 Floor)",,08/21/23,,28125,,,27484,,,27352,,,(9),,,
422,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (29),,Fair  Value (1) (30),,,,,,,,
423,,,First Lien Secured Debt - Revolver,,"10.40 (1M L+800, 1.00 Floor)",,08/21/23,,2569,,,2569,,,2498,,,(9)(23),,,
424,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,08/21/23,,3806,,,(96,,,(105,,,(8)(9)(21)(23),,,
425,,,Preferred Equity - Series F Preferred Stock,,N/A,,N/A,,"259,565 Shares",,,1500,,,1500,,,(9)(13),,,
426,,,,,,,,,,,31457,,,31245,,,,,,,
427,"International Cruise & Excursion Gallery, Inc.",,First Lien Secured Debt,,"7.65 (1M L+525, 1.00 Floor)",,06/06/25,,14850,,,14596,,,14794,,,,,,
428,LabVantage Solutions,,,,,,,,,,,,,,,,,,,,
429,LabVantage Solutions Inc.,,First Lien Secured Debt,,"9.90 (1M L+750, 1.00 Floor)",,12/29/20,,11262,,,11151,,,11262,,,,,,
430,LabVantage Solutions Limited,,First Lien Secured Debt,,8.50 (E+750),,12/29/20,,€,11372,,,12120,,,12951,,,(17),,
431,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,12/29/20,,€,3435,,,(30,,,0,,,(17)(21)(23),,
432,,,,,,,,,,,23241,,,24213,,,,,,,
433,Magnate Holding Corp.,,First Lien Secured Debt,,"8.33 (3M L+600, 1.00 Floor)",,12/16/24,,16670,,,16443,,,16431,,,(9)(17),,,
434,,,First Lien Secured Debt - Revolver,,"7.33 (3M L+500, 1.00 Floor)",,12/14/23,,1358,,,1358,,,1339,,,(9)(17)(23),,,
435,,,First Lien Secured Debt - Unfunded Revolver,,1.75 Unfunded,,12/14/23,,1972,,,(44,,,(28,,,(8)(9)(17)(21)(23),,,
436,,,,,,,,,,,17757,,,17742,,,,,,,
437,New Amsterdam Software BidCo LLC,,First Lien Secured Debt,,"5.00 (1M E L+500, 1.00 Floor)",,05/02/26,,€,743,,,817,,,829,,,(9),,
438,,,First Lien Secured Debt,,"7.40 (1M L+500, 1.00 Floor)",,05/02/26,,6917,,,6782,,,6778,,,(9),,,
439,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.50 Unfunded,,05/02/26,,2250,,,(22,,,(45,,,(8)(9)(21)(23),,,
440,,,,,,,,,,,7577,,,7562,,,,,,,
441,"Omnitracs, LLC",,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,03/23/23,,3750,,,(252,,,(338,,,(8)(21)(23),,,
442,Sirsi Corporation,,First Lien Secured Debt,,"7.27 (3M L+475, 1.00 Floor)",,03/15/24,,7027,,,6928,,,6922,,,(9),,,
443,,,First Lien Secured Debt - Revolver,,"7.20 (3M L+475, 1.00 Floor)",,03/15/24,,171,,,171,,,169,,,(9)(23),,,
444,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,03/15/24,,257,,,(6,,,(4,,,(8)(9)(21)(23),,,
445,,,,,,,,,,,7093,,,7087,,,,,,,
446,Telestream Holdings Corporation,,First Lien Secured Debt,,"7.61 (6M L +645, 1.00 Floor)",,03/24/22,,35605,,,35396,,,34892,,,(18),,,
447,Tibco Software Inc.,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,12/05/19,,6000,,,(5,,,(450,,,(8)(21)(23),,,
448,"Wall Street Systems Delaware, Inc.",,First Lien Secured Debt,,"7.40 (1M L+500, 2.00 Floor)",,11/21/24,,14033,,,13755,,,13963,,,,,,
449,"ZPower, LLC",,First Lien Secured Debt,,"10.15 (1M L+775, 1.00 Floor)",,07/01/22,,6333,,,6402,,,6046,,,(9),,,
450,,,Common Equity/Interests  - Warrants,,N/A,,N/A,,"29,630 Warrants",,,48,,,0,,,(9)(13),,,
451,,,,,,,,,,,6450,,,6046,,,,,,,
452,Total High Tech Industries,,,,235969,,,,233375,,,,,,,,,,,,
453,"Hotel, Gaming, Leisure, Restaurants",,,,,,,,,,,,,,,,,,,,
454,GFRC Holdings LLC,,First Lien Secured Debt,,"10.53 (3M L+800 Cash (L+800 PIK Toggle), 1.50 Floor)",,02/01/22,,,2500,,,,2500,,,,2500,,,
455,"Total Hotel, Gaming, Leisure, Restaurants",,,,2500,,,,2500,,,,,,,,,,,,
456,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (29),,Fair  Value (1) (30),,,,,,,,
457,Insurance,,,,,,,,,,,,,,,,,,,,
458,"AQ Sunshine, Inc.",,First Lien Secured Debt,,"7.90 (1M L+550, 1.00 Floor)",,04/15/25,,,14118,,,,13845,,,,13838,,,(9)
459,,,First Lien Secured Debt - Revolver,,"8.09 (3M L+550, 1.00 Floor)",,04/15/24,,588,,,588,,,577,,,(9)(23),,,
