,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
216,"Pelican Energy, LLC, Membership Interests (13)(17)",,Energy – Oil & Gas,,N/A,,N/A,,1228,,,1099,,,-,,,,,,
217,"Solarplicity Group Limited, Common Shares (2)(3)(13)(17)(27)",,Energy – Electricity,,N/A,,N/A,,2825,,,2471,,,-,,,,,,
218,"Venoco, Inc., LLC Units (13)",,Energy – Oil & Gas,,N/A,,N/A,,192177,,,40517,,,10736,,,,,,
219,Total Common Equity/Interests-3.4% (10),,,,,,,,,140453,,,,51670,,,,,,,
220,Warrants,,,,,,Warrants,,,,,,,,,,,,,,
221,"Venoco, Inc., Series A Warrants (13)",,Energy – Oil & Gas,,N/A,,N/A,,23125,,,,48170,,,,376,,,,
222,Total Warrants-0.0% (10),,,,,,,,,48170,,,,376,,,,,,,
223,Total Equity-5.2% (10),,,,,,,,,202534,,,,78438,,,,,,,
224,Total Non-Controlled/Affiliated Investments-21.9% (10),,,,,,,,,506324,,,,330153,,,,,,,
225,Investment,,Industry,,Interest  Rate (20),,Maturity  Date,,Par (12),,Cost,,Fair  Value (1),,,,,,,,
226,Controlled Investments (5),,,,,,,,,,,,,,,,,,,,
227,Corporate Debt,,,,,,,,,,,,,,,,,,,,
228,Secured Debt,,,,,,,,,,,,,,,,,,,,
229,First Lien Secured Debt,,,,,,,,,,,,,,,,,,,,
230,First Lien Secured Debt (excluding Revolvers and Letters of Credit),,,,,,,,,,,,,,,,,,,,
231,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.) (16)(23)",,Energy – Oil & Gas,,8.00% Cash (10.00% PIK Toggle),,3/29/19,,,10000,,,,10000,,,,10000,,,
232,"SHD Oil & Gas, LLC, Tranche A Note (16)",,Energy – Oil & Gas,,14.00% (8.00% Cash plus 6.00% PIK),,12/31/19,,40000,,,40000,,,40000,,,,,,
233,"SHD Oil & Gas, LLC, Tranche B Note (14)(16)",,Energy – Oil & Gas,,14.00% PIK,,12/31/19,,60531,,,44380,,,28937,,,,,,
234,"SHD Oil & Gas, LLC, Tranche C Note (16)(23)",,Energy – Oil & Gas,,12.00%,,12/31/19,,6750,,,6750,,,6750,,,,,,
235,"SHD Oil & Gas, LLC, Unfunded Tranche C Note (16)(21)(23)",,Energy – Oil & Gas,,0.00% Unfunded,,12/31/19,,11250,,,-,,,-,,,,,,
236,Total First Lien Secured Debt (excluding Revolvers and Letters of Credit)-5.7% (10),,,,,101130,,,,85687,,,,,,,,,,,
237,Revolvers and Letters of Credit,,,,,,,,,,,,,,,,,,,,
238,"Dynamic Product Tankers, LLC, Letter of Credit (17)(23)",,"Transportation – Cargo, Distribution",,2.25%,,9/20/17,,,2250,,,,-,,,,-,,,
239,"Merx Aviation Finance, LLC, Revolver (16)(23)",,Aviation and Consumer Transport,,12.00%,,10/31/18,,399084,,,399083,,,399084,,,,,,
240,"Merx Aviation Finance, LLC, Letter of Credit (16)(23)",,Aviation and Consumer Transport,,2.25%,,7/13/17,,177,,,-,,,-,,,,,,
241,"Merx Aviation Finance Assets Ireland Limited, Letter of Credit (16)(23)",,Aviation and Consumer Transport,,2.25%,,9/30/17,,1800,,,-,,,-,,,,,,
242,"Merx Aviation Finance Assets Ireland Limited, Letter of Credit (16)(23)",,Aviation and Consumer Transport,,2.25%,,9/30/17,,1800,,,-,,,-,,,,,,
243,Total Revolvers and Letters of Credit-26.5% (10),,,,,,,,,399083,,,,399084,,,,,,,
244,Total First Lien Secured Debt-32.2% (10),,,,,,,,,500213,,,,484771,,,,,,,
245,Second Lien Secured Debt,,,,,,,,,,,,,,,,,,,,
246,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.) (16)",,Energy – Oil & Gas,,10.00% PIK Toggle (8.00% Cash),,3/29/21,,,26939,,,,26939,,,,26939,,,
247,Total Second Lien Secured Debt-1.8% (10),,,,,,,,,26939,,,,26939,,,,,,,
248,Total Secured Debt-34.0% (10),,,,,,,,,527152,,,,511710,,,,,,,
249,Total Corporate Debt-34.0% (10),,,,,,,,,527152,,,,511710,,,,,,,
250,Equity,,,,,,,,,,,,,,,,,,,,
251,Common Equity/Interests,,,,,,Shares,,,,,,,,,,,,,,
252,"Dynamic Product Tankers, LLC, Class A Units (17)(24)",,"Transportation – Cargo, Distribution",,N/A,,N/A,,N/A,,,,48106,,,,43790,,,,
253,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.), Common Stock (13)",,Energy – Oil & Gas,,N/A,,N/A,,5000000,,,30078,,,24726,,,,,,
254,"Merx Aviation Finance, LLC, Membership Interests",,Aviation and Consumer Transport,,N/A,,N/A,,N/A,,,56505,,,82610,,,,,,
255,"MSEA Tankers LLC, Class A Units (17)(25)",,"Transportation – Cargo, Distribution",,N/A,,N/A,,N/A,,,84500,,,82853,,,,,,
256,"SHD Oil & Gas, LLC, Series A Units (13)",,Energy – Oil & Gas,,N/A,,N/A,,7600000,,,1412,,,-,,,,,,
257,Total Common Equity/Interests-15.5% (10),,,,,,,,,220601,,,,233979,,,,,,,
258,Total Equity-15.5% (10),,,,,,,,,220601,,,,233979,,,,,,,
259,Total Controlled Investments-49.5% (10),,,,,,,,,747753,,,,745689,,,,,,,
260,Total Investments-167.7% (6)(7)(10),,,,,,,,,2877019,,,,2526333,,,,,,,
261,Counterparty,,Instrument,,Exercise Price,,Maturity Date,,Notional Amount (12),,Cost (Proceeds),,Fair Value (1),,,,,,,,
262,Derivative Assets,,,,,,,,,,,,,,,,,,,,
263,Purchased Put Options,,,,,,,,,,,,,,,,,,,,
264,CME Group,,WTI Crude Oil Put Options,,,37.00,,,1/31/2017 - 12/31/2017,,,18204,,,,688,,,,159,
265,CME Group,,WTI Crude Oil Put Options,,,42.50,,,1/31/2017 - 12/31/2017,,20910,,,810,,,375,,,,
266,CME Group,,WTI Crude Oil Put Options,,,45.50,,,1/31/2017 - 12/31/2017,,22386,,,1009,,,562,,,,
267,CME Group,,WTI Crude Oil Put Options,,,47.50,,,1/31/2017 - 12/31/2017,,23370,,,1009,,,724,,,,
268,Total Purchased Put Options-0.1% (10),,,,,,,,,3516,,,,1820,,,,,,,
269,Credit Default Swaps,,,,,,,,,,,,,,,,,,,,
270,"JPMorgan Chase Bank, N.A.",,Deutsche Bank Aktiengesellschaft Credit Default Swap,,N/A,,,3/20/17,,€,45000,,,,879,,,,90,,
271,Total Credit Default Swaps-0.0% (10),,,,,,,,,879,,,,90,,,,,,,
272,Total Derivative Assets-0.1% (10),,,,,,,,,4395,,,,1910,,,,,,,
273,Derivative Liabilities,,,,,,,,,,,,,,,,,,,,
274,Written Call Options,,,,,,,,,,,,,,,,,,,,
275,CME Group,,WTI Crude Oil Call Options,,,60.00,,,1/31/2017 - 12/31/2017,,,"(118,080",,,,"(3,555",,,,"(5,117",
276,Total Written Call Options-(0.3)% (10),,,,,,,,,"(3,555",,,,"(5,117",,,,,,,
277,Total Derivative Liabilities-(0.3)% (10),,,,,,,"(3,555",,,,"(5,117",,,,,,,,,
278,(4),"Denotes investments in which we are an “Affiliated Person,” as defined in the 1940 Act, due to holding the power to vote or owning 5% or more of the outstanding voting securities of the investment but not controlling the company. Fair value as of  March 31, 2016  and  December 31, 2016  along with transactions during the  nine months ended December 31, 2016  in these Affiliated investments are as follows:",,,,,,,,,,,,,,,,,,,
279,(5),"Denotes investments in which we are deemed to exercise a controlling influence over the management or policies of a company, as defined in the 1940 Act, due to beneficially owning, either directly or through one or more controlled companies, more than 25% of the outstanding voting securities of the investment. Fair value as of  March 31, 2016  and  December 31, 2016  along with transactions during the  nine months ended December 31, 2016  in these Controlled investments are as follows:",,,,,,,,,,,,,,,,,,,
280,(10),The percentage is calculated over net assets.,,,,,,,,,,,,,,,,,,,
281,(21),The rates associated with these undrawn committed revolvers and delayed draw term loans represent rates for commitment and unused fees.,,,,,,,,,,,,,,,,,,,
282,(23),"As of  December 31, 2016  , the Company had the following commitments to fund various revolving and delayed draw senior secured and subordinated loans, including commitments to issue letters of credit through a financial intermediary on behalf of certain portfolio companies. Such commitments are subject to the satisfaction of certain conditions set forth in the documents governing these loans and letters of credit and there can be no assurance that such conditions will be satisfied. See Note 10 to the financial statements for further information on revolving and delayed draw loan commitments, including commitments to issue letters of credit, related to certain portfolio companies.",,,,,,,,,,,,,,,,,,,
283,Industry Classification,"Percentage of Total Investments (at Fair Value) as of December 31, 2016",,,,,,,,,,,,,,,,,,,
284,Aviation and Consumer Transport,19.1%,,,,,,,,,,,,,,,,,,,
285,Business Services,18.6%,,,,,,,,,,,,,,,,,,,
286,Energy – Oil & Gas,9.4%,,,,,,,,,,,,,,,,,,,
287,"Diversified Investment Vehicles, Banking, Finance, Real Estate",8.7%,,,,,,,,,,,,,,,,,,,
288,Energy – Electricity,7.4%,,,,,,,,,,,,,,,,,,,
289,"Transportation – Cargo, Distribution",7.0%,,,,,,,,,,,,,,,,,,,
290,High Tech Industries,6.3%,,,,,,,,,,,,,,,,,,,
291,Healthcare & Pharmaceuticals,3.6%,,,,,,,,,,,,,,,,,,,
292,"Manufacturing, Capital Equipment",2.8%,,,,,,,,,,,,,,,,,,,
293,Insurance,2.6%,,,,,,,,,,,,,,,,,,,
294,Telecommunications,2.5%,,,,,,,,,,,,,,,,,,,
295,"Chemicals, Plastics & Rubber",2.0%,,,,,,,,,,,,,,,,,,,
296,"Hotel, Gaming, Leisure, Restaurants",1.4%,,,,,,,,,,,,,,,,,,,
297,Consumer Services,1.4%,,,,,,,,,,,,,,,,,,,
298,Utilities – Electric,1.2%,,,,,,,,,,,,,,,,,,,
299,Automotive,1.2%,,,,,,,,,,,,,,,,,,,
300,Food & Grocery,1.0%,,,,,,,,,,,,,,,,,,,
301,Aerospace & Defense,0.9%,,,,,,,,,,,,,,,,,,,
302,"Containers, Packaging & Glass",0.9%,,,,,,,,,,,,,,,,,,,
303,"Advertising, Printing & Publishing",0.8%,,,,,,,,,,,,,,,,,,,
304,Consumer Goods – Durable,0.7%,,,,,,,,,,,,,,,,,,,
305,Environmental Industries,0.4%,,,,,,,,,,,,,,,,,,,
306,Broadcasting & Subscription,0.1%,,,,,,,,,,,,,,,,,,,
307,Education,0.0%,,,,,,,,,,,,,,,,,,,
308,Metals & Mining,0.0%,,,,,,,,,,,,,,,,,,,
309,Total Investments,100.0%,,,,,,,,,,,,,,,,,,,
310,•,our future operating results;,,,,,,,,,,,,,,,,,,,
