,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
227,"Merx Aviation Finance Assets Ireland Limited, Letter of Credit (16)(23)",,Aviation and Consumer Transport,,2.25%,,9/30/16,,1800,,,-,,,-,,,,
228,"Merx Aviation Finance Assets Ireland Limited, Letter of Credit (16)(23)",,Aviation and Consumer Transport,,2.25%,,9/30/16,,1800,,,-,,,-,,,,
229,Total Revolvers and Letters of Credit-25.7% (10),,,,,,,,,399084,,,,399084,,,,,
230,Total First Lien Secured Debt-35.7% (10),,,,,,,,,573407,,,,554047,,,,,
231,Second Lien Secured Debt,,,,,,,,,,,,,,,,,,
232,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.) (16)",,Energy – Oil & Gas,,8.00% Cash (10.00% PIK Toggle),,3/29/21,,,25630,,,,25630,,,,25630,
233,Total Second Lien Debt-1.6% (10),,,,,,,,,25630,,,,25630,,,,,
234,Total Secured Debt-37.3% (10),,,,,,,,,599037,,,,579677,,,,,
235,Total Corporate Debt-37.3% (10),,,,,,,,,599037,,,,579677,,,,,
236,Equity,,,,,,,,,,,,,,,,,,
237,Common Equity/Interests,,,,,,Shares,,,,,,,,,,,,
238,"Dynamic Product Tankers, LLC, Class A Units (17)(24)",,"Transportation – Cargo, Distribution",,N/A,,N/A,,N/A,,,,48106,,,,47738,,
239,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.), Common Stock (13)",,Energy – Oil & Gas,,N/A,,N/A,,5000000,,,30079,,,24676,,,,
240,"Merx Aviation Finance, LLC, Membership Interests",,Aviation and Consumer Transport,,N/A,,N/A,,N/A,,,62754,,,89014,,,,
241,"MSEA Tankers LLC, Class A Units (9)(17)",,"Transportation – Cargo, Distribution",,N/A,,N/A,,N/A,,,85000,,,85699,,,,
242,"Solarplicity Group Limited, Class B Common Shares (2)(13)(17)",,Energy – Electricity,,N/A,,N/A,,2825,,,2472,,,1293,,,,
243,Total Common Equity/Interests-16.0% (10),,,,,,,,,228411,,,,248420,,,,,
244,Total Equity-16.0% (10),,,,,,,,,228411,,,,248420,,,,,
245,Total Controlled Investments-53.3% (10),,,,,,,,,827448,,,,828097,,,,,
246,Total Investments-168.6% (6)(7)(10),,,,,,,,,2877222,,,,2617714,,,,,
247,Liabilities in Excess of Other Assets-(68.6)% (10),,,,,,,,,,,"(1,065,305",,,,,,,
248,Net Assets-100.0%,,,,,,,,,,,1552409,,,,,,,
249,(1),Fair value is determined in good faith by or under the direction of the Board of Directors of the Company (Note 2).,,,,,,,,,,,,,,,,,
250,(5),"Denotes investments in which we are deemed to exercise a controlling influence over the management or policies of a company, as defined in the 1940 Act, due to beneficially owning, either directly or through one or more controlled companies, more than 25% of the outstanding voting securities of the investment. Fair value as of  March 31, 2016  and  June 30, 2016  along with transactions during the  three months ended June 30, 2016  in these Controlled investments are as follows:",,,,,,,,,,,,,,,,,
251,(10),The percentage is calculated over net assets.,,,,,,,,,,,,,,,,,
252,(21),The rates associated with these undrawn committed revolvers and delayed draw term loans represent rates for commitment and unused fees.,,,,,,,,,,,,,,,,,
253,(24),"As of  June 30, 2016  , Dynamic Product Tankers, LLC has various classes of limited liability interests outstanding of which Company holds Class A-1 and Class A-3 units which are identical except that Class A-1 unit is voting and Class A-3 unit is non-voting. The units entitle the Company to appoint three out of five managers to the board of managers.",,,,,,,,,,,,,,,,,
254,•,our future operating results;,,,,,,,,,,,,,,,,,
