,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
204,"Highbridge Loan Management 3-2014, Ltd., Class E Notes (3)(11)(16)(17)",,6.234% (L+600),,1/18/25,,Diversified Investment Vehicle,,2485,,,2270,,,2240,,,,
205,"Highbridge Loan Management 3-2014, Ltd., Subordinated Notes (3)(11)(16)(17)",,N/A,,1/18/25,,Diversified Investment Vehicle,,8163,,,7062,,,6774,,,,
206,"Jamestown CLO I LTD, Subordinated Notes (3)(11)(17)",,N/A,,11/5/24,,Diversified Investment Vehicle,,4325,,,3553,,,4033,,,,
207,"MCF CLO I, LLC, Membership Interests(3)(11)(17)",,N/A,,4/20/23,,Diversified Investment Vehicle,,38918,,,36192,,,38815,,,,
208,"MCF CLO III, LLC, Class E Notes (3)(11)(17)",,4.812% (L+445),,1/20/24,,Diversified Investment Vehicle,,12750,,,11402,,,11220,,,,
209,"MCF CLO III, LLC, Membership Interests (3)(11)(17)",,N/A,,1/20/24,,Diversified Investment Vehicle,,41900,,,38582,,,39396,,,,
210,"Slater Mill Loan Fund LP, LP Certificates (3)(17)",,N/A,,N/A,,Diversified Investment Vehicle,,8375,,,5961,,,7613,,,,
211,TOTAL STRUCTURED PRODUCTS AND OTHER,,,142523,,,,146649,,,,,,,,,,,
212,PREFERRED EQUITY-0.4%,,,,,,,,Shares,,,,,,,,,,
213,"Renewable Funding Group, Inc., Series B Preferred Stock (13)",,N/A,,N/A,,Finance,,1505868,,,,8750,,,,8750,,
214,TOTAL PREFFERED EQUITY,,,8750,,,,8750,,,,,,,,,,,
215,Total Investments in Non-Controlled/Affiliated Investments,,,151273,,,,155399,,,,,,,,,,,
216,"APOLLO INVESTMENT CORPORATION  SCHEDULE OF INVESTMENTS (unaudited) (continued)  September 30, 2014  (in thousands, except shares)",,,,,,,,,,,,,,,,,,
217,INVESTMENTS IN CONTROLLED INVESTMENTS-32.1%(5)(18),,Interest Rate,,Maturity Date,,Industry,,Par  Amount (12),,Cost,,Fair  Value (1),,,,,,
218,CORPORATE DEBT-16.2%,,,,,,,,,,,,,,,,,,
219,SECURED DEBT-16.2%,,,,,,,,,,,,,,,,,,
220,1st Lien Secured Debt-16.2%,,,,,,,,,,,,,,,,,,
221,"Merx Aviation Finance, LLC, (Revolver) (16)",,12.00% Funded,,10/31/18,,Aviation,,,334084,,,,334084,,,,334084,
222,Total 1st Lien Secured Debt,,,334084,,,,334084,,,,,,,,,,,
223,Unfunded Revolver Obligation-0.0%,,,,,,,,,,,,,,,,,,
224,"Merx Aviation Finance, LLC, (Unfunded Revolver) (13)(16)",,"12.00% Funded, 0.00% Unfunded",,10/31/18,,Aviation,,,65916,,,,-,,,,-,
225,Total Unfunded Revolver Obligation,,,-,,,,-,,,,,,,,,,,
226,Letters of Credit-0.0%,,,,,,,,,,,,,,,,,,
227,"Merx Aviation Finance Assets Ireland Limited, Letter of Credit (13)",,2.250%,,9/30/14,,Aviation,,,1800,,,,-,,,,-,
228,"Merx Aviation Finance Assets Ireland Limited, Letter of Credit (13)",,2.250%,,9/30/14,,Aviation,,1800,,,-,,,-,,,,
229,Total Letters of Credit,,,-,,,,-,,,,,,,,,,,
230,TOTAL SECURED DEBT,,,334084,,,,334084,,,,,,,,,,,
231,TOTAL CORPORATE DEBT,,,334084,,,,334084,,,,,,,,,,,
232,PREFERRED EQUITY-2.7%,,Shares,,,,,,,,,,,,,,,,
233,"Playpower Holdings, Inc., Series A Preferred",,14.00% PIK,,11/15/20,,Leisure,,49178,,,,55471,,,,55471,,
234,TOTAL PREFFERED EQUITY,,,55471,,,,55471,,,,,,,,,,,
235,EQUITY-13.2%,,,,,,,,,,,,,,,,,,
236,Common Equity/Interests-13.2%,,,,,,,,,,,,,,,,,,
237,"Generation Brands Holdings, Inc. (Quality Home Brands), Basic Common Stock (13)",,N/A,,N/A,,Home and Office Furnishings and Durable Consumer Products,,9007,,,,-,,,,3693,,
238,"Generation Brands Holdings, Inc. (Quality Home Brands), Series 2L Common Stock (13)",,N/A,,N/A,,Home and Office Furnishings and Durable Consumer Products,,36700,,,11242,,,15047,,,,
239,"Generation Brands Holdings, Inc. (Quality Home Brands), Series H Common Stock (13)",,N/A,,N/A,,Home and Office Furnishings and Durable Consumer Products,,7500,,,2297,,,3075,,,,
240,"LVI Group Investments, LLC, Common Units (13)",,N/A,,N/A,,Environmental Services,,203556,,,16096,,,20150,,,,
241,"Merx Aviation Finance, LLC, Partnership Interest (13)",,N/A,,N/A,,Aviation,,-,,,152082,,,162384,,,,
242,"Playpower Holdings, Inc., Common Stock (13)",,N/A,,N/A,,Leisure,,1000,,,77722,,,67474,,,,
243,Total Common Equity/Interests,,,259439,,,,271823,,,,,,,,,,,
244,TOTAL EQUITY,,,259439,,,,271823,,,,,,,,,,,
245,Total Investments in Controlled Investments,,,648994,,,,661378,,,,,,,,,,,
246,Total Investments-177.6% (6)(7),,,3663018,,,,3665226,,,,,,,,,,,
247,Liabilities in Excess of Other Assets-(77.6)%,,,,,"(1,601,735",,,,,,,,,,,,,
248,Net Assets-100.0%,,,,,2063491,,,,,,,,,,,,,
