,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
212,TOTAL SECURED DEBT,,,24168,,,,17563,,,,,,,,,,,
213,TOTAL CORPORATE DEBT,,,24168,,,,17563,,,,,,,,,,,
214,STRUCTURED PRODUCTS AND OTHER-6.3%,,,,,,,,,,,,,,,,,,
215,"Golden Hill CLO I, LLC, Equity ‡¢",,N/A,,N/A,,Diversified Investment Vehicle,,,13195,,,,13728,,,,13248,
216,"Highbridge Loan Management 3-2014, Ltd., Class D Notes †‡¢",,5.22% (L+500),,1/18/25,,Diversified Investment Vehicle,,5000,,,4645,,,4655,,,,
217,"Highbridge Loan Management 3-2014, Ltd., Class E Notes †‡¢",,6.22% (L+600),,1/18/25,,Diversified Investment Vehicle,,2485,,,2267,,,2295,,,,
218,"Highbridge Loan Management 3-2014, Ltd., Subordinated Notes †‡¢",,N/A,,1/18/25,,Diversified Investment Vehicle,,8163,,,7527,,,7111,,,,
219,"Jamestown CLO I LTD, Subordinated Notes ‡¢",,N/A,,11/5/24,,Diversified Investment Vehicle,,4325,,,3553,,,3941,,,,
220,"MCF CLO I, LLC, Membership Interests ‡¢",,N/A,,N/A,,Diversified Investment Vehicle,,38918,,,36898,,,40798,,,,
221,"MCF CLO III, LLC, Class E Notes ‡¢",,4.81% (L+445),,1/20/24,,Diversified Investment Vehicle,,12750,,,11375,,,11331,,,,
222,"MCF CLO III, LLC, Membership Interests ‡¢",,N/A,,1/20/24,,Diversified Investment Vehicle,,41900,,,39183,,,38843,,,,
223,"Slater Mill Loan Fund LP, LP Certificates ‡¢",,N/A,,N/A,,Diversified Investment Vehicle,,8375,,,6017,,,7691,,,,
224,TOTAL STRUCTURED PRODUCTS AND OTHER,,,125193,,,,129913,,,,,,,,,,,
225,PREFERRED EQUITY-0.4%,,,,,,,,Shares,,,,,,,,,,
226,"Renewable Funding Group, Inc., Series B Preferred Stock",,N/A,,N/A,,Finance,,1505868,,,,8750,,,,8750,,
227,Total Preferred Equity,,,8750,,,,8750,,,,,,,,,,,
228,EQUITY-0.3%,,,,,,,,,,,,,,,,,,
229,Common Equity/Interests-0.1%,,Shares,,,,,,,,,,,,,,,,
230,"Aventine Renewable Energy Holdings, Inc., Common Stock **",,N/A,,N/A,,Chemicals,,262036,,,,689,,,,762,,
231,Total Common Equity/Interests,,,689,,,,762,,,,,,,,,,,
232,Warrants-0.2%,,,,,,,,Warrants,,,,,,,,,,
233,"Aventine Renewable Energy Holdings, Inc., Common Stock Warrants **",,N/A,,N/A,,Chemicals,,1521193,,,,3996,,,,4424,,
234,Total Warrants,,,3996,,,,4424,,,,,,,,,,,
235,TOTAL EQUITY,,,4685,,,,5186,,,,,,,,,,,
236,Total Investments in Non-Controlled/Affiliated Investments,,,162796,,,,161412,,,,,,,,,,,
237,"APOLLO INVESTMENT CORPORATION  SCHEDULE OF INVESTMENTS (unaudited) (continued)  June 30, 2014  (in thousands, except shares)",,,,,,,,,,,,,,,,,,
238,INVESTMENTS IN CONTROLLED INVESTMENTS-31.6%(5),,Interest Rate,,Maturity Date,,Industry,,Par  Amount*,,Cost,,Fair  Value (1),,,,,,
239,CORPORATE DEBT-16.1%,,,,,,,,,,,,,,,,,,
240,SECURED DEBT-16.1%,,,,,,,,,,,,,,,,,,
241,1st Lien Secured Debt-16.1%,,,,,,,,,,,,,,,,,,
242,"Merx Aviation Finance Holdings II, LLC, (Revolver)",,"12.00% Funded, 0.00% Unfunded",,10/31/18,,Aviation,,,334084,,,,334084,,,,334084,
243,Total 1st Lien Secured Debt,,,334084,,,,334084,,,,,,,,,,,
244,Unfunded Revolver Obligation-0.0%,,,,,,,,,,,,,,,,,,
245,"Merx Aviation Finance Holdings II, LLC, (Unfunded Revolver)",,"12.00% Funded, 0.00% Unfunded",,10/31/18,,Aviation,,,65916,,,,-,,,,-,
246,Total Unfunded Revolver Obligation,,,-,,,,-,,,,,,,,,,,
247,Letters of Credit-0.0%,,,,,,,,,,,,,,,,,,
248,"Merx Aviation Finance Assets Ireland Limited, Letter of Credit",,2.250%,,9/30/14,,Aviation,,,1800,,,,-,,,,-,
249,"Merx Aviation Finance Assets Ireland Limited, Letter of Credit",,2.250%,,9/30/14,,Aviation,,1800,,,-,,,-,,,,
250,Total Letters of Credit,,,-,,,,-,,,,,,,,,,,
251,TOTAL SECURED DEBT,,,334084,,,,334084,,,,,,,,,,,
252,TOTAL CORPORATE DEBT,,,334084,,,,334084,,,,,,,,,,,
253,PREFERRED EQUITY-2.6%,,Shares,,,,,,,,,,,,,,,,
254,"Playpower Holdings, Inc., Series A Preferred",,14.00% PIK,,11/15/20,,Leisure,,49178,,,,53580,,,,53580,,
255,TOTAL PREFFERED EQUITY,,,53580,,,,53580,,,,,,,,,,,
256,EQUITY-12.9%,,,,,,,,,,,,,,,,,,
257,Common Equity/Interests-12.9%,,,,,,,,,,,,,,,,,,
258,"Generation Brands Holdings, Inc. (Quality Home Brands), Basic Common Stock **",,N/A,,N/A,,Home and Office Furnishings and Durable Consumer Products,,9007,,,,-,,,,2525,,
259,"Generation Brands Holdings, Inc. (Quality Home Brands), Series 2L Common Stock **",,N/A,,N/A,,Home and Office Furnishings and Durable Consumer Products,,36700,,,11242,,,10287,,,,
260,"Generation Brands Holdings, Inc. (Quality Home Brands), Series H Common Stock **",,N/A,,N/A,,Home and Office Furnishings and Durable Consumer Products,,7500,,,2297,,,2102,,,,
261,"LVI Group Investments, LLC, Common Units **",,N/A,,N/A,,Environmental Services,,203556,,,16096,,,31956,,,,
262,"Merx Aviation Finance Holdings II, LLC, Partnership Interest **",,N/A,,N/A,,Aviation,,-,,,152082,,,158424,,,,
263,"Playpower Holdings, Inc., Common Stock **",,N/A,,N/A,,Leisure,,1000,,,77722,,,60711,,,,
264,Total Common Equity/Interests,,,259439,,,,266005,,,,,,,,,,,
265,TOTAL EQUITY,,,259439,,,,266005,,,,,,,,,,,
266,Total Investments in Controlled Investments,,,647103,,,,653669,,,,,,,,,,,
267,Total Investments-176.2% (6)(7),,,3600034,,,,3644708,,,,,,,,,,,
268,Liabilities in Excess of Other Assets-(76.2)%,,,,,"(1,575,835",,,,,,,,,,,,,
269,Net Assets-100.0%,,,,,2068873,,,,,,,,,,,,,
