,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
197,"Golden Bear Warehouse LLC, Membership Interests",49617,,27777,,"(60,685",,"(16,709",,0,,34216,,3020,,,,,,,,
198,"Highbridge Loan Management 3-2014, Ltd., Subordinated Notes",4975,,0,,"(5,547",,572,,0,,(75,,113,,,,,,,,
199,"Ivy Hill Middle Market Credit Fund IX, Ltd., Subordinated Notes",9717,,0,,"(1,022",,842,,9537,,0,,1465,,,,,,,,
200,"Ivy Hill Middle Market Credit Fund X, Ltd., Subordinated Notes",10722,,0,,"(1,212",,1331,,10841,,0,,1509,,,,,,,,
201,"Jamestown CLO I Ltd., Subordinated Notes",380,,0,,"(2,875",,2495,,0,,"(1,448",,0,,,,,,,,
202,"LVI Group Investments, LLC, Common Units",21486,,0,,0,,"(21,486",,0,,0,,44,,,,,,,,
203,"MCF CLO I, LLC, Membership Interests",33145,,0,,"(33,268",,123,,0,,2113,,3904,,,,,,,,
204,"MCF CLO III, LLC, Class E Notes",10073,,1180,,"(12,753",,1500,,0,,0,,1719,,,,,,,,
205,"MCF CLO III, LLC, Membership Interests",31180,,0,,"(34,700",,3520,,0,,5184,,4500,,,,,,,,
206,"Pelican Energy, LLC, First Lien Term Loan",17500,,0,,(143,,"(1,940",,15417,,0,,0,,,,,,,,
207,"Pelican Energy, LLC, Membership Interests",0,,0,,0,,0,,0,,0,,0,,,,,,,,
208,"Renew Financial LLC (f/k/a Renewable Funding, LLC), Series B Preferred Stock",20459,,0,,0,,"(1,076",,19383,,0,,0,,,,,,,,
209,"Renew Financial LLC (f/k/a Renewable Funding, LLC), Series D Preferred Stock",5933,,0,,0,,321,,6254,,0,,0,,,,,,,,
210,"Renew JV LLC, Membership Interests",0,,1960,,0,,2741,,4701,,0,,0,,,,,,,,
211,"Solarplicity Group Limited, First Lien Term Loan",0,,160281,,"(57,085",,16230,,119426,,"(36,217",,2385,,,,,,,,
212,"Solarplicity Group Limited, Common Shares",0,,0,,0,,0,,0,,0,,0,,,,,,,,
213,"Solarplicity UK Holdings Limited, Unsecured Debt",0,,2499,,0,,2,,2501,,0,,20,,,,,,,,
214,"Solarplicity UK Holdings Limited, Ordinary Shares",0,,4,,0,,4948,,4952,,0,,0,,,,,,,,
215,"Venoco, Inc., Unsecured Debt",0,,338,,0,,(338,,0,,0,,0,,,,,,,,
216,"Venoco, Inc., LLC Units",0,,40517,,0,,"(40,517",,0,,0,,0,,,,,,,,
217,"Venoco, Inc., Series A Warrants",0,,48170,,0,,"(48,170",,0,,0,,0,,,,,,,,
218,,,272558,,,375248,,,"(222,830",,,"(185,926",,,239050,,,50014,,,19278,
219,(4),"Denotes investments in which we are deemed to exercise a controlling influence over the management or policies of a company, as defined in the 1940 Act, due to beneficially owning, either directly or through one or more controlled companies, more than 25 of the outstanding voting securities of the investment. Fair value as of  March 31, 2016  and  March 31, 2017  along with transactions during the  year ended March 31, 2017  in these Controlled investments are as follows:",,,,,,,,,,,,,,,,,,,,
220,,"As of  March 31, 2017  , the Company had a 85, 48, 100, 98 and 38 equity ownership interest in Dynamic Product Tankers, LLC; Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.); Merx Aviation Finance, LLC; MSEA Tankers, LLC; and SHD Oil & Gas, LLC  (  f/k/a Spotted Hawk Development LLC), respectively.",,,,,,,,,,,,,,,,,,,,
221,(20),The rates associated with these undrawn committed revolvers and delayed draw term loans represent rates for commitment and unused fees.,,,,,,,,,,,,,,,,,,,,
222,(22),"As of  March 31, 2017  , the Company had the following commitments to fund various revolving and delayed draw senior secured and subordinated loans, including commitments to issue letters of credit through a financial intermediary on behalf of certain portfolio companies. Such commitments are subject to the satisfaction of certain conditions set forth in the documents governing these loans and letters of credit and there can be no assurance that such conditions will be satisfied. See Note 9 to the financial statements for further information on revolving and delayed draw loan commitments, including commitments to issue letters of credit, related to certain portfolio companies.",,,,,,,,,,,,,,,,,,,,
223,Industry Classification,"Percentage of Total Investments (at Fair Value) as of March 31, 2017",,,,,,,,,,,,,,,,,,,,
224,Business Services,22.3,,,,,,,,,,,,,,,,,,,,
225,Aviation and Consumer Transport,18.3,,,,,,,,,,,,,,,,,,,,
226,Energy – Electricity,7.7,,,,,,,,,,,,,,,,,,,,
227,"Diversified Investment Vehicles, Banking, Finance, Real Estate",7.3,,,,,,,,,,,,,,,,,,,,
228,"Transportation – Cargo, Distribution",7.2,,,,,,,,,,,,,,,,,,,,
229,High Tech Industries,7.2,,,,,,,,,,,,,,,,,,,,
230,Energy – Oil & Gas,6.6,,,,,,,,,,,,,,,,,,,,
231,Healthcare & Pharmaceuticals,4.4,,,,,,,,,,,,,,,,,,,,
232,"Chemicals, Plastics & Rubber",2.8,,,,,,,,,,,,,,,,,,,,
233,"Manufacturing, Capital Equipment",2.8,,,,,,,,,,,,,,,,,,,,
234,Telecommunications,2.7,,,,,,,,,,,,,,,,,,,,
235,Insurance,2.7,,,,,,,,,,,,,,,,,,,,
236,Automotive,1.3,,,,,,,,,,,,,,,,,,,,
237,Utilities – Electric,1.3,,,,,,,,,,,,,,,,,,,,
238,"Advertising, Printing & Publishing",1.1,,,,,,,,,,,,,,,,,,,,
239,Food & Grocery,1.1,,,,,,,,,,,,,,,,,,,,
240,Aerospace & Defense,1.0,,,,,,,,,,,,,,,,,,,,
241,"Hotel, Gaming, Leisure, Restaurants",0.9,,,,,,,,,,,,,,,,,,,,
242,Consumer Goods – Durable,0.7,,,,,,,,,,,,,,,,,,,,
243,"Containers, Packaging & Glass",0.4,,,,,,,,,,,,,,,,,,,,
244,Media – Diversified & Production,0.1,,,,,,,,,,,,,,,,,,,,
245,Broadcasting & Subscription,0.1,,,,,,,,,,,,,,,,,,,,
246,Metals & Mining,0.0,,,,,,,,,,,,,,,,,,,,
247,Education,0.0,,,,,,,,,,,,,,,,,,,,
248,Environmental Industries,0.0,,,,,,,,,,,,,,,,,,,,
249,Total Investments,100.0,,,,,,,,,,,,,,,,,,,,
