,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
159,,,First Lien Secured Debt - Revolver,,,"8.45% (1M L+700, 1.00% Floor)",,12/29/22,,460,,,460,,,,446,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,,,,,,,,,,16048,,,,15784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,"PSI Services, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,"Lifelong Learner Holdings, LLC",,,First Lien Secured Debt,,,"6.75% (1M L+575, 1.00% Floor)",,10/19/26,,32865,,,32234,,,,31334,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,,First Lien Secured Debt - Revolver,,,"6.75% (3M L+575, 1.00% Floor)",,10/20/25,,478,,,478,,,,457,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,,First Lien Secured Debt - Revolver,,,"6.87% (3M L+575, 1.00% Floor)",,10/20/25,,1373,,,1373,,,,1315,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,First Lien Secured Debt - Revolver,,,"7.33% (3M L+575, 1.00% Floor)",,10/20/25,,239,,,239,,,,229,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,,First Lien Secured Debt - Revolver,,,"7.71% (3M L+575, 1.00% Floor)",,10/20/25,,299,,,299,,,,286,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,,,First Lien Secured Debt - Unfunded Revolver,,,0.50% Unfunded,,10/20/25,,597,,,(55),,,,(25),,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,,,First Lien Secured Debt - Unfunded Delayed Draw,,,0.00% Unfunded,,10/19/26,,2388,,,(18),,,,(111),,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,,,,,,,,,,34550,,,,33485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,"RA Outdoors, LLC (Active Outdoors)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,"RA Outdoors, LLC",,,First Lien Secured Debt,,,"5.82% (6M L+475, 1.00% Floor)",,09/11/24,,6626,,,6542,,,,6428,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,,,First Lien Secured Debt - Unfunded Revolver,,,0.50% Unfunded,,09/09/22,,1200,,,(12),,,,(24),,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,,,Second Lien Secured Debt,,,"9.82% (6M L+875, 1.00% Floor)",,09/11/25,,31950,,,31404,,,,30352,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,,,,,,,,,,,37934,,,,36756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Soliant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,"Soliant Holdings, LLC",,,First Lien Secured Debt,,,"6.50% (1M L+550, 1.00% Floor)",,12/31/26,,18064,,,17715,,,,17587,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,,First Lien Secured Debt - Revolver,,,"6.50% (1M L+550, 1.00% Floor)",,12/31/24,,323,,,323,,,,310,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,,,First Lien Secured Debt - Unfunded Revolver,,,0.50% Unfunded,,12/31/24,,1614,,,(37),,,,(62),,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,"Soliant Health, Inc.",,,Common Equity/Interests - Common Stock,,,N/A,,N/A,,,300 Shares,,,300,,,,300,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,,,,,,,,,,18301,,,,18135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,"Transplace Holdings, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,"Transplace Holdings, Inc.",,,Second Lien Secured Debt,,,"9.82% (3M L+875, 1.00% Floor)",,10/06/25,,8599,,,8449,,,,8169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (28),,,Fair Value (1)(29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,US Legal Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,"US Legal Support Investment Holdings, LLC",,,Common Equity/Interests - Series A-1 Units,,,N/A,,N/A,,,"631,972 Shares",,,632,,,,623,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,"USLS Acquisition, Inc.",,,First Lien Secured Debt,,,"6.82% (6M L+575, 1.00% Floor)",,12/02/24,,24498,,,24111,,,,23630,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,,,First Lien Secured Debt - Revolver,,,6.82% (6M L+575),,12/02/24,,1522,,,1497,,,,1436,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,,First Lien Secured Debt - Letters of Credit,,,5.75%,,06/06/20 - 12/21/20,,,86,,,-,,,,(5),,,(8)(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,,,,,,,,,,26240,,,,25684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Vertafore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,"Vertafore, Inc.",,,First Lien Secured Debt - Unfunded Revolver,,,0.50% Unfunded,,06/30/23,,14576,,,"(1,121)",,,,"(1,676)",,,(8)(21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,,First Lien Secured Debt - Letter of Credit,,,3.25%,,01/17/21,,424,,,-,,,,(49),,,(8)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,,,,,,,,,,"(1,121)",,,,"(1,725)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Total Business Services,,,,,,,,,,,,376459,,,,,360631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,"Chemicals, Plastics & Rubber",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Carbonfree Chemicals SPE I LLC (f/k/a Maxus Capital Carbon SPE I LLC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Carbonfree Caustic SPE LLC (4),,,First Lien Secured Debt,,,5.00%,,12/31/24,,,13111,,,,13111,,,,,13111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Carbonfree Chemicals SPE I LLC (f/k/a Maxus Capital Carbon SPE I LLC) (4),,,First Lien Secured Debt,,,3.00%,,12/31/24,,17057,,,17057,,,,4389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Carbonfree Chemicals Holdings LLC (4),,,Common Equity/Interests - Common Stock,,,N/A,,N/A,,,"1,446 Shares",,,30886,,,,15105,,,(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Carbonfree Chemicals SA LLC (4),,,Common Equity/Interests - Class B Units,,,N/A,,N/A,,,"1,313 Shares",,,15403,,,,-,,,(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,,,,,,,,,,,76457,,,,32605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Niacet Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,"Hare Bidco, Inc.",,,Second Lien Secured Debt,,,9.75% (1M E+875),,08/01/24,,€,13574,,,14506,,,,14671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,"Westfall Technik, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,"Westfall Technik, Inc.",,,First Lien Secured Debt,,,"7.20% (3M L+575, 1.00% Floor)",,09/13/24,,15268,,,15033,,,,14839,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,,,First Lien Secured Debt,,,"7.02% (3M L+575, 1.00% Floor)",,09/13/24,,671,,,665,,,,653,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,,,First Lien Secured Debt - Revolver,,,"7.21% (3M L+550, 1.00% Floor)",,09/13/24,,135,,,105,,,,131,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,,,First Lien Secured Debt - Revolver,,,8.00% (P+475),,09/13/24,,1885,,,1885,,,,1831,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,,,First Lien Secured Debt - Unfunded Delayed Draw,,,1.00% Unfunded,,09/13/24,,12829,,,(112),,,,(360),,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,,,,,,,,,,,17576,,,,17094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,"Total Chemicals, Plastics & Rubber",,,,,,,,,,,,108539,,,,,64370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Construction & Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Englert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,"Gutter Buyer, Inc.",,,First Lien Secured Debt,,,"7.25% (1M L+625, 1.00% Floor)",,03/06/25,,,26915,,,,26479,,,,,25873,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,
215,,,First Lien Secured Debt - Revolver,,,8.50% (P+525),,03/06/24,,2727,,,2674,,,,2621,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,,,First Lien Secured Debt - Unfunded Delayed Draw,,,1.00% Unfunded,,03/06/25,,2045,,,(42),,,,(79),,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,"Gutter Holdings, LP",,,Common Equity/Interests - Common Stock,,,N/A,,N/A,,,500 Shares,,,500,,,,558,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Total Construction & Building,,,,,,,,,,,,29611,,,,,28973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (28),,,Fair Value (1)(29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Consumer Goods – Durable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,A&V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,"A&V Holdings Midco, LLC",,,First Lien Secured Debt,,,"5.75% (3M L+475, 1.00% Floor)",,03/10/27,,,11137,,,,11027,,,,,11027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,,,First Lien Secured Debt - Revolver,,,"5.50% (1M L+450, 1.00% Floor)",,03/10/25,,813,,,813,,,,805,,,(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,,,First Lien Secured Debt - Revolver,,,"5.50% (3M L+450, 1.00% Floor)",,03/10/25,,90,,,90,,,,89,,,(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,,,First Lien Secured Debt - Unfunded Revolver,,,0.50% Unfunded,,03/10/25,,602,,,(134),,,,(6),,,(8)(21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,,,,,,,,,,,11796,,,,11915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Dan Dee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,"Project Comfort Buyer, Inc.",,,First Lien Secured Debt,,,"8.00% (6M L+700, 1.00% Floor)",,02/03/25,,26283,,,25665,,,,24969,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,,,First Lien Secured Debt,,,9.25% (P+600),,02/03/25,,867,,,846,,,,823,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,,,First Lien Secured Debt - Unfunded Revolver,,,0.50% Unfunded,,02/01/24,,3461,,,(80),,,,(173),,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,,,First Lien Secured Debt - Unfunded Delayed Draw,,,0.50% Unfunded,,02/03/25,,2308,,,(28),,,,(115),,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,,,Preferred Equity - Preferred Stock,,,N/A,,N/A,,,"461,538 Shares",,,462,,,,231,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,,,,,,,,,,,26865,,,,25735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,"Hayward Industries, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,"Hayward Industries, Inc.",,,Second Lien Secured Debt,,,9.24% (1M L+825),,08/04/25,,21919,,,21693,,,,20639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,KDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,KDC US Holdings,,,First Lien Secured Debt - Revolver,,,5.50% (P+225),,12/21/23,,5731,,,5732,,,,5173,,,(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,,,First Lien Secured Debt - Unfunded Revolver,,,0.25% Unfunded,,12/21/23,,214,,,-,,,,(22),,,(8)(21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,,,First Lien Secured Debt - Letters of Credit,,,3.25%,,11/06/20 - 03/08/21,,,65,,,-,,,,(6),,,(8)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,,,First Lien Secured Debt - Letter of Credit,,,3.25%,,02/05/21,,£,10,,,-,,,,-,,,(8)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,,,,,,,,,,,5732,,,,5145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,"KLO Holdings, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,9357-5991 Quebec Inc.,,,First Lien Secured Debt,,,11.82% (3M L+775 Cash plus 2.00% PIK),,04/07/22,,9562,,,8653,,,,2118,,,(13)(14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,KLO Acquisition LLC,,,First Lien Secured Debt,,,11.82% (3M L+775 Cash plus 2.00% PIK),,04/07/22,,5373,,,4838,,,,30,,,(13)(14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,,,,,,,,,,,13491,,,,2148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,NSi Industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,"Wildcat BuyerCo, Inc.",,,First Lien Secured Debt,,,"7.14% (3M L+550, 1.00% Floor)",,02/27/26,,6087,,,5946,,,,5946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,,,First Lien Secured Debt - Unfunded Revolver,,,0.50% Unfunded,,02/27/26,,717,,,(16),,,,(16),,,(8)(21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,,,First Lien Secured Debt - Letter of Credit,,,5.50%,,08/30/20,,8,,,-,,,,-,,,(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,,,First Lien Secured Debt - Unfunded Delayed Draw,,,0.00% Unfunded,,02/27/26,,3188,,,(35),,,,(72),,,(8)(21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Wildcat Parent LP,,,Common Equity/Interests - Common Stock,,,N/A,,N/A,,,"1,000 Shares",,,100,,,,100,,,(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,,,,,,,,,,,5995,,,,5958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (28),,,Fair Value (1)(29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Liqui-Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,"Liqui-Box Holdings, Inc.",,,First Lien Secured Debt - Revolver,,,"5.95% (3M L+450, 1.00% Floor)",,02/26/25,,475,,,475,,,,470,,,(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,,,First Lien Secured Debt - Revolver,,,"5.50% (3M L+450, 1.00% Floor)",,02/26/25,,712,,,712,,,,705,,,(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,,,First Lien Secured Debt - Revolver,,,"5.73% (3M L+450, 1.00% Floor)",,02/26/25,,1186,,,1186,,,,1175,,,(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,,,First Lien Secured Debt - Revolver,,,"5.77% (3M L+450, 1.00% Floor)",,02/26/25,,712,,,712,,,,705,,,(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,,,First Lien Secured Debt - Unfunded Revolver,,,0.50% Unfunded,,02/26/25,,401,,,(35),,,,(4),,,(8)(21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,,,First Lien Secured Debt - Letters of Credit,,,4.50%,,09/27/20 - 10/01/20,,,32,,,-,,,,-,,,(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,,,First Lien Secured Debt - Letter of Credit,,,4.50%,,06/30/21,,€,42,,,-,,,,-,,,(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,,,,,,,,,,,3050,,,,3051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,"Sorenson Holdings, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,"Sorenson Holdings, LLC",,,Common Equity/Interests - Membership Interests,,,N/A,,N/A,,,587 Shares,,,-,,,,418,,,(10)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Total Consumer Goods – Durable,,,,,,,,,,,,88622,,,,,75009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Consumer Goods – Non-durable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,3D Protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,"Protein For Pets Opco, LLC",,,First Lien Secured Debt,,,"6.00% (1M L+500, 1.00% Floor)",,11/28/25,,,12717,,,,12495,,,,,12399,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,
269,,,First Lien Secured Debt - Revolver,,,"6.22% (3M L+500, 1.00% Floor)",,05/31/24,,444,,,444,,,,433,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,,,First Lien Secured Debt - Unfunded Revolver,,,0.50% Unfunded,,05/31/24,,1775,,,(48),,,,(44),,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,,,,,,,,,,,12891,,,,12788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Beauty Industry Group (BIG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,"BIG Buyer, LLC",,,First Lien Secured Debt,,,"7.57% (6M L+650, 1.00% Floor)",,11/20/23,,22368,,,21889,,,,21504,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,,,First Lien Secured Debt - Revolver,,,"7.57% (6M L+650, 1.00% Floor)",,11/20/23,,120,,,120,,,,114,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,,,First Lien Secured Debt - Revolver,,,"7.50% (1M L+650, 1.00% Floor)",,11/20/23,,602,,,602,,,,570,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,,,First Lien Secured Debt - Unfunded Revolver,,,0.50% Unfunded,,11/20/23,,1083,,,(39),,,,(57),,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,,,,,,,,,,,22572,,,,22131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,DMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Lion Cashmere Midco Limited,,,First Lien Secured Debt,,,"6.75% (6M L+575, 1.00% Floor)",,03/21/25,,13053,,,12863,,,,11969,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,,,First Lien Secured Debt - Revolver,,,5.75% (3M E+525),,03/21/24,,€,356,,,392,,,,357,,,(9)(17)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,,,First Lien Secured Debt - Revolver,,,5.75% (6M E+525),,03/21/24,,€,605,,,655,,,,608,,,(9)(17)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,,,First Lien Secured Debt - Revolver,,,5.86% (6M GBPL+525),,03/21/24,,€,225,,,247,,,,226,,,(9)(17)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,,,First Lien Secured Debt - Unfunded Delayed Draw,,,2.01% Unfunded,,03/21/25,,€,2371,,,(39),,,,(216),,,(8)(9)(17)(21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,,,,,,,,,,,14118,,,,12944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Olaplex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,"Olaplex, Inc.",,,First Lien Secured Debt,,,"7.50% (1M L+650, 1.00% Floor)",,01/08/26,,26200,,,25696,,,,25696,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,,,First Lien Secured Debt - Revolver,,,"7.50% (1M L+650, 1.00% Floor)",,01/08/25,,3800,,,3727,,,,3724,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,,,,,,,,,,,29423,,,,29420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (28),,,Fair Value (1)(29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,"Sequential Brands Group, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,"Sequential Brands Group, Inc.",,,Second Lien Secured Debt,,,9.75% (1M L+875),,02/07/24,,12965,,,,12882,,,,,12289,,,(17),,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Total Consumer Goods – Non-durable,,,,,,,,,,,,91886,,,,,89572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Consumer Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,1A Smart Start LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,1A Smart Start LLC,,,Second Lien Secured Debt,,,"9.32% (3M L+825, 1.00% Floor)",,08/22/22,,,25100,,,,24842,,,,,24282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Clarus Commerce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,"Marlin DTC-LS Midco 2, LLC",,,First Lien Secured Debt,,,"6.57% (6M L+550, 1.00% Floor)",,07/01/25,,9245,,,9103,,,,8806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,,,First Lien Secured Debt - Unfunded Revolver,,,0.50% Unfunded,,07/01/25,,685,,,(10),,,,(33),,,(8)(21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,,,,,,,,,,,9093,,,,8773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,First Heritage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,"First Heritage Credit, LLC",,,First Lien Secured Debt,,,6.33% (1M L+475),,04/02/22,,18450,,,18340,,,,17959,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,,,First Lien Secured Debt - Revolver,,,7.08% (1M L+550),,04/02/22,,517,,,517,,,,504,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,,,First Lien Secured Debt - Unfunded Revolver,,,0.50% Unfunded,,04/02/22,,3233,,,(25),,,,(83),,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,,,First Lien Secured Debt - Unfunded Delayed Draw,,,0.50% Unfunded,,04/02/22,,7800,,,(65),,,,(207),,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,,,,,,,,,,,18767,,,,18173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Only About Children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,Nemo (BC) Bidco Pty Ltd,,,First Lien Secured Debt,,,"6.75% (1M BBSW+575, 1.00% Floor)",,04/06/24,,A$,6768,,,4923,,,,3894,,,(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,,,First Lien Secured Debt - Unfunded Delayed Draw,,,2.59% Unfunded,,04/06/24,,A$,232,,,(7),,,,(9),,,(8)(17)(21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,,,,,,,,,,,4916,,,,3885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Paper Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,"Paper Source, Inc.",,,First Lien Secured Debt,,,"8.78% (3M L+700, 1.00% Floor)",,05/22/24,,11620,,,11427,,,,10981,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,First Lien Secured Debt - Revolver,,,9.25% (P+600),,05/22/24,,1890,,,1890,,,,1786,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,,,First Lien Secured Debt - Revolver,,,"8.70% (3M L+700, 1.00% Floor)",,05/22/24,,205,,,154,,,,194,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,,,First Lien Secured Debt - Revolver,,,"8.74% (3M L+700, 1.00% Floor)",,05/22/24,,411,,,411,,,,388,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,,,First Lien Secured Debt - Revolver,,,"8.83% (3M L+700, 1.00% Floor)",,05/22/24,,205,,,205,,,,194,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,,,First Lien Secured Debt - Revolver,,,"8.85% (3M L+700, 1.00% Floor)",,05/22/24,,370,,,370,,,,350,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,,,,,,,,,,,14457,,,,13893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,"Pinstripe Holdings, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,"Pinstripe Holdings, LLC",,,First Lien Secured Debt,,,"7.08% (6M L+600, 1.00% Floor)",,01/17/25,,6930,,,6819,,,,6547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
