,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
168,A&V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,"A&V Holdings Midco, LLC",,First Lien Secured Debt - Revolver,,"L+450, 1.00 Floor",,03/10/25,,,1505,,,,(92),,,,,(59),,,(8)(21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,KDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,KDC US Holdings,,First Lien Secured Debt - Revolver,,"L+325, 0.00 Floor",,12/21/23,,6020,,,4892,,,,4812,,,(20)(21)  (23)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,"KLO Holdings, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,1244311 B.C. Ltd. (4),,First Lien Secured Debt,,"L+500, 1.00 Floor",,09/30/25,,2978,,,2978,,,,2805,,,(17)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,,,First Lien Secured Debt,,"L+500 PIK, 1.00 Floor",,09/30/25,,1046,,,1046,,,,979,,,(17)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,,,Common Equity - Common Stock,,N/A,,N/A,,"1,000,032 Shares",,1000,,,,1096,,,(2)(13)(17)  (25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,GSC Technologies Inc. (4),,First Lien Secured Debt,,"L+1000 PIK, 1.00 Floor",,09/30/25,,216,,,216,,,,202,,,(17)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,,,,,,,,,,5240,,,,5082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Liqui-Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,"Liqui-Box Holdings, Inc.",,First Lien Secured Debt - Revolver,,"L+450, 1.00 Floor",,02/26/25,,3014,,,2827,,,,2842,,,(20)(21)  (23)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,,First Lien Secured Debt - Revolver,,"P+350, 1.00 Floor",,02/26/25,,546,,,542,,,,545,,,(21)  (23)(34),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,,,,,,,,,,3369,,,,3387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,NSi Industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,"Wildcat BuyerCo, Inc.",,First Lien Secured Debt,,"L+500, 1.00 Floor",,02/27/26,,5996,,,5890,,,,5965,,,(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,,,First Lien Secured Debt,,"L+500, 1.00 Floor",,02/27/26,,3171,,,896,,,,1126,,,(21)(23)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,,,First Lien Secured Debt - Revolver,,"L+500, 1.00 Floor",,02/27/26,,725,,,(12),,,,(3),,,(8)(21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Wildcat Parent LP,,Common Equity - Common Stock,,N/A,,N/A,,"1,070 Shares",,107,,,,161,,,(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,,,,,,,,,,,6881,,,,7249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,"Sorenson Holdings, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,"Sorenson Holdings, LLC",,Common Equity - Membership Interests,,N/A,,N/A,,587 Shares,,0,,,,411,,,(10)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,,,,,Total Consumer Goods – Durable,,,20290,,,,,20882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Consumer Goods – Non-durable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,3D Protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,"Protein For Pets Opco, LLC",,First Lien Secured Debt - Revolver,,"L+500, 1.00 Floor",,05/31/24,,,2219,,,,(31),,,,,0,,,(9)(21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Beauty Industry Group (BIG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,"Big Buyer, LLC",,First Lien Secured Debt,,"L+650, 1.00 Floor",,11/20/23,,30373,,,29985,,,,30285,,,(9)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,,First Lien Secured Debt,,"L+650, 1.00 Floor",,11/20/23,,1000,,,(6),,,,(3),,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,,First Lien Secured Debt - Revolver,,"L+650, 1.00 Floor",,11/20/23,,1806,,,(23),,,,(5),,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,,,,,,,,,,29956,,,,30277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Dan Dee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,"Project Comfort Buyer, Inc.",,First Lien Secured Debt,,"L+700, 1.00 Floor",,02/01/25,,25590,,,25167,,,,24564,,,(9)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,,,First Lien Secured Debt - Revolver,,"L+700, 1.00 Floor",,02/01/24,,3462,,,1106,,,,1008,,,(9)(21)(23)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,,,Preferred Equity - Preferred Equity,,N/A,,N/A,,"461,538 Shares",,462,,,,258,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,,,,,,,,,,,26735,,,,25830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Industry / Company,,Investment Type,,Interest Rate,,Maturity Date,,Par/Shares (12),,Cost (36),,,Fair Value (1)(37),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,LashCo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,"Lash OpCo, LLC",,First Lien Secured Debt,,"L+700, 1.00 Floor",,03/18/26,,20000,,,19557,,,,19558,,,(9)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,,,First Lien Secured Debt,,"P+600, 1.00 Floor",,03/18/26,,10171,,,9956,,,,9946,,,(9)(34),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,,,First Lien Secured Debt - Revolver,,"L+700, 1.00 Floor",,09/18/25,,1503,,,190,,,,207,,,(9)(21)(23)  (26)(29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,,,,,,,,,,,29703,,,,29711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Olaplex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,"Olaplex, Inc.",,First Lien Secured Debt,,"L+625, 1.00 Floor",,01/08/26,,12142,,,11967,,,,12256,,,(9)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,,,First Lien Secured Debt - Revolver,,"L+650, 1.00 Floor",,01/08/25,,2300,,,(30),,,,0,,,(9)(21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,,,,,,,,,,,11937,,,,12256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,"Sequential Brands Group, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,"Sequential Brands Group, Inc.",,First Lien Secured Debt,,"L+500, 1.00 Floor",,01/28/22,,6964,,,6535,,,,6537,,,(17)(21)  (23)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,,,Second Lien Secured Debt,,8.75,,02/07/24,,12658,,,12606,,,,11545,,,(13)(14)  (17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,,,,,,,,,,,19141,,,,18082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,,,,Total Consumer Goods – Non-durable,,,117441,,,,,116156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Consumer Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Activ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,"Activ Software Holdings, LLC",,First Lien Secured Debt,,"L+625, 1.00 Floor",,05/04/27,,,30018,,,,29450,,,,,29403,,,(9)(29),,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,,,First Lien Secured Debt - Revolver,,"L+625, 1.00 Floor",,05/04/27,,2407,,,(45),,,,(49),,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,,,,,,,,,,,29405,,,,29354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,"Bird US Opco, LLC",,First Lien Secured Debt,,"L+900, 1.00 Floor",,04/27/24,,15055,,,4464,,,,4474,,,(9)(23)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Clarus Commerce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,"Marlin DTC-LS Midco 2, LLC",,First Lien Secured Debt,,"L+650, 1.00 Floor",,07/01/25,,22262,,,21923,,,,22080,,,(26)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,,,First Lien Secured Debt - Revolver,,"L+600, 1.00 Floor",,07/01/25,,685,,,(8),,,,(5),,,(8)(21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,,,,,,,,,,,21915,,,,22075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,First Heritage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,"First Heritage Credit, LLC",,First Lien Secured Debt,,"L+475, 0.00 Floor",,04/02/22,,26250,,,17971,,,,17948,,,(9)(21)(23)  (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,,,First Lien Secured Debt - Revolver,,"L+550, 0.00 Floor",,04/02/22,,3750,,,1942,,,,1946,,,(9)(21)(23)  (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,,,,,,,,,,,19913,,,,19894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Go Car Wash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Go Car Wash Management Corp.,,First Lien Secured Debt,,"L+550, 1.00 Floor",,12/31/26,,8023,,,7870,,,,7902,,,(9)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,,,First Lien Secured Debt,,"L+550, 1.00 Floor",,12/31/26,,3462,,,154,,,,102,,,(9)(21)(23)  (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,,,First Lien Secured Debt - Revolver,,"L+550, 1.00 Floor",,12/31/26,,417,,,288,,,,285,,,(9)(21)(23)  (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,,,,,,,,,,,8312,,,,8289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Lending Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,LendingPoint LLC,,First Lien Secured Debt,,"L+1050, 1.00 Floor",,12/30/25,,17500,,,11218,,,,11225,,,(9)(21)(23)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,,,First Lien Secured Debt,,"L+575, 1.00 Floor",,12/30/25,,4167,,,3153,,,,3157,,,(9)(21)(23)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,,,First Lien Secured Debt - Revolver,,"L+575, 1.00 Floor",,12/30/25,,8333,,,5059,,,,5066,,,(9)(21)(23)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,,,,,,,,,,,19430,,,,19448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Industry / Company,,Investment Type,,Interest Rate,,Maturity Date,,Par/Shares (12),,Cost (36),,,Fair Value (1)(37),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Only About Children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Nemo (BC) Bidco Pty Ltd,,First Lien Secured Debt,,"BBSW+625, 0.00 Floor",,04/06/24,,A$,6008,,,4395,,,,4212,,,(17)(33),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,,,First Lien Secured Debt,,"BBSW+625, 0.00 Floor",,04/06/24,,A$,992,,,545,,,,527,,,(17)(21) (23)(33),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,,,,,,,,,,,4940,,,,4739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Paper Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Papershop Holdco Inc.,,First Lien Secured Debt,,"L+700, 1.00 Floor",,05/27/26,,10607,,,10505,,,,10501,,,(9)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,,,First Lien Secured Debt - Revolver,,"L+700, 1.00 Floor",,05/27/26,,2671,,,1355,,,,1354,,,(9)(21)(23)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,,,First Lien Secured Debt - Revolver,,"P+600, 1.00 Floor",,05/27/26,,411,,407,,,,407,,,(9)(21)(23)  (34),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,,,,,,,,,,,12267,,,,12262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,"Pinstripe Holdings, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,"Pinstripe Holdings, LLC",,First Lien Secured Debt,,"L+550, 1.00 Floor",,01/17/25,,6791,,,6714,,,,6780,,,(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,The Club Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Eldrickco Limited,,First Lien Secured Debt,,"GBPL+625, 0.50 Floor",,11/21/25,,£,9393,,,11936,,,,12202,,,(9)(17)(32),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,,,First Lien Secured Debt,,"GBPL+625, 0.50 Floor",,11/21/25,,£,5690,,,2064,,,,2133,,,(9)(17)(23)  (32),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,,,First Lien Secured Debt - Revolver,,"GBPL+625, 0.50 Floor",,05/21/25,,£,356,,,411,,,,462,,,(9)(17)(23)  (32),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,,,,,,,,,,,14411,,,,14797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,US Auto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"U.S. Auto Finance, Inc.",,First Lien Secured Debt,,"L+525, 0.00 Floor",,04/17/24,,20000,,,4623,,,,4558,,,(9)(21)(23)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,,,First Lien Secured Debt - Revolver,,"L+600, 0.00 Floor",,04/17/24,,13333,,,4515,,,,4507,,,(9)(21)(23)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,,,,,,,,,,,9138,,,,9065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,,,,,Total Consumer Services,,,150909,,,,,151177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Celink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Compu-Link Corporation,,First Lien Secured Debt - Revolver,,"L+550, 1.00 Floor",,06/11/24,,,2273,,,,(28),,,,,(16),,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,"Peer Advisors, LLC",,First Lien Secured Debt,,"L+550, 1.00 Floor",,06/11/24,,17670,,,17451,,,,17543,,,(9)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,,,,,,,,,,,17423,,,,17527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,"Flock Financial, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,"Flock SPV I, LLC",,First Lien Secured Debt,,"L+650, 1.00 Floor",,12/31/22,,14667,,,11991,,,,12000,,,(9)(17)(21)  (23)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,,,First Lien Secured Debt - Revolver,,"L+650, 1.00 Floor",,12/31/22,,5333,,,(36),,,,0,,,(9)(17)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,,,,,,,,,,,11955,,,,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Golden Bear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,"Golden Bear 2016-R, LLC (4)",,Structured Products and Other - Membership Interests,,N/A,,09/20/42,,N/A,,16837,,,,10795,,,(3)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,"Purchasing Power, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,"Purchasing Power Funding I, LLC",,First Lien Secured Debt - Revolver,,"L+650, 0.00 Floor",,01/24/24,,9113,,,0,,,,0,,,(9)(21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Spectrum Automotive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,CC SAG Holdings Corp.,,First Lien Secured Debt,,"L+575, 0.75 Floor",,06/29/28,,11405,,,11236,,,,11234,,,(9)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,,,First Lien Secured Debt,,"L+575, 0.75 Floor",,06/29/28,,3147,,,(22),,,,(47),,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,,,First Lien Secured Debt - Revolver,,"L+575, 0.75 Floor",,06/29/27,,420,,,(6),,,,(6),,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,,,,,,,,,,,11208,,,,11181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,"Ten-X, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,"Ten-X, LLC",,First Lien Secured Debt - Revolver,,"L+325, 0.00 Floor",,09/29/22,,4680,,,4596,,,,4526,,,(23)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,,,"Total Diversified Investment Vehicles, Banking, Finance, Real Estate",,,62019,,,,,56029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Industry / Company,,Investment Type,,Interest Rate,,Maturity Date,,Par/Shares (12),,Cost (36),,,Fair Value (1)(37),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,NFA Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,SSCP Spring Bidco Limited,,First Lien Secured Debt,,"GBPL+625, 0.00 Floor",,07/30/25,,£,30000,,,,36255,,,,,40223,,,(9)(17)(32),,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,,,,,Total Education,,,36255,,,,,40223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Energy – Electricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,"Renew Financial LLC (f/k/a Renewable Funding, LLC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,"AIC SPV Holdings II, LLC (4)",,Preferred Equity - Preferred Stock,,N/A,,N/A,,"534,375 Shares",,,534,,,,,439,,,(15)(17)(25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,"Renew Financial LLC (f/k/a Renewable Funding, LLC) (4)",,Preferred Equity - Series B Preferred Stock,,N/A,,N/A,,"1,505,868 Shares",,8343,,,,0,,,(13)(25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,,,Preferred Equity - Series D Preferred Stock,,N/A,,N/A,,"436,689 Shares",,5568,,,,0,,,(13)(25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,,,Preferred Equity - Series E Preferred Stock,,N/A,,N/A,,"441,576 Shares",,1902,,,,4994,,,(13)(17)  (25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Renew JV LLC (4),,Common Equity - Membership Interests,,N/A,,N/A,,"548,175 Shares",,548,,,,629,,,(13)(17)  (25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,,,,,,,,,,,16895,,,,6062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Solarplicity Group Limited (f/k/a AMP Solar UK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Solarplicity UK Holdings Limited,,First Lien Secured Debt,,4.00,,03/08/23,,£,5562,,,7357,,,,2167,,,(14)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,,,Preferred Equity - Preferred Stock,,N/A,,N/A,,"4,286 Shares",,5623,,,,0,,,(2)(13)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,,,Common Equity - Ordinary Shares,,N/A,,N/A,,"2,825 Shares",,4,,,,0,,,(2)(13)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,,,,,,,,,,,12984,,,,2167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,,,,,Total Energy – Electricity,,,29879,,,,,8229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Energy – Oil & Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.) (5)",,Second Lien Secured Debt,,10.00 PIK,,03/31/23,,,15000,,,,15000,,,,,4922,,,(14),,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,,,Common Equity - Common Stock,,N/A,,N/A,,"10,000,000 Shares",,30078,,,,0,,,(13)(25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,,,,,,,,,,,45078,,,,4922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Pelican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,"Pelican Energy, LLC (4)",,Common Equity - Membership Interests,,N/A,,N/A,,"1,444 Shares",,16764,,,,2170,,,(13)(16)  (17)(25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Spotted Hawk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,"SHD Oil & Gas, LLC (5)",,First Lien Secured Debt - Tranche C Note,,12.00,,06/30/22,,24728,,,24728,,,,25470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,,,Common Equity - Series C Units,,N/A,,N/A,,"50,952,525 Shares",,44065,,,,6740,,,(13)(16) (25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,,,Common Equity - Series A Units,,N/A,,N/A,,"7,600,000 Shares",,1411,,,,0,,,(13)(16) (25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,,,,,,,,,,,70204,,,,32210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,,,,,Total Energy – Oil & Gas,,,132046,,,,,39302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Environmental Industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Ortega National Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,"Ortega National Parks, LLC",,First Lien Secured Debt,,"L+525, 1.00 Floor",,10/31/25,,,8994,,,,8875,,,,,8725,,,(9)(29),,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,,,First Lien Secured Debt,,"L+525, 1.00 Floor",,10/31/25,,6596,,,340,,,,197,,,(9)(23)(29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,,,First Lien Secured Debt - Revolver,,"L+525, 1.00 Floor",,10/31/25,,1366,,,(29),,,,(41),,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,,,,,Total Environmental Industries,,,9186,,,,,8881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Industry / Company,,Investment Type,,Interest Rate,,Maturity Date,,Par/Shares (12),,Cost (36),,,Fair Value (1)(37),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Healthcare & Pharmaceuticals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,83bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,"83Bar, Inc.",,First Lien Secured Debt,,"L+575, 1.50 Floor",,07/02/26,,,5000,,,,4976,,,,,4975,,,(9)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,Akoya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,"Akoya Biosciences, Inc.",,First Lien Secured Debt,,"L+635, 1.50 Floor",,10/27/25,,9750,,,9771,,,,9750,,,(9)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,,,First Lien Secured Debt,,"L+635, 1.50 Floor",,10/27/25,,1500,,,(7),,,,0,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,,,,,,,,,,,9764,,,,9750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,AmeriVet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,"Amerivet Partners Management, Inc.",,First Lien Secured Debt,,"L+475, 1.00 Floor",,06/05/24,,25580,,,25284,,,,25037,,,(9)(29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,,,First Lien Secured Debt,,"L+475, 1.00 Floor",,06/05/24,,8116,,,7957,,,,7944,,,(9)(26)(27)  (28)(29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
