,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
227,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.) (16)",,Energy – Oil & Gas,,8.00% Cash (10.00% PIK Toggle),,3/29/19,,,6500,,,,6500,,,,6500,
228,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.), Unfunded Delayed Draw (16)(21)(23)",,Energy – Oil & Gas,,0.00% Unfunded,,3/29/19,,3500,,,-,,,-,,,,
229,Solarplicity Group Limited (17),,Energy – Electricity,,12.50% Cash (12.50% PIK Toggle),,11/30/22,,£,141565,,,206416,,,184020,,,
230,Total First Lien Secured Debt (excluding Revolvers and Letters of Credit)-12.3% (10),,,,,212916,,,,190520,,,,,,,,,
231,Revolvers and Letters of Credit,,,,,,,,,,,,,,,,,,
232,"Merx Aviation Finance, LLC, Revolver (16)",,Aviation and Consumer Transport,,12.00%,,10/31/18,,,399084,,,,399084,,,,399084,
233,"Merx Aviation Finance, LLC, Unfunded Revolver (16)(21)",,Aviation and Consumer Transport,,0.00% Unfunded,,10/31/18,,100916,,,-,,,-,,,,
234,"Merx Aviation Finance, LLC, Letter of Credit (16)(23)",,Aviation and Consumer Transport,,2.25%,,7/13/17,,177,,,-,,,-,,,,
235,"Merx Aviation Finance Assets Ireland Limited, Letter of Credit (16)(23)",,Aviation and Consumer Transport,,2.25%,,9/30/17,,1800,,,-,,,-,,,,
236,"Merx Aviation Finance Assets Ireland Limited, Letter of Credit (16)(23)",,Aviation and Consumer Transport,,2.25%,,9/30/17,,1800,,,-,,,-,,,,
237,Total Revolvers and Letters of Credit-25.9% (10),,,,,,,,,399084,,,,399084,,,,,
238,Total First Lien Secured Debt-38.2% (10),,,,,,,,,612000,,,,589604,,,,,
239,Second Lien Secured Debt,,,,,,,,,,,,,,,,,,
240,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.) (16)",,Energy – Oil & Gas,,10.00% PIK Toggle (8.00% Cash),,3/29/21,,,26276,,,,26276,,,,26276,
241,Total Second Lien Debt-1.7% (10),,,,,,,,,26276,,,,26276,,,,,
242,Total Secured Debt-39.9% (10),,,,,,,,,638276,,,,615880,,,,,
243,Total Corporate Debt-39.9% (10),,,,,,,,,638276,,,,615880,,,,,
244,Equity,,,,,,,,,,,,,,,,,,
245,Common Equity/Interests,,,,,,Shares,,,,,,,,,,,,
246,"Dynamic Product Tankers, LLC, Class A Units (17)(24)",,"Transportation – Cargo, Distribution",,N/A,,N/A,,N/A,,,,48106,,,,44647,,
247,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.), Common Stock (13)",,Energy – Oil & Gas,,N/A,,N/A,,5000000,,,30078,,,23274,,,,
248,"Merx Aviation Finance, LLC, Membership Interests",,Aviation and Consumer Transport,,N/A,,N/A,,N/A,,,56504,,,83012,,,,
249,"MSEA Tankers LLC, Class A Units (17)(25)",,"Transportation – Cargo, Distribution",,N/A,,N/A,,N/A,,,84500,,,83361,,,,
250,"Solarplicity Group Limited, Class B Common Shares (2)(13)(17)",,Energy – Electricity,,N/A,,N/A,,2825,,,2472,,,127,,,,
251,Total Common Equity/Interests-15.2% (10),,,,,,,,,221660,,,,234421,,,,,
252,Total Equity-15.2% (10),,,,,,,,,221660,,,,234421,,,,,
253,Total Controlled Investments-55.1% (10),,,,,,,,,859936,,,,850301,,,,,
254,Total Investments-165.3% (6)(7)(10),,,,,,,,,2829217,,,,2548568,,,,,
255,(1),Fair value is determined in good faith by or under the direction of the Board of Directors of the Company (Note 2).,,,,,,,,,,,,,,,,,
256,(5),"Denotes investments in which we are deemed to exercise a controlling influence over the management or policies of a company, as defined in the 1940 Act, due to beneficially owning, either directly or through one or more controlled companies, more than 25% of the outstanding voting securities of the investment. Fair value as of  March 31, 2016  and  September 30, 2016  along with transactions during the  six months ended September 30, 2016  in these Controlled investments are as follows:",,,,,,,,,,,,,,,,,
257,(9),These are co-investments made with the Company’s affiliates in accordance with the terms of the exemptive order the Company received from the Securities and Exchange Commission (the “SEC”) permitting us to do so. (See Note 3 for discussion of the exemptive order from the SEC.),,,,,,,,,,,,,,,,,
258,(21),The rates associated with these undrawn committed revolvers and delayed draw term loans represent rates for commitment and unused fees.,,,,,,,,,,,,,,,,,
259,Portfolio Company,Total Commitment,Drawn Commitment,Letters of Credit,Undrawn Commitment,,,,,,,,,,,,,,
260,"AIC SPV Holdings I, LLC",,8632,,,4259,,,-,,,4373,,,,,,,
261,"Alliant Holdings Intermediate, LLC",15000,,-,,206,,14794,,,,,,,,,,,
262,"American Media, Inc.",1778,,1007,,206,,565,,,,,,,,,,,
263,Aptevo Therapeutics Inc.,15000,,8571,,-,,6429,,,,,,,,,,,
264,Confie Seguros  Holding II Co.,4500,,615,,161,,3724,,,,,,,,,,,
265,"Endologix, Inc.",5000,,56,,-,,4944,,,,,,,,,,,
266,"Glacier Oil & Gas Co  rp. (f/k/a Miller Energy Resources, Inc.)",10000,,6500,,-,,3500,,,,,,,,,,,
267,LabVantage Solution  s Limited,3861,,-,,-,,3861,,,,,,,,,,,
268,"Merx Aviation Finance, LLC",177,,-,,177,,-,,,,,,,,,,,
269,Merx Aviation Finance Asset  s Ireland Limited,3600,,-,,3600,,-,,,,,,,,,,,
270,"My Alarm Center, LLC",19123,,11837,,-,,7286,,,,,,,,,,,
271,Tibco Software Inc.,6000,,-,,-,,6000,,,,,,,,,,,
272,UniTek Global Services Inc.,15662,,-,,10662,,5000,,,,,,,,,,,
273,Total Commitments,,108333,,,32845,,,15012,,,60476,,,,,,,
274,Industry Classification,"Percentage of Total Investments (at Fair Value) as of September 30, 2016",,,,,,,,,,,,,,,,,
275,Business Services,19.0%,,,,,,,,,,,,,,,,,
276,Aviation and Consumer Transport,18.9%,,,,,,,,,,,,,,,,,
277,"Diversified Investment Vehicles, Banking, Finance, Real Estate",12.0%,,,,,,,,,,,,,,,,,
278,Energy – Oil & Gas,9.7%,,,,,,,,,,,,,,,,,
279,Energy – Electricity,8.5%,,,,,,,,,,,,,,,,,
280,"Transportation – Cargo, Distribution",8.4%,,,,,,,,,,,,,,,,,
281,High Tech Industries,6.3%,,,,,,,,,,,,,,,,,
282,Insurance,2.6%,,,,,,,,,,,,,,,,,
283,Telecommunications,2.5%,,,,,,,,,,,,,,,,,
284,"Chemicals, Plastics & Rubber",2.4%,,,,,,,,,,,,,,,,,
285,"Hotel, Gaming, Leisure, Restaurants",1.4%,,,,,,,,,,,,,,,,,
286,Consumer Services,1.3%,,,,,,,,,,,,,,,,,
287,Healthcare & Pharmaceuticals,1.3%,,,,,,,,,,,,,,,,,
288,"Manufacturing, Capital Equipment",1.3%,,,,,,,,,,,,,,,,,
289,Utilities – Electric,1.3%,,,,,,,,,,,,,,,,,
290,Food & Grocery,1.0%,,,,,,,,,,,,,,,,,
291,Consumer Goods – Durable,0.7%,,,,,,,,,,,,,,,,,
292,"Advertising, Printing & Publishing",0.4%,,,,,,,,,,,,,,,,,
293,Environmental Industries,0.4%,,,,,,,,,,,,,,,,,
294,"Containers, Packaging & Glass",0.4%,,,,,,,,,,,,,,,,,
295,Media – Diversified & Production,0.1%,,,,,,,,,,,,,,,,,
296,Broadcasting & Subscription,0.1%,,,,,,,,,,,,,,,,,
297,Metals & Mining,0.0%,,,,,,,,,,,,,,,,,
298,Education,0.0%,,,,,,,,,,,,,,,,,
299,Total Investments,100.0%,,,,,,,,,,,,,,,,,
300,•,our future operating results;,,,,,,,,,,,,,,,,,
