,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
201,"Invuity, Inc., Warrants (9)",,Healthcare & Pharmaceuticals,,N/A,,N/A,,16873,,,,80,,,,82,,,,,
202,"Sprint Industrial Holdings, LLC, Warrants (29)",,"Containers, Packaging & Glass",,N/A,,N/A,,7341,,,-,,,-,,,,,,,
203,Total Warrants-0.0% (10),,,,,,,,,80,,,,82,,,,,,,,
204,Total Equity- 0.5% (10),,,,,,,,,10702,,,,6945,,,,,,,,
205,Total Non-Controlled/Non-Affiliated Investments-99.9% (10),,,,,,,1493015,,,,1475682,,,,,,,,,,
206,Investment,,Industry,,Interest  Rate (20),,Maturity  Date,,Par (12),,Cost,,Fair  Value (1),,,,,,,,,
207,Non-Controlled/Affiliated Investments (4),,,,,,,,,,,,,,,,,,,,,
208,Corporate Debt,,,,,,,,,,,,,,,,,,,,,
209,Secured Debt,,,,,,,,,,,,,,,,,,,,,
210,First Lien Secured Debt,,,,,,,,,,,,,,,,,,,,,
211,Solarplicity Group Limited (3)(17),,Energy – Electricity,,8.00% PIK (8.00% Cash Toggle),,11/30/22,,£,125468,,,146598,,,124297,,,,,,
212,Total First Lien Secured Debt-8.4% (10),,,,,146598,,,,124297,,,,,,,,,,,,
213,Total Secured Debt-8.4% (10),,,,,,,,,146598,,,,124297,,,,,,,,
214,Unsecured Debt,,,,,,,,,,,,,,,,,,,,,
215,Solarplicity UK Holdings Limited (17),,Energy – Electricity,,8.00% PIK (8.00% Cash Toggle),,2/24/22,,£,2000,,,2499,,,2598,,,,,,
216,Total Unsecured Debt-0.2% (10),,,,,2499,,,,2598,,,,,,,,,,,,
217,Total Corporate Debt-8.6% (10),,,,,,,,,149097,,,,126895,,,,,,,,
218,Structured Products and Other,,,,,,,,,,,,,,,,,,,,,
219,"Golden Bear 2016-R, LLC, Membership Interests (3)(17)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,N/A,,9/20/42,,,-,,,,16458,,,,17364,,,,
220,"Ivy Hill Middle Market Credit Fund IX, Ltd., Subordinated Notes (3)(11)(17)(22)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,13.34%,,10/18/25,,12500,,,8963,,,9283,,,,,,,
221,"Ivy Hill Middle Market Credit Fund X, Ltd., Subordinated Notes (3)(11)(17)(22)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,11.25%,,7/26/27,,14000,,,10845,,,10406,,,,,,,
222,Total Structured Products and Other-2.5% (10),,,,,,,,,36266,,,,37053,,,,,,,,
223,Equity,,,,,,,,,,,,,,,,,,,,,
224,Preferred Equity,,,,,,Shares,,,,,,,,,,,,,,,
225,"Renew Financial LLC (f/k/a Renewable Funding, LLC), Series B Preferred Stock (13)",,Energy – Electricity,,N/A,,N/A,,1505868,,,,8343,,,,18665,,,,,
226,"Renew Financial LLC (f/k/a Renewable Funding, LLC), Series D Preferred Stock (13)",,Energy – Electricity,,N/A,,N/A,,436689,,,5568,,,7090,,,,,,,
227,Total Preferred Equity-1.7% (10),,,,,,,,,13911,,,,25755,,,,,,,,
228,Common Equity/Interests,,,,,,Shares,,,,,,,,,,,,,,,
229,"AIC SPV Holdings II, LLC, Membership Interests (13)(15)(17)",,Energy – Electricity,,N/A,,N/A,,N/A,,,,534,,,,1456,,,,,
230,"AMP Solar Group, Inc., Class A Common Unit (13)(17)",,Energy – Electricity,,N/A,,N/A,,243646,,,10000,,,5116,,,,,,,
231,"Pelican Energy, LLC, Membership Interests (13)(17)",,Energy – Oil & Gas,,N/A,,N/A,,1444,,,27764,,,15603,,,,,,,
232,"Renew JV LLC, Membership Interests (13)(17)",,Energy – Electricity,,N/A,,N/A,,2527756,,,2792,,,3550,,,,,,,
233,"Solarplicity Group Limited, Class B Common Shares (2)(3)(13)(17)(26)",,Energy – Electricity,,N/A,,N/A,,2825,,,2472,,,-,,,,,,,
234,"Solarplicity UK Holdings Limited, Ordinary Shares (2)(13)(17)",,Energy – Electricity,,N/A,,N/A,,2825,,,4,,,4721,,,,,,,
235,Total Common Equity/Interests-2.1% (10),,,,,,,,,43566,,,,30446,,,,,,,,
236,Warrants,,,,,,Warrants,,,,,,,,,,,,,,,
237,Total Warrants-0.0% (10),,,,,,,,,-,,,,-,,,,,,,,
238,Total Equity-3.8% (10),,,,,,,,,57477,,,,56201,,,,,,,,
239,Total Non-Controlled/Affiliated Investments-14.9% (10),,,,,,,,,242840,,,,220149,,,,,,,,
240,Investment,,Industry,,Interest  Rate (20),,Maturity  Date,,Par (12),,Cost,,Fair  Value (1),,,,,,,,,
241,Controlled Investments (5),,,,,,,,,,,,,,,,,,,,,
242,Corporate Debt,,,,,,,,,,,,,,,,,,,,,
243,Secured Debt,,,,,,,,,,,,,,,,,,,,,
244,First Lien Secured Debt,,,,,,,,,,,,,,,,,,,,,
245,First Lien Secured Debt (excluding Revolvers and Letters of Credit),,,,,,,,,,,,,,,,,,,,,
246,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.) (16)(23)",,Energy – Oil & Gas,,8.00% Cash (10.00% PIK Toggle),,3/29/19,,,12500,,,,12500,,,,12500,,,,
247,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.) (16)(21)(23)",,Energy – Oil & Gas,,0.00% Unfunded,,3/29/19,,7500,,,-,,,-,,,,,,,
248,"SHD Oil & Gas, LLC, Tranche A Note (16)",,Energy – Oil & Gas,,14.00% (8.00% Cash plus 6.00% PIK),,12/31/19,,41511,,,41511,,,42756,,,,,,,
249,"SHD Oil & Gas, LLC, Tranche B Note (14)(16)",,Energy – Oil & Gas,,14.00% PIK,,12/31/19,,65951,,,44380,,,26741,,,,,,,
250,"SHD Oil & Gas, LLC, Tranche C Note (16)",,Energy – Oil & Gas,,12.00%,,12/31/19,,15750,,,15750,,,16223,,,,,,,
251,"SHD Oil & Gas, LLC, Unfunded Tranche C Note (16)(21)(23)",,Energy – Oil & Gas,,0.00% Unfunded,,12/31/19,,2250,,,-,,,-,,,,,,,
252,Total First Lien Secured Debt (excluding Revolvers and Letters of Credit)-6.6% (10),,,114141,,,,98220,,,,,,,,,,,,,,
253,Revolvers and Letters of Credit,,,,,,,,,,,,,,,,,,,,,
254,"Dynamic Product Tankers, LLC, Letter of Credit (17)(23)",,"Transportation – Cargo, Distribution",,2.25%,,9/20/17,,,2250,,,,-,,,,-,,,,
255,"Merx Aviation Finance Assets Ireland Limited, Letter of Credit (16)(23)",,Aviation and Consumer Transport,,2.25%,,9/30/17,,3600,,,-,,,-,,,,,,,
256,"Merx Aviation Finance, LLC, Letter of Credit (16)(23)",,Aviation and Consumer Transport,,2.25%,,7/13/17,,177,,,-,,,-,,,,,,,
257,"Merx Aviation Finance, LLC, Revolver (16)(23)",,Aviation and Consumer Transport,,12.00%,,10/31/18,,413834,,,413834,,,413834,,,,,,,
258,Total Revolvers and Letters of Credit-28.0% (10),,,,,,,,,413834,,,,413834,,,,,,,,
259,Total First Lien Secured Debt-34.6% (10),,,,,,,,,527975,,,,512054,,,,,,,,
260,Second Lien Secured Debt,,,,,,,,,,,,,,,,,,,,,
261,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.) (16)",,Energy – Oil & Gas,,10.00% PIK Toggle (8.00% Cash),,3/29/21,,,28314,,,,28314,,,,28314,,,,
262,Total Second Lien Secured Debt-1.9% (10),,,,,,,,,28314,,,,28314,,,,,,,,
263,Total Secured Debt-36.5% (10),,,,,,,,,556289,,,,540368,,,,,,,,
264,Total Corporate Debt-36.5% (10),,,,,,,,,556289,,,,540368,,,,,,,,
265,Equity,,,,,,,,,,,,,,,,,,,,,
266,Common Equity/Interests,,,,,,Shares,,,,,,,,,,,,,,,
267,"Dynamic Product Tankers, LLC, Class A Units (17)(24)",,"Transportation – Cargo, Distribution",,N/A,,N/A,,-,,,,48106,,,,42778,,,,,
268,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.), Common Stock (13)",,Energy – Oil & Gas,,N/A,,N/A,,5000000,,,30078,,,17154,,,,,,,
269,Investment,,Industry,,Interest  Rate (20),,Maturity  Date,,Par (12),,Cost,,Fair  Value (1),,,,,,,,,
270,"Merx Aviation Finance, LLC, Membership Interests",,Aviation and Consumer Transport,,N/A,,N/A,,-,,,19204,,,49017,,,,,,,
271,"MSEA Tankers LLC, Class A Units (17)(25)",,"Transportation – Cargo, Distribution",,N/A,,N/A,,-,,,74451,,,71431,,,,,,,
272,"SHD Oil & Gas, LLC, Series A Units (13)",,Energy – Oil & Gas,,N/A,,N/A,,7600000,,,1411,,,-,,,,,,,
273,Total Common Equity/Interests-12.2% (10),,,,,,,,,173250,,,,180380,,,,,,,,
274,Total Equity-12.2% (10),,,,,,,,,173250,,,,180380,,,,,,,,
275,Total Controlled Investments-48.7% (10),,,,,,,,,729539,,,,720748,,,,,,,,
276,Total Investments before Cash Equivalents-163.5% (10),,,,,,,,,2465394,,,,2416579,,,,,,,,
277,J.P. Morgan U.S. Government Money Market Fund (27),,N/A,,N/A,,N/A,,,-,,,,29853,,,,29853,,,,
278,Total Cash Equivalents-2.0% (10),,,,,,,,,29853,,,,29853,,,,,,,,
279,Total Investments after Cash Equivalents-165.5% (6)(7)(10),,,,,,,,,2495247,,,,2446432,,,,,,,,
280,Name of Issue,"Fair Value at March 31, 2017",Gross Additions ●,Gross Reductions ■,Net Change in Unrealized Gains (Losses),"Fair Value at June 30, 2017",Net Realized Gains (Losses),Interest/Dividend/Other Income,,,,,,,,,,,,,,
281,"AIC SPV Holdings I, LLC, Membership Interests",24285,,35,,"(69,073",,44753,,-,,"(44,327",,115,,,,,,,,
282,"AIC SPV Holdings II, LLC, Membership Interests",-,,534,,-,,922,,1456,,-,,-,,,,,,,,
283,"AMP Solar Group, Inc., Class A Common Unit",4687,,-,,-,,429,,5116,,-,,-,,,,,,,,
284,"Golden Bear 2016-R, LLC, Membership Interests, 9/20/42",17067,,-,,-,,297,,17364,,-,,-,,,,,,,,
285,"Ivy Hill Middle Market Credit Fund IX, Ltd., Subordinated Notes, 13.34%, 10/18/25",9537,,-,,(196,,(58,,9283,,-,,380,,,,,,,,
286,"Ivy Hill Middle Market Credit Fund X, Ltd., Subordinated Notes, 11.25%, 7/26/27",10841,,-,,(233,,(202,,10406,,-,,393,,,,,,,,
287,"LVI Group Investments, LLC, Common Units",-,,-,,"(17,505",,17505,,-,,"(17,505",,(306,,,,,,,,
288,"MCF CLO III, LLC, Membership Interests, 20.40%, 1/20/24",-,,-,,-,,-,,-,,-,,314,,,,,,,,
289,"Pelican Energy, LLC, 10.00% PIK Toggle (10.00% Cash), 12/31/18",15417,,-,,"(26,665",,11248,,-,,-,,-,,,,,,,,
290,"Pelican Energy, LLC, Membership Interests",-,,26664,,-,,"(11,061",,15603,,-,,-,,,,,,,,
291,"Renew Financial LLC (f/k/a Renewable Funding, LLC), Series B Preferred Stock",19383,,-,,-,,(718,,18665,,-,,-,,,,,,,,
292,"Renew Financial LLC (f/k/a Renewable Funding, LLC), Series D Preferred Stock",6253,,-,,-,,837,,7090,,-,,-,,,,,,,,
293,"Renew JV LLC, Membership Interests",4701,,947,,(114,,"(1,984",,3550,,4017,,-,,,,,,,,
294,"Solarplicity Group Limited, 8.00% PIK (8.00% Cash Toggle), 11/30/22",119426,,-,,-,,4871,,124297,,-,,2385,,,,,,,,
295,"Solarplicity UK Holdings Limited, 8.00% PIK (8.00% Cash Toggle), 2/24/22",2501,,-,,-,,97,,2598,,-,,51,,,,,,,,
296,"Solarplicity UK Holdings Limited, Ordinary Shares",4952,,-,,-,,(231,,4721,,-,,-,,,,,,,,
297,"Venoco, Inc., 10.00% PIK, 7/25/17",-,,-,,(338,,338,,-,,(338,,-,,,,,,,,
298,"Venoco, Inc., LLC Units",-,,-,,"(40,517",,40517,,-,,"(40,517",,-,,,,,,,,
299,"Venoco, Inc., Series A Warrants",-,,-,,"(48,170",,48170,,-,,"(48,170",,-,,,,,,,,
300,,,239050,,,28180,,,"(202,811",,,155730,,,220149,,,"(146,840",,,3332,
301,(5),"Denotes investments in which we are deemed to exercise a controlling influence over the management or policies of a company, as defined in the 1940 Act, due to beneficially owning, either directly or through one or more controlled companies, more than 25% of the outstanding voting securities of the investment. Fair value as of  March 31, 2017  and  June 30, 2017  along with transactions during the  three months ended June 30, 2017  in these Controlled investments are as follows:",,,,,,,,,,,,,,,,,,,,
302,(10),The percentage is calculated over net assets.,,,,,,,,,,,,,,,,,,,,
303,(21),The rates associated with these undrawn committed revolvers and delayed draw term loans represent rates for commitment and unused fees.,,,,,,,,,,,,,,,,,,,,
304,(23),"As of  June 30, 2017  , the Company had the following commitments to fund various revolving and delayed draw senior secured and subordinated loans, including commitments to issue letters of credit through a financial intermediary on behalf of certain portfolio companies. Such commitments are subject to the satisfaction of certain conditions set forth in the documents governing these loans and letters of credit and there can be no assurance that such conditions will be satisfied. See Note 8 to the financial statements for further information on revolving and delayed draw loan commitments, including commitments to issue letters of credit, related to certain portfolio companies.",,,,,,,,,,,,,,,,,,,,
305,(31),"This investment represents a new debt investment resulting from the restructuring of the Company’s original debt investment in Sprint Industrial Holdings, LLC. The investment is comprised of capitalized PIK and has priority to the original debt investment (footnote 30).",,,,,,,,,,,,,,,,,,,,
306,•,our future operating results;,,,,,,,,,,,,,,,,,,,,
