,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
241,"Partner Therapeutics, Inc",,First Lien Secured Debt,,"8.53 (1M L+665, 1.00 Floor)",,01/01/23,,10000,,,9821,,,9846,,,(9),,,
242,,,Preferred Equity - Preferred Stock,,N/A,,N/A,,"55,556 Shares",,,333,,,333,,,(9),,,
243,,,Common Equity/Interests - Warrants,,N/A,,N/A,,"33,333 Warrants",,,135,,,104,,,(9)(13),,,
244,,,,,,,,,,,10289,,,10283,,,,,,,
245,"PTC Therapeutics, Inc",,First Lien Secured Debt,,"8.03 (1M L+615, 1.00 Floor)",,05/01/21,,12667,,,12618,,,12743,,,(9)(17),,,
246,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00 Unfunded,,05/01/21,,6333,,,(24,,,0,,,(9)(17)(21)(23),,,
247,,,,,,,,,,,12594,,,12743,,,,,,,
248,"RiteDose Holdings I, Inc.",,First Lien Secured Debt,,"8.81 (3M L+650, 1.00 Floor)",,09/13/23,,14963,,,14520,,,14681,,,(9),,,
249,,,First Lien Secured Debt - Revolver,,"8.81 (3M L+650, 1.00 Floor)",,09/13/22,,1067,,,1067,,,1048,,,(9)(23),,,
250,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,09/13/22,,933,,,(58,,,(17,,,(8)(9)(21)(23),,,
251,,,,,,,,,,,15529,,,15712,,,,,,,
252,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (30),,Fair  Value (1) (31),,,,,,,,
253,"Teladoc, Inc.",,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,07/14/20,,1289,,,(52,,,(1,,,(8)(17)(21)(23),,,
254,,,First Lien Secured Debt - Letter of Credit,,7.25,,01/12/19,,378,,,0,,,0,,,(8)(17)(23),,,
255,,,,,,,,,,,(52,,,(1,,,,,,,
256,"Wright Medical Group, Inc.",,First Lien Secured Debt - Revolver,,"6.13 (1M L+425, 0.75 Floor)",,12/23/21,,18333,,,18333,,,18333,,,(9)(17)(23),,,
257,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,12/23/21,,31667,,,(373,,,0,,,(9)(17)(21)(23),,,
258,,,,,,,,,,,17960,,,18333,,,,,,,
259,Total Healthcare & Pharmaceuticals,,,,264154,,,,253177,,,,,,,,,,,,
260,High Tech Industries,,,,,,,,,,,,,,,,,,,,
261,ChyronHego Corporation,,First Lien Secured Debt,,"7.43 (3M L+643, 1.00 Floor)",,03/09/20,,,35277,,,,34967,,,,33866,,,(18)
262,"DigiCert Holdings, Inc.",,Second Lien Secured Debt,,"9.77 (3M L+800, 1.00 Floor)",,10/31/25,,20196,,,20100,,,20405,,,(10),,,
263,LabVantage Solutions,,,,,,,,,,,,,,,,,,,,
264,LabVantage Solutions Inc.,,First Lien Secured Debt,,"9.38 (1M L+750, 1.00 Floor)",,12/29/20,,13688,,,13441,,,13551,,,,,,
265,LabVantage Solutions Limited,,First Lien Secured Debt,,"8.50 (1M E+750, 1.00 Floor)",,12/29/20,,€,12539,,,13246,,,15267,,,(17),,
266,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,12/29/20,,€,3435,,,(63,,,(42,,,(8)(17)(21)(23),,
267,,,,,,,,,,,26624,,,28776,,,,,,,
268,"Omnitracs, LLC",,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,03/23/23,,3750,,,(336,,,(338,,,(8)(21)(23),,,
269,"Smokey Merger Sub, Inc.",,Second Lien Secured Debt,,"10.44 (3M L+850, 1.00 Floor)",,05/24/24,,30000,,,29208,,,29250,,,(9),,,
270,Telestream Holdings Corporation,,First Lien Secured Debt,,"7.61 (6M L+645, 1.00 Floor)",,03/24/22,,36748,,,36446,,,36014,,,(18),,,
271,Tibco Software Inc.,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,12/05/19,,6000,,,(20,,,(840,,,(8)(21)(23),,,
272,"ZPower, LLC",,First Lien Secured Debt,,"9.63 (1M L+775, 1.00 Floor)",,07/01/22,,6667,,,6607,,,6593,,,(9),,,
273,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00 Unfunded,,07/01/22,,1667,,,71,,,(18,,,(8)(9)(21)(23),,,
274,,,Common Equity/Interests - Warrants,,N/A,,N/A,,"29,630 Warrants",,,48,,,78,,,(9)(13),,,
275,,,,,,,,,,,6726,,,6653,,,,,,,
276,Total High Tech Industries,,,,153715,,,,153786,,,,,,,,,,,,
277,"Hotel, Gaming, Leisure, Restaurants",,,,,,,,,,,,,,,,,,,,
278,GFRC Holdings LLC,,First Lien Secured Debt,,"9.77 (3M L+800 Cash (L+800 PIK Toggle), 1.50 Floor))",,02/01/22,,,2500,,,,2500,,,,2500,,,
279,"Total Hotel, Gaming, Leisure, Restaurants",,,,2500,,,,2500,,,,,,,,,,,,
280,Insurance,,,,,,,,,,,,,,,,,,,,
281,"Alliant Holdings Intermediate, LLC",,First Lien Secured Debt - Revolver,,7.25 (P+250),,08/14/20,,,3375,,,,3375,,,,3278,,,(23)
282,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,08/14/20,,11438,,,(810,,,(327,,,(8)(21)(23),,,
283,,,First Lien Secured Debt - Letter of Credit,,3.375,,04/23/18,,37,,,0,,,(1,,,(8)(23),,,
284,,,First Lien Secured Debt - Letter of Credit,,3.375,,05/04/18,,8,,,0,,,0,,,(8)(23),,,
285,,,First Lien Secured Debt - Letter of Credit,,3.375,,07/30/18,,97,,,0,,,(2,,,(8)(23),,,
286,,,First Lien Secured Debt - Letter of Credit,,3.375,,11/30/18,,37,,,0,,,(1,,,(8)(23),,,
287,,,First Lien Secured Debt - Letter of Credit,,3.375,,05/31/19,,8,,,0,,,0,,,(8)(23),,,
288,,,,,,,,,,,2565,,,2947,,,,,,,
289,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (30),,Fair  Value (1) (31),,,,,,,,
290,Confie Seguros Holding II Co.,,Second Lien Secured Debt,,"11.48 (3M L+950, 1.25 Floor)",,05/08/19,,21844,,,21807,,,21216,,,(10),,,
291,Total Insurance,,,,24372,,,,24163,,,,,,,,,,,,
292,"Manufacturing, Capital Equipment",,,,,,,,,,,,,,,,,,,,
293,MedPlast Holdings Inc.,,Second Lien Secured Debt,,"10.43 (2M L+875, 1.00 Floor)",,06/06/23,,,8000,,,,7832,,,,7740,,,
294,"Power Products, LLC",,Second Lien Secured Debt,,"10.74 (3M L+900, 1.00 Floor)",,12/20/23,,32500,,,31568,,,32226,,,(9),,,
295,"Total Manufacturing, Capital Equipment",,,,39400,,,,39966,,,,,,,,,,,,
296,Media – Diversified & Production,,,,,,,,,,,,,,,,,,,,
297,SESAC Holdco II LLC,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,02/23/22,,,587,,,,(41,,,,(44,,,(8)(21)(23)
298,,,Second Lien Secured Debt,,"9.13 (1M L+725, 1.00 Floor)",,02/24/25,,3241,,,3213,,,3233,,,(10),,,
299,Total Media – Diversified & Production,,,,3172,,,,3189,,,,,,,,,,,,
300,Metals & Mining,,,,,,,,,,,,,,,,,,,,
301,"Magnetation, LLC",,First Lien Secured Debt,,10.31 (3M L+800 Cash (PIK Toggle)),,12/31/19,,,1352,,,,1273,,,,451,,,(13)(14)
302,Total Metals & Mining,,,,1273,,,,451,,,,,,,,,,,,
303,Telecommunications,,,,,,,,,,,,,,,,,,,,
304,"Securus Technologies Holdings, Inc.",,Second Lien Secured Debt,,"10.13 (1M L+825, 1.00 Floor)",,11/01/25,,,12878,,,,12755,,,,13051,,,(10)
305,UniTek Global Services Inc.,,First Lien Secured Debt,,"10.81 (3M L+850, 1.00 Floor)",,01/13/19,,32367,,,32367,,,33014,,,,,,
306,,,First Lien Secured Debt,,"10.81 (3M L+750 Cash plus 1.00 PIK, 1.00 Floor)",,01/13/19,,1951,,,1951,,,1951,,,,,,
307,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,01/13/19,,5000,,,0,,,0,,,(21)(23),,,
308,,,First Lien Secured Debt - Letter of Credit,,7.50,,01/13/19,,5857,,,0,,,0,,,(23),,,
309,,,Unsecured Debt,,15.00 PIK,,07/13/19,,9918,,,9918,,,10117,,,,,,
310,,,,,,,,,,,44236,,,45082,,,,,,,
311,"Wave Holdco Merger Sub, Inc.",,Second Lien Secured Debt,,"11.13 (1M L+925, 1.00 Floor)",,05/27/23,,10000,,,9810,,,9890,,,,,,
312,Total Telecommunications,,,,66801,,,,68023,,,,,,,,,,,,
313,"Transportation – Cargo, Distribution",,,,,,,,,,,,,,,,,,,,
314,American Tire,,,,,,,,,,,,,,,,,,,,
315,Accelerate Parent Corp.,,Common Equity/Interests - Common Stock,,N/A,,N/A,,"1,664,046 Shares",,,,1715,,,,2310,,,(13),
316,"American Tire Distributors, Inc.",,Unsecured Debt,,10.25,,03/01/22,,,12741,,,12798,,,13049,,,(10)(11),,
317,,,,,,,,,,,14513,,,15359,,,,,,,
318,"Dynamic Product Tankers, LLC (5)",,First Lien Secured Debt,,9.30 (3M L+700),,06/30/23,,42000,,,41790,,,42000,,,(17),,,
319,,,First Lien Secured Debt - Letter of Credit,,2.25,,09/20/18,,2250,,,0,,,0,,,(17)(23),,,
320,,,First Lien Secured Debt - Letter of Credit,,2.25,,01/31/21,,500,,,0,,,0,,,(17)(23),,,
321,,,Common Equity/Interests - Class A Units,,N/A,,N/A,,N/A,,,48106,,,41479,,,(17)(24),,,
322,,,,,,,,,,,89896,,,83479,,,,,,,
323,MSEA Tankers LLC (5),,Common Equity/Interests - Class A Units,,N/A,,N/A,,N/A,,,74450,,,72256,,,(17)(25),,,
324,"PT Intermediate Holdings III, LLC",,Second Lien Secured Debt,,"10.30 (3M L+800, 1.00 Floor)",,12/08/25,,9375,,,9284,,,9516,,,,,,
325,"Total Transportation – Cargo, Distribution",,,,188143,,,,180610,,,,,,,,,,,,
326,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,,Par / Shares (12),,Cost (30),,Fair  Value (1) (31),,,,,,,,
327,Utilities – Electric,,,,,,,,,,,,,,,,,,,,
328,Asset Repackaging Trust Six B.V.,,Structured Products and Other,,12.81,,05/18/27,,,58411,,,,26030,,,,28860,,,(11)(17)(19)
329,Total Utilities – Electric,,,,26030,,,,28860,,,,,,,,,,,,
330,Total Investments before Cash Equivalents and Option Contracts,,,,,2268596,,,,2248047,,,,,,,,,,,
331,J.P. Morgan U.S. Government Money Market Fund,,N/A,,N/A,,N/A,,,14035,,,,14035,,,,14035,,,(22)
332,Total Investments after Cash Equivalents and before Option Contracts,,,,,2282631,,,,2262082,,,,,,,,,,,
333,(4),"Denotes investments in which we are an “Affiliated Person,” as defined in the 1940 Act, due to holding the power to vote or owning 5 or more of the outstanding voting securities of the investment but not controlling the company. Fair value as of  March 31, 2017  and  March 31, 2018  along with transactions during the  year ended March 31, 2018  in these affiliated investments are as follows:",,,,,,,,,,,,,,,,,,,
334,(5),"Denotes investments in which we are deemed to exercise a controlling influence over the management or policies of a company, as defined in the 1940 Act, due to beneficially owning, either directly or through one or more controlled companies, more than 25 of the outstanding voting securities of the investment. Fair value as of  March 31, 2017  and  March 31, 2018  along with transactions during the  year ended March 31, 2018  in these controlled investments are as follows:",,,,,,,,,,,,,,,,,,,
335,(11),"These securities are exempt from registration under Rule 144A of the Securities Act of 1933. These securities may be resold in transactions that are exempt from registration, normally to qualified institutional buyers.",,,,,,,,,,,,,,,,,,,
336,(21),The rates associated with these undrawn committed revolvers and delayed draw term loans represent rates for commitment and unused fees.,,,,,,,,,,,,,,,,,,,
337,(23),"As of  March 31, 2018  , the Company had the following commitments to fund various revolving and delayed draw senior secured and subordinated loans, including commitments to issue letters of credit through a financial intermediary on behalf of certain portfolio companies. Such commitments are subject to the satisfaction of certain conditions set forth in the documents governing these loans and letters of credit and there can be no assurance that such conditions will be satisfied. See  Note 10  to the financial statements for further information on revolving and delayed draw loan commitments, including commitments to issue letters of credit, related to certain portfolio companies.",,,,,,,,,,,,,,,,,,,
338,(26),"The Company holds three classes of warrants in Sprint Industrial Holdings, LLC. The Company holds 5,595 warrants of Class G, 507 warrants of Class H, and 1,239 warrants of Class I.",,,,,,,,,,,,,,,,,,,
339,(30),"The following shows the composition of the Company’s portfolio at cost by control designation, investment type and industry as of  March 31, 2018  :",,,,,,,,,,,,,,,,,,,
340,(31),"The following shows the composition of the Company’s portfolio at fair value by control designation, investment type and industry as of  March 31, 2018  :",,,,,,,,,,,,,,,,,,,
341,Industry Classification,"Percentage of Total Investments (at Fair Value) as of March 31, 2018",,,,,,,,,,,,,,,,,,,
342,Business Services,18.4,,,,,,,,,,,,,,,,,,,
343,Aviation and Consumer Transport,17.9,,,,,,,,,,,,,,,,,,,
344,Healthcare & Pharmaceuticals,11.3,,,,,,,,,,,,,,,,,,,
345,Energy – Oil & Gas,8.2,,,,,,,,,,,,,,,,,,,
346,"Transportation – Cargo, Distribution",8.0,,,,,,,,,,,,,,,,,,,
347,High Tech Industries,6.9,,,,,,,,,,,,,,,,,,,
348,Energy – Electricity,3.8,,,,,,,,,,,,,,,,,,,
349,Aerospace & Defense,3.0,,,,,,,,,,,,,,,,,,,
350,Telecommunications,3.0,,,,,,,,,,,,,,,,,,,
351,"Chemicals, Plastics & Rubber",2.8,,,,,,,,,,,,,,,,,,,
352,"Diversified Investment Vehicles, Banking, Finance, Real Estate",2.5,,,,,,,,,,,,,,,,,,,
353,Food & Grocery,2.0,,,,,,,,,,,,,,,,,,,
354,Automotive,1.8,,,,,,,,,,,,,,,,,,,
355,"Manufacturing, Capital Equipment",1.8,,,,,,,,,,,,,,,,,,,
356,Consumer Goods – Durable,1.8,,,,,,,,,,,,,,,,,,,
357,"Advertising, Printing & Publishing",1.5,,,,,,,,,,,,,,,,,,,
358,Utilities – Electric,1.3,,,,,,,,,,,,,,,,,,,
359,Consumer Goods – Non-durable,1.1,,,,,,,,,,,,,,,,,,,
360,Consumer Services,1.1,,,,,,,,,,,,,,,,,,,
361,Insurance,1.1,,,,,,,,,,,,,,,,,,,
362,"Containers, Packaging & Glass",0.5,,,,,,,,,,,,,,,,,,,
363,Media – Diversified & Production,0.1,,,,,,,,,,,,,,,,,,,
364,"Hotel, Gaming, Leisure, Restaurants",0.1,,,,,,,,,,,,,,,,,,,
365,Metals & Mining,0.0,,,,,,,,,,,,,,,,,,,
366,Total Investments,100.0,,,,,,,,,,,,,,,,,,,
