,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
208,"Generation Brands Holdings, Inc. (Quality Home Brands), Series H Common Stock (3)(4)(13)(18)",,N/A,,N/A,,Home and Office Furnishings and Durable Consumer Products,,7500,,,2298,,,5578,,,,
209,"APOLLO INVESTMENT CORPORATION  SCHEDULE OF INVESTMENTS (continued)  March 31, 2015  (in thousands, except shares)",,,,,,,,,,,,,,,,,,
210,INVESTMENTS IN NON-CONTROLLED/AFFILIATED INVESTMENTS-13.5%(4)(10),,Interest Rate,,Maturity Date,,Industry,,Shares,,Cost,,Fair  Value (1),,,,,,
211,EQUITY-2.7%,,,,,,,,,,,,,,,,,,
212,Common Equity/Interests-2.7%,,,,,,,,,,,,,,,,,,
213,"LVI Group Investments, LLC,Common Units (3)(4)(13)(19)",,N/A,,N/A,,Environmental Services,,212460,,,,17505,,,,8669,,
214,Total Common Equity/Interests,,,34545,,,,51740,,,,,,,,,,,
215,TOTAL EQUITY,,,34545,,,,51740,,,,,,,,,,,
216,Total Non-Controlled/Affiliated Investments,,,231594,,,,262047,,,,,,,,,,,
217,"APOLLO INVESTMENT CORPORATION  SCHEDULE OF INVESTMENTS (continued)  March 31, 2015  (in thousands, except shares)",,,,,,,,,,,,,,,,,,
218,INVESTMENTS IN CONTROLLED INVESTMENTS-37.7%(5)(10),,Interest Rate,,Maturity Date,,Industry,,Par  Amount (12),,Cost,,Fair  Value (1),,,,,,
219,CORPORATE DEBT-18.2%,,,,,,,,,,,,,,,,,,
220,SECURED DEBT-18.2%,,,,,,,,,,,,,,,,,,
221,1st Lien Secured Debt-18.2%,,,,,,,,,,,,,,,,,,
222,"Merx Aviation Finance, LLC, (Revolver) (5)(16)",,12.00% Funded,,10/31/18,,Aviation,,,352084,,,,352084,,,,352084,
223,Total 1st Lien Secured Debt,,,352084,,,,352084,,,,,,,,,,,
224,Unfunded Revolver Obligation-0.0%,,,,,,,,,,,,,,,,,,
225,"Merx Aviation Finance, LLC, (Unfunded Revolver) (5)(16)",,"12.00% Funded, 0.00% Unfunded",,10/31/18,,Aviation,,,47916,,,,-,,,,-,
226,Total Unfunded Revolver Obligation,,,-,,,,-,,,,,,,,,,,
227,Letters of Credit-0.0%,,,,,,,,,,,,,,,,,,
228,"Merx Aviation Finance Assets Ireland Limited, Letter of Credit (5)",,2.250%,,9/30/15,,Aviation,,,1800,,,,-,,,,-,
229,"Merx Aviation Finance Assets Ireland Limited, Letter of Credit (5)",,2.250%,,9/30/15,,Aviation,,1800,,,-,,,-,,,,
230,Total Letters of Credit,,,-,,,,-,,,,,,,,,,,
231,TOTAL SECURED DEBT,,,352084,,,,352084,,,,,,,,,,,
232,TOTAL CORPORATE DEBT,,,352084,,,,352084,,,,,,,,,,,
233,PREFERRED EQUITY-6.4%,,Shares,,,,,,,,,,,,,,,,
234,"AMP Solar (UK) Limited, Class A Preference Shares (2)(5)(17)",,8.500%,,10/31/49,,Utilities,,43277916,,,,66354,,,,65171,,
235,"PlayPower Holdings, Inc., Series A Preferred (5)",,14.00% PIK,,11/15/20,,Leisure,,49178,,,59411,,,59411,,,,
236,TOTAL PREFERRED EQUITY,,,125765,,,,124582,,,,,,,,,,,
237,EQUITY-13.1%,,,,,,,,,,,,,,,,,,
238,Common Equity/Interests-13.1%,,Shares,,,,,,,,,,,,,,,,
239,"Merx Aviation Finance, LLC, Membership Interest (5)(13)",,N/A,,N/A,,Aviation,,-,,,,152082,,,,165172,,
240,"MSEA Tankers LLC, Membership Interest (5)(17)",,N/A,,N/A,,Cargo Transport,,-,,,33000,,,33000,,,,
241,"PlayPower Holdings, Inc., Common Stock (5)(13)",,N/A,,N/A,,Leisure,,1000,,,77722,,,55900,,,,
242,Total Common Equity/Interests,,,262804,,,,254072,,,,,,,,,,,
243,TOTAL EQUITY,,,262804,,,,254072,,,,,,,,,,,
244,Total Controlled Investments,,,740653,,,,730738,,,,,,,,,,,
245,Total Investments-172.9% (6)(7),,,3486575,,,,3349827,,,,,,,,,,,
246,Liabilities in Excess of Other Assets-(72.9)%,,,,,"(1,412,219",,,,,,,,,,,,,
247,Net Assets-100.0%,,,,,1937608,,,,,,,,,,,,,
