,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
199,"Merx Aviation Finance Assets Ireland Limited, Letter of Credit (5)(16)",,2.250,,9/30/15,,Aviation and Consumer Transport,,1800,,,0,,,0,,,,
200,Total Letters of Credit,,,0,,,,0,,,,,,,,,,,
201,TOTAL SECURED DEBT,,,352084,,,,352084,,,,,,,,,,,
202,TOTAL CORPORATE DEBT,,,352084,,,,352084,,,,,,,,,,,
203,EQUITY012.7,,,,,,,,,,,,,,,,,,
204,Common Equity/Interests012.7,,,,,,,,,,,,,,,,,,
205,"Dynamic Product Tankers (Prime), LLC, Class A Units (5)(13)(17)",,N/A,,N/A,,"Transportation – Cargo, Distribution",,0,,,,38756,,,,38755,,
206,"Merx Aviation Finance, LLC, Membership Interests (5)(13)",,N/A,,N/A,,Aviation and Consumer Transport,,0,,,152082,,,170124,,,,
207,"MSEA Tankers LLC, Class A Units (5)(17)",,N/A,,N/A,,"Transportation – Cargo, Distribution",,0,,,33000,,,33000,,,,
208,Total Common Equity/Interests,,,223838,,,,241879,,,,,,,,,,,
209,TOTAL EQUITY,,,223838,,,,241879,,,,,,,,,,,
210,Total Investments in Controlled Investments,,,575922,,,,593963,,,,,,,,,,,
211,Total Investments0174.7 (6)(7),,,3403841,,,,3313914,,,,,,,,,,,
212,Liabilities in Excess of Other Assets0(74.7),,,,,"(1,417,264",,,,,,,,,,,,,
213,Net Assets0100.0,,,,,1896650,,,,,,,,,,,,,
214,(1),Fair value is determined in good faith by or under the direction of the Board of Directors of the Company (see note 2).,,,,,,,,,,,,,,,,,
215,(1),Fair value is determined in good faith by or under the direction of the Board of Directors of the Company (see note 2).,,,,,,,,,,,,,,,,,
216,(5),"Denotes investments in which we are deemed to exercise a controlling influence over the management or policies of a company, as defined in the 1940 Act, due to beneficially owning, either directly or through one or more controlled companies, more than 25 of the outstanding voting securities of the investment. Fair value as of  March 31, 2015  and  June 30, 2015  along with transactions during the  three months ended June 30, 2015  in these Controlled investments are as follows:",,,,,,,,,,,,,,,,,
217,(6),"Aggregate gross unrealized gain for federal income tax purposes is $157,670; aggregate gross unrealized loss for federal income tax purposes is $267,828. Net unrealized loss is $110,158 based on a tax cost of $3,424,073.",,,,,,,,,,,,,,,,,
218,Industry Classification,"Percentage of Total Investments (at fair value) as of June 30, 2015",,,,,,,,,,,,,,,,,
219,Business Services,16.3,,,,,,,,,,,,,,,,,
220,Energy – Oil & Gas,16.0,,,,,,,,,,,,,,,,,
221,Aviation and Consumer Transport,15.8,,,,,,,,,,,,,,,,,
222,"Diversified Investment Vehicles, Banking, Finance, Real Estate",14.2,,,,,,,,,,,,,,,,,
223,"Transportation – Cargo, Distribution",6.8,,,,,,,,,,,,,,,,,
224,"Chemicals, Plastics & Rubber",3.8,,,,,,,,,,,,,,,,,
225,High Tech Industries,3.5,,,,,,,,,,,,,,,,,
226,Energy – Electricity,2.9,,,,,,,,,,,,,,,,,
227,"Hotel, Gaming, Leisure, Restaurants",2.5,,,,,,,,,,,,,,,,,
228,Insurance,2.4,,,,,,,,,,,,,,,,,
229,Consumer Goods – Durable,2.3,,,,,,,,,,,,,,,,,
230,Aerospace & Defense,2.2,,,,,,,,,,,,,,,,,
231,Telecommunications,1.8,,,,,,,,,,,,,,,,,
232,"Containers, Packaging & Glass",1.7,,,,,,,,,,,,,,,,,
233,Healthcare & Pharmaceuticals,1.6,,,,,,,,,,,,,,,,,
234,Education,1.4,,,,,,,,,,,,,,,,,
235,Utilities – Electric,1.0,,,,,,,,,,,,,,,,,
236,Utilities - Oil and Gas,0.9,,,,,,,,,,,,,,,,,
237,Food & Grocery,0.8,,,,,,,,,,,,,,,,,
238,Metals & Mining,0.6,,,,,,,,,,,,,,,,,
239,Broadcasting & Subscription,0.5,,,,,,,,,,,,,,,,,
240,"Manufacturing, Capital Equipment",0.4,,,,,,,,,,,,,,,,,
241,Environmental Industries,0.3,,,,,,,,,,,,,,,,,
242,Wholesale,0.2,,,,,,,,,,,,,,,,,
243,Media – Diversified & Production,0.1,,,,,,,,,,,,,,,,,
244,Total Investments,100.0,,,,,,,,,,,,,,,,,
245,•,our future operating results;,,,,,,,,,,,,,,,,,
