,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
167,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00% Unfunded,,12/19/24,,881,,,(87),,,,(23),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Margaux UK Finance Limited,,First Lien Secured Debt,,"6.50% (3M GBPL+550, 1.00% Floor)",,12/19/24,,£,7234,,,9006,,,,8708,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,,First Lien Secured Debt - Revolver,,"6.50% (1M GBPL+550, 1.00% Floor)",,12/19/24,,£,538,,,632,,,,647,,,(9)(17)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/19/24,,£,4,,,(10),,,,-,,,(8)(9)  (17)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,,,,,,,,,,,33192,,,,32623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,"Newscycle Solutions, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,"Newscycle Solutions, Inc.",,First Lien Secured Debt,,"8.00% (3M L+700, 1.00% Floor)",,12/29/22,,14438,,,14253,,,,14005,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,,,First Lien Secured Debt,,"8.43% (3M L+700, 1.00% Floor)",,12/29/22,,1116,,,1106,,,,1082,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,,,First Lien Secured Debt - Revolver,,"8.00% (3M L+700, 1.00% Floor)",,12/29/22,,500,,,494,,,,485,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,,,,,,,,,,,15853,,,,15572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,"PSI Services, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"Lifelong Learner Holdings, LLC",,First Lien Secured Debt,,"6.75% (1M L+575, 1.00% Floor)",,10/19/26,,32782,,,32177,,,,30717,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,,,First Lien Secured Debt - Revolver,,"6.75% (1M L+575, 1.00% Floor)",,10/20/25,,740,,,740,,,,699,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,,First Lien Secured Debt - Revolver,,"6.75% (3M L+575, 1.00% Floor)",,10/20/25,,299,,,299,,,,282,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (29),,,Fair Value (1)(30),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,10/20/25,,1946,,,(53),,,,(109),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00% Unfunded,,10/19/26,,2388,,,(21),,,,(150),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,,,,,,,,,,,33142,,,,31439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,"RA Outdoors, LLC (Active Outdoors)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,"RA Outdoors, LLC",,First Lien Secured Debt,,"5.82% (6M L+475, 1.00% Floor)",,09/11/24,,6576,,,6497,,,,6444,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,09/09/22,,1200,,,(11),,,,(12),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,,Second Lien Secured Debt,,"9.82% (6M L+875, 1.00% Floor)",,09/11/25,,31950,,,31429,,,,30991,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,,,,,,,,,,37915,,,,37423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Soliant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,"Soliant Holdings, LLC",,First Lien Secured Debt,,"6.50% (1M L+550, 1.00% Floor)",,12/31/26,,18018,,,17684,,,,17273,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/31/24,,1936,,,(35),,,,(61),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,"Soliant Health, Inc.",,Common Equity - Membership Interests,,N/A,,N/A,,300 Shares,,300,,,,288,,,(9)(13)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,,,,,,,,,,17949,,,,17500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,"Transplace Holdings, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,"Transplace Holdings, Inc.",,Second Lien Secured Debt,,"9.82% (6M L+875, 1.00% Floor)",,10/06/25,,8599,,,8456,,,,8169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,US Legal Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,"US Legal Support Investment Holdings, LLC",,Common Equity - Series A-1 Units,,N/A,,N/A,,"631,972 Shares",,632,,,,594,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,"USLS Acquisition, Inc.",,First Lien Secured Debt,,"6.82% (6M L+575, 1.00% Floor)",,12/02/24,,24437,,,24071,,,,23529,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,,First Lien Secured Debt - Revolver,,"6.82% (6M L+575, 0.00% Floor)",,12/02/24,,1522,,,1499,,,,1426,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,,,First Lien Secured Debt - Letters of Credit,,5.75%,,10/15/20 - 06/06/21,,86,,,-,,,,(5),,,(8)(9)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,,,,,,,,,,,26202,,,,25544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Vertafore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,"Vertafore, Inc.",,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,06/30/23,,14576,,,"(1,035)",,,,"(1,676)",,,(8)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,,First Lien Secured Debt - Letter of Credit,,3.25%,,01/17/21,,424,,,-,,,,(49),,,(8)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,,,,,,,,,,,"(1,035)",,,,"(1,725)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Total Business Services,,,,,,,,,,,361707,,,,,346793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,"Chemicals, Plastics & Rubber",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Carbonfree Chemicals SPE I LLC (f/k/a Maxus Capital Carbon SPE I LLC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Carbonfree Caustic SPE LLC (4),,First Lien Secured Debt,,5% PIK,,12/31/24,,,13277,,,,13111,,,,,7500,,,(14),,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Carbonfree Chemicals SPE I LLC (f/k/a Maxus Capital Carbon SPE I LLC) (4),,First Lien Secured Debt,,3% PIK,,12/31/24,,17186,,,17057,,,,-,,,(14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Carbonfree Chemicals Holdings LLC (4),,Common Equity - Common Equity / Interest,,N/A,,N/A,,"1,446 Shares",,30886,,,,15105,,,(13)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Carbonfree Chemicals SA LLC (4),,Common Equity - Class B Units,,N/A,,N/A,,"1,313 Shares",,15403,,,,-,,,(3)(13)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,,,,,,,,,,,76457,,,,22605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Niacet Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,"Hare Bidco, Inc.",,Second Lien Secured Debt,,"9.75% (3M E+875, 1.00% Floor)",,08/01/24,,€,13574,,,14516,,,,15093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (29),,,Fair Value (1)(30),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,"Westfall Technik, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,"Westfall Technik, Inc.",,First Lien Secured Debt,,"6.75% (3M L+575, 1.00% Floor)",,09/13/24,,15899,,,15672,,,,15315,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,,,First Lien Secured Debt - Revolver,,"6.75% (3M L+575, 1.00% Floor)",,09/13/24,,135,,,106,,,,130,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,,,First Lien Secured Debt - Revolver,,8.00% (P+475),,09/13/24,,269,,,269,,,,259,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,,,First Lien Secured Debt - Revolver,,"6.75% (2M L+575, 1.00% Floor)",,09/13/24,,1615,,,1615,,,,1556,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00% Unfunded,,09/13/24,,12829,,,(106),,,,(471),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,,,,,,,,,,,17556,,,,16789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,"Total Chemicals, Plastics & Rubber",,,,,,,,,,,108529,,,,,54487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Construction & Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Englert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,"Gutter Buyer, Inc.",,First Lien Secured Debt,,"7.25% (1M L+625, 1.00% Floor)",,03/06/25,,,26847,,,,26435,,,,,26006,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,03/06/24,,2727,,,(50),,,,(74),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00% Unfunded,,03/06/25,,2045,,,(40),,,,(64),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,"Gutter Holdings, LP",,Common Equity - Common Stock,,N/A,,N/A,,500 Shares,,500,,,,684,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Total Construction & Building,,,,,,,,,,,26845,,,,,26552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Consumer Goods – Durable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,A&V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,"A&V Holdings Midco, LLC",,First Lien Secured Debt,,"6.38% (3M L+538, 1.00% Floor)",,03/10/27,,,11283,,,,10895,,,,,10087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,,,First Lien Secured Debt - Unfunded Revolver,,0.375% Unfunded,,03/10/25,,1505,,,(127),,,,(160),,,(8)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,,,,,,,,,,,10768,,,,9927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Dan Dee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,"Project Comfort Buyer, Inc.",,First Lien Secured Debt,,9.25% (P+600),,02/01/25,,694,,,678,,,,657,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,,,First Lien Secured Debt,,"8.00% (12M L+700, 1.00% Floor)",,02/01/25,,26284,,,25697,,,,24893,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,02/01/24,,3461,,,(75),,,,(194),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00% Unfunded,,02/01/25,,2308,,,(26),,,,(122),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,,,Preferred Equity - Preferred Equity,,N/A,,N/A,,"461,538 Shares",,462,,,,222,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,,,,,,,,,,,26736,,,,25456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,"Hayward Industries, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,"Hayward Industries, Inc.",,Second Lien Secured Debt,,8.43% (1M L+825),,08/04/25,,21919,,,21704,,,,20678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,KDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,KDC US Holdings,,First Lien Secured Debt - Revolver,,3.17% (1M L+300),,12/21/23,,3323,,,3323,,,,3202,,,(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,,,First Lien Secured Debt - Unfunded Revolver,,0.25% Unfunded,,12/21/23,,2545,,,-,,,,(93),,,(8)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,,,First Lien Secured Debt - Letter of Credit,,3.00%,,02/05/21,,£,10,,,-,,,,-,,,(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,,,First Lien Secured Debt - Letters of Credit,,3.00%,,11/06/20 - 03/16/21,,142,,,20,,,,(5),,,(8)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Knowlton Development Corporation Inc.,,First Lien Secured Debt,,3.93% (1M L+375),,12/22/25,,15000,,,14563,,,,14558,,,(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,,,,,,,,,,,17906,,,,17662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (29),,,Fair Value (1)(30),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,"KLO Holdings, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,9357-5991 Quebec Inc.,,First Lien Secured Debt,,11.82% (3M L+775 Cash plus 2.00% PIK),,04/07/22,,9838,,,8653,,,,2157,,,(13)(14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,KLO Acquisition LLC,,First Lien Secured Debt,,11.82% (3M L+775 Cash plus 2.00% PIK),,04/07/22,,5497,,,4808,,,,-,,,(13)(14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,,,,,,,,,,,13461,,,,2157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,Liqui-Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,"Liqui-Box Holdings, Inc.",,First Lien Secured Debt - Revolver,,"5.50% (3M L+450, 1.00% Floor)",,02/26/25,,2136,,,2136,,,,2085,,,(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,02/26/25,,1351,,,(33),,,,(32),,,(8)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,,,First Lien Secured Debt - Letters of Credit,,4.50%,,09/27/20 - 10/01/20,,32,,,-,,,,-,,,(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,,,First Lien Secured Debt - Letter of Credit,,4.50%,,06/30/21,,€,42,,,-,,,,(1),,,(8)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,,,,,,,,,,,2103,,,,2052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,NSi Industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,"Wildcat BuyerCo, Inc.",,First Lien Secured Debt,,"6.50% (3M L+550, 1.00% Floor)",,02/27/26,,7229,,,7060,,,,6939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,,,First Lien Secured Debt - Revolver,,"6.89% (3M L+550, 1.00% Floor)",,02/27/26,,232,,,232,,,,223,,,(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,02/27/26,,485,,,(15),,,,(19),,,(8)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,,,First Lien Secured Debt - Letter of Credit,,5.50%,,02/27/26,,8,,,-,,,,-,,,(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00% Unfunded,,02/27/26,,2029,,,(34),,,,(81),,,(8)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Wildcat Parent LP,,Common Equity - Common Stock,,N/A,,N/A,,"1,070 Shares",,107,,,,112,,,(13)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,,,,,,,,,,,7350,,,,7174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,"Sorenson Holdings, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,"Sorenson Holdings, LLC",,Common Equity - Membership Interests,,N/A,,N/A,,587 Shares,,-,,,,426,,,(10)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Total Consumer Goods – Durable,,,,,,,,,,"$100,028",,,"$85,532",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Consumer Goods – Non-durable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,3D Protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,"Protein For Pets Opco, LLC",,First Lien Secured Debt,,"6.00% (1M L+500, 1.00% Floor)",,11/28/25,,,12685,,,,12473,,,,,12368,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,05/31/24,,2219,,,(45),,,,(55),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,,,,,,,,,,,12428,,,,12313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Beauty Industry Group (BIG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,"BIG Buyer, LLC",,First Lien Secured Debt,,"7.57% (6M L+650, 1.00% Floor)",,11/20/23,,22311,,,21866,,,,21606,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,,,First Lien Secured Debt - Revolver,,"7.71% (6M L+650, 1.00% Floor)",,11/20/23,,602,,,602,,,,575,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,11/20/23,,1204,,,(37),,,,(54),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,,,,,,,,,,,22431,,,,22127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,DMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Lion Cashmere Midco Limited,,First Lien Secured Debt,,"7.00% (6M L+600, 1.00% Floor)",,03/21/25,,13053,,,12873,,,,12172,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,,,First Lien Secured Debt,,6.00% (6M E+600),,03/21/25,,€,534,,,578,,,,559,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,,,First Lien Secured Debt - Revolver,,5.25% (6M E+525),,03/21/24,,€,937,,,1031,,,,987,,,(9)(17)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,,,First Lien Secured Debt - Revolver,,5.25% (6M L+525),,03/21/24,,€,249,,,264,,,,262,,,(9)(17)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,,,First Lien Secured Debt - Unfunded Delayed Draw,,2.10% Unfunded,,03/21/25,,€,1838,,,(21),,,,(140),,,(8)(9)  (17)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,,,,,,,,,,,14725,,,,13840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (29),,,Fair Value (1)(30),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Olaplex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,"Olaplex, Inc.",,First Lien Secured Debt,,"7.50% (1M L+650, 1.00% Floor)",,01/08/26,,26036,,,25557,,,,25128,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,,,First Lien Secured Debt - Revolver,,"7.50% (1M L+650, 1.00% Floor)",,01/08/25,,3800,,,3731,,,,3681,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,,,,,,,,,,,29288,,,,28809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,"Sequential Brands Group, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,"Sequential Brands Group, Inc.",,Second Lien Secured Debt,,"9.75% (1M L+875, 1.00% Floor)",,02/07/24,,12965,,,12887,,,,12297,,,(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Total Consumer Goods – Non-durable,,,,,,,,,,,91759,,,,,89386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Consumer Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,1A Smart Start LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,1A Smart Start LLC,,Second Lien Secured Debt,,"9.32% (6M L+825, 1.00% Floor)",,08/22/22,,,15100,,,,14961,,,,,14513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Clarus Commerce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,"Marlin DTC-LS Midco 2, LLC",,First Lien Secured Debt,,"7.07% (6M L+600, 1.00% Floor)",,07/01/25,,9222,,,9087,,,,8939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,07/01/25,,685,,,(10),,,,(21),,,(8)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,,,,,,,,,,,9077,,,,8918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,First Heritage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,"First Heritage Credit, LLC",,First Lien Secured Debt,,4.92% (1M L+475),,04/02/22,,16500,,,16403,,,,16111,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,,,First Lien Secured Debt - Revolver,,5.67% (1M L+550),,04/02/22,,549,,,549,,,,537,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,04/02/22,,3201,,,(22),,,,(73),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.50% Unfunded,,04/02/22,,9750,,,(57),,,,(230),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,,,,,,,,,,,16873,,,,16345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Only About Children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Nemo (BC) Bidco Pty Ltd,,First Lien Secured Debt,,"6.75% (6M BBSW+575, 1.00% Floor)",,04/06/24,,A$,6768,,,4926,,,,4427,,,(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,,,First Lien Secured Debt - Unfunded Delayed Draw,,2.59% Unfunded,,04/06/24,,A$,232,,,(7),,,,(8),,,(8)(17)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,,,,,,,,,,,4919,,,,4419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Paper Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,"Paper Source, Inc.",,First Lien Secured Debt,,"8.00% (3M L+700, 1.00% Floor)",,05/22/24,,11471,,,11292,,,,10209,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,,,First Lien Secured Debt - Revolver,,9.25% (P+600),,05/22/24,,1890,,,1890,,,,1701,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,First Lien Secured Debt - Revolver,,"8.00% (3M L+700, 1.00% Floor)",,05/22/24,,616,,,569,,,,555,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,,,First Lien Secured Debt - Revolver,,"8.22% (3M L+700, 1.00% Floor)",,05/22/24,,575,,,575,,,,518,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,,,,,,,,,,,14326,,,,12983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,"Pinstripe Holdings, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,"Pinstripe Holdings, LLC",,First Lien Secured Debt,,"7.08% (6M L+600, 1.00% Floor)",,01/17/25,,6912,,,6807,,,,6646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,The Club Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Eldrickco Limited,,First Lien Secured Debt,,"6.00% (6M GBPL+550, 0.50% Floor)",,11/21/25,,£,10664,,,13329,,,,12337,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
